YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
2024,43,0,30163,Henrik Norlander,69.41,2013,29
2024,44,0,28775,Nate Lashley,69.42,2985,43
2024,45,0,51696,Rico Hoey,69.45,2917,42
2024,45,0,36801,Mark Hubbard,69.45,3889,56
2024,47,0,27644,Brian Harman,69.48,3057,44
2024,47,0,39324,J.J. Spaun,69.48,2779,40
2024,49,0,51349,Nico Echavarria,69.5,3197,46
2024,49,0,29908,C.T. Pan,69.5,1946,28
2024,49,0,27064,Jhonattan Vegas,69.5,2502,36
2024,52,0,51997,Andrew Novak,69.56,2991,43
2024,52,0,49771,J.T. Poston,69.56,3130,45
2024,54,0,37455,Si Woo Kim,69.59,3549,51
2024,55,0,58168,Davis Thompson,69.6,3619,52
2024,56,0,46717,Viktor Hovland,69.61,2158,31
2024,56,0,47679,Victor Perez,69.61,2854,41
2024,56,0,33448,Justin Thomas,69.61,2297,33
2024,59,0,34021,Bud Cauley,69.63,2089,30
2024,59,0,27349,Alex Noren,69.63,2228,32
2024,59,0,51894,Vince Whaley,69.63,2646,38
2024,62,0,48084,Wesley Bryan,69.64,1741,25
2024,62,0,35506,Mackenzie Hughes,69.64,3273,47
2024,64,0,48867,Matti Schmid,69.65,2786,40
2024,65,0,40026,Daniel Berger,69.67,2717,39
2024,65,0,50188,S.H. Kim,69.67,4459,64
2024,67,0,54421,Garrick Higgo,69.7,3067,44
2024,68,0,35532,Tom Hoge,69.71,3834,55
2024,68,0,40006,Erik van Rooyen,69.71,2928,42
2024,70,0,32367,Jorge Campillo,69.72,2022,29
2024,70,0,25900,Lucas Glover,69.72,3207,46
2024,72,0,29936,Ryan Fox,69.73,2301,33
2024,73,0,32333,Kevin Tway,69.75,1953,28
2024,74,0,45522,Christiaan Bezuidenhout,69.76,2930,42
2024,74,0,52514,Trace Crowe,69.76,2581,37
2024,74,0,51890,Greyson Sigg,69.76,2930,42
2024,77,0,32791,K.H. Lee,69.83,2863,41
2024,78,0,34255,Joseph Bramlett,69.84,3073,44
2024,78,0,30911,Tommy Fleetwood,69.84,2235,32
2024,80,0,30926,Chris Kirk,69.85,2794,40
2024,80,0,34256,Andrew Putnam,69.85,3283,47
2024,82,0,59836,Pierceson Coody,69.86,2934,42
2024,82,0,50095,Austin Smotherman,69.86,2515,36
2024,84,0,46441,Robby Shelton,69.88,2795,40
2024,84,0,50493,Justin Suh,69.88,2935,42
2024,86,0,26596,Ryan Moore,69.92,2517,36
2024,86,0,36871,Matt NeSmith,69.92,2727,39
2024,88,0,56630,Akshay Bhatia,69.93,2867,41
2024,89,0,49947,Taylor Moore,69.94,3497,50
2024,90,0,36884,Ben Kohles,69.95,2938,42
2024,91,0,31323,Gary Woodland,69.96,3358,48
2024,91,0,52513,Carson Young,69.96,3288,47
2024,93,0,32366,Kevin Chappell,69.97,2309,33
2024,94,0,33948,Byeong Hun An,70.0,2520,36
2024,94,0,27936,Martin Laird,70.0,2800,40
2024,96,0,40058,Zac Blair,70.02,3011,43
2024,96,0,54783,Dylan Wu,70.02,3361,48
2024,98,0,32757,Patton Kizzire,70.03,2171,31
2024,99,0,24024,Zach Johnson,70.04,1961,28
2024,100,0,34099,Harris English,70.06,3503,50
2024,100,0,40098,Matt Fitzpatrick,70.06,2312,33
2024,102,0,29535,Brice Garnett,70.08,1752,25
2024,102,0,34563,Chesson Hadley,70.08,2803,40
2024,102,0,12716,Charley Hoffman,70.08,2663,38
2024,102,0,52374,Brandon Wu,70.08,3434,49
2024,106,0,33141,Keegan Bradley,70.1,2734,39
2024,107,0,33204,Shane Lowry,70.11,2664,38
2024,107,0,49960,Sepp Straka,70.11,2524,36
2024,109,0,34076,Joel Dahmen,70.12,3436,49
2024,109,0,33486,Roger Sloan,70.12,2875,41
2024,111,0,47591,Eric Cole,70.13,4208,60
2024,112,0,36326,David Lipsky,70.14,2525,36
2024,112,0,45242,Kevin Yu,70.14,2455,35
2024,114,0,36799,Stephan Jaeger,70.15,2385,34
2024,114,0,48319,Tom Whitney,70.15,2806,40
2024,116,0,51634,Sahith Theegala,70.16,3017,43
2024,117,0,32070,Rafael Campos,70.18,1965,28
2024,117,0,59866,Nick Dunlap,70.18,2386,34
2024,119,0,59095,Chris Gotterup,70.2,3159,45
2024,119,0,54628,Lee Hodges,70.2,3089,44
2024,121,0,37378,Min Woo Lee,70.21,2668,38
2024,122,0,33653,Thomas Detry,70.23,2458,35
2024,123,0,52215,Robert MacIntyre,70.24,2388,34
2024,124,0,52372,Cameron Champ,70.25,1967,28
2024,124,0,46340,Alex Smalley,70.25,2529,36
2024,124,0,34046,Jordan Spieth,70.25,2529,36
2024,127,0,50497,Adrien Dumont de Chassart,70.26,2740,39
2024,127,0,47993,Denny McCarthy,70.26,3021,43
2024,127,0,22405,Justin Rose,70.26,2459,35
2024,130,0,45157,Cam Davis,70.28,2811,40
2024,131,0,27139,David Skinns,70.29,2952,42
2024,132,0,26476,Chez Reavie,70.3,2601,37
2024,133,0,31646,Emiliano Grillo,70.33,3165,45
2024,134,0,37275,Sam Ryder,70.34,2884,41
2024,134,0,47347,Adam Schenk,70.34,3728,53
2024,136,0,32640,Troy Merritt,70.35,2814,40
2024,136,0,33968,Thorbjørn Olesen,70.35,1829,26
2024,138,0,25493,Nick Taylor,70.36,3307,47
2024,139,0,35310,Lanto Griffin,70.43,2958,42
2024,140,0,22371,Aaron Baddeley,70.44,3029,43
2024,140,0,29221,Webb Simpson,70.44,1902,27
2024,142,0,59442,Parker Coody,70.47,2114,30
2024,142,0,23108,Matt Kuchar,70.47,2678,38
2024,144,0,30927,Brendon Todd,70.49,3454,49
2024,145,0,27214,Kevin Streelman,70.54,2751,39
2024,146,0,40115,Adam Svensson,70.55,4092,58
2024,147,0,39977,Max Homa,70.57,3105,44
2024,147,0,27129,Luke List,70.57,3246,46
2024,149,0,57362,Austin Eckroat,70.59,3459,49
2024,149,0,47995,Davis Riley,70.59,2894,41
2024,151,0,32102,Rickie Fowler,70.6,2965,42
2024,151,0,47988,Nick Hardy,70.6,3530,50
2024,153,0,33408,Tyson Alexander,70.63,2896,41
2024,154,0,45609,Tyler Duncan,70.71,2687,38
2024,154,0,47483,Will Zalatoris,70.71,1980,28
2024,156,0,55182,Tom Kim,70.76,2901,41
2024,157,0,56149,Wilson Furr,70.82,2337,33
2024,157,0,46113,Ryan McCormick,70.82,2337,33
2024,157,0,57366,Cameron Young,70.82,2691,38
2024,160,0,55789,Taylor Montgomery,70.83,2125,30
2024,161,0,55708,Hayden Buckley,70.85,2763,39
2024,162,0,33399,Adam Hadwin,70.87,3260,46
2024,163,0,48153,Matthieu Pavon,70.91,2482,35
2024,164,0,47420,Jake Knapp,71.0,2911,41
2024,165,0,52453,Nicolai Højgaard,71.03,2060,29
2024,166,0,34466,Peter Malnati,71.09,3057,43
2024,167,0,34374,Erik Barnes,71.16,2277,32
2024,168,0,47663,Kevin Dougherty,71.21,2350,33
2024,169,0,55454,Carl Yuan,71.24,2422,34
2024,170,0,48699,Callum Tarren,71.27,2922,41
2024,171,0,37212,Paul Barjon,71.29,2210,31
2024,171,0,38991,Alejandro Tosti,71.29,2709,38
2024,173,0,35617,Martin Trainer,71.39,1642,23
2024,173,0,52666,Sami Valimaki,71.39,2213,31
2024,175,0,27330,Josh Teater,71.44,2286,32
2024,176,0,48119,Ben Taylor,71.46,2501,35
2024,177,0,23320,Ryan Palmer,71.57,1646,23
2024,178,0,27649,Brandt Snedeker,71.6,2148,30
2024,179,0,29478,Kevin Kisner,71.64,2364,33
2024,180,0,47806,Raul Pereda,71.68,2007,28
2024,181,0,27770,Camilo Villegas,71.85,2443,34
2024,182,0,60767,Blaine Hale Jr.,72.1,2091,29
2024,183,0,51070,Vincent Norrman,72.23,1878,26
2024,184,0,28420,Ryan Brehm,72.28,2313,32
2023,1,0,46046,Scottie Scheffler,68.03,2041,30
2023,2,0,35450,Patrick Cantlay,68.22,1842,27
2023,3,0,50525,Collin Morikawa,68.29,2117,31
2023,4,0,46717,Viktor Hovland,68.31,2186,32
2023,5,0,52955,Ludvig Åberg,68.32,1503,22
2023,6,0,48081,Xander Schauffele,68.45,2259,33
2023,7,0,47591,Eric Cole,68.69,4190,61
2023,8,0,58696,Peter Kuest,68.8,1376,20
2023,9,0,46970,Jon Rahm,68.88,1791,26
2023,10,0,32102,Rickie Fowler,68.98,2897,42
2023,10,0,34098,Russell Henley,68.98,2966,43
2023,12,0,36799,Stephan Jaeger,69.07,4628,67
2023,12,0,55182,Tom Kim,69.07,2970,43
2023,14,0,56630,Akshay Bhatia,69.09,3109,45
2023,14,0,51766,Wyndham Clark,69.09,3040,44
2023,16,0,54783,Dylan Wu,69.19,3598,52
2023,17,0,39997,Corey Conners,69.21,2699,39
2023,18,0,33653,Thomas Detry,69.25,3324,48
2023,19,0,34256,Andrew Putnam,69.27,4087,59
2023,20,0,54591,Ben Griffin,69.28,4018,58
2023,21,0,23108,Matt Kuchar,69.34,2843,41
2023,21,0,24502,Adam Scott,69.34,2427,35
2023,21,0,57366,Cameron Young,69.34,3259,47
2023,24,0,39324,J.J. Spaun,69.36,3676,53
2023,25,0,39971,Sungjae Im,69.39,3192,46
2023,26,0,40115,Adam Svensson,69.41,3887,56
2023,27,0,57975,Harry Hall,69.44,3611,52
2023,28,0,39335,Kevin Roy,69.45,2639,38
2023,29,0,34363,Tyrrell Hatton,69.5,2780,40
2023,29,0,35461,Beau Hossler,69.5,3892,56
2023,31,0,30927,Brendon Todd,69.52,3754,54
2023,32,0,30926,Chris Kirk,69.53,2990,43
2023,32,0,36326,David Lipsky,69.53,3407,49
2023,34,0,30911,Tommy Fleetwood,69.55,2295,33
2023,34,0,51890,Greyson Sigg,69.55,3825,55
2023,36,0,47988,Nick Hardy,69.56,4452,64
2023,36,0,28775,Nate Lashley,69.56,3826,55
2023,36,0,37275,Sam Ryder,69.56,3826,55
2023,39,0,33204,Shane Lowry,69.58,2157,31
2023,40,0,28237,Rory McIlroy,69.6,1392,20
2023,41,0,33948,Byeong Hun An,69.63,3621,52
2023,41,0,27644,Brian Harman,69.63,2785,40
2023,41,0,32839,Hideki Matsuyama,69.63,2994,43
2023,44,0,47993,Denny McCarthy,69.67,3414,49
2023,44,0,46414,Aaron Rai,69.67,3762,54
2023,46,0,39977,Max Homa,69.68,2160,31
2023,46,0,55789,Taylor Montgomery,69.68,3693,53
2023,48,0,47347,Adam Schenk,69.69,4042,58
2023,48,0,34046,Jordan Spieth,69.69,2230,32
2023,48,0,45242,Kevin Yu,69.69,2439,35
2023,51,0,28089,Jason Day,69.72,2719,39
2023,51,0,37455,Si Woo Kim,69.72,3974,57
2023,53,0,56762,Will Gordon,69.73,4114,59
2023,54,0,52375,Doug Ghim,69.75,3557,51
2023,55,0,34255,Joseph Bramlett,69.76,2860,41
2023,55,0,39954,Cody Gribble,69.76,2581,37
2023,57,0,35532,Tom Hoge,69.77,3628,52
2023,58,0,33141,Keegan Bradley,69.79,2722,39
2023,58,0,29725,Tony Finau,69.79,2931,42
2023,58,0,22405,Justin Rose,69.79,2373,34
2023,61,0,45157,Cam Davis,69.8,2792,40
2023,61,0,49771,J.T. Poston,69.8,3071,44
2023,61,0,32333,Kevin Tway,69.8,4188,60
2023,64,0,48117,Kurt Kitayama,69.81,2583,37
2023,65,0,47504,Sam Burns,69.82,3072,44
2023,66,0,22371,Aaron Baddeley,69.83,3352,48
2023,67,0,40162,Justin Lower,69.84,3911,56
2023,68,0,39546,Keith Mitchell,69.86,3074,44
2023,69,0,37338,Zecheng Dou,69.87,3214,46
2023,70,0,57362,Austin Eckroat,69.88,3005,43
2023,70,0,23320,Ryan Palmer,69.88,2935,42
2023,72,0,45522,Christiaan Bezuidenhout,69.89,3215,46
2023,72,0,32816,Satoshi Kodaira,69.89,2516,36
2023,74,0,49960,Sepp Straka,69.9,3355,48
2023,75,0,40098,Matt Fitzpatrick,69.91,2377,34
2023,75,0,54421,Garrick Higgo,69.91,3915,56
2023,75,0,51997,Andrew Novak,69.91,3286,47
2023,78,0,52374,Brandon Wu,69.92,4475,64
2023,79,0,51070,Vincent Norrman,69.93,3147,45
2023,80,0,54628,Lee Hodges,69.95,3917,56
2023,80,0,36801,Mark Hubbard,69.95,3917,56
2023,80,0,51634,Sahith Theegala,69.95,3847,55
2023,83,0,24140,Sean O'Hair,69.96,1889,27
2023,84,0,29908,C.T. Pan,69.97,2029,29
2023,85,0,36871,Matt NeSmith,69.98,3639,52
2023,86,0,36699,Patrick Rodgers,70.0,3710,53
2023,86,0,33448,Justin Thomas,70.0,2660,38
2023,88,0,31577,Tano Goya,70.02,3151,45
2023,88,0,26596,Ryan Moore,70.02,3011,43
2023,90,0,32791,K.H. Lee,70.04,3992,57
2023,90,0,25493,Nick Taylor,70.04,3362,48
2023,90,0,58168,Davis Thompson,70.04,3432,49
2023,93,0,47983,Chad Ramey,70.06,3573,51
2023,94,0,34563,Chesson Hadley,70.07,3083,44
2023,95,0,25900,Lucas Glover,70.08,3434,49
2023,95,0,27129,Luke List,70.08,4135,59
2023,95,0,35449,Adam Long,70.08,4345,62
2023,98,0,55708,Hayden Buckley,70.09,3154,45
2023,98,0,52513,Carson Young,70.09,3224,46
2023,100,0,32757,Patton Kizzire,70.1,3575,51
2023,101,0,33399,Adam Hadwin,70.12,2945,42
2023,101,0,25818,Scott Piercy,70.12,3997,57
2023,103,0,46435,Austin Cook,70.13,3226,46
2023,103,0,29535,Brice Garnett,70.13,3296,47
2023,105,0,46441,Robby Shelton,70.16,3438,49
2023,106,0,35506,Mackenzie Hughes,70.19,3299,47
2023,106,0,27963,Chris Stroud,70.19,2246,32
2023,108,0,27936,Martin Laird,70.21,3300,47
2023,108,0,50493,Justin Suh,70.21,4002,57
2023,110,0,27554,Scott Harrington,70.22,2528,36
2023,111,0,34099,Harris English,70.23,3933,56
2023,112,0,48084,Wesley Bryan,70.24,1756,25
2023,112,0,46340,Alex Smalley,70.24,4144,59
2023,112,0,48699,Callum Tarren,70.24,3512,50
2023,112,0,40006,Erik van Rooyen,70.24,2880,41
2023,116,0,50095,Austin Smotherman,70.25,3864,55
2023,117,0,53165,Doc Redman,70.26,2951,42
2023,118,0,39067,MJ Daffue,70.27,4216,60
2023,118,0,39975,Michael Kim,70.27,3373,48
2023,120,0,33413,Ben Martin,70.29,3936,56
2023,121,0,29420,Billy Horschel,70.3,2109,30
2023,122,0,40058,Zac Blair,70.31,2953,42
2023,122,0,29289,S.Y. Noh,70.31,2742,39
2023,124,0,45609,Tyler Duncan,70.33,3165,45
2023,125,0,27349,Alex Noren,70.4,3309,47
2023,126,0,55454,Carl Yuan,70.42,3028,43
2023,127,0,35879,Kelly Kraft,70.43,3592,51
2023,127,0,30163,Henrik Norlander,70.43,3099,44
2023,129,0,28252,Seamus Power,70.45,2959,42
2023,129,0,35617,Martin Trainer,70.45,2325,33
2023,131,0,50188,S.H. Kim,70.46,4016,57
2023,132,0,59018,Ryan Gerard,70.48,2326,33
2023,132,0,52453,Nicolai Hojgaard,70.48,1621,23
2023,134,0,12716,Charley Hoffman,70.5,2961,42
2023,135,0,20229,Stewart Cink,70.52,2962,42
2023,136,0,48867,Matti Schmid,70.54,2610,37
2023,137,0,33122,Russell Knox,70.56,4657,66
2023,138,0,31646,Emiliano Grillo,70.58,4164,59
2023,139,0,32366,Kevin Chappell,70.59,2400,34
2023,140,0,47079,Harrison Endycott,70.6,3177,45
2023,140,0,34466,Peter Malnati,70.6,3318,47
2023,140,0,36724,Augusto Núñez,70.6,3389,48
2023,143,0,39058,Lucas Herbert,70.61,2189,31
2023,144,0,49947,Taylor Moore,70.62,3884,55
2023,145,0,27214,Kevin Streelman,70.65,3250,46
2023,146,0,32448,James Hahn,70.66,3321,47
2023,146,0,46442,Maverick McNealy,70.66,2049,29
2023,148,0,31323,Gary Woodland,70.67,2756,39
2023,149,0,24925,Jonathan Byrd,70.68,2191,31
2023,150,0,34076,Joel Dahmen,70.71,3394,48
2023,151,0,30692,Scott Stallings,70.73,3395,48
2023,151,0,48887,Matt Wallace,70.73,2900,41
2023,153,0,31560,Brian Stuard,70.75,3113,44
2023,154,0,32640,Troy Merritt,70.76,3255,46
2023,155,0,49298,Kramer Hickok,70.78,3893,55
2023,155,0,46601,Trey Mullinax,70.78,2831,40
2023,157,0,25632,Jimmy Walker,70.8,3186,45
2023,158,0,33597,Harry Higgs,70.81,2549,36
2023,159,0,19803,Ryan Armour,70.82,3541,50
2023,160,0,47128,Richy Werenski,70.85,3755,53
2023,161,0,55893,Sam Stevens,70.87,3756,53
2023,162,0,33408,Tyson Alexander,70.9,3616,51
2023,162,0,31202,William McGirt,70.9,2127,30
2023,164,0,47995,Davis Riley,70.94,3831,54
2023,165,0,49766,Hank Lebioda,70.97,2271,32
2023,166,0,24024,Zach Johnson,71.0,2698,38
2023,167,0,26476,Chez Reavie,71.02,3835,54
2023,168,0,22056,Cameron Percy,71.03,2486,35
2023,168,0,29221,Webb Simpson,71.03,2131,30
2023,170,0,34610,Matthias Schwab,71.04,3907,55
2023,170,0,48119,Ben Taylor,71.04,3765,53
2023,172,0,34431,Robert Streb,71.05,2842,40
2023,173,0,51349,Nico Echavarria,71.06,2558,36
2023,174,0,40250,Taylor Pendrith,71.12,3485,49
2023,175,0,52372,Cameron Champ,71.15,2775,39
2023,175,0,27974,Sung Kang,71.15,1850,26
2023,177,0,28420,Ryan Brehm,71.23,3134,44
2023,177,0,25686,Jason Dufner,71.23,3348,47
2023,179,0,58967,Trevor Werbylo,71.24,3277,46
2023,180,0,49453,Trevor Cone,71.25,3420,48
2023,180,0,35901,Paul Haley II,71.25,3135,44
2023,182,0,32139,Danny Willett,71.27,2138,30
2023,183,0,32662,Michael Gligic,71.35,2854,40
2023,183,0,33410,Andrew Landry,71.35,3425,48
2023,185,0,35310,Lanto Griffin,71.45,2072,29
2023,186,0,51414,Brent Grant,71.51,2932,41
2023,186,0,52411,Kyle Westmoreland,71.51,2932,41
2023,188,0,34409,David Lingmerth,71.52,3290,46
2023,189,0,51491,Brandon Matthews,71.57,2147,30
2023,190,0,51950,Max McGreevy,71.69,3728,52
2023,191,0,31557,Jim Herman,71.79,2728,38
2023,192,0,29970,Dylan Frittelli,72.31,3254,45
2023,193,0,27095,Nick Watney,72.49,2827,39
2022,1,0,28237,Rory McIlroy,68.06,1225,18
2022,2,0,35891,Cameron Smith,68.13,1635,24
2022,3,0,47504,Sam Burns,68.32,2118,31
2022,4,0,46046,Scottie Scheffler,68.35,2119,31
2022,5,0,33448,Justin Thomas,68.63,2059,30
2022,6,0,49964,Aaron Wise,68.79,2339,34
2022,7,0,21961,Charles Howell III,68.82,1514,22
2022,8,0,47483,Will Zalatoris,68.83,1996,29
2022,9,0,48081,Xander Schauffele,69.03,2071,30
2022,10,0,29725,Tony Finau,69.11,3248,47
2022,10,0,49771,J.T. Poston,69.11,3179,46
2022,12,0,57366,Cameron Young,69.15,2282,33
2022,13,0,47529,Mito Pereira,69.17,3251,47
2022,14,0,46402,Talor Gooch,69.19,2145,31
2022,15,0,45486,Joaquin Niemann,69.21,2284,33
2022,16,0,30911,Tommy Fleetwood,69.25,1662,24
2022,17,0,39971,Sungjae Im,69.29,2425,35
2022,18,0,35532,Tom Hoge,69.31,3327,48
2022,18,0,51634,Sahith Theegala,69.31,3743,54
2022,20,0,46340,Alex Smalley,69.33,3189,46
2022,21,0,23108,Matt Kuchar,69.35,2150,31
2022,22,0,46442,Maverick McNealy,69.37,3191,46
2022,23,0,40250,Taylor Pendrith,69.39,2290,33
2022,24,0,39997,Corey Conners,69.4,3262,47
2022,24,0,50525,Collin Morikawa,69.4,2082,30
2022,24,0,34046,Jordan Spieth,69.4,2429,35
2022,27,0,29926,Danny Lee,69.46,1945,28
2022,27,0,46970,Jon Rahm,69.46,1945,28
2022,29,0,45609,Tyler Duncan,69.49,2710,39
2022,29,0,28252,Seamus Power,69.49,2432,35
2022,31,0,34098,Russell Henley,69.5,2641,38
2022,31,0,46717,Viktor Hovland,69.5,2363,34
2022,33,0,39546,Keith Mitchell,69.52,3198,46
2022,34,0,47995,Davis Riley,69.54,2851,41
2022,35,0,29221,Webb Simpson,69.55,2156,31
2022,36,0,39977,Max Homa,69.56,2713,39
2022,36,0,51890,Greyson Sigg,69.56,3478,50
2022,38,0,33122,Russell Knox,69.59,3201,46
2022,38,0,27936,Martin Laird,69.59,2575,37
2022,40,0,40098,Matt Fitzpatrick,69.62,2019,29
2022,41,0,48822,Sebastián Muñoz,69.64,2925,42
2022,41,0,30692,Scott Stallings,69.64,3134,45
2022,43,0,31646,Emiliano Grillo,69.69,2927,42
2022,43,0,35449,Adam Long,69.69,2927,42
2022,45,0,47988,Nick Hardy,69.7,1882,27
2022,45,0,34256,Andrew Putnam,69.7,3485,50
2022,45,0,32150,Michael Thompson,69.7,3206,46
2022,48,0,27129,Luke List,69.73,3138,45
2022,48,0,48699,Callum Tarren,69.73,2301,33
2022,50,0,28775,Nate Lashley,69.74,2650,38
2022,51,0,33204,Shane Lowry,69.75,1674,24
2022,52,0,24502,Adam Scott,69.78,2512,36
2022,53,0,32839,Hideki Matsuyama,69.79,2373,34
2022,54,0,45522,Christiaan Bezuidenhout,69.81,3002,43
2022,54,0,33141,Keegan Bradley,69.81,2932,42
2022,56,0,47993,Denny McCarthy,69.83,3212,46
2022,56,0,46601,Trey Mullinax,69.83,2863,41
2022,58,0,27644,Brian Harman,69.84,3492,50
2022,59,0,27349,Alex Noren,69.88,2236,32
2022,60,0,29420,Billy Horschel,69.89,2586,37
2022,61,0,32791,K.H. Lee,69.9,3635,52
2022,62,0,54628,Lee Hodges,69.91,3076,44
2022,62,0,23325,Vaughn Taylor,69.91,2307,33
2022,64,0,35450,Patrick Cantlay,69.95,1469,21
2022,65,0,33419,Cameron Tringale,69.96,3288,47
2022,66,0,36801,Mark Hubbard,69.97,2309,33
2022,66,0,26851,Marc Leishman,69.97,2449,35
2022,68,0,34174,John Huh,70.0,2800,40
2022,68,0,36884,Ben Kohles,70.0,2310,33
2022,68,0,49947,Taylor Moore,70.0,3150,45
2022,71,0,33399,Adam Hadwin,70.02,3221,46
2022,71,0,34431,Robert Streb,70.02,3011,43
2022,73,0,23983,Luke Donald,70.03,2661,38
2022,74,0,32640,Troy Merritt,70.04,3292,47
2022,74,0,22056,Cameron Percy,70.04,1821,26
2022,76,0,50095,Austin Smotherman,70.05,3012,43
2022,77,0,30927,Brendon Todd,70.07,3153,45
2022,78,0,55708,Hayden Buckley,70.09,3014,43
2022,78,0,40115,Adam Svensson,70.09,3014,43
2022,80,0,47856,Seth Reeves,70.11,2594,37
2022,80,0,51894,Vince Whaley,70.11,3225,46
2022,82,0,34466,Peter Malnati,70.13,3857,55
2022,83,0,34363,Tyrrell Hatton,70.14,2034,29
2022,83,0,30926,Chris Kirk,70.14,3016,43
2022,85,0,23621,Rory Sabbatini,70.16,2175,31
2022,86,0,27214,Kevin Streelman,70.21,3300,47
2022,86,0,27064,Jhonattan Vegas,70.21,2387,34
2022,88,0,46414,Aaron Rai,70.22,3160,45
2022,89,0,32448,James Hahn,70.24,2388,34
2022,90,0,29478,Kevin Kisner,70.25,2248,32
2022,90,0,48117,Kurt Kitayama,70.25,1967,28
2022,90,0,37189,Harold Varner III,70.25,1967,28
2022,93,0,47983,Chad Ramey,70.26,2178,31
2022,93,0,26476,Chez Reavie,70.26,3513,50
2022,93,0,32139,Danny Willett,70.26,2178,31
2022,96,0,36699,Patrick Rodgers,70.28,3233,46
2022,97,0,51766,Wyndham Clark,70.29,3374,48
2022,98,0,24024,Zach Johnson,70.31,2461,35
2022,98,0,29518,Brendan Steele,70.31,2742,39
2022,100,0,24361,Pat Perez,70.32,2883,41
2022,101,0,30944,Jason Kokrak,70.34,2462,35
2022,102,0,45526,Abraham Ancer,70.35,2181,31
2022,103,0,45157,Cam Davis,70.37,2885,41
2022,104,0,24925,Jonathan Byrd,70.38,2252,32
2022,104,0,37455,Si Woo Kim,70.38,3519,50
2022,104,0,29908,C.T. Pan,70.38,2815,40
2022,107,0,53165,Doc Redman,70.4,3309,47
2022,108,0,52374,Brandon Wu,70.41,2605,37
2022,109,0,32757,Patton Kizzire,70.43,3310,47
2022,109,0,32816,Satoshi Kodaira,70.43,1972,28
2022,109,0,34610,Matthias Schwab,70.43,2465,35
2022,112,0,49766,Hank Lebioda,70.44,3029,43
2022,113,0,29289,S.Y. Noh,70.45,2677,38
2022,113,0,24138,Ian Poulter,70.45,1550,22
2022,115,0,22405,Justin Rose,70.48,2185,31
2022,116,0,34255,Joseph Bramlett,70.49,3313,47
2022,116,0,34076,Joel Dahmen,70.49,3454,49
2022,118,0,28089,Jason Day,70.5,1974,28
2022,119,0,40162,Justin Lower,70.51,2609,37
2022,119,0,51997,Andrew Novak,70.51,2750,39
2022,121,0,30978,Kiradech Aphibarnrat,70.54,1834,26
2022,121,0,39953,Chase Seiffert,70.54,1834,26
2022,123,0,36326,David Lipsky,70.55,3104,44
2022,123,0,25493,Nick Taylor,70.55,3316,47
2022,123,0,32333,Kevin Tway,70.55,2963,42
2022,126,0,52375,Doug Ghim,70.57,3105,44
2022,126,0,47347,Adam Schenk,70.57,3105,44
2022,128,0,26300,Matt Jones,70.58,2188,31
