YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2008,1,0,12826,Paul Claxton,5.56,1,18
2008,1,0,1226,Fred Couples,5.56,1,18
2008,1,0,20104,Ken Duke,5.56,1,18
2008,1,0,6621,Joe Durant,5.56,1,18
2008,1,0,7457,Steve Flesch,5.56,1,18
2008,1,0,23353,J.J. Henry,5.56,1,18
2008,1,0,21350,Ryuji Imada,5.56,1,18
2008,1,0,26300,Matt Jones,5.56,1,18
2008,1,0,27936,Martin Laird,5.56,1,18
2008,1,0,10860,Justin Leonard,5.56,1,18
2008,1,0,26695,Michael Letzig,5.56,1,18
2008,1,0,1724,Jeff Maggert,5.56,1,18
2008,1,0,10585,Scott McCarron,5.56,1,18
2008,1,0,27933,John Merrick,5.56,1,18
2008,1,0,25396,Kevin Na,5.56,1,18
2008,1,0,1945,Kenny Perry,5.56,1,18
2008,1,0,1948,Tim Petrovic,5.56,1,18
2008,1,0,25190,Jeff Quinney,5.56,1,18
2008,1,0,10649,Tom Scherrer,5.56,1,18
2008,1,0,20645,John Senden,5.56,1,18
2008,1,0,22293,Heath Slocum,5.56,1,18
2008,1,0,26679,Kevin Stadler,5.56,1,18
2008,1,0,22582,Kyle Thompson,5.56,1,18
2008,1,0,28780,Nicholas Thompson,5.56,1,18
2008,1,0,26289,Boo Weekley,5.56,1,18
2008,1,0,10423,Mike Weir,5.56,1,18
2008,1,0,24663,Y.E. Yang,5.56,1,18
2008,34,0,1313,Steve Elkington,11.11,2,18
2008,35,0,1388,Robert Gamez,16.67,3,18
2007,1,0,19803,Ryan Armour,5.56,1,18
2007,1,0,20498,Briny Baird,5.56,1,18
2007,1,0,23613,Rich Barcelo,5.56,1,18
2007,1,0,19824,Craig Barlow,5.56,1,18
2007,1,0,25273,Andrew Buckle,5.56,1,18
2007,1,0,1161,Mark Calcavecchia,5.56,1,18
2007,1,0,25686,Jason Dufner,5.56,1,18
2007,1,0,7457,Steve Flesch,5.56,1,18
2007,1,0,1388,Robert Gamez,5.56,1,18
2007,1,0,6643,Paul Goydos,5.56,1,18
2007,1,0,23718,Nathan Green,5.56,1,18
2007,1,0,24924,Bill Haas,5.56,1,18
2007,1,0,20433,Mark Hensby,5.56,1,18
2007,1,0,12716,Charley Hoffman,5.56,1,18
2007,1,0,8881,Tripp Isenhour,5.56,1,18
2007,1,0,1577,Lee Janzen,5.56,1,18
2007,1,0,7547,Craig Kanada,5.56,1,18
2007,1,0,12705,Cliff Kresge,5.56,1,18
2007,1,0,23108,Matt Kuchar,5.56,1,18
2007,1,0,1945,Kenny Perry,5.56,1,18
2007,1,0,27649,Brandt Snedeker,5.56,1,18
2007,1,0,6595,Kevin Sutherland,5.56,1,18
2007,1,0,26951,Johnson Wagner,5.56,1,18
2007,1,0,2246,Duffy Waldorf,5.56,1,18
2007,1,0,27095,Nick Watney,5.56,1,18
2007,1,0,10423,Mike Weir,5.56,1,18
2007,1,0,21878,Mark Wilson,5.56,1,18
2007,28,0,10885,Robert Allenby,11.11,2,18
2007,28,0,1035,Tommy Armour III,11.11,2,18
2007,28,0,20850,Daniel Chopra,11.11,2,18
2007,28,0,20104,Ken Duke,11.11,2,18
2007,28,0,6621,Joe Durant,11.11,2,18
2007,28,0,22892,Jason Gore,11.11,2,18
2007,28,0,21806,Paul Gow,11.11,2,18
2007,28,0,21961,Charles Howell III,11.11,2,18
2007,28,0,26420,Richard Johnson,11.11,2,18
2007,28,0,20634,Peter Lonard,11.11,2,18
2007,28,0,24781,Hunter Mahan,11.11,2,18
2007,28,0,28158,Steve Marino,11.11,2,18
2007,28,0,24138,Ian Poulter,11.11,2,18
2007,28,0,22405,Justin Rose,11.11,2,18
2007,28,0,20645,John Senden,11.11,2,18
2007,28,0,26679,Kevin Stadler,11.11,2,18
2007,28,0,8375,Paul Stankowski,11.11,2,18
2007,28,0,23325,Vaughn Taylor,11.11,2,18
2007,28,0,2223,Bob Tway,11.11,2,18
2007,28,0,12602,Dean Wilson,11.11,2,18
2007,48,0,12652,Cameron Beckman,16.67,3,18
2007,48,0,25900,Lucas Glover,16.67,3,18
2007,48,0,12195,Tom Johnson,16.67,3,18
2007,48,0,29718,Anthony Kim,16.67,3,18
2007,48,0,1928,Corey Pavin,16.67,3,18
2007,53,0,7867,Woody Austin,22.22,4,18
2007,53,0,25396,Kevin Na,22.22,4,18
2006,1,0,6197,Michael Allen,5.56,1,18
2006,1,0,6004,Stephen Ames,5.56,1,18
2006,1,0,21407,Arjun Atwal,5.56,1,18
2006,1,0,19824,Craig Barlow,5.56,1,18
2006,1,0,23614,Rich Beem,5.56,1,18
2006,1,0,21646,David Branshaw,5.56,1,18
2006,1,0,1139,Olin Browne,5.56,1,18
2006,1,0,1219,John Cook,5.56,1,18
2006,1,0,22621,Ben Curtis,5.56,1,18
2006,1,0,21753,Brian Davis,5.56,1,18
2006,1,0,9011,David Duval,5.56,1,18
2006,1,0,1388,Robert Gamez,5.56,1,18
2006,1,0,24358,Robert Garrigus,5.56,1,18
2006,1,0,24924,Bill Haas,5.56,1,18
2006,1,0,1553,John Huston,5.56,1,18
2006,1,0,6573,Brandt Jobe,5.56,1,18
2006,1,0,1724,Jeff Maggert,5.56,1,18
2006,1,0,1928,Corey Pavin,5.56,1,18
2006,1,0,25240,D.A. Points,5.56,1,18
2006,1,0,23621,Rory Sabbatini,5.56,1,18
2006,1,0,22548,Patrick Sheehan,5.56,1,18
2006,1,0,22293,Heath Slocum,5.56,1,18
2006,1,0,2239,Scott Verplank,5.56,1,18
2006,1,0,27095,Nick Watney,5.56,1,18
2006,1,0,10423,Mike Weir,5.56,1,18
2006,1,0,12602,Dean Wilson,5.56,1,18
2006,27,0,23135,Tim Clark,11.11,2,18
2006,27,0,6621,Joe Durant,11.11,2,18
2006,27,0,1313,Steve Elkington,11.11,2,18
2006,27,0,6575,Dudley Hart,11.11,2,18
2006,27,0,12782,Tim Herron,11.11,2,18
2006,27,0,1666,Bernhard Langer,11.11,2,18
2006,27,0,1887,Mark O'Meara,11.11,2,18
2006,27,0,21949,Joe Ogilvie,11.11,2,18
2006,27,0,20691,Greg Owen,11.11,2,18
2006,27,0,25345,Carl Pettersson,11.11,2,18
2006,27,0,20645,John Senden,11.11,2,18
2006,38,0,7867,Woody Austin,16.67,3,18
2006,38,0,1381,Fred Funk,16.67,3,18
2006,38,0,24361,Pat Perez,16.67,3,18
2005,1,0,6004,Stephen Ames,5.56,1,18
2005,1,0,22371,Aaron Baddeley,5.56,1,18
2005,1,0,1139,Olin Browne,5.56,1,18
2005,1,0,1142,Bart Bryant,5.56,1,18
2005,1,0,1161,Mark Calcavecchia,5.56,1,18
2005,1,0,19881,Robert Damron,5.56,1,18
2005,1,0,21753,Brian Davis,5.56,1,18
2005,1,0,6251,Chris DiMarco,5.56,1,18
2005,1,0,6621,Joe Durant,5.56,1,18
2005,1,0,1313,Steve Elkington,5.56,1,18
2005,1,0,10809,Jim Furyk,5.56,1,18
2005,1,0,1457,Jay Haas,5.56,1,18
2005,1,0,23353,J.J. Henry,5.56,1,18
2005,1,0,21350,Ryuji Imada,5.56,1,18
2005,1,0,1723,Andrew Magee,5.56,1,18
2005,1,0,1766,Billy Mayfair,5.56,1,18
2005,1,0,1810,Phil Mickelson,5.56,1,18
2005,1,0,22548,Patrick Sheehan,5.56,1,18
2005,1,0,2104,Jeff Sluman,5.56,1,18
2005,1,0,2106,Chris Smith,5.56,1,18
2005,1,0,26679,Kevin Stadler,5.56,1,18
2005,1,0,20548,Hidemichi Tanaka,5.56,1,18
2005,1,0,2239,Scott Verplank,5.56,1,18
2005,1,0,10425,Jay Williamson,5.56,1,18
2005,25,0,19824,Craig Barlow,11.11,2,18
2005,25,0,24138,Ian Poulter,11.11,2,18
2005,25,0,21959,Ted Purdy,11.11,2,18
2005,25,0,6595,Kevin Sutherland,11.11,2,18
2005,29,0,10733,Kent Jones,16.67,3,18
2005,29,0,24361,Pat Perez,16.67,3,18
2004,1,0,6004,Stephen Ames,5.56,1,18
2004,1,0,20029,Notah Begay III,5.56,1,18
2004,1,0,1161,Mark Calcavecchia,5.56,1,18
2004,1,0,12510,Chad Campbell,5.56,1,18
2004,1,0,1313,Steve Elkington,5.56,1,18
2004,1,0,20121,Todd Fischer,5.56,1,18
2004,1,0,20378,Mathias Grönberg,5.56,1,18
2004,1,0,1707,Steve Lowery,5.56,1,18
2004,1,0,1810,Phil Mickelson,5.56,1,18
2004,1,0,1926,Steve Pate,5.56,1,18
2004,1,0,1928,Corey Pavin,5.56,1,18
2004,1,0,1948,Tim Petrovic,5.56,1,18
2004,1,0,2010,Loren Roberts,5.56,1,18
2004,1,0,20645,John Senden,5.56,1,18
2004,1,0,2245,Grant Waite,5.56,1,18
2004,16,0,2214,Kirk Triplett,11.11,2,18
2003,1,0,6251,Chris DiMarco,2.78,1,36
2003,1,0,12782,Tim Herron,2.78,1,36
2003,1,0,8075,Jerry Kelly,2.78,1,36
2003,1,0,2104,Jeff Sluman,2.78,1,36
2003,1,0,8375,Paul Stankowski,2.78,1,36
2003,1,0,2239,Scott Verplank,2.78,1,36
2003,7,0,10885,Robert Allenby,5.56,1,18
2003,7,0,6004,Stephen Ames,5.56,2,36
2003,7,0,20098,Stuart Appleby,5.56,1,18
2003,7,0,20498,Briny Baird,5.56,1,18
2003,7,0,21739,Aaron Barber,5.56,1,18
2003,7,0,19824,Craig Barlow,5.56,1,18
2003,7,0,7721,Pat Bates,5.56,1,18
2003,7,0,23614,Rich Beem,5.56,1,18
2003,7,0,20029,Notah Begay III,5.56,1,18
2003,7,0,8123,Jeff Brehaut,5.56,2,36
2003,7,0,1132,Mark Brooks,5.56,1,18
2003,7,0,24925,Jonathan Byrd,5.56,1,18
2003,7,0,20593,Greg Chalmers,5.56,1,18
2003,7,0,1249,John Daly,5.56,1,18
2003,7,0,1329,Brad Faxon,5.56,1,18
2003,7,0,7457,Steve Flesch,5.56,1,18
2003,7,0,1361,Dan Forsman,5.56,2,36
2003,7,0,1388,Robert Gamez,5.56,2,36
2003,7,0,10201,Matt Gogel,5.56,2,36
2003,7,0,23338,David Gossett,5.56,1,18
2003,7,0,1457,Jay Haas,5.56,1,18
2003,7,0,8545,Glen Hnatiuk,5.56,1,18
2003,7,0,21961,Charles Howell III,5.56,1,18
2003,7,0,1569,Peter Jacobsen,5.56,2,36
2003,7,0,10733,Kent Jones,5.56,1,18
2003,7,0,1677,Tom Lehman,5.56,2,36
2003,7,0,1685,J.L. Lewis,5.56,1,18
2003,7,0,1724,Jeff Maggert,5.56,1,18
2003,7,0,10585,Scott McCarron,5.56,2,36
2003,7,0,8339,Spike McRoy,5.56,2,36
2003,7,0,22046,Geoff Ogilvy,5.56,1,18
2003,7,0,20572,Rod Pampling,5.56,1,18
2003,7,0,10107,Deane Pappas,5.56,1,18
2003,7,0,1938,David Peoples,5.56,1,18
2003,7,0,24361,Pat Perez,5.56,1,18
2003,7,0,1948,Tim Petrovic,5.56,2,36
2003,7,0,2002,John Riegger,5.56,1,18
2003,7,0,23621,Rory Sabbatini,5.56,1,18
2003,7,0,22548,Patrick Sheehan,5.56,1,18
2003,7,0,2101,Joey Sindelar,5.56,1,18
2003,7,0,6581,David Sutherland,5.56,1,18
2003,7,0,2170,Hal Sutton,5.56,1,18
2003,7,0,6078,Esteban Toledo,5.56,1,18
2003,7,0,2206,David Toms,5.56,1,18
2003,7,0,2246,Duffy Waldorf,5.56,2,36
2003,7,0,10423,Mike Weir,5.56,1,18
2003,53,0,12510,Chad Campbell,8.33,3,36
2003,53,0,20229,Stewart Cink,8.33,3,36
2003,53,0,6621,Joe Durant,8.33,3,36
2003,53,0,1707,Steve Lowery,8.33,3,36
2003,57,0,12652,Cameron Beckman,11.11,2,18
2003,57,0,21805,Harrison Frazar,11.11,2,18
2003,57,0,1381,Fred Funk,11.11,2,18
2003,57,0,1475,Donnie Hammond,11.11,4,36
2003,57,0,1553,John Huston,11.11,2,18
2003,57,0,20645,John Senden,11.11,4,36
2003,57,0,12755,Vance Veazey,11.11,2,18
2003,64,0,6809,Bob Burns,13.89,5,36
2003,65,0,6515,Shaun Micheel,16.67,3,18
2003,65,0,1945,Kenny Perry,16.67,3,18
2002,1,0,20098,Stuart Appleby,2.78,1,36
2002,1,0,7003,David Berganio Jr.,2.78,1,36
2002,1,0,9011,David Duval,2.78,1,36
2002,1,0,23353,J.J. Henry,2.78,1,36
2002,1,0,10860,Justin Leonard,2.78,1,36
2002,1,0,1685,J.L. Lewis,2.78,1,36
2002,1,0,10585,Scott McCarron,2.78,1,36
2002,1,0,1948,Tim Petrovic,2.78,1,36
2002,1,0,22913,John Rollins,2.78,1,36
2002,1,0,2104,Jeff Sluman,2.78,1,36
2002,1,0,10423,Mike Weir,2.78,1,36
2002,12,0,23614,Rich Beem,5.56,1,18
2002,12,0,1142,Bart Bryant,5.56,1,18
2002,12,0,1185,Brandel Chamblee,5.56,1,18
2002,12,0,12388,Michael Clark II,5.56,1,18
2002,12,0,1219,John Cook,5.56,1,18
2002,12,0,19846,Brian Gay,5.56,1,18
2002,12,0,12645,Brent Geiberger,5.56,1,18
2002,12,0,10201,Matt Gogel,5.56,1,18
2002,12,0,1457,Jay Haas,5.56,1,18
2002,12,0,6575,Dudley Hart,5.56,1,18
2002,12,0,1577,Lee Janzen,5.56,1,18
2002,12,0,19958,Miguel Angel Jiménez,5.56,1,18
2002,12,0,1599,Steve Jones,5.56,2,36
2002,12,0,6332,Neal Lancaster,5.56,1,18
2002,12,0,1723,Andrew Magee,5.56,1,18
2002,12,0,1766,Billy Mayfair,5.56,1,18
2002,12,0,1797,Rocco Mediate,5.56,1,18
2002,12,0,1920,Craig Parry,5.56,1,18
2002,12,0,1926,Steve Pate,5.56,1,18
2002,12,0,1945,Kenny Perry,5.56,1,18
2002,12,0,20127,Chris Riley,5.56,1,18
2002,12,0,2101,Joey Sindelar,5.56,1,18
2002,12,0,22293,Heath Slocum,5.56,2,36
2002,12,0,8375,Paul Stankowski,5.56,1,18
2002,12,0,23177,Kenneth Staton,5.56,1,18
2002,12,0,6527,Steve Stricker,5.56,1,18
2002,12,0,6595,Kevin Sutherland,5.56,1,18
2002,12,0,6078,Esteban Toledo,5.56,2,36
2002,12,0,2206,David Toms,5.56,1,18
2002,12,0,2245,Grant Waite,5.56,1,18
2002,12,0,2246,Duffy Waldorf,5.56,1,18
2002,12,0,23322,Brett Wetterich,5.56,1,18
2002,44,0,6004,Stephen Ames,11.11,2,18
2002,44,0,20229,Stewart Cink,11.11,2,18
2002,44,0,6515,Shaun Micheel,11.11,2,18
2001,1,0,10885,Robert Allenby,2.78,1,36
2001,1,0,6004,Stephen Ames,2.78,1,36
2001,1,0,20593,Greg Chalmers,2.78,1,36
2001,1,0,1203,Russ Cochran,2.78,1,36
2001,1,0,19881,Robert Damron,2.78,1,36
2001,1,0,22892,Jason Gore,2.78,1,36
2001,1,0,1577,Lee Janzen,2.78,1,36
2001,1,0,20094,Jonathan Kaye,2.78,1,36
2001,1,0,10860,Justin Leonard,2.78,1,36
2001,1,0,1724,Jeff Maggert,2.78,1,36
2001,1,0,22122,Andrew McLardy,2.78,1,36
2001,1,0,21949,Joe Ogilvie,2.78,1,36
2001,1,0,8375,Paul Stankowski,2.78,1,36
2001,1,0,2218,Ted Tryba,2.78,1,36
2001,1,0,2223,Bob Tway,2.78,1,36
2001,16,0,1098,Jay Don Blake,5.56,2,36
2001,16,0,6809,Bob Burns,5.56,1,18
2001,16,0,1249,John Daly,5.56,1,18
2001,16,0,6251,Chris DiMarco,5.56,1,18
2001,16,0,10809,Jim Furyk,5.56,1,18
2001,16,0,12645,Brent Geiberger,5.56,1,18
2001,16,0,20574,Mathew Goggin,5.56,1,18
2001,16,0,1457,Jay Haas,5.56,1,18
2001,16,0,1487,Jeff Hart,5.56,1,18
2001,16,0,6315,Pete Jordan,5.56,1,18
2001,16,0,1685,J.L. Lewis,5.56,1,18
2001,16,0,11032,Frank Lickliter II,5.56,1,18
2001,16,0,1766,Billy Mayfair,5.56,2,36
2001,16,0,10585,Scott McCarron,5.56,2,36
2001,16,0,8339,Spike McRoy,5.56,1,18
2001,16,0,19817,Michael Muehr,5.56,1,18
2001,16,0,2104,Jeff Sluman,5.56,1,18
2001,16,0,2106,Chris Smith,5.56,1,18
2001,16,0,2206,David Toms,5.56,1,18
2001,16,0,8057,Brian Wilson,5.56,2,36
2001,36,0,1941,Tom Pernice Jr.,8.33,3,36
2001,37,0,21805,Harrison Frazar,11.11,2,18
2001,37,0,23353,J.J. Henry,11.11,2,18
2001,37,0,6350,Bob May,11.11,2,18
2001,40,0,1024,Billy Andrade,16.67,3,18
