YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
2024,181,0,50188,S.H. Kim,65.43%,53,81,-0.53
2024,182,0,37378,Min Woo Lee,64.52%,40,62,-0.33
2024,183,0,23320,Ryan Palmer,54.76%,23,42,-0.17
2024,184,0,37212,Paul Barjon,53.85%,14,26,-0.36
2023,1,0,31202,William McGirt,96.00%,24,25,-0.38
2023,2,0,33122,Russell Knox,91.21%,83,91,-0.3
2023,3,0,36326,David Lipsky,91.14%,72,79,-0.46
2023,4,0,24925,Jonathan Byrd,90.63%,29,32,-0.24
2023,5,0,46046,Scottie Scheffler,90.00%,63,70,-0.35
2023,6,0,33399,Adam Hadwin,89.19%,66,74,-0.36
2023,7,0,29725,Tony Finau,88.89%,64,72,-0.3
2023,7,0,52375,Doug Ghim,88.89%,80,90,-0.25
2023,9,0,49771,J.T. Poston,88.75%,71,80,-0.46
2023,10,0,24024,Zach Johnson,88.24%,60,68,-0.38
2023,11,0,30927,Brendon Todd,88.00%,88,100,-0.4
2023,12,0,19803,Ryan Armour,87.84%,65,74,-0.42
2023,13,0,58696,Peter Kuest,87.76%,43,49,-0.35
2023,14,0,29420,Billy Horschel,87.27%,48,55,-0.29
2023,15,0,20229,Stewart Cink,87.18%,68,78,-0.44
2023,16,0,23108,Matt Kuchar,87.10%,81,93,-0.32
2023,17,0,34098,Russell Henley,87.06%,74,85,-0.36
2023,18,0,52955,Ludvig Åberg,86.49%,64,74,-0.39
2023,19,0,35901,Paul Haley II,86.32%,82,95,-0.27
2023,20,0,29289,S.Y. Noh,86.27%,44,51,-0.36
2023,21,0,50493,Justin Suh,86.17%,81,94,-0.37
2023,22,0,48117,Kurt Kitayama,85.71%,36,42,-0.17
2023,22,0,32839,Hideki Matsuyama,85.71%,66,77,-0.47
2023,24,0,30163,Henrik Norlander,85.51%,59,69,-0.29
2023,25,0,45242,Kevin Yu,85.00%,51,60,-0.33
2023,26,0,47993,Denny McCarthy,84.93%,62,73,-0.42
2023,27,0,25493,Nick Taylor,84.85%,56,66,-0.45
2023,28,0,55182,Tom Kim,84.62%,55,65,-0.18
2023,28,0,48081,Xander Schauffele,84.62%,44,52,-0.36
2023,30,0,26476,Chez Reavie,84.34%,70,83,-0.26
2023,31,0,39997,Corey Conners,84.09%,74,88,-0.41
2023,31,0,27963,Chris Stroud,84.09%,37,44,-0.32
2023,33,0,40162,Justin Lower,84.00%,63,75,-0.38
2023,34,0,39954,Cody Gribble,83.93%,47,56,-0.3
2023,35,0,25900,Lucas Glover,83.84%,83,99,-0.37
2023,36,0,33413,Ben Martin,83.78%,62,74,-0.35
2023,37,0,46442,Maverick McNealy,83.72%,36,43,-0.53
2023,38,0,27644,Brian Harman,83.70%,77,92,-0.31
2023,39,0,27974,Sung Kang,83.33%,20,24,-0.4
2023,39,0,58168,Davis Thompson,83.33%,75,90,-0.27
2023,41,0,52374,Brandon Wu,83.16%,79,95,-0.25
2023,42,0,49298,Kramer Hickok,83.15%,74,89,-0.32
2023,43,0,36871,Matt NeSmith,83.13%,69,83,-0.22
2023,44,0,22056,Cameron Percy,83.05%,49,59,-0.35
2023,45,0,32366,Kevin Chappell,82.98%,39,47,-0.36
2023,46,0,34256,Andrew Putnam,82.95%,73,88,-0.32
2023,47,0,37275,Sam Ryder,82.91%,97,117,-0.38
2023,48,0,32448,James Hahn,82.81%,53,64,-0.34
2023,48,0,27936,Martin Laird,82.81%,53,64,-0.45
2023,50,0,39546,Keith Mitchell,82.76%,72,87,-0.31
2023,50,0,23320,Ryan Palmer,82.76%,72,87,-0.4
2023,52,0,52453,Nicolai Hojgaard,82.50%,33,40,-0.33
2023,53,0,34610,Matthias Schwab,82.42%,75,91,-0.35
2023,54,0,36799,Stephan Jaeger,82.40%,103,125,-0.19
2023,55,0,46435,Austin Cook,82.26%,51,62,-0.41
2023,55,0,39335,Kevin Roy,82.26%,51,62,-0.35
2023,55,0,32139,Danny Willett,82.26%,51,62,-0.39
2023,58,0,28089,Jason Day,82.22%,37,45,-0.3
2023,59,0,30926,Chris Kirk,82.14%,69,84,-0.29
2023,59,0,48867,Matti Schmid,82.14%,46,56,-0.43
2023,61,0,34466,Peter Malnati,82.02%,73,89,-0.32
2023,61,0,32640,Troy Merritt,82.02%,73,89,-0.38
2023,61,0,53165,Doc Redman,82.02%,73,89,-0.33
2023,64,0,49453,Trevor Cone,81.90%,86,105,-0.26
2023,65,0,46970,Jon Rahm,81.82%,45,55,-0.24
2023,65,0,46340,Alex Smalley,81.82%,72,88,-0.29
2023,67,0,56762,Will Gordon,81.54%,53,65,-0.28
2023,68,0,50525,Collin Morikawa,81.48%,44,54,-0.32
2023,69,0,34431,Robert Streb,81.43%,57,70,-0.28
2023,70,0,39324,J.J. Spaun,81.32%,74,91,-0.28
2023,71,0,35461,Beau Hossler,81.19%,82,101,-0.34
2023,72,0,34563,Chesson Hadley,81.18%,69,85,-0.39
2023,72,0,50095,Austin Smotherman,81.18%,69,85,-0.29
2023,74,0,48084,Wesley Bryan,81.08%,30,37,-0.23
2023,75,0,22371,Aaron Baddeley,80.95%,34,42,-0.41
2023,75,0,47079,Harrison Endycott,80.95%,68,84,-0.22
2023,77,0,25686,Jason Dufner,80.88%,55,68,-0.22
2023,78,0,35310,Lanto Griffin,80.85%,38,47,-0.34
2023,79,0,51414,Brent Grant,80.82%,59,73,-0.25
2023,79,0,37455,Si Woo Kim,80.82%,59,73,-0.29
2023,81,0,32102,Rickie Fowler,80.77%,63,78,-0.41
2023,82,0,26596,Ryan Moore,80.60%,54,67,-0.22
2023,82,0,30692,Scott Stallings,80.60%,54,67,-0.19
2023,84,0,35532,Tom Hoge,80.52%,62,77,-0.52
2023,85,0,39971,Sungjae Im,80.25%,65,81,-0.32
2023,86,0,27129,Luke List,80.22%,73,91,-0.25
2023,87,0,40098,Matt Fitzpatrick,80.00%,48,60,-0.33
2023,87,0,57975,Harry Hall,80.00%,68,85,-0.31
2023,87,0,33448,Justin Thomas,80.00%,60,75,-0.28
2023,90,0,39977,Max Homa,79.81%,83,104,-0.45
2023,91,0,36724,Augusto Núñez,79.75%,63,79,-0.21
2023,92,0,55708,Hayden Buckley,79.63%,43,54,-0.3
2023,93,0,49766,Hank Lebioda,79.25%,42,53,-0.38
2023,94,0,47504,Sam Burns,79.22%,61,77,-0.41
2023,95,0,33653,Thomas Detry,79.17%,57,72,-0.4
2023,96,0,40115,Adam Svensson,79.12%,72,91,-0.26
2023,97,0,33410,Andrew Landry,79.07%,68,86,-0.26
2023,97,0,35449,Adam Long,79.07%,68,86,-0.4
2023,99,0,55454,Carl Yuan,79.05%,83,105,-0.31
2023,100,0,49960,Sepp Straka,79.03%,49,62,-0.39
2023,101,0,47995,Davis Riley,79.01%,64,81,-0.47
2023,102,0,51997,Andrew Novak,78.82%,67,85,-0.3
2023,103,0,29221,Webb Simpson,78.72%,37,47,-0.3
2023,104,0,40058,Zac Blair,78.57%,66,84,-0.41
2023,104,0,29535,Brice Garnett,78.57%,44,56,-0.25
2023,104,0,32333,Kevin Tway,78.57%,77,98,-0.25
2023,107,0,24502,Adam Scott,78.43%,40,51,-0.35
2023,108,0,48119,Ben Taylor,78.35%,76,97,-0.37
2023,109,0,46717,Viktor Hovland,78.33%,47,60,-0.38
2023,109,0,34409,David Lingmerth,78.33%,47,60,-0.19
2023,111,0,35506,Mackenzie Hughes,78.18%,43,55,-0.4
2023,111,0,47128,Richy Werenski,78.18%,43,55,-0.37
2023,113,0,28237,Rory McIlroy,77.97%,46,59,-0.24
2023,114,0,39975,Michael Kim,77.92%,60,77,-0.35
2023,115,0,25632,Jimmy Walker,77.78%,70,90,-0.47
2023,116,0,45609,Tyler Duncan,77.66%,73,94,-0.38
2023,117,0,52411,Kyle Westmoreland,77.65%,66,85,-0.24
2023,118,0,40250,Taylor Pendrith,77.63%,59,76,-0.14
2023,119,0,54783,Dylan Wu,77.53%,69,89,-0.33
2023,120,0,47347,Adam Schenk,77.45%,79,102,-0.29
2023,121,0,48887,Matt Wallace,77.33%,58,75,-0.21
2023,122,0,30911,Tommy Fleetwood,77.27%,34,44,-0.12
2023,122,0,28252,Seamus Power,77.27%,34,44,-0.41
2023,124,0,27214,Kevin Streelman,77.14%,81,105,-0.32
2023,125,0,58967,Trevor Werbylo,76.92%,60,78,-0.3
2023,126,0,46441,Robby Shelton,76.81%,53,69,-0.3
2023,127,0,33204,Shane Lowry,76.74%,33,43,-0.45
2023,128,0,31577,Tano Goya,76.71%,56,73,-0.3
2023,129,0,22405,Justin Rose,76.67%,23,30,-0.26
2023,130,0,28775,Nate Lashley,76.60%,72,94,-0.36
2023,131,0,31646,Emiliano Grillo,76.56%,49,64,-0.24
2023,132,0,51890,Greyson Sigg,76.47%,65,85,-0.31
2023,133,0,32791,K.H. Lee,76.25%,61,80,-0.34
2023,134,0,28420,Ryan Brehm,76.19%,64,84,-0.3
2023,134,0,31323,Gary Woodland,76.19%,48,63,-0.33
2023,136,0,45522,Christiaan Bezuidenhout,76.09%,70,92,-0.31
2023,137,0,33141,Keegan Bradley,75.93%,41,54,-0.27
2023,138,0,27095,Nick Watney,75.86%,44,58,-0.39
2023,139,0,27554,Scott Harrington,75.71%,53,70,-0.23
2023,140,0,34076,Joel Dahmen,75.61%,62,82,-0.29
2023,141,0,57366,Cameron Young,75.58%,65,86,-0.25
2023,142,0,49947,Taylor Moore,75.56%,68,90,-0.29
2023,143,0,35617,Martin Trainer,75.47%,40,53,-0.43
2023,144,0,33408,Tyson Alexander,75.00%,54,72,-0.31
2023,144,0,34255,Joseph Bramlett,75.00%,54,72,-0.33
2023,144,0,51766,Wyndham Clark,75.00%,75,100,-0.44
2023,144,0,34363,Tyrrell Hatton,75.00%,54,72,-0.35
2023,144,0,46601,Trey Mullinax,75.00%,48,64,-0.31
2023,144,0,27349,Alex Noren,75.00%,51,68,-0.27
2023,144,0,34046,Jordan Spieth,75.00%,45,60,-0.29
2023,144,0,48699,Callum Tarren,75.00%,87,116,-0.29
2023,152,0,35879,Kelly Kraft,74.70%,62,83,-0.44
2023,153,0,31557,Jim Herman,74.58%,44,59,-0.25
2023,153,0,51950,Max McGreevy,74.58%,44,59,-0.16
2023,155,0,51349,Nico Echavarria,74.51%,38,51,-0.39
2023,156,0,39058,Lucas Herbert,74.47%,35,47,-0.29
2023,157,0,47591,Eric Cole,74.29%,78,105,-0.47
2023,158,0,40006,Erik van Rooyen,74.19%,46,62,-0.33
2023,159,0,12716,Charley Hoffman,74.07%,60,81,-0.33
2023,160,0,29908,C.T. Pan,73.91%,17,23,-0.47
2023,161,0,55893,Sam Stevens,73.77%,90,122,-0.27
2023,162,0,25818,Scott Piercy,73.75%,59,80,-0.44
2023,163,0,32816,Satoshi Kodaira,73.68%,28,38,-0.43
2023,164,0,37338,Zecheng Dou,73.63%,67,91,-0.28
2023,165,0,57362,Austin Eckroat,73.42%,58,79,-0.26
2023,166,0,35450,Patrick Cantlay,72.92%,35,48,-0.43
2023,167,0,54421,Garrick Higgo,72.82%,75,103,-0.32
2023,168,0,47988,Nick Hardy,72.55%,74,102,-0.31
2023,169,0,36801,Mark Hubbard,72.46%,50,69,-0.34
2023,170,0,45157,Cam Davis,72.37%,55,76,-0.47
2023,171,0,51634,Sahith Theegala,72.06%,49,68,-0.2
2023,172,0,59018,Ryan Gerard,72.00%,36,50,-0.39
2023,173,0,47983,Chad Ramey,71.88%,69,96,-0.36
2023,174,0,50188,S.H. Kim,71.70%,76,106,-0.32
2023,175,0,54591,Ben Griffin,71.43%,65,91,-0.32
2023,175,0,55789,Taylor Montgomery,71.43%,60,84,-0.43
2023,177,0,36699,Patrick Rodgers,71.29%,72,101,-0.29
2023,178,0,29970,Dylan Frittelli,71.21%,47,66,-0.34
2023,178,0,32662,Michael Gligic,71.21%,47,66,-0.17
2023,180,0,51070,Vincent Norrman,70.65%,65,92,-0.2
2023,181,0,33948,Byeong Hun An,70.63%,89,126,-0.27
2023,182,0,34099,Harris English,70.45%,31,44,-0.32
2023,182,0,52513,Carson Young,70.45%,62,88,-0.27
2023,184,0,33597,Harry Higgs,70.15%,47,67,-0.23
2023,185,0,56630,Akshay Bhatia,69.84%,44,63,-0.18
2023,186,0,52372,Cameron Champ,69.81%,37,53,-0.32
2023,187,0,32757,Patton Kizzire,69.05%,58,84,-0.29
2023,188,0,54628,Lee Hodges,69.01%,49,71,-0.31
2023,189,0,31560,Brian Stuard,68.42%,26,38,-0.31
2023,190,0,39067,MJ Daffue,65.22%,60,92,-0.23
2023,191,0,51491,Brandon Matthews,64.15%,34,53,-0.29
2023,192,0,46414,Aaron Rai,61.29%,38,62,-0.37
2023,193,0,24140,Sean O'Hair,58.06%,18,31,-0.33
2022,1,0,34098,Russell Henley,94.44,51,54,-0.41
2022,2,0,29420,Billy Horschel,92.45,49,53,-0.31
2022,3,0,27649,Brandt Snedeker,92.31,48,52,-0.25
2022,4,0,35449,Adam Long,90.91,60,66,-0.3
2022,5,0,21961,Charles Howell III,89.36,42,47,-0.4
2022,6,0,24924,Bill Haas,88.52,54,61,-0.28
2022,6,0,27936,Martin Laird,88.52,54,61,-0.24
2022,8,0,35891,Cameron Smith,88.46,46,52,-0.57
2022,9,0,34174,John Huh,88.37,38,43,-0.34
2022,10,0,24361,Pat Perez,87.18,34,39,-0.35
2022,11,0,30926,Chris Kirk,87.01,67,77,-0.33
2022,12,0,25686,Jason Dufner,86.96,40,46,-0.23
2022,13,0,25818,Scott Piercy,86.76,59,68,-0.44
2022,14,0,39953,Chase Seiffert,86.49,32,37,-0.34
2022,15,0,28252,Seamus Power,86.44,51,59,-0.41
2022,16,0,49298,Kramer Hickok,86.11,62,72,-0.39
2022,17,0,32839,Hideki Matsuyama,85.96,49,57,-0.35
2022,18,0,51890,Greyson Sigg,85.45,47,55,-0.45
2022,19,0,24980,Scott Gutschewski,85.42,41,48,-0.32
2022,20,0,35110,Brett Drewitt,85.37,35,41,-0.4
2022,20,0,30163,Henrik Norlander,85.37,35,41,-0.31
2022,22,0,51950,Max McGreevy,85.11,40,47,-0.35
2022,23,0,40250,Taylor Pendrith,84.62,66,78,-0.36
2022,24,0,29289,S.Y. Noh,84.44,38,45,-0.34
2022,24,0,23325,Vaughn Taylor,84.44,38,45,-0.34
2022,26,0,23108,Matt Kuchar,84.38,54,64,-0.37
2022,27,0,49947,Taylor Moore,84.09,74,88,-0.42
2022,28,0,27095,Nick Watney,84.06,58,69,-0.22
2022,29,0,34360,Patrick Reed,83.67,41,49,-0.32
2022,30,0,32640,Troy Merritt,83.33,75,90,-0.37
2022,30,0,27214,Kevin Streelman,83.33,65,78,-0.26
2022,30,0,47483,Will Zalatoris,83.33,65,78,-0.31
2022,33,0,33667,Carlos Ortiz,82.93,34,41,-0.15
2022,34,0,30927,Brendon Todd,82.81,53,64,-0.49
2022,35,0,30911,Tommy Fleetwood,82.61,19,23,-0.26
2022,35,0,37189,Harold Varner III,82.61,57,69,-0.39
2022,37,0,28114,Dawie van der Walt,82.54,52,63,-0.33
2022,38,0,52375,Doug Ghim,82.46,47,57,-0.26
2022,38,0,54783,Dylan Wu,82.46,47,57,-0.34
2022,40,0,33122,Russell Knox,82.43,61,74,-0.2
2022,41,0,36699,Patrick Rodgers,82.42,75,91,-0.31
2022,42,0,32662,Michael Gligic,82.14,46,56,-0.41
2022,43,0,47128,Richy Werenski,82.05,32,39,-0.28
2022,44,0,45609,Tyler Duncan,81.97,50,61,-0.28
2022,45,0,33486,Roger Sloan,81.94,59,72,-0.42
2022,46,0,32333,Kevin Tway,81.93,68,83,-0.31
2022,47,0,27129,Luke List,81.82,63,77,-0.16
2022,48,0,29518,Brendan Steele,81.69,58,71,-0.28
2022,49,0,25900,Lucas Glover,81.67,49,60,-0.37
2022,50,0,30944,Jason Kokrak,81.63,40,49,-0.2
2022,51,0,24925,Jonathan Byrd,81.58,31,38,-0.19
2022,52,0,36689,Brooks Koepka,81.4,35,43,-0.31
