YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
2006,0,20766,Padraig Harrington,14.5,29,200
2006,0,6575,Dudley Hart,14.5,49,338
2006,0,20382,Stephen Leaney,14.49,50,345
2006,0,6251,Chris DiMarco,14.38,45,313
2006,0,21209,Sergio Garcia,14.35,31,216
2006,0,2206,David Toms,14.34,39,272
2006,0,23788,D.J. Trahan,14.21,52,366
2006,0,2110,Jerry Smith,14.17,53,374
2006,0,1577,Lee Janzen,14.11,46,326
2006,0,11032,Frank Lickliter II,14.07,56,398
2006,0,1706,Davis Love III,14.05,43,306
2006,0,24358,Robert Garrigus,13.99,47,336
2006,0,21407,Arjun Atwal,13.92,54,388
2006,0,6034,Marco Dawson,13.88,49,353
2006,0,22293,Heath Slocum,13.87,52,375
2006,0,1132,Mark Brooks,13.81,50,362
2006,0,26596,Ryan Moore,13.74,36,262
2006,0,23320,Ryan Palmer,13.68,55,402
2006,0,21949,Joe Ogilvie,13.66,50,366
2006,0,6004,Stephen Ames,13.65,34,249
2006,0,12716,Charley Hoffman,13.6,54,397
2006,0,20850,Daniel Chopra,13.59,59,434
2006,0,25240,D.A. Points,13.58,44,324
2006,0,25842,Jon Mills,13.53,36,266
2006,0,12645,Brent Geiberger,13.49,53,393
2006,0,12602,Dean Wilson,13.44,61,454
2006,0,22046,Geoff Ogilvy,13.41,37,276
2006,0,22371,Aaron Baddeley,13.4,41,306
2006,0,26360,Bubba Dickerson,13.37,52,389
2006,0,20378,Mathias Grönberg,13.37,48,359
2006,0,7749,Brett Quigley,13.35,57,427
2006,0,23322,Brett Wetterich,13.35,45,337
2006,0,20608,David Howell,13.33,24,180
2006,0,23621,Rory Sabbatini,13.31,45,338
2006,0,11011,Mike Sposa,13.31,35,263
2006,0,10423,Mike Weir,13.29,46,346
2006,0,21878,Mark Wilson,13.27,41,309
2006,0,1161,Mark Calcavecchia,13.26,50,377
2006,0,23353,J.J. Henry,13.23,50,378
2006,0,6012,Greg Kraft,13.2,40,303
2006,0,20127,Chris Riley,13.13,44,335
2006,0,1685,J.L. Lewis,13.04,30,230
2006,0,22913,John Rollins,13.01,48,369
2006,0,21646,David Branshaw,12.97,52,401
2006,0,23048,Eric Axley,12.95,47,363
2006,0,22378,Trevor Immelman,12.93,45,348
2006,0,21731,Freddie Jacobson,12.89,29,225
2006,0,20634,Peter Lonard,12.83,39,304
2006,0,22892,Jason Gore,12.8,43,336
2006,0,24924,Bill Haas,12.76,50,392
2006,0,12510,Chad Campbell,12.75,45,353
2006,0,12662,Thomas Levet,12.75,26,204
2006,0,6197,Michael Allen,12.72,43,338
2006,0,11123,Chris Couch,12.7,39,307
2006,0,1219,John Cook,12.68,35,276
2006,0,6527,Steve Stricker,12.65,32,253
2006,0,20572,Rod Pampling,12.61,43,341
2006,0,25900,Lucas Glover,12.59,51,405
2006,0,23718,Nathan Green,12.56,53,422
2006,0,1945,Kenny Perry,12.5,36,288
2006,0,23325,Vaughn Taylor,12.5,44,352
2006,0,21660,Jason Schultz,12.46,38,305
2006,0,20157,Retief Goosen,12.4,30,242
2006,0,25345,Carl Pettersson,12.4,46,371
2006,0,22621,Ben Curtis,12.39,43,347
2006,0,20105,Jeff Gove,12.39,44,355
2006,0,12760,Danny Ellis,12.36,32,259
2006,0,6515,Shaun Micheel,12.34,47,381
2006,0,21350,Ryuji Imada,12.29,51,415
2006,0,12660,Jesper Parnevik,12.28,42,342
2006,0,8375,Paul Stankowski,12.28,35,285
2006,0,10885,Robert Allenby,12.26,38,310
2006,0,23614,Rich Beem,12.24,41,335
2006,0,1249,John Daly,12.24,24,196
2006,0,1677,Tom Lehman,12.24,30,245
2006,0,10505,Shane Bertsch,12.2,51,418
2006,0,1724,Jeff Maggert,12.2,40,328
2006,0,20593,Greg Chalmers,12.18,33,271
2006,0,25936,Alex Aragon,12.15,30,247
2006,0,20498,Briny Baird,12.14,38,313
2006,0,6621,Joe Durant,12.11,50,413
2006,0,24138,Ian Poulter,12.02,25,208
2006,0,28475,Jeff Overton,12.0,45,375
2006,0,6595,Kevin Sutherland,11.99,47,392
2006,0,6567,Vijay Singh,11.97,48,401
2006,0,1313,Steve Elkington,11.96,25,209
2006,0,1226,Fred Couples,11.94,24,201
2006,0,6522,Ernie Els,11.92,31,260
2006,0,20094,Jonathan Kaye,11.86,44,371
2006,0,25632,Jimmy Walker,11.86,28,236
2006,0,25804,Bubba Watson,11.76,38,323
2006,0,1381,Fred Funk,11.74,50,426
2006,0,2106,Chris Smith,11.72,32,273
2006,0,1948,Tim Petrovic,11.68,43,368
2006,0,24507,Jason Bohn,11.64,49,421
2006,0,28780,Nicholas Thompson,11.64,44,378
2006,0,1388,Robert Gamez,11.58,44,380
2006,0,1553,John Huston,11.53,34,295
2006,0,21470,Daisuke Maruyama,11.53,37,321
2006,0,1823,Larry Mize,11.48,24,209
2006,0,12823,Carlos Franco,11.46,40,349
2006,0,27120,Troy Matteson,11.46,47,410
2006,0,2223,Bob Tway,11.43,36,315
2006,0,27095,Nick Watney,11.4,44,386
2006,0,24361,Pat Perez,11.39,23,202
2006,0,10860,Justin Leonard,11.36,36,317
2006,0,19881,Robert Damron,11.35,42,370
2006,0,8075,Jerry Kelly,11.27,46,408
2006,0,21753,Brian Davis,11.26,41,364
2006,0,24024,Zach Johnson,11.24,40,356
2006,0,19824,Craig Barlow,11.22,33,294
2006,0,8537,J.P. Hayes,11.21,25,223
2006,0,23349,Charles Warren,11.17,41,367
2006,0,6643,Paul Goydos,11.15,33,296
2006,0,23409,James Driscoll,11.11,36,324
2006,0,1142,Bart Bryant,11.05,38,344
2006,0,10565,Ian Leggatt,11.0,34,309
2006,0,20574,Mathew Goggin,10.99,31,282
2006,0,8123,Jeff Brehaut,10.97,43,392
2006,0,7457,Steve Flesch,10.94,51,466
2006,0,12782,Tim Herron,10.94,36,329
2006,0,6573,Brandt Jobe,10.92,39,357
2006,0,1329,Brad Faxon,10.86,34,313
2006,0,1707,Steve Lowery,10.86,43,396
2006,0,20121,Todd Fischer,10.84,44,406
2006,0,1599,Steve Jones,10.84,36,332
2006,0,20472,Alex Cejka,10.81,40,370
2006,0,8385,Omar Uresti,10.79,26,241
2006,0,1042,Paul Azinger,10.76,38,353
2006,0,2101,Joey Sindelar,10.68,39,365
2006,0,27770,Camilo Villegas,10.61,40,377
2006,0,1320,Bob Estes,10.6,37,349
2006,0,20098,Stuart Appleby,10.58,33,312
2006,0,23497,Tag Ridings,10.49,43,410
2006,0,23307,Roger Tambellini,10.48,26,248
2006,0,20099,Doug Barron,10.47,31,296
2006,0,20645,John Senden,10.37,39,376
2006,0,1761,Len Mattiace,10.33,25,242
2006,0,8835,Kris Cox,10.3,34,330
2006,0,1666,Bernhard Langer,10.24,30,293
2006,0,20548,Hidemichi Tanaka,10.17,30,295
2006,0,22548,Patrick Sheehan,10.1,41,406
2006,0,27141,J.B. Holmes,10.03,31,309
2006,0,1766,Billy Mayfair,10.03,38,379
2006,0,1473,Todd Hamilton,9.97,29,291
2006,0,22946,Henrik Bjornstad,9.92,38,383
2006,0,10733,Kent Jones,9.9,41,414
2006,0,20631,David McKenzie,9.82,32,326
2006,0,12755,Vance Veazey,9.7,23,237
2006,0,27943,Matt Hansen,9.67,26,269
2006,0,20691,Greg Owen,9.62,30,312
2006,0,21961,Charles Howell III,9.31,35,376
2006,0,21805,Harrison Frazar,9.24,34,368
2006,0,24980,Scott Gutschewski,9.18,19,207
2006,0,23673,Michael Connell,8.72,17,195
2006,0,24912,Will MacKenzie,8.33,30,360
2006,0,20812,Tjaart van der Walt,7.79,18,231
2006,0,25935,John Engler Jr.,7.38,20,271
2006,0,1887,Mark O'Meara,7.28,15,206
2006,0,7223,Brian Bateman,6.79,18,265
2006,0,23616,Ryan Hietala,5.44,13,239
2005,0,1928,Corey Pavin,18.24,54,296
2005,0,12510,Chad Campbell,17.93,66,368
2005,0,1418,Bill Glasson,17.54,37,211
2005,0,1329,Brad Faxon,17.38,49,282
2005,0,23541,Ben Crane,17.32,53,306
2005,0,2010,Loren Roberts,17.29,37,214
2005,0,10809,Jim Furyk,16.98,63,371
2005,0,10733,Kent Jones,16.88,67,397
2005,0,22293,Heath Slocum,16.71,67,401
2005,0,21407,Arjun Atwal,16.6,44,265
2005,0,1249,John Daly,16.55,49,296
2005,0,1810,Phil Mickelson,16.49,48,291
2005,0,10425,Jay Williamson,16.28,35,215
2005,0,2214,Kirk Triplett,16.27,34,209
2005,0,10117,Bob Heintz,16.24,44,271
2005,0,1945,Kenny Perry,16.09,51,317
2005,0,23621,Rory Sabbatini,16.08,50,311
2005,0,21878,Mark Wilson,16.03,46,287
2005,0,23063,Scott Hend,15.81,46,291
2005,0,1320,Bob Estes,15.69,59,376
2005,0,8075,Jerry Kelly,15.63,63,403
2005,0,6004,Stephen Ames,15.61,49,314
2005,0,1142,Bart Bryant,15.56,56,360
2005,0,23135,Tim Clark,15.36,53,345
2005,0,21498,Hideto Tanihara,15.23,30,197
2005,0,1388,Robert Gamez,15.2,57,375
2005,0,2239,Scott Verplank,15.2,52,342
2005,0,20663,Brenden Pappas,15.12,31,205
2005,0,20229,Stewart Cink,15.08,54,358
2005,0,20572,Rod Pampling,15.03,49,326
2005,0,23322,Brett Wetterich,14.95,45,301
2005,0,24361,Pat Perez,14.81,52,351
2005,0,6575,Dudley Hart,14.79,50,338
2005,0,1823,Larry Mize,14.78,30,203
2005,0,23320,Ryan Palmer,14.69,57,388
2005,0,1685,J.L. Lewis,14.68,59,402
2005,0,22548,Patrick Sheehan,14.67,66,450
2005,0,1707,Steve Lowery,14.65,57,389
2005,0,12652,Cameron Beckman,14.59,55,377
2005,0,20623,Gavin Coles,14.59,41,281
2005,0,1139,Olin Browne,14.58,57,391
2005,0,6332,Neal Lancaster,14.55,56,385
2005,0,12782,Tim Herron,14.54,58,399
2005,0,10885,Robert Allenby,14.53,51,351
2005,0,1706,Davis Love III,14.52,44,303
2005,0,2246,Duffy Waldorf,14.51,47,324
2005,0,1487,Jeff Hart,14.46,36,249
2005,0,8793,Tiger Woods,14.44,41,284
2005,0,20548,Hidemichi Tanaka,14.42,60,416
2005,0,8537,J.P. Hayes,14.4,37,257
2005,0,1724,Jeff Maggert,14.33,43,300
2005,0,20498,Briny Baird,14.29,56,392
2005,0,2101,Joey Sindelar,14.22,60,422
2005,0,1127,Danny Briggs,14.18,39,275
2005,0,12662,Thomas Levet,14.15,29,205
2005,0,1157,Tom Byrum,14.11,47,333
2005,0,1219,John Cook,14.04,40,285
2005,0,20628,Arron Oberholser,14.01,36,257
2005,0,22405,Justin Rose,13.99,54,386
2005,0,12454,Mario Tiziani,13.96,37,265
2005,0,7223,Brian Bateman,13.95,54,387
2005,0,7867,Woody Austin,13.9,56,403
2005,0,8931,Glen Day,13.88,44,317
2005,0,23108,Matt Kuchar,13.88,34,245
2005,0,26679,Kevin Stadler,13.87,52,375
2005,0,8545,Glen Hnatiuk,13.78,31,225
2005,0,23614,Rich Beem,13.77,34,247
2005,0,23983,Luke Donald,13.73,32,233
2005,0,26758,David Hearn,13.72,38,277
2005,0,1577,Lee Janzen,13.67,41,300
2005,0,21949,Joe Ogilvie,13.67,54,395
2005,0,6373,José María Olazábal,13.66,28,205
2005,0,1887,Mark O'Meara,13.64,36,264
2005,0,24502,Adam Scott,13.64,36,264
2005,0,23725,Brendan Jones,13.56,43,317
2005,0,20382,Stephen Leaney,13.56,48,354
2005,0,23623,Bo Van Pelt,13.56,61,450
2005,0,23497,Tag Ridings,13.55,50,369
2005,0,6527,Steve Stricker,13.55,34,251
2005,0,1132,Mark Brooks,13.51,40,296
2005,0,1381,Fred Funk,13.51,55,407
2005,0,24140,Sean O'Hair,13.49,53,393
2005,0,1226,Fred Couples,13.48,36,267
2005,0,6515,Shaun Micheel,13.48,43,319
2005,0,21209,Sergio Garcia,13.46,35,260
2005,0,12823,Carlos Franco,13.4,41,306
2005,0,20645,John Senden,13.4,54,403
2005,0,19824,Craig Barlow,13.33,42,315
2005,0,20094,Jonathan Kaye,13.31,39,293
2005,0,2206,David Toms,13.31,41,308
2005,0,1797,Rocco Mediate,13.29,40,301
2005,0,23325,Vaughn Taylor,13.28,53,399
2005,0,12680,Shigeki Maruyama,13.27,52,392
2005,0,21633,Steve Allan,13.22,53,401
2005,0,1677,Tom Lehman,13.21,35,265
2005,0,21805,Harrison Frazar,13.17,54,410
2005,0,20121,Todd Fischer,13.16,52,395
2005,0,8123,Jeff Brehaut,13.09,36,275
2005,0,1035,Tommy Armour III,13.03,55,422
2005,0,20850,Daniel Chopra,13.03,55,422
2005,0,12602,Dean Wilson,13.03,46,353
2005,0,2104,Jeff Sluman,12.99,50,385
2005,0,24604,Hunter Haas,12.85,41,319
2005,0,24024,Zach Johnson,12.83,48,374
2005,0,26287,Roland Thatcher,12.79,38,297
2005,0,1766,Billy Mayfair,12.78,57,446
2005,0,22046,Geoff Ogilvy,12.77,47,368
2005,0,20157,Retief Goosen,12.71,30,236
2005,0,21806,Paul Gow,12.71,38,299
2005,0,20474,Phillip Price,12.71,38,299
2005,0,22295,Darron Stiles,12.7,39,307
2005,0,20396,Lee Westwood,12.7,24,189
2005,0,10423,Mike Weir,12.69,33,260
2005,0,23349,Charles Warren,12.68,45,355
2005,0,6197,Michael Allen,12.67,46,363
2005,0,6599,John Elliott,12.66,29,229
2005,0,20502,Michael Long,12.63,36,285
2005,0,1457,Jay Haas,12.62,26,206
2005,0,25900,Lucas Glover,12.61,44,349
2005,0,24357,K.J. Choi,12.59,36,286
2005,0,1619,Skip Kendall,12.58,40,318
2005,0,21753,Brian Davis,12.54,38,303
2005,0,1473,Todd Hamilton,12.53,45,359
2005,0,23353,J.J. Henry,12.47,51,409
2005,0,1553,John Huston,12.46,44,353
2005,0,1666,Bernhard Langer,12.41,33,266
2005,0,1024,Billy Andrade,12.39,42,339
2005,0,19972,José Coceres,12.39,27,218
2005,0,24138,Ian Poulter,12.39,27,218
2005,0,22371,Aaron Baddeley,12.35,41,332
2005,0,10201,Matt Gogel,12.34,38,308
2005,0,20433,Mark Hensby,12.31,32,260
2005,0,1941,Tom Pernice Jr.,12.3,53,431
2005,0,2106,Chris Smith,12.3,47,382
2005,0,6595,Kevin Sutherland,12.25,43,351
2005,0,20378,Mathias Grönberg,12.24,29,237
2005,0,1161,Mark Calcavecchia,12.22,44,360
2005,0,6034,Marco Dawson,12.2,41,336
2005,0,26420,Richard Johnson,12.2,25,205
2005,0,19846,Brian Gay,12.16,49,403
2005,0,2223,Bob Tway,12.16,40,329
2005,0,21951,Joey Snyder III,12.09,48,397
2005,0,8385,Omar Uresti,12.09,41,339
2005,0,24507,Jason Bohn,12.06,45,373
2005,0,6573,Brandt Jobe,12.06,45,373
2005,0,25240,D.A. Points,12.05,44,365
2005,0,20766,Padraig Harrington,11.98,23,192
2005,0,20634,Peter Lonard,11.98,40,334
2005,0,23036,Chris Anderson,11.95,30,251
2005,0,1175,Jim Carter,11.93,29,243
2005,0,6251,Chris DiMarco,11.9,35,294
2005,0,12826,Paul Claxton,11.88,38,320
2005,0,20160,Charlie Wi,11.79,31,263
2005,0,23540,Jason Allred,11.78,35,297
2005,0,10585,Scott McCarron,11.71,35,299
2005,0,25396,Kevin Na,11.71,41,350
2005,0,1761,Len Mattiace,11.66,40,343
2005,0,7457,Steve Flesch,11.64,39,335
2005,0,25345,Carl Pettersson,11.63,50,430
2005,0,20691,Greg Owen,11.38,37,325
2005,0,1723,Andrew Magee,11.36,36,317
2005,0,23409,James Driscoll,11.34,33,291
2005,0,12645,Brent Geiberger,11.25,27,240
2005,0,6567,Vijay Singh,11.24,48,427
2005,0,10860,Justin Leonard,11.22,33,294
2005,0,11032,Frank Lickliter II,11.22,44,392
2005,0,22621,Ben Curtis,11.15,29,260
2005,0,24781,Hunter Mahan,11.14,46,413
2005,0,6621,Joe Durant,11.11,36,324
2005,0,1361,Dan Forsman,11.0,23,209
2005,0,1948,Tim Petrovic,10.99,41,373
2005,0,25847,Rob Rashell,10.98,29,264
2005,0,20472,Alex Cejka,10.94,36,329
2005,0,27095,Nick Watney,10.86,39,359
2005,0,8725,Tom Gillis,10.82,33,305
2005,0,8993,Franklin Langham,10.8,38,352
2005,0,24912,Will MacKenzie,10.77,32,297
2005,0,12660,Jesper Parnevik,10.75,36,335
2005,0,19881,Robert Damron,10.74,39,363
2005,0,22913,John Rollins,10.7,41,383
2005,0,7749,Brett Quigley,10.67,40,375
2005,0,23788,D.J. Trahan,10.61,33,311
2005,0,20099,Doug Barron,10.6,30,283
2005,0,28088,Matt Davidson,10.6,23,217
2005,0,20812,Tjaart van der Walt,10.53,24,228
2005,0,24227,Justin Bolli,10.51,27,257
2005,0,1042,Paul Azinger,10.49,28,267
2005,0,24290,D.J. Brigman,10.31,30,291
2005,0,10912,Craig Perks,10.27,27,263
2005,0,24980,Scott Gutschewski,10.22,33,323
2005,0,23552,Hank Kuehne,10.22,33,323
2005,0,21959,Ted Purdy,10.1,49,485
2005,0,21731,Freddie Jacobson,10.07,28,278
2005,0,1599,Steve Jones,10.05,22,219
2005,0,21350,Ryuji Imada,9.87,31,314
2005,0,24925,Jonathan Byrd,9.82,39,397
2005,0,1927,Dennis Paulson,9.73,25,257
2005,0,21961,Charles Howell III,9.7,35,361
2005,0,20098,Stuart Appleby,9.62,30,312
2005,0,10962,Bradley Hughes,9.39,20,213
2005,0,1313,Steve Elkington,9.06,25,276
2005,0,20127,Chris Riley,8.63,22,255
2004,0,6004,Stephen Ames,19.17,74,386
2004,0,6522,Ernie Els,18.42,42,228
2004,0,25345,Carl Pettersson,17.72,70,395
2004,0,7457,Steve Flesch,17.46,73,418
2004,0,6251,Chris DiMarco,17.3,68,393
2004,0,10423,Mike Weir,17.06,50,293
2004,0,2099,Scott Simpson,16.89,38,225
2004,0,23325,Vaughn Taylor,16.72,56,335
2004,0,2010,Loren Roberts,16.51,54,327
2004,0,11032,Frank Lickliter II,16.43,57,347
2004,0,6373,José María Olazábal,16.43,35,213
2004,0,7867,Woody Austin,16.19,62,383
2004,0,1381,Fred Funk,16.03,63,393
2004,0,23983,Luke Donald,15.92,46,289
2004,0,23623,Bo Van Pelt,15.73,67,426
2004,0,24024,Zach Johnson,15.55,67,431
2004,0,1968,Nick Price,15.5,31,200
2004,0,24361,Pat Perez,15.35,62,404
2004,0,20548,Hidemichi Tanaka,15.19,55,362
2004,0,1203,Russ Cochran,15.1,37,245
2004,0,2246,Duffy Waldorf,15.1,45,298
2004,0,8075,Jerry Kelly,15.06,67,445
2004,0,1473,Todd Hamilton,15.01,53,353
2004,0,20593,Greg Chalmers,14.98,43,287
2004,0,23497,Tag Ridings,14.98,31,207
2004,0,20433,Mark Hensby,14.89,56,376
2004,0,21209,Sergio Garcia,14.84,38,256
2004,0,22371,Aaron Baddeley,14.78,51,345
2004,0,1577,Lee Janzen,14.67,49,334
2004,0,1035,Tommy Armour III,14.61,51,349
2004,0,20850,Daniel Chopra,14.58,63,432
2004,0,2214,Kirk Triplett,14.58,50,343
2004,0,6621,Joe Durant,14.57,51,350
2004,0,24507,Jason Bohn,14.55,56,385
2004,0,12652,Cameron Beckman,14.54,57,392
2004,0,2101,Joey Sindelar,14.54,58,399
2004,0,21731,Freddie Jacobson,14.51,47,324
2004,0,1378,David Frost,14.47,46,318
2004,0,20094,Jonathan Kaye,14.43,44,305
2004,0,1677,Tom Lehman,14.34,38,265
2004,0,2206,David Toms,14.33,43,300
2004,0,6567,Vijay Singh,14.29,63,441
2004,0,2223,Bob Tway,14.29,48,336
2004,0,6332,Neal Lancaster,14.25,60,421
2004,0,22293,Heath Slocum,14.25,52,365
2004,0,24502,Adam Scott,14.22,29,204
2004,0,6575,Dudley Hart,14.16,33,233
2004,0,1553,John Huston,14.16,32,226
2004,0,1926,Steve Pate,14.13,40,283
2004,0,23135,Tim Clark,14.12,48,340
2004,0,12682,Hirofumi Miyase,14.12,36,255
2004,0,1157,Tom Byrum,14.08,48,341
2004,0,8793,Tiger Woods,14.08,40,284
2004,0,12680,Shigeki Maruyama,14.01,51,364
2004,0,6515,Shaun Micheel,14.01,51,364
2004,0,1042,Paul Azinger,13.96,43,308
2004,0,1928,Corey Pavin,13.93,45,323
2004,0,7721,Pat Bates,13.92,55,395
2004,0,6613,Tommy Tolles,13.92,38,273
2004,0,1024,Billy Andrade,13.88,59,425
2004,0,12760,Danny Ellis,13.78,43,312
2004,0,1142,Bart Bryant,13.73,39,284
2004,0,8537,J.P. Hayes,13.73,42,306
2004,0,7749,Brett Quigley,13.72,55,401
2004,0,1127,Danny Briggs,13.68,45,329
2004,0,1457,Jay Haas,13.66,44,322
2004,0,23614,Rich Beem,13.65,43,315
2004,0,22548,Patrick Sheehan,13.63,62,455
2004,0,1938,David Peoples,13.62,44,323
2004,0,6214,Guy Boros,13.57,35,258
2004,0,6809,Bob Burns,13.51,47,348
2004,0,21407,Arjun Atwal,13.43,45,335
2004,0,1810,Phil Mickelson,13.4,43,321
2004,0,1706,Davis Love III,13.38,40,299
2004,0,8881,Tripp Isenhour,13.36,29,217
2004,0,1388,Robert Gamez,13.3,56,421
2004,0,1666,Bernhard Langer,13.27,30,226
2004,0,21646,David Branshaw,13.25,44,332
2004,0,23307,Roger Tambellini,13.25,42,317
2004,0,10425,Jay Williamson,13.22,53,401
2004,0,22913,John Rollins,13.2,45,341
2004,0,12753,David Morland IV,13.18,39,296
2004,0,20585,Niclas Fasth,13.17,32,243
2004,0,1313,Steve Elkington,13.15,33,251
2004,0,1707,Steve Lowery,13.15,48,365
2004,0,10585,Scott McCarron,13.11,46,351
2004,0,12510,Chad Campbell,13.1,49,374
2004,0,19846,Brian Gay,13.02,50,384
2004,0,1161,Mark Calcavecchia,13.0,42,323
2004,0,1320,Bob Estes,12.93,38,294
2004,0,23063,Scott Hend,12.93,41,317
2004,0,23320,Ryan Palmer,12.93,53,410
2004,0,20098,Stuart Appleby,12.9,40,310
2004,0,1941,Tom Pernice Jr.,12.9,52,403
2004,0,1945,Kenny Perry,12.9,40,310
2004,0,6078,Esteban Toledo,12.84,47,366
2004,0,12660,Jesper Parnevik,12.82,45,351
2004,0,2104,Jeff Sluman,12.81,51,398
2004,0,19972,José Coceres,12.79,33,258
2004,0,1139,Olin Browne,12.78,46,360
2004,0,1527,Scott Hoch,12.75,26,204
2004,0,22046,Geoff Ogilvy,12.71,45,354
2004,0,2239,Scott Verplank,12.7,47,370
2004,0,1226,Fred Couples,12.68,26,205
2004,0,1329,Brad Faxon,12.67,46,363
2004,0,21633,Steve Allan,12.62,51,404
2004,0,2002,John Riegger,12.62,27,214
2004,0,12823,Carlos Franco,12.59,51,405
2004,0,19824,Craig Barlow,12.58,40,318
2004,0,12602,Dean Wilson,12.56,51,406
2004,0,20121,Todd Fischer,12.47,52,417
2004,0,26420,Richard Johnson,12.47,52,417
2004,0,20628,Arron Oberholser,12.46,37,297
2004,0,20663,Brenden Pappas,12.44,55,442
2004,0,25900,Lucas Glover,12.4,46,371
2004,0,1132,Mark Brooks,12.37,35,283
2004,0,10107,Deane Pappas,12.37,35,283
2004,0,1887,Mark O'Meara,12.34,29,235
2004,0,22405,Justin Rose,12.33,36,292
2004,0,23108,Matt Kuchar,12.32,42,341
2004,0,23621,Rory Sabbatini,12.32,42,341
2004,0,21959,Ted Purdy,12.31,56,455
2004,0,19881,Robert Damron,12.27,46,375
2004,0,23541,Ben Crane,12.23,45,368
2004,0,12394,Tom Carter,12.22,55,450
2004,0,1927,Dennis Paulson,12.2,35,287
2004,0,20157,Retief Goosen,12.16,27,222
2004,0,25686,Jason Dufner,12.15,39,321
2004,0,25396,Kevin Na,12.15,48,395
2004,0,2245,Grant Waite,12.14,38,313
2004,0,20029,Notah Begay III,12.13,33,272
2004,0,8931,Glen Day,12.13,49,404
2004,0,10201,Matt Gogel,12.13,41,338
2004,0,12782,Tim Herron,12.13,41,338
2004,0,7939,Dan Olsen,12.12,36,297
2004,0,23353,J.J. Henry,12.11,51,421
2004,0,12705,Cliff Kresge,12.11,43,355
2004,0,10885,Robert Allenby,12.08,43,356
2004,0,24925,Jonathan Byrd,12.02,41,341
2004,0,1948,Tim Petrovic,12.01,52,433
2004,0,20229,Stewart Cink,11.99,47,392
2004,0,1249,John Daly,11.95,38,318
2004,0,20472,Alex Cejka,11.93,34,285
2004,0,20127,Chris Riley,11.92,36,302
2004,0,7363,Craig Bowden,11.87,40,337
2004,0,1685,J.L. Lewis,11.83,51,431
2004,0,1619,Skip Kendall,11.82,48,406
2004,0,24781,Hunter Mahan,11.81,45,381
2004,0,8123,Jeff Brehaut,11.79,50,424
2004,0,1920,Craig Parry,11.76,24,204
2004,0,2106,Chris Smith,11.74,50,426
2004,0,20580,Andre Stolz,11.74,25,213
2004,0,24290,D.J. Brigman,11.73,36,307
2004,0,24357,K.J. Choi,11.71,39,333
2004,0,20498,Briny Baird,11.7,46,393
2004,0,19825,Darren Clarke,11.7,22,188
2004,0,1771,Blaine McCallister,11.64,32,275
2004,0,8339,Spike McRoy,11.5,43,374
2004,0,20572,Rod Pampling,11.49,44,383
2004,0,21961,Charles Howell III,11.46,47,410
2004,0,8835,Kris Cox,11.42,33,289
2004,0,21949,Joe Ogilvie,11.41,47,412
2004,0,1361,Dan Forsman,11.39,36,316
2004,0,6197,Michael Allen,11.34,39,344
2004,0,23613,Rich Barcelo,11.32,30,265
2004,0,12645,Brent Geiberger,11.32,42,371
2004,0,7223,Brian Bateman,11.31,37,327
2004,0,26287,Roland Thatcher,11.24,30,267
2004,0,21805,Harrison Frazar,11.21,38,339
2004,0,1724,Jeff Maggert,11.2,27,241
2004,0,8337,Mike Heinen,11.16,24,215
2004,0,10860,Justin Leonard,11.11,38,342
2004,0,21878,Mark Wilson,11.07,28,253
2004,0,20378,Mathias Grönberg,11.05,39,353
2004,0,10733,Kent Jones,11.03,44,399
2004,0,6595,Kevin Sutherland,11.01,36,327
2004,0,1761,Len Mattiace,10.71,33,308
2004,0,1219,John Cook,10.6,23,217
2004,0,10213,Dicky Pride,10.59,27,255
2004,0,1797,Rocco Mediate,10.55,21,199
2004,0,20382,Stephen Leaney,10.46,32,306
2004,0,20645,John Senden,10.34,40,387
2004,0,20104,Ken Duke,10.26,36,351
2004,0,11123,Chris Couch,10.22,23,225
2004,0,6527,Steve Stricker,10.03,32,319
2004,0,23338,David Gossett,9.83,23,234
2004,0,1261,Jay Delsing,9.73,29,298
2004,0,2049,Gene Sauers,9.73,32,329
2004,0,1766,Billy Mayfair,9.6,41,427
2004,0,23552,Hank Kuehne,9.47,34,359
2004,0,8385,Omar Uresti,9.04,31,343
2004,0,20634,Peter Lonard,9.02,24,266
2004,0,10912,Craig Perks,8.97,26,290
2004,0,25237,Kevin Muncrief,8.78,18,205
2004,0,21893,Brian Kortan,8.37,21,251
2004,0,22621,Ben Curtis,7.84,16,204
2003,0,1249,John Daly,18.5,42,227
2003,0,8793,Tiger Woods,18.38,50,272
2003,0,1161,Mark Calcavecchia,18.21,63,346
2003,0,2239,Scott Verplank,18.13,70,386
2003,0,1226,Fred Couples,17.71,48,271
2003,0,20127,Chris Riley,17.68,64,362
2003,0,1553,John Huston,17.65,54,306
2003,0,10423,Mike Weir,17.26,53,307
2003,0,12645,Brent Geiberger,16.59,34,205
2003,0,1968,Nick Price,16.39,40,244
2003,0,6643,Paul Goydos,16.32,55,337
2003,0,25345,Carl Pettersson,16.3,52,319
2003,0,20498,Briny Baird,16.29,72,442
2003,0,8337,Mike Heinen,16.16,58,359
2003,0,20663,Brenden Pappas,16.11,68,422
2003,0,20157,Retief Goosen,16.02,41,256
2003,0,1938,David Peoples,15.95,63,395
2003,0,1320,Bob Estes,15.93,58,364
