YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
2000,40,0,1569,Peter Jacobsen,77.53,490,632
2000,42,0,6581,David Sutherland,77.52,783,1010
2000,43,0,10809,Jim Furyk,77.5,744,960
2000,44,0,1219,John Cook,77.44,697,900
2000,45,0,1418,Bill Glasson,77.42,696,899
2000,46,0,20099,Doug Barron,77.39,592,765
2000,46,0,9011,David Duval,77.39,493,637
2000,48,0,8993,Franklin Langham,77.26,676,875
2000,48,0,6431,Jean Van de Velde,77.26,435,563
2000,50,0,8375,Paul Stankowski,77.09,508,659
2000,51,0,8537,J.P. Hayes,77.06,645,837
2000,52,0,20095,Carl Paulson,77.05,772,1002
2000,53,0,1307,Joel Edwards,77.04,765,993
2000,54,0,20593,Greg Chalmers,76.99,686,891
2000,55,0,6332,Neal Lancaster,76.97,665,864
2000,56,0,1381,Fred Funk,76.96,915,1189
2000,57,0,10860,Justin Leonard,76.91,683,888
2000,58,0,22913,John Rollins,76.89,479,623
2000,59,0,6140,Sean Murphy,76.88,745,969
2000,60,0,12645,Brent Geiberger,76.84,574,747
2000,61,0,1707,Steve Lowery,76.77,803,1046
2000,62,0,8075,Jerry Kelly,76.74,815,1062
2000,63,0,2257,Brian Watts,76.7,632,824
2000,64,0,1191,Barry Cheesman,76.68,592,772
2000,65,0,6004,Stephen Ames,76.66,703,917
2000,65,0,1042,Paul Azinger,76.66,473,617
2000,65,0,6088,Steve Gotsche,76.66,634,827
2000,68,0,6575,Dudley Hart,76.6,537,701
2000,69,0,20445,Casey Martin,76.55,604,789
2000,70,0,1161,Mark Calcavecchia,76.52,668,873
2000,70,0,6522,Ernie Els,76.52,492,643
2000,72,0,6595,Kevin Sutherland,76.44,675,883
2000,73,0,11011,Mike Sposa,76.41,489,640
2000,74,0,1249,John Daly,76.4,424,555
2000,75,0,20098,Stuart Appleby,76.39,521,682
2000,76,0,12660,Jesper Parnevik,76.3,483,633
2000,77,0,1766,Billy Mayfair,76.29,695,911
2000,78,0,1968,Nick Price,76.28,463,607
2000,79,0,1553,John Huston,76.18,566,743
2000,80,0,1035,Tommy Armour III,76.08,636,836
2000,81,0,1577,Lee Janzen,76.03,666,876
2000,81,0,8535,Gary Nicklaus,76.03,552,726
2000,83,0,1771,Blaine McCallister,76.02,818,1076
2000,84,0,12652,Cameron Beckman,76.01,545,717
2000,85,0,10885,Robert Allenby,75.99,674,887
2000,86,0,10912,Craig Perks,75.96,556,732
2000,87,0,2133,Craig Stadler,75.88,431,568
2000,88,0,1374,Robin Freeman,75.85,672,886
2000,89,0,1927,Dennis Paulson,75.84,496,654
2000,90,0,1203,Russ Cochran,75.79,479,632
2000,91,0,1975,Tom Purtzer,75.72,396,523
2000,92,0,6090,Jim McGovern,75.66,370,489
2000,93,0,19824,Craig Barlow,75.57,662,876
2000,94,0,1549,Mike Hulbert,75.49,459,608
2000,95,0,1139,Olin Browne,75.47,806,1068
2000,96,0,1093,Ronnie Black,75.45,547,725
2000,96,0,6036,Scott Dunlap,75.45,802,1063
2000,98,0,2239,Scott Verplank,75.39,864,1146
2000,99,0,20029,Notah Begay III,75.38,548,727
2000,99,0,8931,Glen Day,75.38,701,930
2000,101,0,10117,Bob Heintz,75.26,508,675
2000,102,0,1619,Skip Kendall,75.25,839,1115
2000,102,0,1905,Joe Ozaki,75.25,374,497
2000,104,0,20127,Chris Riley,75.19,676,899
2000,105,0,10457,Frank Nobilo,75.18,718,955
2000,105,0,21949,Joe Ogilvie,75.18,636,846
2000,107,0,24356,Jason Buha,75.16,584,777
2000,108,0,23656,Jason Caron,75.11,492,655
2000,109,0,23614,Rich Beem,75.03,577,769
2000,110,0,24357,K.J. Choi,75.0,645,860
2000,111,0,1797,Rocco Mediate,74.93,562,750
2000,112,0,7867,Woody Austin,74.92,735,981
2000,112,0,1331,Rick Fehr,74.92,442,590
2000,114,0,6617,Brian Henninger,74.91,651,869
2000,115,0,1724,Jeff Maggert,74.85,613,819
2000,115,0,10585,Scott McCarron,74.85,622,831
2000,117,0,1282,Trevor Dodds,74.82,514,687
2000,118,0,7763,Doug Dunakey,74.69,540,723
2000,119,0,10962,Bradley Hughes,74.66,654,876
2000,120,0,1024,Billy Andrade,74.63,556,745
2000,121,0,10425,Jay Williamson,74.61,761,1020
2000,122,0,1040,Emlyn Aubrey,74.6,423,567
2000,123,0,6809,Bob Burns,74.55,618,829
2000,124,0,10201,Matt Gogel,74.51,573,769
2000,125,0,1920,Craig Parry,74.45,510,685
2000,126,0,12753,David Morland IV,74.4,593,797
2000,127,0,12680,Shigeki Maruyama,74.34,539,725
2000,128,0,19881,Robert Damron,74.33,640,861
2000,129,0,1116,Michael Bradley,74.28,436,587
2000,130,0,20105,Jeff Gove,74.2,581,783
2000,131,0,11032,Frank Lickliter II,74.12,802,1082
2000,131,0,2010,Loren Roberts,74.12,670,904
2000,133,0,1996,Mike Reid,74.07,560,756
2000,134,0,1261,Jay Delsing,74.04,616,832
2000,135,0,19822,Bobby Cochran,73.98,492,665
2000,136,0,6044,Scott Gump,73.89,835,1130
2000,137,0,10963,Jimmy Green,73.87,605,819
2000,138,0,1361,Dan Forsman,73.85,610,826
2000,139,0,10569,Mike Brisky,73.8,631,855
2000,139,0,23125,Brad Elder,73.8,783,1061
2000,141,0,1510,Nolan Henke,73.77,540,732
2000,142,0,1063,Ben Bates,73.71,712,966
2000,143,0,7749,Brett Quigley,73.62,399,542
2000,144,0,20043,Edward Fryatt,73.59,694,943
2000,145,0,2279,Mark Wiebe,73.55,670,911
2000,146,0,2110,Jerry Smith,73.54,770,1047
2000,147,0,1157,Tom Byrum,73.52,697,948
2000,148,0,19846,Brian Gay,73.45,758,1032
2000,149,0,10213,Dicky Pride,73.43,655,892
2000,150,0,1098,Jay Don Blake,73.32,676,922
2000,151,0,7101,Dave Stockton Jr.,73.31,596,813
2000,152,0,20094,Jonathan Kaye,73.28,820,1119
2000,153,0,1926,Steve Pate,73.17,630,861
2000,154,0,21007,Gabriel Hjertstedt,73.14,580,793
2000,155,0,1599,Steve Jones,73.08,456,624
2000,155,0,7753,Kevin Wentworth,73.08,448,613
2000,157,0,8243,Aaron Bengoechea,72.98,451,618
2000,158,0,6062,Charles Raulerson,72.95,642,880
2000,159,0,23621,Rory Sabbatini,72.88,516,708
2000,160,0,1329,Brad Faxon,72.68,681,937
2000,160,0,1761,Len Mattiace,72.68,761,1047
2000,162,0,6078,Esteban Toledo,72.63,828,1140
2000,163,0,21805,Harrison Frazar,72.54,502,692
2000,164,0,8547,John Maginnes,72.45,752,1038
2000,165,0,1941,Tom Pernice Jr.,72.41,651,899
2000,166,0,1533,P.H. Horgan III,72.33,481,665
2000,167,0,6613,Tommy Tolles,72.27,318,440
2000,168,0,1132,Mark Brooks,72.23,619,857
2000,169,0,2131,Mike Springer,72.22,494,684
2000,170,0,1457,Jay Haas,72.18,537,744
2000,171,0,1376,Bob Friend,72.16,674,934
2000,172,0,6315,Pete Jordan,72.1,783,1086
2000,173,0,12388,Michael Clark II,71.84,551,767
2000,174,0,12449,Ryan Howison,71.74,528,736
2000,175,0,6014,Eric Booker,71.7,522,728
2000,175,0,22064,Craig Spence,71.7,522,728
2000,177,0,6643,Paul Goydos,71.63,707,987
2000,178,0,8385,Omar Uresti,71.51,655,916
2000,179,0,1323,Brad Fabel,71.12,596,838
2000,180,0,1072,Chip Beck,71.03,304,428
2000,181,0,1320,Bob Estes,70.93,410,578
2000,182,0,2218,Ted Tryba,70.82,711,1004
2000,183,0,1378,David Frost,70.76,380,537
2000,184,0,1326,Nick Faldo,70.71,338,478
2000,185,0,1175,Jim Carter,70.68,610,863
2000,186,0,1823,Larry Mize,70.67,530,750
2000,187,0,1142,Bart Bryant,70.17,534,761
2000,188,0,1014,Fulton Allem,70.05,538,768
2000,189,0,7363,Craig Bowden,69.36,378,545
2000,190,0,21209,Sergio Garcia,68.42,338,494
2000,191,0,21593,Keith Nolan,68.21,384,563
2000,192,0,1887,Mark O'Meara,68.15,291,427
2000,193,0,11653,Paul Curry,67.04,421,628
2000,194,0,1489,Steve Hart,65.74,451,686
2000,195,0,1928,Corey Pavin,62.26,452,726
1999,1,0,1706,Davis Love III,79.73,586,735
1999,2,0,20094,Jonathan Kaye,79.45,804,1012
1999,3,0,1677,Tom Lehman,78.76,582,739
1999,4,0,8793,Tiger Woods,78.62,559,711
1999,5,0,2170,Hal Sutton,78.49,708,902
1999,6,0,2246,Duffy Waldorf,78.48,649,827
1999,7,0,1226,Fred Couples,78.26,378,483
1999,8,0,6567,Vijay Singh,78.23,726,928
1999,9,0,1943,Chris Perry,78.11,924,1183
1999,10,0,6004,Stephen Ames,77.86,436,560
1999,10,0,9011,David Duval,77.86,538,691
1999,12,0,6522,Ernie Els,77.82,407,523
1999,13,0,1553,John Huston,77.68,536,690
1999,14,0,6599,John Elliott,77.61,506,652
1999,15,0,10860,Justin Leonard,77.45,776,1002
1999,16,0,1945,Kenny Perry,77.33,631,816
1999,17,0,1313,Steve Elkington,77.27,520,673
1999,18,0,2245,Grant Waite,77.26,744,963
1999,19,0,1374,Robin Freeman,77.13,553,717
1999,20,0,6062,Charles Raulerson,77.07,736,955
1999,21,0,1042,Paul Azinger,76.95,534,694
1999,22,0,1810,Phil Mickelson,76.93,547,711
1999,23,0,20229,Stewart Cink,76.9,646,840
1999,23,0,7457,Steve Flesch,76.9,719,935
1999,25,0,6595,Kevin Sutherland,76.86,704,916
1999,26,0,7867,Woody Austin,76.84,720,937
1999,27,0,10885,Robert Allenby,76.81,636,828
1999,27,0,1361,Dan Forsman,76.81,646,841
1999,29,0,12645,Brent Geiberger,76.8,745,970
1999,30,0,6621,Joe Durant,76.75,667,869
1999,31,0,1887,Mark O'Meara,76.74,396,516
1999,32,0,10649,Tom Scherrer,76.54,669,874
1999,33,0,1320,Bob Estes,76.47,806,1054
1999,34,0,1797,Rocco Mediate,76.45,607,794
1999,35,0,1927,Dennis Paulson,76.35,649,850
1999,36,0,6251,Chris DiMarco,76.24,674,884
1999,37,0,1261,Jay Delsing,76.2,538,706
1999,37,0,6044,Scott Gump,76.2,762,1000
1999,39,0,1116,Michael Bradley,76.09,490,644
1999,40,0,8537,J.P. Hayes,76.08,649,853
1999,41,0,20213,Katsumasa Miyamoto,76.07,391,514
1999,42,0,1381,Fred Funk,76.05,1000,1315
1999,43,0,6617,Brian Henninger,75.76,700,924
1999,44,0,1203,Russ Cochran,75.75,609,804
1999,44,0,23621,Rory Sabbatini,75.75,506,668
1999,46,0,1527,Scott Hoch,75.72,739,976
1999,47,0,1619,Skip Kendall,75.7,816,1078
1999,48,0,20498,Briny Baird,75.66,569,752
1999,49,0,2133,Craig Stadler,75.65,348,460
1999,50,0,1685,J.L. Lewis,75.64,677,895
1999,51,0,1723,Andrew Magee,75.63,574,759
1999,52,0,2104,Jeff Sluman,75.61,800,1058
1999,53,0,20029,Notah Begay III,75.58,684,905
1999,54,0,1161,Mark Calcavecchia,75.56,680,900
1999,54,0,10423,Mike Weir,75.56,705,933
1999,56,0,1599,Steve Jones,75.55,380,503
1999,57,0,2010,Loren Roberts,75.42,724,960
1999,58,0,2223,Bob Tway,75.37,661,877
1999,59,0,2206,David Toms,75.34,724,961
1999,60,0,7763,Doug Dunakey,75.28,597,793
1999,61,0,1093,Ronnie Black,75.25,371,493
1999,62,0,6527,Steve Stricker,75.22,431,573
1999,63,0,2008,Lee Rinker,75.2,673,895
1999,64,0,20098,Stuart Appleby,75.13,586,780
1999,65,0,8993,Franklin Langham,75.08,723,963
1999,66,0,2218,Ted Tryba,75.02,751,1001
1999,67,0,2214,Kirk Triplett,74.94,664,886
1999,68,0,1633,Tom Kite,74.82,422,564
1999,69,0,10425,Jay Williamson,74.75,595,796
1999,70,0,20593,Greg Chalmers,74.69,726,972
1999,71,0,8123,Jeff Brehaut,74.67,569,762
1999,71,0,1418,Bill Glasson,74.67,560,750
1999,73,0,6036,Scott Dunlap,74.6,611,819
1999,74,0,1035,Tommy Armour III,74.58,616,826
1999,75,0,1024,Billy Andrade,74.57,566,759
1999,76,0,10962,Bradley Hughes,74.45,717,963
1999,77,0,1707,Steve Lowery,74.42,701,942
1999,78,0,1388,Robert Gamez,74.41,413,555
1999,79,0,1549,Mike Hulbert,74.38,595,800
1999,80,0,2101,Joey Sindelar,74.24,510,687
1999,81,0,21007,Gabriel Hjertstedt,74.19,664,895
1999,82,0,8045,Perry Moss,74.17,537,724
1999,83,0,19824,Craig Barlow,74.16,577,778
1999,84,0,8375,Paul Stankowski,74.15,482,650
1999,85,0,7101,Dave Stockton Jr.,74.09,612,826
1999,86,0,10213,Dicky Pride,74.08,606,818
1999,87,0,11032,Frank Lickliter II,74.06,791,1068
1999,88,0,1282,Trevor Dodds,74.04,656,886
1999,89,0,12652,Cameron Beckman,74.0,538,727
1999,90,0,8931,Glen Day,73.94,695,940
1999,91,0,2106,Chris Smith,73.89,498,674
1999,92,0,12660,Jesper Parnevik,73.88,444,601
1999,93,0,1072,Chip Beck,73.76,433,587
1999,93,0,6140,Sean Murphy,73.76,627,850
1999,95,0,1323,Brad Fabel,73.7,608,825
1999,96,0,1096,Phil Blackmar,73.68,546,741
1999,96,0,11123,Chris Couch,73.68,459,623
1999,98,0,12782,Tim Herron,73.67,635,862
1999,99,0,6014,Eric Booker,73.65,587,797
1999,100,0,10457,Frank Nobilo,73.61,594,807
1999,100,0,2131,Mike Springer,73.61,530,720
1999,100,0,6613,Tommy Tolles,73.61,463,629
1999,103,0,6809,Bob Burns,73.6,633,860
1999,104,0,1771,Blaine McCallister,73.59,705,958
1999,105,0,8547,John Maginnes,73.47,698,950
1999,106,0,21805,Harrison Frazar,73.46,642,874
1999,107,0,20099,Doug Barron,73.34,619,844
1999,108,0,1996,Mike Reid,73.33,594,810
1999,109,0,1219,John Cook,73.29,609,831
1999,109,0,1569,Peter Jacobsen,73.29,513,700
1999,111,0,6064,Jeff Gallagher,73.26,600,819
1999,112,0,21949,Joe Ogilvie,73.24,624,852
1999,113,0,1329,Brad Faxon,73.2,407,556
1999,114,0,1191,Barry Cheesman,73.19,598,817
1999,115,0,23349,Charles Warren,73.17,469,641
1999,116,0,7753,Kevin Wentworth,73.13,411,562
1999,117,0,23614,Rich Beem,73.1,443,606
1999,117,0,1457,Jay Haas,73.1,530,725
1999,119,0,1098,Jay Don Blake,73.09,679,929
1999,120,0,2239,Scott Verplank,73.01,614,841
1999,121,0,1975,Tom Purtzer,72.96,348,477
1999,122,0,10963,Jimmy Green,72.91,498,683
1999,123,0,1926,Steve Pate,72.9,651,893
1999,124,0,6332,Neal Lancaster,72.88,594,815
1999,125,0,1510,Nolan Henke,72.8,605,831
1999,126,0,6575,Dudley Hart,72.76,577,793
1999,127,0,1157,Tom Byrum,72.7,679,934
1999,128,0,6315,Pete Jordan,72.67,694,955
1999,128,0,1724,Jeff Maggert,72.67,609,838
1999,130,0,2279,Mark Wiebe,72.55,547,754
1999,131,0,1249,John Daly,72.54,354,488
1999,131,0,12823,Carlos Franco,72.54,412,568
1999,131,0,8075,Jerry Kelly,72.54,708,976
1999,134,0,2146,Payne Stewart,72.47,429,592
1999,135,0,2257,Brian Watts,72.46,571,788
1999,136,0,2267,D.A. Weibring,72.4,383,529
1999,137,0,1941,Tom Pernice Jr.,72.31,619,856
1999,138,0,1968,Nick Price,72.14,422,585
1999,139,0,1385,Jim Gallagher Jr.,72.11,499,692
1999,140,0,1185,Brandel Chamblee,72.07,516,716
1999,140,0,10585,Scott McCarron,72.07,529,734
1999,142,0,1766,Billy Mayfair,72.06,619,859
1999,143,0,1378,David Frost,71.83,482,671
1999,144,0,1376,Bob Friend,71.79,804,1120
1999,144,0,1761,Len Mattiace,71.79,659,918
1999,146,0,1175,Jim Carter,71.7,674,940
1999,147,0,1014,Fulton Allem,71.69,552,770
1999,148,0,19881,Robert Damron,71.62,737,1029
1999,149,0,7781,Ty Armstrong,71.52,530,741
1999,150,0,2023,Clarence Rose,71.49,336,470
1999,150,0,11011,Mike Sposa,71.49,632,884
1999,152,0,7749,Brett Quigley,71.46,383,536
1999,153,0,10809,Jim Furyk,71.3,688,965
1999,154,0,1748,Doug Martin,71.29,663,930
1999,155,0,10733,Kent Jones,71.26,476,668
1999,156,0,1533,P.H. Horgan III,71.24,711,998
1999,157,0,6581,David Sutherland,71.19,630,885
1999,158,0,1891,David Ogrin,71.16,380,534
1999,159,0,22292,David Seawell,71.12,293,412
1999,160,0,8385,Omar Uresti,71.09,740,1041
1999,161,0,1139,Olin Browne,71.06,626,881
1999,162,0,8553,Lee Porter,71.02,642,904
1999,163,0,23623,Bo Van Pelt,70.98,450,634
1999,164,0,1577,Lee Janzen,70.83,590,833
1999,165,0,6078,Esteban Toledo,70.82,784,1107
1999,166,0,1040,Emlyn Aubrey,70.78,356,503
1999,166,0,1823,Larry Mize,70.78,533,753
1999,168,0,2007,Larry Rinker,70.75,636,899
1999,169,0,1127,Danny Briggs,70.72,541,765
1999,170,0,1063,Ben Bates,70.59,696,986
1999,171,0,2321,Fuzzy Zoeller,70.54,352,499
1999,172,0,10107,Deane Pappas,70.47,475,674
1999,173,0,1705,Tim Loustalot,70.46,477,677
1999,174,0,6643,Paul Goydos,70.44,703,998
1999,175,0,20124,Alan Bratton,70.39,435,618
1999,176,0,19846,Brian Gay,70.3,464,660
1999,177,0,2099,Scott Simpson,70.25,392,558
1999,178,0,2294,Willie Wood,70.06,454,648
1999,179,0,20127,Chris Riley,69.85,563,806
1999,180,0,1331,Rick Fehr,69.72,465,667
1999,181,0,21959,Ted Purdy,69.63,415,596
1999,182,0,6012,Greg Kraft,69.5,645,928
1999,182,0,12663,Phil Tataurangi,69.5,449,646
1999,184,0,1920,Craig Parry,69.31,402,580
1999,185,0,2242,Lanny Wadkins,69.12,376,544
1999,186,0,1905,Joe Ozaki,68.7,327,476
1999,187,0,1266,Clark Dennis,68.56,615,897
1999,188,0,10569,Mike Brisky,68.41,522,763
1999,189,0,1132,Mark Brooks,67.89,761,1121
1999,190,0,1928,Corey Pavin,67.75,586,865
1999,191,0,6655,Geoffrey Sisk,65.79,523,795
1999,192,0,1604,Steve Jurgensen,64.54,324,502
1998,1,0,7457,Steve Flesch,80.71,728,902
1998,2,0,1677,Tom Lehman,80.03,637,796
1998,3,0,9011,David Duval,79.85,634,794
1998,4,0,20229,Stewart Cink,79.84,721,903
1998,5,0,1706,Davis Love III,78.97,537,680
1998,6,0,1361,Dan Forsman,78.92,614,778
1998,7,0,1226,Fred Couples,78.56,436,555
1998,8,0,1599,Steve Jones,78.42,574,732
1998,9,0,19824,Craig Barlow,78.4,559,713
1998,10,0,2106,Chris Smith,78.29,631,806
1998,11,0,8375,Paul Stankowski,78.23,575,735
1998,12,0,2246,Duffy Waldorf,78.07,655,839
1998,13,0,1723,Andrew Magee,78.04,693,888
1998,14,0,7101,Dave Stockton Jr.,77.91,462,593
1998,15,0,1553,John Huston,77.89,701,900
1998,16,0,2245,Grant Waite,77.86,721,926
1998,17,0,6567,Vijay Singh,77.79,648,833
1998,18,0,6613,Tommy Tolles,77.61,468,603
1998,19,0,1320,Bob Estes,77.56,781,1007
1998,20,0,1771,Blaine McCallister,77.44,841,1086
1998,21,0,1042,Paul Azinger,77.43,494,638
1998,22,0,1161,Mark Calcavecchia,77.39,695,898
1998,23,0,7749,Brett Quigley,77.38,633,818
1998,24,0,1334,Keith Fergus,77.35,379,490
1998,25,0,1475,Donnie Hammond,77.34,652,843
1998,26,0,1577,Lee Janzen,77.28,585,757
1998,27,0,10962,Bradley Hughes,77.27,493,638
1998,28,0,2170,Hal Sutton,77.19,883,1144
1998,29,0,1468,Gary Hallberg,77.16,419,543
1998,30,0,1945,Kenny Perry,77.1,596,773
1998,30,0,8793,Tiger Woods,77.1,505,655
1998,32,0,2206,David Toms,77.04,614,797
1998,33,0,8537,J.P. Hayes,76.97,458,595
1998,34,0,1619,Skip Kendall,76.96,805,1046
1998,35,0,1035,Tommy Armour III,76.7,632,824
1998,36,0,1098,Jay Don Blake,76.65,591,771
1998,37,0,2101,Joey Sindelar,76.57,719,939
1998,37,0,2104,Jeff Sluman,76.57,804,1050
1998,39,0,10809,Jim Furyk,76.46,786,1028
1998,40,0,1797,Rocco Mediate,76.35,623,816
1998,41,0,1943,Chris Perry,76.29,801,1050
1998,42,0,12782,Tim Herron,76.28,656,860
1998,43,0,1203,Russ Cochran,76.26,668,876
1998,44,0,8931,Glen Day,76.2,685,899
1998,45,0,2223,Bob Tway,76.16,706,927
1998,46,0,6581,David Sutherland,76.15,648,851
1998,47,0,1219,John Cook,76.14,715,939
1998,48,0,10860,Justin Leonard,76.12,762,1001
1998,49,0,6332,Neal Lancaster,76.09,611,803
1998,50,0,6078,Esteban Toledo,76.06,753,990
1998,51,0,1549,Mike Hulbert,76.05,600,789
1998,52,0,12755,Vance Veazey,76.01,415,546
1998,53,0,1510,Nolan Henke,75.98,680,895
1998,54,0,2131,Mike Springer,75.84,703,927
1998,55,0,6527,Steve Stricker,75.83,549,724
1998,56,0,1569,Peter Jacobsen,75.79,454,599
1998,57,0,1060,Dave Barr,75.78,435,574
1998,58,0,1707,Steve Lowery,75.72,605,799
1998,59,0,1068,Andy Bean,75.66,317,419
1998,60,0,1527,Scott Hoch,75.63,776,1026
1998,61,0,6251,Chris DiMarco,75.49,690,914
1998,62,0,10585,Scott McCarron,75.43,568,753
1998,63,0,2146,Payne Stewart,75.37,508,674
1998,64,0,1385,Jim Gallagher Jr.,75.33,461,612
1998,65,0,1249,John Daly,75.29,448,595
1998,66,0,1685,J.L. Lewis,75.26,642,853
1998,67,0,2239,Scott Verplank,75.24,714,949
1998,68,0,2241,Bobby Wadkins,75.23,662,880
1998,69,0,1941,Tom Pernice Jr.,75.2,552,734
1998,70,0,1157,Tom Byrum,75.03,748,997
1998,70,0,6621,Joe Durant,75.03,631,841
1998,70,0,2023,Clarence Rose,75.03,736,981
1998,73,0,2214,Kirk Triplett,75.0,657,876
1998,74,0,1891,David Ogrin,74.95,739,986
1998,75,0,1323,Brad Fabel,74.91,636,849
1998,75,0,1457,Jay Haas,74.91,609,813
1998,77,0,1905,Joe Ozaki,74.9,388,518
1998,78,0,6595,Kevin Sutherland,74.81,677,905
1998,79,0,1823,Larry Mize,74.8,647,865
1998,80,0,1926,Steve Pate,74.78,593,793
1998,81,0,6575,Dudley Hart,74.75,610,816
1998,82,0,8993,Franklin Langham,74.64,674,903
1998,83,0,2002,John Riegger,74.59,631,846
1998,84,0,1175,Jim Carter,74.58,798,1070
1998,85,0,1191,Barry Cheesman,74.45,609,818
1998,86,0,1887,Mark O'Meara,74.38,447,601
1998,87,0,6090,Jim McGovern,74.34,594,799
1998,88,0,10423,Mike Weir,74.33,524,705
1998,89,0,1705,Tim Loustalot,74.32,521,701
1998,90,0,8545,Glen Hnatiuk,74.24,611,823
1998,91,0,20099,Doug Barron,74.23,654,881
1998,91,0,1761,Len Mattiace,74.23,720,970
1998,93,0,1810,Phil Mickelson,74.18,523,705
1998,94,0,1116,Michael Bradley,74.16,462,623
1998,94,0,12660,Jesper Parnevik,74.16,485,654
1998,96,0,8075,Jerry Kelly,74.13,642,866
1998,97,0,6044,Scott Gump,74.1,784,1058
1998,98,0,6012,Greg Kraft,74.0,595,804
1998,99,0,1093,Ronnie Black,73.99,515,696
1998,100,0,2008,Lee Rinker,73.96,784,1060
1998,100,0,2133,Craig Stadler,73.96,446,603
1998,102,0,6617,Brian Henninger,73.95,633,856
1998,103,0,1024,Billy Andrade,73.94,647,875
1998,103,0,6064,Jeff Gallagher,73.94,610,825
1998,105,0,11032,Frank Lickliter II,73.87,831,1125
1998,106,0,2010,Loren Roberts,73.84,587,795
1998,107,0,6004,Stephen Ames,73.71,356,483
1998,108,0,1408,Kelly Gibson,73.59,755,1026
1998,109,0,12645,Brent Geiberger,73.54,653,888
1998,110,0,1282,Trevor Dodds,73.5,574,781
1998,111,0,1633,Tom Kite,73.49,449,611
1998,111,0,21631,Iain Steel,73.49,377,513
1998,113,0,1133,Billy Ray Brown,73.45,426,580
1998,114,0,21805,Harrison Frazar,73.44,553,753
1998,114,0,1533,P.H. Horgan III,73.44,802,1092
1998,116,0,19881,Robert Damron,73.4,629,857
1998,117,0,1381,Fred Funk,73.35,911,1242
1998,117,0,10733,Kent Jones,73.35,633,863
1998,119,0,1920,Craig Parry,73.32,327,446
1998,120,0,1766,Billy Mayfair,73.29,653,891
1998,121,0,21584,Richie Coughlan,73.27,677,924
1998,122,0,2218,Ted Tryba,73.23,703,960
1998,123,0,1376,Bob Friend,73.2,661,903
1998,124,0,2007,Larry Rinker,73.1,655,896
1998,125,0,6522,Ernie Els,73.08,304,416
1998,126,0,1388,Robert Gamez,73.04,504,690
1998,127,0,1185,Brandel Chamblee,72.95,588,806
1998,128,0,1063,Ben Bates,72.81,747,1026
1998,128,0,7087,Hugh Royer III,72.81,533,732
1998,130,0,1139,Olin Browne,72.8,586,805
1998,131,0,1266,Clark Dennis,72.78,591,812
1998,132,0,2279,Mark Wiebe,72.7,570,784
1998,133,0,1302,R.W. Eaks,72.59,490,675
1998,134,0,8385,Omar Uresti,72.54,790,1089
1998,135,0,6643,Paul Goydos,72.52,752,1037
1998,136,0,1996,Mike Reid,72.51,583,804
1998,137,0,1306,David Edwards,72.5,588,811
1998,138,0,1748,Doug Martin,72.48,811,1119
1998,138,0,7753,Kevin Wentworth,72.48,482,665
1998,140,0,7569,Mark Carnevale,72.38,710,981
1998,141,0,7707,Mike Small,72.28,451,624
1998,142,0,2159,Curtis Strange,72.23,333,461
1998,143,0,6791,Mark Wurtz,72.18,384,532
1998,144,0,20094,Jonathan Kaye,72.17,446,618
1998,145,0,1724,Jeff Maggert,72.12,644,893
1998,146,0,1717,Sandy Lyle,72.04,371,515
1998,147,0,8553,Lee Porter,71.94,705,980
1998,148,0,1960,Don Pooley,71.92,438,609
1998,148,0,1968,Nick Price,71.92,443,616
1998,148,0,6132,Sonny Skinner,71.92,612,851
1998,151,0,1331,Rick Fehr,71.89,399,555
1998,152,0,19883,Joe Daley,71.86,503,700
1998,153,0,1261,Jay Delsing,71.75,503,701
1998,154,0,1607,Brian Kamm,71.7,456,636
1998,155,0,1326,Nick Faldo,71.61,343,479
1998,156,0,12663,Phil Tataurangi,71.56,526,735
1998,157,0,10457,Frank Nobilo,71.53,422,590
1998,158,0,10195,Tim Conley,71.49,484,677
1998,159,0,1096,Phil Blackmar,71.47,481,673
1998,160,0,1072,Chip Beck,71.24,322,452
1998,161,0,8339,Spike McRoy,71.23,624,876
1998,162,0,1201,Lennie Clements,71.21,470,660
1998,163,0,1353,Bruce Fleisher,71.13,621,873
1998,164,0,1014,Fulton Allem,70.99,443,624
1998,165,0,6056,Jim Estes,70.98,411,579
1998,166,0,6315,Pete Jordan,70.97,648,913
1998,167,0,2294,Willie Wood,70.85,581,820
1998,168,0,1414,Bob Gilder,70.78,574,811
1998,169,0,6214,Guy Boros,70.63,570,807
1998,170,0,2267,D.A. Weibring,70.55,515,730
1998,171,0,1378,David Frost,70.38,430,611
1998,172,0,2321,Fuzzy Zoeller,70.35,496,705
1998,173,0,1604,Steve Jurgensen,70.31,483,687
1998,174,0,1006,John Adams,69.9,367,525
1998,175,0,7235,John Morse,69.87,429,614
1998,176,0,2135,Mike Standly,69.61,568,816
1998,177,0,10207,Jimmy Johnston,69.59,412,592
1998,178,0,1928,Corey Pavin,69.35,439,633
1998,179,0,1132,Mark Brooks,69.18,577,834
1998,180,0,20154,Guy Hill,69.11,425,615
1998,181,0,10569,Mike Brisky,68.5,598,873
1998,181,0,2099,Scott Simpson,68.5,361,527
1998,183,0,20098,Stuart Appleby,68.4,394,576
1998,184,0,1329,Brad Faxon,68.28,508,744
