YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
2024,0,55623,Kaito Onishi,0.457,23.7639,-13.3755,20.3636
2024,0,29970,Dylan Frittelli,0.4535,23.5844,-14.6469,22.8085
2024,0,32797,Sanghyun Park,0.4413,21.624,-16.1241,7.9052
2024,0,63343,Aldrich Potgieter,0.4406,17.6224,-3.4916,19.1166
2024,0,56555,Myles Creighton,0.4386,18.8601,-6.6845,15.1615
2024,0,28697,Gaganjeet Bhullar,0.419,16.7587,-14.1485,4.1818
2024,0,26328,Shaun Norris,0.4186,21.7685,-10.439,15.7661
2024,0,32775,Shugo Imahira,0.41,20.4979,-19.999,7.877
2024,0,65408,Barend Botha,0.4096,16.3843,0.0,16.3843
2024,0,27747,Hiroshi Iwata,0.4079,21.2107,-16.311,12.1455
2024,0,29289,S.Y. Noh,0.4058,19.8837,-6.2606,16.7007
2024,0,57737,Jayden Schaper,0.4033,20.9726,-10.7554,9.9299
2024,0,46368,Stuart Macdonald,0.3987,15.9482,-5.2407,11.556
2024,0,59629,Ryan van Velzen,0.395,20.5415,-7.9898,14.6247
2024,0,56266,Deon Germishuys,0.3827,19.898,-11.0351,13.8165
2024,0,47239,Phachara Khongwatmai,0.3784,15.1353,-12.1881,3.751
2024,0,39262,Alvaro Ortiz,0.3758,17.6608,-3.9608,14.6132
2024,0,35225,Brandon Stone,0.3742,19.4598,-8.5514,14.9212
2024,0,46270,Takashi Ogiso,0.3737,17.9353,-6.328,12.5177
2024,0,25883,Kyung Nam Kang,0.3736,14.9449,-7.5224,7.2332
2024,0,32058,José de Jesús Rodríguez,0.3721,14.8826,-7.3335,13.1162
2024,0,57321,Matthew Anderson,0.3711,14.8459,-1.1567,14.3959
2024,0,24461,Thomas Aiken,0.3678,16.5517,-4.5492,11.6993
2024,0,57688,Casey Jarvis,0.3668,19.0741,-13.9965,9.9704
2024,0,29334,Jaco Ahlers,0.3662,17.9425,-13.6051,8.6525
2024,0,29939,Fabrizio Zanotti,0.3629,17.0554,-14.2633,7.9185
2024,0,56272,Wilco Nienaber,0.3545,18.4353,-10.1049,10.8195
2024,0,35296,Haotong Li,0.3476,14.599,-11.9706,15.8272
2024,0,37338,Zecheng Dou,0.3445,17.9152,-19.4369,7.5568
2024,0,31681,Louis de Jager,0.3427,17.8209,-14.8125,7.1884
2024,0,48018,Sadom Kaewkanjana,0.3412,13.6491,-16.6578,6.6364
2024,0,37446,Jacques Kruyswijk,0.3395,15.6187,-9.0554,6.6681
2024,0,35490,Wil Bateman,0.3363,15.4717,-10.3026,12.778
2024,0,37380,Curtis Luck,0.3332,13.3281,-8.3014,1.8101
2024,0,32815,Masahiro Kawamura,0.3302,16.5093,-13.5252,10.657
2024,0,66583,Taisei Shimizu,0.3203,16.0173,-9.1247,10.4579
2024,0,36529,Seung-taek Lee,0.3125,14.3739,-4.5195,8.4684
2024,0,58065,Denwit David Boriboonsub,0.31,14.2583,-7.6886,7.0109
2024,0,35778,Kazuki Higa,0.3088,16.0572,-19.5847,6.3684
2024,0,33023,Ockie Strydom,0.3069,15.96,-18.9537,8.5534
2024,0,35261,Miguel Tabuena,0.3048,12.1915,-6.8551,4.3499
2024,0,39958,Jeunghun Wang,0.3047,12.1894,-7.0902,8.6983
2024,0,20721,Darren Fichardt,0.3046,15.8367,-9.4291,3.9195
2024,0,55892,Étienne Papineau,0.3022,12.0872,-4.5916,8.9833
2024,0,36735,Jorge Fernández Valdés,0.2997,11.9899,-8.9407,2.3883
2024,0,46879,Naoyuki Kataoka,0.2961,15.3976,-10.2334,8.8003
2024,0,34541,Poom Saksansin,0.2956,13.3027,-8.7976,3.0824
2024,0,31577,Tano Goya,0.2951,15.3462,-9.0184,9.2946
2024,0,35230,Nelson Ledesma,0.2937,14.6847,-6.5049,11.3764
2024,0,35376,Roberto Díaz,0.2911,15.1366,-7.4061,8.4061
2024,0,29930,Mike Hendry,0.2899,11.8879,-5.5613,8.6288
2024,0,54299,Taichi Kho,0.2895,11.5783,-6.4443,4.0449
2024,0,28521,Ryutaro Nagano,0.2895,13.3162,-11.0612,1.2415
2024,0,34656,Mikumu Horikawa,0.2824,14.6825,-17.2749,5.6684
2024,0,32618,Rhein Gibson,0.2771,14.4066,-7.8729,8.0594
2024,0,31016,Tomoharu Otsuki,0.2751,14.3036,-19.6005,3.7009
2024,0,31569,Jason Scrivener,0.2682,13.9445,-15.0301,4.715
2024,0,54621,Kazuma Kobori,0.255,10.2007,-3.2786,11.1501
2024,0,34697,Yi Cao,0.2534,10.1363,-3.6896,5.5521
2024,0,46724,Jeong Woo Ham,0.2479,12.1447,-8.7972,3.9075
2024,0,39067,MJ Daffue,0.247,12.8435,-18.2041,4.2342
2024,0,28679,Fabián Gómez,0.2469,12.5937,-9.2733,5.0516
2024,0,35181,Daniel van Tonder,0.2424,12.6047,-8.7686,8.8763
2024,0,59567,Emilio Gonzalez,0.2361,9.4422,-1.6712,9.0547
2024,0,32816,Satoshi Kodaira,0.2315,12.038,-11.6308,3.9566
2024,0,28259,Sangmoon Bae,0.2274,9.0977,-3.7727,5.4738
2024,0,59108,Harry Hillier,0.2245,8.9788,-1.2592,8.1179
2024,0,55930,Fred Biondi,0.2226,8.9052,-2.3445,7.0148
2024,0,47079,Harrison Endycott,0.2197,11.422,-13.5095,6.6641
2024,0,35752,Mikiya Akutsu,0.2178,11.3247,-6.1103,6.4095
2024,0,47842,Hanbyeol Kim,0.2153,8.6123,-4.4624,4.675
2024,0,51336,Maverick Antcliff,0.2098,8.6038,-3.8657,7.6687
2024,0,33870,Ashun Wu,0.2096,10.9012,-11.1662,7.2013
2024,0,35087,Bio Kim,0.2043,10.6216,-14.8958,3.9762
2024,0,23802,Brad Kennedy,0.2014,8.6622,-13.3478,2.7083
2024,0,60386,Sudarshan Yellamaraju,0.2005,8.0181,-2.5173,6.4694
2024,0,23063,Scott Hend,0.195,8.5794,-5.3178,6.3203
2024,0,35110,Brett Drewitt,0.1948,9.7407,-8.2015,3.1592
2024,0,49481,Tae Hee Lee,0.1935,10.0595,-7.9514,4.3981
2024,0,56003,Yongjun Bae,0.1906,9.909,-10.2116,3.0824
2024,0,59743,Aguri Iwasaki,0.1868,9.7132,-13.0172,2.7851
2024,0,33115,Jinho Choi,0.1861,8.3742,-5.3916,4.4762
2024,0,32776,Yeongsu Kim,0.1854,9.6431,-8.2866,6.036
2024,0,50286,A.J. Ewart,0.1804,7.2151,-0.2205,6.925
2024,0,35930,Deyen Lawson,0.1798,7.7317,-4.1864,4.8362
2024,0,46837,Yuxin Lin,0.1789,7.1544,-1.7638,5.6957
2024,0,30191,Julián Etulain,0.1757,7.0284,-2.8192,5.0634
2024,0,63371,Chanmin Jung,0.1745,7.6786,-5.9617,1.1417
2024,0,35201,Benjamin Follett-Smith,0.174,9.049,-7.0014,5.9467
2024,0,45985,Jacobus Prinsloo,0.1675,8.7085,-9.5821,4.217
2024,0,58652,Sam Jones,0.1657,6.6288,-0.561,5.8784
2024,0,51441,KK Limbhasut,0.1549,6.1979,-1.3744,6.4932
2024,0,47081,Daniel Gale,0.1538,6.152,-3.0571,5.8313
2024,0,45396,Tomoyasu Sugiyama,0.1512,7.1078,-4.5015,3.6087
2024,0,33605,Gunn Charoenkul,0.1509,7.2418,-7.4759,3.6296
2024,0,47238,Jazz Janewattananond,0.1509,7.848,-12.8037,2.0567
2024,0,27140,Justin Walters,0.1493,7.6154,-9.1298,3.7359
2024,0,54871,Grant Booth,0.1478,5.9102,-0.0392,5.8618
2024,0,35133,Bryce Easton,0.1471,7.6482,-6.0893,3.4891
2024,0,52583,Sanghun Shin,0.1459,5.8345,-6.7329,0.0
2024,0,36724,Augusto Núñez,0.1448,6.951,-11.8384,3.6525
2024,0,46930,Jaekyeong Lee,0.1435,5.7418,-5.9196,0.5089
2024,0,51366,Riki Kawamoto,0.1434,7.4584,-12.6739,2.4292
2024,0,35807,José Toledo,0.1394,5.5752,-4.092,2.7058
2024,0,50527,Jared du Toit,0.1389,5.5557,-1.7959,4.8592
2024,0,46798,Anthony Quayle,0.1375,6.8738,-11.4896,2.2331
2024,0,34300,Daijiro Izumida,0.1366,6.5572,-7.0733,2.29
2024,0,54480,Justin De Los Santos,0.1356,6.6438,-6.811,2.1655
2024,0,46955,Haydn Barron,0.1349,5.3955,-2.979,3.9047
2024,0,54278,Mateo Fernández de Oliveira,0.1331,5.3224,-0.5432,4.9888
2024,0,52956,Kyle Barker,0.1305,6.788,-4.6301,2.9915
2024,0,35986,Todd Sinnott,0.1297,5.5791,-6.2838,1.7719
2024,0,45477,Manu Gandas,0.1286,6.6853,-4.3914,5.0787
2024,0,27974,Sung Kang,0.1275,6.501,-4.4435,3.487
2024,0,35147,JJ Senekal,0.1246,6.4793,-6.7354,2.515
2024,0,24357,K.J. Choi,0.1242,4.9688,-0.5773,4.9638
2024,0,50673,Martin Rohwer,0.1237,6.4327,-3.4447,4.4209
2024,0,31670,Matthew Griffin,0.1184,4.7369,-2.4365,4.5517
2024,0,48933,Ryuichi Oiwa,0.1183,6.1528,-4.5355,4.6818
2024,0,54876,Chen Guxin,0.1172,6.0925,-5.3202,2.1309
2024,0,22056,Cameron Percy,0.1136,4.5456,-8.8498,0.0
2024,0,47805,Luis Gerardo Garza,0.1124,5.2811,-2.0425,3.1463
2024,0,52134,Runchanapong Youprayong,0.1055,4.2203,-1.0042,3.1919
2024,0,26904,Andrew Martin,0.1051,4.2048,-2.9005,3.1223
2024,0,36391,Ricardo Celia,0.1032,4.1265,-0.9585,3.385
2024,0,33082,Om Prakash Chouhan,0.1026,5.3366,-4.0299,0.9917
2024,0,54422,Christo Lamprecht,0.1025,4.1005,-0.462,3.3155
2024,0,58164,Kohei Okada,0.1018,4.0718,-0.9365,3.4706
2024,0,45519,Justin Warren,0.1001,4.0041,-1.9438,3.434
2024,0,31652,Tommy Cocha,0.0961,3.8422,-2.7455,3.1852
2024,0,31395,Yosuke Asaji,0.0945,4.8206,-4.0571,0.9348
2024,0,47154,Martin Contini,0.0942,4.0527,-3.5705,1.1914
2024,0,35113,Dimi Papadatos,0.0933,4.6655,-5.9023,0.3573
2024,0,57504,Sampson Zheng,0.09,3.5987,-0.1747,3.7734
2024,0,61534,Jeffrey Guan,0.0898,3.5936,-1.4503,2.076
2024,0,53140,Yuta Uetake,0.0877,4.2968,-5.2004,0.9359
2024,0,49117,Isidro Benitez,0.0873,3.4902,-2.6912,2.4851
2024,0,36327,Justin Quiban,0.0854,3.4176,-1.6403,2.2886
2024,0,45798,Zach Murray,0.0847,3.8127,-3.5244,1.0021
2024,0,45569,Marcos Montenegro,0.0826,3.3036,-1.9073,1.8196
2023,0,55182,Tom Kim,3.8939,198.5891,-149.653,160.5491
2023,0,28089,Jason Day,3.1494,125.9746,-70.6616,149.1578
2023,0,39971,Sungjae Im,2.6627,138.4619,-176.3438,128.638
2023,0,29936,Ryan Fox,2.6589,132.9438,-99.8144,106.2012
2023,0,37378,Min Woo Lee,2.3288,116.4414,-85.1465,118.0676
2023,0,39997,Corey Conners,2.2677,111.1168,-125.8134,110.3274
2023,0,31646,Emiliano Grillo,2.2384,116.399,-75.7264,116.3535
2023,0,45157,Cam Davis,2.019,104.9887,-79.4571,104.7401
2023,0,24502,Adam Scott,1.9746,90.8326,-95.4462,81.8834
2023,0,32839,Hideki Matsuyama,1.9478,85.7031,-162.7104,84.3458
2023,0,37455,Si Woo Kim,1.9463,101.2097,-95.2354,119.9895
2023,0,33399,Adam Hadwin,1.8774,86.3621,-73.4319,80.6043
2023,0,25493,Nick Taylor,1.796,91.5963,-55.8716,113.1283
2023,0,40115,Adam Svensson,1.5525,80.7291,-67.1874,65.3507
2023,0,33948,Byeong Hun An,1.5176,75.8781,-41.6851,79.7122
2023,0,35506,Mackenzie Hughes,1.4253,74.1179,-84.7613,56.5439
2023,0,39058,Lucas Herbert,1.3743,67.3388,-84.3472,70.5068
2023,1,51287,Ryo Hisatsune,1.2901,67.0876,-35.2811,60.976
2023,-1,32791,K.H. Lee,1.2805,66.5877,-101.7714,46.4103
2023,0,45523,Thriston Lawrence,1.2529,65.1484,-63.6188,47.6902
2023,0,40006,Erik van Rooyen,1.1875,59.374,-56.4706,62.3199
2023,0,49228,Keita Nakajima,1.1854,50.9737,-23.7858,52.7894
2023,0,47056,Rikuya Hoshino,1.1522,59.9163,-53.85,51.0325
2023,0,40250,Taylor Pendrith,1.0671,48.0206,-47.1367,37.9644
2023,0,45522,Christiaan Bezuidenhout,1.0664,55.4523,-72.0516,46.8133
2023,0,38991,Alejandro Tosti,1.0516,42.0657,-13.5026,46.9695
2023,0,47888,Taiga Semikawa,1.0168,42.7049,-17.8283,37.9246
2023,0,47917,Takumi Kanaya,0.9773,49.8438,-52.411,54.0766
2023,0,50188,S.H. Kim,0.9024,46.9227,-45.5088,44.3579
2023,0,49813,Daniel Hillier,0.8605,44.7438,-31.8938,44.4385
2023,0,37447,Zander Lombard,0.8562,44.5235,-29.6074,47.3667
2023,0,51696,Rico Hoey,0.8161,32.6436,-9.2219,41.8656
2023,0,27770,Camilo Villegas,0.7953,41.3539,-9.4754,40.3963
2023,0,39327,Ben Silverman,0.7556,30.2247,-12.0778,38.626
2023,0,29908,C.T. Pan,0.6863,27.451,-37.2913,27.3758
2023,0,54421,Garrick Higgo,0.6782,35.2672,-48.6633,34.2479
2023,1,30852,Ryo Ishikawa,0.662,31.1137,-21.3387,25.4385
2023,-1,55454,Carl Yuan,0.6615,33.7347,-38.7544,23.9819
2023,0,39113,Shubhankar Sharma,0.6488,33.7392,-37.8805,33.8256
2023,0,28697,Gaganjeet Bhullar,0.6363,26.7254,-15.9804,19.8733
2023,0,32775,Shugo Imahira,0.6273,32.6198,-46.4835,23.7098
2023,0,31273,Gavin Green,0.6234,32.416,-25.9436,24.4552
2023,0,32797,Sanghyun Park,0.609,29.8429,-27.1655,26.8041
2023,0,36521,Young-han Song,0.5966,31.0248,-9.1221,31.5368
2023,1,31016,Tomoharu Otsuki,0.5808,30.2032,-40.9974,18.2263
2023,-1,48018,Sadom Kaewkanjana,0.5773,23.6706,-47.0556,19.8265
2023,0,37338,Zecheng Dou,0.573,29.7953,-33.6766,22.3453
2023,0,35778,Kazuki Higa,0.563,29.2735,-69.0577,17.1839
2023,0,22371,Aaron Baddeley,0.5394,26.4308,-15.6229,28.6473
2023,0,33921,Ben Campbell,0.5361,21.4432,-10.9258,21.2379
2023,0,45242,Kevin Yu,0.5217,25.0405,-29.0576,18.5092
2023,0,29939,Fabrizio Zanotti,0.52,23.4002,-24.0282,18.3637
2023,1,49120,Kensei Hirata,0.5195,26.4967,-6.8558,26.9371
2023,-1,39067,MJ Daffue,0.5156,26.8134,-32.8166,19.8135
2023,0,33023,Ockie Strydom,0.5069,26.3603,-29.8116,21.2847
2023,0,34656,Mikumu Horikawa,0.5056,26.2889,-39.8839,13.8816
2023,0,28521,Ryutaro Nagano,0.503,23.136,-18.2242,22.6916
2023,0,31569,Jason Scrivener,0.4951,24.2596,-27.3663,17.0028
2023,1,31681,Louis de Jager,0.4893,25.445,-30.3838,20.4683
2023,-1,27747,Hiroshi Iwata,0.488,25.3763,-35.9109,18.3919
2023,0,37380,Curtis Luck,0.4834,19.8194,-4.647,21.163
2023,0,48632,Yuto Katsuragawa,0.4728,24.5863,-39.8186,12.292
2023,0,39859,Cristobal Del Solar,0.468,18.7203,-13.1926,16.3337
2023,1,36735,Jorge Fernández Valdés,0.4636,18.5424,-11.3073,22.012
2023,-1,35557,Aaron Cockerill,0.4611,23.9747,-22.382,22.7386
2023,0,29334,Jaco Ahlers,0.4489,22.8951,-27.2834,18.9437
2023,1,57737,Jayden Schaper,0.4192,21.798,-13.3302,19.8994
2023,2,33486,Roger Sloan,0.4148,20.3233,-17.2255,22.5548
2023,-2,35087,Bio Kim,0.4143,21.5413,-43.8158,14.6229
2023,1,31109,Richard Lee,0.4109,21.3658,-16.1504,19.0171
2023,-2,23802,Brad Kennedy,0.4107,19.3018,-33.1282,8.9043
2023,1,34541,Poom Saksansin,0.3881,19.0179,-4.7503,17.7296
2023,-1,32815,Masahiro Kawamura,0.3875,19.3775,-29.3463,17.2078
2023,0,59743,Aguri Iwasaki,0.3836,19.9453,-19.3837,9.1219
2023,0,47102,David Micheluzzi,0.3795,15.1806,-11.0584,14.5409
2023,0,32816,Satoshi Kodaira,0.3791,19.7122,-23.7624,13.491
2023,0,25883,Kyung Nam Kang,0.3716,15.2341,-11.2134,15.5567
2023,0,46724,Jeong Woo Ham,0.3703,17.0344,-14.8918,14.4417
2023,0,35261,Miguel Tabuena,0.3674,14.6967,-3.8307,17.3463
2023,0,47238,Jazz Janewattananond,0.3576,18.595,-32.6484,15.389
2023,0,47079,Harrison Endycott,0.3513,18.2675,-20.5906,12.9573
2023,1,54299,Taichi Kho,0.3494,13.9777,-3.4694,15.7167
2023,-1,56003,Yongjun Bae,0.3477,17.0382,-14.1555,13.5576
2023,1,56272,Wilco Nienaber,0.3408,17.7207,-21.9107,15.976
2023,-1,51366,Riki Kawamoto,0.3404,17.703,-19.7432,7.7453
2023,0,51349,Nico Echavarria,0.3356,17.4498,-18.5617,18.103
2023,0,22056,Cameron Percy,0.3349,13.3954,-17.4867,11.0631
2023,1,56266,Deon Germishuys,0.3292,17.1165,-30.4725,15.7609
2023,1,35490,Wil Bateman,0.3249,12.9963,-11.7826,11.2346
2023,-2,28937,George Coetzee,0.3246,12.9821,-28.9253,3.1156
2023,1,46879,Naoyuki Kataoka,0.3237,16.8307,-29.7583,11.4331
2023,1,28679,Fabián Gómez,0.3234,16.8153,-10.2493,15.6634
2023,-2,55623,Kaito Onishi,0.3226,16.7758,-32.3043,8.3817
2023,0,26328,Shaun Norris,0.3162,16.4414,-50.6067,12.9055
2023,1,63371,Chanmin Jung,0.3125,12.4986,-4.4489,12.852
2023,-1,46798,Anthony Quayle,0.3102,16.1303,-28.4297,9.4273
2023,1,52583,Sanghun Shin,0.2992,12.5673,-11.3149,10.1966
2023,-1,33870,Ashun Wu,0.2973,14.866,-29.8708,10.2079
2023,0,29970,Dylan Frittelli,0.2966,15.4228,-39.8232,11.1909
2023,0,36724,Augusto Núñez,0.2911,15.1368,-21.3309,10.5574
2023,0,31577,Tano Goya,0.2898,15.0699,-9.6943,15.2623
2023,0,49154,Taisei Shimizu,0.2879,14.6841,-14.2893,9.6074
2023,2,32618,Rhein Gibson,0.2844,14.2201,-7.4492,20.6918
2023,0,35110,Brett Drewitt,0.2843,14.783,-11.1345,21.2148
2023,-2,27064,Jhonattan Vegas,0.2819,11.2767,-44.9082,10.0639
2023,0,30978,Kiradech Aphibarnrat,0.2812,14.6198,-25.3321,12.0716
2023,0,46930,Jaekyeong Lee,0.2788,11.1525,-9.7702,11.1803
2023,0,35376,Roberto Díaz,0.2772,14.1367,-7.8204,15.6359
2023,0,39958,Jeunghun Wang,0.2645,10.5813,-6.0879,12.8337
2023,1,49481,Tae Hee Lee,0.2618,13.6128,-11.436,11.4496
2023,1,56555,Myles Creighton,0.2596,10.3831,-5.3943,9.7693
2023,-2,35296,Haotong Li,0.2558,10.7424,-30.3451,0.9978
2023,1,35225,Brandon Stone,0.2517,13.09,-18.6427,13.0141
2023,-1,27140,Justin Walters,0.2502,13.0093,-20.9694,9.0301
2023,1,46368,Stuart Macdonald,0.2408,9.6329,-7.1105,10.7001
2023,1,35181,Daniel van Tonder,0.2403,12.497,-33.5752,10.4543
2023,-2,54480,Justin De Los Santos,0.2402,11.2893,-12.0183,7.3954
2023,0,34300,Daijiro Izumida,0.2363,11.3405,-10.0071,7.1239
2023,1,24461,Thomas Aiken,0.235,9.4016,-3.6955,9.9608
2023,-2,35986,Todd Sinnott,0.2347,10.0911,-13.8382,7.1179
2023,0,32776,Yeongsu Kim,0.2287,11.8937,-13.7622,7.9685
2023,0,35230,Nelson Ledesma,0.223,9.8132,-9.232,7.9618
2023,1,33605,Gunn Charoenkul,0.2174,11.088,-9.9868,9.8326
2023,-1,32058,José de Jesús Rodríguez,0.2167,9.0999,-11.2301,6.8081
2023,0,49022,Yoseop Seo,0.2112,10.9818,-22.841,5.949
2023,0,33115,Jinho Choi,0.2111,9.2896,-5.5352,6.6533
2023,1,47842,Hanbyeol Kim,0.21,8.3997,-10.7535,6.4922
2023,-1,29289,S.Y. Noh,0.2099,9.4435,-6.7751,7.8068
2023,0,34697,Yi Cao,0.2068,8.2738,-1.0695,8.4086
2023,1,35133,Bryce Easton,0.1971,10.2485,-15.6825,7.9903
2023,-1,35113,Dimi Papadatos,0.1964,10.2105,-17.0844,10.9244
2023,0,55892,Étienne Papineau,0.1924,7.6955,-2.7656,7.4793
2023,0,32662,Michael Gligic,0.1873,9.7421,-17.7708,3.0022
2023,0,28259,Sangmoon Bae,0.1849,7.3966,-3.9973,7.8909
2023,0,35807,José Toledo,0.174,6.9614,-5.7361,6.4409
2023,0,53140,Yuta Uetake,0.1712,8.5613,-16.4977,5.9717
2023,0,45396,Tomoyasu Sugiyama,0.1667,8.0006,-16.71,5.3056
2023,0,52956,Kyle Barker,0.1621,8.4266,-4.8397,8.3497
2023,0,35930,Deyen Lawson,0.161,7.082,-5.9309,6.2617
2023,0,39262,Alvaro Ortiz,0.1593,7.0083,-2.813,7.4288
2023,1,31395,Yosuke Asaji,0.1527,7.9429,-18.4081,7.9417
2023,-1,27974,Sung Kang,0.1522,7.4574,-10.4378,7.9632
2023,0,23063,Scott Hend,0.1457,7.5769,-8.3798,4.995
2023,0,51379,John Lyras,0.1433,5.731,-6.7172,5.9578
2023,0,54288,Harrison Crowe,0.1326,5.3057,-10.6973,2.6671
2023,0,45798,Zach Murray,0.1242,6.335,-6.2508,6.6221
2023,0,47154,Martin Contini,0.1237,6.4318,-6.285,6.2808
2023,0,45477,Manu Gandas,0.12,5.9981,-9.8766,3.7061
2023,0,30191,Julián Etulain,0.1167,4.7842,-3.8358,5.0066
2023,0,48933,Ryuichi Oiwa,0.1155,6.0065,-17.5323,1.7238
2023,0,46955,Haydn Barron,0.1117,4.4697,-3.5909,2.8299
2023,1,55930,Fred Biondi,0.1059,4.2349,-0.1057,4.3406
2023,-1,50673,Martin Rohwer,0.1049,5.4565,-9.5843,4.7641
2023,1,59811,Kazuki Yasumori,0.1035,4.1407,-0.9387,4.9477
2023,-2,39185,Jake McLeod,0.1029,4.117,-6.0195,3.0141
2023,0,60386,Sudarshan Yellamaraju,0.1016,4.066,-2.1071,3.282
2023,0,47806,Raul Pereda,0.1,3.999,-4.3562,3.0936
2023,0,49117,Isidro Benitez,0.0924,3.6963,-4.0621,3.1159
2023,0,51336,Maverick Antcliff,0.0923,4.8008,-8.7629,2.6686
2023,0,53914,Connor McKinney,0.0922,3.6895,-1.4597,3.3827
2023,0,60111,Charlie Hillier,0.0915,3.6599,-1.5323,4.5758
2023,0,49533,James Hart du Preez,0.0905,3.6182,-3.6332,3.2468
2023,1,31652,Tommy Cocha,0.0851,3.4025,-5.5518,1.8109
2023,1,45569,Marcos Montenegro,0.0848,3.3914,-2.777,4.1233
2023,-2,47081,Daniel Gale,0.0844,3.3778,-8.1068,2.8693
2018,0,32839,Hideki Matsuyama,906000.0,0.0,0.0,0.0
2018,0,35891,Cameron Smith,803610.0,0.0,0.0,0.0
