YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
2011,0,32640,Troy Merritt,0.03,2,63
2011,0,22046,Geoff Ogilvy,0.03,2,66
2011,0,24361,Pat Perez,0.03,2,76
2011,0,28486,Michael Putnam,0.03,2,67
2011,0,25562,Andres Romero,0.03,2,77
2011,0,6567,Vijay Singh,0.03,2,79
2011,0,26679,Kevin Stadler,0.03,3,88
2011,0,21407,Arjun Atwal,0.02,2,91
2011,0,33141,Keegan Bradley,0.02,2,91
2011,0,12510,Chad Campbell,0.02,2,99
2011,0,21753,Brian Davis,0.02,2,105
2011,0,21805,Harrison Frazar,0.02,1,58
2011,0,30750,Tommy Gainey,0.02,2,104
2011,0,24358,Robert Garrigus,0.02,2,83
2011,0,8725,Tom Gillis,0.02,1,55
2011,0,28679,Fabián Gómez,0.02,2,84
2011,0,26758,David Hearn,0.02,2,88
2011,0,1577,Lee Janzen,0.02,1,62
2011,0,6573,Brandt Jobe,0.02,2,100
2011,0,27797,Derek Lamely,0.02,1,65
2011,0,26851,Marc Leishman,0.02,2,87
2011,0,31401,Zack Miller,0.02,2,86
2011,0,28475,Jeff Overton,0.02,2,91
2011,0,32876,Martin Piller,0.02,1,63
2011,0,26476,Chez Reavie,0.02,2,92
2011,0,23621,Rory Sabbatini,0.02,2,85
2011,0,24502,Adam Scott,0.02,1,59
2011,0,29518,Brendan Steele,0.02,2,89
2011,0,27214,Kevin Streelman,0.02,2,90
2011,0,34072,Will Strickler,0.02,1,51
2011,0,27064,Jhonattan Vegas,0.02,2,84
2011,0,26951,Johnson Wagner,0.02,2,81
2011,0,12602,Dean Wilson,0.02,1,62
2011,0,21878,Mark Wilson,0.02,2,87
2011,0,29910,Blake Adams,0.01,1,116
2011,0,6004,Stephen Ames,0.01,1,69
2011,0,22371,Aaron Baddeley,0.01,1,77
2011,0,20070,Matt Bettencourt,0.01,1,84
2011,0,34255,Joseph Bramlett,0.01,1,73
2011,0,24290,D.J. Brigman,0.01,1,67
2011,0,23673,Michael Connell,0.01,1,76
2011,0,28089,Jason Day,0.01,1,73
2011,0,6251,Chris DiMarco,0.01,1,93
2011,0,32102,Rickie Fowler,0.01,1,81
2011,0,24604,Hunter Haas,0.01,1,96
2011,0,12716,Charley Hoffman,0.01,1,92
2011,0,21350,Ryuji Imada,0.01,1,83
2011,0,21731,Freddie Jacobson,0.01,1,92
2011,0,26300,Matt Jones,0.01,1,71
2011,0,8075,Jerry Kelly,0.01,1,85
2011,0,35087,Bio Kim,0.01,1,71
2011,0,30926,Chris Kirk,0.01,1,87
2011,0,23108,Matt Kuchar,0.01,1,88
2011,0,27936,Martin Laird,0.01,1,76
2011,0,10860,Justin Leonard,0.01,1,82
2011,0,33413,Ben Martin,0.01,1,74
2011,0,1810,Phil Mickelson,0.01,1,77
2011,0,24140,Sean O'Hair,0.01,1,70
2011,0,22348,Nick O'Hern,0.01,1,89
2011,0,20572,Rod Pampling,0.01,1,72
2011,0,25240,D.A. Points,0.01,1,89
2011,0,30946,Alex Prugh,0.01,1,82
2011,0,22913,John Rollins,0.01,1,85
2011,0,20645,John Senden,0.01,1,94
2011,0,30692,Scott Stallings,0.01,1,84
2011,0,8375,Paul Stankowski,0.01,1,78
2011,0,30110,Kyle Stanley,0.01,1,98
2011,0,6527,Steve Stricker,0.01,1,69
2011,0,26287,Roland Thatcher,0.01,1,67
2011,0,2206,David Toms,0.01,1,78
2011,0,33419,Cameron Tringale,0.01,1,110
2011,0,23623,Bo Van Pelt,0.01,1,90
2011,0,20160,Charlie Wi,0.01,1,83
2011,0,20436,Garrett Willis,0.01,1,71
2010,0,21949,Joe Ogilvie,0.07,7,99
2010,0,1249,John Daly,0.05,3,63
2010,0,25686,Jason Dufner,0.05,4,87
2010,0,9011,David Duval,0.04,3,71
2010,0,24912,Will MacKenzie,0.04,3,72
2010,0,27302,Garth Mulroy,0.04,2,53
2010,0,1948,Tim Petrovic,0.04,4,105
2010,0,23307,Roger Tambellini,0.04,3,77
2010,0,12652,Cameron Beckman,0.03,2,68
2010,0,20229,Stewart Cink,0.03,2,80
2010,0,23409,James Driscoll,0.03,2,78
2010,0,1320,Bob Estes,0.03,2,79
2010,0,28307,Matt Every,0.03,2,60
2010,0,28500,Martin Flores,0.03,2,75
2010,0,23718,Nathan Green,0.03,3,86
2010,0,20378,Mathias Grönberg,0.03,2,61
2010,0,12782,Tim Herron,0.03,2,79
2010,0,23548,Bill Lunde,0.03,2,79
2010,0,27613,David Lutterus,0.03,2,69
2010,0,1724,Jeff Maggert,0.03,2,76
2010,0,27060,John Mallinger,0.03,2,78
2010,0,26596,Ryan Moore,0.03,2,79
2010,0,26301,James Nitties,0.03,3,92
2010,0,20691,Greg Owen,0.03,2,69
2010,0,24502,Adam Scott,0.03,2,68
2010,0,23623,Bo Van Pelt,0.03,3,104
2010,0,27095,Nick Watney,0.03,3,88
2010,0,24663,Y.E. Yang,0.03,2,70
2010,0,22371,Aaron Baddeley,0.02,2,94
2010,0,20070,Matt Bettencourt,0.02,2,91
2010,0,1161,Mark Calcavecchia,0.02,1,50
2010,0,12510,Chad Campbell,0.02,2,93
2010,0,21753,Brian Davis,0.02,2,101
2010,0,27436,Graham DeLaet,0.02,2,88
2010,0,29285,Brent Delahoussaye,0.02,1,57
2010,0,32102,Rickie Fowler,0.02,2,98
2010,0,20105,Jeff Gove,0.02,1,57
2010,0,27141,J.B. Holmes,0.02,2,100
2010,0,22378,Trevor Immelman,0.02,1,55
2010,0,24024,Zach Johnson,0.02,2,91
2010,0,26695,Michael Letzig,0.02,2,84
2010,0,26881,Jarrod Lyle,0.02,1,54
2010,0,24781,Hunter Mahan,0.02,2,84
2010,0,28237,Rory McIlroy,0.02,1,52
2010,0,24140,Sean O'Hair,0.02,2,82
2010,0,22046,Geoff Ogilvy,0.02,1,60
2010,0,20663,Brenden Pappas,0.02,1,66
2010,0,7749,Brett Quigley,0.02,2,96
2010,0,22293,Heath Slocum,0.02,2,97
2010,0,27330,Josh Teater,0.02,2,101
2010,0,23788,D.J. Trahan,0.02,2,92
2010,0,12755,Vance Veazey,0.02,1,58
2010,0,10423,Mike Weir,0.02,1,57
2010,0,6004,Stephen Ames,0.01,1,74
2010,0,20098,Stuart Appleby,0.01,1,101
2010,0,7867,Woody Austin,0.01,1,93
2010,0,24846,Ricky Barnes,0.01,1,103
2010,0,23673,Michael Connell,0.01,1,89
2010,0,10809,Jim Furyk,0.01,1,74
2010,0,8725,Tom Gillis,0.01,1,97
2010,0,6643,Paul Goydos,0.01,1,78
2010,0,8537,J.P. Hayes,0.01,1,79
2010,0,21350,Ryuji Imada,0.01,1,90
2010,0,21731,Freddie Jacobson,0.01,1,83
2010,0,30925,Dustin Johnson,0.01,1,82
2010,0,26420,Richard Johnson,0.01,1,90
2010,0,1706,Davis Love III,0.01,1,79
2010,0,1766,Billy Mayfair,0.01,1,78
2010,0,1810,Phil Mickelson,0.01,1,76
2010,0,25396,Kevin Na,0.01,1,93
2010,0,22405,Justin Rose,0.01,1,78
2010,0,23621,Rory Sabbatini,0.01,1,78
2010,0,29221,Webb Simpson,0.01,1,98
2010,0,27214,Kevin Streelman,0.01,1,90
2010,0,27963,Chris Stroud,0.01,1,90
2010,0,6595,Kevin Sutherland,0.01,1,86
2010,0,23325,Vaughn Taylor,0.01,1,87
2010,0,26287,Roland Thatcher,0.01,1,72
2010,0,28780,Nicholas Thompson,0.01,1,88
2010,0,12714,Chris Tidland,0.01,1,77
2010,0,27770,Camilo Villegas,0.01,1,72
2010,0,26951,Johnson Wagner,0.01,1,85
2010,0,26289,Boo Weekley,0.01,1,88
2010,0,25892,Steve Wheatcroft,0.01,1,74
2010,0,20160,Charlie Wi,0.01,1,95
2010,0,10425,Jay Williamson,0.01,1,76
2010,0,20436,Garrett Willis,0.01,1,82
2009,0,2214,Kirk Triplett,0.1,6,60
2009,0,22371,Aaron Baddeley,0.05,3,65
2009,0,6643,Paul Goydos,0.05,4,79
2009,0,23048,Eric Axley,0.04,3,71
2009,0,1226,Fred Couples,0.04,2,54
2009,0,9011,David Duval,0.04,2,56
2009,0,6012,Greg Kraft,0.04,2,51
2009,0,1677,Tom Lehman,0.04,2,55
2009,0,22348,Nick O'Hern,0.04,4,90
2009,0,27683,Leif Olson,0.04,2,51
2009,0,6539,Rick Price,0.04,2,54
2009,0,24502,Adam Scott,0.04,2,52
2009,0,20645,John Senden,0.04,4,100
2009,0,30927,Brendon Todd,0.04,2,53
2009,0,26289,Boo Weekley,0.04,3,77
2009,0,1161,Mark Calcavecchia,0.03,2,72
2009,0,22621,Ben Curtis,0.03,2,62
2009,0,8931,Glen Day,0.03,2,79
2009,0,20766,Padraig Harrington,0.03,2,65
2009,0,27936,Martin Laird,0.03,2,72
2009,0,24912,Will MacKenzie,0.03,2,69
2009,0,1810,Phil Mickelson,0.03,2,63
2009,0,20691,Greg Owen,0.03,3,97
2009,0,25345,Carl Pettersson,0.03,3,86
2009,0,25190,Jeff Quinney,0.03,2,78
2009,0,23621,Rory Sabbatini,0.03,2,80
2009,0,23325,Vaughn Taylor,0.03,3,88
2009,0,26497,Casey Wittenberg,0.03,2,71
2009,0,20498,Briny Baird,0.02,2,89
2009,0,20070,Matt Bettencourt,0.02,2,98
2009,0,28087,Kris Blanks,0.02,1,60
2009,0,1142,Bart Bryant,0.02,1,58
2009,0,28089,Jason Day,0.02,1,61
2009,0,6251,Chris DiMarco,0.02,2,97
2009,0,31416,Derek Fathauer,0.02,1,63
2009,0,21209,Sergio Garcia,0.02,1,58
2009,0,25900,Lucas Glover,0.02,2,93
2009,0,30925,Dustin Johnson,0.02,2,84
2009,0,1707,Steve Lowery,0.02,2,83
2009,0,1766,Billy Mayfair,0.02,2,83
2009,0,24138,Ian Poulter,0.02,1,56
2009,0,29221,Webb Simpson,0.02,2,94
2009,0,27649,Brandt Snedeker,0.02,2,81
2009,0,26679,Kevin Stadler,0.02,1,65
2009,0,28780,Nicholas Thompson,0.02,2,96
2009,0,23788,D.J. Trahan,0.02,2,96
2009,0,27095,Nick Watney,0.02,2,86
2009,0,26498,Matt Weibring,0.02,1,65
2009,0,21878,Mark Wilson,0.02,2,99
2009,0,31323,Gary Woodland,0.02,1,53
2009,0,23778,Brad Adamonis,0.01,1,70
2009,0,6197,Michael Allen,0.01,1,73
2009,0,24846,Ricky Barnes,0.01,1,67
2009,0,12652,Cameron Beckman,0.01,1,87
2009,0,24925,Jonathan Byrd,0.01,1,89
2009,0,20850,Daniel Chopra,0.01,1,89
2009,0,23135,Tim Clark,0.01,1,78
2009,0,23541,Ben Crane,0.01,1,93
2009,0,21753,Brian Davis,0.01,1,103
2009,0,20104,Ken Duke,0.01,1,87
2009,0,7457,Steve Flesch,0.01,1,77
2009,0,22892,Jason Gore,0.01,1,74
2009,0,23718,Nathan Green,0.01,1,104
2009,0,24924,Bill Haas,0.01,1,91
2009,0,1473,Todd Hamilton,0.01,1,83
2009,0,12782,Tim Herron,0.01,1,87
2009,0,27141,J.B. Holmes,0.01,1,74
2009,0,21350,Ryuji Imada,0.01,1,85
2009,0,26420,Richard Johnson,0.01,1,85
2009,0,24024,Zach Johnson,0.01,1,92
2009,0,10733,Kent Jones,0.01,1,73
2009,0,8075,Jerry Kelly,0.01,1,90
2009,0,12705,Cliff Kresge,0.01,1,78
2009,0,23108,Matt Kuchar,0.01,1,82
2009,0,26851,Marc Leishman,0.01,1,91
2009,0,26695,Michael Letzig,0.01,1,96
2009,0,24781,Hunter Mahan,0.01,1,92
2009,0,22961,David Mathis,0.01,1,82
2009,0,27120,Troy Matteson,0.01,1,95
2009,0,10585,Scott McCarron,0.01,1,91
2009,0,24490,George McNeill,0.01,1,82
2009,0,27933,John Merrick,0.01,1,91
2009,0,25396,Kevin Na,0.01,1,91
2009,0,24361,Pat Perez,0.01,1,72
2009,0,25818,Scott Piercy,0.01,1,85
2009,0,25240,D.A. Points,0.01,1,99
2009,0,28620,Aron Price,0.01,1,89
2009,0,21959,Ted Purdy,0.01,1,101
2009,0,7749,Brett Quigley,0.01,1,92
2009,0,2239,Scott Verplank,0.01,1,88
2009,0,26951,Johnson Wagner,0.01,1,81
2009,0,12602,Dean Wilson,0.01,1,81
2009,0,24663,Y.E. Yang,0.01,1,83
2008,0,26679,Kevin Stadler,0.06,5,90
2008,0,21805,Harrison Frazar,0.05,4,73
2008,0,25364,Paul Casey,0.04,2,52
2008,0,1313,Steve Elkington,0.04,3,84
2008,0,24358,Robert Garrigus,0.04,4,90
2008,0,12680,Shigeki Maruyama,0.04,2,50
2008,0,23621,Rory Sabbatini,0.04,3,76
2008,0,6567,Vijay Singh,0.04,3,78
2008,0,10505,Shane Bertsch,0.03,3,96
2008,0,1161,Mark Calcavecchia,0.03,2,66
2008,0,21753,Brian Davis,0.03,3,108
2008,0,8931,Glen Day,0.03,2,64
2008,0,10875,Todd Demsey,0.03,2,80
2008,0,6621,Joe Durant,0.03,3,92
2008,0,7457,Steve Flesch,0.03,3,95
2008,0,30750,Tommy Gainey,0.03,2,60
2008,0,20378,Mathias Grönberg,0.03,3,87
2008,0,24912,Will MacKenzie,0.03,2,62
2008,0,1724,Jeff Maggert,0.03,3,86
2008,0,26476,Chez Reavie,0.03,3,102
2008,0,20160,Charlie Wi,0.03,3,97
2008,0,6197,Michael Allen,0.02,2,91
2008,0,10885,Robert Allenby,0.02,2,107
2008,0,20098,Stuart Appleby,0.02,2,84
2008,0,19803,Ryan Armour,0.02,2,87
2008,0,20498,Briny Baird,0.02,2,113
2008,0,24227,Justin Bolli,0.02,2,87
2008,0,20848,Ángel Cabrera,0.02,1,51
2008,0,12826,Paul Claxton,0.02,1,63
2008,0,20104,Ken Duke,0.02,2,116
2008,0,9011,David Duval,0.02,1,51
2008,0,6522,Ernie Els,0.02,1,50
2008,0,10809,Jim Furyk,0.02,2,94
2008,0,20766,Padraig Harrington,0.02,1,50
2008,0,6573,Brandt Jobe,0.02,1,52
2008,0,8075,Jerry Kelly,0.02,2,88
2008,0,12705,Cliff Kresge,0.02,2,84
2008,0,27613,David Lutterus,0.02,1,59
2008,0,24781,Hunter Mahan,0.02,2,85
2008,0,1766,Billy Mayfair,0.02,2,103
2008,0,27933,John Merrick,0.02,2,98
2008,0,25396,Kevin Na,0.02,2,97
2008,0,22046,Geoff Ogilvy,0.02,1,64
2008,0,24138,Ian Poulter,0.02,1,49
2008,0,22913,John Rollins,0.02,2,94
2008,0,24502,Adam Scott,0.02,1,49
2008,0,8845,Scott Sterling,0.02,2,89
2008,0,27963,Chris Stroud,0.02,2,81
2008,0,25804,Bubba Watson,0.02,2,97
2008,0,26289,Boo Weekley,0.02,2,83
2008,0,12602,Dean Wilson,0.02,2,109
2008,0,23778,Brad Adamonis,0.01,1,87
2008,0,1024,Billy Andrade,0.01,1,71
2008,0,7867,Woody Austin,0.01,1,105
2008,0,23048,Eric Axley,0.01,1,113
2008,0,12652,Cameron Beckman,0.01,1,87
2008,0,23614,Rich Beem,0.01,1,90
2008,0,20472,Alex Cejka,0.01,1,75
2008,0,20850,Daniel Chopra,0.01,1,83
2008,0,20229,Stewart Cink,0.01,1,81
2008,0,23135,Tim Clark,0.01,1,89
2008,0,23541,Ben Crane,0.01,1,86
2008,0,6251,Chris DiMarco,0.01,1,87
2008,0,12823,Carlos Franco,0.01,1,73
2008,0,21209,Sergio Garcia,0.01,1,70
2008,0,25900,Lucas Glover,0.01,1,91
2008,0,20574,Mathew Goggin,0.01,1,91
2008,0,23718,Nathan Green,0.01,1,95
2008,0,24924,Bill Haas,0.01,1,99
2008,0,1473,Todd Hamilton,0.01,1,92
2008,0,8537,J.P. Hayes,0.01,1,67
2008,0,20433,Mark Hensby,0.01,1,71
2008,0,12782,Tim Herron,0.01,1,97
2008,0,21961,Charles Howell III,0.01,1,99
2008,0,22378,Trevor Immelman,0.01,1,68
2008,0,23157,Richard Johnson,0.01,1,77
2008,0,24024,Zach Johnson,0.01,1,84
2008,0,29718,Anthony Kim,0.01,1,81
2008,0,10860,Justin Leonard,0.01,1,95
2008,0,20634,Peter Lonard,0.01,1,92
2008,0,28158,Steve Marino,0.01,1,119
2008,0,24490,George McNeill,0.01,1,97
2008,0,1810,Phil Mickelson,0.01,1,78
2008,0,25842,Jon Mills,0.01,1,95
2008,0,26596,Ryan Moore,0.01,1,72
2008,0,20572,Rod Pampling,0.01,1,80
2008,0,20443,Jin Park,0.01,1,85
2008,0,24361,Pat Perez,0.01,1,92
2008,0,1941,Tom Pernice Jr.,0.01,1,104
2008,0,1948,Tim Petrovic,0.01,1,97
2008,0,25345,Carl Pettersson,0.01,1,110
2008,0,25190,Jeff Quinney,0.01,1,87
2008,0,23497,Tag Ridings,0.01,1,88
2008,0,2002,John Riegger,0.01,1,73
2008,0,22293,Heath Slocum,0.01,1,104
2008,0,6527,Steve Stricker,0.01,1,72
2008,0,22582,Kyle Thompson,0.01,1,70
2008,0,28780,Nicholas Thompson,0.01,1,113
2008,0,23788,D.J. Trahan,0.01,1,94
2008,0,23623,Bo Van Pelt,0.01,1,101
2008,0,2239,Scott Verplank,0.01,1,81
2008,0,27770,Camilo Villegas,0.01,1,78
2008,0,25349,Tim Wilkinson,0.01,1,95
2008,0,21878,Mark Wilson,0.01,1,107
2007,0,1249,John Daly,0.07,4,59
2007,0,25396,Kevin Na,0.06,5,84
2007,0,2214,Kirk Triplett,0.06,5,77
2007,0,27095,Nick Watney,0.06,5,87
2007,0,27141,J.B. Holmes,0.04,3,71
2007,0,22378,Trevor Immelman,0.04,3,68
2007,0,20572,Rod Pampling,0.04,4,90
2007,0,20645,John Senden,0.04,4,97
2007,0,27770,Camilo Villegas,0.04,3,82
2007,0,20098,Stuart Appleby,0.03,2,73
2007,0,7867,Woody Austin,0.03,3,95
2007,0,23614,Rich Beem,0.03,3,89
2007,0,24925,Jonathan Byrd,0.03,2,73
2007,0,1161,Mark Calcavecchia,0.03,3,93
2007,0,6621,Joe Durant,0.03,3,87
2007,0,1381,Fred Funk,0.03,2,65
2007,0,6643,Paul Goydos,0.03,2,59
2007,0,23718,Nathan Green,0.03,3,103
2007,0,8537,J.P. Hayes,0.03,3,89
2007,0,26596,Ryan Moore,0.03,3,92
2007,0,20628,Arron Oberholser,0.03,2,68
2007,0,22046,Geoff Ogilvy,0.03,2,78
2007,0,10213,Dicky Pride,0.03,2,71
2007,0,2101,Joey Sindelar,0.03,2,75
2007,0,23788,D.J. Trahan,0.03,3,99
2007,0,21633,Steve Allan,0.02,1,63
2007,0,10885,Robert Allenby,0.02,2,89
2007,0,20498,Briny Baird,0.02,2,115
2007,0,19824,Craig Barlow,0.02,1,52
2007,0,21646,David Branshaw,0.02,2,83
2007,0,8123,Jeff Brehaut,0.02,1,59
2007,0,19972,José Coceres,0.02,1,50
2007,0,25686,Jason Dufner,0.02,2,100
2007,0,21805,Harrison Frazar,0.02,2,88
2007,0,25900,Lucas Glover,0.02,2,97
2007,0,20574,Mathew Goggin,0.02,2,97
2007,0,20378,Mathias Grönberg,0.02,2,95
2007,0,20433,Mark Hensby,0.02,2,81
2007,0,1577,Lee Janzen,0.02,1,66
2007,0,10733,Kent Jones,0.02,2,97
2007,0,20634,Peter Lonard,0.02,2,85
2007,0,1706,Davis Love III,0.02,1,65
2007,0,21949,Joe Ogilvie,0.02,2,102
2007,0,24361,Pat Perez,0.02,2,84
2007,0,1948,Tim Petrovic,0.02,2,106
2007,0,24138,Ian Poulter,0.02,1,60
2007,0,25190,Jeff Quinney,0.02,2,95
2007,0,20127,Chris Riley,0.02,1,59
2007,0,6567,Vijay Singh,0.02,2,100
2007,0,2104,Jeff Sluman,0.02,1,60
2007,0,21528,Henrik Stenson,0.02,1,46
2007,0,27963,Chris Stroud,0.02,1,66
2007,0,23623,Bo Van Pelt,0.02,2,104
2007,0,23349,Charles Warren,0.02,2,101
2007,0,23322,Brett Wetterich,0.02,2,87
2007,0,19803,Ryan Armour,0.01,1,107
2007,0,23048,Eric Axley,0.01,1,107
2007,0,22371,Aaron Baddeley,0.01,1,80
2007,0,7363,Craig Bowden,0.01,1,78
2007,0,1142,Bart Bryant,0.01,1,86
2007,0,25273,Andrew Buckle,0.01,1,77
2007,0,12510,Chad Campbell,0.01,1,90
2007,0,20850,Daniel Chopra,0.01,1,106
2007,0,20229,Stewart Cink,0.01,1,88
2007,0,20623,Gavin Coles,0.01,1,87
2007,0,11123,Chris Couch,0.01,1,76
2007,0,23983,Luke Donald,0.01,1,67
2007,0,1313,Steve Elkington,0.01,1,87
2007,0,7457,Steve Flesch,0.01,1,100
2007,0,1388,Robert Gamez,0.01,1,88
2007,0,24358,Robert Garrigus,0.01,1,95
2007,0,22892,Jason Gore,0.01,1,86
2007,0,1473,Todd Hamilton,0.01,1,76
2007,0,23353,J.J. Henry,0.01,1,85
2007,0,12782,Tim Herron,0.01,1,98
2007,0,21961,Charles Howell III,0.01,1,86
2007,0,12195,Tom Johnson,0.01,1,74
2007,0,24024,Zach Johnson,0.01,1,75
2007,0,7547,Craig Kanada,0.01,1,109
2007,0,8075,Jerry Kelly,0.01,1,101
2007,0,29718,Anthony Kim,0.01,1,93
2007,0,23108,Matt Kuchar,0.01,1,85
2007,0,22806,Doug LaBelle II,0.01,1,104
2007,0,10860,Justin Leonard,0.01,1,95
2007,0,26881,Jarrod Lyle,0.01,1,77
2007,0,24912,Will MacKenzie,0.01,1,100
2007,0,1724,Jeff Maggert,0.01,1,79
2007,0,24781,Hunter Mahan,0.01,1,91
2007,0,27060,John Mallinger,0.01,1,96
2007,0,28158,Steve Marino,0.01,1,106
2007,0,1797,Rocco Mediate,0.01,1,72
2007,0,1810,Phil Mickelson,0.01,1,71
2007,0,24140,Sean O'Hair,0.01,1,98
2007,0,20691,Greg Owen,0.01,1,81
2007,0,23320,Ryan Palmer,0.01,1,91
2007,0,12660,Jesper Parnevik,0.01,1,88
2007,0,1928,Corey Pavin,0.01,1,81
2007,0,1941,Tom Pernice Jr.,0.01,1,104
2007,0,25345,Carl Pettersson,0.01,1,110
2007,0,21959,Ted Purdy,0.01,1,102
2007,0,29476,Kyle Reifers,0.01,1,71
2007,0,23621,Rory Sabbatini,0.01,1,79
2007,0,24502,Adam Scott,0.01,1,68
2007,0,26679,Kevin Stadler,0.01,1,95
2007,0,6595,Kevin Sutherland,0.01,1,85
2007,0,23325,Vaughn Taylor,0.01,1,91
2007,0,26951,Johnson Wagner,0.01,1,97
2007,0,10423,Mike Weir,0.01,1,81
2006,0,23409,James Driscoll,0.06,5,80
2006,0,1313,Steve Elkington,0.06,3,51
2006,0,8835,Kris Cox,0.05,4,81
2006,0,27943,Matt Hansen,0.05,3,66
2006,0,11011,Mike Sposa,0.05,3,65
2006,0,1161,Mark Calcavecchia,0.04,4,93
2006,0,1249,John Daly,0.04,2,49
2006,0,1553,John Huston,0.04,3,72
2006,0,12662,Thomas Levet,0.04,2,51
2006,0,21949,Joe Ogilvie,0.04,4,91
2006,0,20691,Greg Owen,0.04,3,77
2006,0,24138,Ian Poulter,0.04,2,52
2006,0,2214,Kirk Triplett,0.04,2,56
2006,0,25936,Alex Aragon,0.03,2,61
2006,0,21407,Arjun Atwal,0.03,3,95
2006,0,19824,Craig Barlow,0.03,2,73
2006,0,23541,Ben Crane,0.03,2,80
2006,0,21753,Brian Davis,0.03,3,90
2006,0,1329,Brad Faxon,0.03,2,78
2006,0,20574,Mathew Goggin,0.03,2,70
2006,0,24924,Bill Haas,0.03,3,96
2006,0,23788,D.J. Trahan,0.03,3,90
2006,0,27095,Nick Watney,0.03,3,95
2006,0,21878,Mark Wilson,0.03,2,76
2006,0,22946,Henrik Bjornstad,0.02,2,95
2006,0,8123,Jeff Brehaut,0.02,2,96
2006,0,1142,Bart Bryant,0.02,2,86
2006,0,24925,Jonathan Byrd,0.02,1,66
2006,0,20472,Alex Cejka,0.02,2,91
2006,0,12823,Carlos Franco,0.02,2,86
2006,0,20157,Retief Goosen,0.02,1,60
2006,0,8537,J.P. Hayes,0.02,1,55
2006,0,6573,Brandt Jobe,0.02,2,88
2006,0,24024,Zach Johnson,0.02,2,88
2006,0,20094,Jonathan Kaye,0.02,2,92
2006,0,1707,Steve Lowery,0.02,2,97
2006,0,24912,Will MacKenzie,0.02,2,88
2006,0,1724,Jeff Maggert,0.02,2,81
2006,0,25842,Jon Mills,0.02,1,66
2006,0,6373,José María Olazábal,0.02,1,58
2006,0,28475,Jeff Overton,0.02,2,93
2006,0,7749,Brett Quigley,0.02,2,105
2006,0,23621,Rory Sabbatini,0.02,2,83
2006,0,20645,John Senden,0.02,2,93
2006,0,6527,Steve Stricker,0.02,1,62
2006,0,23307,Roger Tambellini,0.02,1,61
2006,0,23325,Vaughn Taylor,0.02,2,88
2006,0,1024,Billy Andrade,0.01,1,74
2006,0,23048,Eric Axley,0.01,1,89
2006,0,1042,Paul Azinger,0.01,1,87
2006,0,20498,Briny Baird,0.01,1,77
2006,0,23614,Rich Beem,0.01,1,83
2006,0,10505,Shane Bertsch,0.01,1,102
2006,0,24507,Jason Bohn,0.01,1,104
2006,0,21646,David Branshaw,0.01,1,98
2006,0,1132,Mark Brooks,0.01,1,89
2006,0,23135,Tim Clark,0.01,1,79
2006,0,11123,Chris Couch,0.01,1,75
2006,0,19881,Robert Damron,0.01,1,91
2006,0,6621,Joe Durant,0.01,1,101
2006,0,9011,David Duval,0.01,1,69
2006,0,20121,Todd Fischer,0.01,1,99
2006,0,7457,Steve Flesch,0.01,1,115
2006,0,1381,Fred Funk,0.01,1,105
2006,0,1388,Robert Gamez,0.01,1,94
2006,0,19846,Brian Gay,0.01,1,107
2006,0,25900,Lucas Glover,0.01,1,101
2006,0,20378,Mathias Grönberg,0.01,1,89
2006,0,23353,J.J. Henry,0.01,1,93
2006,0,12782,Tim Herron,0.01,1,81
2006,0,12716,Charley Hoffman,0.01,1,98
2006,0,27141,J.B. Holmes,0.01,1,77
2006,0,26420,Richard Johnson,0.01,1,94
2006,0,8075,Jerry Kelly,0.01,1,100
2006,0,20382,Stephen Leaney,0.01,1,84
2006,0,20634,Peter Lonard,0.01,1,76
2006,0,21470,Daisuke Maruyama,0.01,1,79
2006,0,27120,Troy Matteson,0.01,1,101
2006,0,1766,Billy Mayfair,0.01,1,94
2006,0,20631,David McKenzie,0.01,1,80
2006,0,6515,Shaun Micheel,0.01,1,93
2006,0,24140,Sean O'Hair,0.01,1,98
2006,0,20572,Rod Pampling,0.01,1,84
2006,0,1941,Tom Pernice Jr.,0.01,1,104
2006,0,1948,Tim Petrovic,0.01,1,91
2006,0,25345,Carl Pettersson,0.01,1,93
2006,0,21959,Ted Purdy,0.01,1,101
2006,0,23497,Tag Ridings,0.01,1,100
2006,0,20127,Chris Riley,0.01,1,82
2006,0,2101,Joey Sindelar,0.01,1,90
2006,0,6567,Vijay Singh,0.01,1,100
2006,0,2104,Jeff Sluman,0.01,1,101
2006,0,23623,Bo Van Pelt,0.01,1,102
2006,0,2239,Scott Verplank,0.01,1,86
2006,0,2246,Duffy Waldorf,0.01,1,92
2006,0,25804,Bubba Watson,0.01,1,79
2006,0,10423,Mike Weir,0.01,1,85
2006,0,19913,Ron Whittaker,0.01,1,79
2006,0,12602,Dean Wilson,0.01,1,111
2005,0,24138,Ian Poulter,0.07,4,56
2005,0,19972,José Coceres,0.06,3,54
2005,0,1226,Fred Couples,0.06,4,68
2005,0,1823,Larry Mize,0.06,3,50
2005,0,23621,Rory Sabbatini,0.06,5,78
2005,0,20691,Greg Owen,0.05,4,80
2005,0,7867,Woody Austin,0.04,4,100
2005,0,1132,Mark Brooks,0.04,3,72
2005,0,28088,Matt Davidson,0.04,2,53
2005,0,21753,Brian Davis,0.04,3,75
