YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
2023,0,37338,Zecheng Dou,0.01,1,97
2023,0,25686,Jason Dufner,0.01,1,91
2023,0,45609,Tyler Duncan,0.01,1,94
2023,0,51349,Nico Echavarria,0.01,1,78
2023,0,30911,Tommy Fleetwood,0.01,1,74
2023,0,32102,Rickie Fowler,0.01,1,96
2023,0,32662,Michael Gligic,0.01,1,73
2023,0,56762,Will Gordon,0.01,1,111
2023,0,31577,Tano Goya,0.01,1,90
2023,0,39954,Cody Gribble,0.01,1,70
2023,0,31646,Emiliano Grillo,0.01,1,113
2023,0,34563,Chesson Hadley,0.01,1,94
2023,0,33399,Adam Hadwin,0.01,1,88
2023,0,57975,Harry Hall,0.01,1,102
2023,0,27554,Scott Harrington,0.01,1,80
2023,0,34098,Russell Henley,0.01,1,84
2023,0,33597,Harry Higgs,0.01,1,84
2023,0,54628,Lee Hodges,0.01,1,107
2023,0,12716,Charley Hoffman,0.01,1,81
2023,0,35532,Tom Hoge,0.01,1,104
2023,0,36801,Mark Hubbard,0.01,1,116
2023,0,39971,Sungjae Im,0.01,1,104
2023,0,36799,Stephan Jaeger,0.01,1,122
2023,0,37455,Si Woo Kim,0.01,1,100
2023,0,48117,Kurt Kitayama,0.01,1,72
2023,0,23108,Matt Kuchar,0.01,1,91
2023,0,34409,David Lingmerth,0.01,1,88
2023,0,40162,Justin Lower,0.01,1,109
2023,0,32839,Hideki Matsuyama,0.01,1,87
2023,0,32640,Troy Merritt,0.01,1,92
2023,0,39546,Keith Mitchell,0.01,1,94
2023,0,49947,Taylor Moore,0.01,1,101
2023,0,30163,Henrik Norlander,0.01,1,91
2023,0,34256,Andrew Putnam,0.01,1,111
2023,0,46970,Jon Rahm,0.01,1,71
2023,0,47983,Chad Ramey,0.01,1,101
2023,0,22405,Justin Rose,0.01,1,68
2023,0,24502,Adam Scott,0.01,1,68
2023,0,46441,Robby Shelton,0.01,1,104
2023,0,39324,J.J. Spaun,0.01,1,102
2023,0,50493,Justin Suh,0.01,1,114
2023,0,40115,Adam Svensson,0.01,1,122
2023,0,51634,Sahith Theegala,0.01,1,106
2023,0,40006,Erik van Rooyen,0.01,1,78
2023,0,25632,Jimmy Walker,0.01,1,86
2023,0,27095,Nick Watney,0.01,1,76
2023,0,47128,Richy Werenski,0.01,1,99
2023,0,32139,Danny Willett,0.01,1,67
2023,0,45242,Kevin Yu,0.01,1,71
2022,0,52372,Cameron Champ,0.07,4,56
2022,0,22056,Cameron Percy,0.07,3,44
2022,0,45157,Cam Davis,0.04,3,82
2022,0,25686,Jason Dufner,0.04,2,50
2022,0,33141,Keegan Bradley,0.03,2,80
2022,0,46402,Talor Gooch,0.03,2,71
2022,0,35310,Lanto Griffin,0.03,2,78
2022,0,34098,Russell Henley,0.03,2,78
2022,0,27936,Martin Laird,0.03,2,66
2022,0,48699,Callum Tarren,0.03,2,69
2022,0,37189,Harold Varner III,0.03,2,69
2022,0,47128,Richy Werenski,0.03,2,63
2022,0,30978,Kiradech Aphibarnrat,0.02,1,53
2022,0,32366,Kevin Chappell,0.02,1,55
2022,0,51766,Wyndham Clark,0.02,2,97
2022,0,28089,Jason Day,0.02,1,57
2022,0,25900,Lucas Glover,0.02,2,93
2022,0,47988,Nick Hardy,0.02,1,59
2022,0,34363,Tyrrell Hatton,0.02,1,64
2022,0,54421,Garrick Higgo,0.02,1,58
2022,0,32816,Satoshi Kodaira,0.02,1,51
2022,0,36884,Ben Kohles,0.02,1,63
2022,0,39546,Keith Mitchell,0.02,2,86
2022,0,25198,Francesco Molinari,0.02,1,53
2022,0,50525,Collin Morikawa,0.02,1,60
2022,0,48822,Sebastián Muñoz,0.02,2,83
2022,0,24138,Ian Poulter,0.02,1,44
2022,0,46046,Scottie Scheffler,0.02,2,84
2022,0,27139,David Skinns,0.02,1,66
2022,0,34264,Hudson Swafford,0.02,1,64
2022,0,25493,Nick Taylor,0.02,2,88
2022,0,51634,Sahith Theegala,0.02,2,113
2022,0,33419,Cameron Tringale,0.02,2,92
2022,0,48887,Matt Wallace,0.02,1,56
2022,0,37212,Paul Barjon,0.01,1,71
2022,0,34255,Joseph Bramlett,0.01,1,81
2022,0,55708,Hayden Buckley,0.01,1,91
2022,0,20229,Stewart Cink,0.01,1,77
2022,0,39997,Corey Conners,0.01,1,87
2022,0,46435,Austin Cook,0.01,1,69
2022,0,34076,Joel Dahmen,0.01,1,85
2022,0,40098,Matt Fitzpatrick,0.01,1,70
2022,0,32102,Rickie Fowler,0.01,1,71
2022,0,29970,Dylan Frittelli,0.01,1,93
2022,0,32662,Michael Gligic,0.01,1,71
2022,0,31646,Emiliano Grillo,0.01,1,84
2022,0,24924,Bill Haas,0.01,1,90
2022,0,33399,Adam Hadwin,0.01,1,90
2022,0,46550,Brandon Hagy,0.01,1,78
2022,0,54628,Lee Hodges,0.01,1,93
2022,0,12716,Charley Hoffman,0.01,1,69
2022,0,35532,Tom Hoge,0.01,1,96
2022,0,34174,John Huh,0.01,1,74
2022,0,39971,Sungjae Im,0.01,1,88
2022,0,36799,Stephan Jaeger,0.01,1,85
2022,0,48117,Kurt Kitayama,0.01,1,70
2022,0,32757,Patton Kizzire,0.01,1,90
2022,0,23108,Matt Kuchar,0.01,1,71
2022,0,28775,Nate Lashley,0.01,1,76
2022,0,49766,Hank Lebioda,0.01,1,80
2022,0,27129,Luke List,0.01,1,80
2022,0,40162,Justin Lower,0.01,1,72
2022,0,32839,Hideki Matsuyama,0.01,1,72
2022,0,47993,Denny McCarthy,0.01,1,100
2022,0,51950,Max McGreevy,0.01,1,72
2022,0,36871,Matthew NeSmith,0.01,1,92
2022,0,30163,Henrik Norlander,0.01,1,72
2022,0,29908,C.T. Pan,0.01,1,82
2022,0,47529,Mito Pereira,0.01,1,89
2022,0,53165,Doc Redman,0.01,1,79
2022,0,34360,Patrick Reed,0.01,1,70
2022,0,47856,Seth Reeves,0.01,1,67
2022,0,47995,Davis Riley,0.01,1,94
2022,0,36699,Patrick Rodgers,0.01,1,85
2022,0,37275,Sam Ryder,0.01,1,88
2022,0,48081,Xander Schauffele,0.01,1,72
2022,0,33486,Roger Sloan,0.01,1,73
2022,0,46340,Alex Smalley,0.01,1,93
2022,0,39324,J.J. Spaun,0.01,1,95
2022,0,29518,Brendan Steele,0.01,1,73
2022,0,33448,Justin Thomas,0.01,1,76
2022,0,27770,Camilo Villegas,0.01,1,69
2022,0,27095,Nick Watney,0.01,1,76
2022,0,47483,Will Zalatoris,0.01,1,76
2021,0,32070,Rafael Campos,0.05,3,60
2021,0,34363,Tyrrell Hatton,0.05,3,56
2021,0,49964,Aaron Wise,0.05,4,80
2021,0,33120,Mark Anderson,0.04,2,56
2021,0,21209,Sergio Garcia,0.04,3,74
2021,0,48045,Michael Gellerman,0.04,2,47
2021,0,28679,Fabián Gómez,0.04,2,54
2021,0,32102,Rickie Fowler,0.03,2,78
2021,0,25900,Lucas Glover,0.03,3,96
2021,0,31557,Jim Herman,0.03,2,66
2021,0,49298,Kramer Hickok,0.03,2,69
2021,0,28775,Nate Lashley,0.03,2,76
2021,0,29926,Danny Lee,0.03,2,59
2021,0,40042,Tyler McCumber,0.03,2,68
2021,0,29908,C.T. Pan,0.03,2,80
2021,0,27556,Ted Potter Jr.,0.03,2,68
2021,0,47347,Adam Schenk,0.03,3,102
2021,0,33948,Byeong Hun An,0.02,2,84
2021,0,47504,Sam Burns,0.02,2,84
2021,0,34076,Joel Dahmen,0.02,2,82
2021,0,25686,Jason Dufner,0.02,2,86
2021,0,30911,Tommy Fleetwood,0.02,1,60
2021,0,26758,David Hearn,0.02,1,64
2021,0,27141,J.B. Holmes,0.02,1,48
2021,0,34174,John Huh,0.02,1,58
2021,0,27974,Sung Kang,0.02,2,86
2021,0,36689,Brooks Koepka,0.02,1,66
2021,0,35230,Nelson Ledesma,0.02,1,48
2021,0,48822,Sebastián Muñoz,0.02,2,102
2021,0,34213,Grayson Murray,0.02,1,49
2021,0,24361,Pat Perez,0.02,2,96
2021,0,34256,Andrew Putnam,0.02,2,89
2021,0,34264,Hudson Swafford,0.02,2,82
2021,0,23788,D.J. Trahan,0.02,1,66
2021,0,35617,Martin Trainer,0.02,1,59
2021,0,19803,Ryan Armour,0.01,1,78
2021,0,33141,Keegan Bradley,0.01,1,86
2021,0,52372,Cameron Champ,0.01,1,75
2021,0,51766,Wyndham Clark,0.01,1,78
2021,0,39997,Corey Conners,0.01,1,104
2021,0,45157,Cam Davis,0.01,1,94
2021,0,47959,Bryson DeChambeau,0.01,1,80
2021,0,34099,Harris English,0.01,1,92
2021,0,29535,Brice Garnett,0.01,1,92
2021,0,19846,Brian Gay,0.01,1,70
2021,0,32662,Michael Gligic,0.01,1,80
2021,0,46402,Talor Gooch,0.01,1,90
2021,0,33399,Adam Hadwin,0.01,1,88
2021,0,27644,Brian Harman,0.01,1,100
2021,0,34098,Russell Henley,0.01,1,84
2021,0,33597,Harry Higgs,0.01,1,80
2021,0,12716,Charley Hoffman,0.01,1,99
2021,0,35532,Tom Hoge,0.01,1,96
2021,0,39977,Max Homa,0.01,1,86
2021,0,36801,Mark Hubbard,0.01,1,96
2021,0,39975,Michael Kim,0.01,1,69
2021,0,37455,Si Woo Kim,0.01,1,94
2021,0,32757,Patton Kizzire,0.01,1,102
2021,0,32816,Satoshi Kodaira,0.01,1,76
2021,0,30944,Jason Kokrak,0.01,1,88
2021,0,27936,Martin Laird,0.01,1,80
2021,0,49766,Hank Lebioda,0.01,1,72
2021,0,35104,Tom Lewis,0.01,1,80
2021,0,27129,Luke List,0.01,1,89
2021,0,33204,Shane Lowry,0.01,1,76
2021,0,47993,Denny McCarthy,0.01,1,94
2021,0,46442,Maverick McNealy,0.01,1,78
2021,0,32640,Troy Merritt,0.01,1,98
2021,0,1810,Phil Mickelson,0.01,1,74
2021,0,39546,Keith Mitchell,0.01,1,84
2021,0,30163,Henrik Norlander,0.01,1,84
2021,0,22056,Cameron Percy,0.01,1,77
2021,0,25818,Scott Piercy,0.01,1,79
2021,0,49771,J.T. Poston,0.01,1,84
2021,0,24138,Ian Poulter,0.01,1,72
2021,0,26476,Chez Reavie,0.01,1,84
2021,0,36699,Patrick Rodgers,0.01,1,102
2021,0,23621,Rory Sabbatini,0.01,1,75
2021,0,46046,Scottie Scheffler,0.01,1,98
2021,0,26331,Charl Schwartzel,0.01,1,86
2021,0,24502,Adam Scott,0.01,1,72
2021,0,39953,Chase Seiffert,0.01,1,78
2021,0,27649,Brandt Snedeker,0.01,1,84
2021,0,34046,Jordan Spieth,0.01,1,88
2021,0,30110,Kyle Stanley,0.01,1,90
2021,0,29518,Brendan Steele,0.01,1,76
2021,0,31560,Brian Stuard,0.01,1,104
2021,0,25493,Nick Taylor,0.01,1,90
2021,0,23325,Vaughn Taylor,0.01,1,78
2021,0,33448,Justin Thomas,0.01,1,84
2021,0,30927,Brendon Todd,0.01,1,86
2021,0,23623,Bo Van Pelt,0.01,1,72
2021,0,37189,Harold Varner III,0.01,1,90
2021,0,35658,Kris Ventura,0.01,1,70
2021,0,47483,Will Zalatoris,0.01,1,87
2020,0,40058,Zac Blair,0.06,4,66
2020,0,31420,Anirban Lahiri,0.06,2,35
2020,0,24924,Bill Haas,0.05,2,44
2020,0,32757,Patton Kizzire,0.04,2,55
2020,0,32791,K.H. Lee,0.04,3,72
2020,0,25396,Kevin Na,0.04,3,71
2020,0,40026,Daniel Berger,0.03,2,64
2020,0,40009,Dominic Bozzelli,0.03,1,36
2020,0,39997,Corey Conners,0.03,2,74
2020,0,29420,Billy Horschel,0.03,2,79
2020,0,35461,Beau Hossler,0.03,2,67
2020,0,27936,Martin Laird,0.03,1,39
2020,0,33413,Ben Martin,0.03,1,36
2020,0,46442,Maverick McNealy,0.03,2,76
2020,0,50525,Collin Morikawa,0.03,2,80
2020,0,27942,Rob Oppenheim,0.03,2,61
2020,0,28252,Seamus Power,0.03,1,32
2020,0,24502,Adam Scott,0.03,1,38
2020,0,33419,Cameron Tringale,0.03,2,63
2020,3,19803,Ryan Armour,0.02,1,58
2020,3,29268,Bronson Burgoon,0.02,1,53
2020,3,32366,Kevin Chappell,0.02,1,41
2020,3,51766,Wyndham Clark,0.02,1,61
2020,3,25686,Jason Dufner,0.02,1,62
2020,3,21209,Sergio Garcia,0.02,1,44
2020,3,34563,Chesson Hadley,0.02,1,58
2020,3,33399,Adam Hadwin,0.02,1,65
2020,3,34098,Russell Henley,0.02,1,63
2020,3,12716,Charley Hoffman,0.02,1,59
2020,3,30925,Dustin Johnson,0.02,1,49
2020,3,24024,Zach Johnson,0.02,1,61
2020,3,49766,Hank Lebioda,0.02,1,55
2020,3,26851,Marc Leishman,0.02,1,61
2020,3,35449,Adam Long,0.02,2,88
2020,3,34466,Peter Malnati,0.02,1,57
2020,3,39546,Keith Mitchell,0.02,1,64
2020,-13,48822,Sebastián Muñoz,0.02,2,84
2020,3,22056,Cameron Percy,0.02,1,45
2020,3,46970,Jon Rahm,0.02,1,58
2020,3,53165,Doc Redman,0.02,2,82
2020,3,36699,Patrick Rodgers,0.02,2,91
2020,3,23621,Rory Sabbatini,0.02,1,66
2020,3,27649,Brandt Snedeker,0.02,1,53
2020,3,39324,J.J. Spaun,0.02,1,58
2020,3,34046,Jordan Spieth,0.02,1,62
2020,3,27963,Chris Stroud,0.02,1,46
2020,3,27330,Josh Teater,0.02,1,41
2020,3,27064,Jhonattan Vegas,0.02,1,50
2020,3,35658,Kris Ventura,0.02,1,44
2020,3,25632,Jimmy Walker,0.02,1,46
2020,3,27095,Nick Watney,0.02,1,44
2020,2,33948,Byeong Hun An,0.01,1,75
2020,2,34099,Harris English,0.01,1,76
2020,2,29970,Dylan Frittelli,0.01,1,82
2020,2,25900,Lucas Glover,0.01,1,67
2020,2,35310,Lanto Griffin,0.01,1,92
2020,2,33597,Harry Higgs,0.01,1,83
2020,2,35532,Tom Hoge,0.01,1,74
2020,2,46717,Viktor Hovland,0.01,1,74
2020,2,39971,Sungjae Im,0.01,1,94
2020,2,27974,Sung Kang,0.01,1,73
2020,2,37455,Si Woo Kim,0.01,1,74
2020,2,29478,Kevin Kisner,0.01,1,73
2020,2,33667,Carlos Ortiz,0.01,1,72
2020,2,46046,Scottie Scheffler,0.01,1,82
2020,2,27214,Kevin Streelman,0.01,1,73
2020,2,32254,Xinjun Zhang,0.01,1,77
2019,0,27556,Ted Potter Jr.,0.06,4,71
2019,0,45157,Cam Davis,0.04,3,72
2019,0,40098,Matt Fitzpatrick,0.04,2,51
2019,0,27974,Sung Kang,0.04,3,84
2019,0,27330,Josh Teater,0.04,3,67
2019,0,33448,Justin Thomas,0.04,3,72
2019,0,25632,Jimmy Walker,0.04,3,74
2019,0,33948,Byeong Hun An,0.03,2,77
2019,0,27895,Jonas Blixt,0.03,2,76
2019,0,26499,Rafa Cabrera Bello,0.03,2,68
2019,0,32200,Roberto Castro,0.03,2,72
2019,0,52372,Cameron Champ,0.03,2,76
2019,0,34563,Chesson Hadley,0.03,2,74
2019,0,27141,J.B. Holmes,0.03,2,71
2019,0,35506,Mackenzie Hughes,0.03,2,76
2019,0,47990,Kyle Jones,0.03,2,66
2019,0,37454,Whee Kim,0.03,2,69
2019,0,32816,Satoshi Kodaira,0.03,2,64
2019,0,1810,Phil Mickelson,0.03,2,60
2019,0,46601,Trey Mullinax,0.03,2,73
2019,0,39327,Ben Silverman,0.03,2,68
2019,0,29518,Brendan Steele,0.03,2,62
2019,0,49964,Aaron Wise,0.03,2,69
2019,0,30978,Kiradech Aphibarnrat,0.02,1,62
2019,0,22371,Aaron Baddeley,0.02,1,55
2019,0,29268,Bronson Burgoon,0.02,1,55
2019,0,24925,Jonathan Byrd,0.02,1,49
2019,0,34021,Bud Cauley,0.02,2,82
2019,0,28679,Fabián Gómez,0.02,1,62
2019,0,39971,Sungjae Im,0.02,2,118
2019,0,36852,Jim Knous,0.02,1,53
2019,0,24781,Hunter Mahan,0.02,1,59
2019,0,25396,Kevin Na,0.02,1,60
2019,0,45486,Joaquin Niemann,0.02,2,96
2019,0,26329,Louis Oosthuizen,0.02,1,64
2019,0,32058,José de Jesús Rodríguez,0.02,1,65
2019,0,22405,Justin Rose,0.02,1,62
2019,0,39324,J.J. Spaun,0.02,2,82
2019,0,27095,Nick Watney,0.02,2,83
2019,0,25804,Bubba Watson,0.02,1,58
2019,0,33141,Keegan Bradley,0.01,1,82
2019,0,29479,Scott Brown,0.01,1,82
2019,0,47504,Sam Burns,0.01,1,78
2019,0,45609,Tyler Duncan,0.01,1,83
2019,0,29970,Dylan Frittelli,0.01,1,81
2019,0,19846,Brian Gay,0.01,1,89
2019,0,25900,Lucas Glover,0.01,1,90
2019,0,31646,Emiliano Grillo,0.01,1,78
2019,0,34098,Russell Henley,0.01,1,70
2019,0,29420,Billy Horschel,0.01,1,92
2019,0,35461,Beau Hossler,0.01,1,83
2019,0,21961,Charles Howell III,0.01,1,91
2019,0,30925,Dustin Johnson,0.01,1,70
2019,0,29478,Kevin Kisner,0.01,1,86
2019,0,32757,Patton Kizzire,0.01,1,74
2019,0,30944,Jason Kokrak,0.01,1,90
2019,0,31420,Anirban Lahiri,0.01,1,69
2019,0,34261,Scott Langley,0.01,1,74
2019,0,29926,Danny Lee,0.01,1,81
2019,0,47993,Denny McCarthy,0.01,1,81
2019,0,39546,Keith Mitchell,0.01,1,83
2019,0,48822,Sebastián Muñoz,0.01,1,80
2019,0,33667,Carlos Ortiz,0.01,1,82
2019,0,49771,J.T. Poston,0.01,1,96
2019,0,26476,Chez Reavie,0.01,1,92
2019,0,29223,Sam Saunders,0.01,1,74
2019,0,48081,Xander Schauffele,0.01,1,74
2019,0,47347,Adam Schenk,0.01,1,100
2019,0,33486,Roger Sloan,0.01,1,84
2019,0,35891,Cameron Smith,0.01,1,74
2019,0,34046,Jordan Spieth,0.01,1,79
2019,0,33418,Shawn Stefani,0.01,1,76
2019,0,49960,Sepp Straka,0.01,1,72
2019,0,27214,Kevin Streelman,0.01,1,81
2019,0,27064,Jhonattan Vegas,0.01,1,72
2019,0,31323,Gary Woodland,0.01,1,84
2018,0,33448,Justin Thomas,0.05,4,82
2018,0,27958,Ryan Blaum,0.04,3,78
2018,0,28775,Nate Lashley,0.04,2,47
2018,0,40009,Dominic Bozzelli,0.03,2,65
2018,0,25364,Paul Casey,0.03,2,71
2018,0,25686,Jason Dufner,0.03,2,64
2018,0,32102,Rickie Fowler,0.03,2,74
2018,0,34098,Russell Henley,0.03,2,74
2018,0,32839,Hideki Matsuyama,0.03,2,72
2018,0,24140,Sean O'Hair,0.03,2,63
2018,0,27942,Rob Oppenheim,0.03,2,68
2018,0,34358,Jonathan Randolph,0.03,2,65
2018,0,23621,Rory Sabbatini,0.03,3,89
2018,0,33419,Cameron Tringale,0.03,2,63
2018,0,25892,Steve Wheatcroft,0.03,2,58
2018,0,33948,Byeong Hun An,0.02,2,84
2018,0,33141,Keegan Bradley,0.02,2,93
2018,0,24925,Jonathan Byrd,0.02,1,62
2018,0,23541,Ben Crane,0.02,1,59
2018,0,30911,Tommy Fleetwood,0.02,1,66
2018,0,25900,Lucas Glover,0.02,1,61
2018,0,26300,Matt Jones,0.02,1,62
2018,0,37455,Si Woo Kim,0.02,2,104
2018,0,32757,Patton Kizzire,0.02,2,89
2018,0,33204,Shane Lowry,0.02,1,56
2018,0,33413,Ben Martin,0.02,1,64
2018,0,28237,Rory McIlroy,0.02,1,61
2018,0,1810,Phil Mickelson,0.02,2,87
2018,0,20572,Rod Pampling,0.02,1,58
2018,0,24138,Ian Poulter,0.02,1,64
2018,0,46970,Jon Rahm,0.02,1,66
2018,0,48081,Xander Schauffele,0.02,2,93
2018,0,26331,Charl Schwartzel,0.02,1,58
2018,0,39328,Conrad Shindler,0.02,1,56
2018,0,30692,Scott Stallings,0.02,2,90
2018,0,30110,Kyle Stanley,0.02,2,88
2018,0,32150,Michael Thompson,0.02,1,58
2018,0,35545,Blayne Barber,0.01,1,67
2018,0,29479,Scott Brown,0.01,1,98
2018,0,26499,Rafa Cabrera Bello,0.01,1,70
2018,0,12510,Chad Campbell,0.01,1,79
2018,0,20229,Stewart Cink,0.01,1,87
2018,0,39997,Corey Conners,0.01,1,93
2018,0,46435,Austin Cook,0.01,1,107
2018,0,35376,Roberto Díaz,0.01,1,68
2018,0,45609,Tyler Duncan,0.01,1,93
2018,0,34099,Harris English,0.01,1,78
2018,0,31416,Derek Fathauer,0.01,1,80
2018,0,29535,Brice Garnett,0.01,1,95
2018,0,35310,Lanto Griffin,0.01,1,74
2018,0,31646,Emiliano Grillo,0.01,1,92
2018,0,32448,James Hahn,0.01,1,82
2018,0,35421,Brandon Harkins,0.01,1,95
2018,0,27644,Brian Harman,0.01,1,90
2018,0,23353,J.J. Henry,0.01,1,75
2018,0,27141,J.B. Holmes,0.01,1,75
2018,0,35461,Beau Hossler,0.01,1,104
2018,0,35506,Mackenzie Hughes,0.01,1,76
2018,0,34174,John Huh,0.01,1,90
2018,0,27974,Sung Kang,0.01,1,85
2018,0,37454,Whee Kim,0.01,1,89
2018,0,30926,Chris Kirk,0.01,1,106
2018,0,29478,Kevin Kisner,0.01,1,78
2018,0,30944,Jason Kokrak,0.01,1,99
2018,0,23108,Matt Kuchar,0.01,1,80
2018,0,29926,Danny Lee,0.01,1,86
2018,0,26851,Marc Leishman,0.01,1,90
2018,0,37278,Nicholas Lindheim,0.01,1,69
2018,0,26596,Ryan Moore,0.01,1,78
2018,0,34213,Grayson Murray,0.01,1,72
2018,0,25396,Kevin Na,0.01,1,86
2018,0,29908,C.T. Pan,0.01,1,98
2018,0,25818,Scott Piercy,0.01,1,80
2018,0,49771,J.T. Poston,0.01,1,71
2018,0,27556,Ted Potter Jr.,0.01,1,87
2018,0,28252,Seamus Power,0.01,1,78
2018,0,34256,Andrew Putnam,0.01,1,89
2018,0,36699,Patrick Rodgers,0.01,1,93
2018,0,46501,Ollie Schniederjans,0.01,1,87
2018,0,34046,Jordan Spieth,0.01,1,76
2018,0,27214,Kevin Streelman,0.01,1,92
2018,0,27963,Chris Stroud,0.01,1,73
2018,0,31560,Brian Stuard,0.01,1,97
2018,0,23325,Vaughn Taylor,0.01,1,79
