YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
2024,0,32640,Troy Merritt,52.8%,28,53,-3.00
2024,0,27139,David Skinns,52.8%,28,53,-7.00
2024,0,47483,Will Zalatoris,52.8%,19,36,E
2024,0,28089,Jason Day,52.7%,29,55,-10.00
2024,0,52514,Trace Crowe,52.4%,22,42,-6.00
2024,0,60004,Jacob Bridgeman,52.2%,24,46,-1.00
2024,0,46414,Aaron Rai,52.1%,25,48,-3.00
2024,0,52513,Carson Young,52.1%,25,48,-6.00
2024,0,51634,Sahith Theegala,51.3%,40,78,-11.00
2024,0,25900,Lucas Glover,51.2%,22,43,-3.00
2024,0,27644,Brian Harman,50.9%,28,55,-4.00
2024,0,33448,Justin Thomas,50.9%,27,53,-4.00
2024,0,52955,Ludvig Åberg,50.8%,30,59,-9.00
2024,0,33141,Keegan Bradley,50.0%,33,66,-4.00
2024,0,34099,Harris English,50.0%,40,80,-3.00
2024,0,30911,Tommy Fleetwood,50.0%,21,42,-5.00
2024,0,29936,Ryan Fox,50.0%,29,58,-3.00
2024,0,47988,Nick Hardy,50.0%,25,50,-6.00
2024,0,39971,Sungjae Im,50.0%,34,68,-14.00
2024,0,36799,Stephan Jaeger,50.0%,30,60,-10.00
2024,0,30926,Chris Kirk,50.0%,31,62,-6.00
2024,0,50525,Collin Morikawa,50.0%,26,52,-4.00
2024,0,23320,Ryan Palmer,50.0%,12,24,-1.00
2024,0,47679,Victor Perez,50.0%,20,40,-6.00
2024,0,28252,Seamus Power,50.0%,32,64,-6.00
2024,0,36801,Mark Hubbard,49.2%,30,61,-4.00
2024,0,37378,Min Woo Lee,49.0%,24,49,-2.00
2024,0,45242,Kevin Yu,49.0%,25,51,-5.00
2024,0,28237,Rory McIlroy,48.9%,23,47,-8.00
2024,0,52666,Sami Valimaki,48.9%,22,45,-1.00
2024,0,52453,Nicolai Højgaard,48.8%,21,43,-2.00
2024,0,27936,Martin Laird,48.8%,20,41,-7.00
2024,0,27214,Kevin Streelman,48.7%,19,39,-5.00
2024,0,27064,Jhonattan Vegas,48.6%,18,37,-5.00
2024,0,37455,Si Woo Kim,48.3%,29,60,-6.00
2024,0,40250,Taylor Pendrith,48.1%,25,52,-8.00
2024,0,36326,David Lipsky,48.0%,24,50,-3.00
2024,0,49947,Taylor Moore,47.8%,32,67,-7.00
2024,0,34466,Peter Malnati,47.7%,31,65,-5.00
2024,0,48699,Callum Tarren,47.7%,21,44,-2.00
2024,0,59095,Chris Gotterup,47.6%,20,42,-7.00
2024,0,28420,Ryan Brehm,47.5%,19,40,-3.00
2024,0,40058,Zac Blair,47.4%,27,57,-9.00
2024,0,49771,J.T. Poston,47.3%,26,55,-7.00
2024,0,24502,Adam Scott,47.1%,24,51,-3.00
2024,0,51894,Vince Whaley,46.9%,23,49,-6.00
2024,0,45157,Cam Davis,46.7%,21,45,-2.00
2024,0,27649,Brandt Snedeker,46.7%,21,45,-5.00
2024,0,31646,Emiliano Grillo,46.6%,27,58,-2.00
2024,0,26596,Ryan Moore,46.2%,12,26,-3.00
2024,0,39997,Corey Conners,46.0%,29,63,-7.00
2024,0,48153,Matthieu Pavon,46.0%,23,50,-2.00
2024,0,52215,Robert MacIntyre,45.8%,22,48,E
2024,0,39546,Keith Mitchell,45.7%,21,46,-3.00
2024,0,36699,Patrick Rodgers,45.7%,37,81,-7.00
2024,0,30927,Brendon Todd,45.3%,24,53,-4.00
2024,0,35450,Patrick Cantlay,45.2%,19,42,-7.00
2024,0,33653,Thomas Detry,45.2%,19,42,-3.00
2024,0,34098,Russell Henley,45.1%,23,51,-8.00
2024,0,24024,Zach Johnson,44.8%,13,29,-1.00
2024,0,59143,Mac Meissner,44.7%,17,38,-4.00
2024,0,34046,Jordan Spieth,44.7%,21,47,-5.00
2024,0,35506,Mackenzie Hughes,44.6%,29,65,-8.00
2024,0,46442,Maverick McNealy,44.4%,28,63,-7.00
2024,0,27770,Camilo Villegas,44.4%,16,36,-2.00
2024,0,54783,Dylan Wu,43.9%,18,41,-5.00
2024,0,34374,Erik Barnes,43.8%,14,32,-4.00
2024,0,12716,Charley Hoffman,43.5%,20,46,-4.00
2024,0,47591,Eric Cole,43.4%,36,83,-14.00
2024,0,52374,Brandon Wu,43.4%,23,53,-2.00
2024,0,32839,Hideki Matsuyama,43.2%,16,37,-4.00
2024,0,33204,Shane Lowry,43.1%,28,65,-4.00
2024,0,47504,Sam Burns,42.9%,24,56,-6.00
2024,0,40098,Matt Fitzpatrick,42.9%,18,42,-3.00
2024,0,45609,Tyler Duncan,42.6%,20,47,-1.00
2024,0,51977,Max Greyserman,42.6%,20,47,-4.00
2024,0,47993,Denny McCarthy,42.6%,23,54,-4.00
2024,0,57366,Cameron Young,42.6%,23,54,-7.00
2024,0,46340,Alex Smalley,42.5%,17,40,-4.00
2024,0,51766,Wyndham Clark,42.4%,14,33,-4.00
2024,0,29420,Billy Horschel,42.2%,19,45,E
2024,0,32791,K.H. Lee,42.2%,27,64,-4.00
2024,0,32367,Jorge Campillo,42.1%,8,19,-2.00
2024,0,47806,Raul Pereda,42.1%,8,19,E
2024,0,29535,Brice Garnett,41.9%,13,31,-1.00
2024,0,51349,Nico Echavarria,41.7%,20,48,-9.00
2024,0,26476,Chez Reavie,41.7%,15,36,-3.00
2024,0,55182,Tom Kim,41.5%,22,53,-4.00
2024,0,22405,Justin Rose,41.2%,21,51,-2.00
2024,0,49960,Sepp Straka,40.9%,18,44,-1.00
2024,0,48119,Ben Taylor,40.9%,18,44,-2.00
2024,0,27349,Alex Noren,40.8%,20,49,-2.00
2024,0,52372,Cameron Champ,40.7%,11,27,-2.00
2024,0,34255,Joseph Bramlett,40.4%,21,52,+2.00
2024,0,36884,Ben Kohles,40.0%,16,40,-2.00
2024,0,47995,Davis Riley,40.0%,22,55,-1.00
2024,0,48867,Matti Schmid,40.0%,16,40,-3.00
2024,0,45522,Christiaan Bezuidenhout,38.7%,24,62,-1.00
2024,0,37212,Paul Barjon,37.9%,11,29,E
2024,0,51070,Vincent Norrman,37.8%,17,45,E
2024,0,56630,Akshay Bhatia,37.7%,20,53,-1.00
2024,0,47347,Adam Schenk,37.5%,24,64,-4.00
2024,0,50188,S.H. Kim,37.3%,28,75,-13.00
2024,0,47663,Kevin Dougherty,35.7%,10,28,-1.00
2024,0,46717,Viktor Hovland,35.7%,15,42,-6.00
2024,0,57975,Harry Hall,22.7%,10,44,+1.00
2023,0,39954,Cody Gribble,73.8%,31,42,-4.00
2023,0,24140,Sean O'Hair,66.7%,14,21,-2.00
2023,0,40115,Adam Svensson,66.3%,59,89,-11.00
2023,0,28420,Ryan Brehm,65.5%,36,55,-7.00
2023,0,48081,Xander Schauffele,65.2%,43,66,-9.00
2023,0,36799,Stephan Jaeger,64.1%,59,92,-8.00
2023,0,33408,Tyson Alexander,63.2%,43,68,-4.00
2023,0,39335,Kevin Roy,63.2%,24,38,-4.00
2023,0,24925,Jonathan Byrd,62.9%,22,35,-1.00
2023,0,52955,Ludvig Åberg,62.5%,20,32,-4.00
2023,0,22371,Aaron Baddeley,62.5%,30,48,-3.00
2023,0,34363,Tyrrell Hatton,62.3%,43,69,-12.00
2023,0,47993,Denny McCarthy,61.5%,48,78,-11.00
2023,0,48084,Wesley Bryan,61.1%,11,18,-2.00
2023,0,37275,Sam Ryder,61.0%,50,82,-12.00
2023,0,55708,Hayden Buckley,60.3%,35,58,-3.00
2023,0,20229,Stewart Cink,60.0%,36,60,-7.00
2023,0,57366,Cameron Young,59.7%,37,62,-6.00
2023,0,56630,Akshay Bhatia,59.6%,28,47,-9.00
2023,0,34099,Harris English,59.2%,45,76,-10.00
2023,0,34255,Joseph Bramlett,58.9%,33,56,-8.00
2023,0,48117,Kurt Kitayama,58.9%,33,56,-3.00
2023,0,47591,Eric Cole,58.5%,62,106,-15.00
2023,0,29420,Billy Horschel,58.5%,31,53,-3.00
2023,0,36871,Matt NeSmith,58.5%,31,53,-4.00
2023,0,40250,Taylor Pendrith,58.3%,42,72,-6.00
2023,0,46046,Scottie Scheffler,58.3%,28,48,-7.00
2023,0,47128,Richy Werenski,58.0%,29,50,-12.00
2023,0,25900,Lucas Glover,57.9%,33,57,-5.00
2023,0,32139,Danny Willett,57.9%,33,57,-8.00
2023,0,39067,MJ Daffue,57.8%,37,64,-2.00
2023,0,35461,Beau Hossler,57.8%,52,90,-12.00
2023,0,29725,Tony Finau,57.6%,38,66,-8.00
2023,0,29908,C.T. Pan,57.6%,19,33,-3.00
2023,0,47347,Adam Schenk,57.6%,57,99,-12.00
2023,0,51890,Greyson Sigg,57.6%,53,92,-4.00
2023,0,39324,J.J. Spaun,57.3%,43,75,+2.00
2023,0,53165,Doc Redman,57.1%,32,56,E
2023,0,33410,Andrew Landry,56.9%,29,51,-4.00
2023,0,27349,Alex Noren,56.9%,37,65,-7.00
2023,0,29289,S.Y. Noh,56.8%,25,44,-6.00
2023,0,32448,James Hahn,56.6%,30,53,-6.00
2023,0,28252,Seamus Power,56.6%,47,83,-11.00
2023,0,49771,J.T. Poston,56.4%,44,78,-12.00
2023,0,25493,Nick Taylor,56.3%,40,71,-5.00
2023,0,32366,Kevin Chappell,56.0%,14,25,-3.00
2023,0,23108,Matt Kuchar,56.0%,47,84,-5.00
2023,0,34256,Andrew Putnam,55.7%,39,70,-5.00
2023,0,40162,Justin Lower,55.1%,38,69,-10.00
2023,0,31577,Tano Goya,55.0%,22,40,-4.00
2023,0,46970,Jon Rahm,55.0%,33,60,-4.00
2023,0,39975,Michael Kim,54.9%,39,71,-7.00
2023,0,34610,Matthias Schwab,54.9%,39,71,-5.00
2023,0,55182,Tom Kim,54.7%,29,53,-4.00
2023,0,34431,Robert Streb,54.7%,29,53,E
2023,0,46441,Robby Shelton,54.4%,37,68,-8.00
2023,0,33413,Ben Martin,54.3%,38,70,-14.00
2023,0,40006,Erik van Rooyen,54.2%,26,48,-1.00
2023,0,48887,Matt Wallace,54.2%,26,48,-8.00
2023,0,54783,Dylan Wu,54.2%,32,59,-6.00
2023,0,57362,Austin Eckroat,54.1%,33,61,-8.00
2023,0,34563,Chesson Hadley,54.1%,33,61,-5.00
2023,0,36801,Mark Hubbard,54.1%,33,61,-4.00
2023,0,51070,Vincent Norrman,54.0%,27,50,-2.00
2023,0,32333,Kevin Tway,54.0%,47,87,E
2023,0,52453,Nicolai Hojgaard,53.8%,14,26,-2.00
2023,0,47995,Davis Riley,53.8%,43,80,-11.00
2023,0,47983,Chad Ramey,53.7%,36,67,-1.00
2023,0,36724,Augusto Núñez,53.5%,23,43,-2.00
2023,0,48867,Matti Schmid,53.3%,16,30,-4.00
2023,0,25686,Jason Dufner,53.1%,34,64,-2.00
2023,0,50188,S.H. Kim,53.1%,51,96,-17.00
2023,0,33204,Shane Lowry,53.1%,34,64,-5.00
2023,0,23320,Ryan Palmer,52.9%,37,70,-3.00
2023,0,49453,Trevor Cone,52.8%,19,36,-2.00
2023,0,34466,Peter Malnati,52.7%,39,74,-6.00
2023,0,50525,Collin Morikawa,52.7%,29,55,+1.00
2023,0,26476,Chez Reavie,52.7%,39,74,-3.00
2023,0,50493,Justin Suh,52.7%,39,74,-4.00
2023,0,33448,Justin Thomas,52.7%,39,74,-6.00
2023,0,54591,Ben Griffin,52.6%,40,76,-7.00
2023,0,37338,Zecheng Dou,52.4%,33,63,-7.00
2023,0,32791,K.H. Lee,52.2%,47,90,-8.00
2023,0,32839,Hideki Matsuyama,51.9%,41,79,-13.00
2023,0,30163,Henrik Norlander,51.9%,27,52,-6.00
2023,0,36326,David Lipsky,51.4%,37,72,-9.00
2023,0,45242,Kevin Yu,51.4%,18,35,-3.00
2023,0,27644,Brian Harman,51.3%,41,80,-10.00
2023,0,52375,Doug Ghim,51.0%,25,49,-6.00
2023,0,51349,Nico Echavarria,50.9%,28,55,-9.00
2023,0,30692,Scott Stallings,50.9%,27,53,-6.00
2023,0,46442,Maverick McNealy,50.8%,30,59,-13.00
2023,0,35449,Adam Long,50.6%,40,79,-12.00
2023,0,55893,Sam Stevens,50.6%,41,81,-6.00
2023,0,33141,Keegan Bradley,50.0%,37,74,-10.00
2023,0,39997,Corey Conners,50.0%,38,76,-4.00
2023,0,47079,Harrison Endycott,50.0%,31,62,-1.00
2023,0,32102,Rickie Fowler,50.0%,39,78,-11.00
2023,0,31646,Emiliano Grillo,50.0%,46,92,-4.00
2023,0,33597,Harry Higgs,50.0%,30,60,-8.00
2023,0,54628,Lee Hodges,50.0%,37,74,-10.00
2023,0,39977,Max Homa,50.0%,40,80,-7.00
2023,0,27974,Sung Kang,50.0%,9,18,-2.00
2023,0,32757,Patton Kizzire,50.0%,32,64,-8.00
2023,0,28775,Nate Lashley,50.0%,40,80,-7.00
2023,0,49766,Hank Lebioda,50.0%,18,36,-1.00
2023,0,32640,Troy Merritt,50.0%,35,70,-4.00
2023,0,26596,Ryan Moore,50.0%,21,42,-7.00
2023,0,51997,Andrew Novak,50.0%,32,64,-8.00
2023,0,46414,Aaron Rai,50.0%,29,58,-3.00
2023,0,52411,Kyle Westmoreland,50.0%,15,30,-5.00
2023,0,34076,Joel Dahmen,49.3%,34,69,-4.00
2023,0,48699,Callum Tarren,49.2%,31,63,-3.00
2023,0,34098,Russell Henley,49.0%,25,51,-6.00
2023,0,50095,Austin Smotherman,49.0%,25,51,-3.00
2023,0,31323,Gary Woodland,49.0%,24,49,-5.00
2023,0,55789,Taylor Montgomery,48.9%,43,88,-14.00
2023,0,33948,Byeong Hun An,48.8%,40,82,-14.00
2023,0,35310,Lanto Griffin,48.8%,21,43,-1.00
2023,0,28237,Rory McIlroy,48.6%,18,37,-9.00
2023,0,51414,Brent Grant,48.5%,16,33,-2.00
2023,0,51766,Wyndham Clark,48.4%,30,62,-10.00
2023,0,33399,Adam Hadwin,48.4%,31,64,-6.00
2023,0,34046,Jordan Spieth,48.4%,31,64,-4.00
2023,0,29970,Dylan Frittelli,48.3%,28,58,-10.00
2023,0,45609,Tyler Duncan,48.2%,27,56,E
2023,0,36699,Patrick Rodgers,47.9%,35,73,-2.00
2023,0,58967,Trevor Werbylo,47.9%,23,48,-10.00
2023,0,49947,Taylor Moore,47.7%,42,88,-9.00
2023,0,39546,Keith Mitchell,47.6%,30,63,-3.00
2023,0,46340,Alex Smalley,47.6%,39,82,-8.00
2023,0,59018,Ryan Gerard,47.5%,19,40,-5.00
2023,0,27129,Luke List,47.3%,35,74,-10.00
2023,0,32662,Michael Gligic,47.2%,17,36,-2.00
2023,0,52513,Carson Young,47.2%,25,53,-5.00
2023,0,49298,Kramer Hickok,46.8%,29,62,-2.00
2023,0,25632,Jimmy Walker,46.8%,36,77,-5.00
2023,0,33122,Russell Knox,46.7%,35,75,-7.00
2023,0,35617,Martin Trainer,46.7%,14,30,-2.00
2023,0,39971,Sungjae Im,46.3%,37,80,-6.00
2023,0,27936,Martin Laird,46.3%,19,41,+1.00
2023,0,47988,Nick Hardy,46.2%,36,78,-8.00
2023,0,22056,Cameron Percy,46.2%,12,26,-2.00
2023,0,57975,Harry Hall,46.0%,23,50,-5.00
2023,0,30911,Tommy Fleetwood,45.9%,28,61,-6.00
2023,0,24502,Adam Scott,45.8%,22,48,-5.00
2023,0,35901,Paul Haley II,45.7%,21,46,-2.00
2023,0,24024,Zach Johnson,45.7%,21,46,-1.00
2023,0,27095,Nick Watney,45.7%,21,46,-4.00
2023,0,46435,Austin Cook,45.5%,20,44,-4.00
2023,0,27554,Scott Harrington,45.5%,20,44,-3.00
2023,0,25818,Scott Piercy,45.3%,29,64,-10.00
2023,0,30926,Chris Kirk,45.0%,36,80,-9.00
2023,0,58696,Peter Kuest,45.0%,9,20,-1.00
2023,0,40098,Matt Fitzpatrick,44.9%,31,69,-7.00
2023,0,51634,Sahith Theegala,44.9%,35,78,-9.00
2023,0,51491,Brandon Matthews,44.4%,8,18,-2.00
2023,0,45157,Cam Davis,44.3%,31,70,-3.00
2023,0,48119,Ben Taylor,44.3%,35,79,-5.00
2023,0,34409,David Lingmerth,44.2%,19,43,E
2023,0,28089,Jason Day,44.1%,30,68,-8.00
2023,0,35879,Kelly Kraft,43.9%,18,41,-4.00
2023,0,30927,Brendon Todd,43.8%,35,80,-7.00
2023,0,12716,Charley Hoffman,42.9%,24,56,-3.00
2023,0,32816,Satoshi Kodaira,42.9%,12,28,-2.00
2023,0,29221,Webb Simpson,42.9%,27,63,-6.00
2023,0,58168,Davis Thompson,42.9%,30,70,-3.00
2023,0,39058,Lucas Herbert,42.6%,20,47,-12.00
2023,0,56762,Will Gordon,42.3%,22,52,-1.00
2023,0,54421,Garrick Higgo,42.0%,34,81,-6.00
2023,0,37455,Si Woo Kim,42.0%,37,88,-5.00
2023,0,33653,Thomas Detry,41.9%,26,62,-8.00
2023,0,35532,Tom Hoge,41.6%,37,89,-7.00
2023,0,55454,Carl Yuan,41.5%,22,53,-5.00
2023,0,31557,Jim Herman,40.5%,17,42,-2.00
2023,0,22405,Justin Rose,40.4%,21,52,-4.00
2023,0,45522,Christiaan Bezuidenhout,40.0%,30,75,-4.00
2023,0,35450,Patrick Cantlay,40.0%,20,50,-5.00
2023,0,29535,Brice Garnett,40.0%,14,35,-1.00
2023,0,27214,Kevin Streelman,39.1%,27,69,-3.00
2023,0,27963,Chris Stroud,36.4%,8,22,E
2023,0,52372,Cameron Champ,35.7%,15,42,-4.00
2023,0,35506,Mackenzie Hughes,34.6%,18,52,-5.00
2023,0,47504,Sam Burns,34.5%,20,58,-6.00
2023,0,19803,Ryan Armour,34.2%,13,38,-1.00
2023,0,46601,Trey Mullinax,33.3%,19,57,-5.00
2023,0,52374,Brandon Wu,33.3%,14,42,-6.00
2023,0,31202,William McGirt,31.6%,6,19,E
2023,0,49960,Sepp Straka,31.4%,16,51,-2.00
2023,0,40058,Zac Blair,30.0%,9,30,-2.00
2023,0,51950,Max McGreevy,30.0%,12,40,-2.00
2023,0,46717,Viktor Hovland,28.6%,16,56,-3.00
2023,0,31560,Brian Stuard,26.7%,8,30,-3.00
2022,0,31323,Gary Woodland,75.7,28,37,-7.00
2022,0,33204,Shane Lowry,69.6,32,46,-5.00
2022,0,52375,Doug Ghim,69.1,38,55,-1.00
2022,0,26300,Matt Jones,69.0,40,58,-7.00
2022,0,27064,Jhonattan Vegas,63.8,37,58,-3.00
2022,0,21961,Charles Howell III,63.0,29,46,-8.00
2022,0,54783,Dylan Wu,61.8,34,55,-7.00
2022,0,46550,Brandon Hagy,61.4,27,44,-7.00
2022,0,32816,Satoshi Kodaira,60.9,14,23,-3.00
2022,0,39997,Corey Conners,60.7,34,56,-8.00
2022,0,24924,Bill Haas,59.7,46,77,-9.00
2022,0,32839,Hideki Matsuyama,59.7,40,67,-10.00
2022,0,51890,Greyson Sigg,59.7,43,72,-17.00
2022,0,52372,Cameron Champ,59.5,22,37,-2.00
2022,0,51894,Vince Whaley,59.4,38,64,-12.00
2022,0,46046,Scottie Scheffler,59.2,42,71,-13.00
2022,0,40250,Taylor Pendrith,58.5,31,53,-7.00
2022,0,27095,Nick Watney,58.5,31,53,-4.00
2022,0,39436,Joshua Creel,58.3,14,24,-4.00
2022,0,34098,Russell Henley,58.3,21,36,-4.00
2022,0,24502,Adam Scott,58.3,35,60,-9.00
2022,0,48699,Callum Tarren,58.1,25,43,-5.00
2022,0,45157,Cam Davis,57.9,44,76,-11.00
2022,0,30944,Jason Kokrak,57.9,22,38,-6.00
2022,0,37455,Si Woo Kim,57.8,37,64,-5.00
2022,0,52374,Brandon Wu,57.1,20,35,-9.00
2022,0,27129,Luke List,56.9,41,72,+4.00
2022,0,48081,Xander Schauffele,56.9,29,51,-10.00
2022,0,27349,Alex Noren,56.5,35,62,-6.00
2022,0,30163,Henrik Norlander,56.4,22,39,-6.00
2022,0,33448,Justin Thomas,56.4,31,55,-4.00
2022,0,48887,Matt Wallace,56.4,22,39,-1.00
2022,0,54421,Garrick Higgo,56.1,23,41,-5.00
2022,0,26851,Marc Leishman,56.1,32,57,-11.00
2022,0,32366,Kevin Chappell,55.8,24,43,-6.00
2022,0,28089,Jason Day,55.8,29,52,-4.00
2022,0,31646,Emiliano Grillo,55.7,39,70,-6.00
2022,0,47993,Denny McCarthy,55.4,36,65,-6.00
2022,0,40006,Erik van Rooyen,55.2,16,29,-8.00
2022,0,29420,Billy Horschel,55.0,33,60,-8.00
2022,0,50095,Austin Smotherman,54.9,28,51,-12.00
2022,0,32640,Troy Merritt,54.5,36,66,-9.00
2022,0,35506,Mackenzie Hughes,54.2,26,48,-5.00
2022,0,36871,Matthew NeSmith,54.2,26,48,-4.00
2022,0,30911,Tommy Fleetwood,54.1,20,37,-8.00
2022,0,32757,Patton Kizzire,54.1,40,74,-7.00
2022,0,37189,Harold Varner III,54.0,27,50,-9.00
2022,0,19803,Ryan Armour,53.8,7,13,-1.00
2022,0,34255,Joseph Bramlett,53.8,21,39,-4.00
2022,0,29289,S.Y. Noh,53.8,21,39,-9.00
2022,0,47995,Davis Riley,53.8,28,52,-5.00
2022,0,25493,Nick Taylor,53.8,42,78,-7.00
2022,0,51997,Andrew Novak,53.7,29,54,-4.00
2022,0,48822,Sebastián Muñoz,53.6,37,69,-12.00
2022,0,35310,Lanto Griffin,53.4,31,58,-9.00
2022,0,33486,Roger Sloan,53.3,16,30,-5.00
2022,0,12716,Charley Hoffman,53.2,25,47,-3.00
2022,0,34264,Hudson Swafford,53.1,17,32,-3.00
2022,0,35617,Martin Trainer,53.1,26,49,-5.00
2022,0,27139,David Skinns,52.9,18,34,-5.00
2022,0,39977,Max Homa,52.8,38,72,-5.00
2022,0,39971,Sungjae Im,52.7,29,55,-5.00
2022,0,32150,Michael Thompson,52.5,32,61,-7.00
2022,0,23983,Luke Donald,52.4,33,63,-8.00
2022,0,46442,Maverick McNealy,52.3,45,86,-7.00
2022,0,32662,Michael Gligic,52.1,25,48,-2.00
2022,0,34563,Chesson Hadley,52.0,26,50,-5.00
2022,0,31557,Jim Herman,51.9,14,27,+1.00
2022,0,28252,Seamus Power,51.9,27,52,-11.00
2022,0,20229,Stewart Cink,51.8,29,56,-6.00
2022,0,23108,Matt Kuchar,51.7,30,58,-8.00
2022,0,57366,Cameron Young,51.7,31,60,-11.00
2022,0,31560,Brian Stuard,51.4,19,37,-2.00
2022,0,29725,Tony Finau,51.2,22,43,-7.00
2022,0,46402,Talor Gooch,51.2,22,43,-6.00
2022,0,36801,Mark Hubbard,51.2,21,41,-5.00
2022,0,34174,John Huh,51.2,21,41,-3.00
2022,0,53165,Doc Redman,51.2,22,43,-3.00
2022,0,26476,Chez Reavie,51.1,24,47,E
2022,0,34360,Patrick Reed,51.1,23,45,-6.00
2022,0,30927,Brendon Todd,51.1,23,45,-2.00
2022,0,51766,Wyndham Clark,50.9,29,57,-9.00
2022,0,36799,Stephan Jaeger,50.9,29,57,-1.00
2022,0,40115,Adam Svensson,50.7,35,69,-6.00
