YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
2024,-71,34099,Harris English,2.472,289.8,117.244,288,207302842
2024,17,57366,Cameron Young,2.472,301.4,121.945,275,212602862
2024,16,59866,Nick Dunlap,2.47,297.7,120.521,220,210903031
2024,-87,48319,Tom Whitney,2.47,279.7,113.228,191,201902809
2024,16,51977,Max Greyserman,2.468,296.3,120.048,221,205702759
2024,-72,45242,Kevin Yu,2.468,293.7,118.984,222,198302751
2024,15,33968,Thorbjørn Olesen,2.467,288.7,117.016,128,198902744
2024,32,50484,Hayden Springer,2.467,300.7,121.929,205,216202806
2024,15,51634,Sahith Theegala,2.467,289.5,117.344,329,198503111
2024,15,25493,Nick Taylor,2.466,275.8,111.834,303,192102930
2024,-104,37212,Paul Barjon,2.465,297.7,120.79,159,207202884
2024,15,45522,Christiaan Bezuidenhout,2.465,277.3,112.524,264,211103075
2024,27,50497,Adrien Dumont de Chassart,2.465,291.1,118.06,236,201102777
2024,20,54628,Lee Hodges,2.464,283.2,114.951,306,203402838
2024,18,28775,Nate Lashley,2.464,275.7,111.882,262,216202770
2024,-91,60004,Jacob Bridgeman,2.463,287.1,116.554,228,209802759
2024,28,52372,Cameron Champ,2.46,311.6,126.654,168,189802745
2024,11,27064,Jhonattan Vegas,2.46,297.0,120.716,239,200902760
2024,11,33653,Thomas Detry,2.459,298.1,121.256,204,209103143
2024,11,52453,Nicolai Højgaard,2.459,296.6,120.608,159,219702728
2024,-103,32070,Rafael Campos,2.458,287.6,116.99,185,202202858
2024,11,28252,Seamus Power,2.457,284.7,115.886,318,199602803
2024,20,28420,Ryan Brehm,2.455,294.6,120.019,173,209302779
2024,10,55182,Tom Kim,2.454,280.3,114.219,301,204602905
2024,24,27936,Martin Laird,2.454,277.7,113.195,210,207502822
2024,27,32333,Kevin Tway,2.454,294.5,119.966,174,211602792
2024,9,29936,Ryan Fox,2.453,294.6,120.1,194,193102767
2024,-83,25900,Lucas Glover,2.453,273.0,111.279,296,193002867
2024,-88,30927,Brendon Todd,2.452,266.8,108.798,344,203102908
2024,-121,29478,Kevin Kisner,2.451,270.1,110.183,190,181402767
2024,7,40006,Erik van Rooyen,2.451,290.8,118.624,284,193802862
2024,19,40026,Daniel Berger,2.45,282.0,115.133,255,191102807
2024,6,39997,Corey Conners,2.447,287.3,117.41,288,204102977
2024,6,59095,Chris Gotterup,2.447,305.6,124.892,208,184002760
2024,14,34466,Peter Malnati,2.447,284.9,116.458,290,206702783
2024,6,46046,Scottie Scheffler,2.447,291.8,119.236,260,199302990
2024,11,49947,Taylor Moore,2.446,293.6,120.003,324,176602925
2024,-117,35617,Martin Trainer,2.446,287.5,117.549,166,195202773
2024,-101,46340,Alex Smalley,2.444,285.3,116.71,212,188102825
2024,4,27349,Alex Noren,2.443,284.1,116.29,177,210902823
2024,-102,36871,Matt NeSmith,2.442,286.1,117.161,246,204402780
2024,-119,48119,Ben Taylor,2.441,281.9,115.487,193,178202865
2024,2,39977,Max Homa,2.44,290.3,118.961,214,165402905
2024,6,48153,Matthieu Pavon,2.436,289.5,118.858,194,196403022
2024,14,46441,Robby Shelton,2.436,274.4,112.618,258,208702828
2024,5,29725,Tony Finau,2.434,299.1,122.893,272,204902998
2024,11,36884,Ben Kohles,2.431,274.5,112.901,281,202602749
2024,-102,37275,Sam Ryder,2.431,281.1,115.647,251,189702761
2024,5,51696,Rico Hoey,2.43,295.3,121.5,219,210002753
2024,5,35532,Tom Hoge,2.43,280.1,115.3,349,193603107
2024,5,37455,Si Woo Kim,2.43,277.8,114.337,325,186202953
2024,17,51894,Vince Whaley,2.43,290.8,119.674,187,195902770
2024,4,59442,Parker Coody,2.429,288.5,118.76,166,189002724
2024,9,52374,Brandon Wu,2.429,274.1,112.813,258,202302782
2024,-105,26596,Ryan Moore,2.428,265.1,109.189,272,195502773
2024,-110,32791,K.H. Lee,2.426,280.0,115.401,254,204902721
2024,5,27129,Luke List,2.426,292.4,120.509,259,205102858
2024,2,39327,Ben Silverman,2.422,273.4,112.885,316,207602794
2024,-122,22371,Aaron Baddeley,2.42,269.9,111.523,219,204402806
2024,7,36801,Mark Hubbard,2.419,279.3,115.461,357,209602712
2024,14,30163,Henrik Norlander,2.418,277.5,114.762,172,210002745
2024,1,40098,Matt Fitzpatrick,2.417,282.8,117.017,228,189102990
2024,-110,40058,Zac Blair,2.416,267.1,110.557,332,182302740
2024,1,48081,Xander Schauffele,2.416,297.2,123.025,211,191002827
2024,5,40115,Adam Svensson,2.416,280.3,116.016,370,197202855
2024,-1,51070,Vincent Norrman,2.415,294.9,122.117,171,207302743
2024,4,36699,Patrick Rodgers,2.415,289.7,119.951,351,201602803
2024,3,27770,Camilo Villegas,2.412,268.5,111.342,182,132002847
2024,0,46414,Aaron Rai,2.409,278.6,115.638,322,197103971
2024,3,38991,Alejandro Tosti,2.409,294.7,122.306,211,175402869
2024,2,31323,Gary Woodland,2.408,301.7,125.303,220,200302775
2024,1,34256,Andrew Putnam,2.407,267.6,111.177,295,182402830
2024,3,54576,Patrick Fishburn,2.405,292.7,121.73,175,201502706
2024,4,48699,Callum Tarren,2.403,290.9,121.039,206,190903640
2024,1,46442,Maverick McNealy,2.402,284.2,118.313,308,172402819
2024,-125,47663,Kevin Dougherty,2.401,303.0,126.185,196,205002716
2024,-130,27139,David Skinns,2.387,285.5,119.599,250,180502699
2024,1,35310,Lanto Griffin,2.385,281.9,118.195,216,197002730
2024,2,47420,Jake Knapp,2.367,291.7,123.269,279,196102762
2024,0,47679,Victor Perez,2.362,281.1,119.004,193,204202668
2024,-108,47347,Adam Schenk,2.361,284.0,120.249,296,193702785
2024,0,55789,Taylor Montgomery,2.33,277.0,118.868,159,185802623
2023,0,33141,Keegan Bradley,2.56,294.8,115.153,250,221402832
2023,0,32102,Rickie Fowler,2.546,296.3,116.34,258,225202873
2023,0,50095,Austin Smotherman,2.546,289.6,113.76,291,206302892
2023,0,33948,Byeong Hun An,2.543,302.8,119.04,331,199602888
2023,0,58696,Peter Kuest,2.538,307.8,121.288,117,220702831
2023,0,32640,Troy Merritt,2.538,279.5,110.104,277,212002849
2023,0,51890,Greyson Sigg,2.538,280.6,110.57,344,213502814
2023,0,52955,Ludvig Åberg,2.535,304.8,120.224,155,225502823
2023,0,31646,Emiliano Grillo,2.534,285.4,112.61,334,223402819
2023,0,47128,Richy Werenski,2.528,285.2,112.789,295,218802845
2023,0,45157,Cam Davis,2.526,296.8,117.474,251,221702834
2023,0,24024,Zach Johnson,2.526,273.5,108.264,207,223902834
2023,0,47983,Chad Ramey,2.526,282.8,111.987,350,216402861
2023,0,47079,Harrison Endycott,2.525,277.6,109.916,258,210202802
2023,0,33410,Andrew Landry,2.525,274.8,108.827,239,183902862
2023,0,45609,Tyler Duncan,2.523,281.9,111.764,267,226802848
2023,0,34363,Tyrrell Hatton,2.522,292.8,116.103,267,219802866
2023,0,35461,Beau Hossler,2.522,289.7,114.853,324,227402878
2023,0,25632,Jimmy Walker,2.522,291.4,115.545,287,205302859
2023,0,29221,Webb Simpson,2.521,284.4,112.826,218,222602880
2023,0,48084,Wesley Bryan,2.519,288.8,114.648,112,206902857
2023,0,40250,Taylor Pendrith,2.519,298.8,118.593,326,206802826
2023,0,30926,Chris Kirk,2.518,281.5,111.785,302,216002920
2023,0,22056,Cameron Percy,2.516,276.1,109.77,192,217702842
2023,0,47504,Sam Burns,2.515,300.1,119.344,243,219402856
2023,0,52453,Nicolai Hojgaard,2.515,298.3,118.607,118,219602765
2023,0,49960,Sepp Straka,2.514,283.3,112.673,268,216902855
2023,0,20229,Stewart Cink,2.512,290.1,115.464,260,221202815
2023,0,27644,Brian Harman,2.512,276.5,110.074,304,216202841
2023,0,49453,Trevor Cone,2.511,301.8,120.206,229,219202827
2023,0,32448,James Hahn,2.511,286.1,113.937,297,212402802
2023,0,26476,Chez Reavie,2.511,270.8,107.869,341,217902848
2023,0,36799,Stephan Jaeger,2.509,292.9,116.707,371,191602856
2023,0,29908,C.T. Pan,2.509,278.7,111.072,171,217602824
2023,0,57362,Austin Eckroat,2.508,284.5,113.464,268,215802791
2023,0,55708,Hayden Buckley,2.507,286.7,114.331,238,210802806
2023,0,32366,Kevin Chappell,2.506,289.6,115.524,154,202402774
2023,0,55182,Tom Kim,2.506,281.7,112.397,292,220102770
2023,0,49771,J.T. Poston,2.506,282.6,112.777,312,216702822
2023,0,24140,Sean O'Hair,2.505,280.6,112.013,108,212002916
2023,0,49766,Hank Lebioda,2.504,282.6,112.849,148,222902751
2023,0,28237,Rory McIlroy,2.504,307.4,122.75,207,198402899
2023,0,23108,Matt Kuchar,2.503,276.4,110.441,353,215302776
2023,0,39324,J.J. Spaun,2.503,282.1,112.707,331,208102786
2023,0,34563,Chesson Hadley,2.501,284.3,113.706,276,212702825
2023,0,52513,Carson Young,2.501,279.6,111.793,283,224902875
2023,0,30692,Scott Stallings,2.5,288.8,115.511,220,215402804
2023,0,35450,Patrick Cantlay,2.499,294.4,117.82,235,208802763
2023,0,35506,Mackenzie Hughes,2.499,287.8,115.15,281,212702756
2023,0,32816,Satoshi Kodaira,2.499,269.5,107.871,163,201102811
2023,0,48867,Matti Schmid,2.498,300.1,120.132,172,209702764
2023,0,51349,Nico Echavarria,2.495,282.0,113.04,231,207502832
2023,0,29535,Brice Garnett,2.495,271.0,108.595,223,211602855
2023,0,27963,Chris Stroud,2.495,272.8,109.367,142,223902771
2023,0,52375,Doug Ghim,2.493,280.8,112.649,226,215402856
2023,0,35449,Adam Long,2.493,274.2,109.984,361,205002760
2023,0,23320,Ryan Palmer,2.493,284.3,114.036,255,207502807
2023,0,48887,Matt Wallace,2.492,289.1,116.017,225,195602749
2023,0,19803,Ryan Armour,2.491,263.4,105.771,263,217202842
2023,0,39971,Sungjae Im,2.491,283.9,113.98,354,214202759
2023,0,51950,Max McGreevy,2.49,272.8,109.561,250,210502816
2023,0,50525,Collin Morikawa,2.49,284.3,114.213,228,212702797
2023,0,36871,Matt NeSmith,2.49,285.3,114.578,321,207002770
2023,0,25493,Nick Taylor,2.489,278.7,112.0,292,205502787
2023,0,45242,Kevin Yu,2.489,297.7,119.599,124,206502824
2023,0,34098,Russell Henley,2.488,275.8,110.868,288,206802810
2023,0,54783,Dylan Wu,2.488,281.7,113.224,291,209102883
2023,0,35901,Paul Haley II,2.487,267.6,107.598,264,212502897
2023,0,33408,Tyson Alexander,2.486,285.6,114.85,260,199802814
2023,0,34255,Joseph Bramlett,2.486,303.3,121.999,206,202502705
2023,0,29420,Billy Horschel,2.486,282.0,113.422,191,213202780
2023,0,52374,Brandon Wu,2.486,280.4,112.778,294,220802786
2023,0,12716,Charley Hoffman,2.485,287.2,115.553,217,201002872
2023,0,39975,Michael Kim,2.485,287.4,115.626,263,183702854
2023,0,25818,Scott Piercy,2.485,273.9,110.201,287,204602773
2023,0,34046,Jordan Spieth,2.485,289.9,116.66,252,173502911
2023,0,46970,Jon Rahm,2.484,297.2,119.638,230,209402805
2023,0,27214,Kevin Streelman,2.484,280.9,113.077,319,205502847
2023,0,32139,Danny Willett,2.484,277.0,111.492,200,206902823
2023,0,33399,Adam Hadwin,2.483,280.9,113.151,306,209302781
2023,0,32757,Patton Kizzire,2.483,283.6,114.206,303,213702819
2023,0,39546,Keith Mitchell,2.483,295.3,118.933,273,212102801
2023,0,25686,Jason Dufner,2.482,280.1,112.872,260,204402793
2023,0,25900,Lucas Glover,2.482,276.2,111.288,315,208502768
2023,0,54591,Ben Griffin,2.482,289.2,116.511,310,205202833
2023,0,58168,Davis Thompson,2.482,293.4,118.23,280,217702764
2023,0,35617,Martin Trainer,2.482,290.9,117.232,139,216502768
2023,0,47988,Nick Hardy,2.479,292.2,117.863,332,214502720
2023,0,31557,Jim Herman,2.479,273.3,110.251,240,211802807
2023,0,27974,Sung Kang,2.478,277.1,111.825,114,209202792
2023,0,51491,Brandon Matthews,2.478,313.3,126.436,100,216402860
2023,0,47993,Denny McCarthy,2.478,279.2,112.667,305,195202849
2023,0,55454,Carl Yuan,2.478,292.9,118.194,245,192302821
2023,0,56630,Akshay Bhatia,2.476,286.6,115.75,206,202702885
2023,0,30911,Tommy Fleetwood,2.476,290.5,117.315,243,214702747
2023,0,50188,S.H. Kim,2.476,290.5,117.342,340,199502798
2023,0,47591,Eric Cole,2.474,285.5,115.374,435,203902874
2023,0,59018,Ryan Gerard,2.474,279.9,113.109,157,226602753
2023,0,29970,Dylan Frittelli,2.472,289.1,116.928,204,218502770
2023,0,33448,Justin Thomas,2.471,287.5,116.344,240,198802754
2023,0,57366,Cameron Young,2.471,304.3,123.129,244,189102867
2023,0,27554,Scott Harrington,2.47,294.7,119.311,225,200202757
2023,0,28775,Nate Lashley,2.47,275.9,111.696,322,214002845
2023,0,36326,David Lipsky,2.47,272.6,110.369,332,210502868
2023,0,47995,Davis Riley,2.47,289.8,117.316,285,217402771
2023,0,30927,Brendon Todd,2.47,265.0,107.311,353,215402817
2023,0,33204,Shane Lowry,2.469,285.7,115.737,205,212202747
2023,0,51997,Andrew Novak,2.469,281.4,113.998,242,204702800
2023,0,40098,Matt Fitzpatrick,2.468,288.8,117.033,248,190902815
2023,0,32839,Hideki Matsuyama,2.468,282.4,114.437,295,208502824
2023,0,46601,Trey Mullinax,2.468,299.2,121.251,225,205802859
2023,0,54628,Lee Hodges,2.467,285.2,115.58,358,215102785
2023,0,29289,S.Y. Noh,2.467,286.9,116.303,164,210302716
2023,0,36724,Augusto Núñez,2.467,294.3,119.301,198,212802735
2023,0,28089,Jason Day,2.466,292.5,118.608,246,214602759
2023,0,54421,Garrick Higgo,2.466,294.9,119.595,321,188202787
2023,0,32791,K.H. Lee,2.466,284.3,115.273,307,208902733
2023,0,31560,Brian Stuard,2.466,254.8,103.303,191,204802779
2023,0,48119,Ben Taylor,2.465,289.5,117.444,267,210702869
2023,0,34076,Joel Dahmen,2.464,275.8,111.94,263,195702882
2023,0,57975,Harry Hall,2.464,285.8,115.966,247,209502755
2023,0,49298,Kramer Hickok,2.463,277.0,112.451,293,194002777
2023,0,40162,Justin Lower,2.463,279.4,113.478,298,217702771
2023,0,46340,Alex Smalley,2.463,283.8,115.25,329,174702800
2023,0,55893,Sam Stevens,2.463,294.3,119.484,320,209102738
2023,0,32662,Michael Gligic,2.462,293.4,119.19,183,213902782
2023,0,46717,Viktor Hovland,2.462,291.0,118.199,254,196102763
2023,0,31202,William McGirt,2.462,264.3,107.349,152,207702717
2023,0,39997,Corey Conners,2.46,286.0,116.274,324,207102746
2023,0,28420,Ryan Brehm,2.459,296.6,120.583,216,196102829
2023,0,24925,Jonathan Byrd,2.459,277.1,112.688,118,212102843
2023,0,51070,Vincent Norrman,2.459,299.4,121.75,229,217302812
2023,0,51766,Wyndham Clark,2.458,303.4,123.456,254,214602792
2023,0,22405,Justin Rose,2.458,283.3,115.249,193,210202866
2023,0,46435,Austin Cook,2.457,265.5,108.059,233,213702808
2023,0,35532,Tom Hoge,2.457,279.5,113.75,337,208802813
2023,0,34099,Harris English,2.456,285.3,116.182,271,212002763
2023,0,39954,Cody Gribble,2.456,285.5,116.224,165,210102731
2023,0,45522,Christiaan Bezuidenhout,2.454,273.6,111.484,299,208202749
2023,0,34466,Peter Malnati,2.453,280.9,114.503,303,195102776
2023,0,29725,Tony Finau,2.452,289.3,117.967,299,200802752
2023,0,46441,Robby Shelton,2.448,276.3,112.871,289,159102879
2023,0,24502,Adam Scott,2.447,296.3,121.101,186,203702827
2023,0,31323,Gary Woodland,2.447,298.9,122.151,267,203202826
2023,0,33597,Harry Higgs,2.446,283.7,115.963,215,215502792
2023,0,50493,Justin Suh,2.446,284.7,116.403,365,185302800
2023,0,48117,Kurt Kitayama,2.44,297.5,121.908,128,202202752
2023,0,35879,Kelly Kraft,2.439,264.3,108.341,323,204402752
2023,0,53165,Doc Redman,2.439,278.0,114.009,300,200302736
2023,0,33653,Thomas Detry,2.438,296.5,121.619,219,203602807
2023,0,35310,Lanto Griffin,2.438,286.5,117.522,158,207202714
2023,0,27936,Martin Laird,2.438,276.6,113.449,208,199702795
2023,0,26596,Ryan Moore,2.438,260.3,106.775,272,216602696
2023,0,33122,Russell Knox,2.434,267.5,109.905,317,195202786
2023,0,52411,Kyle Westmoreland,2.434,302.3,124.205,177,212202699
2023,0,51634,Sahith Theegala,2.433,285.1,117.18,326,183002799
2023,0,30163,Henrik Norlander,2.432,278.0,114.286,224,207702749
2023,0,40006,Erik van Rooyen,2.432,287.1,118.027,206,188802778
2023,0,39067,MJ Daffue,2.431,292.0,120.118,248,211302756
2023,0,51414,Brent Grant,2.431,298.4,122.714,199,208302770
2023,0,49947,Taylor Moore,2.431,287.2,118.164,322,213802762
2023,0,37455,Si Woo Kim,2.429,275.7,113.522,381,190102846
2023,0,34409,David Lingmerth,2.429,258.3,106.372,228,204802760
2023,0,31577,Tano Goya,2.426,287.4,118.486,221,193902786
2023,0,36699,Patrick Rodgers,2.425,289.7,119.455,323,208402776
2023,0,46046,Scottie Scheffler,2.425,293.0,120.848,303,200002752
2023,0,28252,Seamus Power,2.424,285.2,117.656,243,211402766
2023,0,37338,Zecheng Dou,2.423,286.6,118.289,294,204202756
2023,0,27129,Luke List,2.423,293.3,121.02,310,203402814
2023,0,37275,Sam Ryder,2.42,277.6,114.7,338,214202788
2023,0,40115,Adam Svensson,2.42,278.3,115.004,370,184302727
2023,0,48081,Xander Schauffele,2.419,290.6,120.144,217,193102764
2023,0,39977,Max Homa,2.417,289.8,119.868,259,207102779
2023,0,58967,Trevor Werbylo,2.416,288.4,119.37,224,195902788
2023,0,46442,Maverick McNealy,2.415,282.6,117.042,183,156402687
2023,0,34431,Robert Streb,2.414,278.7,115.423,240,205902710
2023,0,33413,Ben Martin,2.413,278.6,115.448,309,207202812
2023,0,39335,Kevin Roy,2.41,286.7,118.996,186,214802753
2023,0,34610,Matthias Schwab,2.409,277.4,115.139,311,205602766
2023,0,39058,Lucas Herbert,2.408,294.8,122.424,164,200702753
2023,0,48699,Callum Tarren,2.407,293.5,121.977,296,189602715
2023,0,36801,Mark Hubbard,2.404,276.6,115.092,332,200902693
2023,0,52372,Cameron Champ,2.402,302.8,126.059,172,189902748
2023,0,46414,Aaron Rai,2.402,274.1,114.117,341,198502697
2023,0,32333,Kevin Tway,2.402,292.2,121.653,276,193802700
2023,0,27349,Alex Noren,2.388,281.0,117.679,246,200602715
2023,0,22371,Aaron Baddeley,2.383,267.1,112.109,204,159602681
2023,0,47347,Adam Schenk,2.381,289.8,121.7,348,164202720
2023,0,34256,Andrew Putnam,2.377,265.9,111.848,358,202602679
2023,0,27095,Nick Watney,2.377,280.3,117.929,184,194102707
2023,0,56762,Will Gordon,2.374,296.3,124.809,260,203402644
2023,0,40058,Zac Blair,2.371,262.6,110.747,247,210702673
2023,0,55789,Taylor Montgomery,2.36,287.6,121.854,271,177902728
2022,0,33141,Keegan Bradley,2.558,293.0,114.546,160,222302877
2022,0,22056,Cameron Percy,2.55,280.7,110.078,106,218202824
2022,0,50095,Austin Smotherman,2.547,288.5,113.284,185,217902841
2022,0,28237,Rory McIlroy,2.545,309.3,121.531,124,194402871
2022,0,31646,Emiliano Grillo,2.537,288.4,113.661,223,227502974
2022,0,51890,Greyson Sigg,2.537,282.3,111.279,241,225702850
2022,0,33448,Justin Thomas,2.536,295.8,116.648,165,210708160
2022,0,45157,Cam Davis,2.535,299.6,118.153,194,211802927
2022,0,32448,James Hahn,2.533,286.8,113.215,193,227702866
2022,0,47504,Sam Burns,2.531,299.2,118.217,206,224102822
2022,0,49960,Sepp Straka,2.529,286.8,113.383,193,219802791
2022,0,27644,Brian Harman,2.525,275.9,109.273,220,223602816
2022,0,35450,Patrick Cantlay,2.524,293.6,116.332,116,193802824
2022,0,50525,Collin Morikawa,2.524,287.6,113.919,111,216602808
2022,0,35891,Cameron Smith,2.523,289.3,114.677,149,208102810
2022,0,37189,Harold Varner III,2.523,290.4,115.08,165,208602845
2022,0,30926,Chris Kirk,2.522,283.0,112.189,205,225002850
2022,0,27895,Jonas Blixt,2.521,281.4,111.622,133,204902813
2022,0,34255,Joseph Bramlett,2.521,308.9,122.495,151,224902808
2022,0,30944,Jason Kokrak,2.52,295.4,117.236,120,222702920
2022,0,49964,Aaron Wise,2.519,290.8,115.453,193,220202850
2022,0,54783,Dylan Wu,2.519,284.9,113.079,157,228702818
