YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
2024,179,0,37378,Min Woo Lee,+35,3.12,870.0
2024,180,0,34466,Peter Malnati,+38,3.12,960.0
2024,181,0,55708,Hayden Buckley,+39,3.13,906.0
2024,182,0,47663,Kevin Dougherty,+43,3.16,816.0
2024,183,0,47995,Davis Riley,+49,3.16,942.0
2024,184,0,37212,Paul Barjon,+51,3.22,702.0
2023,1,0,47591,Eric Cole,-28,2.95,1569.0
2023,2,0,39977,Max Homa,-21,2.94,1038.0
2023,3,0,46970,Jon Rahm,-14,2.95,864.0
2023,4,0,58696,Peter Kuest,-13,2.93,540.0
2023,5,0,32102,Rickie Fowler,-9,2.98,1200.0
2023,5,0,50525,Collin Morikawa,-9,2.97,996.0
2023,7,0,22371,Aaron Baddeley,-8,2.98,987.0
2023,7,0,37275,Sam Ryder,-8,2.98,1374.0
2023,7,0,50493,Justin Suh,-8,2.98,1416.0
2023,10,0,52453,Nicolai Hojgaard,-7,2.96,582.0
2023,10,0,28237,Rory McIlroy,-7,2.97,780.0
2023,10,0,34256,Andrew Putnam,-7,2.98,1395.0
2023,13,0,51890,Greyson Sigg,-5,2.99,1275.0
2023,14,0,47504,Sam Burns,-4,2.99,993.0
2023,14,0,33399,Adam Hadwin,-4,2.99,1074.0
2023,14,0,46046,Scottie Scheffler,-4,2.99,1080.0
2023,17,0,52955,Ludvig Åberg,-3,2.99,606.0
2023,17,0,36801,Mark Hubbard,-3,2.99,1428.0
2023,19,0,51634,Sahith Theegala,-2,3.0,1302.0
2023,20,0,30911,Tommy Fleetwood,-1,3.0,924.0
2023,20,0,31646,Emiliano Grillo,-1,3.0,1398.0
2023,20,0,46717,Viktor Hovland,-1,3.0,1083.0
2023,20,0,22405,Justin Rose,-1,3.0,843.0
2023,20,0,39324,J.J. Spaun,-1,3.0,1236.0
2023,25,0,47347,Adam Schenk,E,3.0,1479.0
2023,25,0,27963,Chris Stroud,E,3.0,693.0
2023,27,0,54591,Ben Griffin,+1,3.0,1479.0
2023,27,0,34563,Chesson Hadley,+1,3.0,1131.0
2023,27,0,47988,Nick Hardy,+1,3.0,1449.0
2023,27,0,33122,Russell Knox,+1,3.0,1395.0
2023,27,0,31202,William McGirt,+1,3.0,639.0
2023,27,0,52513,Carson Young,+1,3.0,1206.0
2023,33,0,33141,Keegan Bradley,+2,3.01,1002.0
2023,33,0,36799,Stephan Jaeger,+2,3.0,1512.0
2023,33,0,32839,Hideki Matsuyama,+2,3.01,1074.0
2023,33,0,27349,Alex Noren,+2,3.01,1146.0
2023,33,0,57366,Cameron Young,+2,3.01,1032.0
2023,38,0,40098,Matt Fitzpatrick,+3,3.01,879.0
2023,38,0,25900,Lucas Glover,+3,3.01,1209.0
2023,38,0,35532,Tom Hoge,+3,3.01,1281.0
2023,38,0,28775,Nate Lashley,+3,3.01,1302.0
2023,42,0,29535,Brice Garnett,+4,3.01,1041.0
2023,42,0,26476,Chez Reavie,+4,3.01,1158.0
2023,42,0,40115,Adam Svensson,+4,3.01,1494.0
2023,45,0,52375,Doug Ghim,+5,3.01,1131.0
2023,45,0,27644,Brian Harman,+5,3.01,1134.0
2023,45,0,37455,Si Woo Kim,+5,3.01,1236.0
2023,45,0,36871,Matt NeSmith,+5,3.01,1227.0
2023,45,0,48081,Xander Schauffele,+5,3.01,1017.0
2023,50,0,45522,Christiaan Bezuidenhout,+6,3.02,1086.0
2023,50,0,12716,Charley Hoffman,+6,3.02,1017.0
2023,52,0,28089,Jason Day,+7,3.02,978.0
2023,52,0,57362,Austin Eckroat,+7,3.02,1239.0
2023,52,0,55182,Tom Kim,+7,3.02,1104.0
2023,52,0,30926,Chris Kirk,+7,3.02,1110.0
2023,52,0,23108,Matt Kuchar,+7,3.02,1089.0
2023,57,0,26596,Ryan Moore,+8,3.02,1005.0
2023,57,0,25818,Scott Piercy,+8,3.02,1203.0
2023,57,0,30927,Brendon Todd,+8,3.02,1239.0
2023,60,0,34363,Tyrrell Hatton,+9,3.03,960.0
2023,60,0,27936,Martin Laird,+9,3.02,1086.0
2023,60,0,51997,Andrew Novak,+9,3.02,1167.0
2023,60,0,22056,Cameron Percy,+9,3.03,819.0
2023,64,0,40058,Zac Blair,+10,3.03,975.0
2023,64,0,34099,Harris English,+10,3.03,1188.0
2023,64,0,33204,Shane Lowry,+10,3.04,756.0
2023,64,0,53165,Doc Redman,+10,3.03,957.0
2023,64,0,36699,Patrick Rodgers,+10,3.02,1290.0
2023,64,0,46441,Robby Shelton,+10,3.02,1287.0
2023,64,0,50095,Austin Smotherman,+10,3.02,1218.0
2023,71,0,55708,Hayden Buckley,+11,3.03,1038.0
2023,71,0,35506,Mackenzie Hughes,+11,3.03,1104.0
2023,71,0,48117,Kurt Kitayama,+11,3.04,909.0
2023,71,0,39546,Keith Mitchell,+11,3.03,1167.0
2023,71,0,29289,S.Y. Noh,+11,3.04,831.0
2023,76,0,33948,Byeong Hun An,+12,3.03,1311.0
2023,76,0,34255,Joseph Bramlett,+12,3.04,1005.0
2023,76,0,34098,Russell Henley,+12,3.04,1014.0
2023,76,0,27974,Sung Kang,+12,3.06,585.0
2023,76,0,49771,J.T. Poston,+12,3.03,1218.0
2023,76,0,31560,Brian Stuard,+12,3.04,885.0
2023,82,0,32366,Kevin Chappell,+13,3.06,681.0
2023,82,0,51349,Nico Echavarria,+13,3.04,969.0
2023,82,0,32640,Troy Merritt,+13,3.03,1131.0
2023,82,0,30163,Henrik Norlander,+13,3.04,1107.0
2023,82,0,48119,Ben Taylor,+13,3.03,1329.0
2023,87,0,56630,Akshay Bhatia,+14,3.04,1026.0
2023,87,0,39997,Corey Conners,+14,3.04,1038.0
2023,87,0,39971,Sungjae Im,+14,3.03,1272.0
2023,87,0,32816,Satoshi Kodaira,+14,3.05,795.0
2023,87,0,32791,K.H. Lee,+14,3.03,1326.0
2023,87,0,46442,Maverick McNealy,+14,3.05,801.0
2023,87,0,28252,Seamus Power,+14,3.04,981.0
2023,87,0,45242,Kevin Yu,+14,3.05,873.0
2023,95,0,57975,Harry Hall,+15,3.04,1269.0
2023,95,0,47983,Chad Ramey,+15,3.04,1227.0
2023,95,0,49960,Sepp Straka,+15,3.04,1116.0
2023,98,0,29908,C.T. Pan,+16,3.07,648.0
2023,98,0,48699,Callum Tarren,+16,3.04,1215.0
2023,98,0,54783,Dylan Wu,+16,3.04,1317.0
2023,101,0,29725,Tony Finau,+17,3.05,1032.0
2023,101,0,39975,Michael Kim,+17,3.04,1215.0
2023,101,0,49766,Hank Lebioda,+17,3.07,753.0
2023,101,0,34466,Peter Malnati,+17,3.04,1161.0
2023,101,0,51070,Vincent Norrman,+17,3.05,1053.0
2023,101,0,24140,Sean O'Hair,+17,3.08,639.0
2023,101,0,34046,Jordan Spieth,+17,3.06,879.0
2023,101,0,25493,Nick Taylor,+17,3.04,1155.0
2023,109,0,30692,Scott Stallings,+18,3.05,1023.0
2023,109,0,40006,Erik van Rooyen,+18,3.06,972.0
2023,111,0,31577,Tano Goya,+19,3.05,1107.0
2023,111,0,55789,Taylor Montgomery,+19,3.05,1260.0
2023,111,0,58168,Davis Thompson,+19,3.05,1170.0
2023,111,0,52374,Brandon Wu,+19,3.04,1431.0
2023,115,0,48084,Wesley Bryan,+20,3.1,585.0
2023,115,0,20229,Stewart Cink,+20,3.06,984.0
2023,115,0,45609,Tyler Duncan,+20,3.05,1134.0
2023,115,0,47993,Denny McCarthy,+20,3.05,1239.0
2023,115,0,36724,Augusto Núñez,+20,3.06,1041.0
2023,120,0,51766,Wyndham Clark,+21,3.05,1296.0
2023,120,0,45157,Cam Davis,+21,3.06,1128.0
2023,120,0,47079,Harrison Endycott,+21,3.06,1083.0
2023,120,0,35310,Lanto Griffin,+21,3.09,693.0
2023,120,0,32448,James Hahn,+21,3.06,987.0
2023,120,0,35901,Paul Haley II,+21,3.06,1131.0
2023,120,0,39058,Lucas Herbert,+21,3.08,774.0
2023,127,0,35450,Patrick Cantlay,+22,3.08,870.0
2023,127,0,33653,Thomas Detry,+22,3.05,1215.0
2023,127,0,48867,Matti Schmid,+22,3.07,957.0
2023,130,0,29221,Webb Simpson,+23,3.1,699.0
2023,131,0,34076,Joel Dahmen,+24,3.06,1161.0
2023,131,0,54628,Lee Hodges,+24,3.05,1338.0
2023,131,0,34431,Robert Streb,+24,3.07,978.0
2023,131,0,55454,Carl Yuan,+24,3.07,1035.0
2023,135,0,19803,Ryan Armour,+25,3.07,1137.0
2023,135,0,46435,Austin Cook,+25,3.07,1047.0
2023,135,0,29420,Billy Horschel,+25,3.1,780.0
2023,135,0,46340,Alex Smalley,+25,3.05,1383.0
2023,139,0,33413,Ben Martin,+26,3.06,1275.0
2023,139,0,27095,Nick Watney,+26,3.08,927.0
2023,141,0,24925,Jonathan Byrd,+27,3.11,729.0
2023,141,0,31557,Jim Herman,+27,3.09,927.0
2023,141,0,40162,Justin Lower,+27,3.06,1323.0
2023,141,0,39335,Kevin Roy,+27,3.09,933.0
2023,141,0,32139,Danny Willett,+27,3.1,816.0
2023,146,0,37338,Zecheng Dou,+28,3.07,1197.0
2023,146,0,39954,Cody Gribble,+28,3.1,855.0
2023,146,0,34409,David Lingmerth,+28,3.08,1098.0
2023,146,0,51950,Max McGreevy,+28,3.07,1125.0
2023,146,0,23320,Ryan Palmer,+28,3.09,957.0
2023,151,0,33408,Tyson Alexander,+29,3.07,1179.0
2023,151,0,35461,Beau Hossler,+29,3.06,1371.0
2023,151,0,40250,Taylor Pendrith,+29,3.07,1209.0
2023,151,0,24502,Adam Scott,+29,3.11,828.0
2023,155,0,24024,Zach Johnson,+30,3.11,834.0
2023,155,0,33448,Justin Thomas,+30,3.1,882.0
2023,155,0,48887,Matt Wallace,+30,3.08,1068.0
2023,158,0,36326,David Lipsky,+31,3.07,1293.0
2023,158,0,25632,Jimmy Walker,+31,3.09,1065.0
2023,160,0,59018,Ryan Gerard,+32,3.13,768.0
2023,160,0,49947,Taylor Moore,+32,3.08,1263.0
2023,160,0,32333,Kevin Tway,+32,3.08,1233.0
2023,160,0,31323,Gary Woodland,+32,3.09,1056.0
2023,164,0,58967,Trevor Werbylo,+33,3.1,1035.0
2023,164,0,52411,Kyle Westmoreland,+33,3.1,969.0
2023,166,0,27554,Scott Harrington,+34,3.1,975.0
2023,166,0,32757,Patton Kizzire,+34,3.08,1206.0
2023,166,0,35449,Adam Long,+34,3.07,1389.0
2023,166,0,55893,Sam Stevens,+34,3.08,1317.0
2023,170,0,32662,Michael Gligic,+35,3.12,897.0
2023,170,0,33597,Harry Higgs,+35,3.1,1011.0
2023,170,0,35617,Martin Trainer,+35,3.14,759.0
2023,173,0,39067,MJ Daffue,+36,3.09,1251.0
2023,174,0,25686,Jason Dufner,+37,3.1,1098.0
2023,174,0,35879,Kelly Kraft,+37,3.1,1095.0
2023,176,0,52372,Cameron Champ,+38,3.12,978.0
2023,176,0,46414,Aaron Rai,+38,3.09,1296.0
2023,178,0,56762,Will Gordon,+39,3.08,1380.0
2023,179,0,50188,S.H. Kim,+40,3.09,1377.0
2023,180,0,49298,Kramer Hickok,+41,3.1,1176.0
2023,180,0,27129,Luke List,+41,3.1,1242.0
2023,180,0,46601,Trey Mullinax,+41,3.14,858.0
2023,183,0,27214,Kevin Streelman,+42,3.1,1203.0
2023,184,0,49453,Trevor Cone,+44,3.13,999.0
2023,184,0,54421,Garrick Higgo,+44,3.1,1266.0
2023,184,0,51491,Brandon Matthews,+44,3.18,723.0
2023,187,0,33410,Andrew Landry,+45,3.14,963.0
2023,188,0,29970,Dylan Frittelli,+46,3.14,975.0
2023,189,0,28420,Ryan Brehm,+49,3.14,1035.0
2023,190,0,47128,Richy Werenski,+51,3.13,1209.0
2023,191,0,47995,Davis Riley,+53,3.12,1287.0
2023,192,0,34610,Matthias Schwab,+64,3.15,1257.0
2023,193,0,51414,Brent Grant,+67,3.2,1023.0
2022,1,0,46402,Talor Gooch,-12,2.96,828.0
2022,2,0,23983,Luke Donald,-11,2.96,837.0
2022,3,0,36799,Stephan Jaeger,-10,2.97,1065.0
2022,4,0,35532,Tom Hoge,-7,2.98,1173.0
2022,4,0,48081,Xander Schauffele,-7,2.98,864.0
2022,4,0,51894,Vince Whaley,-7,2.98,1059.0
2022,7,0,49964,Aaron Wise,-6,2.98,1038.0
2022,7,0,47483,Will Zalatoris,-6,2.98,906.0
2022,9,0,45157,Cam Davis,-3,2.99,978.0
2022,9,0,46046,Scottie Scheffler,-3,2.99,1014.0
2022,11,0,34098,Russell Henley,-2,2.99,924.0
2022,11,0,32839,Hideki Matsuyama,-2,2.99,846.0
2022,11,0,40250,Taylor Pendrith,-2,2.99,861.0
2022,14,0,54628,Lee Hodges,-1,3.0,1161.0
2022,14,0,36801,Mark Hubbard,-1,3.0,843.0
2022,16,0,45486,Joaquin Niemann,1,3.0,966.0
2022,16,0,27349,Alex Noren,1,3.0,804.0
2022,18,0,37189,Harold Varner III,2,3.01,831.0
2022,19,0,35450,Patrick Cantlay,3,3.01,795.0
2022,19,0,30911,Tommy Fleetwood,3,3.01,684.0
2022,19,0,39546,Keith Mitchell,3,3.01,1059.0
2022,19,0,29908,C.T. Pan,3,3.01,1026.0
2022,19,0,30927,Brendon Todd,3,3.01,1041.0
2022,24,0,46717,Viktor Hovland,4,3.01,822.0
2022,24,0,39971,Sungjae Im,4,3.01,1038.0
2022,24,0,33204,Shane Lowry,4,3.02,702.0
2022,24,0,30692,Scott Stallings,4,3.01,1185.0
2022,24,0,32150,Michael Thompson,4,3.01,1029.0
2022,29,0,36884,Ben Kohles,5,3.02,777.0
2022,29,0,23108,Matt Kuchar,5,3.02,879.0
2022,29,0,36326,David Lipsky,5,3.01,1101.0
2022,29,0,50525,Collin Morikawa,5,3.02,726.0
2022,29,0,22405,Justin Rose,5,3.02,675.0
2022,29,0,31560,Brian Stuard,5,3.01,1113.0
2022,35,0,33141,Keegan Bradley,6,3.02,972.0
2022,35,0,47504,Sam Burns,6,3.02,972.0
2022,35,0,37455,Si Woo Kim,6,3.02,1158.0
2022,35,0,47993,Denny McCarthy,6,3.01,1227.0
2022,35,0,28237,Rory McIlroy,6,3.03,708.0
2022,35,0,51890,Greyson Sigg,6,3.02,1119.0
2022,35,0,27214,Kevin Streelman,6,3.02,1095.0
2022,35,0,33448,Justin Thomas,6,3.02,906.0
2022,43,0,24925,Jonathan Byrd,7,3.03,705.0
2022,43,0,35449,Adam Long,7,3.02,1110.0
2022,43,0,47995,Davis Riley,7,3.02,1167.0
2022,43,0,23325,Vaughn Taylor,7,3.03,660.0
2022,47,0,19803,Ryan Armour,8,3.04,627.0
2022,47,0,45522,Christiaan Bezuidenhout,8,3.02,969.0
2022,47,0,45609,Tyler Duncan,8,3.02,1023.0
2022,47,0,39977,Max Homa,8,3.02,984.0
2022,47,0,26476,Chez Reavie,8,3.02,1059.0
2022,47,0,53165,Doc Redman,8,3.02,981.0
2022,53,0,33399,Adam Hadwin,9,3.02,1107.0
2022,53,0,29420,Billy Horschel,9,3.03,810.0
2022,53,0,21961,Charles Howell III,9,3.04,660.0
2022,53,0,35891,Cameron Smith,9,3.04,744.0
2022,53,0,45540,Jared Wolfe,9,3.04,723.0
2022,58,0,45526,Abraham Ancer,10,3.04,678.0
2022,58,0,46435,Austin Cook,10,3.04,855.0
2022,58,0,47988,Nick Hardy,10,3.04,723.0
2022,58,0,24024,Zach Johnson,10,3.04,774.0
2022,58,0,33122,Russell Knox,10,3.03,1107.0
2022,58,0,27936,Martin Laird,10,3.04,810.0
2022,58,0,26851,Marc Leishman,10,3.03,858.0
2022,58,0,46970,Jon Rahm,10,3.04,828.0
2022,58,0,27649,Brandt Snedeker,10,3.04,729.0
2022,58,0,40115,Adam Svensson,10,3.02,1239.0
2022,68,0,30978,Kiradech Aphibarnrat,11,3.05,669.0
2022,68,0,29725,Tony Finau,11,3.03,1026.0
2022,68,0,34563,Chesson Hadley,11,3.03,987.0
2022,68,0,34174,John Huh,11,3.04,930.0
2022,68,0,29478,Kevin Kisner,11,3.04,771.0
2022,68,0,30944,Jason Kokrak,11,3.05,720.0
2022,68,0,46442,Maverick McNealy,11,3.03,1095.0
2022,68,0,24138,Ian Poulter,11,3.06,516.0
2022,76,0,31557,Jim Herman,12,3.06,636.0
2022,76,0,32816,Satoshi Kodaira,12,3.06,642.0
2022,76,0,28775,Nate Lashley,12,3.04,945.0
2022,76,0,34466,Peter Malnati,12,3.03,1281.0
2022,76,0,25198,Francesco Molinari,12,3.06,627.0
2022,76,0,33667,Carlos Ortiz,12,3.05,768.0
2022,76,0,56278,Matthew Wolff,12,3.06,576.0
2022,83,0,40098,Matt Fitzpatrick,13,3.05,855.0
2022,83,0,40162,Justin Lower,13,3.04,891.0
2022,83,0,33419,Cameron Tringale,13,3.03,1143.0
2022,83,0,48887,Matt Wallace,13,3.05,720.0
2022,87,0,48084,Wesley Bryan,14,3.07,630.0
2022,87,0,24980,Scott Gutschewski,14,3.06,687.0
2022,87,0,54421,Garrick Higgo,14,3.06,678.0
