YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
2019,0,39954,Cody Gribble,11.73,95,810,-0.189
2019,0,32839,Hideki Matsuyama,11.55,118,1022,-0.271
2019,0,29518,Brendan Steele,11.52,82,712,-0.232
2019,0,29974,Branden Grace,11.46,72,628,-0.361
2019,0,34099,Harris English,11.34,125,1102,-0.232
2019,0,34363,Tyrrell Hatton,11.26,66,586,-0.197
2019,0,27936,Martin Laird,11.25,115,1022,-0.470
2019,0,48822,Sebastián Muñoz,11.19,100,894,-0.300
2019,0,27349,Alex Noren,11.13,67,602,-0.075
2019,0,33667,Carlos Ortiz,11.13,112,1006,-0.295
2019,0,37340,Chase Wright,11.06,88,796,-0.250
2019,0,30911,Tommy Fleetwood,11.0,77,700,-0.221
2019,0,40009,Dominic Bozzelli,10.79,74,686,-0.311
2019,0,35506,Mackenzie Hughes,10.76,99,920,-0.303
2019,0,32757,Patton Kizzire,10.51,78,742,-0.128
2019,0,26329,Louis Oosthuizen,10.33,69,668,-0.217
2019,0,35891,Cameron Smith,10.11,75,742,-0.413
2019,0,34306,John Chin,9.96,53,532,-0.358
2019,0,33141,Keegan Bradley,9.89,93,940,-0.247
2019,0,36852,Jim Knous,9.74,53,544,-0.208
2019,0,27330,Josh Teater,9.57,71,742,-0.296
2019,0,30692,Scott Stallings,9.49,90,948,-0.278
2019,0,24781,Hunter Mahan,9.45,62,656,-0.145
2019,0,24502,Adam Scott,9.42,58,616,-0.276
2019,0,40026,Daniel Berger,9.32,77,826,-0.156
2019,0,25900,Lucas Glover,9.29,105,1130,-0.248
2019,0,39971,Sungjae Im,9.24,129,1396,-0.333
2019,0,27974,Sung Kang,9.12,89,976,-0.247
2019,0,26300,Matt Jones,9.02,83,920,-0.313
2019,0,33419,Cameron Tringale,8.99,64,712,-0.281
2019,0,34046,Jordan Spieth,8.87,82,924,-0.280
2019,0,32139,Danny Willett,8.76,61,696,-0.098
2019,0,34563,Chesson Hadley,8.73,73,836,-0.274
2019,0,29268,Bronson Burgoon,8.66,57,658,-0.263
2019,0,25198,Francesco Molinari,8.61,51,592,-0.196
2019,0,31646,Emiliano Grillo,8.57,66,770,-0.242
2019,0,32640,Troy Merritt,8.5,67,788,-0.179
2019,0,37275,Sam Ryder,8.47,71,838,-0.465
2019,0,12716,Charley Hoffman,8.41,55,654,-0.382
2019,0,35732,Wes Roach,8.31,57,686,-0.298
2019,0,29420,Billy Horschel,8.25,80,970,-0.263
2019,0,24138,Ian Poulter,8.06,50,620,-0.260
2019,0,39997,Corey Conners,7.87,76,966,-0.342
2019,0,36799,Stephan Jaeger,7.79,62,796,-0.161
2019,0,25818,Scott Piercy,7.72,76,984,-0.211
2019,0,28259,Sangmoon Bae,7.71,43,558,-0.326
2019,0,33399,Adam Hadwin,7.62,66,866,-0.348
2019,0,29970,Dylan Frittelli,7.59,72,948,-0.444
2019,0,45526,Abraham Ancer,7.44,74,994,-0.216
2019,0,33486,Roger Sloan,7.17,70,976,-0.286
2019,0,34466,Peter Malnati,7.08,75,1060,-0.347
2019,0,33418,Shawn Stefani,7.06,61,864,-0.328
2019,0,21731,Freddie Jacobson,6.99,39,558,-0.385
2019,0,30978,Kiradech Aphibarnrat,6.98,44,630,-0.159
2019,0,40098,Matt Fitzpatrick,6.95,36,518,-0.167
2019,0,29535,Brice Garnett,6.91,63,912,-0.190
2019,0,47128,Richy Werenski,6.76,69,1020,-0.478
2019,0,49298,Kramer Hickok,6.69,55,822,-0.255
2019,0,23108,Matt Kuchar,6.57,61,928,-0.279
2019,0,47993,Denny McCarthy,6.55,63,962,-0.476
2019,0,33410,Andrew Landry,6.48,59,910,-0.169
2019,0,49303,Anders Albertson,6.46,47,728,-0.191
2019,0,35449,Adam Long,6.41,61,952,-0.279
2019,0,46402,Talor Gooch,6.4,43,672,-0.326
2019,0,34264,Hudson Swafford,6.4,42,656,-0.190
2019,0,49771,J.T. Poston,6.34,78,1230,-0.218
2019,0,25686,Jason Dufner,6.28,50,796,-0.200
2019,0,25493,Nick Taylor,6.25,75,1200,-0.307
2019,0,34021,Bud Cauley,6.19,64,1034,-0.328
2019,0,26499,Rafa Cabrera Bello,6.14,41,668,-0.244
2019,0,30191,Julián Etulain,6.06,43,710,-0.302
2019,0,27556,Ted Potter Jr.,6.06,51,842,-0.196
2019,0,31557,Jim Herman,6.04,32,530,-0.281
2019,0,24924,Bill Haas,6.0,51,850,-0.451
2019,0,29221,Webb Simpson,5.99,58,968,-0.207
2019,0,46435,Austin Cook,5.83,43,738,-0.302
2019,0,49766,Hank Lebioda,5.82,47,808,-0.255
2019,0,27644,Brian Harman,5.75,57,992,-0.351
2019,0,27214,Kevin Streelman,5.6,54,964,-0.222
2019,0,39975,Michael Kim,5.54,35,632,-0.257
2019,0,46523,Joey Garber,5.5,33,600,-0.364
2019,0,32058,José de Jesús Rodríguez,5.41,37,684,-0.541
2019,0,30110,Kyle Stanley,5.32,41,770,-0.293
2019,0,35532,Tom Hoge,5.27,53,1006,-0.057
2019,0,37455,Si Woo Kim,5.21,43,826,-0.372
2019,0,40115,Adam Svensson,5.21,40,768,-0.475
2019,0,31420,Anirban Lahiri,5.11,42,822,-0.262
2019,0,34076,Joel Dahmen,5.09,54,1060,-0.222
2019,0,28679,Fabián Gómez,5.06,34,672,-0.176
2019,0,29479,Scott Brown,5.05,48,950,-0.271
2019,0,27963,Chris Stroud,4.97,36,724,-0.278
2019,0,45609,Tyler Duncan,4.96,45,908,-0.044
2019,0,39324,J.J. Spaun,4.91,44,896,-0.364
2019,0,25396,Kevin Na,4.87,30,616,-0.233
2019,0,23621,Rory Sabbatini,4.72,50,1060,-0.320
2019,0,28775,Nate Lashley,4.68,36,770,-0.444
2019,0,23353,J.J. Henry,4.53,26,574,-0.615
2019,0,35879,Kelly Kraft,4.53,41,906,-0.171
2019,0,27895,Jonas Blixt,4.48,40,892,-0.300
2019,0,32816,Satoshi Kodaira,4.48,32,714,-0.063
2019,0,34256,Andrew Putnam,4.44,35,788,-0.371
2019,0,37380,Curtis Luck,4.41,27,612,-0.259
2019,0,27958,Ryan Blaum,4.28,43,1004,-0.209
2019,0,21528,Henrik Stenson,4.28,25,584,+0.040
2019,0,33122,Russell Knox,4.01,33,822,-0.242
2019,0,34098,Russell Henley,4.0,34,850,-0.618
2019,0,29478,Kevin Kisner,3.94,39,990,-0.282
2019,0,24024,Zach Johnson,3.93,29,738,E
2019,0,32791,K.H. Lee,3.81,33,867,-0.182
2019,0,34431,Robert Streb,3.7,31,838,-0.452
2019,0,22371,Aaron Baddeley,3.57,21,588,+0.095
2019,0,27649,Brandt Snedeker,3.57,40,1120,-0.200
2019,0,32150,Michael Thompson,3.52,32,908,-0.344
2019,0,47990,Kyle Jones,3.45,26,754,-0.346
2019,0,20572,Rod Pampling,3.32,19,572,-0.526
2019,0,25572,Graeme McDowell,3.3,23,696,E
2019,0,30786,Brady Schnell,3.3,18,546,-0.333
2019,0,26476,Chez Reavie,3.17,31,978,-0.355
2019,0,29908,C.T. Pan,3.11,26,836,-0.115
2019,0,23325,Vaughn Taylor,2.97,34,1144,-0.500
2019,0,39327,Ben Silverman,2.94,23,782,-0.304
2019,0,26758,David Hearn,2.74,13,474,-0.308
2019,0,26951,Johnson Wagner,2.74,18,658,-0.167
2019,0,35376,Roberto Díaz,2.54,18,710,-0.111
2019,0,24361,Pat Perez,2.44,14,574,-0.429
2019,0,32200,Roberto Castro,2.43,21,864,-0.571
2019,0,26596,Ryan Moore,2.39,21,880,-0.429
2019,0,37454,Whee Kim,2.13,14,658,-0.500
2019,0,19803,Ryan Armour,2.1,22,1046,-0.364
2019,0,24925,Jonathan Byrd,1.98,10,504,-0.400
2019,0,6522,Ernie Els,1.9,8,420,-0.125
2019,0,19846,Brian Gay,1.49,15,1004,-0.333
2019,0,31560,Brian Stuard,1.4,15,1074,-0.333
2019,0,20472,Alex Cejka,1.08,6,556,+0.167
2019,0,34261,Scott Langley,1.01,9,894,-0.111
2019,0,10809,Jim Furyk,0.76,6,794,-0.333
2018,0,28237,Rory McIlroy,34.55,246,712,-0.211
2018,0,30925,Dustin Johnson,32.91,287,872,-0.279
2018,0,36689,Brooks Koepka,31.84,242,760,-0.198
2018,0,25804,Bubba Watson,31.3,298,952,-0.168
2018,0,46970,Jon Rahm,31.2,224,718,-0.183
2018,0,50526,Tom Lovelady,29.67,286,964,-0.241
2018,0,46601,Trey Mullinax,29.44,242,822,-0.194
2018,0,29725,Tony Finau,27.3,309,1132,-0.307
2018,0,27129,Luke List,26.93,293,1088,-0.177
2018,0,31323,Gary Woodland,26.18,256,978,-0.281
2018,0,33448,Justin Thomas,26.15,250,956,-0.316
2018,0,39546,Keith Mitchell,24.96,290,1162,-0.197
2018,0,34213,Grayson Murray,24.76,205,828,-0.137
2018,0,32366,Kevin Chappell,24.54,214,872,-0.210
2018,0,32333,Kevin Tway,24.4,307,1258,-0.274
2018,0,29518,Brendan Steele,23.29,177,760,-0.164
2018,0,29484,Peter Uihlein,22.75,207,910,-0.251
2018,0,48081,Xander Schauffele,21.44,217,1012,-0.198
2018,0,27141,J.B. Holmes,21.41,203,948,-0.172
2018,0,33948,Byeong Hun An,21.18,216,1020,-0.102
2018,0,28089,Jason Day,20.55,141,686,-0.227
2018,0,30944,Jason Kokrak,20.03,246,1228,-0.264
2018,0,30911,Tommy Fleetwood,19.97,151,756,-0.285
2018,0,27064,Jhonattan Vegas,19.89,179,900,-0.145
2018,0,37189,Harold Varner III,19.57,202,1032,-0.287
2018,0,47959,Bryson DeChambeau,19.09,209,1095,-0.249
2018,0,35450,Patrick Cantlay,18.05,170,942,-0.159
2018,0,22405,Justin Rose,18.02,133,738,-0.368
2018,0,23320,Ryan Palmer,17.34,145,836,-0.186
2018,0,32839,Hideki Matsuyama,17.33,139,802,-0.259
2018,0,34264,Hudson Swafford,17.12,125,730,-0.240
2018,0,27095,Nick Watney,16.67,186,1116,-0.237
2018,0,24358,Robert Garrigus,16.24,154,948,-0.305
2018,0,26331,Charl Schwartzel,16.1,94,584,-0.064
2018,0,36699,Patrick Rodgers,16.01,163,1018,-0.184
2018,0,35421,Brandon Harkins,15.99,190,1188,-0.289
2018,0,35310,Lanto Griffin,15.95,134,840,-0.201
2018,0,26329,Louis Oosthuizen,15.94,102,640,-0.206
2018,0,32102,Rickie Fowler,15.85,136,858,-0.250
2018,0,47347,Adam Schenk,15.54,143,920,-0.245
2018,0,29974,Branden Grace,15.52,95,612,-0.232
2018,0,34046,Jordan Spieth,15.33,142,926,-0.268
2018,0,26300,Matt Jones,15.2,100,658,-0.340
2018,0,25364,Paul Casey,14.96,102,682,-0.127
2018,0,1810,Phil Mickelson,14.9,146,980,-0.315
2018,0,24502,Adam Scott,14.59,122,836,-0.197
2018,0,25198,Francesco Molinari,14.41,115,798,-0.087
2018,0,8793,Tiger Woods,14.36,118,822,-0.229
2018,0,34363,Tyrrell Hatton,14.29,84,588,-0.262
2018,0,12716,Charley Hoffman,14.0,133,950,-0.135
2018,0,25686,Jason Dufner,13.97,102,730,+0.010
2018,0,34099,Harris English,13.89,132,950,-0.371
2018,0,46501,Ollie Schniederjans,13.78,148,1074,-0.250
2018,0,40026,Daniel Berger,13.65,119,872,-0.210
2018,0,26851,Marc Leishman,13.65,140,1026,-0.150
2018,0,32757,Patton Kizzire,13.23,145,1096,-0.214
2018,0,47125,Matt Atkins,13.21,74,560,-0.257
2018,0,39997,Corey Conners,13.07,144,1102,-0.208
2018,0,30978,Kiradech Aphibarnrat,12.82,61,476,-0.180
2018,0,29268,Bronson Burgoon,12.78,102,798,-0.284
2018,0,29223,Sam Saunders,12.74,119,934,-0.277
2018,0,21961,Charles Howell III,12.59,137,1088,-0.234
2018,0,24140,Sean O'Hair,12.59,100,794,-0.310
2018,0,28252,Seamus Power,12.58,116,922,-0.250
2018,0,49964,Aaron Wise,12.37,138,1116,-0.268
2018,0,29461,Jamie Lovemark,12.32,134,1088,-0.209
2018,0,24361,Pat Perez,12.26,88,718,-0.114
2018,0,35891,Cameron Smith,12.18,104,854,-0.192
2018,0,49771,J.T. Poston,12.16,97,798,-0.216
2018,0,25632,Jimmy Walker,12.07,111,920,-0.351
2018,0,45526,Abraham Ancer,12.0,139,1158,-0.230
2018,0,34360,Patrick Reed,11.85,104,878,-0.250
2018,0,33204,Shane Lowry,11.83,84,710,-0.321
2018,0,30110,Kyle Stanley,11.68,110,942,-0.264
2018,0,34563,Chesson Hadley,10.93,136,1244,-0.272
2018,0,27349,Alex Noren,10.93,75,686,-0.200
2018,0,35461,Beau Hossler,10.89,137,1258,-0.219
2018,0,28500,Martin Flores,10.76,108,1004,-0.111
2018,0,27644,Brian Harman,10.57,107,1012,-0.206
2018,0,32254,Xinjun Zhang,10.55,84,796,-0.214
2018,0,47287,Ethan Tracy,10.45,79,756,-0.241
2018,0,30692,Scott Stallings,10.13,113,1116,-0.257
2018,0,22056,Cameron Percy,10.1,58,574,-0.207
2018,0,36799,Stephan Jaeger,9.91,87,878,-0.345
2018,0,25818,Scott Piercy,9.77,93,952,-0.247
2018,0,29420,Billy Horschel,9.72,105,1080,-0.324
2018,0,46402,Talor Gooch,9.58,83,866,-0.229
2018,0,20229,Stewart Cink,9.53,89,934,-0.281
2018,0,33418,Shawn Stefani,9.52,80,840,-0.213
2018,0,39954,Cody Gribble,9.39,71,756,-0.239
2018,0,32448,James Hahn,9.32,90,966,-0.200
2018,0,39324,J.J. Spaun,9.26,92,994,-0.250
2018,0,26499,Rafa Cabrera Bello,9.23,62,672,-0.290
2018,0,34098,Russell Henley,9.19,75,816,-0.213
2018,0,33141,Keegan Bradley,9.14,102,1116,-0.235
2018,0,20157,Retief Goosen,9.14,51,558,-0.078
2018,0,24781,Hunter Mahan,8.96,64,714,-0.375
2018,0,25900,Lucas Glover,8.91,57,640,-0.105
2018,0,37275,Sam Ryder,8.71,85,976,-0.353
2018,0,27936,Martin Laird,8.69,74,852,-0.311
2018,0,31420,Anirban Lahiri,8.64,81,938,-0.235
2018,0,37455,Si Woo Kim,8.61,94,1092,-0.128
2018,0,23621,Rory Sabbatini,8.6,90,1046,-0.344
2018,0,37338,Zecheng Dou,8.57,43,502,-0.233
2018,0,32816,Satoshi Kodaira,8.57,48,560,-0.125
2018,0,29485,Brett Stegmaier,8.51,56,658,-0.143
2018,0,34076,Joel Dahmen,8.45,84,994,-0.250
2018,0,40009,Dominic Bozzelli,8.35,71,850,-0.197
2018,0,27895,Jonas Blixt,8.28,56,676,-0.107
2018,0,35506,Mackenzie Hughes,8.11,77,950,-0.156
2018,0,34021,Bud Cauley,8.04,46,572,-0.087
2018,0,27963,Chris Stroud,7.97,65,816,-0.169
2018,0,33399,Adam Hadwin,7.9,73,924,-0.096
2018,0,28307,Matt Every,7.88,67,850,-0.090
2018,0,35545,Blayne Barber,7.66,64,836,-0.266
2018,0,37278,Nicholas Lindheim,7.65,63,824,-0.222
2018,0,32640,Troy Merritt,7.45,76,1020,-0.092
2018,0,24138,Ian Poulter,7.45,52,698,-0.231
2018,0,25892,Steve Wheatcroft,7.45,48,644,-0.271
2018,0,31646,Emiliano Grillo,7.34,75,1022,-0.120
2018,0,29478,Kevin Kisner,7.33,67,914,-0.119
2018,0,33419,Cameron Tringale,7.28,52,714,-0.135
2018,0,22371,Aaron Baddeley,7.27,71,976,-0.254
2018,0,25572,Graeme McDowell,7.19,46,640,-0.304
2018,0,24924,Bill Haas,7.17,66,920,-0.242
2018,0,29535,Brice Garnett,7.08,80,1130,-0.275
2018,0,45609,Tyler Duncan,7.07,80,1132,-0.150
2018,0,32150,Michael Thompson,6.76,53,784,-0.113
2018,0,27974,Sung Kang,6.75,63,934,-0.143
2018,0,28775,Nate Lashley,6.73,33,490,-0.061
2018,0,29908,C.T. Pan,6.72,77,1146,-0.338
2018,0,47993,Denny McCarthy,6.71,46,686,-0.413
2018,0,28132,Tyrone Van Aswegen,6.56,76,1158,-0.237
2018,0,20572,Rod Pampling,6.55,41,626,E
2018,0,29926,Danny Lee,6.54,64,978,-0.203
2018,0,34466,Peter Malnati,6.49,68,1048,-0.265
2018,0,27649,Brandt Snedeker,6.49,67,1032,-0.358
2018,0,29221,Webb Simpson,6.46,73,1130,-0.247
2018,0,33122,Russell Knox,6.4,66,1032,-0.379
2018,0,46435,Austin Cook,6.06,78,1288,-0.231
2018,0,27214,Kevin Streelman,6.02,69,1146,-0.232
2018,0,33410,Andrew Landry,5.97,61,1022,-0.131
2018,0,34256,Andrew Putnam,5.95,64,1076,-0.156
2018,0,25493,Nick Taylor,5.8,60,1034,-0.067
2018,0,34431,Robert Streb,5.73,48,838,-0.313
2018,0,39327,Ben Silverman,5.65,60,1062,-0.300
2018,0,31202,William McGirt,5.64,59,1046,-0.424
2018,0,39328,Conrad Shindler,5.52,34,616,-0.412
2018,0,23108,Matt Kuchar,5.41,49,906,-0.102
2018,0,35532,Tom Hoge,5.34,62,1160,-0.226
2018,0,47128,Richy Werenski,5.32,55,1034,-0.236
2018,0,25396,Kevin Na,5.2,51,980,-0.294
2018,0,25240,D.A. Points,5.19,35,674,-0.257
2018,0,26951,Johnson Wagner,5.19,40,770,-0.425
2018,0,34358,Jonathan Randolph,5.13,43,838,-0.349
2018,0,29479,Scott Brown,4.96,56,1130,-0.357
2018,0,35544,Andrew Yun,4.83,23,476,-0.130
2018,0,30926,Chris Kirk,4.78,64,1340,-0.344
2018,0,24925,Jonathan Byrd,4.76,32,672,-0.156
2018,0,27942,Rob Oppenheim,4.76,36,756,+0.028
2018,0,23353,J.J. Henry,4.56,40,878,-0.325
2018,0,35376,Roberto Díaz,4.46,35,784,-0.343
2018,0,24024,Zach Johnson,4.38,44,1004,-0.227
2018,0,28679,Fabián Gómez,4.34,43,990,-0.419
2018,0,40058,Zac Blair,4.19,27,644,-0.111
2018,0,26476,Chez Reavie,4.18,35,838,-0.086
2018,0,26596,Ryan Moore,4.12,38,922,-0.105
2018,0,19803,Ryan Armour,4.09,55,1344,-0.109
2018,0,12510,Chad Campbell,4.07,38,934,-0.316
2018,0,21528,Henrik Stenson,4.07,25,614,-0.280
2018,0,35879,Kelly Kraft,3.97,41,1032,-0.268
2018,0,32876,Martin Piller,3.95,37,936,-0.162
2018,0,34174,John Huh,3.84,44,1146,-0.068
2018,0,25834,Daniel Summerhays,3.76,20,532,-0.150
2018,0,33413,Ben Martin,3.65,29,794,-0.207
2018,0,26758,David Hearn,3.57,25,700,-0.280
2018,0,20472,Alex Cejka,3.47,29,836,-0.379
2018,0,39975,Michael Kim,3.45,26,754,-0.077
2018,0,31416,Derek Fathauer,3.37,32,950,-0.125
2018,0,24846,Ricky Barnes,3.33,21,630,-0.286
2018,0,27556,Ted Potter Jr.,3.25,35,1076,+0.057
2018,0,27958,Ryan Blaum,3.19,32,1004,-0.469
2018,0,23325,Vaughn Taylor,3.16,31,980,-0.323
2018,0,20593,Greg Chalmers,3.15,18,572,-0.333
2018,0,29222,Billy Hurley III,3.14,25,796,-0.240
2018,0,37454,Whee Kim,3.14,32,1018,-0.344
2018,0,34409,David Lingmerth,3.12,30,962,-0.233
2018,0,48084,Wesley Bryan,2.92,21,718,+0.048
2018,0,22582,Kyle Thompson,2.78,14,504,-0.214
2018,0,19846,Brian Gay,2.57,33,1286,-0.212
2018,0,10809,Jim Furyk,2.03,13,640,-0.308
2018,0,31560,Brian Stuard,1.87,23,1230,-0.130
2018,0,23541,Ben Crane,1.24,8,644,-0.250
2017,0,28237,Rory McIlroy,38.49,194,504,-0.196
2017,0,36689,Brooks Koepka,33.8,317,938,-0.189
2017,0,30925,Dustin Johnson,32.65,271,830,-0.236
2017,0,27141,J.B. Holmes,27.4,234,854,-0.222
2017,0,46970,Jon Rahm,25.22,233,924,-0.185
2017,0,33448,Justin Thomas,24.89,227,912,-0.286
2017,0,46550,Brandon Hagy,24.74,239,966,-0.368
2017,0,25804,Bubba Watson,24.46,182,744,-0.187
2017,0,28420,Ryan Brehm,24.29,221,910,-0.253
2017,0,46601,Trey Mullinax,23.82,233,978,-0.223
2017,0,29725,Tony Finau,23.16,295,1274,-0.254
2017,0,27129,Luke List,22.33,268,1200,-0.310
2017,0,28089,Jason Day,21.45,166,774,-0.181
2017,0,32333,Kevin Tway,21.43,222,1036,-0.243
2017,0,35300,Andrew Loupe,20.88,137,656,-0.131
2017,0,32366,Kevin Chappell,20.63,208,1008,-0.096
2017,0,29461,Jamie Lovemark,20.52,229,1116,-0.214
2017,0,31323,Gary Woodland,20.36,193,948,-0.223
2017,0,34213,Grayson Murray,19.87,236,1188,-0.263
2017,0,48081,Xander Schauffele,19.79,205,1036,-0.263
2017,0,32839,Hideki Matsuyama,19.52,162,830,-0.154
2017,0,36699,Patrick Rodgers,18.66,172,922,-0.151
2017,0,23320,Ryan Palmer,18.37,126,686,-0.175
2017,0,24502,Adam Scott,18.37,108,588,-0.093
2017,0,21209,Sergio Garcia,18.32,118,644,-0.203
2017,0,30944,Jason Kokrak,18.31,212,1158,-0.175
2017,0,27064,Jhonattan Vegas,17.94,179,998,-0.173
2017,0,46501,Ollie Schniederjans,17.76,201,1132,-0.294
2017,0,46440,Smylie Kaufman,17.05,150,880,-0.220
2017,0,29518,Brendan Steele,17.03,170,998,-0.112
2017,0,12716,Charley Hoffman,16.18,211,1304,-0.242
2017,0,22405,Justin Rose,16.17,120,742,-0.275
2017,0,23497,Tag Ridings,16.14,113,700,-0.265
2017,0,34046,Jordan Spieth,15.9,152,956,-0.270
2017,0,26851,Marc Leishman,15.17,155,1022,-0.226
2017,0,26329,Louis Oosthuizen,14.99,107,714,-0.224
2017,0,26331,Charl Schwartzel,14.97,100,668,-0.160
2017,0,33948,Byeong Hun An,14.86,118,794,-0.195
2017,0,24140,Sean O'Hair,14.62,143,978,-0.161
2017,0,24358,Robert Garrigus,14.23,119,836,-0.303
2017,0,34264,Hudson Swafford,14.06,149,1060,-0.195
2017,0,25632,Jimmy Walker,14.06,99,704,-0.212
2017,0,29974,Branden Grace,13.9,92,662,-0.065
2017,0,40026,Daniel Berger,13.74,133,968,-0.256
2017,0,37189,Harold Varner III,13.73,165,1202,-0.152
2017,0,32102,Rickie Fowler,13.38,118,882,-0.136
2017,0,47959,Bryson DeChambeau,13.26,135,1018,-0.185
2017,0,28500,Martin Flores,13.25,124,936,-0.202
2017,0,34099,Harris English,12.85,129,1004,-0.233
2017,0,28252,Seamus Power,12.66,120,948,-0.325
2017,0,26300,Matt Jones,12.61,90,714,-0.300
2017,0,25818,Scott Piercy,12.43,85,684,-0.318
2017,0,33204,Shane Lowry,12.41,66,532,-0.303
2017,0,27095,Nick Watney,12.33,110,892,-0.182
2017,0,28307,Matt Every,11.97,102,852,-0.275
2017,0,35450,Patrick Cantlay,11.88,76,640,-0.303
2017,0,37455,Si Woo Kim,11.86,100,843,-0.080
2017,0,39954,Cody Gribble,11.71,115,982,-0.209
2017,0,46732,Rick Lamb,11.65,62,532,-0.290
2017,0,29420,Billy Horschel,11.63,130,1118,-0.215
2017,0,20229,Stewart Cink,11.59,131,1130,-0.420
2017,0,48822,Sebastián Muñoz,11.54,63,546,-0.238
2017,0,30692,Scott Stallings,11.39,108,948,-0.213
2017,0,27436,Graham DeLaet,11.31,112,990,-0.143
2017,0,31420,Anirban Lahiri,11.26,93,826,-0.247
2017,0,33141,Keegan Bradley,11.18,142,1270,-0.099
2017,0,29720,Andres Gonzales,11.15,89,798,-0.225
2017,0,25686,Jason Dufner,11.01,111,1008,-0.117
2017,0,34360,Patrick Reed,10.88,128,1176,-0.164
2017,0,25900,Lucas Glover,10.83,130,1200,-0.338
2017,0,29289,S.Y. Noh,10.5,110,1048,-0.264
2017,0,25364,Paul Casey,10.06,100,994,-0.250
2017,0,27936,Martin Laird,9.64,97,1006,-0.258
2017,0,27974,Sung Kang,9.6,110,1146,-0.318
2017,0,35506,Mackenzie Hughes,9.57,129,1348,-0.178
2017,0,1810,Phil Mickelson,9.52,92,966,-0.163
2017,0,24781,Hunter Mahan,9.49,78,822,-0.321
2017,0,21961,Charles Howell III,9.18,87,948,-0.345
2017,0,24361,Pat Perez,9.16,94,1026,-0.223
2017,0,49771,J.T. Poston,8.94,91,1018,-0.165
2017,0,40009,Dominic Bozzelli,8.88,68,766,-0.147
2017,0,33461,Morgan Hoffmann,8.65,99,1144,-0.273
2017,0,34431,Robert Streb,8.35,98,1174,-0.255
2017,0,33122,Russell Knox,8.31,63,758,-0.143
2017,0,31557,Jim Herman,8.23,76,924,-0.224
2017,0,34098,Russell Henley,8.17,98,1200,-0.224
2017,0,25191,Gonzalo Fernandez-Castaño,8.12,50,616,-0.340
2017,0,22371,Aaron Baddeley,7.89,51,646,-0.137
2017,0,22056,Cameron Percy,7.79,60,770,-0.283
2017,0,32448,James Hahn,7.76,88,1134,-0.284
2017,0,27649,Brandt Snedeker,7.6,45,592,-0.111
2017,0,30110,Kyle Stanley,7.55,99,1312,-0.283
2017,0,27214,Kevin Streelman,7.44,81,1088,-0.160
2017,0,33399,Adam Hadwin,7.35,81,1102,-0.160
2017,0,46443,Brian Campbell,7.32,42,574,-0.190
2017,0,23621,Rory Sabbatini,7.28,54,742,-0.074
2017,0,31646,Emiliano Grillo,7.25,67,924,-0.030
2017,0,34021,Bud Cauley,6.99,80,1144,-0.163
2017,0,23353,J.J. Henry,6.98,73,1046,-0.315
2017,0,30191,Julián Etulain,6.86,49,714,-0.102
2017,0,30852,Ryo Ishikawa,6.86,41,598,-0.073
2017,0,37278,Nicholas Lindheim,6.82,42,616,-0.286
2017,0,29223,Sam Saunders,6.69,57,852,-0.070
2017,0,20157,Retief Goosen,6.64,38,572,-0.079
2017,0,35891,Cameron Smith,6.57,65,990,-0.246
2017,0,33418,Shawn Stefani,6.44,54,838,-0.241
2017,0,26499,Rafa Cabrera Bello,6.37,41,644,-0.098
2017,0,25198,Francesco Molinari,6.17,51,826,-0.275
2017,0,20572,Rod Pampling,6.06,56,924,-0.250
2017,0,25274,Steven Bowditch,5.89,37,628,-0.189
2017,0,27644,Brian Harman,5.66,68,1202,-0.206
2017,0,35879,Kelly Kraft,5.63,51,906,-0.235
2017,0,25493,Nick Taylor,5.61,65,1158,-0.200
2017,0,24924,Bill Haas,5.58,56,1004,-0.250
2017,0,39324,J.J. Spaun,5.57,56,1006,-0.375
2017,0,31202,William McGirt,5.53,56,1012,-0.196
2017,0,32640,Troy Merritt,5.52,54,978,-0.389
2017,0,32757,Patton Kizzire,5.47,55,1006,-0.382
2017,0,29485,Brett Stegmaier,5.43,44,810,-0.114
2017,0,28679,Fabián Gómez,5.29,38,718,-0.263
2017,0,29478,Kevin Kisner,5.29,57,1078,-0.263
2017,0,35532,Tom Hoge,5.13,28,546,-0.143
2017,0,23108,Matt Kuchar,5.12,55,1074,-0.309
2017,0,29479,Scott Brown,4.95,54,1090,-0.093
2017,0,27770,Camilo Villegas,4.95,43,868,-0.349
2017,0,33413,Ben Martin,4.82,47,976,-0.149
2017,0,29926,Danny Lee,4.81,51,1060,-0.196
2017,0,33120,Mark Anderson,4.76,28,588,-0.214
2017,0,25834,Daniel Summerhays,4.71,54,1146,-0.167
2017,0,26596,Ryan Moore,4.62,42,910,-0.119
2017,0,29908,C.T. Pan,4.61,49,1062,-0.286
2017,0,34409,David Lingmerth,4.57,44,962,-0.091
2017,0,28132,Tyrone Van Aswegen,4.48,50,1116,-0.140
2017,0,12510,Chad Campbell,4.47,53,1186,-0.283
2017,0,29740,Brad Fritsch,4.25,25,588,-0.400
2017,0,24024,Zach Johnson,4.2,40,952,-0.125
2017,0,28093,Miguel Angel Carballo,4.15,25,602,-0.440
2017,0,26289,Boo Weekley,4.11,35,852,-0.343
