YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
2024,0,27349,Alex Noren,"5' 11""",13.498,190,3
2024,0,47679,Victor Perez,"5' 11""",12.125,171,90
2024,0,52666,Sami Valimaki,"5' 11""",10.867,152,143
2024,0,54783,Dylan Wu,"5' 11""",13.332,189,96
2024,0,55708,Hayden Buckley,"6' 0""",12.536,173,126
2024,0,28089,Jason Day,"6' 0""",13.206,183,32
2024,0,59095,Chris Gotterup,"6' 0""",12.92,180,109
2024,0,39977,Max Homa,"6' 0""",13.083,181,43
2024,0,23108,Matt Kuchar,"6' 0""",12.343,171,78
2024,0,49947,Taylor Moore,"6' 0""",19.964,276,73
2024,0,26476,Chez Reavie,"6' 0""",9.749,136,81
2024,0,36699,Patrick Rodgers,"6' 0""",17.033,238,75
2024,0,48081,Xander Schauffele,"6' 0""",14.933,208,1
2024,0,48867,Matti Schmid,"6' 0""",14.314,199,117
2024,0,24502,Adam Scott,"6' 0""",14.425,201,49
2024,0,29221,Webb Simpson,"6' 0""",10.335,144,66
2024,0,47483,Will Zalatoris,"6' 0""",12.285,170,64
2024,0,33408,Tyson Alexander,"6' 1""",12.519,171,134
2024,0,56630,Akshay Bhatia,"6' 1""",15.671,215,52
2024,0,51766,Wyndham Clark,"6' 1""",13.916,190,85
2024,0,32102,Rickie Fowler,"6' 1""",14.616,201,117
2024,0,34098,Russell Henley,"6' 1""",14.109,194,11
2024,0,60067,Joe Highsmith,"6' 1""",11.649,160,140
2024,0,51287,Ryo Hisatsune,"6' 1""",14.316,196,108
2024,0,36801,Mark Hubbard,"6' 1""",20.798,284,98
2024,0,26596,Ryan Moore,"6' 1""",13.855,189,47
2024,0,37275,Sam Ryder,"6' 1""",11.605,159,163
2024,0,50484,Hayden Springer,"6' 1""",10.909,149,72
2024,0,35617,Martin Trainer,"6' 1""",10.878,149,130
2024,0,33653,Thomas Detry,"6' 2""",14.546,197,75
2024,0,34099,Harris English,"6' 2""",19.112,260,24
2024,0,30911,Tommy Fleetwood,"6' 2""",15.372,207,7
2024,0,40162,Justin Lower,"6' 2""",15.859,214,112
2024,0,48153,Matthieu Pavon,"6' 2""",10.168,138,113
2024,0,47995,Davis Riley,"6' 2""",14.752,200,137
2024,0,46340,Alex Smalley,"6' 2""",11.467,156,145
2024,0,34046,Jordan Spieth,"6' 2""",12.29,165,173
2024,0,27214,Kevin Streelman,"6' 2""",9.82,133,159
2024,0,51634,Sahith Theegala,"6' 2""",17.431,235,66
2024,0,33141,Keegan Bradley,"6' 3""",14.95,199,151
2024,0,40098,Matt Fitzpatrick,"6' 3""",13.597,181,53
2024,0,27644,Brian Harman,"6' 3""",18.421,247,57
2024,0,54421,Garrick Higgo,"6' 3""",12.64,168,160
2024,0,52215,Robert MacIntyre,"6' 3""",13.504,181,14
2024,0,51890,Greyson Sigg,"6' 3""",13.36,178,13
2024,0,40115,Adam Svensson,"6' 3""",22.234,297,58
2024,0,51894,Vince Whaley,"6' 3""",11.767,157,44
2024,0,52374,Brandon Wu,"6' 3""",13.689,182,100
2024,0,52513,Carson Young,"6' 3""",13.105,175,109
2024,0,33948,Byeong Hun An,"6' 4""",15.812,209,117
2024,0,22371,Aaron Baddeley,"6' 4""",13.127,173,16
2024,0,51977,Max Greyserman,"6' 4""",12.69,166,46
2024,0,35461,Beau Hossler,"6' 4""",17.52,231,34
2024,0,30926,Chris Kirk,"6' 4""",16.782,221,92
2024,0,29478,Kevin Kisner,"6' 4""",10.468,138,153
2024,0,32791,K.H. Lee,"6' 4""",13.646,180,87
2024,0,28252,Seamus Power,"6' 4""",20.252,267,20
2024,0,48119,Ben Taylor,"6' 4""",11.773,155,172
2024,0,25493,Nick Taylor,"6' 4""",16.473,216,74
2024,0,27330,Josh Teater,"6' 4""",7.605,100,171
2024,0,45242,Kevin Yu,"6' 4""",11.924,156,84
2024,0,52955,Ludvig Åberg,"6' 5""",13.02,169,21
2024,0,34255,Joseph Bramlett,"6' 5""",15.73,203,65
2024,0,39997,Corey Conners,"6' 5""",16.489,213,148
2024,0,45609,Tyler Duncan,"6' 5""",13.526,176,81
2024,0,59866,Nick Dunlap,"6' 5""",16.46,214,169
2024,0,56149,Wilson Furr,"6' 5""",10.642,139,121
2024,0,39975,Michael Kim,"6' 5""",12.443,162,132
2024,0,27129,Luke List,"6' 5""",14.398,187,156
2024,0,49960,Sepp Straka,"6' 5""",15.404,199,95
2024,0,27064,Jhonattan Vegas,"6' 5""",13.381,174,144
2024,0,48887,Matt Wallace,"6' 5""",12.433,161,71
2024,0,57362,Austin Eckroat,"6' 6""",17.538,225,146
2024,0,33399,Adam Hadwin,"6' 6""",16.048,205,164
2024,0,54628,Lee Hodges,"6' 6""",18.011,232,77
2024,0,35532,Tom Hoge,"6' 6""",16.642,213,128
2024,0,50188,S.H. Kim,"6' 6""",21.342,275,97
2024,0,46113,Ryan McCormick,"6' 6""",9.723,124,152
2024,0,23320,Ryan Palmer,"6' 6""",9.21,118,107
2024,0,47806,Raul Pereda,"6' 6""",9.483,122,62
2024,0,34256,Andrew Putnam,"6' 6""",17.932,231,42
2024,0,27649,Brandt Snedeker,"6' 6""",11.719,150,154
2024,0,50493,Justin Suh,"6' 6""",11.114,142,176
2024,0,52372,Cameron Champ,"6' 7""",12.145,154,135
2024,0,32366,Kevin Chappell,"6' 7""",9.298,117,114
2024,0,59836,Pierceson Coody,"6' 7""",14.58,184,168
2024,0,12716,Charley Hoffman,"6' 7""",12.666,161,115
2024,0,46717,Viktor Hovland,"6' 7""",11.508,146,167
2024,0,31323,Gary Woodland,"6' 7""",16.44,208,177
2024,0,47663,Kevin Dougherty,"6' 8""",12.26,154,161
2024,0,32757,Patton Kizzire,"6' 8""",11.648,146,80
2024,0,22405,Justin Rose,"6' 8""",12.671,158,39
2024,0,48699,Callum Tarren,"6' 8""",13.778,173,179
2024,0,40006,Erik van Rooyen,"6' 8""",16.818,209,141
2024,0,37212,Paul Barjon,"6' 9""",10.81,133,183
2024,0,33204,Shane Lowry,"6' 9""",14.713,182,106
2024,0,55454,Carl Yuan,"6' 9""",12.715,157,111
2024,0,40026,Daniel Berger,"6' 10""",14.434,177,158
2024,0,34563,Chesson Hadley,"6' 10""",13.428,163,139
2024,0,37378,Min Woo Lee,"6' 10""",13.431,163,166
2024,0,30163,Henrik Norlander,"6' 10""",13.525,164,4
2024,0,51070,Vincent Norrman,"6' 10""",11.305,138,181
2024,0,27139,David Skinns,"6' 10""",16.195,198,129
2024,0,28420,Ryan Brehm,"6' 11""",12.901,155,178
2024,0,32070,Rafael Campos,"6' 11""",9.325,112,103
2024,0,47988,Nick Hardy,"6' 11""",15.545,188,137
2024,0,27770,Camilo Villegas,"6' 11""",8.593,103,182
2024,0,29936,Ryan Fox,"7' 0""",16.205,193,156
2024,0,47347,Adam Schenk,"7' 0""",20.052,240,93
2024,0,51349,Nico Echavarria,"7' 1""",15.15,178,123
2024,0,47420,Jake Knapp,"7' 1""",17.286,204,170
2024,0,40250,Taylor Pendrith,"7' 1""",18.541,219,104
2024,0,48319,Tom Whitney,"7' 2""",11.231,130,165
2024,0,52453,Nicolai Højgaard,"7' 4""",10.498,119,155
2024,0,36884,Ben Kohles,"7' 5""",18.508,208,175
2024,0,31646,Emiliano Grillo,"7' 6""",23.053,256,127
2024,0,60767,Blaine Hale Jr.,"7' 9""",9.922,107,184
2024,0,39327,Ben Silverman,"7' 11""",16.521,173,18
2024,0,36871,Matt NeSmith,"8' 1""",15.551,160,150
2023,0,46435,Austin Cook,"5' 7""",8.508,127,11
2023,0,32791,K.H. Lee,"5' 7""",14.372,215,104
2023,0,30927,Brendon Todd,"5' 7""",12.739,190,7
2023,0,37338,Zecheng Dou,"5' 9""",13.545,197,163
2023,0,29725,Tony Finau,"5' 9""",11.245,163,69
2023,0,51997,Andrew Novak,"5' 9""",8.684,125,30
2023,0,46414,Aaron Rai,"5' 9""",16.309,236,85
2023,0,51766,Wyndham Clark,"5' 10""",15.472,222,51
2023,0,47591,Eric Cole,"5' 10""",18.855,268,28
2023,0,49298,Kramer Hickok,"5' 10""",14.809,212,24
2023,0,50525,Collin Morikawa,"5' 10""",10.222,145,94
2023,0,33948,Byeong Hun An,"5' 11""",17.601,248,12
2023,0,47079,Harrison Endycott,"5' 11""",12.439,175,75
2023,0,54591,Ben Griffin,"5' 11""",15.433,217,49
2023,0,39058,Lucas Herbert,"5' 11""",10.552,148,94
2023,0,29420,Billy Horschel,"5' 11""",9.057,127,170
2023,0,25818,Scott Piercy,"5' 11""",14.725,206,56
2023,0,25900,Lucas Glover,"6' 0""",10.879,152,38
2023,0,35506,Mackenzie Hughes,"6' 0""",14.048,196,67
2023,0,39971,Sungjae Im,"6' 0""",15.896,221,40
2023,0,28237,Rory McIlroy,"6' 0""",9.838,137,66
2023,0,46046,Scottie Scheffler,"6' 0""",13.58,189,10
2023,0,34046,Jordan Spieth,"6' 0""",10.951,152,35
2023,0,22371,Aaron Baddeley,"6' 1""",9.996,137,8
2023,0,35901,Paul Haley II,"6' 1""",10.784,147,140
2023,0,34363,Tyrrell Hatton,"6' 1""",11.446,157,19
2023,0,55789,Taylor Montgomery,"6' 1""",17.563,242,76
2023,0,22056,Cameron Percy,"6' 1""",6.347,87,33
2023,0,46970,Jon Rahm,"6' 1""",8.874,122,62
2023,0,40115,Adam Svensson,"6' 1""",19.272,263,41
2023,0,45522,Christiaan Bezuidenhout,"6' 2""",16.101,217,32
2023,0,35450,Patrick Cantlay,"6' 2""",11.219,151,29
2023,0,27644,Brian Harman,"6' 2""",13.644,184,1
2023,0,54421,Garrick Higgo,"6' 2""",16.1,218,123
2023,0,35461,Beau Hossler,"6' 2""",16.392,221,44
2023,0,32839,Hideki Matsuyama,"6' 2""",12.57,170,23
2023,0,49771,J.T. Poston,"6' 2""",13.654,184,117
2023,0,22405,Justin Rose,"6' 2""",8.912,121,54
2023,0,34610,Matthias Schwab,"6' 2""",16.744,227,111
2023,0,34099,Harris English,"6' 3""",17.767,237,20
2023,0,35532,Tom Hoge,"6' 3""",16.326,217,128
2023,0,36801,Mark Hubbard,"6' 3""",16.421,218,71
2023,0,36799,Stephan Jaeger,"6' 3""",20.393,272,44
2023,0,55182,Tom Kim,"6' 3""",14.156,188,62
2023,0,47993,Denny McCarthy,"6' 3""",17.373,231,9
2023,0,46340,Alex Smalley,"6' 3""",16.951,225,57
2023,0,25493,Nick Taylor,"6' 3""",13.183,175,81
2023,0,52955,Ludvig Åberg,"6' 4""",6.652,87,74
2023,0,48084,Wesley Bryan,"6' 4""",5.748,76,50
2023,0,30911,Tommy Fleetwood,"6' 4""",13.314,176,5
2023,0,29970,Dylan Frittelli,"6' 4""",13.321,175,152
2023,0,52375,Doug Ghim,"6' 4""",12.813,168,26
2023,0,39975,Michael Kim,"6' 4""",12.073,158,78
2023,0,23108,Matt Kuchar,"6' 4""",14.31,189,2
2023,0,29908,C.T. Pan,"6' 4""",6.416,84,103
2023,0,48081,Xander Schauffele,"6' 4""",9.65,127,34
2023,0,34431,Robert Streb,"6' 4""",11.151,146,93
2023,0,27214,Kevin Streelman,"6' 4""",14.955,198,111
2023,0,25632,Jimmy Walker,"6' 4""",15.026,197,96
2023,0,28089,Jason Day,"6' 5""",13.724,179,22
2023,0,32102,Rickie Fowler,"6' 5""",15.187,197,64
2023,0,29535,Brice Garnett,"6' 5""",9.473,123,107
2023,0,57975,Harry Hall,"6' 5""",15.193,197,101
2023,0,27936,Martin Laird,"6' 5""",12.321,161,118
2023,0,28775,Nate Lashley,"6' 5""",15.005,196,121
2023,0,34466,Peter Malnati,"6' 5""",13.622,178,88
2023,0,33448,Justin Thomas,"6' 5""",14.606,190,115
2023,0,57366,Cameron Young,"6' 5""",11.56,150,148
2023,0,47504,Sam Burns,"6' 6""",16.434,210,55
2023,0,24925,Jonathan Byrd,"6' 6""",7.24,93,4
2023,0,25686,Jason Dufner,"6' 6""",11.345,146,143
2023,0,24024,Zach Johnson,"6' 6""",9.324,119,97
2023,0,30926,Chris Kirk,"6' 6""",14.368,185,41
2023,0,32757,Patton Kizzire,"6' 6""",14.192,183,105
2023,0,46442,Maverick McNealy,"6' 6""",11.293,144,14
2023,0,46441,Robby Shelton,"6' 6""",14.105,182,80
2023,0,32333,Kevin Tway,"6' 6""",15.777,201,92
2023,0,47128,Richy Werenski,"6' 6""",13.389,172,155
2023,0,45242,Kevin Yu,"6' 6""",8.363,107,183
2023,0,34098,Russell Henley,"6' 7""",13.259,168,18
2023,0,37455,Si Woo Kim,"6' 7""",19.907,253,26
2023,0,48117,Kurt Kitayama,"6' 7""",10.879,137,109
2023,0,32816,Satoshi Kodaira,"6' 7""",8.202,104,6
2023,0,58696,Peter Kuest,"6' 7""",6.163,78,59
2023,0,35449,Adam Long,"6' 7""",18.095,229,79
2023,0,36699,Patrick Rodgers,"6' 7""",15.786,200,53
2023,0,39335,Kevin Roy,"6' 7""",8.04,102,133
2023,0,31560,Brian Stuard,"6' 7""",8.633,109,84
2023,0,52374,Brandon Wu,"6' 7""",17.544,221,140
2023,0,33408,Tyson Alexander,"6' 8""",12.834,160,157
2023,0,19803,Ryan Armour,"6' 8""",10.837,136,161
2023,0,32366,Kevin Chappell,"6' 8""",6.742,84,130
2023,0,40098,Matt Fitzpatrick,"6' 8""",12.069,150,13
2023,0,59018,Ryan Gerard,"6' 8""",8.163,102,158
2023,0,12716,Charley Hoffman,"6' 8""",10.986,137,91
2023,0,34409,David Lingmerth,"6' 8""",10.905,136,106
2023,0,49947,Taylor Moore,"6' 8""",14.932,186,60
2023,0,27963,Chris Stroud,"6' 8""",6.403,80,46
2023,0,52411,Kyle Westmoreland,"6' 8""",10.04,126,178
2023,0,40058,Zac Blair,"6' 9""",12.721,157,119
2023,0,20229,Stewart Cink,"6' 9""",12.961,160,121
2023,0,33653,Thomas Detry,"6' 9""",12.621,156,37
2023,0,35879,Kelly Kraft,"6' 9""",15.779,195,114
2023,0,29289,S.Y. Noh,"6' 9""",7.636,94,142
2023,0,30163,Henrik Norlander,"6' 9""",12.022,148,36
2023,0,24140,Sean O'Hair,"6' 9""",4.77,59,25
2023,0,40250,Taylor Pendrith,"6' 9""",15.433,191,132
2023,0,39324,J.J. Spaun,"6' 9""",15.549,192,3
2023,0,58168,Davis Thompson,"6' 9""",18.406,227,119
2023,0,48887,Matt Wallace,"6' 9""",13.308,165,90
2023,0,39954,Cody Gribble,"6' 10""",8.083,98,77
2023,0,50188,S.H. Kim,"6' 10""",19.748,242,17
2023,0,36326,David Lipsky,"6' 10""",16.98,206,167
2023,0,39546,Keith Mitchell,"6' 10""",16.592,202,124
2023,0,47983,Chad Ramey,"6' 10""",19.821,241,102
2023,0,37275,Sam Ryder,"6' 10""",17.358,212,82
2023,0,47347,Adam Schenk,"6' 10""",18.206,223,61
2023,0,55893,Sam Stevens,"6' 10""",16.438,201,138
2023,0,35617,Martin Trainer,"6' 10""",5.824,71,136
2023,0,57362,Austin Eckroat,"6' 11""",14.369,174,47
2023,0,46717,Viktor Hovland,"6' 11""",13.885,167,48
2023,0,32640,Troy Merritt,"6' 11""",16.097,195,72
2023,0,27349,Alex Noren,"6' 11""",16.265,197,39
2023,0,24502,Adam Scott,"6' 11""",11.69,141,149
2023,0,56630,Akshay Bhatia,"7' 0""",11.364,135,110
2023,0,39067,MJ Daffue,"7' 0""",12.378,147,137
2023,0,45609,Tyler Duncan,"7' 0""",15.44,184,154
2023,0,31577,Tano Goya,"7' 0""",13.024,155,67
2023,0,39977,Max Homa,"7' 0""",16.639,199,15
2023,0,31202,William McGirt,"7' 0""",7.72,92,31
2023,0,51070,Vincent Norrman,"7' 0""",12.322,146,143
2023,0,48867,Matti Schmid,"7' 0""",8.107,97,179
2023,0,51890,Greyson Sigg,"7' 0""",17.035,204,58
2023,0,51634,Sahith Theegala,"7' 0""",19.971,238,108
2023,0,54783,Dylan Wu,"7' 0""",13.73,163,98
2023,0,56762,Will Gordon,"7' 1""",14.632,173,191
2023,0,35310,Lanto Griffin,"7' 1""",9.574,112,83
2023,0,50095,Austin Smotherman,"7' 1""",14.775,174,127
2023,0,32139,Danny Willett,"7' 1""",12.292,145,43
2023,0,27974,Sung Kang,"7' 2""",5.01,58,184
2023,0,51491,Brandon Matthews,"7' 2""",8.556,99,193
2023,0,26596,Ryan Moore,"7' 2""",10.881,126,21
2023,0,46601,Trey Mullinax,"7' 2""",14.855,173,159
2023,0,28252,Seamus Power,"7' 2""",16.319,190,131
2023,0,29221,Webb Simpson,"7' 2""",13.062,152,165
2023,0,55708,Hayden Buckley,"7' 3""",13.007,149,164
2023,0,34076,Joel Dahmen,"7' 3""",14.462,166,126
2023,0,34563,Chesson Hadley,"7' 3""",15.139,175,86
2023,0,47988,Nick Hardy,"7' 3""",16.684,192,147
2023,0,33122,Russell Knox,"7' 3""",14.071,162,133
2023,0,34256,Andrew Putnam,"7' 3""",19.392,222,16
2023,0,49960,Sepp Straka,"7' 3""",13.521,155,176
2023,0,48119,Ben Taylor,"7' 3""",17.095,197,166
2023,0,58967,Trevor Werbylo,"7' 3""",13.295,153,138
2023,0,55454,Carl Yuan,"7' 3""",12.913,149,172
2023,0,52453,Nicolai Hojgaard,"7' 4""",5.916,67,188
2023,0,40162,Justin Lower,"7' 4""",14.795,169,88
2023,0,33204,Shane Lowry,"7' 4""",13.1,149,160
2023,0,33413,Ben Martin,"7' 4""",16.963,193,113
2023,0,51950,Max McGreevy,"7' 4""",14.012,160,173
2023,0,26476,Chez Reavie,"7' 4""",16.686,190,129
2023,0,34255,Joseph Bramlett,"7' 5""",15.381,172,98
2023,0,36724,Augusto Núñez,"7' 5""",12.367,139,70
2023,0,33399,Adam Hadwin,"7' 6""",19.299,214,51
2023,0,32448,James Hahn,"7' 6""",14.13,157,186
2023,0,54628,Lee Hodges,"7' 6""",20.278,226,73
2023,0,36871,Matt NeSmith,"7' 6""",17.932,200,151
2023,0,50493,Justin Suh,"7' 6""",19.949,221,169
2023,0,33141,Keegan Bradley,"7' 8""",14.882,161,156
2023,0,31646,Emiliano Grillo,"7' 8""",20.285,221,125
2023,0,31323,Gary Woodland,"7' 8""",14.833,162,162
2023,0,39997,Corey Conners,"7' 9""",15.672,168,146
2023,0,45157,Cam Davis,"7' 9""",19.934,215,65
2023,0,51414,Brent Grant,"7' 9""",12.253,132,192
2023,0,27554,Scott Harrington,"7' 9""",13.539,146,175
2023,0,33597,Harry Higgs,"7' 9""",11.913,128,153
2023,0,49766,Hank Lebioda,"7' 9""",8.245,89,116
2023,0,27129,Luke List,"7' 9""",18.169,196,174
2023,0,47995,Davis Riley,"7' 9""",16.764,181,177
2023,0,48699,Callum Tarren,"7' 10""",17.643,188,168
2023,0,27095,Nick Watney,"7' 10""",13.009,139,185
2023,0,52513,Carson Young,"7' 10""",16.691,178,145
2023,0,32662,Michael Gligic,"8' 0""",13.981,146,180
2023,0,53165,Doc Redman,"8' 0""",12.838,134,187
2023,0,30692,Scott Stallings,"8' 0""",19.243,201,86
2023,0,51349,Nico Echavarria,"8' 1""",11.193,115,133
2023,0,52372,Cameron Champ,"8' 2""",16.928,172,190
2023,0,31557,Jim Herman,"8' 2""",15.433,158,181
2023,0,40006,Erik van Rooyen,"8' 2""",12.599,129,189
2023,0,49453,Trevor Cone,"8' 6""",14.878,146,171
2023,0,28420,Ryan Brehm,"8' 7""",17.935,174,181
2023,0,33410,Andrew Landry,"8' 7""",16.19,157,98
2023,0,23320,Ryan Palmer,"8' 8""",16.809,162,150
2022,0,36852,Jim Knous,"5' 1""",4.656,76,50
2022,0,34046,Jordan Spieth,"5' 1""",7.31,120,40
2022,0,45486,Joaquin Niemann,"5' 2""",8.846,143,41
2022,0,29725,Tony Finau,"5' 4""",9.291,146,22
2022,0,24924,Bill Haas,"5' 5""",11.293,175,23
2022,0,34098,Russell Henley,"5' 5""",9.282,143,153
2022,0,39971,Sungjae Im,"5' 5""",10.716,164,5
2022,0,32102,Rickie Fowler,"5' 6""",9.237,140,152
2022,0,52375,Doug Ghim,"5' 6""",11.798,178,57
2022,0,36689,Brooks Koepka,"5' 6""",7.222,110,161
2022,0,33448,Justin Thomas,"5' 6""",7.805,119,11
2022,0,39977,Max Homa,"5' 7""",9.911,148,82
2022,0,23108,Matt Kuchar,"5' 7""",9.012,134,2
2022,0,35891,Cameron Smith,"5' 7""",7.766,116,83
2022,0,49960,Sepp Straka,"5' 7""",11.173,167,125
2022,0,24925,Jonathan Byrd,"5' 8""",6.832,101,9
2022,0,35532,Tom Hoge,"5' 8""",11.367,168,16
2022,0,28237,Rory McIlroy,"5' 8""",7.79,115,30
2022,0,24138,Ian Poulter,"5' 8""",6.77,99,52
2022,0,29221,Webb Simpson,"5' 8""",7.67,113,119
2022,0,30911,Tommy Fleetwood,"5' 9""",6.695,97,13
2022,0,33399,Adam Hadwin,"5' 9""",10.265,149,46
2022,0,27644,Brian Harman,"5' 9""",12.429,179,28
2022,0,49771,J.T. Poston,"5' 9""",14.756,213,10
2022,0,46046,Scottie Scheffler,"5' 9""",11.198,163,85
2022,0,33486,Roger Sloan,"5' 9""",10.234,149,168
2022,0,32139,Danny Willett,"5' 9""",6.656,97,67
2022,0,31323,Gary Woodland,"5' 9""",5.888,85,54
2022,0,19803,Ryan Armour,"5' 10""",5.125,73,49
2022,0,40115,Adam Svensson,"5' 10""",12.109,173,158
2022,0,33141,Keegan Bradley,"5' 11""",10.177,143,118
2022,0,48084,Wesley Bryan,"5' 11""",5.846,82,76
2022,0,27129,Luke List,"5' 11""",10.898,153,140
2022,0,33204,Shane Lowry,"5' 11""",7.606,107,3
2022,0,32150,Michael Thompson,"5' 11""",11.574,163,35
2022,0,56278,Matthew Wolff,"5' 11""",8.145,114,172
2022,0,45157,Cam Davis,"6' 0""",12.064,168,95
2022,0,32791,K.H. Lee,"6' 0""",15.024,208,87
2022,0,34466,Peter Malnati,"6' 0""",15.59,216,110
2022,0,22056,Cameron Percy,"6' 0""",3.739,52,59
2022,0,34256,Andrew Putnam,"6' 0""",14.657,203,6
2022,0,30927,Brendon Todd,"6' 0""",11.448,158,14
2022,0,35110,Brett Drewitt,"6' 1""",7.492,102,164
2022,0,24361,Pat Perez,"6' 1""",9.452,130,41
2022,0,25493,Nick Taylor,"6' 1""",11.012,150,80
2022,0,37189,Harold Varner III,"6' 1""",9.882,135,60
2022,0,49964,Aaron Wise,"6' 1""",11.779,162,31
2022,0,34076,Joel Dahmen,"6' 2""",12.537,169,169
2022,0,40098,Matt Fitzpatrick,"6' 2""",6.481,88,1
2022,0,36799,Stephan Jaeger,"6' 2""",14.279,192,78
2022,0,29478,Kevin Kisner,"6' 2""",9.917,134,90
2022,0,27936,Martin Laird,"6' 2""",9.069,122,24
2022,0,26851,Marc Leishman,"6' 2""",10.366,141,50
2022,0,27349,Alex Noren,"6' 2""",7.208,98,12
2022,0,46414,Aaron Rai,"6' 2""",10.277,139,75
2022,0,23621,Rory Sabbatini,"6' 2""",8.338,113,106
2022,0,27649,Brandt Snedeker,"6' 2""",8.488,114,148
2022,0,33419,Cameron Tringale,"6' 2""",13.189,179,129
2022,0,47504,Sam Burns,"6' 3""",12.19,163,92
2022,0,29970,Dylan Frittelli,"6' 3""",14.234,189,102
2022,0,34363,Tyrrell Hatton,"6' 3""",8.318,111,151
2022,0,35506,Mackenzie Hughes,"6' 3""",12.121,161,90
2022,0,49766,Hank Lebioda,"6' 3""",13.9,186,55
