YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
2017,154,0,33122,Russell Knox,76,WGC-Bridgestone,1,2 - Par 5 -
2017,157,0,8385,Omar Uresti,73,Barbasol Champ,2,13 - Par 5
2017,159,0,21878,Mark Wilson,70,Phoenix Open,2,15 - Par 5
2017,160,0,25562,Andres Romero,69,Wyndham Champ,2,8 - Par 4 -
2017,161,0,12782,Tim Herron,64,Arnold Palmer,1,4 - Par 5 -
2017,162,0,45582,Jared Sawada,63,Sony Open,2,10 - Par 4
2017,163,0,21498,Hideto Tanihara,63,U.S. Open,1,8 - Par 4 -
2017,164,0,33413,Ben Martin,63,Phoenix Open,1,13 - Par 5
2017,166,0,6567,Vijay Singh,61,PGA Championshi,2,18 - Par 4
2017,168,0,29454,Bernd Wiesberger,59,Shell Houston,2,4 - Par 5 -
2017,169,0,22371,Aaron Baddeley,58,Farmers Ins.,1,7 - Par 4 -
2017,173,0,34360,Patrick Reed,50,U.S. Open,3,8 - Par 4 -
2017,174,0,28258,K.T. Kim,50,PGA Championshi,4,15 - Par 5
2017,175,0,34409,David Lingmerth,46,DEAN & DELUCA,2,11 - Par 5
2017,176,0,22986,Søren Kjeldsen,45,Honda Classic,4,2 - Par 4 -
2017,178,0,29485,Brett Stegmaier,43,Farmers Ins.,1,6 - Par 5 -
2017,183,0,25818,Scott Piercy,42,Safeway Open,2,9 - Par 5 -
2017,185,0,24459,Richard Sterne,41,WGC-Mexico,2,14 - Par 4
2017,186,0,46441,Robby Shelton,41,Wells Fargo,3,3 - Par 4 -
2017,187,0,29740,Brad Fritsch,40,Wells Fargo,1,4 - Par 5 -
2017,192,0,29478,Kevin Kisner,38,TOUR Champ,3,14 - Par 4
2017,196,0,26329,Louis Oosthuizen,38,Phoenix Open,4,5 - Par 4 -
2017,197,0,33293,Thomas Pieters,38,Honda Classic,2,2 - Par 4 -
2017,198,0,23108,Matt Kuchar,37,Genesis Open,4,12 - Par 4
2017,199,0,34174,John Huh,37,Genesis Open,2,1 - Par 5 -
2017,203,0,29222,Billy Hurley III,37,RBC Heritage,1,2 - Par 5 -
2017,205,0,46440,Smylie Kaufman,36,Texas Open,3,14 - Par 5
2017,206,0,33399,Adam Hadwin,35,Phoenix Open,2,17 - Par 4
2017,207,0,31646,Emiliano Grillo,35,Arnold Palmer,2,12 - Par 5
2017,208,0,25274,Steven Bowditch,35,Arnold Palmer,2,14 - Par 3
2017,211,0,26331,Charl Schwartzel,34,Arnold Palmer,2,10 - Par 4
2017,214,0,1320,Bob Estes,34,John Deere,2,2 - Par 5 -
2017,217,0,28132,Tyrone Van Aswegen,34,CareerBuilder,3,8 - Par 5 -
2017,218,0,49771,J.T. Poston,34,Honda Classic,2,14 - Par 4
2017,220,0,20472,Alex Cejka,34,Shriners Hosp.,4,8 - Par 3 -
2017,227,0,29289,S.Y. Noh,32,The Greenbrier,2,15 - Par 3
2017,228,0,29420,Billy Horschel,32,BMW Champ,1,17 - Par 3
2017,233,0,46732,Rick Lamb,31,John Deere,1,14 - Par 4
2017,236,0,39324,J.J. Spaun,31,Wyndham Champ,4,11 - Par 4
2017,237,0,32448,James Hahn,31,Quicken Loans,3,3 - Par 3 -
2017,241,0,31420,Anirban Lahiri,31,NORTHERN TRUST,1,13 - Par 5
2017,251,0,6527,Steve Stricker,30,Phoenix Open,1,2 - Par 4 -
2017,252,0,24024,Zach Johnson,29,Sony Open,2,18 - Par 5
2017,257,0,47128,Richy Werenski,29,Shell Houston,1,16 - Par 3
2017,263,0,25804,Bubba Watson,28,T of C,4,2 - Par 3 -
2017,266,0,32150,Michael Thompson,28,DEAN & DELUCA,1,5 - Par 4 -
2017,269,0,29908,C.T. Pan,28,Phoenix Open,1,3 - Par 5 -
2017,270,0,20396,Lee Westwood,28,PGA Championshi,4,13 - Par 3
2017,272,0,52562,Kurt Slattery,28,John Deere,1,15 - Par 4
2017,273,0,19803,Ryan Armour,27,Barbasol Champ,3,5 - Par 5 -
2017,274,0,29223,Sam Saunders,27,Barbasol Champ,1,13 - Par 5
2017,275,0,35545,Blayne Barber,27,Texas Open,4,12 - Par 4
2017,276,0,36689,Brooks Koepka,27,Phoenix Open,4,12 - Par 3
2017,277,0,34098,Russell Henley,27,NORTHERN TRUST,1,5 - Par 4 -
2017,278,0,34358,Jonathan Randolph,27,CareerBuilder,2,16 - Par 5
2017,279,0,24357,K.J. Choi,27,Genesis Open,1,8 - Par 4 -
2017,283,0,35225,Brandon Stone,27,WGC-Mexico,1,1 - Par 4 -
2017,286,0,25632,Jimmy Walker,26,Genesis Open,3,1 - Par 5 -
2017,294,0,27466,Spencer Levin,26,Phoenix Open,1,6 - Par 4 -
2017,305,0,26341,Wade Ormsby,26,U.S. Open,1,6 - Par 3 -
2017,306,0,26908,Yuta Ikeda,26,WGC-Mexico,4,1 - Par 4 -
2017,308,0,29221,Webb Simpson,25,DEAN & DELUCA,1,4 - Par 3 -
2017,311,0,24507,Jason Bohn,25,Shriners Hosp.,1,9 - Par 5 -
2017,312,0,19846,Brian Gay,25,DEAN & DELUCA,1,4 - Par 3 -
2017,316,0,36699,Patrick Rodgers,25,Wells Fargo,2,15 - Par 3
2017,318,0,29926,Danny Lee,25,Farmers Ins.,1,12 - Par 4
2017,320,0,24925,Jonathan Byrd,25,John Deere,1,2 - Par 5 -
2017,321,0,25720,Chad Collins,25,Sanderson Farms,1,11 - Par 5
2017,324,0,37380,Curtis Luck,25,Texas Open,1,5 - Par 4 -
2017,325,0,27644,Brian Harman,25,THE PLAYERS,1,2 - Par 5 -
2017,327,0,33948,Byeong Hun An,25,PGA Championshi,2,7 - Par 5 -
2017,329,0,20229,Stewart Cink,24,Sony Open,2,14 - Par 4
2017,333,0,30110,Kyle Stanley,24,the Memorial,4,17 - Par 4
2017,336,0,28486,Michael Putnam,24,U.S. Open,2,17 - Par 4
2017,337,0,30750,Tommy Gainey,24,Shriners Hosp.,2,1 - Par 4 -
2017,344,0,27349,Alex Noren,24,WGC-Mexico,2,14 - Par 4
2017,348,0,29974,Branden Grace,23,THE PLAYERS,1,18 - Par 4
2017,349,0,32102,Rickie Fowler,23,the Memorial,1,18 - Par 4
2017,352,0,35506,Mackenzie Hughes,23,T of C,4,14 - Par 4
2017,356,0,25493,Nick Taylor,23,Sanderson Farms,3,3 - Par 5 -
2017,357,0,22892,Jason Gore,23,The RSM Classic,1,3 - Par 3 -
2017,362,0,30911,Tommy Fleetwood,23,WGC-Mexico,2,6 - Par 5 -
2017,367,0,46501,Ollie Schniederjans,23,The RSM Classic,4,16 - Par 4
2017,384,0,24138,Ian Poulter,22,RBC Heritage,2,5 - Par 5 -
2017,387,0,34610,Matthias Schwab,22,Arnold Palmer,1,7 - Par 3 -
2017,392,0,1810,Phil Mickelson,22,Genesis Open,4,17 - Par 5
2017,393,0,28158,Steve Marino,22,Phoenix Open,2,14 - Par 4
2017,394,0,27747,Hiroshi Iwata,22,Sanderson Farms,3,6 - Par 4 -
2017,400,0,29484,Peter Uihlein,21,the Memorial,2,6 - Par 4 -
2017,403,0,27895,Jonas Blixt,21,the Memorial,2,15 - Par 5
2017,409,0,31202,William McGirt,21,Dell Tech Champ,4,9 - Par 4 -
2017,411,0,20691,Greg Owen,21,Wells Fargo,1,15 - Par 3
2017,412,0,26300,Matt Jones,21,Wyndham Champ,1,4 - Par 4 -
2017,414,0,28252,Seamus Power,21,Texas Open,2,5 - Par 4 -
2017,415,0,45988,Brett Coletta,21,the Memorial,4,12 - Par 3
2017,431,0,29939,Fabrizio Zanotti,21,WGC-Mexico,3,1 - Par 4 -
2017,432,0,34099,Harris English,21,DEAN & DELUCA,1,4 - Par 3 -
2017,433,0,34130,Sung Joon Park,21,St. Jude,1,4 - Par 3 -
2017,436,0,34261,Scott Langley,20,The RSM Classic,1,5 - Par 4 -
2017,440,0,37455,Si Woo Kim,20,WGC-Mexico,3,2 - Par 4 -
2017,443,0,24461,Thomas Aiken,20,U.S. Open,2,4 - Par 4 -
2017,445,0,47996,Jack Maguire,20,U.S. Open,3,1 - Par 5 -
2017,446,0,30711,Colt Knost,20,Safeway Open,2,4 - Par 4 -
2017,451,0,31323,Gary Woodland,20,Canadian Open,1,13 - Par 5
2017,455,0,24846,Ricky Barnes,20,Wells Fargo,3,7 - Par 4 -
2017,456,0,33120,Mark Anderson,20,Farmers Ins.,4,1 - Par 4 -
2017,458,0,21731,Freddie Jacobson,20,RBC Heritage,2,12 - Par 4
2017,464,0,35541,John Peterson,20,Byron Nelson,1,10 - Par 4
2017,467,0,24358,Robert Garrigus,20,CareerBuilder,2,5 - Par 5 -
2017,469,0,48084,Wesley Bryan,20,Shriners Hosp.,1,1 - Par 4 -
2017,473,0,25572,Graeme McDowell,20,THE PLAYERS,2,13 - Par 3
2017,484,0,27942,Rob Oppenheim,19,Sanderson Farms,1,3 - Par 5 -
2017,487,0,28937,George Coetzee,19,U.S. Open,1,13 - Par 3
2017,496,0,27649,Brandt Snedeker,19,Travelers Champ,4,1 - Par 4 -
2017,500,0,20160,Charlie Wi,19,Sanderson Farms,1,5 - Par 5 -
2017,509,0,29970,Dylan Frittelli,19,PGA Championshi,1,10 - Par 5
2017,510,0,46601,Trey Mullinax,19,St. Jude,4,5 - Par 4 -
2017,515,0,22056,Cameron Percy,18,DEAN & DELUCA,1,3 - Par 4 -
2017,520,0,21959,Ted Purdy,18,Wyndham Champ,2,7 - Par 3 -
2017,523,0,23477,Scott Hebert,18,PGA Championshi,2,5 - Par 4 -
2017,526,0,24663,Y.E. Yang,18,Byron Nelson,1,12 - Par 4
2017,542,0,6522,Ernie Els,18,Genesis Open,2,15 - Par 4
2017,546,0,20766,Padraig Harrington,18,Farmers Ins.,1,14 - Par 4
2017,553,0,23638,Brendon de Jonge,18,Wells Fargo,2,5 - Par 3 -
2017,554,0,39546,Keith Mitchell,18,Valspar Champ,2,12 - Par 4
2017,559,0,32139,Danny Willett,18,WGC-Mexico,3,7 - Par 3 -
2017,560,0,35461,Beau Hossler,18,Shell Houston,2,9 - Par 3 -
2017,585,0,10505,Shane Bertsch,17,Barbasol Champ,3,11 - Par 4
2017,589,0,6515,Shaun Micheel,17,PGA Championshi,1,12 - Par 4
2017,599,0,30944,Jason Kokrak,17,PGA Championshi,3,3 - Par 4 -
2017,603,0,35409,Craig Hocknull,17,Phoenix Open,2,6 - Par 4 -
2017,609,0,46443,Brian Campbell,17,Safeway Open,1,16 - Par 5
2017,611,0,39977,Max Homa,17,Wells Fargo,2,6 - Par 5 -
2017,619,0,23320,Ryan Palmer,17,John Deere,2,13 - Par 4
2017,635,0,12794,Tim Weinhart,16,The RSM Classic,1,8 - Par 4 -
2017,636,0,27958,Ryan Blaum,16,The Greenbrier,4,1 - Par 4 -
2017,640,0,47741,Wesley McClain,16,Texas Open,2,5 - Par 4 -
2017,646,0,27095,Nick Watney,16,Honda Classic,4,10 - Par 4
2017,649,0,30163,Henrik Norlander,16,The RSM Classic,4,1 - Par 4 -
2017,654,0,33449,Zack Sucher,16,Texas Open,3,4 - Par 4 -
2017,664,0,27896,Ross Fisher,16,WGC-Mexico,4,4 - Par 4 -
2017,673,0,23621,Rory Sabbatini,16,Canadian Open,2,13 - Par 5
2017,676,0,23353,J.J. Henry,16,Phoenix Open,1,5 - Par 4 -
2017,679,0,27963,Chris Stroud,16,John Deere,2,15 - Par 4
2017,686,0,39954,Cody Gribble,16,Safeway Open,4,13 - Par 4
2017,690,0,1706,Davis Love III,15,The Greenbrier,1,17 - Par 5
2017,699,0,23325,Vaughn Taylor,15,the Memorial,1,15 - Par 5
2017,700,0,30927,Brendon Todd,15,Barbasol Champ,1,15 - Par 4
2017,703,0,21407,Arjun Atwal,15,Wyndham Champ,1,11 - Par 4
2017,710,0,24502,Adam Scott,15,U.S. Open,1,18 - Par 5
2017,719,0,28783,Sam Brazel,15,WGC-Mexico,3,14 - Par 4
2017,723,0,29745,Tyler Aldridge,15,St. Jude,1,13 - Par 4
2017,744,0,47988,Nick Hardy,15,John Deere,4,8 - Par 4 -
2017,745,0,26758,David Hearn,15,Canadian Open,1,17 - Par 4
2017,754,0,32757,Patton Kizzire,15,The Greenbrier,2,11 - Par 4
2017,770,0,52371,Matthew Campbell,14,U.S. Open,1,3 - Par 4 -
2017,787,0,39975,Michael Kim,14,Travelers Champ,4,18 - Par 4
2017,792,0,23788,D.J. Trahan,14,Barbasol Champ,2,13 - Par 5
2017,793,0,32698,Bobby Gates,14,Byron Nelson,2,1 - Par 4 -
2017,801,0,2049,Gene Sauers,14,U.S. Open,1,3 - Par 4 -
2017,812,0,40162,Justin Lower,14,Wells Fargo,3,14 - Par 4
2017,844,0,26525,Grégory Bourdy,13,U.S. Open,2,13 - Par 3
2017,851,0,51522,Zach Zaback,13,Travelers Champ,1,17 - Par 4
2017,852,0,49964,Aaron Wise,13,Shriners Hosp.,2,2 - Par 4 -
2017,867,0,27974,Sung Kang,13,Honda Classic,2,16 - Par 4
2017,872,0,36983,Matt Dobyns,13,PGA Championshi,2,1 - Par 4 -
2017,882,0,33047,Gregor Main,13,Safeway Open,2,12 - Par 4
2017,892,0,33204,Shane Lowry,13,RBC Heritage,4,5 - Par 5 -
2017,904,0,51975,Zach Cabra,13,Texas Open,1,7 - Par 3 -
2017,921,0,46507,Bobby Wyatt,13,Sanderson Farms,3,4 - Par 3 -
2017,930,0,21961,Charles Howell III,12,Dell Tech Champ,1,6 - Par 4 -
2017,948,0,47994,Lee McCoy,12,Canadian Open,3,8 - Par 4 -
2016,1,0,22892,Jason Gore,250,Farmers Ins.,3,18 - Par 5
2016,2,0,29725,Tony Finau,236,Shriners Hosp.,2,13 - Par 5
2016,3,0,32200,Roberto Castro,221,Wells Fargo,2,18 - Par 4
2016,4,0,39451,Alex Redfield,217,Barbasol Champ,1,5 - Par 5 -
2016,5,0,37455,Si Woo Kim,216,Travelers Champ,1,5 - Par 3 -
2016,6,0,20472,Alex Cejka,212,Shriners Hosp.,3,17 - Par 3
2016,7,0,29720,Andres Gonzales,210,Barbasol Champ,3,18 - Par 4
2016,8,0,28307,Matt Every,209,Phoenix Open,3,2 - Par 4 -
2016,9,0,20572,Rod Pampling,207,the Memorial,4,16 - Par 3
2016,10,0,47996,Jack Maguire,207,Phoenix Open,2,12 - Par 3
2016,11,0,25493,Nick Taylor,206,CareerBuilder,2,6 - Par 3 -
2016,12,0,24846,Ricky Barnes,204,Zurich Classic,2,3 - Par 3 -
2016,13,0,25198,Francesco Molinari,203,Quicken Loans,3,11 - Par 4
2016,14,0,20443,Jin Park,203,Shriners Hosp.,2,3 - Par 4 -
2016,15,0,30692,Scott Stallings,200,Texas Open,2,13 - Par 3
2016,16,0,23541,Ben Crane,198,Farmers Ins.,3,15 - Par 4
2016,17,0,26758,David Hearn,195,the Memorial,1,10 - Par 4
2016,18,0,12510,Chad Campbell,194,Phoenix Open,2,7 - Par 3 -
2016,19,0,27064,Jhonattan Vegas,190,Barbasol Champ,2,17 - Par 3
2016,20,0,34174,John Huh,190,DEAN & DELUCA,1,14 - Par 4
2016,21,0,31202,William McGirt,188,Wells Fargo,4,2 - Par 3 -
2016,22,0,26300,Matt Jones,186,the Memorial,2,18 - Par 4
2016,23,0,21731,Freddie Jacobson,184,Farmers Ins.,3,15 - Par 4
2016,24,0,29745,Tyler Aldridge,180,Sanderson Farms,2,4 - Par 3 -
2016,26,0,6522,Ernie Els,177,Travelers Champ,3,16 - Par 3
2016,27,0,28114,Dawie van der Walt,174,Byron Nelson,2,12 - Par 4
2016,28,0,12782,Tim Herron,167,Barbasol Champ,2,1 - Par 4 -
2016,29,0,20766,Padraig Harrington,166,Sony Open,2,5 - Par 4 -
2016,30,0,26596,Ryan Moore,164,Northern Trust,4,16 - Par 3
2016,31,0,23983,Luke Donald,164,Wyndham Champ,1,16 - Par 3
2016,32,0,25632,Jimmy Walker,164,WGC-Bridgestone,4,9 - Par 4 -
2016,33,0,29479,Scott Brown,163,Wyndham Champ,4,3 - Par 3 -
2016,36,0,30852,Ryo Ishikawa,160,Phoenix Open,1,6 - Par 4 -
2016,37,0,27942,Rob Oppenheim,160,Texas Open,2,1 - Par 4 -
2016,38,0,32366,Kevin Chappell,158,DEAN & DELUCA,1,10 - Par 4
2016,39,0,27466,Spencer Levin,158,Byron Nelson,2,6 - Par 4 -
2016,40,0,33413,Ben Martin,158,the Memorial,4,1 - Par 4 -
2016,42,0,33418,Shawn Stefani,156,Wyndham Champ,3,16 - Par 3
2016,43,0,34466,Peter Malnati,156,Wyndham Champ,3,16 - Par 3
2016,44,0,35539,Luke Guthrie,156,Wyndham Champ,4,13 - Par 4
2016,45,0,25345,Carl Pettersson,155,St. Jude,2,7 - Par 4 -
2016,46,0,50527,Jared du Toit,155,Canadian Open,1,17 - Par 4
2016,47,0,29518,Brendan Steele,154,the Memorial,1,18 - Par 4
2016,48,0,24924,Bill Haas,153,DEAN & DELUCA,4,14 - Par 4
2016,49,0,29268,Bronson Burgoon,151,St. Jude,2,9 - Par 4 -
2016,50,0,28132,Tyrone Van Aswegen,150,Northern Trust,3,16 - Par 3
2016,51,0,6527,Steve Stricker,150,Valspar Champ,2,10 - Par 4
2016,52,0,27963,Chris Stroud,150,Canadian Open,4,3 - Par 4 -
2016,53,0,36699,Patrick Rodgers,150,Barbasol Champ,2,11 - Par 4
2016,55,0,25240,D.A. Points,149,Texas Open,4,11 - Par 4
2016,56,0,26951,Johnson Wagner,149,Wyndham Champ,4,6 - Par 4 -
2016,57,0,49633,Charlie Danielson,149,John Deere,3,18 - Par 4
2016,58,0,21209,Sergio Garcia,148,Honda Classic,1,2 - Par 4 -
2016,59,0,35545,Blayne Barber,148,Valspar Champ,1,12 - Par 4
2016,60,0,34265,Will Wilcox,148,THE PLAYERS,2,17 - Par 3
2016,61,0,28158,Steve Marino,147,Barbasol Champ,4,1 - Par 4 -
2016,62,0,29476,Kyle Reifers,146,Sony Open,1,15 - Par 4
2016,63,0,34431,Robert Streb,146,Wyndham Champ,1,17 - Par 4
2016,64,0,32757,Patton Kizzire,146,Sanderson Farms,3,14 - Par 5
2016,65,0,29221,Webb Simpson,145,the Memorial,3,9 - Par 4 -
2016,66,0,20691,Greg Owen,144,Sony Open,1,12 - Par 4
2016,67,0,26331,Charl Schwartzel,142,TOUR Champ,3,7 - Par 4 -
2016,68,0,23320,Ryan Palmer,142,PGA Championshi,3,2 - Par 4 -
2016,69,0,34563,Chesson Hadley,142,CareerBuilder,2,18 - Par 4
2016,71,0,28092,D.H. Lee,141,Frys.com Open,1,14 - Par 4
2016,73,0,33410,Andrew Landry,138,John Deere,4,8 - Par 4 -
2016,74,0,28237,Rory McIlroy,137,TOUR Champ,4,16 - Par 4
2016,75,0,30927,Brendon Todd,136,RBC Heritage,1,16 - Par 4
2016,76,0,33141,Keegan Bradley,136,Zurich Classic,2,4 - Par 4 -
2016,77,0,33667,Carlos Ortiz,135,Wells Fargo,3,17 - Par 3
2016,78,0,31560,Brian Stuard,135,Farmers Ins.,1,14 - Par 4
2016,79,0,10809,Jim Furyk,135,Travelers Champ,4,3 - Par 4 -
2016,81,0,46440,Smylie Kaufman,134,Phoenix Open,2,1 - Par 4 -
2016,82,0,28258,K.T. Kim,133,WGC-Cadillac,4,12 - Par 5
2016,83,0,45526,Abraham Ancer,133,Byron Nelson,2,9 - Par 4 -
2016,84,0,24494,Erik Compton,132,Travelers Champ,2,9 - Par 4 -
2016,85,0,32640,Troy Merritt,129,DEAN & DELUCA,3,18 - Par 4
2016,86,0,21961,Charles Howell III,129,Byron Nelson,1,1 - Par 4 -
2016,89,0,23800,Bryce Molder,128,Deutsche Bank,2,1 - Par 4 -
2016,90,0,32839,Hideki Matsuyama,127,PGA Championshi,2,2 - Par 4 -
2016,92,0,25834,Daniel Summerhays,126,PGA Championshi,3,2 - Par 4 -
2016,93,0,29478,Kevin Kisner,126,The Barclays,1,2 - Par 4 -
2016,95,0,36801,Mark Hubbard,125,Sony Open,1,15 - Par 4
2016,96,0,31557,Jim Herman,123,Arnold Palmer,3,6 - Par 5 -
2016,97,0,27129,Luke List,122,Quicken Loans,1,16 - Par 5
2016,100,0,34098,Russell Henley,121,Shell Houston,3,1 - Par 4 -
2016,102,0,34168,Soomin Lee,121,PGA Championshi,2,2 - Par 4 -
2016,103,0,22056,Cameron Percy,120,John Deere,1,8 - Par 4 -
2016,105,0,33204,Shane Lowry,120,THE PLAYERS,2,18 - Par 4
2016,107,0,34021,Bud Cauley,117,Byron Nelson,1,10 - Par 4
2016,108,0,20157,Retief Goosen,117,John Deere,2,8 - Par 4 -
2016,110,0,24461,Thomas Aiken,115,Byron Nelson,2,4 - Par 4 -
2016,112,0,8075,Jerry Kelly,113,Travelers Champ,4,12 - Par 4
2016,114,0,22405,Justin Rose,112,Arnold Palmer,1,3 - Par 4 -
2016,115,0,46501,Ollie Schniederjans,111,Shriners Hosp.,2,12 - Par 4
2016,116,0,26476,Chez Reavie,110,AT&T Pebble,2,11 - Par 4
2016,118,0,32876,Martin Piller,108,CareerBuilder,1,11 - Par 5
2016,121,0,27436,Graham DeLaet,103,Farmers Ins.,4,17 - Par 4
2016,122,0,24511,Thongchai Jaidee,103,PGA Championshi,4,3 - Par 4 -
2016,124,0,30925,Dustin Johnson,101,Byron Nelson,1,4 - Par 4 -
2016,125,0,34264,Hudson Swafford,100,The Barclays,2,13 - Par 5
2016,129,0,34262,Jon Curran,96,the Memorial,2,5 - Par 5 -
2016,130,0,24502,Adam Scott,95,The Barclays,3,1 - Par 4 -
2016,133,0,30163,Henrik Norlander,94,Travelers Champ,1,13 - Par 5
2016,134,0,23638,Brendon de Jonge,94,Quicken Loans,2,8 - Par 4 -
2016,135,0,30711,Colt Knost,92,The Barclays,2,7 - Par 5 -
2016,137,0,29926,Danny Lee,91,DEAN & DELUCA,4,2 - Par 4 -
2016,139,0,27649,Brandt Snedeker,91,DEAN & DELUCA,2,1 - Par 5 -
2016,140,0,35314,Andy Sullivan,90,Honda Classic,2,6 - Par 4 -
2016,144,0,37189,Harold Varner III,88,Quicken Loans,3,16 - Par 5
2016,146,0,35451,Scott Pinckney,86,Barbasol Champ,3,16 - Par 5
2016,147,0,50157,Philip Barbaree,84,St. Jude,2,1 - Par 4 -
2016,148,0,35532,Tom Hoge,83,Quicken Loans,2,8 - Par 4 -
2016,150,0,34099,Harris English,83,DEAN & DELUCA,4,1 - Par 5 -
2016,151,0,29222,Billy Hurley III,82,John Deere,2,2 - Par 5 -
2016,152,0,31646,Emiliano Grillo,81,Deutsche Bank,1,18 - Par 5
2016,153,0,31323,Gary Woodland,80,PGA Championshi,2,2 - Par 4 -
2016,155,0,33461,Morgan Hoffmann,76,Shell Houston,1,4 - Par 5 -
2016,156,0,37273,Derek Ernst,75,Barbasol Champ,1,6 - Par 3 -
2016,157,0,28475,Jeff Overton,74,Wells Fargo,1,14 - Par 4
2016,159,0,23621,Rory Sabbatini,71,Canadian Open,2,14 - Par 4
2016,164,0,20396,Lee Westwood,66,Shell Houston,1,4 - Par 5 -
2016,165,0,26881,Jarrod Lyle,64,Frys.com Open,1,16 - Par 5
2016,166,0,25818,Scott Piercy,64,PGA Championshi,2,8 - Par 4 -
2016,168,0,32888,Lucas Lee,63,Valspar Champ,1,3 - Par 4 -
2016,169,0,34046,Jordan Spieth,60,BMW Champ,3,11 - Par 5
2016,172,0,25686,Jason Dufner,54,WGC-Cadillac,4,11 - Par 4
2016,173,0,34360,Patrick Reed,52,CareerBuilder,4,11 - Par 5
2016,174,0,22621,Ben Curtis,51,Arnold Palmer,1,5 - Par 4 -
2016,175,0,27141,J.B. Holmes,51,Farmers Ins.,3,12 - Par 4
2016,178,0,27895,Jonas Blixt,50,Zurich Classic,3,15 - Par 4
2016,181,0,31525,Robby Ormand,48,Texas Open,1,14 - Par 5
2016,182,0,21753,Brian Davis,48,Sanderson Farms,1,15 - Par 4
2016,183,0,32448,James Hahn,48,Valspar Champ,2,16 - Par 4
2016,189,0,28093,Miguel Angel Carballo,44,Frys.com Open,3,17 - Par 4
2016,191,0,25892,Steve Wheatcroft,43,Wells Fargo,1,5 - Par 5 -
2016,192,0,1116,Michael Bradley,42,Byron Nelson,2,7 - Par 5 -
2016,195,0,26851,Marc Leishman,40,THE PLAYERS,1,2 - Par 5 -
2016,196,0,25274,Steven Bowditch,40,Valspar Champ,2,10 - Par 4
2016,199,0,25572,Graeme McDowell,39,Sony Open,1,1 - Par 4 -
2016,200,0,47959,Bryson DeChambeau,39,Travelers Champ,3,12 - Par 4
2016,202,0,29535,Brice Garnett,38,Sanderson Farms,2,15 - Par 4
2016,204,0,22371,Aaron Baddeley,38,Travelers Champ,2,15 - Par 4
2016,207,0,28380,Ryan Helminen,37,PGA Championshi,2,13 - Par 4
2016,210,0,35300,Andrew Loupe,36,Zurich Classic,1,7 - Par 5 -
2016,211,0,20104,Ken Duke,36,Phoenix Open,2,3 - Par 5 -
2016,213,0,27644,Brian Harman,36,Zurich Classic,2,18 - Par 5
2016,218,0,24024,Zach Johnson,35,WGC-Bridgestone,3,13 - Par 4
2016,220,0,24912,Will MacKenzie,34,Quicken Loans,2,18 - Par 4
2016,221,0,1948,Tim Petrovic,34,The RSM Classic,3,12 - Par 3
2016,224,0,20098,Stuart Appleby,33,Canadian Open,4,9 - Par 4 -
2016,229,0,10860,Justin Leonard,32,Northern Trust,2,13 - Par 4
2016,232,0,26499,Rafa Cabrera Bello,32,Shell Houston,3,1 - Par 4 -
2016,233,0,31416,Derek Fathauer,32,Texas Open,1,2 - Par 5 -
2016,234,0,1810,Phil Mickelson,32,TOUR Champ,1,1 - Par 4 -
2016,236,0,1706,Davis Love III,31,Hyundai T of C,4,10 - Par 4
2016,240,0,32816,Satoshi Kodaira,31,Sony Open,1,5 - Par 4 -
2016,242,0,27747,Hiroshi Iwata,31,Zurich Classic,2,7 - Par 5 -
2016,245,0,23325,Vaughn Taylor,31,the Memorial,1,6 - Par 4 -
2016,246,0,32102,Rickie Fowler,30,Hyundai T of C,3,5 - Par 5 -
2016,247,0,25349,Tim Wilkinson,30,Wells Fargo,2,18 - Par 4
2016,248,0,29420,Billy Horschel,30,Farmers Ins.,2,15 - Par 4
2016,250,0,1766,Billy Mayfair,30,Texas Open,1,9 - Par 4 -
2016,255,0,26329,Louis Oosthuizen,30,THE PLAYERS,4,11 - Par 5
2016,256,0,39975,Michael Kim,29,Honda Classic,4,10 - Par 4
2016,258,0,35879,Kelly Kraft,29,Sanderson Farms,2,5 - Par 5 -
2016,259,0,49091,David Solomon,29,Frys.com Open,2,12 - Par 4
2016,260,0,35582,Kristoffer Broberg,29,WGC-Cadillac,2,16 - Par 4
2016,261,0,30926,Chris Kirk,29,Frys.com Open,1,16 - Par 5
2016,268,0,40026,Daniel Berger,28,Sony Open,2,6 - Par 4 -
2016,269,0,32618,Rhein Gibson,28,St. Jude,1,2 - Par 4 -
2016,270,0,29454,Bernd Wiesberger,28,PGA Championshi,2,3 - Par 4 -
2016,275,0,24781,Hunter Mahan,27,the Memorial,2,5 - Par 5 -
2016,276,0,24507,Jason Bohn,27,DEAN & DELUCA,2,15 - Par 4
2016,277,0,29485,Brett Stegmaier,27,Valspar Champ,1,6 - Par 4 -
2016,278,0,22046,Geoff Ogilvy,27,Shriners Hosp.,1,15 - Par 4
2016,283,0,27214,Kevin Streelman,27,Shriners Hosp.,1,9 - Par 5 -
2016,286,0,27974,Sung Kang,26,John Deere,3,9 - Par 4 -
2016,287,0,20229,Stewart Cink,26,Valspar Champ,1,11 - Par 5
2016,289,0,30110,Kyle Stanley,26,RBC Heritage,2,18 - Par 4
2016,292,0,37454,Whee Kim,26,Quicken Loans,2,2 - Par 3 -
