YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
2016,0,32366,Kevin Chappell,43.56,44,101
2016,0,24358,Robert Garrigus,43.33,26,60
2016,0,25892,Steve Wheatcroft,43.14,44,102
2016,0,24507,Jason Bohn,43.0,43,100
2016,0,24461,Thomas Aiken,42.86,24,56
2016,0,37454,Whee Kim,42.27,41,97
2016,0,6567,Vijay Singh,42.22,38,90
2016,0,34409,David Lingmerth,41.98,34,81
2016,0,25900,Lucas Glover,41.89,31,74
2016,0,37189,Harold Varner III,41.76,38,91
2016,0,20229,Stewart Cink,41.67,25,60
2016,0,28092,D.H. Lee,41.56,32,77
2016,0,29725,Tony Finau,41.12,44,107
2016,0,28237,Rory McIlroy,41.07,23,56
2016,0,25198,Francesco Molinari,40.58,28,69
2016,0,29485,Brett Stegmaier,40.54,30,74
2016,0,27214,Kevin Streelman,40.4,40,99
2016,0,30692,Scott Stallings,38.27,31,81
2016,0,35451,Scott Pinckney,37.97,30,79
2016,0,33667,Carlos Ortiz,37.88,25,66
2016,0,33413,Ben Martin,37.76,37,98
2016,0,28114,Dawie van der Walt,34.43,21,61
2015,0,28089,Jason Day,72.41,42,58
2015,0,30926,Chris Kirk,69.41,59,85
2015,0,28132,Tyrone Van Aswegen,68.0,34,50
2015,0,23108,Matt Kuchar,67.82,59,87
2015,0,25720,Chad Collins,66.28,57,86
2015,0,23983,Luke Donald,65.71,46,70
2015,0,34265,Will Wilcox,65.71,23,35
2015,0,26329,Louis Oosthuizen,65.38,34,52
2015,0,40058,Zac Blair,64.96,76,117
2015,0,22405,Justin Rose,64.91,37,57
2015,0,2206,David Toms,64.47,49,76
2015,0,29221,Webb Simpson,64.38,47,73
2015,0,34130,Sung Joon Park,64.36,65,101
2015,0,25274,Steven Bowditch,64.22,70,109
2015,0,27649,Brandt Snedeker,64.22,70,109
2015,0,24357,K.J. Choi,64.18,43,67
2015,0,24925,Jonathan Byrd,64.0,48,75
2015,0,30927,Brendon Todd,63.92,62,97
2015,0,20396,Lee Westwood,63.83,30,47
2015,0,29926,Danny Lee,63.79,74,116
2015,0,34046,Jordan Spieth,63.41,52,82
2015,0,25396,Kevin Na,62.14,64,103
2015,0,25369,Jamie Donaldson,61.36,27,44
2015,0,1810,Phil Mickelson,60.87,56,92
2015,0,33667,Carlos Ortiz,60.64,57,94
2015,0,34261,Scott Langley,60.55,66,109
2015,0,22371,Aaron Baddeley,60.23,53,88
2015,0,24140,Sean O'Hair,60.19,62,103
2015,0,20766,Padraig Harrington,60.0,45,75
2015,0,28486,Michael Putnam,60.0,42,70
2015,0,24024,Zach Johnson,59.79,58,97
2015,0,27644,Brian Harman,59.18,58,98
2015,0,24490,George McNeill,58.89,53,90
2015,0,22293,Heath Slocum,58.73,37,63
2015,0,25804,Bubba Watson,58.73,37,63
2015,0,23548,Bill Lunde,58.7,27,46
2015,0,23621,Rory Sabbatini,58.67,44,75
2015,0,29476,Kyle Reifers,58.33,70,120
2015,0,30711,Colt Knost,58.02,47,81
2015,0,35541,John Peterson,58.02,47,81
2015,0,27895,Jonas Blixt,57.89,44,76
2015,0,34358,Jonathan Randolph,57.89,44,76
2015,0,27064,Jhonattan Vegas,57.53,42,73
2015,0,36801,Mark Hubbard,57.47,50,87
2015,0,33419,Cameron Tringale,57.43,58,101
2015,0,32102,Rickie Fowler,57.35,39,68
2015,0,26596,Ryan Moore,57.33,43,75
2015,0,29518,Brendan Steele,57.33,43,75
2015,0,29223,Sam Saunders,57.29,55,96
2015,0,34431,Robert Streb,57.14,60,105
2015,0,21753,Brian Davis,56.41,66,117
2015,0,24781,Hunter Mahan,56.12,55,98
2015,0,34262,Jon Curran,55.88,57,102
2015,0,34563,Chesson Hadley,55.86,62,111
2015,0,29222,Billy Hurley III,55.56,40,72
2015,0,21878,Mark Wilson,55.42,46,83
2015,0,32448,James Hahn,55.32,52,94
2015,0,25632,Jimmy Walker,55.17,48,87
2015,0,23048,Eric Axley,54.93,39,71
2015,0,29289,S.Y. Noh,54.84,34,62
2015,0,25345,Carl Pettersson,54.84,68,124
2015,0,27963,Chris Stroud,54.76,46,84
2015,0,20691,Greg Owen,54.72,29,53
2015,0,28259,Sangmoon Bae,54.69,70,128
2015,0,24138,Ian Poulter,54.55,42,77
2015,0,27095,Nick Watney,54.55,48,88
2015,0,12716,Charley Hoffman,54.46,61,112
2015,0,33141,Keegan Bradley,54.43,43,79
2015,0,28307,Matt Every,54.43,43,79
2015,0,20593,Greg Chalmers,54.24,32,59
2015,0,34174,John Huh,54.23,77,142
2015,0,27936,Martin Laird,54.22,45,83
2015,0,28500,Martin Flores,54.17,52,96
2015,0,40026,Daniel Berger,54.02,47,87
2015,0,21528,Henrik Stenson,53.85,21,39
2015,0,27214,Kevin Streelman,53.85,42,78
2015,0,23541,Ben Crane,53.66,44,82
2015,0,24361,Pat Perez,53.61,52,97
2015,0,22892,Jason Gore,53.52,38,71
2015,0,25240,D.A. Points,53.45,31,58
2015,0,34360,Patrick Reed,53.41,47,88
2015,0,12510,Chad Campbell,53.33,48,90
2015,0,31202,William McGirt,53.21,58,109
2015,0,32200,Roberto Castro,53.19,25,47
2015,0,33399,Adam Hadwin,53.04,61,115
2015,0,23800,Bryce Molder,52.83,56,106
2015,0,25198,Francesco Molinari,52.83,28,53
2015,0,25892,Steve Wheatcroft,52.73,58,110
2015,0,30852,Ryo Ishikawa,52.7,39,74
2015,0,20645,John Senden,52.7,39,74
2015,0,20104,Ken Duke,52.38,55,105
2015,0,25834,Daniel Summerhays,52.38,55,105
2015,0,6567,Vijay Singh,52.17,48,92
2015,0,25349,Tim Wilkinson,52.13,49,94
2015,0,29479,Scott Brown,52.08,50,96
2015,0,20771,Steven Alker,52.05,38,73
2015,0,29720,Andres Gonzales,52.0,39,75
2015,0,8075,Jerry Kelly,51.76,44,85
2015,0,20472,Alex Cejka,51.72,45,87
2015,0,35539,Luke Guthrie,51.72,45,87
2015,0,20229,Stewart Cink,51.67,31,60
2015,0,27436,Graham DeLaet,51.56,33,64
2015,0,25493,Nick Taylor,51.49,52,101
2015,0,31557,Jim Herman,51.28,40,78
2015,0,22046,Geoff Ogilvy,51.22,21,41
2015,0,6522,Ernie Els,51.16,22,43
2015,0,31416,Derek Fathauer,51.11,46,90
2015,0,34098,Russell Henley,51.11,46,90
2015,0,24494,Erik Compton,51.06,48,94
2015,0,31323,Gary Woodland,50.91,28,55
2015,0,35532,Tom Hoge,50.72,35,69
2015,0,29535,Brice Garnett,50.7,36,71
2015,0,33413,Ben Martin,50.59,43,85
2015,0,35451,Scott Pinckney,50.59,43,85
2015,0,34256,Andrew Putnam,50.59,43,85
2015,0,33418,Shawn Stefani,50.52,49,97
2015,0,34409,David Lingmerth,50.51,50,99
2015,0,31560,Brian Stuard,50.46,55,109
2015,0,24846,Ricky Barnes,50.0,41,82
2015,0,27141,J.B. Holmes,50.0,37,74
2015,0,30692,Scott Stallings,50.0,27,54
2015,0,32150,Michael Thompson,49.54,54,109
2015,0,28475,Jeff Overton,49.53,53,107
2015,0,26300,Matt Jones,49.52,52,105
2015,0,36689,Brooks Koepka,49.32,36,73
2015,0,24924,Bill Haas,49.28,34,69
2015,0,22056,Cameron Percy,49.25,33,67
2015,0,32640,Troy Merritt,49.04,51,104
2015,0,30944,Jason Kokrak,48.98,48,98
2015,0,33486,Roger Sloan,48.89,22,45
2015,0,24507,Jason Bohn,48.54,50,103
2015,0,25900,Lucas Glover,48.1,38,79
2015,0,26331,Charl Schwartzel,48.08,25,52
2015,0,34099,Harris English,48.04,49,102
2015,0,20157,Retief Goosen,47.89,34,71
2015,0,26851,Marc Leishman,47.83,33,69
2015,0,28023,Byron Smith,47.73,21,44
2015,0,21209,Sergio Garcia,47.5,19,40
2015,0,23623,Bo Van Pelt,47.5,38,80
2015,0,26289,Boo Weekley,47.5,38,80
2015,0,32839,Hideki Matsuyama,47.22,34,72
2015,0,29478,Kevin Kisner,47.06,48,102
2015,0,10860,Justin Leonard,47.06,32,68
2015,0,29420,Billy Horschel,46.97,31,66
2015,0,32366,Kevin Chappell,46.94,46,98
2015,0,20848,Ángel Cabrera,46.88,30,64
2015,0,10809,Jim Furyk,46.67,21,45
2015,0,33448,Justin Thomas,46.51,40,86
2015,0,23320,Ryan Palmer,46.48,33,71
2015,0,29725,Tony Finau,46.39,45,97
2015,0,37454,Whee Kim,46.38,32,69
2015,0,27933,John Merrick,46.38,32,69
2015,0,36699,Patrick Rodgers,46.38,32,69
2015,0,35545,Blayne Barber,46.15,30,65
2015,0,23638,Brendon de Jonge,46.15,48,104
2015,0,24502,Adam Scott,45.95,17,37
2015,0,33461,Morgan Hoffmann,45.68,37,81
2015,0,25191,Gonzalo Fernandez-Castaño,45.45,45,99
2015,0,25562,Andres Romero,45.31,29,64
2015,0,32334,Charlie Beljan,44.59,33,74
2015,0,27770,Camilo Villegas,44.44,44,99
2015,0,39977,Max Homa,43.82,39,89
2015,0,25818,Scott Piercy,43.53,37,85
2015,0,27466,Spencer Levin,43.02,37,86
2015,0,26951,Johnson Wagner,42.62,26,61
2015,0,1706,Davis Love III,42.59,23,54
2015,0,10885,Robert Allenby,42.31,22,52
2015,0,34264,Hudson Swafford,42.17,35,83
2015,0,23353,J.J. Henry,41.43,29,70
2015,0,26758,David Hearn,41.28,45,109
2015,0,25364,Paul Casey,41.27,26,63
2015,0,31193,Jim Renner,41.27,26,63
2015,0,33122,Russell Knox,41.03,32,78
2015,0,30946,Alex Prugh,40.51,32,79
2015,0,28780,Nicholas Thompson,40.0,36,90
2015,0,37273,Derek Ernst,39.71,27,68
2015,0,30736,Oscar Fraustro,39.34,24,61
2015,0,28679,Fabián Gómez,39.33,35,89
2015,0,21961,Charles Howell III,38.64,34,88
2015,0,24358,Robert Garrigus,35.59,21,59
2015,0,29425,Andrew Svoboda,34.94,29,83
2015,0,26476,Chez Reavie,34.0,17,50
2015,0,30925,Dustin Johnson,33.96,18,53
2015,0,25686,Jason Dufner,33.82,23,68
2014,0,29289,S.Y. Noh,68.13,62,91
2014,0,28089,Jason Day,66.67,32,48
2014,0,20160,Charlie Wi,66.3,61,92
2014,0,33141,Keegan Bradley,65.79,50,76
2014,0,19846,Brian Gay,65.14,71,109
2014,0,34360,Patrick Reed,64.89,61,94
2014,0,6567,Vijay Singh,64.71,66,102
2014,0,10423,Mike Weir,64.37,56,87
2014,0,35139,Richard Lee,64.22,70,109
2014,0,23108,Matt Kuchar,64.21,61,95
2014,0,1810,Phil Mickelson,63.86,53,83
2014,0,24502,Adam Scott,62.86,44,70
2014,0,22293,Heath Slocum,62.82,49,78
2014,0,25191,Gonzalo Fernandez-Castaño,62.24,61,98
2014,0,20645,John Senden,61.46,59,96
2014,0,30927,Brendon Todd,61.31,84,137
2014,0,21209,Sergio Garcia,61.22,30,49
2014,0,10860,Justin Leonard,61.22,60,98
2014,0,26758,David Hearn,61.21,71,116
2014,0,30926,Chris Kirk,61.21,71,116
2014,0,25396,Kevin Na,61.21,71,116
2014,0,25720,Chad Collins,61.11,66,108
2014,0,23135,Tim Clark,60.87,56,92
2014,0,27408,Martin Kaymer,60.71,34,56
2014,0,27330,Josh Teater,60.64,57,94
2014,0,20593,Greg Chalmers,59.7,80,134
2014,0,24924,Bill Haas,59.62,62,104
2014,0,34174,John Huh,59.57,56,94
2014,0,27556,Ted Potter Jr.,59.3,51,86
2014,0,24140,Sean O'Hair,59.29,67,113
2014,0,26331,Charl Schwartzel,59.21,45,76
2014,0,27895,Jonas Blixt,59.09,39,66
2014,0,34261,Scott Langley,58.88,63,107
2014,0,27466,Spencer Levin,58.67,44,75
2014,0,25240,D.A. Points,58.33,42,72
2014,0,10809,Jim Furyk,57.97,40,69
2014,0,23409,James Driscoll,57.94,62,107
2014,0,27963,Chris Stroud,57.89,55,95
2014,0,25572,Graeme McDowell,57.81,37,64
2014,0,20157,Retief Goosen,57.78,52,90
2014,0,26851,Marc Leishman,57.69,60,104
2014,0,29222,Billy Hurley III,57.65,49,85
2014,0,21753,Brian Davis,57.53,84,146
2014,0,20498,Briny Baird,57.35,39,68
2014,0,20104,Ken Duke,57.32,47,82
2014,0,22371,Aaron Baddeley,57.14,48,84
2014,0,27644,Brian Harman,57.02,65,114
2014,0,25364,Paul Casey,56.9,33,58
2014,0,24357,K.J. Choi,56.76,63,111
2014,0,33122,Russell Knox,56.7,55,97
2014,0,25562,Andres Romero,56.7,55,97
2014,0,23983,Luke Donald,56.25,36,64
2014,0,36689,Brooks Koepka,56.25,27,48
2014,0,32102,Rickie Fowler,56.16,41,73
2014,0,28092,D.H. Lee,55.91,52,93
2014,0,33461,Morgan Hoffmann,55.26,63,114
2014,0,34046,Jordan Spieth,55.2,69,125
2014,0,34021,Bud Cauley,55.1,27,49
2014,0,23800,Bryce Molder,55.1,54,98
2014,0,35539,Luke Guthrie,55.0,55,100
2014,0,24024,Zach Johnson,55.0,55,100
2014,0,22046,Geoff Ogilvy,55.0,55,100
2014,0,21961,Charles Howell III,54.9,56,102
2014,0,34099,Harris English,54.88,45,82
2014,0,28132,Tyrone Van Aswegen,54.44,49,90
2014,0,12510,Chad Campbell,54.35,25,46
2014,0,23541,Ben Crane,54.31,63,116
2014,0,24781,Hunter Mahan,53.98,61,113
2014,0,32839,Hideki Matsuyama,53.93,48,89
2014,0,1724,Jeff Maggert,53.85,35,65
2014,0,31560,Brian Stuard,53.77,57,106
2014,0,29221,Webb Simpson,53.76,50,93
2014,0,27436,Graham DeLaet,53.73,36,67
2014,0,26956,Bronson La'Cassie,53.73,36,67
2014,0,25686,Jason Dufner,53.7,29,54
2014,0,33413,Ben Martin,53.49,46,86
2014,0,27649,Brandt Snedeker,53.41,47,88
2014,0,29518,Brendan Steele,53.41,47,88
2014,0,25349,Tim Wilkinson,53.39,63,118
2014,0,29420,Billy Horschel,53.33,40,75
2014,0,26596,Ryan Moore,53.09,43,81
2014,0,33419,Cameron Tringale,52.99,71,134
2014,0,28259,Sangmoon Bae,52.81,47,89
2014,0,28307,Matt Every,52.68,59,112
2014,0,29535,Brice Garnett,52.63,60,114
2014,0,20098,Stuart Appleby,52.55,72,137
2014,0,25274,Steven Bowditch,52.5,63,120
2014,0,20229,Stewart Cink,52.27,46,88
2014,0,21731,Freddie Jacobson,52.1,62,119
2014,0,29461,Jamie Lovemark,52.0,39,75
2014,0,6522,Ernie Els,51.82,57,110
2014,0,27120,Troy Matteson,51.79,29,56
2014,0,28486,Michael Putnam,51.69,61,118
2014,0,25632,Jimmy Walker,51.61,48,93
2014,0,32640,Troy Merritt,51.52,34,66
2014,0,30852,Ryo Ishikawa,51.25,41,80
2014,0,32150,Michael Thompson,51.25,41,80
2014,0,23623,Bo Van Pelt,51.16,44,86
2014,0,22913,John Rollins,51.06,48,94
2014,0,24494,Erik Compton,51.0,51,100
2014,0,10885,Robert Allenby,50.98,52,102
2014,0,22405,Justin Rose,50.98,26,51
2014,0,8075,Jerry Kelly,50.96,53,104
2014,0,25345,Carl Pettersson,50.82,62,122
2014,0,33418,Shawn Stefani,50.7,36,71
2014,0,30944,Jason Kokrak,50.68,37,73
2014,0,21878,Mark Wilson,50.65,39,77
2014,0,35300,Andrew Loupe,50.62,41,81
2014,0,32366,Kevin Chappell,50.52,49,97
2014,0,32200,Roberto Castro,50.0,47,94
2014,0,29740,Brad Fritsch,50.0,34,68
2014,0,30925,Dustin Johnson,50.0,26,52
2014,0,34409,David Lingmerth,50.0,49,98
2014,0,24490,George McNeill,50.0,46,92
2014,0,28780,Nicholas Thompson,50.0,47,94
2014,0,26289,Boo Weekley,50.0,36,72
2014,0,24507,Jason Bohn,49.55,55,111
2014,0,23320,Ryan Palmer,49.49,49,99
2014,0,23621,Rory Sabbatini,49.46,46,93
2014,0,28500,Martin Flores,49.41,42,85
2014,0,24358,Robert Garrigus,49.37,39,79
2014,0,25804,Bubba Watson,49.15,29,59
2014,0,24912,Will MacKenzie,49.0,49,100
2014,0,24925,Jonathan Byrd,48.94,46,94
2014,0,34265,Will Wilcox,48.89,22,45
2014,0,27141,J.B. Holmes,48.76,59,121
2014,0,27064,Jhonattan Vegas,48.57,34,70
2014,0,22378,Trevor Immelman,48.48,48,99
2014,0,28237,Rory McIlroy,48.44,31,64
2014,0,31557,Jim Herman,48.39,30,62
2014,0,12716,Charley Hoffman,48.24,41,85
2014,0,32448,James Hahn,48.15,52,108
2014,0,27095,Nick Watney,48.08,25,52
2014,0,34264,Hudson Swafford,48.0,36,75
2014,0,26951,Johnson Wagner,47.89,34,71
2014,0,31202,William McGirt,47.86,67,140
2014,0,24138,Ian Poulter,47.83,33,69
2014,0,24663,Y.E. Yang,47.57,49,103
2014,0,23638,Brendon de Jonge,47.41,64,135
2014,0,24846,Ricky Barnes,47.37,54,114
2014,0,34431,Robert Streb,47.31,44,93
2014,0,30692,Scott Stallings,46.91,38,81
2014,0,34563,Chesson Hadley,46.9,53,113
2014,0,22621,Ben Curtis,46.74,43,92
2014,0,29926,Danny Lee,46.67,42,90
2014,0,24361,Pat Perez,46.67,35,75
2014,0,29479,Scott Brown,46.3,50,108
2014,0,34098,Russell Henley,46.15,42,91
2014,0,31323,Gary Woodland,46.08,47,102
2014,0,20848,Ángel Cabrera,45.57,36,79
2014,0,27770,Camilo Villegas,45.26,43,95
2014,0,32334,Charlie Beljan,45.0,36,80
2014,0,1706,Davis Love III,44.87,35,78
2014,0,27936,Martin Laird,44.78,30,67
2014,0,28475,Jeff Overton,44.74,34,76
2014,0,25834,Daniel Summerhays,44.55,49,110
2014,0,21528,Henrik Stenson,44.23,23,52
2014,0,30110,Kyle Stanley,44.09,41,93
2014,0,2206,David Toms,43.28,29,67
2014,0,25444,Justin Hicks,43.27,45,104
2014,0,29478,Kevin Kisner,42.86,39,91
2014,0,27214,Kevin Streelman,42.86,36,84
2014,0,20396,Lee Westwood,42.62,26,61
2014,0,31193,Jim Renner,41.56,32,77
2014,0,35732,Wes Roach,41.38,24,58
2014,0,29425,Andrew Svoboda,40.35,23,57
2014,0,30750,Tommy Gainey,40.0,36,90
2014,0,35541,John Peterson,39.71,27,68
2014,0,26300,Matt Jones,39.36,37,94
2014,0,26679,Kevin Stadler,39.33,35,89
2014,0,25900,Lucas Glover,39.29,22,56
2014,0,37273,Derek Ernst,38.89,28,72
2014,0,32333,Kevin Tway,37.5,24,64
2014,0,7867,Woody Austin,36.23,25,69
2014,0,27933,John Merrick,35.29,30,85
2014,0,26329,Louis Oosthuizen,35.29,12,34
2014,0,23353,J.J. Henry,34.38,22,64
2013,0,23108,Matt Kuchar,72.09,62,86
2013,0,22405,Justin Rose,72.0,36,50
2013,0,25274,Steven Bowditch,70.51,55,78
2013,0,24357,K.J. Choi,69.77,60,86
2013,0,20098,Stuart Appleby,67.35,66,98
2013,0,27649,Brandt Snedeker,67.11,51,76
2013,0,28310,Lee Williams,67.09,53,79
2013,0,32366,Kevin Chappell,66.27,55,83
2013,0,33418,Shawn Stefani,65.43,53,81
2013,0,26497,Casey Wittenberg,65.38,51,78
2013,0,28089,Jason Day,64.38,47,73
2013,0,22792,Peter Hanson,64.29,18,28
2013,0,23541,Ben Crane,63.86,53,83
2013,0,32150,Michael Thompson,62.86,44,70
2013,0,20766,Padraig Harrington,62.5,25,40
2013,0,33419,Cameron Tringale,62.03,49,79
2013,0,2206,David Toms,61.76,21,34
2013,0,19970,Robert Karlsson,61.67,37,60
2013,0,21099,David Lynn,61.67,37,60
2013,0,29221,Webb Simpson,61.64,45,73
2013,0,21731,Freddie Jacobson,61.54,40,65
2013,0,19846,Brian Gay,61.39,62,101
2013,0,8725,Tom Gillis,61.05,58,95
2013,0,1320,Bob Estes,60.92,53,87
2013,0,8793,Tiger Woods,60.78,31,51
2013,0,22295,Darron Stiles,60.66,37,61
2013,0,34360,Patrick Reed,60.58,63,104
2013,0,24781,Hunter Mahan,60.53,46,76
2013,0,25562,Andres Romero,60.22,56,93
2013,0,27129,Luke List,59.74,46,77
2013,0,22056,Cameron Percy,59.74,46,77
2013,0,20443,Jin Park,59.68,37,62
2013,0,10809,Jim Furyk,59.3,51,86
2013,0,23983,Luke Donald,58.93,33,56
2013,0,34174,John Huh,58.89,53,90
2013,0,20593,Greg Chalmers,58.76,57,97
2013,0,34046,Jordan Spieth,58.67,44,75
2013,0,21753,Brian Davis,58.65,78,133
2013,0,24494,Erik Compton,58.42,59,101
2013,0,20229,Stewart Cink,58.33,42,72
2013,0,33141,Keegan Bradley,58.23,46,79
2013,0,25686,Jason Dufner,57.89,33,57
2013,0,27770,Camilo Villegas,57.75,41,71
2013,0,23135,Tim Clark,57.58,38,66
2013,0,26300,Matt Jones,57.45,54,94
2013,0,10423,Mike Weir,57.3,51,89
2013,0,22806,Doug LaBelle II,57.28,59,103
2013,0,32102,Rickie Fowler,57.14,36,63
2013,0,28307,Matt Every,57.0,57,100
2013,0,29740,Brad Fritsch,56.84,54,95
2013,0,24138,Ian Poulter,56.82,25,44
2013,0,27895,Jonas Blixt,56.7,55,97
2013,0,6527,Steve Stricker,56.67,17,30
2013,0,26331,Charl Schwartzel,56.63,47,83
2013,0,31202,William McGirt,56.57,56,99
2013,0,20160,Charlie Wi,56.41,66,117
2013,0,6567,Vijay Singh,56.34,40,71
2013,0,24507,Jason Bohn,56.32,49,87
2013,0,28500,Martin Flores,56.25,54,96
2013,0,8075,Jerry Kelly,56.18,50,89
2013,0,22913,John Rollins,56.18,50,89
2013,0,25336,Alistair Presnell,56.16,41,73
2013,0,28780,Nicholas Thompson,56.0,56,100
2013,0,21528,Henrik Stenson,55.77,29,52
2013,0,10213,Dicky Pride,55.43,51,92
2013,0,22371,Aaron Baddeley,55.32,52,94
2013,0,23497,Tag Ridings,55.26,42,76
2013,0,33461,Morgan Hoffmann,54.93,39,71
2013,0,1810,Phil Mickelson,54.67,41,75
2013,0,29518,Brendan Steele,54.64,53,97
2013,0,30711,Colt Knost,54.43,43,79
2013,0,27120,Troy Matteson,54.41,37,68
2013,0,34099,Harris English,54.35,50,92
2013,0,23638,Brendon de Jonge,54.31,63,116
2013,0,27963,Chris Stroud,54.21,58,107
2013,0,26679,Kevin Stadler,54.17,39,72
2013,0,34409,David Lingmerth,54.05,40,74
2013,0,25572,Graeme McDowell,54.05,20,37
2013,0,32200,Roberto Castro,53.92,55,102
2013,0,10885,Robert Allenby,53.85,42,78
2013,0,23409,James Driscoll,53.85,56,104
2013,0,21961,Charles Howell III,53.85,49,91
2013,0,24490,George McNeill,53.66,44,82
2013,0,34098,Russell Henley,53.33,48,90
2013,0,35139,Richard Lee,53.33,56,105
2013,0,30852,Ryo Ishikawa,53.09,43,81
2013,0,26951,Johnson Wagner,53.09,43,81
2013,0,10860,Justin Leonard,52.94,54,102
2013,0,23800,Bryce Molder,52.89,64,121
2013,0,20396,Lee Westwood,52.83,28,53
2013,0,27936,Martin Laird,52.78,38,72
2013,0,24924,Bill Haas,52.7,39,74
2013,0,33869,Eric Meierdierks,52.63,30,57
2013,0,25240,D.A. Points,52.58,51,97
2013,0,30163,Henrik Norlander,52.38,44,84
2013,0,31560,Brian Stuard,52.38,44,84
2013,0,30926,Chris Kirk,52.22,47,90
2013,0,20691,Greg Owen,52.22,47,90
2013,0,25632,Jimmy Walker,52.17,48,92
2013,0,26476,Chez Reavie,51.96,53,102
2013,0,28679,Fabián Gómez,51.76,44,85
2013,0,12782,Tim Herron,51.56,33,64
2013,0,22378,Trevor Immelman,51.43,36,70
2013,0,6573,Brandt Jobe,51.32,39,76
2013,0,27436,Graham DeLaet,51.22,42,82
2013,0,12716,Charley Hoffman,51.09,47,92
2013,0,28259,Sangmoon Bae,51.04,49,96
2013,0,28237,Rory McIlroy,51.02,25,49
2013,0,23325,Vaughn Taylor,50.94,27,53
2013,0,26851,Marc Leishman,50.77,33,65
2013,0,1724,Jeff Maggert,50.77,33,65
2013,0,32698,Bobby Gates,50.75,34,67
2013,0,21878,Mark Wilson,50.75,34,67
2013,0,6004,Stephen Ames,50.72,35,69
2013,0,26289,Boo Weekley,50.55,46,91
2013,0,30750,Tommy Gainey,50.48,53,105
2013,0,25834,Daniel Summerhays,50.46,55,109
2013,0,29420,Billy Horschel,50.42,60,119
2013,0,24227,Justin Bolli,50.0,40,80
2013,0,20572,Rod Pampling,50.0,23,46
2013,0,24502,Adam Scott,50.0,22,44
2013,0,27330,Josh Teater,50.0,39,78
2013,0,30944,Jason Kokrak,49.45,45,91
2013,0,30692,Scott Stallings,49.41,42,85
2013,0,27095,Nick Watney,49.37,39,79
2013,0,28135,Aaron Watkins,49.15,29,59
2013,0,25900,Lucas Glover,49.06,26,53
2013,0,28092,D.H. Lee,48.78,40,82
2013,0,26596,Ryan Moore,48.57,34,70
2013,0,27214,Kevin Streelman,48.42,46,95
2013,0,22621,Ben Curtis,48.28,28,58
2013,0,6522,Ernie Els,48.28,28,58
2013,0,24024,Zach Johnson,48.28,28,58
2013,0,35539,Luke Guthrie,47.83,44,92
2013,0,24399,Scott Gardiner,47.78,43,90
2013,0,27644,Brian Harman,47.66,51,107
2013,0,12510,Chad Campbell,47.5,38,80
2013,0,34021,Bud Cauley,47.37,36,76
2013,0,21209,Sergio Garcia,47.37,27,57
2013,0,24846,Ricky Barnes,47.22,34,72
2013,0,22046,Geoff Ogilvy,47.14,33,70
2013,0,24140,Sean O'Hair,47.06,32,68
2013,0,27503,Steve LeBrun,46.97,31,66
2013,0,27933,John Merrick,46.34,38,82
2013,0,30925,Dustin Johnson,46.15,24,52
2013,0,25804,Bubba Watson,46.15,24,52
2013,0,34261,Scott Langley,46.05,35,76
2013,0,24361,Pat Perez,45.98,40,87
2013,0,25345,Carl Pettersson,45.88,39,85
2013,0,34431,Robert Streb,45.88,39,85
2013,0,23621,Rory Sabbatini,45.83,33,72
2013,0,23320,Ryan Palmer,45.78,38,83
2013,0,32448,James Hahn,45.68,37,81
2013,0,27408,Martin Kaymer,45.65,21,46
2013,0,22961,David Mathis,45.36,44,97
2013,0,28475,Jeff Overton,44.21,42,95
2013,0,20104,Ken Duke,44.04,48,109
2013,0,24358,Robert Garrigus,44.0,22,50
2013,0,36884,Ben Kohles,43.9,36,82
2013,0,27556,Ted Potter Jr.,43.84,32,73
2013,0,25818,Scott Piercy,43.68,38,87
2013,0,31323,Gary Woodland,43.56,44,101
2013,0,26758,David Hearn,43.33,39,90
2013,0,32334,Charlie Beljan,43.06,31,72
2013,0,29289,S.Y. Noh,42.25,30,71
2013,0,31557,Jim Herman,42.22,19,45
2013,0,24663,Y.E. Yang,42.19,27,64
2013,0,23353,J.J. Henry,41.18,35,85
2013,0,20645,John Senden,39.74,31,78
2013,0,37273,Derek Ernst,39.73,29,73
2013,0,25444,Justin Hicks,37.8,31,82
2013,0,1116,Michael Bradley,37.7,23,61
2013,0,30110,Kyle Stanley,37.68,26,69
2013,0,29479,Scott Brown,36.76,25,68
2013,0,23452,Nicolas Colsaerts,36.0,18,50
2013,0,23623,Bo Van Pelt,35.8,29,81
2013,0,20848,Ángel Cabrera,33.33,20,60
2013,0,23788,D.J. Trahan,32.56,14,43
2013,0,28455,Will Claxton,32.5,26,80
2013,0,29425,Andrew Svoboda,23.81,10,42
2012,0,10809,Jim Furyk,70.59,60,85
2012,0,27895,Jonas Blixt,67.68,67,99
2012,0,22405,Justin Rose,67.16,45,67
2012,0,21209,Sergio Garcia,66.04,35,53
2012,0,19846,Brian Gay,65.81,77,117
2012,0,22371,Aaron Baddeley,65.52,57,87
2012,0,20593,Greg Chalmers,64.0,80,125
2012,0,25396,Kevin Na,62.69,42,67
2012,0,1810,Phil Mickelson,62.24,61,98
2012,0,1797,Rocco Mediate,61.64,45,73
2012,0,22046,Geoff Ogilvy,61.45,51,83
2012,0,24925,Jonathan Byrd,61.43,43,70
