YEAR,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
2024,0,54628,Lee Hodges,63,The RSM Classic,2
2024,0,51696,Rico Hoey,63,The American Ex,1
2024,0,52686,Rasmus Hojgaard,63,Genesis Scottis,2
2024,0,46717,Viktor Hovland,63,FedEx St. Jude/,2
2024,0,36799,Stephan Jaeger,63,Black Desert/Bl,2
2024,0,48632,Yuto Katsuragawa,63,ZOZO CHAMPIONSH,3
2024,0,34587,Chan Kim,63,ISCO Championsh,4
2024,0,47420,Jake Knapp,63,Mexico Open/Vid,3
2024,0,54813,Philip Knowles,63,Black Desert/Bl,2
2024,0,36884,Ben Kohles,63,Puerto Rico/Gra,3
2024,0,23108,Matt Kuchar,63,3M Open/TPC Twi,3
2024,0,28775,Nate Lashley,63,ZOZO CHAMPIONSH,3
2024,0,40162,Justin Lower,63,World Wide Tech,3
2024,0,33199,Matteo Manassero,63,Genesis Scottis,2
2024,0,47993,Denny McCarthy,63,FedEx St. Jude/,2
2024,0,49947,Taylor Moore,63,ZOZO CHAMPIONSH,1
2024,0,50525,Collin Morikawa,63,TOUR Championsh,2
2024,0,34213,Grayson Murray,63,Sony Open/Waial,2
2024,0,24140,Sean O'Hair,63,RBC Canadian/Ha,1
2024,0,29908,C.T. Pan,63,John Deere/TPC ,2
2024,0,57900,Chandler Phillips,63,The American Ex,3
2024,0,46414,Aaron Rai,63,Genesis Scottis,4
2024,0,36699,Patrick Rodgers,63,Wyndham/Sedgefi,2
2024,0,46046,Scottie Scheffler,63,Charles Schwab/,3
2024,0,24502,Adam Scott,63,BMW Championshi,2
2024,0,46441,Robby Shelton,63,The American Ex,3
2024,0,51890,Greyson Sigg,63,The American Ex,3
2024,0,39327,Ben Silverman,63,Mexico Open/Vid,3
2024,0,46340,Alex Smalley,63,Sanderson Farms,4
2024,0,34046,Jordan Spieth,63,John Deere/TPC ,3
2024,0,55893,Sam Stevens,63,Sony Open/Waial,3
2024,0,27214,Kevin Streelman,63,Black Desert/Bl,3
2024,0,51634,Sahith Theegala,63,Sentry/Plantati,4
2024,0,57364,Michael Thorbjornsen,63,Sanderson Farms,1
2024,0,40006,Erik van Rooyen,63,Cognizant Class,4
2024,0,27064,Jhonattan Vegas,63,3M Open/TPC Twi,3
2024,0,48887,Matt Wallace,63,THE CJ CUP/TPC ,1
2024,0,51894,Vince Whaley,63,The RSM Classic,3
2024,0,45242,Kevin Yu,63,John Deere/TPC ,2
2024,0,55454,Carl Yuan,63,Sony Open/Waial,4
2024,0,33948,Byeong Hun An,64,Sony Open/Waial,4
2024,0,37212,Paul Barjon,64,The American Ex,2
2024,0,34310,Alexander Björk,64,The American Ex,1
2024,0,34255,Joseph Bramlett,64,The RSM Classic,3
2024,0,55708,Hayden Buckley,64,John Deere/TPC ,1
2024,0,29268,Bronson Burgoon,64,The American Ex,3
2024,0,35450,Patrick Cantlay,64,Travelers/TPC R,3
2024,0,34021,Bud Cauley,64,Shriners Childr,1
2024,0,39997,Corey Conners,64,Procore/Silvera,2
2024,0,46435,Austin Cook,64,THE CJ CUP/TPC ,4
2024,0,39436,Joshua Creel,64,John Deere/TPC ,2
2024,0,34076,Joel Dahmen,64,The RSM Classic,4
2024,0,47959,Bryson DeChambeau,64,PGA Championshi,4
2024,0,51680,Alistair Docherty,64,Myrtle Beach/Du,4
2024,0,47663,Kevin Dougherty,64,Mexico Open/Vid,2
2024,0,50497,Adrien Dumont de Chassart,64,The RSM Classic,1
2024,0,34099,Harris English,64,Black Desert/Bl,2
2024,0,30911,Tommy Fleetwood,64,RBC Canadian/Ha,3
2024,0,32102,Rickie Fowler,64,ZOZO CHAMPIONSH,4
2024,0,29936,Ryan Fox,64,RBC Canadian/Ha,2
2024,0,56149,Wilson Furr,64,Procore/Silvera,3
2024,0,52375,Doug Ghim,64,Shriners Childr,3
2024,0,59095,Chris Gotterup,64,Myrtle Beach/Du,2
2024,0,34563,Chesson Hadley,64,THE CJ CUP/TPC ,1
2024,0,33399,Adam Hadwin,64,Travelers/TPC R,3
2024,0,60767,Blaine Hale Jr.,64,The American Ex,3
2024,0,54421,Garrick Higgo,64,World Wide Tech,4
2024,0,51287,Ryo Hisatsune,64,Wyndham/Sedgefi,3
2024,0,12716,Charley Hoffman,64,Wyndham/Sedgefi,1
2024,0,36801,Mark Hubbard,64,Shriners Childr,1
2024,0,35506,Mackenzie Hughes,64,Sanderson Farms,4
2024,0,27974,Sung Kang,64,THE CJ CUP/TPC ,3
2024,0,30957,Max Kieffer,64,Genesis Scottis,3
2024,0,50188,S.H. Kim,64,THE CJ CUP/TPC ,4
2024,0,30926,Chris Kirk,64,FedEx St. Jude/,1
2024,0,35879,Kelly Kraft,64,THE CJ CUP/TPC ,1
2024,0,37250,Romain Langasque,64,Genesis Scottis,4
2024,0,32791,K.H. Lee,64,The American Ex,2
2024,0,35296,Haotong Li,64,Genesis Scottis,1
2024,0,46837,Yuxin Lin,64,The American Ex,2
2024,0,33413,Ben Martin,64,The American Ex,2
2024,0,46113,Ryan McCormick,64,Myrtle Beach/Du,4
2024,0,51950,Max McGreevy,64,Black Desert/Bl,3
2024,0,28237,Rory McIlroy,64,RBC Canadian/Ha,4
2024,0,55789,Taylor Montgomery,64,Sony Open/Waial,1
2024,0,36871,Matt NeSmith,64,3M Open/TPC Twi,2
2024,0,39262,Alvaro Ortiz,64,Mexico Open/Vid,2
2024,0,47806,Raul Pereda,64,Rocket Mortgage,2
2024,0,47679,Victor Perez,64,RBC Canadian/Ha,4
2024,0,34256,Andrew Putnam,64,Shriners Childr,4
2024,0,47983,Chad Ramey,64,Black Desert/Bl,3
2024,0,47995,Davis Riley,64,Charles Schwab/,2
2024,0,46646,Antoine Rozner,64,Genesis Scottis,2
2024,0,47347,Adam Schenk,64,Travelers/TPC R,4
2024,0,47888,Taiga Semikawa,64,THE CJ CUP/TPC ,4
2024,0,29221,Webb Simpson,64,Travelers/TPC R,2
2024,0,46464,Jordan Smith,64,PGA Championshi,4
2024,0,27649,Brandt Snedeker,64,THE CJ CUP/TPC ,4
2024,0,40181,Clément Sordet,64,ISCO Championsh,2
2024,0,39324,J.J. Spaun,64,ZOZO CHAMPIONSH,4
2024,0,30692,Scott Stallings,64,The American Ex,1
2024,0,54218,Yuta Sugiura,64,ZOZO CHAMPIONSH,4
2024,0,48119,Ben Taylor,64,Wyndham/Sedgefi,1
2024,0,30927,Brendon Todd,64,Wyndham/Sedgefi,1
2024,0,38991,Alejandro Tosti,64,Sony Open/Waial,4
2024,0,35617,Martin Trainer,64,Wyndham/Sedgefi,2
2024,0,32333,Kevin Tway,64,THE CJ CUP/TPC ,3
2024,0,57864,Jackson Van Paris,64,Puerto Rico/Gra,4
2024,0,31323,Gary Woodland,64,Sanderson Farms,1
2024,0,52374,Brandon Wu,64,Corales Puntaca,2
2024,0,47483,Will Zalatoris,64,Travelers/TPC R,1
2024,0,33408,Tyson Alexander,65,Butterfield Ber,2
2024,0,51661,Nick Bachem,65,Genesis Scottis,4
2024,0,22371,Aaron Baddeley,65,The American Ex,3
2024,0,33404,Chris Baker,65,Butterfield Ber,2
2024,0,34374,Erik Barnes,65,The American Ex,2
2024,0,48001,Zach Bauchou,65,World Wide Tech,2
2024,0,57259,Daniel Brown,65,The Open/Royal ,1
2024,0,33974,Dean Burmester,65,PGA Championshi,2
2024,0,24925,Jonathan Byrd,65,ISCO Championsh,2
2024,0,32367,Jorge Campillo,65,THE CJ CUP/TPC ,2
2024,0,20229,Stewart Cink,65,Sony Open/Waial,2
2024,0,59442,Parker Coody,65,John Deere/TPC ,1
2024,0,48936,Ugo Coussaud,65,Genesis Scottis,1
2024,0,59077,Spencer Cross,65,ISCO Championsh,2
2024,0,39067,MJ Daffue,65,Mexico Open/Vid,1
2024,0,39859,Cristobal Del Solar,65,Mexico Open/Vid,1
2024,0,37338,Zecheng Dou,65,Myrtle Beach/Du,1
2024,0,45609,Tyler Duncan,65,The American Ex,3
2024,0,57123,Steven Fisk,65,The RSM Classic,2
2024,0,55721,Alex Fitzpatrick,65,Genesis Scottis,1
2024,0,29970,Dylan Frittelli,65,John Deere/TPC ,2
2024,0,29535,Brice Garnett,65,John Deere/TPC ,4
2024,0,57593,Ian Gilligan,65,Shriners Childr,4
2024,0,56762,Will Gordon,65,Butterfield Ber,3
2024,0,39954,Cody Gribble,65,ISCO Championsh,2
2024,0,35310,Lanto Griffin,65,Shriners Childr,4
2024,0,24924,Bill Haas,65,Sanderson Farms,1
2024,0,47988,Nick Hardy,65,Black Desert/Bl,4
2024,0,64594,Angel Hidalgo Portillo,65,ISCO Championsh,1
2024,0,52453,Nicolai Højgaard,65,Rocket Mortgage,2
2024,0,39977,Max Homa,65,Genesis/The Riv,2
2024,0,39393,Brad Hopfinger,65,THE CJ CUP/TPC ,1
2024,0,55955,Matthew Jordan,65,Genesis Scottis,2
2024,0,46879,Naoyuki Kataoka,65,ZOZO CHAMPIONSH,3
2024,0,46404,Marcus Kinhult,65,ISCO Championsh,2
2024,0,32757,Patton Kizzire,65,Sanderson Farms,1
2024,0,30959,Alexander Knappe,65,ISCO Championsh,1
2024,0,27936,Martin Laird,65,Sanderson Farms,2
2024,0,34607,Francesco Laporta,65,ISCO Championsh,1
2024,0,45523,Thriston Lawrence,65,The Open/Royal ,3
2024,0,37378,Min Woo Lee,65,ZOZO CHAMPIONSH,4
2024,0,37278,Nicholas Lindheim,65,The American Ex,3
2024,0,36326,David Lipsky,65,Shriners Childr,1
2024,0,27129,Luke List,65,Genesis/The Riv,1
2024,0,58944,Blake McShea,65,The RSM Classic,4
2024,0,59143,Mac Meissner,65,Wyndham/Sedgefi,1
2024,0,26596,Ryan Moore,65,Butterfield Ber,2
2024,0,32344,Lukas Nemecz,65,ISCO Championsh,2
2024,0,29289,S.Y. Noh,65,ISCO Championsh,4
2024,0,35706,Niklas Norgaard,65,Genesis Scottis,4
2024,0,23320,Ryan Palmer,65,RBC Canadian/Ha,1
2024,0,48051,Yannik Paul,65,Genesis Scottis,1
2024,0,30756,Andrea Pavan,65,ISCO Championsh,1
2024,0,25818,Scott Piercy,65,Shriners Childr,1
2024,0,39335,Kevin Roy,65,Valspar/Innisbr,1
2024,0,39113,Shubhankar Sharma,65,Genesis Scottis,4
2024,0,63807,Neal Shipley,65,ISCO Championsh,2
2024,0,33486,Roger Sloan,65,Wyndham/Sedgefi,3
2024,0,51600,Jimmy Stanger,65,Puerto Rico/Gra,2
2024,0,34431,Robert Streb,65,3M Open/TPC Twi,2
2024,0,50493,Justin Suh,65,Wyndham/Sedgefi,1
2024,0,35314,Andy Sullivan,65,ISCO Championsh,1
2024,0,57586,Jesper Svensson,65,Genesis Scottis,4
2024,0,27330,Josh Teater,65,Wyndham/Sedgefi,2
2024,0,48640,Johannes Veerman,65,ISCO Championsh,2
2024,0,27770,Camilo Villegas,65,The American Ex,3
2024,0,47128,Richy Werenski,65,Butterfield Ber,3
2024,0,52411,Kyle Westmoreland,65,John Deere/TPC ,1
2024,0,48319,Tom Whitney,65,Butterfield Ber,3
2024,0,55940,Andrew Wilson,65,ISCO Championsh,1
2024,0,54783,Dylan Wu,65,World Wide Tech,2
2024,0,54328,Norman Xiong,65,Shriners Childr,2
2024,0,35490,Wil Bateman,66,RBC Canadian/Ha,2
2024,0,28420,Ryan Brehm,66,Wyndham/Sedgefi,1
2024,0,66417,Blades Brown,66,Myrtle Beach/Du,3
2024,0,66630,Beck Burnette,66,Sanderson Farms,2
2024,0,55074,Sebastian Friedrichsen,66,ISCO Championsh,2
2024,0,51734,Nicolo Galletti,66,Shriners Childr,4
2024,0,59018,Ryan Gerard,66,World Wide Tech,2
2024,0,51989,Jordan Gumberg,66,Genesis Scottis,2
2024,0,24980,Scott Gutschewski,66,John Deere/TPC ,3
2024,0,32448,James Hahn,66,John Deere/TPC ,3
2024,0,20766,Padraig Harrington,66,Mexico Open/Vid,2
2024,0,49813,Daniel Hillier,66,Genesis Scottis,3
2024,0,49120,Kensei Hirata,66,ZOZO CHAMPIONSH,2
2024,0,32775,Shugo Imahira,66,ZOZO CHAMPIONSH,1
2024,0,57688,Casey Jarvis,66,ISCO Championsh,2
2024,0,30925,Dustin Johnson,66,PGA Championshi,4
2024,0,47917,Takumi Kanaya,66,ZOZO CHAMPIONSH,1
2024,0,34500,Ryosuke Kinoshita,66,ZOZO CHAMPIONSH,1
2024,0,29478,Kevin Kisner,66,Butterfield Ber,2
2024,0,36852,Jim Knous,66,WM Phoenix Open,2
2024,0,36689,Brooks Koepka,66,PGA Championshi,4
2024,0,37446,Jacques Kruyswijk,66,ISCO Championsh,1
2024,0,58696,Peter Kuest,66,Corales Puntaca,4
2024,0,54422,Christo Lamprecht,66,Butterfield Ber,3
2024,0,34466,Peter Malnati,66,Valspar/Innisbr,1
2024,0,29675,Dan McCarthy,66,Shriners Childr,2
2024,0,31202,William McGirt,66,Butterfield Ber,2
2024,0,25198,Francesco Molinari,66,Butterfield Ber,2
2024,0,46601,Trey Mullinax,66,Sanderson Farms,2
2024,0,36824,Paul Peterson,66,The RSM Classic,2
2024,0,48052,Max Rottluff,66,ISCO Championsh,4
2024,0,34371,Adrien Saddier,66,ISCO Championsh,3
2024,0,66583,Taisei Shimizu,66,ZOZO CHAMPIONSH,1
2024,0,50095,Austin Smotherman,66,ISCO Championsh,3
2024,0,50584,Connor Syme,66,Genesis Scottis,2
2024,0,48699,Callum Tarren,66,World Wide Tech,2
2024,0,59827,Tom Vaillant,66,ISCO Championsh,2
2024,0,27095,Nick Watney,66,Butterfield Ber,2
2024,0,32139,Danny Willett,66,Shriners Childr,2
2024,0,56100,Ren Yonezawa,66,ZOZO CHAMPIONSH,2
2024,0,29939,Fabrizio Zanotti,66,ISCO Championsh,1
2024,0,24461,Thomas Aiken,67,ISCO Championsh,1
2024,0,49303,Anders Albertson,67,John Deere/TPC ,1
2024,0,30978,Kiradech Aphibarnrat,67,Genesis Scottis,2
2024,0,58989,Brandon Berry,67,Corales Puntaca,2
2024,0,22764,Michael Block,67,The American Ex,3
2024,0,65410,John Marshall Butler,67,ISCO Championsh,2
2024,0,58716,Ethan Cairns,67,Butterfield Ber,2
2024,0,33459,Jens Dantorp,67,Genesis Scottis,1
2024,0,61520,Santiago de la Fuente,67,Mexico Open/Vid,1
2024,0,25686,Jason Dufner,67,The American Ex,3
2024,0,39201,Nacho Elvira,67,Genesis Scottis,2
2024,0,65423,Egor Eroshenko,67,Butterfield Ber,2
2024,0,37066,Grant Forrest,67,Genesis Scottis,3
2024,0,47960,Simon Forsström,67,Genesis Scottis,2
2024,0,64576,Nick Gabrelcik,67,Valspar/Innisbr,2
2024,0,20376,Stephen Gallacher,67,ISCO Championsh,2
2024,0,32662,Michael Gligic,67,Puerto Rico/Gra,2
2024,0,46594,Ricardo Gouveia,67,ISCO Championsh,2
2024,0,35901,Paul Haley II,67,Puerto Rico/Gra,3
2024,0,60065,Ryan Hall,67,Sanderson Farms,4
2024,0,37428,Evan Harmeling,67,Puerto Rico/Gra,4
2024,0,26758,David Hearn,67,RBC Canadian/Ha,1
2024,0,39058,Lucas Herbert,67,PGA Championshi,2
2024,0,33597,Harry Higgs,67,World Wide Tech,4
2024,0,47056,Rikuya Hoshino,67,Genesis Scottis,1
2024,0,63454,Johnny Keefer,67,Procore/Silvera,2
2024,0,60895,Kris Kim,67,THE CJ CUP/TPC ,2
2024,0,33122,Russell Knox,67,ISCO Championsh,1
2024,0,32816,Satoshi Kodaira,67,ZOZO CHAMPIONSH,4
2024,0,32627,Espen Kofstad,67,ISCO Championsh,1
2024,0,47443,Junghwan Lee,67,Genesis Scottis,1
2024,0,35449,Adam Long,67,Corales Puntaca,1
2024,0,46368,Stuart Macdonald,67,Mexico Open/Vid,3
2024,0,47102,David Micheluzzi,67,ISCO Championsh,2
2024,0,58188,James Nicholas,67,ISCO Championsh,2
2024,0,45486,Joaquin Niemann,67,PGA Championshi,4
2024,0,51070,Vincent Norrman,67,Cognizant Class,3
2024,0,64431,David Nyfjall,67,THE CJ CUP/TPC ,2
2024,0,45165,Graeme Robertson,67,Butterfield Ber,2
2024,0,46035,Callum Shinkwin,67,Genesis Scottis,2
2024,0,46405,Sebastian Soderberg,67,PGA Championshi,2
2024,0,54364,Stephen Stallings Jr.,67,ISCO Championsh,2
2024,0,30110,Kyle Stanley,67,Puerto Rico/Gra,2
2024,0,33870,Ashun Wu,67,Genesis Scottis,1
2024,0,45194,Marcus Armitage,68,Genesis Scottis,1
2024,0,64052,Angel Ayora,68,Puerto Rico/Gra,1
2024,0,28259,Sangmoon Bae,68,Procore/Silvera,3
2024,0,32622,Matthew Baldwin,68,Genesis Scottis,2
2024,0,59652,Sam Bennett,68,Houston Open/Me,4
2024,0,55930,Fred Biondi,68,Puerto Rico/Gra,2
2024,0,24671,David Bradshaw,68,ISCO Championsh,2
2024,0,65880,Gunnar Broin,68,U.S. Open/Pineh,2
2024,0,66742,Jackson Buchanan,68,John Deere/TPC ,2
2024,0,58816,Marcus Byrd,68,Farmers/Torrey ,1
2024,0,26499,Rafa Cabrera Bello,68,ISCO Championsh,2
2024,0,47847,Ivan Cantero Gutierrez,68,ISCO Championsh,2
2024,0,35557,Aaron Cockerill,68,Genesis Scottis,2
2024,0,59570,Tyler Collet,68,Puerto Rico/Gra,3
2024,0,24494,Erik Compton,68,Corales Puntaca,2
2024,0,23541,Ben Crane,68,Butterfield Ber,2
2024,0,56555,Myles Creighton,68,RBC Canadian/Ha,2
2024,0,58605,Quade Cummins,68,THE CJ CUP/TPC ,2
2024,0,23983,Luke Donald,68,Genesis Scottis,1
2024,0,50223,Ewen Ferguson,68,Genesis Scottis,2
2024,0,30750,Tommy Gainey,68,The RSM Classic,1
2024,0,59567,Emilio Gonzalez,68,Houston Open/Me,2
2024,0,28340,Julien Guerrier,68,Genesis Scottis,2
2024,0,52462,Chase Hanna,68,ISCO Championsh,2
2024,0,31557,Jim Herman,68,Wyndham/Sedgefi,2
2024,0,27141,J.B. Holmes,68,Procore/Silvera,1
2024,0,30852,Ryo Ishikawa,68,ZOZO CHAMPIONSH,2
2024,0,57869,Ben James,68,Rocket Mortgage,3
2024,0,34242,Andrew Johnston,68,ISCO Championsh,1
2024,0,65465,Connor Jones,68,Butterfield Ber,2
2024,0,27408,Martin Kaymer,68,PGA Championshi,3
2024,0,60328,Cam Kellett,68,RBC Canadian/Ha,1
2024,0,33410,Andrew Landry,68,John Deere/TPC ,2
2024,0,34364,David Law,68,Genesis Scottis,2
2024,0,28300,Joost Luiten,68,Genesis Scottis,1
2024,0,40042,Tyler McCumber,68,The American Ex,2
2024,0,39834,Guido Migliozzi,68,Genesis Scottis,1
2024,0,23814,Edoardo Molinari,68,ISCO Championsh,2
2024,0,28593,Jesse Mueller,68,WM Phoenix Open,2
2024,0,49228,Keita Nakajima,68,Genesis Scottis,2
2024,0,59160,John Pak,68,The American Ex,2
2024,0,61193,David Puig,68,U.S. Open/Pineh,2
2024,0,46970,Jon Rahm,68,The Open/Royal ,4
2024,0,29531,Richie Ramsay,68,Genesis Scottis,1
2024,0,49036,Lorenzo Scalise,68,ISCO Championsh,1
2024,0,57737,Jayden Schaper,68,ISCO Championsh,1
2024,0,31569,Jason Scrivener,68,Genesis Scottis,1
2024,0,63181,Braden Shattuck,68,PGA Championshi,3
2024,0,23481,Marcel Siem,68,Genesis Scottis,2
2024,0,35891,Cameron Smith,68,PGA Championshi,1
2024,0,33023,Ockie Strydom,68,Genesis Scottis,2
2024,0,31560,Brian Stuard,68,Puerto Rico/Gra,1
2024,0,10423,Mike Weir,68,Black Desert/Bl,1
2024,0,50474,Tim Widing,68,U.S. Open/Pineh,2
2024,0,27506,Oliver Wilson,68,Genesis Scottis,1
2024,0,67118,Kihei Akina,69,Black Desert/Bl,2
2024,0,19803,Ryan Armour,69,Sanderson Farms,2
2024,0,52096,Adri Arnaus,69,Genesis Scottis,2
2024,0,47125,Matt Atkins,69,Myrtle Beach/Du,2
2024,0,34362,Laurie Canter,69,Genesis Scottis,1
2024,0,45734,John Catlin,69,The Open/Royal ,3
2024,0,52444,Filippo Celli,69,ISCO Championsh,1
2024,0,39524,Sean Crocker,69,The Open/Royal ,3
2024,0,31681,Louis de Jager,69,Genesis Scottis,1
2024,0,37094,Joseph Dean,69,The Open/Royal ,1
2024,0,59608,Morgan Deneen,69,Myrtle Beach/Du,2
2024,0,51690,Taylor Dickson,69,Myrtle Beach/Du,1
2024,0,56643,Manuel Elvira,69,ISCO Championsh,1
2024,0,21209,Sergio Garcia,69,U.S. Open/Pineh,1
2024,0,61220,Alex Goff,69,ISCO Championsh,1
2024,0,46402,Talor Gooch,69,PGA Championshi,4
2024,0,61534,Jeffrey Guan,69,Procore/Silvera,1
2024,0,46724,Jeong Woo Ham,69,Genesis Scottis,2
2024,0,55707,Calum Hill,69,Genesis Scottis,2
2024,0,27747,Hiroshi Iwata,69,ZOZO CHAMPIONSH,4
2024,0,31138,Scott Jamieson,69,Genesis Scottis,1
2024,0,54869,Chase Johnson,69,John Deere/TPC ,1
2024,0,12195,Tom Johnson,69,Procore/Silvera,2
2024,0,59283,George Kneiser,69,Wyndham/Sedgefi,2
2024,0,56349,Chris Korte,69,Black Desert/Bl,1
2024,0,29670,Pablo Larrazabal,69,Genesis Scottis,2
2024,0,51441,KK Limbhasut,69,THE CJ CUP/TPC ,2
2024,0,34409,David Lingmerth,69,The American Ex,3
2024,0,55509,Hurly Long,69,Genesis Scottis,2
2024,0,58936,Thomas Longbella,69,Corales Puntaca,2
2024,0,65252,Kyle Martin,69,Rocket Mortgage,2
2024,0,54370,Erik Matthewson,69,Shriners Childr,2
2024,0,50823,Tom McKibbin,69,Genesis Scottis,2
2024,0,24490,George McNeill,69,Corales Puntaca,1
2024,0,33674,Adrian Meronk,69,PGA Championshi,2
2024,0,51635,Chris Nido,69,Puerto Rico/Gra,3
2024,0,28475,Jeff Overton,69,Puerto Rico/Gra,1
2024,0,32797,Sanghyun Park,69,Genesis Scottis,1
2024,0,47567,Ben Polland,69,PGA Championshi,2
2024,0,34360,Patrick Reed,69,PGA Championshi,4
2024,0,31242,Marcel Schneider,69,ISCO Championsh,2
2024,0,34610,Matthias Schwab,69,ISCO Championsh,2
2024,0,51454,Camiko Smith,69,Butterfield Ber,1
2024,0,27963,Chris Stroud,69,Puerto Rico/Gra,2
2024,0,60019,Jackson Suber,69,U.S. Open/Pineh,1
2024,0,25632,Jimmy Walker,69,Rocket Mortgage,2
2024,0,48705,Dalton Ward,69,Myrtle Beach/Du,2
2024,0,65580,Ben Warian,69,3M Open/TPC Twi,1
2024,0,46628,Jeremy Wells,69,PGA Championshi,1
2024,0,25349,Tim Wilkinson,69,Black Desert/Bl,2
2024,0,35709,Jeff Winther,69,Genesis Scottis,2
