YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
2021,166,0,29974,Branden Grace,2.562,294.386,114.917,225,199903129
2021,166,0,28252,Seamus Power,2.562,300.21,117.194,196,204703164
2021,168,0,27554,Scott Harrington,2.561,309.534,120.865,236,201503097
2021,169,0,33413,Ben Martin,2.56,295.96,115.608,149,197303100
2021,170,0,40026,Daniel Berger,2.559,296.228,115.78,260,199803158
2021,170,0,36689,Brooks Koepka,2.559,308.721,120.621,173,186103117
2021,172,0,56278,Matthew Wolff,2.557,316.361,123.709,148,176303051
2021,173,0,39546,Keith Mitchell,2.556,308.97,120.862,248,210503103
2021,174,0,36801,Mark Hubbard,2.552,283.926,111.267,391,162703097
2021,174,0,33419,Cameron Tringale,2.552,301.247,118.059,283,200103151
2021,176,0,27556,Ted Potter Jr.,2.549,289.686,113.635,240,131103090
2021,177,0,34256,Andrew Putnam,2.548,284.379,111.61,310,126203005
2021,178,0,32333,Kevin Tway,2.547,310.436,121.891,197,207503075
2021,179,0,34264,Hudson Swafford,2.546,304.77,119.688,247,193403195
2021,180,0,56762,Will Gordon,2.545,314.921,123.731,259,204903129
2021,180,0,31323,Gary Woodland,2.545,313.497,123.169,160,210903351
2021,182,0,34360,Patrick Reed,2.544,293.145,115.247,236,197303095
2021,182,0,27095,Nick Watney,2.544,302.631,118.962,172,172202940
2021,184,0,34431,Robert Streb,2.539,292.909,115.362,298,113303120
2021,184,0,32254,Xinjun Zhang,2.539,294.238,115.874,189,166103011
2021,186,0,27129,Luke List,2.535,314.008,123.873,310,183303000
2021,186,0,48822,Sebastián Muñoz,2.535,299.962,118.307,319,209803068
2021,186,0,26331,Charl Schwartzel,2.535,305.308,120.434,287,196303103
2021,189,0,27349,Alex Noren,2.532,297.505,117.52,281,203503079
2021,190,0,46550,Brandon Hagy,2.531,315.03,124.455,226,212203086
2021,191,0,35617,Martin Trainer,2.53,308.503,121.924,184,205503059
2021,192,0,52372,Cameron Champ,2.529,322.256,127.447,185,217103024
2021,193,0,32662,Michael Gligic,2.516,300.698,119.512,270,209403076
2021,194,0,47347,Adam Schenk,2.513,305.089,121.388,331,157803250
2021,195,0,47959,Bryson DeChambeau,2.484,328.488,132.253,162,194602963
2021,196,0,24361,Pat Perez,2.479,293.991,118.611,293,200603029
2020,1,1,37189,Harold Varner III,2.712,306.432,113.005,199,227003242
2020,2,-1,35891,Cameron Smith,2.705,303.789,112.305,181,211803415
2020,2,1,25493,Nick Taylor,2.705,298.074,110.178,169,220603218
2020,4,0,49960,Sepp Straka,2.701,306.672,113.521,204,195903153
2020,5,0,33410,Andrew Landry,2.699,293.559,108.782,221,223403180
2020,6,1,10809,Jim Furyk,2.694,283.54,105.245,127,224803215
2020,6,0,29221,Webb Simpson,2.694,299.323,111.118,182,227203367
2020,8,0,28775,Nate Lashley,2.691,294.72,109.533,133,228103075
2020,9,0,35450,Patrick Cantlay,2.69,311.467,115.787,140,228203255
2020,10,0,28679,Fabián Gómez,2.689,291.332,108.356,131,204303099
2020,10,0,33449,Zack Sucher,2.689,301.521,112.12,81,212803057
2020,12,0,32139,Danny Willett,2.687,303.196,112.836,101,219603267
2020,13,0,26476,Chez Reavie,2.682,289.255,107.834,203,207403297
2020,14,0,30925,Dustin Johnson,2.677,320.088,119.564,148,187503159
2020,14,1,26329,Louis Oosthuizen,2.677,300.901,112.413,138,205303297
2020,14,1,39324,J.J. Spaun,2.677,299.292,111.805,158,219303229
2020,17,0,46435,Austin Cook,2.676,296.48,110.779,182,209103079
2020,17,0,23623,Bo Van Pelt,2.676,295.1,110.273,130,233803359
2020,19,0,35461,Beau Hossler,2.674,307.317,114.932,204,211903138
2020,20,0,26758,David Hearn,2.673,281.402,105.26,125,225503245
2020,20,0,34098,Russell Henley,2.673,293.663,109.866,216,211303194
2020,20,0,27974,Sung Kang,2.673,306.258,114.578,192,222103219
2020,23,0,31560,Brian Stuard,2.672,281.152,105.239,230,218103135
2020,24,0,34563,Chesson Hadley,2.671,301.419,112.858,136,208203258
2020,24,0,27644,Brian Harman,2.671,293.354,109.811,283,208803313
2020,24,0,47128,Richy Werenski,2.671,298.14,111.621,180,238603248
2020,27,0,25349,Tim Wilkinson,2.67,285.257,106.852,98,235303253
2020,28,0,29268,Bronson Burgoon,2.669,297.375,111.401,143,213703238
2020,28,0,26499,Rafa Cabrera Bello,2.669,293.463,109.94,156,209703198
2020,30,0,28237,Rory McIlroy,2.668,317.179,118.884,189,211903330
2020,30,0,25818,Scott Piercy,2.668,297.757,111.584,155,136203198
2020,32,0,25364,Paul Casey,2.667,310.324,116.353,155,190603252
2020,32,0,24502,Adam Scott,2.667,315.292,118.229,114,225603115
2020,32,0,46441,Robby Shelton,2.667,295.205,110.694,215,223003123
2020,35,0,33948,Byeong Hun An,2.666,303.1,113.683,224,225703262
2020,35,0,19803,Ryan Armour,2.666,282.873,106.104,168,224003151
2020,37,0,33120,Mark Anderson,2.665,293.497,110.114,103,220503199
2020,38,0,32448,James Hahn,2.664,297.596,111.691,107,229603049
2020,39,1,35449,Adam Long,2.663,294.292,110.518,254,221103118
2020,39,1,26596,Ryan Moore,2.663,290.092,108.935,138,216003164
2020,41,3,23108,Matt Kuchar,2.66,289.943,108.983,162,221203121
2020,42,3,30911,Tommy Fleetwood,2.659,308.751,116.125,112,218103220
2020,42,3,34046,Jordan Spieth,2.659,303.216,114.05,151,219703471
2020,44,4,27649,Brandt Snedeker,2.658,289.206,108.789,187,195803206
2020,45,5,52375,Doug Ghim,2.657,295.402,111.183,87,229603013
2020,45,5,33399,Adam Hadwin,2.657,297.36,111.907,205,212103141
2020,45,-5,30927,Brendon Todd,2.657,285.11,107.289,285,176003189
2020,48,4,30944,Jason Kokrak,2.656,312.921,117.803,190,222103235
2020,49,-6,45526,Abraham Ancer,2.655,296.617,111.723,226,208903418
2020,49,-1,23320,Ryan Palmer,2.655,304.082,114.541,212,223403420
2020,51,2,34076,Joel Dahmen,2.654,296.69,111.79,223,162903208
2020,51,2,31420,Anirban Lahiri,2.654,295.271,111.263,67,226203164
2020,53,2,33141,Keegan Bradley,2.653,303.453,114.396,176,222003042
2020,53,2,29535,Brice Garnett,2.653,292.914,110.403,153,216803026
2020,53,2,29908,C.T. Pan,2.653,290.636,109.53,145,219903261
2020,56,3,28307,Matt Every,2.652,296.423,111.791,132,203503111
2020,56,-11,32839,Hideki Matsuyama,2.652,306.659,115.63,240,217103254
2020,56,3,30110,Kyle Stanley,2.652,289.473,109.15,161,218503253
2020,59,2,32791,K.H. Lee,2.651,298.913,112.739,208,209903062
2020,60,1,46717,Viktor Hovland,2.649,299.702,113.145,240,228503360
2020,61,2,19846,Brian Gay,2.648,289.192,109.209,207,211603175
2020,61,2,49964,Aaron Wise,2.648,304.686,115.049,109,218103132
2020,63,2,45609,Tyler Duncan,2.646,289.509,109.423,246,197903538
2020,64,4,40058,Zac Blair,2.645,285.666,107.997,169,215603326
2020,64,4,48887,Matt Wallace,2.645,304.68,115.2,141,210503200
2020,66,4,37455,Si Woo Kim,2.644,300.01,113.47,235,214403052
2020,67,4,34021,Bud Cauley,2.643,294.031,111.25,203,208403044
2020,67,4,27936,Martin Laird,2.643,302.188,114.323,97,215403089
2020,67,4,32640,Troy Merritt,2.643,294.434,111.399,185,220603224
2020,70,-5,50525,Collin Morikawa,2.642,300.018,113.565,244,212003023
2020,70,4,22056,Cameron Percy,2.642,290.564,109.989,105,181303233
2020,72,3,29970,Dylan Frittelli,2.641,299.584,113.437,232,224103163
2020,72,3,33490,Bo Hoag,2.641,294.167,111.402,164,204103428
2020,74,6,29926,Danny Lee,2.64,302.035,114.4,209,134803320
2020,75,-10,34363,Tyrrell Hatton,2.639,302.595,114.68,145,196503249
2020,75,0,46970,Jon Rahm,2.639,312.226,118.332,209,220303277
2020,75,6,27330,Josh Teater,2.639,294.989,111.78,100,230703241
2020,75,6,33448,Justin Thomas,2.639,306.714,116.232,168,132903252
2020,75,6,23788,D.J. Trahan,2.639,296.802,112.481,98,227703165
2020,80,-5,26851,Marc Leishman,2.638,303.888,115.217,142,222403383
2020,81,4,49766,Hank Lebioda,2.637,296.18,112.319,137,220003175
2020,81,4,23621,Rory Sabbatini,2.637,289.416,109.748,190,226803190
2020,83,5,21407,Arjun Atwal,2.634,285.159,108.27,80,183803023
2020,83,4,34099,Harris English,2.634,304.559,115.611,255,221903199
2020,83,5,31646,Emiliano Grillo,2.634,299.743,113.786,162,181703009
2020,83,-8,29420,Billy Horschel,2.634,299.353,113.667,232,206403307
2020,83,5,56278,Matthew Wolff,2.634,319.609,121.32,221,202603346
2020,88,4,25900,Lucas Glover,2.633,298.781,113.492,162,216803132
2020,89,4,39997,Corey Conners,2.632,303.811,115.428,200,197603280
2020,89,4,24024,Zach Johnson,2.632,289.24,109.888,171,199003020
2020,89,4,33667,Carlos Ortiz,2.632,306.384,116.419,211,183003310
2020,89,4,39953,Chase Seiffert,2.632,292.666,111.207,112,213303154
2020,93,4,12716,Charley Hoffman,2.631,299.367,113.766,175,217303111
2020,93,4,35230,Nelson Ledesma,2.631,298.026,113.285,78,207702980
2020,93,-5,48081,Xander Schauffele,2.631,309.205,117.54,227,211103185
2020,96,3,32102,Rickie Fowler,2.63,299.017,113.688,139,222303768
2020,96,3,23325,Vaughn Taylor,2.63,281.962,107.204,171,213103232
2020,98,3,21961,Charles Howell III,2.629,307.189,116.855,171,152403440
2020,98,3,46442,Maverick McNealy,2.629,302.941,115.232,209,212303150
2020,100,3,46046,Scottie Scheffler,2.627,306.189,116.54,262,200603361
2020,101,3,47504,Sam Burns,2.626,311.602,118.667,189,211703042
2020,102,6,47959,Bryson DeChambeau,2.625,328.107,125.003,188,203203285
2020,103,2,25686,Jason Dufner,2.624,287.466,109.544,194,82503147
2020,104,1,40026,Daniel Berger,2.623,303.455,115.682,213,216803230
2020,104,3,49771,J.T. Poston,2.623,296.516,113.054,211,197203500
2020,106,2,33122,Russell Knox,2.622,297.74,113.554,179,195103311
2020,106,2,33204,Shane Lowry,2.622,300.922,114.758,126,161603626
2020,106,2,47993,Denny McCarthy,2.622,295.977,112.862,204,208603127
2020,109,3,34431,Robert Streb,2.621,296.191,113.018,89,228903154
2020,110,3,45157,Cam Davis,2.62,310.139,118.352,138,223503055
2020,110,3,40098,Matt Fitzpatrick,2.62,294.513,112.43,160,176203251
2020,112,4,32150,Michael Thompson,2.619,287.7,109.835,224,193903082
2020,113,4,34255,Joseph Bramlett,2.618,298.7,114.116,96,216703166
2020,113,4,49298,Kramer Hickok,2.618,293.369,112.04,125,219803162
2020,113,4,35532,Tom Hoge,2.618,293.141,111.97,223,214903166
2020,113,4,25572,Graeme McDowell,2.618,289.025,110.39,112,219603185
2020,113,4,35732,Wes Roach,2.618,290.692,111.047,69,212003331
2020,118,4,40042,Tyler McCumber,2.617,317.176,121.2,89,230303032
2020,118,4,27963,Chris Stroud,2.617,286.854,109.613,143,182002972
2020,120,4,29479,Scott Brown,2.616,291.802,111.566,175,220703215
2020,121,-8,29478,Kevin Kisner,2.613,292.546,111.958,209,190903204
2020,122,4,34213,Grayson Murray,2.612,317.367,121.5,104,216903084
2020,122,4,22405,Justin Rose,2.612,301.304,115.37,130,217702900
2020,122,4,25632,Jimmy Walker,2.612,299.996,114.873,119,180203027
2020,125,-1,35506,Mackenzie Hughes,2.611,300.612,115.138,248,214803297
2020,126,3,27214,Kevin Streelman,2.61,294.579,112.851,225,158803417
2020,127,3,34314,Sebastian Cappelen,2.609,303.05,116.153,126,187903130
2020,127,3,35617,Martin Trainer,2.609,310.704,119.084,117,201502982
2020,129,3,33413,Ben Martin,2.608,293.21,112.428,71,217803036
2020,130,3,48119,Ben Taylor,2.607,299.964,115.075,88,234602974
2020,131,3,24138,Ian Poulter,2.606,286.266,109.869,154,203003020
2020,132,3,35310,Lanto Griffin,2.603,310.83,119.4,202,208103146
2020,132,4,32757,Patton Kizzire,2.603,296.871,114.039,141,231503001
2020,132,4,30163,Henrik Norlander,2.603,294.166,112.991,171,200103264
2020,135,5,28252,Seamus Power,2.602,306.45,117.791,84,207803127
2020,136,5,33486,Roger Sloan,2.601,294.648,113.293,117,219803005
2020,137,5,28089,Jason Day,2.6,305.702,117.583,138,199103043
2020,137,5,29974,Branden Grace,2.6,297.241,114.324,114,216003072
2020,137,5,1810,Phil Mickelson,2.6,304.391,117.089,125,215203382
2020,137,5,27942,Rob Oppenheim,2.6,287.081,110.415,162,187703371
2020,141,5,36871,Matthew NeSmith,2.599,296.981,114.262,164,197203271
2020,142,5,32366,Kevin Chappell,2.598,302.321,116.37,131,204803031
2020,142,5,29518,Brendan Steele,2.598,304.27,117.112,177,196103161
2020,144,-8,39971,Sungjae Im,2.596,299.899,115.513,309,180403227
2020,144,5,27556,Ted Potter Jr.,2.596,291.462,112.286,127,173803080
2020,146,4,51766,Wyndham Clark,2.595,311.187,119.928,156,222903319
2020,147,4,34466,Peter Malnati,2.594,291.066,112.211,169,213403069
2020,148,4,33404,Chris Baker,2.593,290.949,112.221,124,208203086
2020,149,4,26300,Matt Jones,2.592,298.133,115.017,204,215203290
2020,150,4,33597,Harry Higgs,2.591,302.106,116.605,265,134303223
2020,151,4,53165,Doc Redman,2.59,297.119,114.736,249,215503097
2020,152,4,39546,Keith Mitchell,2.587,309.565,119.645,156,190302994
2020,153,4,36699,Patrick Rodgers,2.586,309.713,119.745,260,171002978
2020,154,4,24924,Bill Haas,2.585,294.103,113.789,112,207103048
2020,155,4,22371,Aaron Baddeley,2.584,287.737,111.373,160,186703018
2020,155,4,36801,Mark Hubbard,2.584,290.49,112.398,288,173103318
2020,155,4,32254,Xinjun Zhang,2.584,300.33,116.22,218,189203077
2020,158,5,25804,Bubba Watson,2.582,314.656,121.881,146,209503572
2020,159,6,30692,Scott Stallings,2.581,295.139,114.333,147,201003033
2020,160,6,31557,Jim Herman,2.58,291.548,112.983,175,159003173
2020,160,3,45486,Joaquin Niemann,2.58,305.196,118.272,200,170103434
2020,162,5,21209,Sergio Garcia,2.578,307.779,119.389,105,219403517
2020,162,5,27095,Nick Watney,2.578,304.292,118.05,123,194302967
2020,164,5,40009,Dominic Bozzelli,2.577,292.439,113.489,65,211703109
2020,165,6,48045,Michael Gellerman,2.576,293.276,113.839,90,196002925
2020,165,6,39977,Max Homa,2.576,305.778,118.683,205,117003308
2020,165,6,27064,Jhonattan Vegas,2.576,313.301,121.637,117,209103048
2020,168,6,46402,Talor Gooch,2.575,304.524,118.28,216,185803082
2020,169,0,48822,Sebastián Muñoz,2.572,305.963,118.971,262,208903261
2020,170,-11,52372,Cameron Champ,2.57,326.424,127.004,203,212403007
2020,171,5,32618,Rhein Gibson,2.568,299.191,116.502,103,212303047
2020,171,5,36689,Brooks Koepka,2.568,308.278,120.025,127,209103120
2020,173,7,29725,Tony Finau,2.566,313.168,122.052,214,192803221
2020,173,2,25396,Kevin Na,2.566,291.039,113.41,228,148703141
2020,175,3,27554,Scott Harrington,2.564,310.669,121.165,165,206503231
2020,175,3,51894,Vince Whaley,2.564,300.711,117.297,90,207903013
2020,177,3,35658,Kris Ventura,2.563,309.818,120.889,89,140302956
2020,178,4,31323,Gary Woodland,2.559,311.204,121.589,149,202203086
2020,179,4,20229,Stewart Cink,2.55,295.378,115.812,177,152103145
2020,180,4,34360,Patrick Reed,2.549,298.87,117.239,237,168203264
2020,180,4,32333,Kevin Tway,2.549,308.879,121.198,116,178802959
2020,182,4,28420,Ryan Brehm,2.547,316.589,124.311,111,188402947
2020,183,4,47347,Adam Schenk,2.543,305.368,120.093,186,208102931
2020,184,5,37275,Sam Ryder,2.537,297.711,117.341,198,170403081
2020,185,5,33419,Cameron Tringale,2.535,303.362,119.679,219,205503013
2020,186,5,27129,Luke List,2.527,312.572,123.68,192,189203131
2020,187,5,56762,Will Gordon,2.526,317.688,125.792,64,215302889
2020,188,6,24361,Pat Perez,2.519,292.983,116.303,134,200402967
2020,189,6,46550,Brandon Hagy,2.518,315.558,125.314,125,193103094
2020,190,6,32662,Michael Gligic,2.517,302.417,120.161,131,167003054
2020,191,6,29484,Peter Uihlein,2.512,304.086,121.07,84,104903084
2020,192,7,27349,Alex Noren,2.511,296.07,117.889,151,107203021
2020,193,8,34256,Andrew Putnam,2.466,278.917,113.092,102,169903041
2019,1,0,26951,Johnson Wagner,2.701,289.199,107.065,74,224703264
2019,2,0,35461,Beau Hossler,2.698,306.981,113.796,136,224303234
2019,3,0,26758,David Hearn,2.697,283.664,105.176,61,241903239
2019,4,0,31560,Brian Stuard,2.688,286.006,106.41,82,232103147
2019,5,0,29268,Bronson Burgoon,2.686,299.674,111.568,89,231303121
2019,6,0,35732,Wes Roach,2.685,298.234,111.074,103,225603162
2019,7,0,46523,Joey Garber,2.683,299.856,111.778,103,224803313
2019,8,0,25493,Nick Taylor,2.68,297.416,110.968,146,182703298
2019,9,0,19846,Brian Gay,2.676,285.575,106.704,85,225803026
2019,9,0,35449,Adam Long,2.676,295.439,110.383,101,227803145
2019,11,0,32058,José de Jesús Rodríguez,2.673,294.426,110.141,85,219703083
2019,12,0,28679,Fabián Gómez,2.671,291.665,109.191,114,180103173
2019,12,0,49960,Sepp Straka,2.671,307.081,114.987,107,219603055
2019,14,0,34021,Bud Cauley,2.668,298.057,111.719,131,227003196
2019,14,0,30786,Brady Schnell,2.668,287.088,107.612,77,223303092
2019,16,0,28089,Jason Day,2.666,313.58,117.616,39,234303036
2019,16,0,39954,Cody Gribble,2.666,306.76,115.074,99,222003168
2019,16,0,33410,Andrew Landry,2.666,290.142,108.844,111,230003194
2019,16,0,47128,Richy Werenski,2.666,296.514,111.236,151,209303042
2019,20,0,27958,Ryan Blaum,2.663,290.961,109.261,129,206503123
2019,21,0,27644,Brian Harman,2.662,294.029,110.468,107,220403004
2019,22,0,46435,Austin Cook,2.661,293.269,110.21,95,221103173
2019,23,0,35376,Roberto Díaz,2.658,287.784,108.268,116,233103108
2019,24,0,35879,Kelly Kraft,2.657,291.117,109.552,108,206203232
2019,25,0,28775,Nate Lashley,2.654,296.092,111.551,103,230903128
2019,26,0,33141,Keegan Bradley,2.653,301.283,113.556,61,236103020
2019,27,0,6522,Ernie Els,2.652,292.573,110.304,39,239603035
2019,28,0,29970,Dylan Frittelli,2.651,302.319,114.033,133,202703260
2019,28,0,34098,Russell Henley,2.651,291.74,110.069,110,173703163
2019,28,0,39327,Ben Silverman,2.651,293.244,110.626,132,218703066
2019,28,0,32150,Michael Thompson,2.651,293.289,110.639,104,215303230
2019,32,0,33948,Byeong Hun An,2.65,308.863,116.561,72,231703006
2019,33,0,23353,J.J. Henry,2.648,296.235,111.865,89,230903141
2019,33,0,29223,Sam Saunders,2.648,303.289,114.55,109,228303194
2019,33,0,30110,Kyle Stanley,2.648,293.321,110.775,99,224403029
2019,36,0,25632,Jimmy Walker,2.647,302.704,114.337,103,217903063
2019,37,0,19803,Ryan Armour,2.644,283.515,107.241,116,204303068
2019,37,0,23108,Matt Kuchar,2.644,288.56,109.118,62,235403115
2019,37,0,30692,Scott Stallings,2.644,306.258,115.826,110,226203250
2019,40,0,27936,Martin Laird,2.643,304.803,115.343,145,215103267
2019,40,0,49964,Aaron Wise,2.643,308.026,116.54,64,235203006
2019,42,0,27330,Josh Teater,2.64,297.179,112.581,120,209903102
2019,43,0,23320,Ryan Palmer,2.639,306.45,116.145,88,223703248
2019,44,0,21961,Charles Howell III,2.638,310.447,117.684,91,230303046
2019,44,0,23325,Vaughn Taylor,2.638,285.514,108.227,106,221803076
2019,44,0,37340,Chase Wright,2.638,302.588,114.698,112,226203167
2019,47,0,34563,Chesson Hadley,2.637,302.833,114.843,77,222803163
2019,48,0,47990,Kyle Jones,2.636,286.755,108.766,127,218203239
2019,48,0,24781,Hunter Mahan,2.636,300.063,113.815,75,220302952
2019,50,0,40009,Dominic Bozzelli,2.635,302.235,114.72,84,203402957
2019,50,0,37189,Harold Varner III,2.635,304.944,115.725,80,187803057
2019,52,0,27895,Jonas Blixt,2.634,294.943,111.976,129,228203005
2019,52,0,29535,Brice Garnett,2.634,292.888,111.185,131,197603039
2019,52,0,22405,Justin Rose,2.634,303.552,115.244,36,203103088
2019,55,0,24024,Zach Johnson,2.632,289.381,109.963,73,208303083
2019,56,0,32139,Danny Willett,2.628,296.98,113.006,32,211902931
2019,57,0,47993,Denny McCarthy,2.627,296.001,112.662,105,219902974
2019,58,0,32102,Rickie Fowler,2.626,303.859,115.722,61,191503126
2019,59,0,25686,Jason Dufner,2.625,294.261,112.096,88,214603010
2019,60,0,39997,Corey Conners,2.623,300.316,114.478,96,222402941
2019,60,0,26476,Chez Reavie,2.623,285.437,108.807,74,227202944
2019,62,0,49303,Anders Albertson,2.622,296.64,113.114,113,194003179
2019,63,0,33667,Carlos Ortiz,2.621,307.229,117.208,120,219203134
2019,63,0,27214,Kevin Streelman,2.621,296.084,112.952,112,204902977
2019,65,0,31420,Anirban Lahiri,2.62,291.375,111.209,113,203803066
2019,65,0,29221,Webb Simpson,2.62,288.836,110.26,60,231202931
2019,67,0,20472,Alex Cejka,2.618,280.097,106.986,63,209902899
2019,67,0,32640,Troy Merritt,2.618,293.599,112.158,88,206003055
2019,69,0,39975,Michael Kim,2.617,289.992,110.829,66,204403165
2019,69,0,29926,Danny Lee,2.617,303.621,116.014,117,223703253
2019,69,0,27963,Chris Stroud,2.617,292.048,111.585,102,203703118
2019,72,0,28259,Sangmoon Bae,2.615,296.866,113.545,90,171703068
2019,72,0,29518,Brendan Steele,2.615,301.023,115.099,134,217403100
2019,74,0,34076,Joel Dahmen,2.614,292.303,111.828,94,221403170
2019,75,0,1810,Phil Mickelson,2.613,313.86,120.107,22,212603156
2019,75,0,23621,Rory Sabbatini,2.613,291.597,111.582,122,223703070
2019,75,0,35617,Martin Trainer,2.613,308.467,118.034,98,209702967
2019,78,0,35532,Tom Hoge,2.612,292.89,112.152,150,216303098
2019,79,0,35891,Cameron Smith,2.611,292.503,112.026,51,207602997
2019,80,0,25900,Lucas Glover,2.609,300.643,115.219,105,215803177
2019,80,0,30925,Dustin Johnson,2.609,310.98,119.178,42,226302963
2019,82,0,45486,Joaquin Niemann,2.608,305.918,117.302,153,220003078
2019,83,0,39971,Sungjae Im,2.607,298.783,114.622,194,222103110
2019,83,0,49766,Hank Lebioda,2.607,297.717,114.213,99,212903137
2019,83,0,37380,Curtis Luck,2.607,296.306,113.659,97,177803001
2019,86,0,35421,Brandon Harkins,2.606,303.443,116.44,127,142003019
2019,86,0,24138,Ian Poulter,2.606,292.66,112.284,41,223602969
2019,88,0,35450,Patrick Cantlay,2.605,302.913,116.265,49,228902882
2019,88,0,32200,Roberto Castro,2.605,288.906,110.906,129,165703149
2019,90,0,29420,Billy Horschel,2.603,295.741,113.614,78,223703000
2019,90,0,32839,Hideki Matsuyama,2.603,304.857,117.105,86,213503327
2019,90,0,27095,Nick Watney,2.603,311.524,119.672,118,219603078
2019,93,0,29908,C.T. Pan,2.602,287.927,110.666,58,202602918
2019,94,0,27649,Brandt Snedeker,2.601,285.978,109.961,103,210103240
2019,94,0,39324,J.J. Spaun,2.601,293.368,112.807,108,207002996
2019,96,0,47504,Sam Burns,2.6,312.342,120.123,128,215403001
2019,96,0,26596,Ryan Moore,2.6,283.642,109.082,128,209803150
2019,98,0,30191,Julián Etulain,2.599,292.444,112.537,66,222102956
2019,98,0,27974,Sung Kang,2.599,296.29,113.992,71,232302953
2019,98,0,30946,Alex Prugh,2.599,304.949,117.325,101,224202954
2019,101,0,35506,Mackenzie Hughes,2.598,302.944,116.59,149,192803054
2019,101,0,46601,Trey Mullinax,2.598,317.107,122.037,128,68803123
2019,101,0,25818,Scott Piercy,2.598,296.889,114.284,72,230102961
2019,104,0,40026,Daniel Berger,2.597,302.33,116.404,118,211903059
2019,104,0,36852,Jim Knous,2.597,301.249,115.986,69,225002838
2019,104,0,27556,Ted Potter Jr.,2.597,292.296,112.539,110,170202996
2019,107,0,45157,Cam Davis,2.596,308.689,118.915,99,222603139
2019,107,0,33399,Adam Hadwin,2.596,292.036,112.501,75,206202958
2019,109,0,34306,John Chin,2.594,306.203,118.046,57,225002858
2019,109,0,33486,Roger Sloan,2.594,296.752,114.393,129,222603093
2019,111,0,34099,Harris English,2.593,305.969,117.989,126,212003027
2019,111,0,40115,Adam Svensson,2.593,293.267,113.119,99,222503018
2019,113,0,32791,K.H. Lee,2.592,292.076,112.691,138,115803052
2019,114,0,49771,J.T. Poston,2.591,295.29,113.957,124,210402925
2019,115,0,34466,Peter Malnati,2.59,295.121,113.963,168,209903148
2019,115,0,25572,Graeme McDowell,2.59,289.811,111.875,59,218302868
2019,117,0,49298,Kramer Hickok,2.587,295.358,114.181,117,209402954
2019,117,0,37454,Whee Kim,2.587,282.443,109.188,91,210603006
2019,119,0,32816,Satoshi Kodaira,2.585,278.788,107.852,62,213903085
2019,119,0,28237,Rory McIlroy,2.585,314.083,121.504,45,219802847
2019,121,0,45609,Tyler Duncan,2.584,290.145,112.306,136,214103023
2019,122,0,45526,Abraham Ancer,2.582,289.275,112.035,89,190103022
2019,122,0,29479,Scott Brown,2.582,293.455,113.64,145,208503211
2019,122,0,24924,Bill Haas,2.582,297.164,115.097,106,212302968
2019,125,0,25198,Francesco Molinari,2.581,288.508,111.8,51,224202941
2019,126,0,39546,Keith Mitchell,2.579,314.697,122.032,92,215103021
2019,127,0,51766,Wyndham Clark,2.578,312.156,121.069,104,147203141
2019,127,0,12716,Charley Hoffman,2.578,298.292,115.693,77,224902916
2019,129,0,47856,Seth Reeves,2.577,316.303,122.729,85,195802926
2019,130,0,27129,Luke List,2.576,314.044,121.904,81,224303016
2019,131,0,26499,Rafa Cabrera Bello,2.575,288.72,112.125,40,218202867
2019,131,0,34431,Robert Streb,2.575,293.711,114.048,101,198802967
2019,133,0,20572,Rod Pampling,2.574,290.488,112.835,94,207902920
2019,134,0,52372,Cameron Champ,2.571,329.111,128.008,80,203002931
2019,134,0,27064,Jhonattan Vegas,2.571,320.618,124.7,64,209503021
2019,136,0,31323,Gary Woodland,2.57,314.077,122.196,63,217302944
2019,137,0,24925,Jonathan Byrd,2.569,285.264,111.046,61,154503072
2019,137,0,34363,Tyrrell Hatton,2.569,296.746,115.531,34,217003015
2019,139,0,29725,Tony Finau,2.568,312.804,121.798,87,205202980
2019,139,0,39977,Max Homa,2.568,305.086,118.782,97,145903039
2019,141,0,10809,Jim Furyk,2.566,275.973,107.529,70,176702864
2019,141,0,30944,Jason Kokrak,2.566,307.61,119.869,88,177703008
2019,143,0,36799,Stephan Jaeger,2.565,293.336,114.371,91,103302829
2019,144,0,31557,Jim Herman,2.562,290.187,113.273,70,164602935
2019,144,0,27141,J.B. Holmes,2.562,307.718,120.088,63,215602926
2019,144,0,37455,Si Woo Kim,2.562,291.504,113.764,76,199803026
2019,147,0,26300,Matt Jones,2.559,297.648,116.312,94,217702904
2019,148,0,33418,Shawn Stefani,2.558,299.345,117.036,84,206203039
2019,149,0,37275,Sam Ryder,2.553,296.498,116.115,116,155803024
2019,150,0,34264,Hudson Swafford,2.55,299.111,117.314,76,222903134
2019,151,0,48822,Sebastián Muñoz,2.549,303.824,119.178,110,194602980
2019,152,0,32757,Patton Kizzire,2.548,292.507,114.787,75,206202953
2019,153,0,33448,Justin Thomas,2.546,298.422,117.202,58,226802877
2019,154,0,22371,Aaron Baddeley,2.544,289.834,113.931,59,209102901
2019,155,0,34261,Scott Langley,2.542,272.827,107.327,107,199603149
2019,156,0,25364,Paul Casey,2.54,295.518,116.347,47,204602888
2019,156,0,31646,Emiliano Grillo,2.54,292.153,115.036,73,217602950
