YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
2024,103,10,45242,Kevin Yu,2.4,1455.4,610
2024,117,-4,56630,Akshay Bhatia,2.3,1792.7,786
2024,117,-4,45157,Cam Davis,2.3,1374.8,593
2024,117,-4,29936,Ryan Fox,2.3,1374.4,608
2024,117,7,54628,Lee Hodges,2.3,1654.4,717
2024,117,-4,30926,Chris Kirk,2.3,1516.7,666
2024,117,7,27936,Martin Laird,2.3,1254.3,542
2024,117,-4,32640,Troy Merritt,2.3,1462.8,624
2024,117,7,26476,Chez Reavie,2.3,1292.7,571
2024,117,-4,24502,Adam Scott,2.3,1335.0,574
2024,117,-4,50493,Justin Suh,2.3,1367.7,590
2024,117,7,40115,Adam Svensson,2.3,2111.7,929
2024,128,7,55708,Hayden Buckley,2.2,1310.4,608
2024,128,7,34021,Bud Cauley,2.2,1141.3,511
2024,128,-4,34563,Chesson Hadley,2.2,1346.8,609
2024,128,-4,33399,Adam Hadwin,2.2,1494.9,666
2024,128,7,60067,Joe Highsmith,2.2,1268.0,588
2024,128,-4,55182,Tom Kim,2.2,1493.4,685
2024,128,-4,28237,Rory McIlroy,2.2,935.3,420
2024,128,-4,49771,J.T. Poston,2.2,1691.3,755
2024,128,7,50484,Hayden Springer,2.2,1223.1,560
2024,128,7,48699,Callum Tarren,2.2,1209.3,554
2024,128,-4,38991,Alejandro Tosti,2.2,1333.9,596
2024,128,-4,31323,Gary Woodland,2.2,1226.5,546
2024,140,6,56149,Wilson Furr,2.1,892.3,434
2024,140,-5,33204,Shane Lowry,2.1,1305.2,613
2024,140,-5,50525,Collin Morikawa,2.1,1209.9,563
2024,140,6,47806,Raul Pereda,2.1,803.0,389
2024,140,-5,57900,Chandler Phillips,2.1,1554.9,742
2024,140,-5,49960,Sepp Straka,2.1,1264.4,595
2024,140,-5,33448,Justin Thomas,2.1,1004.3,468
2024,140,6,27770,Camilo Villegas,2.1,854.9,412
2024,140,-5,48319,Tom Whitney,2.1,1101.0,526
2024,149,-3,37212,Paul Barjon,2.0,788.8,397
2024,149,-3,40058,Zac Blair,2.0,1672.5,821
2024,149,-3,32070,Rafael Campos,2.0,904.1,443
2024,149,-3,32366,Kevin Chappell,2.0,880.1,430
2024,149,9,34076,Joel Dahmen,2.0,1523.2,774
2024,149,-3,24024,Zach Johnson,2.0,917.5,457
2024,149,9,34466,Peter Malnati,2.0,1396.8,716
2024,149,-3,46113,Ryan McCormick,2.0,866.5,428
2024,149,-3,40250,Taylor Pendrith,2.0,1486.6,736
2024,149,-3,27139,David Skinns,2.0,1186.2,585
2024,149,-3,48119,Ben Taylor,2.0,941.0,474
2024,149,9,51894,Vince Whaley,2.0,1102.2,546
2024,161,-3,52374,Brandon Wu,1.9,1248.0,647
2024,162,0,60004,Jacob Bridgeman,1.8,1059.6,587
2024,162,0,51977,Max Greyserman,1.8,951.0,516
2024,162,0,51696,Rico Hoey,1.8,1080.7,588
2024,165,0,59866,Nick Dunlap,1.7,918.0,533
2024,165,0,60767,Blaine Hale Jr.,1.7,677.9,404
2024,165,0,59143,Mac Meissner,1.7,1019.1,587
2024,165,0,46340,Alex Smalley,1.7,915.8,524
2024,165,4,35617,Martin Trainer,1.7,655.2,381
2024,170,3,29478,Kevin Kisner,1.6,744.8,478
2024,170,-1,36884,Ben Kohles,1.6,1095.1,672
2024,170,-1,23108,Matt Kuchar,1.6,1040.6,668
2024,170,-1,33486,Roger Sloan,1.6,987.4,607
2024,174,-1,40026,Daniel Berger,1.5,922.0,595
2024,174,-1,59836,Pierceson Coody,1.5,914.6,618
2024,174,-1,52514,Trace Crowe,1.5,915.3,603
2024,174,-1,32757,Patton Kizzire,1.5,767.2,511
2024,178,0,54576,Patrick Fishburn,1.4,707.3,497
2024,178,0,27214,Kevin Streelman,1.4,746.7,546
2024,180,0,30163,Henrik Norlander,1.0,399.3,419
2024,181,0,29535,Brice Garnett,0.8,332.2,419
2024,182,0,50095,Austin Smotherman,0.7,283.0,384
2024,183,0,32333,Kevin Tway,0.2,88.9,409
2024,184,0,48084,Wesley Bryan,0.0,2.8,385
2023,1,0,50493,Justin Suh,6.9,5488.6,798
2023,2,0,33141,Keegan Bradley,6.8,4161.8,615
2023,2,0,32366,Kevin Chappell,6.8,2422.5,355
2023,2,0,32448,James Hahn,6.8,3999.2,586
2023,2,0,36799,Stephan Jaeger,6.8,6986.4,1028
2023,2,0,51491,Brandon Matthews,6.8,1996.9,294
2023,2,0,36871,Matt NeSmith,6.8,5241.7,775
2023,2,0,40250,Taylor Pendrith,6.8,5035.9,746
2023,2,0,31323,Gary Woodland,6.8,3908.8,575
2023,10,0,52955,Ludvig Åberg,6.7,2429.3,360
2023,10,0,35450,Patrick Cantlay,6.7,3886.2,581
2023,10,0,54591,Ben Griffin,6.7,5533.0,825
2023,10,0,35506,Mackenzie Hughes,6.7,4531.2,680
2023,10,0,35449,Adam Long,6.7,5451.4,818
2023,10,0,32640,Troy Merritt,6.7,4572.9,683
2023,10,0,39546,Keith Mitchell,6.7,4586.3,687
2023,10,0,29221,Webb Simpson,6.7,3001.2,449
2023,10,0,57366,Cameron Young,6.7,3952.6,588
2023,19,0,33948,Byeong Hun An,6.6,5496.4,827
2023,19,0,55708,Hayden Buckley,6.6,3805.2,576
2023,19,0,51766,Wyndham Clark,6.6,4292.6,648
2023,19,0,47591,Eric Cole,6.6,6514.7,992
2023,19,0,49453,Trevor Cone,6.6,4389.6,670
2023,19,0,39997,Corey Conners,6.6,5039.3,760
2023,19,0,28089,Jason Day,6.6,3607.0,543
2023,19,0,33653,Thomas Detry,6.6,3719.8,563
2023,19,0,45609,Tyler Duncan,6.6,4977.8,750
2023,19,0,32102,Rickie Fowler,6.6,3840.4,585
2023,19,0,56762,Will Gordon,6.6,4332.4,657
2023,19,0,31577,Tano Goya,6.6,3460.0,526
2023,19,0,27554,Scott Harrington,6.6,3792.1,577
2023,19,0,29420,Billy Horschel,6.6,3164.9,483
2023,19,0,33410,Andrew Landry,6.6,4155.4,634
2023,19,0,33204,Shane Lowry,6.6,3062.3,461
2023,19,0,47993,Denny McCarthy,6.6,5052.4,771
2023,19,0,51890,Greyson Sigg,6.6,5742.9,871
2023,19,0,52374,Brandon Wu,6.6,5760.3,874
2023,38,0,34255,Joseph Bramlett,6.5,3523.9,541
2023,38,0,47504,Sam Burns,6.5,3908.4,599
2023,38,0,51349,Nico Echavarria,6.5,3618.1,553
2023,38,0,57362,Austin Eckroat,6.5,4290.0,664
2023,38,0,34099,Harris English,6.5,3577.7,554
2023,38,0,30911,Tommy Fleetwood,6.5,3325.1,512
2023,38,0,51414,Brent Grant,6.5,3436.8,525
2023,38,0,35310,Lanto Griffin,6.5,2264.3,351
2023,38,0,47988,Nick Hardy,6.5,5022.3,776
2023,38,0,34363,Tyrrell Hatton,6.5,4034.4,621
2023,38,0,54421,Garrick Higgo,6.5,4865.5,749
2023,38,0,54628,Lee Hodges,6.5,5486.3,846
2023,38,0,24024,Zach Johnson,6.5,3385.4,517
2023,38,0,39975,Michael Kim,6.5,4035.1,618
2023,38,0,50188,S.H. Kim,6.5,5551.6,848
2023,38,0,30926,Chris Kirk,6.5,4866.8,744
2023,38,0,23108,Matt Kuchar,6.5,5071.0,778
2023,38,0,33413,Ben Martin,6.5,4705.1,720
2023,38,0,46601,Trey Mullinax,6.5,3933.2,601
2023,38,0,29289,S.Y. Noh,6.5,2860.0,440
2023,38,0,49771,J.T. Poston,6.5,4924.9,763
2023,38,0,26476,Chez Reavie,6.5,5257.2,810
2023,38,0,47995,Davis Riley,6.5,4360.7,672
2023,38,0,22405,Justin Rose,6.5,2861.3,441
2023,38,0,39335,Kevin Roy,6.5,2916.3,451
2023,38,0,48867,Matti Schmid,6.5,2580.8,396
2023,38,0,55893,Sam Stevens,6.5,5440.7,840
2023,38,0,27214,Kevin Streelman,6.5,4804.0,738
2023,38,0,58168,Davis Thompson,6.5,4718.0,726
2023,38,0,45242,Kevin Yu,6.5,2367.3,364
2023,68,0,33408,Tyson Alexander,6.4,4070.7,640
2023,68,0,40058,Zac Blair,6.4,4351.3,682
2023,68,0,20229,Stewart Cink,6.4,3792.0,593
2023,68,0,45157,Cam Davis,6.4,4289.1,666
2023,68,0,29725,Tony Finau,6.4,4477.4,702
2023,68,0,40098,Matt Fitzpatrick,6.4,3940.7,614
2023,68,0,59018,Ryan Gerard,6.4,2877.1,453
2023,68,0,32662,Michael Gligic,6.4,2892.1,450
2023,68,0,31646,Emiliano Grillo,6.4,4898.6,766
2023,68,0,33399,Adam Hadwin,6.4,5188.4,806
2023,68,0,34098,Russell Henley,6.4,4448.1,693
2023,68,0,35532,Tom Hoge,6.4,4816.4,754
2023,68,0,35461,Beau Hossler,6.4,5432.7,843
2023,68,0,36801,Mark Hubbard,6.4,5226.2,811
2023,68,0,39971,Sungjae Im,6.4,5670.9,885
2023,68,0,55182,Tom Kim,6.4,4602.1,714
2023,68,0,32816,Satoshi Kodaira,6.4,2822.1,444
2023,68,0,58696,Peter Kuest,6.4,1926.2,302
2023,68,0,27936,Martin Laird,6.4,3895.7,612
2023,68,0,49766,Hank Lebioda,6.4,2437.0,380
2023,68,0,32791,K.H. Lee,6.4,4386.4,689
2023,68,0,27129,Luke List,6.4,4944.4,776
2023,68,0,40162,Justin Lower,6.4,4429.9,690
2023,68,0,32839,Hideki Matsuyama,6.4,4223.7,659
2023,68,0,51070,Vincent Norrman,6.4,3700.8,577
2023,68,0,36724,Augusto Núñez,6.4,3191.1,496
2023,68,0,24140,Sean O'Hair,6.4,1863.8,290
2023,68,0,23320,Ryan Palmer,6.4,4348.3,675
2023,68,0,46970,Jon Rahm,6.4,3266.6,512
2023,68,0,46414,Aaron Rai,6.4,5272.6,829
2023,68,0,47347,Adam Schenk,6.4,5298.1,826
2023,68,0,39324,J.J. Spaun,6.4,5065.6,789
2023,68,0,30692,Scott Stallings,6.4,3813.9,592
2023,68,0,27963,Chris Stroud,6.4,2481.9,386
2023,68,0,48119,Ben Taylor,6.4,4104.9,644
2023,68,0,25632,Jimmy Walker,6.4,4294.1,667
2023,68,0,47128,Richy Werenski,6.4,3963.3,618
2023,68,0,54783,Dylan Wu,6.4,4521.3,707
2023,68,0,52513,Carson Young,6.4,4265.9,666
2023,107,0,19803,Ryan Armour,6.3,4458.6,713
2023,107,0,45522,Christiaan Bezuidenhout,6.3,4607.6,735
2023,107,0,56630,Akshay Bhatia,6.3,3252.0,517
2023,107,0,28420,Ryan Brehm,6.3,3652.1,577
2023,107,0,48084,Wesley Bryan,6.3,1641.0,261
2023,107,0,24925,Jonathan Byrd,6.3,2026.1,321
2023,107,0,52372,Cameron Champ,6.3,2350.7,374
2023,107,0,46435,Austin Cook,6.3,3625.2,572
2023,107,0,37338,Zecheng Dou,6.3,4573.3,728
2023,107,0,47079,Harrison Endycott,6.3,4199.0,663
2023,107,0,52375,Doug Ghim,6.3,3931.0,620
2023,107,0,39954,Cody Gribble,6.3,2807.2,448
2023,107,0,34563,Chesson Hadley,6.3,4267.9,681
2023,107,0,35901,Paul Haley II,6.3,4487.3,710
2023,107,0,57975,Harry Hall,6.3,3981.4,636
2023,107,0,27644,Brian Harman,6.3,5398.6,853
2023,107,0,31557,Jim Herman,6.3,3424.9,540
2023,107,0,12716,Charley Hoffman,6.3,3360.0,537
2023,107,0,46717,Viktor Hovland,6.3,3915.2,617
2023,107,0,27974,Sung Kang,6.3,1658.8,262
2023,107,0,34466,Peter Malnati,6.3,4960.7,793
2023,107,0,31202,William McGirt,6.3,2507.3,395
2023,107,0,50525,Collin Morikawa,6.3,3700.4,590
2023,107,0,51997,Andrew Novak,6.3,3725.7,589
2023,107,0,22056,Cameron Percy,6.3,2852.5,452
2023,107,0,25818,Scott Piercy,6.3,4800.5,766
2023,107,0,28252,Seamus Power,6.3,3735.6,590
2023,107,0,34256,Andrew Putnam,6.3,5173.0,826
2023,107,0,47983,Chad Ramey,6.3,5573.5,879
2023,107,0,53165,Doc Redman,6.3,4095.2,655
2023,107,0,36699,Patrick Rodgers,6.3,5485.8,864
2023,107,0,48081,Xander Schauffele,6.3,3121.3,497
2023,107,0,34610,Matthias Schwab,6.3,4897.9,772
2023,107,0,24502,Adam Scott,6.3,2925.6,461
2023,107,0,50095,Austin Smotherman,6.3,4472.4,710
2023,107,0,34046,Jordan Spieth,6.3,3783.2,598
2023,107,0,49960,Sepp Straka,6.3,4659.2,738
2023,107,0,40115,Adam Svensson,6.3,5981.8,953
2023,107,0,25493,Nick Taylor,6.3,4284.2,683
2023,107,0,33448,Justin Thomas,6.3,3590.3,571
2023,107,0,30927,Brendon Todd,6.3,5118.0,815
2023,107,0,35617,Martin Trainer,6.3,2216.7,353
2023,107,0,32333,Kevin Tway,6.3,4121.3,654
2023,107,0,40006,Erik van Rooyen,6.3,3135.6,498
2023,107,0,52411,Kyle Westmoreland,6.3,3251.6,514
2023,107,0,32139,Danny Willett,6.3,3172.7,501
2023,107,0,55454,Carl Yuan,6.3,4199.8,664
2023,154,0,22371,Aaron Baddeley,6.2,2849.1,461
2023,154,0,39067,MJ Daffue,6.2,4390.1,709
2023,154,0,29970,Dylan Frittelli,6.2,3402.7,547
2023,154,0,29535,Brice Garnett,6.2,3761.5,610
2023,154,0,25900,Lucas Glover,6.2,4465.9,715
2023,154,0,39058,Lucas Herbert,6.2,2267.5,364
2023,154,0,49298,Kramer Hickok,6.2,4292.5,690
2023,154,0,39977,Max Homa,6.2,4307.2,691
2023,154,0,32757,Patton Kizzire,6.2,4745.5,762
2023,154,0,33122,Russell Knox,6.2,4905.0,797
2023,154,0,28775,Nate Lashley,6.2,4899.3,791
2023,154,0,34409,David Lingmerth,6.2,3906.5,629
2023,154,0,36326,David Lipsky,6.2,4551.3,736
2023,154,0,51950,Max McGreevy,6.2,3817.2,617
2023,154,0,49947,Taylor Moore,6.2,4799.0,777
2023,154,0,27349,Alex Noren,6.2,3908.3,634
2023,154,0,37275,Sam Ryder,6.2,5483.2,878
2023,154,0,46046,Scottie Scheffler,6.2,4183.8,670
2023,154,0,46441,Robby Shelton,6.2,4503.1,722
2023,154,0,46340,Alex Smalley,6.2,4780.7,772
2023,154,0,48699,Callum Tarren,6.2,4705.3,764
2023,154,0,51634,Sahith Theegala,6.2,4937.5,795
2023,154,0,48887,Matt Wallace,6.2,3371.1,542
2023,154,0,58967,Trevor Werbylo,6.2,3549.7,569
2023,178,0,34076,Joel Dahmen,6.1,4902.0,800
2023,178,0,25686,Jason Dufner,6.1,3896.6,634
2023,178,0,52453,Nicolai Hojgaard,6.1,1744.3,286
2023,178,0,37455,Si Woo Kim,6.1,5729.1,935
2023,178,0,35879,Kelly Kraft,6.1,4319.4,713
2023,178,0,28237,Rory McIlroy,6.1,2771.8,451
2023,178,0,46442,Maverick McNealy,6.1,2468.2,404
2023,178,0,55789,Taylor Montgomery,6.1,3745.3,619
2023,178,0,29908,C.T. Pan,6.1,2254.3,367
2023,178,0,31560,Brian Stuard,6.1,2964.2,486
2023,188,0,33597,Harry Higgs,6.0,3540.0,594
2023,188,0,48117,Kurt Kitayama,6.0,1691.6,284
2023,188,0,34431,Robert Streb,6.0,3587.6,593
2023,188,0,27095,Nick Watney,6.0,2686.9,447
2023,192,0,26596,Ryan Moore,5.9,4042.0,685
2023,192,0,30163,Henrik Norlander,5.9,3478.0,587
2022,1,0,33141,Keegan Bradley,6.9,2988.0,433
2022,1,0,32366,Kevin Chappell,6.9,2424.1,351
2022,1,0,51890,Greyson Sigg,6.9,4036.2,588
2022,4,0,32448,James Hahn,6.8,3321.4,487
2022,4,0,36799,Stephan Jaeger,6.8,3952.1,582
2022,4,0,36689,Brooks Koepka,6.8,1514.7,224
2022,4,0,39546,Keith Mitchell,6.8,3813.3,558
2022,4,0,33486,Roger Sloan,6.8,3178.1,470
2022,4,0,57366,Cameron Young,6.8,3712.5,542
2022,4,0,47483,Will Zalatoris,6.8,2891.3,426
2022,11,0,34255,Joseph Bramlett,6.7,2726.4,409
2022,11,0,45157,Cam Davis,6.7,3695.1,549
2022,11,0,47988,Nick Hardy,6.7,2388.8,356
2022,11,0,54421,Garrick Higgo,6.7,1612.9,241
2022,11,0,30944,Jason Kokrak,6.7,1693.4,252
2022,11,0,32640,Troy Merritt,6.7,3772.0,562
2022,11,0,25198,Francesco Molinari,6.7,1764.0,265
2022,11,0,40250,Taylor Pendrith,6.7,3095.7,460
2022,11,0,27064,Jhonattan Vegas,6.7,2824.7,421
2022,20,0,35450,Patrick Cantlay,6.6,2287.3,346
2022,20,0,51766,Wyndham Clark,6.6,3751.6,568
2022,20,0,45609,Tyler Duncan,6.6,3694.5,561
2022,20,0,24924,Bill Haas,6.6,3388.5,516
2022,20,0,35461,Beau Hossler,6.6,3003.7,458
2022,20,0,27129,Luke List,6.6,3585.4,546
2022,20,0,35449,Adam Long,6.6,3762.6,566
2022,20,0,32839,Hideki Matsuyama,6.6,2515.9,384
2022,20,0,36871,Matt NeSmith,6.6,3213.0,488
2022,20,0,47995,Davis Riley,6.6,4068.5,619
2022,20,0,22405,Justin Rose,6.6,1552.5,237
2022,20,0,23325,Vaughn Taylor,6.6,2159.0,329
2022,20,0,10381,Curtis Thompson,6.6,1915.8,289
2022,20,0,32150,Michael Thompson,6.6,3872.1,589
2022,20,0,31323,Gary Woodland,6.6,2289.3,345
2022,35,0,30978,Kiradech Aphibarnrat,6.5,2204.4,341
2022,35,0,24925,Jonathan Byrd,6.5,2273.0,351
2022,35,0,39997,Corey Conners,6.5,3538.7,542
2022,35,0,28089,Jason Day,6.5,2646.1,410
2022,35,0,29725,Tony Finau,6.5,3593.6,551
2022,35,0,30911,Tommy Fleetwood,6.5,1579.2,244
2022,35,0,32102,Rickie Fowler,6.5,2834.7,438
2022,35,0,31646,Emiliano Grillo,6.5,3573.9,553
2022,35,0,34363,Tyrrell Hatton,6.5,2015.5,312
2022,35,0,34098,Russell Henley,6.5,3054.9,470
2022,35,0,35532,Tom Hoge,6.5,3747.6,579
2022,35,0,35506,Mackenzie Hughes,6.5,3405.6,524
2022,35,0,39971,Sungjae Im,6.5,3549.8,545
2022,35,0,29478,Kevin Kisner,6.5,2501.4,385
2022,35,0,36852,Jim Knous,6.5,2042.6,314
2022,35,0,31420,Anirban Lahiri,6.5,2950.2,457
2022,35,0,26851,Marc Leishman,6.5,2810.8,435
2022,35,0,51950,Max McGreevy,6.5,3039.7,471
2022,35,0,28237,Rory McIlroy,6.5,2320.9,357
2022,35,0,48822,Sebastián Muñoz,6.5,3650.1,562
2022,35,0,27349,Alex Noren,6.5,1877.0,290
2022,35,0,33667,Carlos Ortiz,6.5,2651.4,409
2022,35,0,23320,Ryan Palmer,6.5,2528.9,392
2022,35,0,22056,Cameron Percy,6.5,1904.7,294
2022,35,0,24361,Pat Perez,6.5,1994.0,306
2022,35,0,49771,J.T. Poston,6.5,4115.0,633
2022,35,0,46970,Jon Rahm,6.5,2264.1,347
2022,35,0,47347,Adam Schenk,6.5,3507.5,542
2022,35,0,35891,Cameron Smith,6.5,2347.7,363
2022,35,0,39324,J.J. Spaun,6.5,3447.3,534
2022,35,0,30692,Scott Stallings,6.5,3941.4,611
2022,35,0,29518,Brendan Steele,6.5,3273.3,506
2022,35,0,27214,Kevin Streelman,6.5,4088.7,629
2022,35,0,49964,Aaron Wise,6.5,3530.0,542
2022,35,0,45540,Jared Wolfe,6.5,2388.6,366
2022,35,0,56278,Matthew Wolff,6.5,1637.7,251
2022,71,0,27895,Jonas Blixt,6.4,2344.1,368
2022,71,0,55708,Hayden Buckley,6.4,3559.1,552
2022,71,0,47504,Sam Burns,6.4,3269.0,508
2022,71,0,20229,Stewart Cink,6.4,2743.7,429
2022,71,0,39436,Joshua Creel,6.4,2279.1,358
2022,71,0,35110,Brett Drewitt,6.4,2174.3,339
2022,71,0,52375,Doug Ghim,6.4,3089.0,485
2022,71,0,32662,Michael Gligic,6.4,2950.9,461
2022,71,0,46402,Talor Gooch,6.4,1834.2,288
2022,71,0,35310,Lanto Griffin,6.4,3130.1,487
2022,71,0,33399,Adam Hadwin,6.4,3504.1,549
2022,71,0,27644,Brian Harman,6.4,3859.2,604
2022,71,0,54628,Lee Hodges,6.4,4285.1,666
2022,71,0,39977,Max Homa,6.4,3475.0,543
2022,71,0,27974,Sung Kang,6.4,3114.6,487
2022,71,0,30926,Chris Kirk,6.4,2957.8,460
2022,71,0,32757,Patton Kizzire,6.4,3679.9,571
2022,71,0,23108,Matt Kuchar,6.4,3068.6,482
2022,71,0,27936,Martin Laird,6.4,2920.9,454
2022,71,0,49766,Hank Lebioda,6.4,3365.7,524
2022,71,0,36326,David Lipsky,6.4,3704.2,581
