YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
2014,91,0,34563,Chesson Hadley,0.041,2.884,71
2014,92,0,29222,Billy Hurley III,0.039,2.815,72
2014,93,0,21961,Charles Howell III,0.037,3.549,95
2014,94,0,23135,Tim Clark,0.025,1.538,62
2014,95,0,28092,D.H. Lee,0.024,1.062,45
2014,95,0,32640,Troy Merritt,0.024,1.325,55
2014,97,0,30750,Tommy Gainey,0.019,1.14,60
2014,98,0,28475,Jeff Overton,0.017,1.129,66
2014,98,0,28132,Tyrone Van Aswegen,0.017,1.074,65
2014,100,0,20848,Ángel Cabrera,0.007,0.439,61
2014,101,0,27214,Kevin Streelman,0.006,0.333,60
2014,102,0,35732,Wes Roach,0.0,-0.015,50
2014,102,0,27770,Camilo Villegas,0.0,-0.021,84
2014,104,0,26851,Marc Leishman,-0.017,-1.14,69
2014,105,0,29425,Andrew Svoboda,-0.026,-1.704,66
2014,106,0,34099,Harris English,-0.028,-2.092,74
2014,107,0,23638,Brendon de Jonge,-0.032,-2.961,92
2014,108,0,22405,Justin Rose,-0.04,-2.062,52
2014,109,0,29740,Brad Fritsch,-0.05,-1.947,39
2014,109,0,25804,Bubba Watson,-0.05,-2.812,56
2014,111,0,23623,Bo Van Pelt,-0.053,-3.574,67
2014,112,0,24663,Y.E. Yang,-0.073,-4.43,61
2014,113,0,27141,J.B. Holmes,-0.075,-5.753,77
2014,113,0,27095,Nick Watney,-0.075,-4.191,56
2014,115,0,22293,Heath Slocum,-0.078,-4.862,62
2014,116,0,34409,David Lingmerth,-0.087,-5.82,67
2014,117,0,26956,Bronson La'Cassie,-0.088,-3.17,36
2014,118,0,27436,Graham DeLaet,-0.093,-5.982,64
2014,119,0,27466,Spencer Levin,-0.094,-4.683,50
2014,120,0,27408,Martin Kaymer,-0.111,-5.332,48
2014,121,0,33122,Russell Knox,-0.116,-9.627,83
2014,122,0,25191,Gonzalo Fernandez-Castaño,-0.12,-8.265,69
2014,123,0,29289,S.Y. Noh,-0.121,-9.089,75
2014,124,0,20229,Stewart Cink,-0.131,-9.399,72
2014,125,0,7867,Woody Austin,-0.137,-7.81,57
2014,126,0,25345,Carl Pettersson,-0.138,-11.737,85
2014,127,0,28500,Martin Flores,-0.144,-9.76,68
2014,128,0,33418,Shawn Stefani,-0.146,-8.331,57
2014,129,0,31323,Gary Woodland,-0.149,-10.847,73
2014,130,0,27936,Martin Laird,-0.154,-8.49,55
2014,131,0,20498,Briny Baird,-0.156,-7.024,45
2014,132,0,32333,Kevin Tway,-0.157,-7.357,47
2014,133,0,34174,John Huh,-0.159,-11.142,70
2014,134,0,10885,Robert Allenby,-0.163,-11.431,70
2014,135,0,21528,Henrik Stenson,-0.17,-6.447,38
2014,136,0,6522,Ernie Els,-0.171,-10.756,63
2014,137,0,23353,J.J. Henry,-0.187,-14.566,78
2014,138,0,34264,Hudson Swafford,-0.2,-11.617,58
2014,139,0,34265,Will Wilcox,-0.204,-8.141,40
2014,140,0,27556,Ted Potter Jr.,-0.216,-12.934,60
2014,141,0,27330,Josh Teater,-0.218,-16.385,75
2014,142,0,32334,Charlie Beljan,-0.231,-15.491,67
2014,143,0,22913,John Rollins,-0.252,-16.864,67
2014,144,0,24925,Jonathan Byrd,-0.271,-17.614,65
2014,145,0,32366,Kevin Chappell,-0.278,-24.167,87
2014,146,0,30692,Scott Stallings,-0.305,-19.191,63
2014,147,0,32448,James Hahn,-0.306,-22.332,73
2014,148,0,23621,Rory Sabbatini,-0.326,-21.162,65
2014,149,0,22046,Geoff Ogilvy,-0.331,-24.193,73
2014,150,0,25240,D.A. Points,-0.344,-18.917,55
2014,151,0,1706,Davis Love III,-0.361,-22.774,63
2014,152,0,31557,Jim Herman,-0.362,-17.364,48
2014,153,0,27064,Jhonattan Vegas,-0.37,-23.675,64
2014,154,0,32200,Roberto Castro,-0.384,-22.671,59
2014,155,0,34021,Bud Cauley,-0.389,-17.896,46
2014,156,0,32839,Hideki Matsuyama,-0.393,-25.129,64
2014,157,0,20104,Ken Duke,-0.409,-26.967,66
2014,157,0,28486,Michael Putnam,-0.409,-37.202,91
2014,159,0,27120,Troy Matteson,-0.422,-20.683,49
2014,160,0,26329,Louis Oosthuizen,-0.429,-12.882,30
2014,161,0,12510,Chad Campbell,-0.434,-19.952,46
2014,162,0,26679,Kevin Stadler,-0.467,-30.351,65
2014,163,0,22378,Trevor Immelman,-0.474,-31.78,67
2014,164,0,21878,Mark Wilson,-0.539,-30.747,57
2014,165,0,37273,Derek Ernst,-0.558,-35.154,63
2014,166,0,27933,John Merrick,-0.568,-40.919,72
2014,167,0,25686,Jason Dufner,-0.576,-24.208,42
2014,168,0,6567,Vijay Singh,-0.579,-43.983,76
2014,169,0,25274,Steven Bowditch,-0.581,-45.28,78
2014,170,0,29461,Jamie Lovemark,-0.585,-27.518,47
2014,171,0,28780,Nicholas Thompson,-0.622,-43.514,70
2014,172,0,1724,Jeff Maggert,-0.652,-28.696,44
2014,173,0,31193,Jim Renner,-0.792,-41.196,52
2014,174,0,35541,John Peterson,-0.819,-45.067,55
2014,175,0,26289,Boo Weekley,-1.152,-64.497,56
2014,176,0,30110,Kyle Stanley,-1.385,-99.737,72
2014,177,0,25900,Lucas Glover,-1.475,-69.302,47
2013,1,0,20593,Greg Chalmers,0.857,59.966,70
2013,2,0,6527,Steve Stricker,0.72,25.185,35
2013,3,0,6004,Stephen Ames,0.713,31.372,44
2013,4,0,27649,Brandt Snedeker,0.692,40.15,58
2013,5,0,22371,Aaron Baddeley,0.661,38.976,59
2013,5,0,1810,Phil Mickelson,0.661,37.669,57
2013,7,0,23409,James Driscoll,0.65,40.948,63
2013,8,0,34098,Russell Henley,0.609,40.206,66
2013,9,0,23800,Bryce Molder,0.594,42.205,71
2013,10,0,21209,Sergio Garcia,0.591,27.798,47
2013,11,0,35139,Richard Lee,0.564,40.621,72
2013,12,0,22806,Doug LaBelle II,0.545,32.18,59
2013,13,0,23983,Luke Donald,0.528,24.266,46
2013,14,0,22792,Peter Hanson,0.484,15.973,33
2013,14,0,26758,David Hearn,0.484,35.344,73
2013,16,0,34099,Harris English,0.477,39.119,82
2013,17,0,30926,Chris Kirk,0.456,36.956,81
2013,18,0,21731,Freddie Jacobson,0.449,20.669,46
2013,19,0,21961,Charles Howell III,0.438,35.056,80
2013,20,0,30711,Colt Knost,0.435,25.252,58
2013,21,0,21099,David Lynn,0.432,24.168,56
2013,22,0,19846,Brian Gay,0.428,30.362,71
2013,23,0,8793,Tiger Woods,0.426,18.333,43
2013,24,0,32102,Rickie Fowler,0.425,25.099,59
2013,25,0,28135,Aaron Watkins,0.402,14.068,35
2013,26,0,23108,Matt Kuchar,0.398,27.495,69
2013,27,0,24781,Hunter Mahan,0.382,25.964,68
2013,28,0,29420,Billy Horschel,0.381,31.619,83
2013,29,0,28259,Sangmoon Bae,0.371,26.74,72
2013,30,0,28089,Jason Day,0.37,22.546,61
2013,31,0,24024,Zach Johnson,0.365,24.485,67
2013,32,0,20098,Stuart Appleby,0.353,27.895,79
2013,33,0,34360,Patrick Reed,0.35,25.875,74
2013,34,0,10860,Justin Leonard,0.348,26.068,75
2013,35,0,27963,Chris Stroud,0.34,26.558,78
2013,36,0,33418,Shawn Stefani,0.338,16.905,50
2013,37,0,24357,K.J. Choi,0.337,21.244,63
2013,38,0,1320,Bob Estes,0.335,20.768,62
2013,39,0,23320,Ryan Palmer,0.333,22.968,69
2013,40,0,28475,Jeff Overton,0.315,23.314,74
2013,41,0,29221,Webb Simpson,0.313,21.939,70
2013,42,0,27895,Jonas Blixt,0.312,20.883,67
2013,43,0,26331,Charl Schwartzel,0.301,16.246,54
2013,44,0,10423,Mike Weir,0.288,13.544,47
2013,45,0,25632,Jimmy Walker,0.276,20.687,75
2013,46,0,26951,Johnson Wagner,0.271,14.096,52
2013,47,0,24924,Bill Haas,0.266,18.348,69
2013,48,0,26497,Casey Wittenberg,0.254,15.516,61
2013,49,0,33141,Keegan Bradley,0.25,18.002,72
2013,50,0,27556,Ted Potter Jr.,0.247,13.565,55
2013,51,0,27214,Kevin Streelman,0.246,16.735,68
2013,52,0,24494,Erik Compton,0.234,15.213,65
2013,53,0,21753,Brian Davis,0.232,19.228,83
2013,54,0,31202,William McGirt,0.229,16.251,71
2013,55,0,25834,Daniel Summerhays,0.221,17.267,78
2013,56,0,22621,Ben Curtis,0.211,9.689,46
2013,57,0,8075,Jerry Kelly,0.198,12.687,64
2013,58,0,33461,Morgan Hoffmann,0.193,10.24,53
2013,59,0,24507,Jason Bohn,0.185,12.192,66
2013,60,0,34046,Jordan Spieth,0.182,12.183,67
2013,61,0,24138,Ian Poulter,0.177,6.906,39
2013,62,0,20160,Charlie Wi,0.176,11.63,66
2013,63,0,8725,Tom Gillis,0.173,10.396,60
2013,64,0,27644,Brian Harman,0.147,11.191,76
2013,65,0,23353,J.J. Henry,0.146,10.78,74
2013,65,0,30692,Scott Stallings,0.146,9.62,66
2013,67,0,26300,Matt Jones,0.145,10.147,70
2013,68,0,27408,Martin Kaymer,0.137,5.77,42
2013,69,0,25572,Graeme McDowell,0.136,5.027,37
2013,70,0,12716,Charley Hoffman,0.128,9.35,73
2013,71,0,28679,Fabián Gómez,0.124,6.947,56
2013,72,0,22056,Cameron Percy,0.121,6.908,57
2013,73,0,25562,Andres Romero,0.117,6.092,52
2013,74,0,33419,Cameron Tringale,0.104,7.766,75
2013,75,0,23325,Vaughn Taylor,0.103,4.118,40
2013,76,0,27436,Graham DeLaet,0.1,8.078,81
2013,77,0,10809,Jim Furyk,0.092,5.901,64
2013,78,0,30750,Tommy Gainey,0.089,6.682,75
2013,79,0,28500,Martin Flores,0.08,6.065,76
2013,79,0,26851,Marc Leishman,0.08,5.144,64
2013,81,0,20848,Ángel Cabrera,0.069,3.943,57
2013,82,0,31560,Brian Stuard,0.067,4.232,63
2013,82,0,29425,Andrew Svoboda,0.067,2.342,35
2013,84,0,27933,John Merrick,0.063,4.317,68
2013,85,0,31323,Gary Woodland,0.062,5.105,83
2013,86,0,23135,Tim Clark,0.058,2.497,43
2013,87,0,23497,Tag Ridings,0.053,3.08,58
2013,88,0,36884,Ben Kohles,0.051,3.144,62
2013,89,0,34261,Scott Langley,0.04,2.58,64
2013,90,0,24227,Justin Bolli,0.038,1.744,46
2013,91,0,28092,D.H. Lee,0.037,2.134,58
2013,92,0,23638,Brendon de Jonge,0.03,2.936,97
2013,93,0,29518,Brendan Steele,0.028,2.119,77
2013,94,0,23541,Ben Crane,0.024,1.321,55
2013,95,0,27330,Josh Teater,0.022,1.368,61
2013,96,0,32698,Bobby Gates,0.011,0.401,38
2013,97,0,27095,Nick Watney,0.006,0.445,73
2013,98,0,21528,Henrik Stenson,0.004,0.171,44
2013,99,0,27120,Troy Matteson,0.003,0.196,59
2013,100,0,32448,James Hahn,0.002,0.153,67
2013,101,0,34431,Robert Streb,0.0,-0.003,62
2013,102,0,6573,Brandt Jobe,-0.002,-0.08,53
2013,103,0,34409,David Lingmerth,-0.009,-0.526,57
2013,103,0,26476,Chez Reavie,-0.009,-0.584,67
2013,105,0,10213,Dicky Pride,-0.011,-0.652,59
2013,106,0,25336,Alistair Presnell,-0.02,-0.909,46
2013,107,0,20104,Ken Duke,-0.026,-1.917,75
2013,108,0,20443,Jin Park,-0.027,-1.14,43
2013,108,0,24502,Adam Scott,-0.027,-1.174,44
2013,110,0,24490,George McNeill,-0.028,-1.807,64
2013,110,0,26596,Ryan Moore,-0.028,-1.568,57
2013,110,0,25345,Carl Pettersson,-0.028,-1.797,64
2013,113,0,24361,Pat Perez,-0.039,-2.515,64
2013,114,0,12782,Tim Herron,-0.041,-1.816,44
2013,115,0,25274,Steven Bowditch,-0.046,-2.675,58
2013,116,0,24663,Y.E. Yang,-0.069,-2.827,41
2013,117,0,28307,Matt Every,-0.092,-7.372,80
2013,118,0,28237,Rory McIlroy,-0.093,-3.796,41
2013,119,0,25804,Bubba Watson,-0.096,-5.642,59
2013,120,0,30925,Dustin Johnson,-0.101,-5.14,51
2013,121,0,30944,Jason Kokrak,-0.119,-8.601,72
2013,122,0,32150,Michael Thompson,-0.12,-6.336,53
2013,123,0,27936,Martin Laird,-0.127,-6.723,53
2013,124,0,20766,Padraig Harrington,-0.131,-4.584,35
2013,125,0,6522,Ernie Els,-0.136,-6.547,48
2013,126,0,20645,John Senden,-0.138,-8.416,61
2013,127,0,27770,Camilo Villegas,-0.149,-9.556,64
2013,128,0,30163,Henrik Norlander,-0.16,-9.458,59
2013,129,0,25240,D.A. Points,-0.161,-10.919,68
2013,130,0,27503,Steve LeBrun,-0.181,-9.599,53
2013,130,0,23623,Bo Van Pelt,-0.181,-9.773,54
2013,132,0,25818,Scott Piercy,-0.184,-11.378,62
2013,133,0,22405,Justin Rose,-0.188,-8.662,46
2013,134,0,32334,Charlie Beljan,-0.205,-11.257,55
2013,134,0,35539,Luke Guthrie,-0.205,-13.313,65
2013,136,0,21878,Mark Wilson,-0.21,-10.499,50
2013,137,0,29740,Brad Fritsch,-0.212,-14.429,68
2013,138,0,37273,Derek Ernst,-0.216,-10.569,49
2013,139,0,29479,Scott Brown,-0.217,-11.954,55
2013,140,0,25444,Justin Hicks,-0.219,-14.424,66
2013,141,0,34174,John Huh,-0.227,-17.011,75
2013,142,0,31557,Jim Herman,-0.229,-10.081,44
2013,143,0,25686,Jason Dufner,-0.231,-14.069,61
2013,144,0,20229,Stewart Cink,-0.238,-13.337,56
2013,145,0,22913,John Rollins,-0.243,-16.518,68
2013,146,0,23788,D.J. Trahan,-0.247,-9.373,38
2013,147,0,12510,Chad Campbell,-0.249,-17.935,72
2013,148,0,27129,Luke List,-0.267,-13.865,52
2013,149,0,23621,Rory Sabbatini,-0.274,-19.7,72
2013,150,0,24140,Sean O'Hair,-0.277,-14.131,51
2013,151,0,28780,Nicholas Thompson,-0.281,-24.131,86
2013,152,0,26679,Kevin Stadler,-0.284,-19.575,69
2013,153,0,1724,Jeff Maggert,-0.316,-18.022,57
2013,154,0,24399,Scott Gardiner,-0.33,-17.179,52
2013,155,0,10885,Robert Allenby,-0.337,-17.531,52
2013,155,0,19970,Robert Karlsson,-0.337,-12.462,37
2013,155,0,22046,Geoff Ogilvy,-0.337,-14.174,42
2013,158,0,32366,Kevin Chappell,-0.338,-22.66,67
2013,159,0,22378,Trevor Immelman,-0.365,-22.637,62
2013,160,0,2206,David Toms,-0.379,-12.112,32
2013,161,0,22295,Darron Stiles,-0.427,-17.952,42
2013,161,0,28310,Lee Williams,-0.427,-21.752,51
2013,163,0,24358,Robert Garrigus,-0.437,-21.395,49
2013,164,0,22961,David Mathis,-0.448,-27.791,62
2013,165,0,1116,Michael Bradley,-0.45,-19.368,43
2013,166,0,29289,S.Y. Noh,-0.463,-28.715,62
2013,167,0,32200,Roberto Castro,-0.465,-39.019,84
2013,168,0,20396,Lee Westwood,-0.484,-24.676,51
2013,169,0,20572,Rod Pampling,-0.564,-19.74,35
2013,170,0,34021,Bud Cauley,-0.57,-31.917,56
2013,171,0,23452,Nicolas Colsaerts,-0.579,-20.83,36
2013,172,0,24846,Ricky Barnes,-0.584,-37.979,65
2013,173,0,20691,Greg Owen,-0.669,-44.163,66
2013,174,0,26289,Boo Weekley,-0.676,-56.094,83
2013,175,0,30852,Ryo Ishikawa,-0.683,-37.58,55
2013,175,0,30110,Kyle Stanley,-0.683,-41.004,60
2013,177,0,28455,Will Claxton,-0.709,-39.696,56
2013,178,0,25900,Lucas Glover,-0.851,-44.265,52
2013,179,0,6567,Vijay Singh,-0.876,-42.025,48
2013,180,0,33869,Eric Meierdierks,-0.978,-36.175,37
2012,1,0,27649,Brandt Snedeker,0.86,55.901,65
2012,2,0,23983,Luke Donald,0.818,39.258,48
2012,3,0,27895,Jonas Blixt,0.804,51.477,64
2012,4,0,19846,Brian Gay,0.704,54.888,78
2012,5,0,23800,Bryce Molder,0.666,47.29,71
2012,6,0,28500,Martin Flores,0.656,53.826,82
2012,7,0,27797,Derek Lamely,0.636,35.62,56
2012,8,0,22371,Aaron Baddeley,0.604,33.197,55
2012,9,0,20623,Gavin Coles,0.591,33.67,57
2012,10,0,24024,Zach Johnson,0.568,42.0,74
2012,11,0,1810,Phil Mickelson,0.562,33.707,60
2012,12,0,23623,Bo Van Pelt,0.542,35.208,65
2012,13,0,28089,Jason Day,0.526,24.741,47
2012,14,0,24663,Y.E. Yang,0.516,24.781,48
2012,15,0,20593,Greg Chalmers,0.506,37.934,75
2012,16,0,22621,Ben Curtis,0.505,24.238,48
2012,17,0,23108,Matt Kuchar,0.472,31.151,66
2012,18,0,23320,Ryan Palmer,0.453,32.168,71
2012,19,0,25345,Carl Pettersson,0.444,35.496,80
2012,20,0,23409,James Driscoll,0.434,30.362,70
2012,21,0,23541,Ben Crane,0.432,26.762,62
2012,22,0,30927,Brendon Todd,0.427,26.891,63
2012,22,0,25632,Jimmy Walker,0.427,38.829,91
2012,24,0,26596,Ryan Moore,0.424,34.312,81
2012,25,0,10809,Jim Furyk,0.423,27.493,65
2012,26,0,21209,Sergio Garcia,0.4,17.601,44
2012,27,0,21753,Brian Davis,0.37,29.211,79
2012,28,0,32150,Michael Thompson,0.355,23.097,65
2012,29,0,21350,Ryuji Imada,0.351,24.242,69
2012,30,0,20104,Ken Duke,0.349,31.447,90
2012,31,0,26951,Johnson Wagner,0.346,26.284,76
2012,32,0,8793,Tiger Woods,0.339,16.282,48
2012,33,0,22961,David Mathis,0.338,23.324,69
2012,34,0,20850,Daniel Chopra,0.331,14.231,43
2012,35,0,33141,Keegan Bradley,0.33,23.445,71
2012,35,0,27466,Spencer Levin,0.33,21.79,66
2012,37,0,29478,Kevin Kisner,0.303,16.053,53
2012,38,0,20229,Stewart Cink,0.301,16.239,54
2012,39,0,28475,Jeff Overton,0.293,26.961,92
2012,40,0,31202,William McGirt,0.282,22.289,79
2012,41,0,20160,Charlie Wi,0.279,20.398,73
2012,42,0,29222,Billy Hurley III,0.276,15.721,57
2012,43,0,24925,Jonathan Byrd,0.262,14.686,56
2012,44,0,26758,David Hearn,0.261,23.003,88
2012,45,0,6573,Brandt Jobe,0.257,11.553,45
2012,46,0,23718,Nathan Green,0.248,14.162,57
2012,47,0,24490,George McNeill,0.238,16.899,71
2012,47,0,22046,Geoff Ogilvy,0.238,13.063,55
2012,49,0,29910,Blake Adams,0.232,20.406,88
2012,50,0,23542,Tommy Biershenk,0.224,12.972,58
2012,51,0,25818,Scott Piercy,0.221,19.034,86
2012,52,0,8725,Tom Gillis,0.217,14.94,69
2012,53,0,29221,Webb Simpson,0.211,13.911,66
2012,54,0,30852,Ryo Ishikawa,0.196,7.249,37
2012,55,0,25396,Kevin Na,0.193,12.574,65
2012,56,0,1249,John Daly,0.192,7.294,38
2012,57,0,35139,Richard Lee,0.189,10.775,57
2012,58,0,30925,Dustin Johnson,0.185,9.8,53
2012,59,0,30711,Colt Knost,0.184,12.305,67
2012,60,0,34099,Harris English,0.175,15.234,87
2012,61,0,34174,John Huh,0.167,14.226,85
2012,62,0,24361,Pat Perez,0.16,11.008,69
2012,63,0,20098,Stuart Appleby,0.154,9.991,65
2012,64,0,25686,Jason Dufner,0.153,9.777,64
2012,65,0,24940,Edward Loar,0.145,6.217,43
2012,66,0,23638,Brendon de Jonge,0.144,14.688,102
2012,67,0,29289,S.Y. Noh,0.142,12.086,85
2012,68,0,27120,Troy Matteson,0.136,11.303,83
2012,69,0,6527,Steve Stricker,0.134,7.24,54
2012,70,0,27644,Brian Harman,0.132,11.582,88
2012,71,0,10213,Dicky Pride,0.13,6.391,49
2012,72,0,28259,Sangmoon Bae,0.128,7.288,57
2012,73,0,30750,Tommy Gainey,0.113,10.183,90
2012,74,0,21528,Henrik Stenson,0.105,4.416,42
2012,75,0,24924,Bill Haas,0.103,6.304,61
2012,75,0,24138,Ian Poulter,0.103,3.932,38
2012,77,0,33419,Cameron Tringale,0.102,7.855,77
2012,78,0,27936,Martin Laird,0.099,5.356,54
2012,79,0,28307,Matt Every,0.096,6.173,64
2012,80,0,24494,Erik Compton,0.092,5.862,64
2012,81,0,26331,Charl Schwartzel,0.084,3.365,40
2012,82,0,11123,Chris Couch,0.083,4.491,54
2012,83,0,27963,Chris Stroud,0.082,6.117,75
2012,84,0,1320,Bob Estes,0.074,4.782,65
2012,85,0,27556,Ted Potter Jr.,0.073,4.427,61
2012,86,0,34021,Bud Cauley,0.065,5.957,91
2012,87,0,1706,Davis Love III,0.063,3.299,52
2012,88,0,28237,Rory McIlroy,0.058,2.336,40
2012,89,0,21961,Charles Howell III,0.054,4.174,77
2012,90,0,27974,Sung Kang,0.051,3.134,62
2012,91,0,28308,Troy Kelly,0.05,2.529,51
2012,92,0,32200,Roberto Castro,0.048,3.583,75
2012,93,0,29926,Danny Lee,0.04,2.366,59
2012,93,0,25892,Steve Wheatcroft,0.04,1.675,42
2012,95,0,20645,John Senden,0.039,2.436,62
2012,96,0,23325,Vaughn Taylor,0.031,1.961,64
2012,97,0,21805,Harrison Frazar,0.023,1.124,48
2012,98,0,29476,Kyle Reifers,0.021,1.544,74
2012,99,0,24604,Hunter Haas,0.011,0.571,52
2012,100,0,27302,Garth Mulroy,0.01,0.45,46
2012,101,0,33122,Russell Knox,0.0,0.011,56
2012,102,0,26329,Louis Oosthuizen,-0.004,-0.212,49
2012,103,0,1797,Rocco Mediate,-0.012,-0.702,58
2012,104,0,20766,Padraig Harrington,-0.02,-0.913,45
2012,105,0,27095,Nick Watney,-0.028,-2.103,76
2012,106,0,22913,John Rollins,-0.034,-2.404,71
2012,107,0,27064,Jhonattan Vegas,-0.035,-2.424,69
2012,108,0,24507,Jason Bohn,-0.037,-2.434,66
2012,109,0,6522,Ernie Els,-0.05,-3.28,65
2012,110,0,25834,Daniel Summerhays,-0.053,-3.6,68
2012,111,0,23353,J.J. Henry,-0.054,-3.859,71
2012,111,0,27214,Kevin Streelman,-0.054,-4.144,77
2012,113,0,27141,J.B. Holmes,-0.057,-4.454,78
2012,114,0,29420,Billy Horschel,-0.068,-3.258,48
2012,115,0,23204,Gary Christian,-0.077,-5.779,75
2012,115,0,8075,Jerry Kelly,-0.077,-5.595,73
2012,117,0,27060,John Mallinger,-0.086,-5.437,63
2012,118,0,26300,Matt Jones,-0.09,-3.98,44
2012,119,0,21878,Mark Wilson,-0.102,-6.952,68
2012,120,0,31558,J.J. Killeen,-0.107,-9.012,84
2012,121,0,24781,Hunter Mahan,-0.109,-7.0,64
2012,121,0,25240,D.A. Points,-0.109,-8.759,80
2012,123,0,29518,Brendan Steele,-0.112,-7.199,64
2012,124,0,6251,Chris DiMarco,-0.113,-8.109,72
2012,125,0,23135,Tim Clark,-0.121,-6.049,50
2012,126,0,22378,Trevor Immelman,-0.122,-6.943,57
2012,126,0,22405,Justin Rose,-0.122,-6.468,53
2012,128,0,1724,Jeff Maggert,-0.127,-9.933,78
2012,129,0,33120,Mark Anderson,-0.133,-8.095,61
2012,130,0,24502,Adam Scott,-0.138,-5.66,41
2012,131,0,2206,David Toms,-0.141,-6.185,44
2012,132,0,21731,Freddie Jacobson,-0.145,-6.384,44
2012,133,0,22548,Patrick Sheehan,-0.149,-6.535,44
2012,134,0,20572,Rod Pampling,-0.153,-10.57,69
2012,135,0,28455,Will Claxton,-0.167,-14.351,86
2012,136,0,12782,Tim Herron,-0.174,-13.188,76
2012,137,0,30944,Jason Kokrak,-0.184,-12.709,69
2012,138,0,1116,Michael Bradley,-0.189,-10.374,55
2012,139,0,27933,John Merrick,-0.193,-13.925,72
2012,140,0,30926,Chris Kirk,-0.195,-16.611,85
2012,141,0,20070,Matt Bettencourt,-0.201,-12.073,60
2012,142,0,32102,Rickie Fowler,-0.202,-13.34,66
2012,143,0,1766,Billy Mayfair,-0.205,-15.991,78
2012,144,0,26476,Chez Reavie,-0.206,-13.57,66
2012,145,0,27330,Josh Teater,-0.209,-17.388,83
2012,146,0,21407,Arjun Atwal,-0.217,-14.324,66
2012,146,0,20848,Ángel Cabrera,-0.217,-8.033,37
2012,148,0,25562,Andres Romero,-0.223,-12.024,54
2012,149,0,24358,Robert Garrigus,-0.225,-16.613,74
2012,150,0,25457,Alexandre Rocha,-0.232,-11.584,50
2012,151,0,6034,Marco Dawson,-0.235,-10.788,46
2012,152,0,23548,Bill Lunde,-0.241,-16.132,67
2012,153,0,20574,Mathew Goggin,-0.242,-13.322,55
2012,154,0,23903,Stephen Gangluff,-0.243,-10.437,43
2012,155,0,6004,Stephen Ames,-0.255,-9.934,39
2012,156,0,32366,Kevin Chappell,-0.262,-18.857,72
2012,156,0,32698,Bobby Gates,-0.262,-19.929,76
2012,158,0,26679,Kevin Stadler,-0.263,-18.428,70
2012,159,0,27436,Graham DeLaet,-0.278,-19.707,71
2012,160,0,25804,Bubba Watson,-0.28,-14.301,51
2012,161,0,25572,Graeme McDowell,-0.282,-10.701,38
2012,162,0,24140,Sean O'Hair,-0.286,-21.736,76
2012,163,0,28093,Miguel Angel Carballo,-0.294,-16.753,57
2012,164,0,1941,Tom Pernice Jr.,-0.318,-16.513,52
2012,165,0,10860,Justin Leonard,-0.325,-22.1,68
2012,166,0,26851,Marc Leishman,-0.331,-25.169,76
2012,167,0,27770,Camilo Villegas,-0.343,-25.07,73
2012,168,0,24357,K.J. Choi,-0.344,-19.278,56
2012,169,0,12652,Cameron Beckman,-0.353,-24.355,69
2012,170,0,20396,Lee Westwood,-0.359,-14.374,40
2012,171,0,23621,Rory Sabbatini,-0.37,-26.604,72
2012,172,0,22348,Nick O'Hern,-0.392,-26.669,68
2012,173,0,6567,Vijay Singh,-0.404,-32.738,81
2012,174,0,30692,Scott Stallings,-0.405,-27.522,68
2012,175,0,20691,Greg Owen,-0.416,-32.064,77
2012,176,0,32334,Charlie Beljan,-0.421,-18.102,43
2012,177,0,12510,Chad Campbell,-0.425,-31.015,73
2012,178,0,10885,Robert Allenby,-0.428,-28.255,66
2012,179,0,29479,Scott Brown,-0.468,-23.853,51
2012,180,0,12716,Charley Hoffman,-0.48,-36.504,76
2012,181,0,24846,Ricky Barnes,-0.488,-40.006,82
2012,182,0,31323,Gary Woodland,-0.497,-26.356,53
2012,183,0,26287,Roland Thatcher,-0.514,-22.622,44
2012,184,0,19970,Robert Karlsson,-0.531,-21.765,41
2012,185,0,22293,Heath Slocum,-0.554,-41.536,75
2012,186,0,23788,D.J. Trahan,-0.579,-35.901,62
2012,187,0,28087,Kris Blanks,-0.608,-36.469,60
2012,188,0,6036,Scott Dunlap,-0.688,-31.655,46
2012,189,0,30110,Kyle Stanley,-0.797,-55.77,70
2012,190,0,26289,Boo Weekley,-1.055,-61.185,58
2012,191,0,22582,Kyle Thompson,-1.209,-44.749,37
2011,1,0,23983,Luke Donald,0.87,45.224,52
2011,2,0,20160,Charlie Wi,0.808,62.204,77
2011,3,0,6527,Steve Stricker,0.78,41.332,53
2011,4,0,23800,Bryce Molder,0.77,54.667,71
2011,5,0,25396,Kevin Na,0.65,44.17,68
2011,6,0,20593,Greg Chalmers,0.635,50.147,79
2011,7,0,21731,Freddie Jacobson,0.629,44.023,70
2011,8,0,27649,Brandt Snedeker,0.588,39.363,67
2011,9,0,24024,Zach Johnson,0.58,37.148,64
2011,10,0,28089,Jason Day,0.576,33.978,59
2011,11,0,19846,Brian Gay,0.556,41.143,74
2011,12,0,26596,Ryan Moore,0.55,32.97,60
2011,13,0,27095,Nick Watney,0.546,33.88,62
2011,14,0,24781,Hunter Mahan,0.527,40.062,76
2011,15,0,10585,Scott McCarron,0.519,28.038,54
2011,16,0,22046,Geoff Ogilvy,0.517,27.923,54
2011,17,0,20848,Ángel Cabrera,0.509,17.831,35
