YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
2024,34,0,57900,Chandler Phillips,0.322,24.138,75
2024,35,0,52215,Robert MacIntyre,0.321,20.224,63
2024,36,0,33408,Tyson Alexander,0.314,19.16,61
2024,37,0,52372,Cameron Champ,0.31,15.199,49
2024,38,0,55893,Sam Stevens,0.306,24.486,80
2024,39,0,34098,Russell Henley,0.304,19.462,64
2024,40,0,27644,Brian Harman,0.291,23.027,79
2024,41,0,34256,Andrew Putnam,0.289,21.693,75
2024,41,0,47995,Davis Riley,0.289,20.216,70
2024,43,0,57975,Harry Hall,0.279,19.84,71
2024,44,0,46717,Viktor Hovland,0.269,14.008,52
2024,45,0,34563,Chesson Hadley,0.265,16.188,61
2024,46,0,48867,Matti Schmid,0.26,16.358,63
2024,47,0,47591,Eric Cole,0.258,24.753,96
2024,48,0,34466,Peter Malnati,0.257,17.505,68
2024,48,0,51634,Sahith Theegala,0.257,21.839,85
2024,50,0,49771,J.T. Poston,0.252,19.439,77
2024,51,0,33968,Thorbjørn Olesen,0.251,10.021,40
2024,52,0,54591,Ben Griffin,0.238,21.68,91
2024,53,0,35450,Patrick Cantlay,0.234,12.883,55
2024,54,0,27349,Alex Noren,0.213,12.753,60
2024,55,0,49947,Taylor Moore,0.19,16.716,88
2024,56,0,29936,Ryan Fox,0.181,12.512,69
2024,56,0,33486,Roger Sloan,0.181,9.748,54
2024,58,0,50484,Hayden Springer,0.177,9.905,56
2024,59,0,28237,Rory McIlroy,0.173,10.748,62
2024,60,0,46113,Ryan McCormick,0.17,7.973,47
2024,61,0,27936,Martin Laird,0.164,9.532,58
2024,62,0,32791,K.H. Lee,0.155,10.542,68
2024,63,0,27649,Brandt Snedeker,0.147,7.658,52
2024,64,0,47806,Raul Pereda,0.142,5.095,36
2024,65,0,39971,Sungjae Im,0.138,10.891,79
2024,66,0,32102,Rickie Fowler,0.136,9.238,68
2024,67,0,52955,Ludvig Åberg,0.135,8.919,66
2024,68,0,31646,Emiliano Grillo,0.129,9.967,77
2024,68,0,52513,Carson Young,0.129,9.583,74
2024,70,0,47679,Victor Perez,0.126,7.694,61
2024,71,0,48153,Matthieu Pavon,0.125,6.616,53
2024,71,0,36699,Patrick Rodgers,0.125,11.122,89
2024,73,0,50525,Collin Morikawa,0.121,8.341,69
2024,74,0,48119,Ben Taylor,0.113,6.116,54
2024,75,0,29478,Kevin Kisner,0.105,4.924,47
2024,76,0,54783,Dylan Wu,0.103,7.232,70
2024,77,0,46046,Scottie Scheffler,0.095,5.878,62
2024,78,0,39975,Michael Kim,0.084,5.297,63
2024,79,0,51349,Nico Echavarria,0.083,5.845,70
2024,80,0,54576,Patrick Fishburn,0.078,4.345,56
2024,81,0,52514,Trace Crowe,0.074,3.905,53
2024,82,0,48887,Matt Wallace,0.069,4.026,58
2024,83,0,54421,Garrick Higgo,0.066,4.144,63
2024,84,0,51287,Ryo Hisatsune,0.065,4.529,70
2024,85,0,52666,Sami Valimaki,0.06,3.429,57
2024,86,0,32366,Kevin Chappell,0.058,2.389,41
2024,87,0,46414,Aaron Rai,0.054,4.082,75
2024,88,0,28775,Nate Lashley,0.047,2.935,62
2024,89,0,29908,C.T. Pan,0.045,2.554,57
2024,90,0,58168,Davis Thompson,0.042,3.359,80
2024,91,0,28252,Seamus Power,0.041,3.608,89
2024,92,0,30911,Tommy Fleetwood,0.04,2.589,64
2024,93,0,35532,Tom Hoge,0.037,3.401,91
2024,94,0,46441,Robby Shelton,0.036,2.359,66
2024,95,0,47347,Adam Schenk,0.026,2.105,81
2024,96,0,33399,Adam Hadwin,0.023,1.65,71
2024,97,0,22405,Justin Rose,0.022,1.176,53
2024,98,0,36801,Mark Hubbard,0.017,1.513,88
2024,99,0,36799,Stephan Jaeger,0.01,0.726,73
2024,100,0,51997,Andrew Novak,-0.003,-0.248,77
2024,101,0,59866,Nick Dunlap,-0.006,-0.372,64
2024,101,0,34046,Jordan Spieth,-0.006,-0.368,63
2024,103,0,27129,Luke List,-0.01,-0.665,66
2024,104,0,49960,Sepp Straka,-0.018,-1.188,66
2024,105,0,56149,Wilson Furr,-0.024,-1.108,46
2024,106,0,39977,Max Homa,-0.025,-1.716,69
2024,107,0,34374,Erik Barnes,-0.028,-1.252,44
2024,108,0,39324,J.J. Spaun,-0.035,-2.529,73
2024,109,0,25493,Nick Taylor,-0.042,-3.186,76
2024,110,0,59143,Mac Meissner,-0.056,-3.639,65
2024,111,0,37212,Paul Barjon,-0.059,-2.599,44
2024,112,0,33204,Shane Lowry,-0.076,-4.643,61
2024,113,0,33948,Byeong Hun An,-0.079,-5.24,66
2024,114,0,55182,Tom Kim,-0.081,-5.824,72
2024,115,0,47420,Jake Knapp,-0.082,-5.683,69
2024,115,0,27139,David Skinns,-0.082,-5.601,68
2024,117,0,59095,Chris Gotterup,-0.083,-5.462,66
2024,118,0,32367,Jorge Campillo,-0.11,-4.634,42
2024,118,0,37378,Min Woo Lee,-0.11,-6.519,59
2024,120,0,40058,Zac Blair,-0.114,-8.409,74
2024,121,0,32839,Hideki Matsuyama,-0.118,-7.541,64
2024,122,0,37275,Sam Ryder,-0.127,-7.604,60
2024,123,0,35310,Lanto Griffin,-0.129,-7.465,58
2024,124,0,52374,Brandon Wu,-0.138,-8.688,63
2024,125,0,33141,Keegan Bradley,-0.141,-10.03,71
2024,126,0,48084,Wesley Bryan,-0.158,-5.521,35
2024,127,0,32757,Patton Kizzire,-0.167,-8.842,53
2024,128,0,39997,Corey Conners,-0.168,-13.099,78
2024,129,0,57362,Austin Eckroat,-0.172,-13.427,78
2024,130,0,34021,Bud Cauley,-0.175,-8.916,51
2024,131,0,30163,Henrik Norlander,-0.178,-8.713,49
2024,132,0,47483,Will Zalatoris,-0.181,-10.656,59
2024,133,0,60767,Blaine Hale Jr.,-0.187,-7.114,38
2024,133,0,36871,Matt NeSmith,-0.187,-11.575,62
2024,135,0,52375,Doug Ghim,-0.191,-15.115,79
2024,135,0,47988,Nick Hardy,-0.191,-14.518,76
2024,137,0,36884,Ben Kohles,-0.201,-14.637,73
2024,138,0,27214,Kevin Streelman,-0.205,-11.698,57
2024,139,0,25900,Lucas Glover,-0.215,-16.561,77
2024,140,0,37455,Si Woo Kim,-0.218,-17.037,78
2024,141,0,59442,Parker Coody,-0.223,-10.709,48
2024,142,0,45609,Tyler Duncan,-0.224,-12.555,56
2024,143,0,31323,Gary Woodland,-0.229,-16.519,72
2024,144,0,52453,Nicolai Højgaard,-0.231,-10.401,45
2024,145,0,57366,Cameron Young,-0.234,-16.877,72
2024,146,0,12716,Charley Hoffman,-0.241,-14.704,61
2024,147,0,45157,Cam Davis,-0.254,-18.272,72
2024,147,0,51696,Rico Hoey,-0.254,-17.025,67
2024,149,0,50497,Adrien Dumont de Chassart,-0.266,-15.4,58
2024,150,0,60067,Joe Highsmith,-0.269,-15.599,58
2024,151,0,27064,Jhonattan Vegas,-0.28,-17.106,61
2024,152,0,55708,Hayden Buckley,-0.284,-17.035,60
2024,153,0,32070,Rafael Campos,-0.288,-12.686,44
2024,153,0,45242,Kevin Yu,-0.288,-19.028,66
2024,155,0,26476,Chez Reavie,-0.292,-16.336,56
2024,156,0,29725,Tony Finau,-0.296,-21.044,71
2024,157,0,29221,Webb Simpson,-0.299,-14.66,49
2024,158,0,54628,Lee Hodges,-0.302,-25.947,86
2024,159,0,39546,Keith Mitchell,-0.33,-25.071,76
2024,160,0,28420,Ryan Brehm,-0.363,-16.7,46
2024,161,0,32640,Troy Merritt,-0.381,-22.107,58
2024,162,0,36326,David Lipsky,-0.385,-22.31,58
2024,163,0,40026,Daniel Berger,-0.404,-24.239,60
2024,164,0,34587,Chan Kim,-0.412,-29.241,71
2024,165,0,47663,Kevin Dougherty,-0.414,-20.709,50
2024,165,0,23320,Ryan Palmer,-0.414,-14.904,36
2024,165,0,38991,Alejandro Tosti,-0.414,-25.241,61
2024,168,0,46340,Alex Smalley,-0.418,-24.666,59
2024,169,0,29535,Brice Garnett,-0.424,-18.245,43
2024,170,0,30926,Chris Kirk,-0.427,-28.587,67
2024,171,0,48117,Kurt Kitayama,-0.433,-30.333,70
2024,172,0,40115,Adam Svensson,-0.447,-44.711,100
2024,173,0,34255,Joseph Bramlett,-0.472,-33.987,72
2024,174,0,33448,Justin Thomas,-0.478,-28.682,60
2024,175,0,51890,Greyson Sigg,-0.502,-33.119,66
2024,176,0,50095,Austin Smotherman,-0.557,-21.152,38
2024,177,0,26596,Ryan Moore,-0.58,-37.132,64
2024,178,0,48699,Callum Tarren,-0.629,-36.474,58
2024,179,0,55454,Carl Yuan,-0.63,-34.009,54
2024,180,0,48319,Tom Whitney,-0.637,-31.865,50
2024,181,0,34076,Joel Dahmen,-0.693,-50.558,73
2024,182,0,27770,Camilo Villegas,-0.72,-31.69,44
2024,183,0,27330,Josh Teater,-0.862,-32.767,38
2024,184,0,51070,Vincent Norrman,-0.954,-43.863,46
2023,1,0,46442,Maverick McNealy,0.956,46.822,49
2023,2,0,55789,Taylor Montgomery,0.919,78.103,85
2023,3,0,47993,Denny McCarthy,0.724,63.682,88
2023,4,0,57975,Harry Hall,0.698,51.66,74
2023,5,0,48081,Xander Schauffele,0.667,41.383,62
2023,6,0,39977,Max Homa,0.612,47.109,77
2023,7,0,34363,Tyrrell Hatton,0.597,39.413,66
2023,8,0,47504,Sam Burns,0.584,42.609,73
2023,9,0,58696,Peter Kuest,0.575,22.427,39
2023,10,0,50493,Justin Suh,0.529,51.322,97
2023,11,0,40098,Matt Fitzpatrick,0.525,33.066,63
2023,12,0,34256,Andrew Putnam,0.513,46.204,90
2023,13,0,47591,Eric Cole,0.505,55.055,109
2023,14,0,30911,Tommy Fleetwood,0.493,30.574,62
2023,14,0,37275,Sam Ryder,0.493,43.354,88
2023,16,0,34099,Harris English,0.488,40.02,82
2023,17,0,51634,Sahith Theegala,0.485,41.668,86
2023,18,0,27349,Alex Noren,0.475,34.672,73
2023,19,0,24502,Adam Scott,0.462,24.009,52
2023,20,0,33141,Keegan Bradley,0.447,29.951,67
2023,21,0,33399,Adam Hadwin,0.445,36.022,81
2023,22,0,30927,Brendon Todd,0.441,37.936,86
2023,23,0,34466,Peter Malnati,0.436,33.158,76
2023,24,0,52453,Nicolai Hojgaard,0.415,14.113,34
2023,25,0,49947,Taylor Moore,0.414,33.527,81
2023,26,0,22405,Justin Rose,0.404,21.837,54
2023,27,0,27644,Brian Harman,0.399,31.522,79
2023,28,0,39058,Lucas Herbert,0.398,19.106,48
2023,29,0,49771,J.T. Poston,0.395,33.958,86
2023,30,0,34563,Chesson Hadley,0.389,30.353,78
2023,31,0,22371,Aaron Baddeley,0.384,22.63,59
2023,32,0,48119,Ben Taylor,0.381,32.38,85
2023,33,0,51766,Wyndham Clark,0.37,31.843,86
2023,34,0,35506,Mackenzie Hughes,0.367,26.088,71
2023,35,0,40162,Justin Lower,0.354,28.339,80
2023,36,0,47347,Adam Schenk,0.344,33.673,98
2023,37,0,28089,Jason Day,0.336,21.522,64
2023,37,0,46970,Jon Rahm,0.336,20.184,60
2023,39,0,54591,Ben Griffin,0.334,30.031,90
2023,40,0,54783,Dylan Wu,0.33,26.037,79
2023,41,0,29420,Billy Horschel,0.326,17.256,53
2023,42,0,52955,Ludvig Åberg,0.322,14.495,45
2023,43,0,35449,Adam Long,0.32,27.531,86
2023,44,0,47983,Chad Ramey,0.316,28.162,89
2023,44,0,47128,Richy Werenski,0.316,22.785,72
2023,46,0,35879,Kelly Kraft,0.308,22.519,73
2023,47,0,35450,Patrick Cantlay,0.305,18.884,62
2023,48,0,32102,Rickie Fowler,0.29,23.514,81
2023,49,0,50188,S.H. Kim,0.278,26.992,97
2023,50,0,33653,Thomas Detry,0.259,17.346,67
2023,51,0,31202,William McGirt,0.255,9.417,37
2023,52,0,25493,Nick Taylor,0.241,18.099,75
2023,53,0,45522,Christiaan Bezuidenhout,0.239,18.856,79
2023,54,0,46717,Viktor Hovland,0.236,16.527,70
2023,54,0,31560,Brian Stuard,0.236,11.776,50
2023,56,0,35461,Beau Hossler,0.224,19.713,88
2023,56,0,29289,S.Y. Noh,0.224,10.314,46
2023,58,0,33597,Harry Higgs,0.218,12.846,59
2023,59,0,40115,Adam Svensson,0.217,22.347,103
2023,60,0,49960,Sepp Straka,0.216,16.629,77
2023,61,0,28420,Ryan Brehm,0.212,14.181,67
2023,62,0,39971,Sungjae Im,0.207,17.606,85
2023,63,0,28252,Seamus Power,0.202,13.135,65
2023,64,0,54628,Lee Hodges,0.165,14.677,89
2023,65,0,28237,Rory McIlroy,0.164,9.52,58
2023,66,0,35532,Tom Hoge,0.162,13.749,85
2023,67,0,36699,Patrick Rodgers,0.161,13.559,84
2023,68,0,23108,Matt Kuchar,0.145,11.463,79
2023,69,0,29535,Brice Garnett,0.136,8.594,63
2023,70,0,30926,Chris Kirk,0.134,10.165,76
2023,71,0,52513,Carson Young,0.124,9.31,75
2023,72,0,51997,Andrew Novak,0.116,7.868,68
2023,73,0,55182,Tom Kim,0.115,8.732,76
2023,73,0,32139,Danny Willett,0.115,6.093,53
2023,75,0,24024,Zach Johnson,0.109,6.092,56
2023,76,0,57362,Austin Eckroat,0.103,7.424,72
2023,77,0,54421,Garrick Higgo,0.101,9.094,90
2023,78,0,39975,Michael Kim,0.094,6.507,69
2023,79,0,34046,Jordan Spieth,0.086,5.302,62
2023,80,0,33410,Andrew Landry,0.075,4.755,63
2023,81,0,28775,Nate Lashley,0.074,6.245,84
2023,82,0,48867,Matti Schmid,0.071,3.698,52
2023,83,0,34409,David Lingmerth,0.06,3.553,59
2023,84,0,31646,Emiliano Grillo,0.055,4.853,88
2023,85,0,39546,Keith Mitchell,0.054,3.976,74
2023,86,0,55708,Hayden Buckley,0.051,3.326,65
2023,87,0,47988,Nick Hardy,0.048,4.236,89
2023,87,0,27963,Chris Stroud,0.048,1.96,41
2023,89,0,29970,Dylan Frittelli,0.041,2.413,59
2023,89,0,35310,Lanto Griffin,0.041,1.855,45
2023,91,0,33413,Ben Martin,0.028,2.256,80
2023,92,0,25632,Jimmy Walker,0.022,1.673,76
2023,93,0,36801,Mark Hubbard,0.02,1.784,89
2023,93,0,53165,Doc Redman,0.02,1.329,67
2023,95,0,32333,Kevin Tway,0.019,1.494,80
2023,96,0,51890,Greyson Sigg,0.018,1.57,89
2023,97,0,40058,Zac Blair,0.004,0.245,63
2023,98,0,50095,Austin Smotherman,-0.004,-0.343,81
2023,99,0,49766,Hank Lebioda,-0.008,-0.349,42
2023,100,0,25818,Scott Piercy,-0.009,-0.632,70
2023,101,0,32791,K.H. Lee,-0.01,-0.813,82
2023,102,0,40250,Taylor Pendrith,-0.026,-2.085,80
2023,103,0,26596,Ryan Moore,-0.029,-1.852,64
2023,104,0,48887,Matt Wallace,-0.03,-1.987,67
2023,105,0,29221,Webb Simpson,-0.036,-1.912,53
2023,106,0,32366,Kevin Chappell,-0.04,-1.452,36
2023,107,0,27936,Martin Laird,-0.05,-3.387,68
2023,108,0,35617,Martin Trainer,-0.053,-2.023,38
2023,109,0,20229,Stewart Cink,-0.084,-5.553,66
2023,110,0,36799,Stephan Jaeger,-0.09,-9.606,107
2023,110,0,29908,C.T. Pan,-0.09,-3.497,39
2023,112,0,27974,Sung Kang,-0.097,-3.004,31
2023,113,0,45609,Tyler Duncan,-0.104,-8.239,79
2023,114,0,50525,Collin Morikawa,-0.109,-6.736,62
2023,115,0,47079,Harrison Endycott,-0.113,-7.672,68
2023,116,0,33204,Shane Lowry,-0.114,-6.4,56
2023,117,0,32757,Patton Kizzire,-0.116,-9.638,83
2023,118,0,27214,Kevin Streelman,-0.118,-10.039,85
2023,119,0,32839,Hideki Matsuyama,-0.119,-8.302,70
2023,120,0,34098,Russell Henley,-0.121,-8.849,73
2023,121,0,46441,Robby Shelton,-0.123,-10.245,83
2023,122,0,26476,Chez Reavie,-0.124,-10.556,85
2023,123,0,45157,Cam Davis,-0.127,-10.173,80
2023,124,0,36871,Matt NeSmith,-0.13,-10.947,84
2023,125,0,29725,Tony Finau,-0.133,-9.718,73
2023,125,0,47995,Davis Riley,-0.133,-10.145,76
2023,127,0,46435,Austin Cook,-0.135,-7.537,56
2023,128,0,39997,Corey Conners,-0.136,-10.226,75
2023,128,0,31577,Tano Goya,-0.136,-8.864,65
2023,130,0,24140,Sean O'Hair,-0.139,-4.313,31
2023,131,0,22056,Cameron Percy,-0.147,-6.619,45
2023,132,0,55454,Carl Yuan,-0.148,-10.191,69
2023,133,0,48117,Kurt Kitayama,-0.149,-8.209,55
2023,134,0,58168,Davis Thompson,-0.152,-13.243,87
2023,135,0,33448,Justin Thomas,-0.161,-10.816,67
2023,135,0,52374,Brandon Wu,-0.161,-13.71,85
2023,137,0,51349,Nico Echavarria,-0.165,-9.092,55
2023,138,0,40006,Erik van Rooyen,-0.168,-9.432,56
2023,139,0,56762,Will Gordon,-0.169,-15.047,89
2023,140,0,58967,Trevor Werbylo,-0.185,-10.725,58
2023,141,0,48699,Callum Tarren,-0.188,-15.387,82
2023,142,0,49298,Kramer Hickok,-0.191,-14.894,78
2023,143,0,27095,Nick Watney,-0.193,-10.633,55
2023,144,0,33948,Byeong Hun An,-0.194,-17.247,89
2023,145,0,49453,Trevor Cone,-0.197,-12.418,63
2023,146,0,32448,James Hahn,-0.204,-14.068,69
2023,147,0,19803,Ryan Armour,-0.208,-13.905,67
2023,148,0,39067,MJ Daffue,-0.209,-15.494,74
2023,149,0,39324,J.J. Spaun,-0.212,-17.628,83
2023,150,0,52375,Doug Ghim,-0.218,-16.141,74
2023,151,0,35901,Paul Haley II,-0.238,-16.453,69
2023,152,0,46414,Aaron Rai,-0.262,-22.794,87
2023,153,0,30692,Scott Stallings,-0.272,-18.213,67
2023,154,0,33122,Russell Knox,-0.277,-23.273,84
2023,155,0,30163,Henrik Norlander,-0.279,-18.982,68
2023,156,0,32662,Michael Gligic,-0.281,-14.63,52
2023,157,0,51070,Vincent Norrman,-0.283,-18.384,65
2023,158,0,57366,Cameron Young,-0.287,-19.232,67
2023,159,0,33408,Tyson Alexander,-0.293,-20.488,70
2023,160,0,34255,Joseph Bramlett,-0.297,-20.182,68
2023,161,0,46340,Alex Smalley,-0.299,-27.795,93
2023,162,0,46046,Scottie Scheffler,-0.301,-22.286,74
2023,163,0,37455,Si Woo Kim,-0.308,-26.492,86
2023,164,0,39954,Cody Gribble,-0.309,-15.454,50
2023,165,0,52372,Cameron Champ,-0.312,-18.386,59
2023,166,0,55893,Sam Stevens,-0.314,-26.056,83
2023,167,0,46601,Trey Mullinax,-0.328,-21.948,67
2023,168,0,23320,Ryan Palmer,-0.343,-22.283,65
2023,169,0,25900,Lucas Glover,-0.344,-27.489,80
2023,170,0,34610,Matthias Schwab,-0.374,-30.307,81
2023,171,0,32816,Satoshi Kodaira,-0.401,-17.227,43
2023,172,0,32640,Troy Merritt,-0.429,-30.047,70
2023,173,0,52411,Kyle Westmoreland,-0.431,-25.018,58
2023,174,0,37338,Zecheng Dou,-0.44,-33.414,76
2023,175,0,27554,Scott Harrington,-0.441,-25.155,57
2023,175,0,34431,Robert Streb,-0.441,-27.327,62
2023,177,0,59018,Ryan Gerard,-0.443,-21.71,49
2023,178,0,24925,Jonathan Byrd,-0.454,-16.782,37
2023,179,0,36326,David Lipsky,-0.466,-37.775,81
2023,180,0,48084,Wesley Bryan,-0.483,-14.976,31
2023,181,0,12716,Charley Hoffman,-0.485,-28.124,58
2023,182,0,31557,Jim Herman,-0.497,-30.789,62
2023,183,0,56630,Akshay Bhatia,-0.505,-29.283,58
2023,184,0,36724,Augusto Núñez,-0.522,-30.257,58
2023,185,0,51950,Max McGreevy,-0.527,-33.741,64
2023,186,0,31323,Gary Woodland,-0.568,-42.014,74
2023,187,0,39335,Kevin Roy,-0.581,-30.776,53
2023,188,0,34076,Joel Dahmen,-0.603,-44.051,73
2023,189,0,27129,Luke List,-0.623,-51.694,83
2023,190,0,25686,Jason Dufner,-0.697,-48.105,69
2023,191,0,45242,Kevin Yu,-0.804,-38.575,48
2023,192,0,51491,Brandon Matthews,-1.072,-45.008,42
2023,193,0,51414,Brent Grant,-1.081,-61.634,57
2022,1,0,39058,Lucas Herbert,0.853,34.103,40
2022,2,0,47993,Denny McCarthy,0.818,71.169,87
2022,3,0,30927,Brendon Todd,0.781,54.65,70
2022,4,0,34363,Tyrrell Hatton,0.742,35.622,48
2022,5,0,35461,Beau Hossler,0.717,46.599,65
2022,6,0,45522,Christiaan Bezuidenhout,0.653,35.898,55
2022,7,0,35879,Kelly Kraft,0.572,32.624,57
2022,8,0,35891,Cameron Smith,0.563,27.604,49
2022,9,0,29478,Kevin Kisner,0.561,30.828,55
2022,10,0,47504,Sam Burns,0.553,38.13,69
2022,11,0,23108,Matt Kuchar,0.544,32.663,60
2022,12,0,35617,Martin Trainer,0.52,32.264,62
2022,13,0,34563,Chesson Hadley,0.511,32.704,64
2022,14,0,35506,Mackenzie Hughes,0.509,33.621,66
2022,15,0,26851,Marc Leishman,0.507,31.921,63
2022,16,0,28237,Rory McIlroy,0.495,25.762,52
2022,17,0,24138,Ian Poulter,0.468,16.841,36
2022,18,0,27349,Alex Noren,0.457,21.92,48
2022,19,0,46442,Maverick McNealy,0.454,33.131,73
2022,20,0,22405,Justin Rose,0.45,17.104,38
2022,21,0,29420,Billy Horschel,0.448,24.636,55
2022,22,0,40098,Matt Fitzpatrick,0.425,20.385,48
2022,23,0,56278,Matthew Wolff,0.423,16.082,38
2022,24,0,35449,Adam Long,0.402,30.587,76
2022,25,0,46717,Viktor Hovland,0.389,21.773,56
2022,26,0,30911,Tommy Fleetwood,0.375,15.011,40
2022,27,0,39977,Max Homa,0.369,25.814,70
2022,28,0,35450,Patrick Cantlay,0.367,19.074,52
2022,28,0,46970,Jon Rahm,0.367,20.167,55
2022,30,0,36699,Patrick Rodgers,0.36,24.867,69
2022,31,0,51766,Wyndham Clark,0.358,26.869,75
2022,32,0,48081,Xander Schauffele,0.343,19.561,57
2022,33,0,51894,Vince Whaley,0.341,22.864,67
2022,34,0,23621,Rory Sabbatini,0.336,16.792,50
2022,35,0,46435,Austin Cook,0.327,17.319,53
2022,35,0,29289,S.Y. Noh,0.327,15.043,46
2022,37,0,39971,Sungjae Im,0.326,24.48,75
2022,38,0,34256,Andrew Putnam,0.31,25.111,81
2022,39,0,49960,Sepp Straka,0.285,21.092,74
2022,40,0,28252,Seamus Power,0.283,16.687,59
2022,41,0,49771,J.T. Poston,0.279,22.334,80
2022,41,0,24502,Adam Scott,0.279,17.573,63
2022,43,0,32640,Troy Merritt,0.276,20.458,74
2022,44,0,30692,Scott Stallings,0.267,22.412,84
2022,45,0,36689,Brooks Koepka,0.262,10.202,39
2022,46,0,30944,Jason Kokrak,0.252,12.827,51
2022,46,0,40162,Justin Lower,0.252,13.602,54
2022,48,0,47128,Richy Werenski,0.248,12.661,51
2022,49,0,34360,Patrick Reed,0.241,12.276,51
2022,50,0,36801,Mark Hubbard,0.239,13.154,55
2022,51,0,27895,Jonas Blixt,0.236,9.928,42
2022,52,0,36852,Jim Knous,0.231,8.315,36
2022,53,0,33597,Harry Higgs,0.215,14.622,68
2022,53,0,36884,Ben Kohles,0.215,9.693,45
2022,55,0,39546,Keith Mitchell,0.209,15.079,72
2022,56,0,28775,Nate Lashley,0.206,12.571,61
2022,57,0,34466,Peter Malnati,0.204,17.759,87
2022,58,0,46046,Scottie Scheffler,0.202,13.304,66
2022,59,0,49766,Hank Lebioda,0.195,13.267,68
2022,60,0,24024,Zach Johnson,0.183,10.051,55
2022,61,0,47988,Nick Hardy,0.175,7.855,45
2022,62,0,45526,Abraham Ancer,0.165,7.6,46
2022,63,0,33204,Shane Lowry,0.162,7.778,48
2022,64,0,27139,David Skinns,0.156,8.093,52
2022,65,0,24924,Bill Haas,0.151,10.238,68
2022,66,0,32150,Michael Thompson,0.146,10.833,74
2022,67,0,24361,Pat Perez,0.145,7.386,51
2022,68,0,57366,Cameron Young,0.141,9.859,70
2022,69,0,27974,Sung Kang,0.133,8.252,62
2022,70,0,32791,K.H. Lee,0.13,11.162,86
2022,71,0,32333,Kevin Tway,0.129,8.634,67
2022,72,0,23983,Luke Donald,0.128,6.634,52
2022,73,0,33399,Adam Hadwin,0.127,9.658,76
2022,74,0,25198,Francesco Molinari,0.126,5.052,40
2022,75,0,53165,Doc Redman,0.125,7.873,63
2022,76,0,35310,Lanto Griffin,0.121,8.219,68
2022,77,0,27644,Brian Harman,0.118,9.0,76
2022,77,0,34610,Matthias Schwab,0.118,6.489,55
2022,79,0,37275,Sam Ryder,0.109,8.469,78
2022,80,0,47995,Davis Riley,0.107,8.776,82
2022,81,0,39324,J.J. Spaun,0.1,7.304,73
2022,81,0,49964,Aaron Wise,0.1,7.722,77
2022,83,0,24925,Jonathan Byrd,0.097,4.183,43
2022,84,0,45157,Cam Davis,0.096,7.295,76
2022,85,0,29725,Tony Finau,0.091,6.486,71
2022,85,0,33448,Justin Thomas,0.091,5.553,61
2022,87,0,28089,Jason Day,0.089,4.528,51
2022,88,0,33141,Keegan Bradley,0.067,4.403,66
2022,89,0,29970,Dylan Frittelli,0.061,4.456,73
2022,90,0,47347,Adam Schenk,0.053,4.045,77
2022,91,0,40115,Adam Svensson,0.044,3.709,84
2022,92,0,31323,Gary Woodland,0.039,2.176,56
2022,93,0,29221,Webb Simpson,0.038,1.997,52
2022,94,0,36799,Stephan Jaeger,0.027,1.992,73
2022,95,0,25818,Scott Piercy,0.026,1.731,67
2022,96,0,29908,C.T. Pan,0.022,1.567,71
2022,97,0,48084,Wesley Bryan,0.016,0.629,39
2022,98,0,47529,Mito Pereira,0.012,0.891,75
