YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
2023,0,47983,Chad Ramey,0.49,49,101
2023,0,22405,Justin Rose,0.49,33,68
2023,0,54783,Dylan Wu,0.49,52,106
2023,0,29535,Brice Garnett,0.48,41,86
2023,0,36799,Stephan Jaeger,0.48,58,122
2023,0,50188,S.H. Kim,0.48,53,111
2023,0,33410,Andrew Landry,0.48,38,80
2023,0,34431,Robert Streb,0.48,39,81
2023,0,40115,Adam Svensson,0.48,59,122
2023,0,58967,Trevor Werbylo,0.48,40,83
2023,0,57366,Cameron Young,0.48,41,86
2023,0,57362,Austin Eckroat,0.47,46,98
2023,0,29420,Billy Horschel,0.47,30,64
2023,0,32839,Hideki Matsuyama,0.47,41,87
2023,0,49947,Taylor Moore,0.47,47,101
2023,0,47347,Adam Schenk,0.47,56,119
2023,0,48119,Ben Taylor,0.47,50,106
2023,0,54628,Lee Hodges,0.46,49,107
2023,0,12716,Charley Hoffman,0.46,37,81
2023,0,40162,Justin Lower,0.46,50,109
2023,0,33413,Ben Martin,0.46,47,103
2023,0,39997,Corey Conners,0.45,39,86
2023,0,29970,Dylan Frittelli,0.45,35,78
2023,0,54591,Ben Griffin,0.45,54,119
2023,0,34563,Chesson Hadley,0.45,42,94
2023,0,47988,Nick Hardy,0.45,53,118
2023,0,34466,Peter Malnati,0.45,43,95
2023,0,55893,Sam Stevens,0.45,48,106
2023,0,32448,James Hahn,0.44,35,80
2023,0,37455,Si Woo Kim,0.44,44,100
2023,0,51997,Andrew Novak,0.44,42,95
2023,0,58168,Davis Thompson,0.44,42,96
2023,0,34099,Harris English,0.43,42,97
2023,0,32102,Rickie Fowler,0.43,41,96
2023,0,34098,Russell Henley,0.43,36,84
2023,0,46717,Viktor Hovland,0.43,38,88
2023,0,39975,Michael Kim,0.43,42,97
2023,0,32791,K.H. Lee,0.43,46,107
2023,0,47993,Denny McCarthy,0.43,43,100
2023,0,52374,Brandon Wu,0.43,50,115
2023,0,33408,Tyson Alexander,0.42,40,95
2023,0,33948,Byeong Hun An,0.42,44,105
2023,0,19803,Ryan Armour,0.42,39,92
2023,0,36801,Mark Hubbard,0.42,49,116
2023,0,55182,Tom Kim,0.42,38,90
2023,0,32757,Patton Kizzire,0.42,42,100
2023,0,48081,Xander Schauffele,0.42,34,81
2023,0,34046,Jordan Spieth,0.42,30,72
2023,0,32139,Danny Willett,0.42,28,67
2023,0,52513,Carson Young,0.42,42,99
2023,0,20229,Stewart Cink,0.41,33,80
2023,0,35449,Adam Long,0.41,46,113
2023,0,49960,Sepp Straka,0.41,38,92
2023,0,51766,Wyndham Clark,0.4,41,102
2023,0,31646,Emiliano Grillo,0.4,45,113
2023,0,39971,Sungjae Im,0.4,42,104
2023,0,24024,Zach Johnson,0.4,27,68
2023,0,29289,S.Y. Noh,0.4,27,68
2023,0,48699,Callum Tarren,0.4,40,99
2023,0,35450,Patrick Cantlay,0.39,28,72
2023,0,32366,Kevin Chappell,0.39,22,56
2023,0,35532,Tom Hoge,0.39,41,104
2023,0,34409,David Lingmerth,0.39,34,88
2023,0,33204,Shane Lowry,0.39,24,62
2023,0,49771,J.T. Poston,0.39,39,100
2023,0,50493,Justin Suh,0.39,44,114
2023,0,57975,Harry Hall,0.38,39,102
2023,0,35879,Kelly Kraft,0.38,34,90
2023,0,36699,Patrick Rodgers,0.38,39,102
2023,0,46441,Robby Shelton,0.38,40,104
2023,0,25493,Nick Taylor,0.38,35,93
2023,0,33653,Thomas Detry,0.37,37,99
2023,0,34363,Tyrrell Hatton,0.37,29,78
2023,0,39977,Max Homa,0.37,32,86
2023,0,35506,Mackenzie Hughes,0.37,33,89
2023,0,26596,Ryan Moore,0.37,31,83
2023,0,40250,Taylor Pendrith,0.37,37,99
2023,0,34256,Andrew Putnam,0.37,41,111
2023,0,52955,Ludvig Åberg,0.36,18,50
2023,0,40098,Matt Fitzpatrick,0.36,26,73
2023,0,23108,Matt Kuchar,0.36,33,91
2023,0,47128,Richy Werenski,0.36,36,99
2023,0,33597,Harry Higgs,0.35,29,84
2023,0,27349,Alex Noren,0.35,32,92
2023,0,37275,Sam Ryder,0.35,39,111
2023,0,46046,Scottie Scheffler,0.35,31,88
2023,0,51890,Greyson Sigg,0.35,37,105
2023,0,30911,Tommy Fleetwood,0.34,25,74
2023,0,31202,William McGirt,0.34,18,53
2023,0,55789,Taylor Montgomery,0.34,35,102
2023,0,51634,Sahith Theegala,0.34,36,106
2023,0,51349,Nico Echavarria,0.33,26,78
2023,0,52453,Nicolai Hojgaard,0.33,15,46
2023,0,27974,Sung Kang,0.33,16,49
2023,0,28775,Nate Lashley,0.33,35,107
2023,0,28252,Seamus Power,0.33,27,82
2023,0,30927,Brendon Todd,0.33,34,104
2023,0,33141,Keegan Bradley,0.32,26,82
2023,0,33399,Adam Hadwin,0.32,28,88
2023,0,39058,Lucas Herbert,0.32,20,62
2023,0,35461,Beau Hossler,0.32,35,110
2023,0,24502,Adam Scott,0.32,22,68
2023,0,47504,Sam Burns,0.31,25,81
2023,0,27644,Brian Harman,0.31,29,93
2023,0,30926,Chris Kirk,0.3,28,92
2023,0,45522,Christiaan Bezuidenhout,0.29,26,89
2023,0,28089,Jason Day,0.29,23,80
2023,0,31560,Brian Stuard,0.29,21,73
2023,0,28237,Rory McIlroy,0.28,18,64
2023,0,47591,Eric Cole,0.27,34,126
2023,0,46442,Maverick McNealy,0.27,17,63
2023,0,22371,Aaron Baddeley,0.24,19,80
2022,0,27129,Luke List,0.88,70,80
2022,0,28114,Dawie van der Walt,0.74,46,62
2022,0,51997,Andrew Novak,0.72,55,76
2022,0,39546,Keith Mitchell,0.71,61,86
2022,0,25686,Jason Dufner,0.7,35,50
2022,0,27974,Sung Kang,0.7,56,80
2022,0,46550,Brandon Hagy,0.69,54,78
2022,0,25900,Lucas Glover,0.68,63,93
2022,0,48822,Sebastián Muñoz,0.67,56,83
2022,0,27095,Nick Watney,0.66,50,76
2022,0,45540,Jared Wolfe,0.66,39,59
2022,0,36852,Jim Knous,0.65,33,51
2022,0,39953,Chase Seiffert,0.65,33,51
2022,0,21961,Charles Howell III,0.63,34,54
2022,0,36689,Brooks Koepka,0.63,29,46
2022,0,40250,Taylor Pendrith,0.63,45,71
2022,0,25493,Nick Taylor,0.63,55,88
2022,0,34255,Joseph Bramlett,0.62,50,81
2022,0,29974,Branden Grace,0.62,32,52
2022,0,49298,Kramer Hickok,0.62,56,91
2022,0,54628,Lee Hodges,0.62,58,93
2022,0,29518,Brendan Steele,0.62,45,73
2022,0,36799,Stephan Jaeger,0.61,52,85
2022,0,34264,Hudson Swafford,0.61,39,64
2022,0,31323,Gary Woodland,0.61,42,69
2022,0,35110,Brett Drewitt,0.6,35,58
2022,0,52372,Cameron Champ,0.59,33,56
2022,0,37212,Paul Barjon,0.58,41,71
2022,0,29478,Kevin Kisner,0.58,38,66
2022,0,32757,Patton Kizzire,0.58,52,90
2022,0,27936,Martin Laird,0.58,38,66
2022,0,36326,David Lipsky,0.58,51,88
2022,0,10381,Curtis Thompson,0.58,37,64
2022,0,52374,Brandon Wu,0.58,43,74
2022,0,48084,Wesley Bryan,0.57,28,49
2022,0,40098,Matt Fitzpatrick,0.57,40,70
2022,0,31557,Jim Herman,0.57,29,51
2022,0,48117,Kurt Kitayama,0.57,40,70
2022,0,23320,Ryan Palmer,0.57,38,67
2022,0,34610,Matthias Schwab,0.57,40,70
2022,0,49964,Aaron Wise,0.57,49,86
2022,0,57366,Cameron Young,0.57,47,82
2022,0,35450,Patrick Cantlay,0.56,38,68
2022,0,29970,Dylan Frittelli,0.56,52,93
2022,0,29535,Brice Garnett,0.56,43,77
2022,0,46717,Viktor Hovland,0.56,39,70
2022,0,39971,Sungjae Im,0.56,49,88
2022,0,26300,Matt Jones,0.56,34,61
2022,0,49766,Hank Lebioda,0.56,45,80
2022,0,49960,Sepp Straka,0.56,55,98
2022,0,47128,Richy Werenski,0.56,35,63
2022,0,55708,Hayden Buckley,0.55,50,91
2022,0,39436,Joshua Creel,0.55,26,47
2022,0,35532,Tom Hoge,0.55,53,96
2022,0,25198,Francesco Molinari,0.55,29,53
2022,0,49947,Taylor Moore,0.55,46,84
2022,0,47529,Mito Pereira,0.55,49,89
2022,0,24138,Ian Poulter,0.55,24,44
2022,0,48699,Callum Tarren,0.55,38,69
2022,0,32333,Kevin Tway,0.55,42,77
2022,0,39997,Corey Conners,0.54,47,87
2022,0,34076,Joel Dahmen,0.54,46,85
2022,0,34098,Russell Henley,0.54,42,78
2022,0,35506,Mackenzie Hughes,0.54,44,82
2022,0,37455,Si Woo Kim,0.54,53,98
2022,0,31560,Brian Stuard,0.54,48,89
2022,0,40006,Erik van Rooyen,0.54,26,48
2022,0,20229,Stewart Cink,0.53,41,77
2022,0,24924,Bill Haas,0.53,48,90
2022,0,54421,Garrick Higgo,0.53,31,58
2022,0,33122,Russell Knox,0.53,47,89
2022,0,32816,Satoshi Kodaira,0.53,27,51
2022,0,40162,Justin Lower,0.53,38,72
2022,0,33204,Shane Lowry,0.53,31,58
2022,0,32839,Hideki Matsuyama,0.53,38,72
2022,0,28237,Rory McIlroy,0.53,32,60
2022,0,36871,Matthew NeSmith,0.53,49,92
2022,0,46970,Jon Rahm,0.53,37,70
2022,0,47983,Chad Ramey,0.53,39,73
2022,0,26476,Chez Reavie,0.53,45,85
2022,0,37275,Sam Ryder,0.53,47,88
2022,0,33486,Roger Sloan,0.53,39,73
2022,0,27649,Brandt Snedeker,0.53,31,59
2022,0,34046,Jordan Spieth,0.53,39,74
2022,0,32139,Danny Willett,0.53,33,62
2022,0,24980,Scott Gutschewski,0.52,29,56
2022,0,25818,Scott Piercy,0.52,40,77
2022,0,46340,Alex Smalley,0.52,48,93
2022,0,40115,Adam Svensson,0.52,52,100
2022,0,33490,Bo Hoag,0.51,25,49
2022,0,26851,Marc Leishman,0.51,37,72
2022,0,30163,Henrik Norlander,0.51,37,72
2022,0,49771,J.T. Poston,0.51,45,88
2022,0,46414,Aaron Rai,0.51,45,89
2022,0,53165,Doc Redman,0.51,40,79
2022,0,23621,Rory Sabbatini,0.51,28,55
2022,0,27064,Jhonattan Vegas,0.51,39,77
2022,0,52375,Doug Ghim,0.5,42,84
2022,0,45486,Joaquin Niemann,0.5,40,80
2022,0,28252,Seamus Power,0.5,39,78
2022,0,34256,Andrew Putnam,0.5,47,94
2022,0,32366,Kevin Chappell,0.49,27,55
2022,0,31646,Emiliano Grillo,0.49,41,84
2022,0,29420,Billy Horschel,0.49,34,70
2022,0,47856,Seth Reeves,0.49,33,67
2022,0,50095,Austin Smotherman,0.49,38,77
2022,0,39324,J.J. Spaun,0.49,47,95
2022,0,30692,Scott Stallings,0.49,47,96
2022,0,33419,Cameron Tringale,0.49,45,92
2022,0,54783,Dylan Wu,0.49,33,67
2022,0,30911,Tommy Fleetwood,0.48,27,56
2022,0,32662,Michael Gligic,0.48,34,71
2022,0,32791,K.H. Lee,0.48,47,98
2022,0,29289,S.Y. Noh,0.48,30,63
2022,0,29908,C.T. Pan,0.48,39,82
2022,0,24361,Pat Perez,0.48,30,62
2022,0,36699,Patrick Rodgers,0.48,41,85
2022,0,29725,Tony Finau,0.47,40,86
2022,0,47988,Nick Hardy,0.47,28,59
2022,0,34174,John Huh,0.47,35,74
2022,0,47995,Davis Riley,0.47,44,94
2022,0,24502,Adam Scott,0.47,34,72
2022,0,29221,Webb Simpson,0.47,28,59
2022,0,23325,Vaughn Taylor,0.47,25,53
2022,0,56278,Matthew Wolff,0.47,22,47
2022,0,47483,Will Zalatoris,0.47,36,76
2022,0,51766,Wyndham Clark,0.46,45,97
2022,0,23983,Luke Donald,0.46,31,67
2022,0,12716,Charley Hoffman,0.46,32,69
2022,0,30926,Chris Kirk,0.46,39,84
2022,0,29926,Danny Lee,0.46,24,52
2022,0,22405,Justin Rose,0.46,25,54
2022,0,46046,Scottie Scheffler,0.46,39,84
2022,0,35617,Martin Trainer,0.46,36,78
2022,0,27644,Brian Harman,0.45,41,91
2022,0,35449,Adam Long,0.45,40,88
2022,0,27139,David Skinns,0.45,30,66
2022,0,33448,Justin Thomas,0.45,34,76
2022,0,48887,Matt Wallace,0.45,25,56
2022,0,19803,Ryan Armour,0.44,22,50
2022,0,27895,Jonas Blixt,0.44,22,50
2022,0,34563,Chesson Hadley,0.44,35,80
2022,0,31420,Anirban Lahiri,0.44,32,72
2022,0,32640,Troy Merritt,0.44,40,91
2022,0,46601,Trey Mullinax,0.44,36,82
2022,0,47347,Adam Schenk,0.44,40,90
2022,0,30978,Kiradech Aphibarnrat,0.43,23,53
2022,0,45609,Tyler Duncan,0.43,35,82
2022,0,39977,Max Homa,0.43,35,82
2022,0,30944,Jason Kokrak,0.43,26,61
2022,0,51950,Max McGreevy,0.43,31,72
2022,0,46442,Maverick McNealy,0.43,38,88
2022,0,50525,Collin Morikawa,0.43,26,60
2022,0,34431,Robert Streb,0.43,36,83
2022,0,32150,Michael Thompson,0.43,36,84
2022,0,37189,Harold Varner III,0.43,30,69
2022,0,27770,Camilo Villegas,0.43,30,69
2022,0,34466,Peter Malnati,0.42,43,103
2022,0,30927,Brendon Todd,0.42,35,83
2022,0,33597,Harry Higgs,0.41,33,80
2022,0,24024,Zach Johnson,0.41,26,64
2022,0,36884,Ben Kohles,0.41,26,63
2022,0,23108,Matt Kuchar,0.41,29,71
2022,0,22056,Cameron Percy,0.41,18,44
2022,0,51634,Sahith Theegala,0.41,46,113
2022,0,47504,Sam Burns,0.4,32,80
2022,0,33399,Adam Hadwin,0.4,36,90
2022,0,36801,Mark Hubbard,0.4,27,68
2022,0,34360,Patrick Reed,0.4,28,70
2022,0,45522,Christiaan Bezuidenhout,0.39,31,80
2022,0,34363,Tyrrell Hatton,0.39,25,64
2022,0,47993,Denny McCarthy,0.39,39,100
2022,0,33667,Carlos Ortiz,0.39,24,61
2022,0,51890,Greyson Sigg,0.39,35,90
2022,0,27214,Kevin Streelman,0.39,34,88
2022,0,24925,Jonathan Byrd,0.37,21,57
2022,0,45157,Cam Davis,0.37,30,82
2022,0,28089,Jason Day,0.37,21,57
2022,0,32102,Rickie Fowler,0.37,26,71
2022,0,28775,Nate Lashley,0.37,28,76
2022,0,46435,Austin Cook,0.36,25,69
2022,0,35310,Lanto Griffin,0.36,28,78
2022,0,33141,Keegan Bradley,0.35,28,80
2022,0,32448,James Hahn,0.35,25,71
2022,0,45526,Abraham Ancer,0.34,20,58
2022,0,35461,Beau Hossler,0.33,23,70
2022,0,35879,Kelly Kraft,0.32,22,69
2022,0,48081,Xander Schauffele,0.32,23,72
2022,0,39058,Lucas Herbert,0.31,17,54
2022,0,27349,Alex Noren,0.31,20,64
2022,0,51894,Vince Whaley,0.31,26,85
