YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2010,0,1161,Mark Calcavecchia,27.16,44,162
2010,0,20378,Mathias Grönberg,27.08,39,144
2010,0,12755,Vance Veazey,25.93,28,108
2010,0,26392,Chris Wilson,25.93,28,108
2010,0,23307,Roger Tambellini,24.54,53,216
2010,0,1249,John Daly,24.44,44,180
2010,0,33419,Cameron Tringale,23.33,21,90
2009,0,25919,Brian Vranesh,53.33,48,90
2009,0,22371,Aaron Baddeley,48.99,97,198
2009,0,21949,Joe Ogilvie,47.86,112,234
2009,0,25190,Jeff Quinney,47.86,112,234
2009,0,29221,Webb Simpson,46.53,134,288
2009,0,24361,Pat Perez,46.43,117,252
2009,0,1161,Mark Calcavecchia,45.96,91,198
2009,0,6527,Steve Stricker,45.68,148,324
2009,0,24138,Ian Poulter,44.91,97,216
2009,0,10809,Jim Furyk,44.74,153,342
2009,0,19846,Brian Gay,44.71,169,378
2009,0,1945,Kenny Perry,44.44,176,396
2009,0,20070,Matt Bettencourt,43.83,142,324
2009,0,20104,Ken Duke,43.59,102,234
2009,0,1707,Steve Lowery,43.59,102,234
2009,0,22405,Justin Rose,43.25,109,252
2009,0,10117,Bob Heintz,43.21,70,162
2009,0,23108,Matt Kuchar,43.06,124,288
2009,0,23621,Rory Sabbatini,43.06,124,288
2009,0,20850,Daniel Chopra,42.81,131,306
2009,0,24357,K.J. Choi,42.78,77,180
2009,0,29718,Anthony Kim,42.71,123,288
2009,0,23541,Ben Crane,42.69,146,342
2009,0,6004,Stephen Ames,42.59,115,270
2009,0,25345,Carl Pettersson,42.59,115,270
2009,0,1035,Tommy Armour III,42.42,84,198
2009,0,23983,Luke Donald,42.28,137,324
2009,0,10585,Scott McCarron,42.28,137,324
2009,0,12716,Charley Hoffman,42.22,152,360
2009,0,8793,Tiger Woods,42.22,114,270
2009,0,26596,Ryan Moore,42.16,129,306
2009,0,27649,Brandt Snedeker,42.06,106,252
2009,0,24140,Sean O'Hair,42.01,121,288
2009,0,21753,Brian Davis,41.94,151,360
2009,0,20766,Padraig Harrington,41.88,98,234
2009,0,25804,Bubba Watson,41.88,98,234
2009,0,22046,Geoff Ogilvy,41.83,128,306
2009,0,27770,Camilo Villegas,41.83,128,306
2009,0,24024,Zach Johnson,41.8,158,378
2009,0,1948,Tim Petrovic,41.67,120,288
2009,0,27095,Nick Watney,41.67,135,324
2009,0,7867,Woody Austin,41.5,127,306
2009,0,20472,Alex Cejka,41.48,112,270
2009,0,24490,George McNeill,41.48,112,270
2009,0,25396,Kevin Na,41.39,149,360
2009,0,26668,Marc Turnesa,41.36,67,162
2009,0,10423,Mike Weir,41.36,134,324
2009,0,25900,Lucas Glover,41.11,148,360
2009,0,20572,Rod Pampling,41.03,96,234
2009,0,24924,Bill Haas,40.97,118,288
2009,0,23135,Tim Clark,40.85,125,306
2009,0,6251,Chris DiMarco,40.74,132,324
2009,0,30925,Dustin Johnson,40.52,124,306
2009,0,23548,Bill Lunde,40.48,102,252
2009,0,21805,Harrison Frazar,40.43,131,324
2009,0,6522,Ernie Els,40.37,109,270
2009,0,1473,Todd Hamilton,40.28,87,216
2009,0,1724,Jeff Maggert,40.28,87,216
2009,0,24781,Hunter Mahan,40.21,152,378
2009,0,1577,Lee Janzen,40.17,94,234
2009,0,6567,Vijay Singh,40.08,101,252
2009,0,26951,Johnson Wagner,40.08,101,252
2009,0,12705,Cliff Kresge,40.0,72,180
2009,0,24503,Jeff Klauk,39.77,136,342
2009,0,1810,Phil Mickelson,39.68,100,252
2009,0,23778,Brad Adamonis,39.44,71,180
2009,0,24449,Parker McLachlin,39.44,71,180
2009,0,20848,Ángel Cabrera,39.39,78,198
2009,0,27141,J.B. Holmes,39.35,85,216
2009,0,25632,Jimmy Walker,39.35,85,216
2009,0,12782,Tim Herron,39.24,113,288
2009,0,10860,Justin Leonard,39.17,141,360
2009,0,7223,Brian Bateman,38.89,21,54
2009,0,20229,Stewart Cink,38.89,105,270
2009,0,20574,Mathew Goggin,38.89,84,216
2009,0,21731,Freddie Jacobson,38.89,112,288
2009,0,26420,Richard Johnson,38.89,112,288
2009,0,22295,Darron Stiles,38.89,42,108
2009,0,28780,Nicholas Thompson,38.89,112,288
2009,0,21350,Ryuji Imada,38.56,118,306
2009,0,20127,Chris Riley,38.54,111,288
2009,0,6197,Michael Allen,38.46,90,234
2009,0,26498,Matt Weibring,38.33,69,180
2009,0,28475,Jeff Overton,38.27,124,324
2009,0,2214,Kirk Triplett,38.27,62,162
2009,0,1706,Davis Love III,38.24,117,306
2009,0,23718,Nathan Green,38.1,144,378
2009,0,26695,Michael Letzig,38.06,137,360
2009,0,7457,Steve Flesch,38.03,89,234
2009,0,26476,Chez Reavie,38.03,89,234
2009,0,12510,Chad Campbell,38.01,130,342
2009,0,9011,David Duval,37.96,41,108
2009,0,20157,Retief Goosen,37.91,116,306
2009,0,23349,Charles Warren,37.88,75,198
2009,0,24912,Will MacKenzie,37.78,68,180
2009,0,6539,Rick Price,37.78,34,90
2009,0,22961,David Mathis,37.61,88,234
2009,0,21961,Charles Howell III,37.5,135,360
2009,0,27466,Spencer Levin,37.5,81,216
2009,0,24502,Adam Scott,37.5,54,144
2009,0,20098,Stuart Appleby,37.41,101,270
2009,0,24507,Jason Bohn,37.35,121,324
2009,0,2239,Scott Verplank,37.22,134,360
2009,0,28089,Jason Day,37.18,87,234
2009,0,21209,Sergio Garcia,37.18,87,234
2009,0,12602,Dean Wilson,37.04,80,216
2009,0,25240,D.A. Points,36.94,133,360
2009,0,27936,Martin Laird,36.87,73,198
2009,0,26851,Marc Leishman,36.6,112,306
2009,0,22293,Heath Slocum,36.6,112,306
2009,0,2206,David Toms,36.51,138,378
2009,0,20645,John Senden,36.39,131,360
2009,0,10885,Robert Allenby,36.3,98,270
2009,0,26289,Boo Weekley,36.27,111,306
2009,0,1226,Fred Couples,36.11,65,180
2009,0,25686,Jason Dufner,36.11,117,324
2009,0,1313,Steve Elkington,36.11,78,216
2009,0,1329,Brad Faxon,36.11,39,108
2009,0,24358,Robert Garrigus,36.11,104,288
2009,0,26301,James Nitties,36.11,104,288
2009,0,21878,Mark Wilson,35.98,136,378
2009,0,20160,Charlie Wi,35.95,110,306
2009,0,23325,Vaughn Taylor,35.93,97,270
2009,0,26300,Matt Jones,35.86,71,198
2009,0,28087,Kris Blanks,35.8,58,162
2009,0,20593,Greg Chalmers,35.76,103,288
2009,0,24925,Jonathan Byrd,35.67,122,342
2009,0,23623,Bo Van Pelt,35.67,122,342
2009,0,23320,Ryan Palmer,35.65,77,216
2009,0,27060,John Mallinger,35.62,109,306
2009,0,23788,D.J. Trahan,35.62,109,306
2009,0,23638,Brendon de Jonge,35.56,96,270
2009,0,1320,Bob Estes,35.56,96,270
2009,0,25562,Andres Romero,35.56,64,180
2009,0,6595,Kevin Sutherland,35.56,128,360
2009,0,22621,Ben Curtis,35.32,89,252
2009,0,31416,Derek Fathauer,35.19,38,108
2009,0,25818,Scott Piercy,35.19,95,270
2009,0,27963,Chris Stroud,35.19,95,270
2009,0,12652,Cameron Beckman,34.64,106,306
2009,0,8931,Glen Day,34.62,81,234
2009,0,23800,Bryce Molder,34.62,81,234
2009,0,7749,Brett Quigley,34.31,105,306
2009,0,23614,Rich Beem,34.26,74,216
2009,0,1941,Tom Pernice Jr.,34.13,86,252
2009,0,27120,Troy Matteson,33.68,97,288
2009,0,1797,Rocco Mediate,33.66,103,306
2009,0,22348,Nick O'Hern,33.64,109,324
2009,0,27214,Kevin Streelman,33.63,115,342
2009,0,23048,Eric Axley,33.33,36,108
2009,0,27683,Leif Olson,33.33,24,72
2009,0,1766,Billy Mayfair,32.91,77,234
2009,0,26679,Kevin Stadler,32.87,71,216
2009,0,22913,John Rollins,32.75,112,342
2009,0,1928,Corey Pavin,32.48,76,234
2009,0,8075,Jerry Kelly,32.46,111,342
2009,0,20498,Briny Baird,32.29,93,288
2009,0,30711,Colt Knost,32.22,58,180
2009,0,6643,Paul Goydos,32.14,81,252
2009,0,8845,Scott Sterling,32.1,52,162
2009,0,24663,Y.E. Yang,32.1,104,324
2009,0,23353,J.J. Henry,31.87,109,342
2009,0,21959,Ted Purdy,31.67,114,360
2009,0,26497,Casey Wittenberg,31.67,57,180
2009,0,1142,Bart Bryant,31.48,68,216
2009,0,27933,John Merrick,31.37,96,306
2009,0,28118,Peter Tomasulo,31.11,28,90
2009,0,28620,Aron Price,31.05,95,306
2009,0,28158,Steve Marino,30.7,105,342
2009,0,22548,Patrick Sheehan,30.56,55,180
2009,0,20634,Peter Lonard,30.09,65,216
2009,0,24846,Ricky Barnes,30.0,54,180
2009,0,22892,Jason Gore,29.49,69,234
2009,0,10425,Jay Williamson,29.29,58,198
2009,0,23497,Tag Ridings,28.4,46,162
2009,0,1132,Mark Brooks,27.78,50,180
2009,0,20691,Greg Owen,27.78,90,324
2009,0,30927,Brendon Todd,27.78,25,90
2009,0,31323,Gary Woodland,27.78,35,126
2009,0,6621,Joe Durant,27.22,49,180
2009,0,26881,Jarrod Lyle,25.76,51,198
2009,0,10733,Kent Jones,25.0,54,216
2009,0,6012,Greg Kraft,25.0,18,72
2009,0,1677,Tom Lehman,24.75,49,198
2008,0,20766,Padraig Harrington,46.46,92,198
2008,0,21350,Ryuji Imada,45.19,122,270
2008,0,25396,Kevin Na,44.74,153,342
2008,0,20157,Retief Goosen,44.44,96,216
2008,0,26596,Ryan Moore,44.44,88,198
2008,0,23541,Ben Crane,44.14,143,324
2008,0,22371,Aaron Baddeley,44.07,119,270
2008,0,20850,Daniel Chopra,44.07,119,270
2008,0,8075,Jerry Kelly,44.05,111,252
2008,0,28089,Jason Day,43.98,95,216
2008,0,23718,Nathan Green,43.83,142,324
2008,0,10585,Scott McCarron,43.75,63,144
2008,0,25562,Andres Romero,43.65,110,252
2008,0,26951,Johnson Wagner,43.65,110,252
2008,0,27060,John Mallinger,43.33,156,360
2008,0,25345,Carl Pettersson,43.16,202,468
2008,0,23157,Richard Johnson,43.06,62,144
2008,0,10860,Justin Leonard,43.0,178,414
2008,0,22892,Jason Gore,42.96,116,270
2008,0,12660,Jesper Parnevik,42.96,116,270
2008,0,1810,Phil Mickelson,42.9,139,324
2008,0,24925,Jonathan Byrd,42.71,123,288
2008,0,20229,Stewart Cink,42.59,138,324
2008,0,2223,Bob Tway,42.59,115,270
2008,0,21731,Freddie Jacobson,42.22,114,270
2008,0,24912,Will MacKenzie,42.22,76,180
2008,0,6527,Steve Stricker,42.22,114,270
2008,0,23048,Eric Axley,41.94,151,360
2008,0,24357,K.J. Choi,41.85,113,270
2008,0,2239,Scott Verplank,41.83,128,306
2008,0,12510,Chad Campbell,41.81,143,342
2008,0,22621,Ben Curtis,41.67,135,324
2008,0,28780,Nicholas Thompson,41.67,150,360
2008,0,29718,Anthony Kim,41.36,134,324
2008,0,27936,Martin Laird,41.23,141,342
2008,0,21949,Joe Ogilvie,41.23,141,342
2008,0,21878,Mark Wilson,40.97,177,432
2008,0,21753,Brian Davis,40.83,147,360
2008,0,1941,Tom Pernice Jr.,40.66,161,396
2008,0,23788,D.J. Trahan,40.64,139,342
2008,0,22348,Nick O'Hern,40.63,117,288
2008,0,22378,Trevor Immelman,40.6,95,234
2008,0,8537,J.P. Hayes,40.48,51,126
2008,0,23325,Vaughn Taylor,40.43,131,324
2008,0,25720,Chad Collins,40.4,80,198
2008,0,1707,Steve Lowery,40.4,80,198
2008,0,24138,Ian Poulter,40.4,80,198
2008,0,12602,Dean Wilson,40.4,160,396
2008,0,23621,Rory Sabbatini,40.28,116,288
2008,0,6197,Michael Allen,40.12,130,324
2008,0,1928,Corey Pavin,40.08,101,252
2008,0,10505,Shane Bertsch,40.06,137,342
2008,0,6522,Ernie Els,40.0,72,180
2008,0,27649,Brandt Snedeker,39.87,122,306
2008,0,6643,Paul Goydos,39.74,93,234
2008,0,22046,Geoff Ogilvy,39.74,93,234
2008,0,25190,Jeff Quinney,39.58,114,288
2008,0,7457,Steve Flesch,39.54,121,306
2008,0,27770,Camilo Villegas,39.51,128,324
2008,0,10423,Mike Weir,39.47,135,342
2008,0,19846,Brian Gay,39.44,142,360
2008,0,20104,Ken Duke,39.35,170,432
2008,0,1706,Davis Love III,39.24,113,288
2008,0,6567,Vijay Singh,39.22,120,306
2008,0,19803,Ryan Armour,38.89,84,216
2008,0,23135,Tim Clark,38.89,126,324
2008,0,6575,Dudley Hart,38.89,105,270
2008,0,27141,J.B. Holmes,38.89,119,306
2008,0,24024,Zach Johnson,38.89,126,324
2008,0,10733,Kent Jones,38.89,84,216
2008,0,23320,Ryan Palmer,38.89,84,216
2008,0,22913,John Rollins,38.89,133,342
2008,0,6595,Kevin Sutherland,38.64,153,396
2008,0,12716,Charley Hoffman,38.54,111,288
2008,0,1226,Fred Couples,38.43,83,216
2008,0,11032,Frank Lickliter II,38.36,145,378
2008,0,23797,Brett Rumford,38.27,62,162
2008,0,10875,Todd Demsey,38.1,96,252
2008,0,26631,Cody Freeman,37.96,41,108
2008,0,24924,Bill Haas,37.96,123,324
2008,0,20645,John Senden,37.96,123,324
2008,0,24449,Parker McLachlin,37.91,116,306
2008,0,20634,Peter Lonard,37.85,109,288
2008,0,27095,Nick Watney,37.83,143,378
2008,0,20098,Stuart Appleby,37.78,136,360
2008,0,24361,Pat Perez,37.78,136,360
2008,0,20382,Stephen Leaney,37.65,61,162
2008,0,28158,Steve Marino,37.65,183,486
2008,0,1313,Steve Elkington,37.58,115,306
2008,0,12782,Tim Herron,37.5,135,360
2008,0,8385,Omar Uresti,37.5,81,216
2008,0,1724,Jeff Maggert,37.41,101,270
2008,0,1766,Billy Mayfair,37.12,147,396
2008,0,27561,Nick Flanagan,37.04,100,270
2008,0,1388,Robert Gamez,37.04,80,216
2008,0,27214,Kevin Streelman,37.04,160,432
2008,0,26289,Boo Weekley,37.04,120,324
2008,0,21209,Sergio Garcia,36.93,113,306
2008,0,20663,Brenden Pappas,36.81,53,144
2008,0,20160,Charlie Wi,36.77,139,378
2008,0,6004,Stephen Ames,36.73,119,324
2008,0,1577,Lee Janzen,36.67,99,270
2008,0,23497,Tag Ridings,36.67,99,270
2008,0,12823,Carlos Franco,36.57,79,216
2008,0,23614,Rich Beem,36.46,105,288
2008,0,30925,Dustin Johnson,36.46,105,288
2008,0,1473,Todd Hamilton,36.42,118,324
2008,0,25900,Lucas Glover,36.26,124,342
2008,0,6251,Chris DiMarco,36.11,91,252
2008,0,20433,Mark Hensby,36.11,65,180
2008,0,7547,Craig Kanada,36.11,65,180
2008,0,12705,Cliff Kresge,36.11,91,252
2008,0,26695,Michael Letzig,36.11,91,252
2008,0,7867,Woody Austin,35.99,149,414
2008,0,24781,Hunter Mahan,35.95,110,306
2008,0,24663,Y.E. Yang,35.93,97,270
2008,0,1035,Tommy Armour III,35.9,84,234
2008,0,1161,Mark Calcavecchia,35.86,71,198
2008,0,22293,Heath Slocum,35.86,142,396
2008,0,6573,Brandt Jobe,35.71,45,126
2008,0,26668,Marc Turnesa,35.71,90,252
2008,0,20572,Rod Pampling,35.65,77,216
2008,0,23108,Matt Kuchar,35.62,109,306
2008,0,23125,Brad Elder,35.56,64,180
2008,0,24490,George McNeill,35.56,128,360
2008,0,20574,Mathew Goggin,35.49,115,324
2008,0,2002,John Riegger,35.47,83,234
2008,0,1948,Tim Petrovic,35.42,102,288
2008,0,1142,Bart Bryant,35.29,108,306
2008,0,10809,Jim Furyk,35.1,139,396
2008,0,1553,John Huston,35.0,63,180
2008,0,24502,Adam Scott,35.0,63,180
2008,0,25632,Jimmy Walker,34.85,69,198
2008,0,7749,Brett Quigley,34.81,94,270
2008,0,28475,Jeff Overton,34.8,119,342
2008,0,1677,Tom Lehman,34.72,50,144
2008,0,12680,Shigeki Maruyama,34.72,50,144
2008,0,24358,Robert Garrigus,34.64,106,306
2008,0,27120,Troy Matteson,34.64,106,306
2008,0,1797,Rocco Mediate,34.64,106,306
2008,0,22548,Patrick Sheehan,34.62,162,468
2008,0,1139,Olin Browne,34.34,68,198
2008,0,20472,Alex Cejka,34.26,74,216
2008,0,23409,James Driscoll,34.13,86,252
2008,0,10649,Tom Scherrer,34.13,43,126
2008,0,24140,Sean O'Hair,34.07,92,270
2008,0,23349,Charles Warren,33.95,55,162
2008,0,25349,Tim Wilkinson,33.95,110,324
2008,0,20378,Mathias Grönberg,33.8,73,216
2008,0,8845,Scott Sterling,33.68,97,288
2008,0,23540,Jason Allred,33.33,48,144
2008,0,9011,David Duval,33.33,36,108
2008,0,20105,Jeff Gove,33.33,42,126
2008,0,26300,Matt Jones,33.33,90,270
2008,0,20443,Jin Park,33.33,72,216
2008,0,12309,Bob Sowards,33.33,48,144
2008,0,2206,David Toms,33.33,90,270
2008,0,25804,Bubba Watson,33.33,114,342
2008,0,8931,Glen Day,32.87,71,216
2008,0,25364,Paul Casey,32.83,65,198
2008,0,20848,Ángel Cabrera,32.72,53,162
2008,0,26420,Richard Johnson,32.72,53,162
2008,0,21959,Ted Purdy,32.72,53,162
2008,0,27613,David Lutterus,32.54,41,126
2008,0,24227,Justin Bolli,32.48,76,234
2008,0,12652,Cameron Beckman,32.22,87,270
2008,0,23353,J.J. Henry,32.16,110,342
2008,0,10885,Robert Allenby,32.05,150,468
2008,0,27963,Chris Stroud,31.94,69,216
2008,0,23623,Bo Van Pelt,31.87,109,342
2008,0,27933,John Merrick,31.58,108,342
2008,0,23778,Brad Adamonis,31.35,79,252
2008,0,1945,Kenny Perry,31.31,124,396
2008,0,21961,Charles Howell III,31.29,107,342
2008,0,22582,Kyle Thompson,31.25,45,144
2008,0,25842,Jon Mills,31.11,84,270
2008,0,1320,Bob Estes,31.05,95,306
2008,0,6012,Greg Kraft,30.56,55,180
2008,0,20623,Gavin Coles,30.3,60,198
2008,0,20498,Briny Baird,29.84,145,486
2008,0,10425,Jay Williamson,29.51,85,288
2008,0,26476,Chez Reavie,29.44,106,360
2008,0,6621,Joe Durant,29.41,90,306
2008,0,20127,Chris Riley,29.01,47,162
2008,0,22806,Doug LaBelle II,28.89,52,180
2008,0,6034,Marco Dawson,28.7,62,216
2008,0,1024,Billy Andrade,28.28,56,198
2008,0,6090,Jim McGovern,28.24,61,216
2008,0,26679,Kevin Stadler,28.17,71,252
2008,0,21805,Harrison Frazar,27.35,64,234
2008,0,19913,Ron Whittaker,26.67,24,90
2008,0,12826,Paul Claxton,26.19,33,126
2008,0,21461,Kenneth Ferrie,26.11,47,180
2008,0,26500,Alejandro Cañizares,24.44,44,180
2008,0,21633,Steve Allan,23.81,30,126
2008,0,25594,Travis Perkins,23.61,17,72
2008,0,30750,Tommy Gainey,22.22,24,108
2007,0,23497,Tag Ridings,47.92,69,144
2007,0,23613,Rich Barcelo,47.01,110,234
2007,0,23320,Ryan Palmer,46.3,125,270
2007,0,1249,John Daly,45.83,66,144
2007,0,23983,Luke Donald,45.63,115,252
2007,0,7363,Craig Bowden,44.84,113,252
2007,0,25273,Andrew Buckle,44.44,96,216
2007,0,21805,Harrison Frazar,44.44,88,198
2007,0,25396,Kevin Na,44.1,127,288
2007,0,20850,Daniel Chopra,43.89,158,360
2007,0,23621,Rory Sabbatini,43.79,134,306
2007,0,8123,Jeff Brehaut,43.75,63,144
2007,0,29718,Anthony Kim,43.61,157,360
2007,0,22892,Jason Gore,43.4,125,288
2007,0,6373,José María Olazábal,43.33,78,180
2007,0,6034,Marco Dawson,43.16,101,234
2007,0,24138,Ian Poulter,43.16,101,234
2007,0,23718,Nathan Green,42.93,170,396
2007,0,1948,Tim Petrovic,42.59,161,378
2007,0,24024,Zach Johnson,42.48,130,306
2007,0,23135,Tim Clark,42.46,107,252
2007,0,6643,Paul Goydos,42.42,84,198
2007,0,10117,Bob Heintz,42.22,114,270
2007,0,6522,Ernie Els,42.06,106,252
2007,0,1797,Rocco Mediate,42.06,106,252
2007,0,22046,Geoff Ogilvy,41.98,136,324
2007,0,27770,Camilo Villegas,41.83,128,306
2007,0,20098,Stuart Appleby,41.67,105,252
2007,0,11123,Chris Couch,41.67,75,180
2007,0,25804,Bubba Watson,41.67,105,252
2007,0,19846,Brian Gay,41.53,157,378
2007,0,6004,Stephen Ames,41.5,127,306
2007,0,21731,Freddie Jacobson,41.48,112,270
2007,0,7223,Brian Bateman,41.36,67,162
2007,0,12716,Charley Hoffman,41.36,134,324
2007,0,8537,J.P. Hayes,41.32,119,288
2007,0,20433,Mark Hensby,41.32,119,288
2007,0,27702,Matt Hendrix,41.27,52,126
2007,0,22405,Justin Rose,41.27,104,252
2007,0,22913,John Rollins,41.16,163,396
2007,0,2206,David Toms,41.05,133,324
2007,0,1161,Mark Calcavecchia,40.94,140,342
2007,0,22212,Craig Lile,40.87,103,252
2007,0,27141,J.B. Holmes,40.74,88,216
2007,0,1810,Phil Mickelson,40.74,110,270
2007,0,7749,Brett Quigley,40.74,110,270
2007,0,12602,Dean Wilson,40.74,132,324
2007,0,6515,Shaun Micheel,40.63,117,288
2007,0,20628,Arron Oberholser,40.63,117,288
2007,0,10423,Mike Weir,40.43,131,324
2007,0,25686,Jason Dufner,40.2,123,306
2007,0,12680,Shigeki Maruyama,40.17,94,234
2007,0,26882,Michael Sim,40.12,65,162
2007,0,27649,Brandt Snedeker,40.1,166,414
2007,0,26881,Jarrod Lyle,40.08,101,252
2007,0,8793,Tiger Woods,40.0,108,270
2007,0,22371,Aaron Baddeley,39.81,129,324
2007,0,10860,Justin Leonard,39.81,129,324
2007,0,11032,Frank Lickliter II,39.81,129,324
2007,0,1941,Tom Pernice Jr.,39.68,150,378
2007,0,24357,K.J. Choi,39.51,128,324
2007,0,27963,Chris Stroud,39.51,64,162
2007,0,2239,Scott Verplank,39.51,128,324
2007,0,1473,Todd Hamilton,39.44,71,180
2007,0,6567,Vijay Singh,39.35,170,432
2007,0,1928,Corey Pavin,39.26,106,270
2007,0,10885,Robert Allenby,39.22,120,306
2007,0,23325,Vaughn Taylor,39.2,127,324
2007,0,7867,Woody Austin,39.17,141,360
2007,0,25900,Lucas Glover,39.15,148,378
2007,0,25345,Carl Pettersson,39.11,176,450
2007,0,24925,Jonathan Byrd,38.89,91,234
2007,0,8931,Glen Day,38.89,112,288
2007,0,1320,Bob Estes,38.89,112,288
2007,0,20378,Mathias Grönberg,38.89,119,306
2007,0,26596,Ryan Moore,38.89,126,324
2007,0,20691,Greg Owen,38.89,84,216
2007,0,27095,Nick Watney,38.89,119,306
2007,0,10425,Jay Williamson,38.89,77,198
2007,0,20104,Ken Duke,38.66,167,432
2007,0,10733,Kent Jones,38.58,125,324
2007,0,20623,Gavin Coles,38.54,111,288
2007,0,20766,Padraig Harrington,38.49,97,252
2007,0,23048,Eric Axley,38.24,117,306
2007,0,6595,Kevin Sutherland,38.24,117,306
2007,0,27060,John Mallinger,38.01,130,342
2007,0,6527,Steve Stricker,37.96,123,324
2007,0,27120,Troy Matteson,37.91,116,306
2007,0,22621,Ben Curtis,37.85,109,288
2007,0,19803,Ryan Armour,37.83,143,378
2007,0,24358,Robert Garrigus,37.72,129,342
2007,0,2214,Kirk Triplett,37.61,88,234
2007,0,12660,Jesper Parnevik,37.58,115,306
2007,0,24140,Sean O'Hair,37.57,142,378
2007,0,21209,Sergio Garcia,37.41,101,270
2007,0,24980,Scott Gutschewski,37.37,74,198
2007,0,12195,Tom Johnson,37.37,74,198
2007,0,23623,Bo Van Pelt,37.37,148,396
2007,0,1313,Steve Elkington,37.35,121,324
2007,0,20160,Charlie Wi,37.35,121,324
2007,0,21878,Mark Wilson,37.35,121,324
2007,0,20572,Rod Pampling,37.3,141,378
2007,0,22348,Nick O'Hern,37.18,87,234
2007,0,2101,Joey Sindelar,37.18,87,234
2007,0,20472,Alex Cejka,37.15,107,288
2007,0,23788,D.J. Trahan,37.13,127,342
2007,0,22293,Heath Slocum,37.12,147,396
2007,0,21660,Jason Schultz,37.04,60,162
2007,0,12705,Cliff Kresge,36.96,153,414
2007,0,23353,J.J. Henry,36.93,113,306
2007,0,21646,David Branshaw,36.87,73,198
2007,0,24781,Hunter Mahan,36.73,119,324
2007,0,10809,Jim Furyk,36.55,125,342
2007,0,2223,Bob Tway,36.55,125,342
2007,0,21350,Ryuji Imada,36.51,138,378
2007,0,22378,Trevor Immelman,36.51,92,252
2007,0,8881,Tripp Isenhour,36.51,92,252
2007,0,24361,Pat Perez,36.46,105,288
2007,0,23614,Rich Beem,36.42,118,324
2007,0,24449,Parker McLachlin,36.32,85,234
2007,0,7457,Steve Flesch,36.26,124,342
2007,0,19824,Craig Barlow,36.11,65,180
2007,0,24924,Bill Haas,36.11,104,288
2007,0,1706,Davis Love III,36.11,78,216
2007,0,10213,Dicky Pride,36.11,65,180
2007,0,24457,Jaco Van Zyl,36.11,26,72
2007,0,20574,Mathew Goggin,35.96,123,342
2007,0,6197,Michael Allen,35.93,97,270
2007,0,26420,Richard Johnson,35.93,97,270
2007,0,21753,Brian Davis,35.86,142,396
2007,0,12782,Tim Herron,35.86,142,396
2007,0,20229,Stewart Cink,35.83,129,360
2007,0,20382,Stephen Leaney,35.76,103,288
2007,0,23322,Brett Wetterich,35.76,103,288
2007,0,28158,Steve Marino,35.71,135,378
2007,0,1766,Billy Mayfair,35.67,122,342
2007,0,8075,Jerry Kelly,35.61,141,396
2007,0,1157,Tom Byrum,35.56,32,90
2007,0,20634,Peter Lonard,35.56,96,270
2007,0,1724,Jeff Maggert,35.56,96,270
2007,0,20498,Briny Baird,35.47,166,468
2007,0,24502,Adam Scott,35.42,102,288
2007,0,22806,Doug LaBelle II,35.38,121,342
2007,0,21949,Joe Ogilvie,35.38,121,342
2007,0,1381,Fred Funk,35.19,76,216
2007,0,25190,Jeff Quinney,35.19,114,324
2007,0,21528,Henrik Stenson,35.19,57,162
2007,0,7547,Craig Kanada,35.0,126,360
2007,0,1945,Kenny Perry,34.97,107,306
2007,0,23800,Bryce Molder,34.92,44,126
2007,0,20157,Retief Goosen,34.85,69,198
2007,0,6251,Chris DiMarco,34.81,94,270
2007,0,1142,Bart Bryant,34.8,119,342
2007,0,1388,Robert Gamez,34.62,81,234
2007,0,1707,Steve Lowery,34.52,87,252
2007,0,28486,Michael Putnam,34.5,118,342
2007,0,20645,John Senden,34.39,130,378
2007,0,23349,Charles Warren,34.39,130,378
2007,0,23108,Matt Kuchar,34.38,99,288
2007,0,24912,Will MacKenzie,34.17,123,360
2007,0,1577,Lee Janzen,34.03,49,144
2007,0,23933,Michael Boyd,33.95,55,162
2007,0,12510,Chad Campbell,33.95,110,324
2007,0,21959,Ted Purdy,33.92,116,342
2007,0,1677,Tom Lehman,33.8,73,216
2007,0,20127,Chris Riley,33.8,73,216
2007,0,1035,Tommy Armour III,33.68,97,288
2007,0,1024,Billy Andrade,33.33,102,306
2007,0,24507,Jason Bohn,33.33,66,198
2007,0,19972,José Coceres,33.33,54,162
2007,0,26951,Johnson Wagner,33.33,90,270
2007,0,26289,Boo Weekley,33.07,125,378
2007,0,26679,Kevin Stadler,32.99,95,288
2007,0,20105,Jeff Gove,32.8,124,378
2007,0,21961,Charles Howell III,32.68,100,306
2007,0,21470,Daisuke Maruyama,32.64,94,288
2007,0,8375,Paul Stankowski,32.54,41,126
2007,0,27933,John Merrick,32.35,99,306
2007,0,28475,Jeff Overton,32.32,64,198
2007,0,2246,Duffy Waldorf,32.32,64,198
2007,0,25892,Steve Wheatcroft,32.32,64,198
2007,0,12652,Cameron Beckman,31.87,109,342
2007,0,26360,Bubba Dickerson,31.48,34,108
2007,0,1132,Mark Brooks,31.25,45,144
2007,0,6621,Joe Durant,31.25,90,288
2007,0,23638,Brendon de Jonge,31.02,67,216
2007,0,24490,George McNeill,30.86,100,324
2007,0,2104,Jeff Sluman,30.86,50,162
