YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2024,0,50525,Collin Morikawa,41.98%,136,324
2024,0,40162,Justin Lower,41.94%,151,360
2024,0,28252,Seamus Power,41.94%,151,360
2024,0,24024,Zach Johnson,41.67%,60,144
2024,0,48887,Matt Wallace,41.45%,97,234
2024,0,33448,Justin Thomas,41.27%,104,252
2024,0,40115,Adam Svensson,41.16%,163,396
2024,0,28420,Ryan Brehm,41.11%,37,90
2024,0,48319,Tom Whitney,41.11%,74,180
2024,0,51287,Ryo Hisatsune,40.97%,118,288
2024,0,47420,Jake Knapp,40.97%,118,288
2024,0,34466,Peter Malnati,40.91%,81,198
2024,0,46414,Aaron Rai,40.83%,147,360
2024,0,40058,Zac Blair,40.74%,110,270
2024,0,27349,Alex Noren,40.74%,110,270
2024,0,31323,Gary Woodland,40.74%,110,270
2024,0,52375,Doug Ghim,40.64%,139,342
2024,0,51977,Max Greyserman,40.63%,117,288
2024,0,30926,Chris Kirk,40.63%,117,288
2024,0,48117,Kurt Kitayama,40.52%,124,306
2024,0,49947,Taylor Moore,40.48%,153,378
2024,0,36801,Mark Hubbard,40.40%,160,396
2024,0,33486,Roger Sloan,40.40%,80,198
2024,0,57366,Cameron Young,40.35%,138,342
2024,0,34587,Chan Kim,40.28%,116,288
2024,0,39324,J.J. Spaun,40.08%,101,252
2024,0,60067,Joe Highsmith,39.81%,86,216
2024,0,27129,Luke List,39.81%,86,216
2024,0,22371,Aaron Baddeley,39.68%,100,252
2024,0,46441,Robby Shelton,39.68%,100,252
2024,0,47679,Victor Perez,39.63%,107,270
2024,0,33141,Keegan Bradley,39.54%,121,306
2024,0,51696,Rico Hoey,39.54%,121,306
2024,0,46113,Ryan McCormick,39.51%,64,162
2024,0,52666,Sami Valimaki,39.51%,64,162
2024,0,51634,Sahith Theegala,39.42%,149,378
2024,0,50497,Adrien Dumont de Chassart,39.35%,85,216
2024,0,27936,Martin Laird,39.32%,92,234
2024,0,59442,Parker Coody,38.89%,63,162
2024,0,47663,Kevin Dougherty,38.89%,56,144
2024,0,29725,Tony Finau,38.89%,126,324
2024,0,25900,Lucas Glover,38.89%,133,342
2024,0,34563,Chesson Hadley,38.89%,70,180
2024,0,32791,K.H. Lee,38.89%,91,234
2024,0,40250,Taylor Pendrith,38.89%,112,288
2024,0,48867,Matti Schmid,38.89%,98,252
2024,0,38991,Alejandro Tosti,38.89%,70,180
2024,0,47483,Will Zalatoris,38.89%,91,234
2024,0,46442,Maverick McNealy,38.61%,139,360
2024,0,40006,Erik van Rooyen,38.54%,111,288
2024,0,49960,Sepp Straka,38.52%,104,270
2024,0,51894,Vince Whaley,38.49%,97,252
2024,0,52374,Brandon Wu,38.46%,90,234
2024,0,46717,Viktor Hovland,38.43%,83,216
2024,0,51890,Greyson Sigg,38.43%,83,216
2024,0,45242,Kevin Yu,38.43%,83,216
2024,0,50493,Justin Suh,38.38%,76,198
2024,0,32367,Jorge Campillo,38.33%,69,180
2024,0,34021,Bud Cauley,38.33%,69,180
2024,0,48081,Xander Schauffele,38.30%,131,342
2024,0,39327,Ben Silverman,38.24%,117,306
2024,0,29535,Brice Garnett,38.19%,55,144
2024,0,54591,Ben Griffin,38.16%,158,414
2024,0,34374,Erik Barnes,38.10%,48,126
2024,0,57362,Austin Eckroat,38.06%,137,360
2024,0,52514,Trace Crowe,37.96%,82,216
2024,0,23108,Matt Kuchar,37.96%,82,216
2024,0,55182,Tom Kim,37.91%,116,306
2024,0,45609,Tyler Duncan,37.88%,75,198
2024,0,51349,Nico Echavarria,37.85%,109,288
2024,0,34099,Harris English,37.78%,136,360
2024,0,37378,Min Woo Lee,37.78%,102,270
2024,0,39546,Keith Mitchell,37.78%,102,270
2024,0,36699,Patrick Rodgers,37.57%,142,378
2024,0,31646,Emiliano Grillo,37.43%,128,342
2024,0,54421,Garrick Higgo,37.30%,94,252
2024,0,52513,Carson Young,37.15%,107,288
2024,0,26476,Chez Reavie,37.04%,60,162
2024,0,45157,Cam Davis,36.81%,106,288
2024,0,35617,Martin Trainer,36.67%,33,90
2024,0,35461,Beau Hossler,36.60%,112,306
2024,0,59095,Chris Gotterup,36.57%,79,216
2024,0,36884,Ben Kohles,36.46%,105,288
2024,0,51997,Andrew Novak,36.42%,118,324
2024,0,47983,Chad Ramey,36.30%,98,270
2024,0,33204,Shane Lowry,36.27%,111,306
2024,0,32757,Patton Kizzire,36.11%,65,180
2024,0,27214,Kevin Streelman,36.11%,78,216
2024,0,27330,Josh Teater,36.11%,26,72
2024,0,60004,Jacob Bridgeman,35.93%,97,270
2024,0,59836,Pierceson Coody,35.93%,97,270
2024,0,55893,Sam Stevens,35.86%,142,396
2024,0,48084,Wesley Bryan,35.42%,51,144
2024,0,48119,Ben Taylor,35.19%,38,108
2024,0,27064,Jhonattan Vegas,35.19%,95,270
2024,0,54628,Lee Hodges,34.97%,107,306
2024,0,39997,Corey Conners,34.92%,132,378
2024,0,56149,Wilson Furr,34.92%,44,126
2024,0,30163,Henrik Norlander,34.52%,87,252
2024,0,60767,Blaine Hale Jr.,34.44%,31,90
2024,0,27770,Camilo Villegas,34.44%,31,90
2024,0,35310,Lanto Griffin,34.38%,99,288
2024,0,52453,Nicolai Højgaard,34.34%,68,198
2024,0,52372,Cameron Champ,34.26%,37,108
2024,0,34076,Joel Dahmen,34.26%,111,324
2024,0,36326,David Lipsky,33.89%,61,180
2024,0,32640,Troy Merritt,33.84%,67,198
2024,0,59866,Nick Dunlap,33.80%,73,216
2024,0,28775,Nate Lashley,33.80%,73,216
2024,0,26596,Ryan Moore,33.80%,73,216
2024,0,47988,Nick Hardy,33.33%,96,288
2024,0,59143,Mac Meissner,33.33%,84,252
2024,0,54576,Patrick Fishburn,32.87%,71,216
2024,0,34255,Joseph Bramlett,32.29%,93,288
2024,0,27139,David Skinns,31.48%,85,270
2024,0,48699,Callum Tarren,31.48%,51,162
2024,0,40026,Daniel Berger,31.35%,79,252
2024,0,51070,Vincent Norrman,30.95%,39,126
2024,0,36871,Matt NeSmith,30.56%,55,180
2024,0,50095,Austin Smotherman,30.56%,66,216
2024,0,46340,Alex Smalley,29.44%,53,180
2024,0,32333,Kevin Tway,27.78%,60,216
2023,0,55789,Taylor Montgomery,51.06%,193,378
2023,0,46435,Austin Cook,47.98%,95,198
2023,0,50188,S.H. Kim,47.62%,180,378
2023,0,40098,Matt Fitzpatrick,46.67%,126,270
2023,0,30911,Tommy Fleetwood,46.08%,141,306
2023,0,47504,Sam Burns,45.75%,140,306
2023,0,34409,David Lingmerth,45.73%,107,234
2023,0,29221,Webb Simpson,45.68%,74,162
2023,0,25900,Lucas Glover,44.74%,153,342
2023,0,32839,Hideki Matsuyama,44.74%,153,342
2023,0,45522,Christiaan Bezuidenhout,44.44%,144,324
2023,0,39058,Lucas Herbert,44.44%,96,216
2023,0,25493,Nick Taylor,44.44%,144,324
2023,0,51634,Sahith Theegala,44.21%,191,432
2023,0,55182,Tom Kim,44.17%,159,360
2023,0,35450,Patrick Cantlay,44.12%,135,306
2023,0,25632,Jimmy Walker,43.98%,95,216
2023,0,47591,Eric Cole,43.83%,213,486
2023,0,29970,Dylan Frittelli,43.65%,55,126
2023,0,35901,Paul Haley II,43.59%,102,234
2023,0,24925,Jonathan Byrd,43.52%,47,108
2023,0,26596,Ryan Moore,43.52%,94,216
2023,0,28089,Jason Day,43.46%,133,306
2023,0,28252,Seamus Power,43.46%,133,306
2023,0,46717,Viktor Hovland,43.43%,172,396
2023,0,24502,Adam Scott,43.40%,125,288
2023,0,34046,Jordan Spieth,43.33%,117,270
2023,0,33448,Justin Thomas,43.33%,117,270
2023,0,51766,Wyndham Clark,43.29%,187,432
2023,0,40162,Justin Lower,43.27%,148,342
2023,0,49960,Sepp Straka,43.27%,148,342
2023,0,58696,Peter Kuest,43.21%,70,162
2023,0,30927,Brendon Todd,43.18%,171,396
2023,0,47079,Harrison Endycott,43.16%,101,234
2023,0,46442,Maverick McNealy,43.06%,93,216
2023,0,34363,Tyrrell Hatton,42.98%,147,342
2023,0,47995,Davis Riley,42.90%,139,324
2023,0,20229,Stewart Cink,42.74%,100,234
2023,0,52955,Ludvig Åberg,42.59%,92,216
2023,0,48084,Wesley Bryan,42.59%,46,108
2023,0,40006,Erik van Rooyen,42.59%,92,216
2023,0,39977,Max Homa,42.50%,153,360
2023,0,34466,Peter Malnati,42.46%,107,252
2023,0,40058,Zac Blair,42.42%,84,198
2023,0,59018,Ryan Gerard,42.42%,84,198
2023,0,27644,Brian Harman,42.40%,145,342
2023,0,54421,Garrick Higgo,42.40%,145,342
2023,0,25686,Jason Dufner,42.31%,99,234
2023,0,33399,Adam Hadwin,42.28%,137,324
2023,0,31646,Emiliano Grillo,42.27%,175,414
2023,0,19803,Ryan Armour,42.06%,106,252
2023,0,33948,Byeong Hun An,42.03%,174,414
2023,0,35461,Beau Hossler,42.03%,174,414
2023,0,35506,Mackenzie Hughes,42.01%,121,288
2023,0,34255,Joseph Bramlett,41.85%,113,270
2023,0,50095,Austin Smotherman,41.83%,128,306
2023,0,32791,K.H. Lee,41.80%,158,378
2023,0,32102,Rickie Fowler,41.79%,173,414
2023,0,53165,Doc Redman,41.67%,75,180
2023,0,57366,Cameron Young,41.67%,150,360
2023,0,25818,Scott Piercy,41.50%,127,306
2023,0,47988,Nick Hardy,41.44%,179,432
2023,0,39324,J.J. Spaun,41.41%,164,396
2023,0,33413,Ben Martin,41.36%,134,324
2023,0,31560,Brian Stuard,41.36%,67,162
2023,0,22371,Aaron Baddeley,41.32%,119,288
2023,0,54591,Ben Griffin,41.20%,178,432
2023,0,34076,Joel Dahmen,41.18%,126,306
2023,0,34098,Russell Henley,41.05%,133,324
2023,0,35532,Tom Hoge,41.01%,155,378
2023,0,51997,Andrew Novak,40.94%,140,342
2023,0,33653,Thomas Detry,40.91%,162,396
2023,0,37455,Si Woo Kim,40.91%,162,396
2023,0,47993,Denny McCarthy,40.91%,162,396
2023,0,47128,Richy Werenski,40.87%,103,252
2023,0,34099,Harris English,40.83%,147,360
2023,0,54628,Lee Hodges,40.83%,147,360
2023,0,48081,Xander Schauffele,40.83%,147,360
2023,0,33141,Keegan Bradley,40.74%,132,324
2023,0,55708,Hayden Buckley,40.74%,110,270
2023,0,45242,Kevin Yu,40.74%,88,216
2023,0,47347,Adam Schenk,40.58%,168,414
2023,0,52374,Brandon Wu,40.58%,168,414
2023,0,50525,Collin Morikawa,40.52%,124,306
2023,0,24140,Sean O'Hair,40.48%,51,126
2023,0,32757,Patton Kizzire,40.43%,131,324
2023,0,46441,Robby Shelton,40.43%,131,324
2023,0,30692,Scott Stallings,40.37%,109,270
2023,0,57975,Harry Hall,40.35%,138,342
2023,0,52513,Carson Young,40.28%,116,288
2023,0,57362,Austin Eckroat,40.20%,123,306
2023,0,31202,William McGirt,40.12%,65,162
2023,0,36871,Matt NeSmith,40.12%,130,324
2023,0,48119,Ben Taylor,40.12%,130,324
2023,0,39546,Keith Mitchell,40.00%,144,360
2023,0,49947,Taylor Moore,40.00%,144,360
2023,0,55893,Sam Stevens,40.00%,144,360
2023,0,46970,Jon Rahm,39.87%,122,306
2023,0,23320,Ryan Palmer,39.81%,86,216
2023,0,48117,Kurt Kitayama,39.74%,93,234
2023,0,49771,J.T. Poston,39.72%,143,360
2023,0,39954,Cody Gribble,39.68%,100,252
2023,0,32366,Kevin Chappell,39.58%,57,144
2023,0,51349,Nico Echavarria,39.58%,57,144
2023,0,31577,Tano Goya,39.54%,121,306
2023,0,47983,Chad Ramey,39.51%,128,324
2023,0,39975,Michael Kim,39.22%,120,306
2023,0,46046,Scottie Scheffler,39.14%,155,396
2023,0,32662,Michael Gligic,38.89%,42,108
2023,0,49298,Kramer Hickok,38.89%,112,288
2023,0,27974,Sung Kang,38.89%,49,126
2023,0,32640,Troy Merritt,38.89%,91,234
2023,0,48867,Matti Schmid,38.89%,77,198
2023,0,32139,Danny Willett,38.89%,84,216
2023,0,55454,Carl Yuan,38.89%,91,234
2023,0,46414,Aaron Rai,38.62%,146,378
2023,0,34563,Chesson Hadley,38.54%,111,288
2023,0,24024,Zach Johnson,38.46%,90,234
2023,0,52372,Cameron Champ,38.38%,76,198
2023,0,36801,Mark Hubbard,38.36%,145,378
2023,0,37275,Sam Ryder,38.36%,145,378
2023,0,29908,C.T. Pan,38.27%,62,162
2023,0,27963,Chris Stroud,38.19%,55,144
2023,0,28775,Nate Lashley,38.10%,144,378
2023,0,54783,Dylan Wu,38.10%,144,378
2023,0,51890,Greyson Sigg,38.06%,137,360
2023,0,58967,Trevor Werbylo,38.03%,89,234
2023,0,39997,Corey Conners,38.01%,130,342
2023,0,27349,Alex Noren,37.96%,123,324
2023,0,45157,Cam Davis,37.91%,116,306
2023,0,27554,Scott Harrington,37.78%,68,180
2023,0,52453,Nicolai Hojgaard,37.78%,68,180
2023,0,28237,Rory McIlroy,37.78%,102,270
2023,0,46601,Trey Mullinax,37.78%,68,180
2023,0,30163,Henrik Norlander,37.78%,102,270
2023,0,23108,Matt Kuchar,37.72%,129,342
2023,0,46340,Alex Smalley,37.68%,156,414
2023,0,28420,Ryan Brehm,37.65%,61,162
2023,0,40115,Adam Svensson,37.45%,182,486
2023,0,29725,Tony Finau,37.43%,128,342
2023,0,48887,Matt Wallace,37.41%,101,270
2023,0,33408,Tyson Alexander,37.30%,94,252
2023,0,37338,Zecheng Dou,37.25%,114,306
2023,0,33597,Harry Higgs,37.18%,87,234
2023,0,36799,Stephan Jaeger,37.16%,194,522
2023,0,36699,Patrick Rodgers,37.13%,127,342
2023,0,33410,Andrew Landry,36.75%,86,234
2023,0,39067,MJ Daffue,36.73%,119,324
2023,0,30926,Chris Kirk,36.73%,119,324
2023,0,36326,David Lipsky,36.73%,119,324
2023,0,51950,Max McGreevy,36.67%,66,180
2023,0,48699,Callum Tarren,36.67%,99,270
2023,0,58168,Davis Thompson,36.67%,132,360
2023,0,27936,Martin Laird,36.51%,92,252
2023,0,52375,Doug Ghim,36.46%,105,288
2023,0,34610,Matthias Schwab,36.46%,105,288
2023,0,34431,Robert Streb,36.42%,59,162
2023,0,35617,Martin Trainer,36.42%,59,162
2023,0,29420,Billy Horschel,36.36%,72,198
2023,0,26476,Chez Reavie,36.27%,111,306
2023,0,29289,S.Y. Noh,36.11%,91,252
2023,0,36724,Augusto Núñez,36.11%,78,216
2023,0,35879,Kelly Kraft,35.93%,97,270
2023,0,51070,Vincent Norrman,35.93%,97,270
2023,0,45609,Tyler Duncan,35.71%,90,252
2023,0,22405,Justin Rose,35.71%,90,252
2023,0,27129,Luke List,35.67%,122,342
2023,0,49453,Trevor Cone,35.65%,77,216
2023,0,35310,Lanto Griffin,35.56%,64,180
2023,0,39971,Sungjae Im,35.51%,147,414
2023,0,31323,Gary Woodland,35.49%,115,324
2023,0,51414,Brent Grant,35.35%,70,198
2023,0,50493,Justin Suh,35.26%,165,468
2023,0,52411,Kyle Westmoreland,35.19%,57,162
2023,0,56762,Will Gordon,34.92%,132,378
2023,0,27095,Nick Watney,34.92%,44,126
2023,0,12716,Charley Hoffman,34.85%,69,198
2023,0,35449,Adam Long,34.80%,119,342
2023,0,22056,Cameron Percy,34.72%,75,216
2023,0,33204,Shane Lowry,34.52%,87,252
2023,0,34256,Andrew Putnam,34.49%,149,432
2023,0,31557,Jim Herman,34.26%,74,216
2023,0,32816,Satoshi Kodaira,34.26%,74,216
2023,0,49766,Hank Lebioda,34.13%,43,126
2023,0,27214,Kevin Streelman,33.99%,104,306
2023,0,32448,James Hahn,33.76%,79,234
2023,0,32333,Kevin Tway,33.73%,85,252
2023,0,56630,Akshay Bhatia,33.33%,108,324
2023,0,33122,Russell Knox,33.33%,132,396
2023,0,51491,Brandon Matthews,33.33%,30,90
2023,0,39335,Kevin Roy,33.33%,48,144
2023,0,40250,Taylor Pendrith,32.46%,111,342
2023,0,29535,Brice Garnett,31.94%,92,288
2022,0,29926,Danny Lee,47.62,60,126
2022,0,47993,Denny McCarthy,46.72,185,396
2022,0,33448,Justin Thomas,46.6,151,324
2022,0,32366,Kevin Chappell,46.3,75,162
2022,0,39058,Lucas Herbert,46.3,75,162
2022,0,29908,C.T. Pan,46.18,133,288
2022,0,46550,Brandon Hagy,46.11,83,180
2022,0,48699,Callum Tarren,46.11,83,180
2022,0,28089,Jason Day,45.45,90,198
2022,0,40006,Erik van Rooyen,45.14,65,144
2022,0,56278,Matthew Wolff,45.14,65,144
2022,0,35617,Martin Trainer,45.0,81,180
2022,0,33597,Harry Higgs,44.91,97,216
2022,0,25818,Scott Piercy,44.91,97,216
2022,0,35891,Cameron Smith,44.84,113,252
2022,0,35506,Mackenzie Hughes,44.81,121,270
2022,0,26851,Marc Leishman,44.81,121,270
2022,0,35310,Lanto Griffin,44.79,129,288
2022,0,46442,Maverick McNealy,44.72,161,360
2022,0,48084,Wesley Bryan,44.44,56,126
2022,0,35879,Kelly Kraft,44.44,80,180
2022,0,51950,Max McGreevy,44.44,72,162
2022,0,51997,Andrew Novak,44.44,96,216
2022,0,10381,Curtis Thompson,44.44,64,144
2022,0,34046,Jordan Spieth,44.1,127,288
2022,0,51894,Vince Whaley,44.07,119,270
2022,0,33204,Shane Lowry,44.02,103,234
2022,0,23325,Vaughn Taylor,43.89,79,180
2022,0,34363,Tyrrell Hatton,43.7,118,270
2022,0,24980,Scott Gutschewski,43.52,47,108
2022,0,27895,Jonas Blixt,43.33,39,90
2022,0,47504,Sam Burns,43.14,132,306
2022,0,34563,Chesson Hadley,43.06,93,216
2022,0,29289,S.Y. Noh,43.06,93,216
2022,0,31560,Brian Stuard,43.06,93,216
2022,0,23108,Matt Kuchar,42.96,116,270
2022,0,30163,Henrik Norlander,42.93,85,198
2022,0,34256,Andrew Putnam,42.9,139,324
2022,0,35449,Adam Long,42.81,131,306
2022,0,46717,Viktor Hovland,42.71,123,288
2022,0,32150,Michael Thompson,42.71,123,288
2022,0,31420,Anirban Lahiri,42.59,92,216
2022,0,36689,Brooks Koepka,42.36,61,144
2022,0,25493,Nick Taylor,42.36,122,288
2022,0,53165,Doc Redman,42.31,99,234
2022,0,51766,Wyndham Clark,42.22,152,360
2022,0,26300,Matt Jones,42.22,76,180
2022,0,34360,Patrick Reed,42.22,114,270
2022,0,37275,Sam Ryder,42.22,114,270
2022,0,23621,Rory Sabbatini,42.22,76,180
2022,0,45157,Cam Davis,42.16,129,306
2022,0,36801,Mark Hubbard,42.06,106,252
2022,0,47347,Adam Schenk,42.06,106,252
2022,0,32839,Hideki Matsuyama,41.83,128,306
2022,0,24361,Pat Perez,41.67,90,216
2022,0,39953,Chase Seiffert,41.67,60,144
2022,0,33141,Keegan Bradley,41.5,127,306
2022,0,32102,Rickie Fowler,41.45,97,234
2022,0,36799,Stephan Jaeger,41.45,97,234
2022,0,28775,Nate Lashley,41.45,97,234
2022,0,34431,Robert Streb,41.45,97,234
2022,0,22405,Justin Rose,41.41,82,198
2022,0,34264,Hudson Swafford,41.41,82,198
2022,0,27770,Camilo Villegas,41.41,82,198
2022,0,30978,Kiradech Aphibarnrat,41.36,67,162
2022,0,47128,Richy Werenski,41.27,52,126
2022,0,39546,Keith Mitchell,41.23,141,342
2022,0,30927,Brendon Todd,41.18,126,306
2022,0,25686,Jason Dufner,41.11,37,90
2022,0,33399,Adam Hadwin,41.11,148,360
2022,0,50095,Austin Smotherman,41.11,111,270
2022,0,30911,Tommy Fleetwood,41.03,96,234
2022,0,30944,Jason Kokrak,41.03,96,234
2022,0,40162,Justin Lower,41.03,96,234
2022,0,47483,Will Zalatoris,40.97,118,288
2022,0,29535,Brice Garnett,40.91,81,198
2022,0,32139,Danny Willett,40.91,81,198
2022,0,51890,Greyson Sigg,40.85,125,306
2022,0,34076,Joel Dahmen,40.74,132,324
2022,0,28252,Seamus Power,40.74,110,270
2022,0,33486,Roger Sloan,40.74,66,162
2022,0,46046,Scottie Scheffler,40.64,139,342
2022,0,39324,J.J. Spaun,40.64,139,342
2022,0,35450,Patrick Cantlay,40.63,117,288
2022,0,35461,Beau Hossler,40.6,95,234
2022,0,50525,Collin Morikawa,40.6,95,234
2022,0,32640,Troy Merritt,40.56,146,360
2022,0,33667,Carlos Ortiz,40.56,73,180
2022,0,48822,Sebastián Muñoz,40.52,124,306
2022,0,57366,Cameron Young,40.52,124,306
2022,0,45540,Jared Wolfe,40.48,51,126
2022,0,29478,Kevin Kisner,40.4,80,198
2022,0,29221,Webb Simpson,40.4,80,198
2022,0,24138,Ian Poulter,40.28,58,144
2022,0,27214,Kevin Streelman,40.28,116,288
2022,0,40115,Adam Svensson,40.28,145,360
2022,0,34174,John Huh,40.17,94,234
2022,0,27936,Martin Laird,40.17,94,234
2022,0,47856,Seth Reeves,40.12,65,162
2022,0,49964,Aaron Wise,40.06,137,342
2022,0,45609,Tyler Duncan,40.0,108,270
2022,0,23983,Luke Donald,39.9,79,198
2022,0,52374,Brandon Wu,39.9,79,198
2022,0,48081,Xander Schauffele,39.87,122,306
2022,0,30692,Scott Stallings,39.87,122,306
2022,0,45526,Abraham Ancer,39.81,86,216
2022,0,47529,Mito Pereira,39.81,129,324
2022,0,39977,Max Homa,39.77,136,342
2022,0,34466,Peter Malnati,39.72,143,360
2022,0,32662,Michael Gligic,39.68,100,252
2022,0,37455,Si Woo Kim,39.68,150,378
2022,0,46601,Trey Mullinax,39.68,100,252
2022,0,31646,Emiliano Grillo,39.63,107,270
2022,0,26476,Chez Reavie,39.58,114,288
2022,0,27649,Brandt Snedeker,39.58,57,144
2022,0,32757,Patton Kizzire,39.54,121,306
2022,0,46340,Alex Smalley,39.54,121,306
2022,0,45486,Joaquin Niemann,39.51,128,324
2022,0,49960,Sepp Straka,39.51,128,324
2022,0,29725,Tony Finau,39.47,135,342
2022,0,25198,Francesco Molinari,39.44,71,180
2022,0,32333,Kevin Tway,39.44,71,180
2022,0,46435,Austin Cook,39.39,78,198
2022,0,27974,Sung Kang,39.39,78,198
2022,0,31323,Gary Woodland,39.39,78,198
2022,0,27349,Alex Noren,39.32,92,234
2022,0,27644,Brian Harman,39.18,134,342
2022,0,49298,Kramer Hickok,38.89,98,252
2022,0,28237,Rory McIlroy,38.89,98,252
2022,0,22056,Cameron Percy,38.89,49,126
2022,0,51634,Sahith Theegala,38.67,174,450
2022,0,47995,Davis Riley,38.6,132,342
2022,0,29420,Billy Horschel,38.52,104,270
2022,0,49771,J.T. Poston,38.52,104,270
2022,0,37189,Harold Varner III,38.49,97,252
2022,0,49766,Hank Lebioda,38.46,90,234
2022,0,21961,Charles Howell III,38.38,76,198
2022,0,47983,Chad Ramey,38.33,69,180
2022,0,34098,Russell Henley,38.27,124,324
2022,0,27095,Nick Watney,38.27,62,162
2022,0,36852,Jim Knous,38.19,55,144
2022,0,35110,Brett Drewitt,38.1,48,126
2022,0,32791,K.H. Lee,38.1,144,378
2022,0,33490,Bo Hoag,37.96,41,108
2022,0,32448,James Hahn,37.88,75,198
2022,0,36699,Patrick Rodgers,37.85,109,288
2022,0,46402,Talor Gooch,37.78,102,270
2022,0,27139,David Skinns,37.78,68,180
2022,0,54783,Dylan Wu,37.78,68,180
2022,0,24502,Adam Scott,37.58,115,306
2022,0,52372,Cameron Champ,37.5,54,144
2022,0,40098,Matt Fitzpatrick,37.5,108,288
2022,0,39971,Sungjae Im,37.5,135,360
2022,0,36326,David Lipsky,37.5,108,288
2022,0,23320,Ryan Palmer,37.5,81,216
2022,0,27129,Luke List,37.3,94,252
2022,0,27064,Jhonattan Vegas,37.15,107,288
2022,0,25900,Lucas Glover,37.13,127,342
2022,0,45522,Christiaan Bezuidenhout,37.04,120,324
2022,0,32816,Satoshi Kodaira,37.04,60,162
2022,0,48117,Kurt Kitayama,36.87,73,198
2022,0,54421,Garrick Higgo,36.81,53,144
2022,0,49947,Taylor Moore,36.81,106,288
2022,0,35532,Tom Hoge,36.73,119,324
2022,0,24925,Jonathan Byrd,36.67,66,180
2022,0,28114,Dawie van der Walt,36.51,46,126
2022,0,33419,Cameron Tringale,36.42,118,324
2022,0,34255,Joseph Bramlett,36.32,85,234
2022,0,46970,Jon Rahm,36.27,111,306
2022,0,19803,Ryan Armour,36.11,52,144
2022,0,29974,Branden Grace,36.11,52,144
2022,0,34610,Matthias Schwab,36.11,91,252
2022,0,20229,Stewart Cink,35.9,84,234
2022,0,37212,Paul Barjon,35.86,71,198
2022,0,36884,Ben Kohles,35.8,58,162
2022,0,33122,Russell Knox,35.62,109,306
