YEAR,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1994,0,1143,Brad Bryant,280.3,1962,7
1994,0,1607,Brian Kamm,282.0,1692,6
1994,0,6332,Neal Lancaster,285.0,1710,6
1994,0,1771,Blaine McCallister,285.0,1710,6
1994,0,1266,Clark Dennis,294.0,1764,6
1994,0,1353,Bruce Fleisher,295.2,1476,5
1994,0,12663,Phil Tataurangi,297.0,1188,4
1994,0,1457,Jay Haas,306.0,1836,6
1994,0,1928,Corey Pavin,306.0,1224,4
1994,0,6809,Bob Burns,306.5,1226,4
1994,0,1444,Ken Green,307.8,1539,5
1994,0,1072,Chip Beck,309.6,1548,5
1994,0,6251,Chris DiMarco,309.6,1548,5
1994,0,1098,Jay Don Blake,313.2,1566,5
1994,0,1381,Fred Funk,315.0,1890,6
1994,0,1938,David Peoples,316.8,1584,5
1994,0,2167,Mike Sullivan,319.5,1278,4
1994,0,2321,Fuzzy Zoeller,328.5,1314,4
1994,0,6016,Brad Lardon,330.0,990,3
1994,0,1331,Rick Fehr,346.5,1386,4
1994,0,2170,Hal Sutton,349.2,1746,5
1994,0,6609,Rob Boldt,351.0,1053,3
1994,0,1378,David Frost,351.0,1404,4
1994,0,1633,Tom Kite,351.0,1404,4
1994,0,1766,Billy Mayfair,356.4,1782,5
1994,0,1945,Kenny Perry,356.4,1782,5
1994,0,1093,Ronnie Black,360.0,1440,4
1994,0,1557,John Inman,363.6,1818,5
1994,0,1920,Craig Parry,372.0,1116,3
1994,0,6062,Charles Raulerson,372.0,1116,3
1994,0,2224,Greg Twiggs,384.0,1152,3
1994,0,1235,Ben Crenshaw,387.0,1548,4
1994,0,1577,Lee Janzen,396.0,1584,4
1994,0,1701,Bob Lohr,396.0,1584,4
1994,0,1200,Keith Clearwater,400.5,1602,4
1994,0,2241,Bobby Wadkins,402.0,1206,3
1994,0,1891,David Ogrin,405.0,1620,4
1994,0,2214,Kirk Triplett,405.0,1620,4
1994,0,1569,Peter Jacobsen,408.0,1224,3
1994,0,2100,Tim Simpson,409.5,1638,4
1994,0,1329,Brad Faxon,414.0,1656,4
1994,0,1926,Steve Pate,418.5,1674,4
1994,0,10809,Jim Furyk,427.5,1710,4
1994,0,1559,Hale Irwin,444.0,1332,3
1994,0,2033,Dave Rummells,450.0,1800,4
1994,0,7235,John Morse,456.0,1368,3
1994,0,2146,Payne Stewart,456.0,1368,3
1994,0,2090,Tom Sieckmann,474.0,1422,3
1994,0,6575,Dudley Hart,478.3,1435,3
1994,0,1014,Fulton Allem,492.0,1476,3
1994,0,1306,David Edwards,492.0,1476,3
1994,0,1133,Billy Ray Brown,497.5,995,2
1994,0,1392,Tom Garner,504.0,1008,2
1994,0,2190,Doug Tewell,504.0,1512,3
1994,0,6020,Steve Brodie,508.3,1525,3
1994,0,1185,Brandel Chamblee,516.0,1548,3
1994,0,1723,Andrew Magee,534.0,1602,3
1994,0,7781,Ty Armstrong,536.0,1072,2
1994,0,1905,Joe Ozaki,549.0,1098,2
1994,0,1313,Steve Elkington,558.0,1116,2
1994,0,2267,D.A. Weibring,567.0,1134,2
1994,0,2239,Scott Verplank,573.5,1147,2
1994,0,1196,Brian Claar,594.0,1782,3
1994,0,1648,Billy Kratzert,621.0,1242,2
1994,0,6643,Paul Goydos,624.0,1872,3
1994,0,2245,Grant Waite,630.0,1260,2
1994,0,1986,Joey Rassett,639.0,1278,2
1994,0,2007,Larry Rinker,666.0,1332,2
1994,0,2010,Loren Roberts,693.0,1386,2
1994,0,1282,Trevor Dodds,711.0,1422,2
1994,0,1219,John Cook,720.0,1440,2
1994,0,1414,Bob Gilder,738.0,1476,2
1994,0,6589,Jeff Woodland,747.0,1494,2
1994,0,1755,Dick Mast,756.0,1512,2
1994,0,6577,John Wilson,756.0,1512,2
1994,0,1307,Joel Edwards,765.0,1530,2
1994,0,1550,Ed Humenik,801.0,1602,2
1994,0,1288,Ed Dougherty,882.0,1764,2
1994,0,1629,Eddie Kirby,936.0,936,1
1994,0,6088,Steve Gotsche,1008.0,1008,1
1994,0,2101,Joey Sindelar,1170.0,1170,1
1994,0,2230,Stan Utley,1314.0,1314,1
1994,0,2322,Richard Zokol,1332.0,1332,1
1994,0,1725,John Mahaffey,1350.0,1350,1
1994,0,1823,Larry Mize,1350.0,1350,1
1994,0,1783,Mark McCumber,1368.0,1368,1
1994,0,2294,Willie Wood,1386.0,1386,1
1994,0,1748,Doug Martin,1458.0,1458,1
1994,0,2159,Curtis Strange,1494.0,1494,1
1994,0,6315,Pete Jordan,1584.0,1584,1
1993,0,1249,John Daly,90.6,1269,14
1993,0,1706,Davis Love III,120.0,1800,15
1993,0,2255,Denis Watson,122.1,1099,9
1993,0,1890,Brett Ogle,126.0,1008,8
1993,0,1975,Tom Purtzer,126.0,1008,8
1993,0,2321,Fuzzy Zoeller,127.8,1278,10
1993,0,2033,Dave Rummells,129.3,1422,11
1993,0,1723,Andrew Magee,133.2,1332,10
1993,0,1261,Jay Delsing,138.5,1800,13
1993,0,1098,Jay Don Blake,139.1,1391,10
1993,0,1550,Ed Humenik,139.5,1674,12
1993,0,10795,Neale Smith,144.0,1008,7
1993,0,1096,Phil Blackmar,144.5,1590,11
1993,0,1846,Jodie Mudd,149.1,1044,7
1993,0,6332,Neal Lancaster,150.0,1800,12
1993,0,1690,Bruce Lietzke,150.0,900,6
1993,0,1203,Russ Cochran,153.7,1691,11
1993,0,2049,Gene Sauers,154.6,1701,11
1993,0,1677,Tom Lehman,155.5,1710,11
1993,0,1659,Massy Kuramoto,156.9,1098,7
1993,0,8759,Tad Rhyan,158.0,1422,9
1993,0,1226,Fred Couples,159.8,1278,8
1993,0,2135,Mike Standly,166.2,1662,10
1993,0,1200,Keith Clearwater,170.2,1872,11
1993,0,1682,Wayne Levi,170.5,1364,8
1993,0,1161,Mark Calcavecchia,171.0,1710,10
1993,0,1837,Gil Morgan,172.0,1548,9
1993,0,6006,JC Anderson,173.3,1386,8
1993,0,6128,Steve Lamontagne,176.4,1764,10
1993,0,1569,Peter Jacobsen,177.8,1422,8
1993,0,6617,Brian Henninger,179.8,1618,9
1993,0,1143,Brad Bryant,180.4,1804,10
1993,0,2101,Joey Sindelar,181.3,1269,7
1993,0,1408,Kelly Gibson,183.6,1836,10
1993,0,2214,Kirk Triplett,184.0,1656,9
1993,0,6197,Michael Allen,189.0,1512,8
1993,0,2090,Tom Sieckmann,192.0,1728,9
1993,0,1707,Steve Lowery,196.2,1962,10
1993,0,1072,Chip Beck,198.0,1584,8
1993,0,1549,Mike Hulbert,200.0,1800,9
1993,0,2224,Greg Twiggs,200.3,1602,8
1993,0,2256,Tom Watson,201.6,1008,5
1993,0,6575,Dudley Hart,203.5,1628,8
1993,0,1468,Gary Hallberg,204.8,1638,8
1993,0,6034,Marco Dawson,210.0,1890,9
1993,0,2242,Lanny Wadkins,210.0,1260,6
1993,0,1323,Brad Fabel,210.9,1476,7
1993,0,2217,Dennis Trixler,210.9,1476,7
1993,0,1444,Ken Green,212.4,1062,5
1993,0,1736,Roger Maltbie,212.4,1062,5
1993,0,6090,Jim McGovern,212.4,2124,10
1993,0,1235,Ben Crenshaw,213.0,1278,6
1993,0,1810,Phil Mickelson,219.0,1314,6
1993,0,1320,Bob Estes,220.5,1764,8
1993,0,1823,Larry Mize,228.0,1368,6
1993,0,1724,Jeff Maggert,228.9,1602,7
1993,0,2279,Mark Wiebe,231.4,1620,7
1993,0,1648,Billy Kratzert,234.0,936,4
1993,0,1958,Dan Pohl,234.0,936,4
1993,0,2241,Bobby Wadkins,234.0,1170,5
1993,0,1006,John Adams,236.6,1656,7
1993,0,1116,Michael Bradley,237.0,1422,6
1993,0,1577,Lee Janzen,239.1,1674,7
1993,0,2246,Duffy Waldorf,240.0,1440,6
1993,0,1060,Dave Barr,241.7,1692,7
1993,0,2131,Mike Springer,245.3,1472,6
1993,0,1185,Brandel Chamblee,247.5,1485,6
1993,0,1864,Larry Nelson,247.5,990,4
1993,0,1457,Jay Haas,249.8,1998,8
1993,0,1035,Tommy Armour III,252.0,1008,4
1993,0,1219,John Cook,252.0,1512,6
1993,0,2206,David Toms,252.0,1512,6
1993,0,6086,Russell Beiersdorf,257.1,1800,7
1993,0,6012,Greg Kraft,259.2,1296,5
1993,0,1093,Ronnie Black,263.7,1582,6
1993,0,1313,Steve Elkington,264.0,1584,6
1993,0,2322,Richard Zokol,264.4,1322,5
1993,0,2007,Larry Rinker,266.4,1332,5
1993,0,1284,Mike Donald,276.0,1656,6
1993,0,2225,Howard Twitty,276.0,1656,6
1993,0,1930,Eddie Pearce,277.5,1110,4
1993,0,1783,Mark McCumber,280.8,1404,5
1993,0,7569,Mark Carnevale,281.2,1687,6
1993,0,2159,Curtis Strange,282.2,1411,5
1993,0,6643,Paul Goydos,285.0,1710,6
1993,0,2133,Craig Stadler,288.0,1440,5
1993,0,1042,Paul Azinger,291.6,1458,5
1993,0,1715,Mark Lye,292.5,1170,4
1993,0,1218,Jeff Cook,296.2,1481,5
1993,0,2298,Jim Woodward,303.0,909,3
1993,0,1329,Brad Faxon,305.8,1529,5
1993,0,1374,Robin Freeman,309.6,1548,5
1993,0,1607,Brian Kamm,309.6,1548,5
1993,0,1971,Dillard Pruitt,309.6,1548,5
1993,0,1361,Dan Forsman,313.2,1566,5
1993,0,1533,P.H. Horgan III,313.2,1566,5
1993,0,1248,Rick Dalpos,315.0,1260,4
1993,0,1014,Fulton Allem,324.0,1620,5
1993,0,1849,Bill Murchison,324.0,972,3
1993,0,1945,Kenny Perry,325.8,1629,5
1993,0,1024,Billy Andrade,331.2,1656,5
1993,0,1553,John Huston,336.0,2016,6
1993,0,2146,Payne Stewart,338.4,1692,5
1993,0,6124,Patrick Burke,342.0,1026,3
1993,0,5319,Gene Jones,342.0,1026,3
1993,0,1418,Bill Glasson,346.5,1386,4
1993,0,1761,Len Mattiace,351.0,1404,4
1993,0,2294,Willie Wood,351.0,1404,4
1993,0,1331,Rick Fehr,352.8,1764,5
1993,0,1469,Dan Halldorson,354.8,1419,4
1993,0,1201,Lennie Clements,360.0,1440,4
1993,0,1282,Trevor Dodds,369.0,1476,4
1993,0,6058,John Flannery,370.8,1854,5
1993,0,1938,David Peoples,372.3,1489,4
1993,0,10195,Tim Conley,378.0,1134,3
1993,0,6566,Jaime Gomez,382.5,1530,4
1993,0,8045,Perry Moss,387.0,1548,4
1993,0,1887,Mark O'Meara,387.0,1548,4
1993,0,1191,Barry Cheesman,391.5,1566,4
1993,0,2180,Harry Taylor,396.0,1584,4
1993,0,1288,Ed Dougherty,399.6,1998,5
1993,0,1385,Jim Gallagher Jr.,400.5,1602,4
1993,0,1926,Steve Pate,400.5,1602,4
1993,0,6284,Jim Hallet,405.0,1620,4
1993,0,10207,Jimmy Johnston,414.0,1242,3
1993,0,1968,Nick Price,414.0,1242,3
1993,0,2218,Ted Tryba,423.0,1692,4
1993,0,1346,Ed Fiori,426.8,1707,4
1993,0,1132,Mark Brooks,427.5,1710,4
1993,0,2010,Loren Roberts,427.5,1710,4
1993,0,6136,Mike Schuchart,432.0,1296,3
1993,0,2104,Jeff Sluman,436.5,1746,4
1993,0,2185,Lance Ten Broeck,436.5,1746,4
1993,0,1557,John Inman,441.0,1764,4
1993,0,1157,Tom Byrum,455.0,1365,3
1993,0,6599,John Elliott,462.0,1386,3
1993,0,2099,Scott Simpson,464.3,1393,3
1993,0,6247,David Delong,464.5,929,2
1993,0,1197,Bobby Clampett,486.0,972,2
1993,0,1388,Robert Gamez,486.0,1458,3
1993,0,1766,Billy Mayfair,495.0,1980,4
1993,0,2100,Tim Simpson,510.0,1530,3
1993,0,2170,Hal Sutton,510.0,1530,3
1993,0,1564,David Jackson,522.0,1566,3
1993,0,1797,Rocco Mediate,522.0,1566,3
1993,0,1495,Morris Hatalsky,540.0,1080,2
1993,0,2111,Mike Smith,540.0,1620,3
1993,0,1068,Andy Bean,549.0,1098,2
1993,0,6044,Scott Gump,552.0,1656,3
1993,0,1510,Nolan Henke,558.0,1674,3
1993,0,1527,Scott Hoch,558.0,1674,3
1993,0,1633,Tom Kite,612.0,1224,2
1993,0,1378,David Frost,657.0,1314,2
1993,0,1920,Craig Parry,657.0,1314,2
1993,0,1381,Fred Funk,690.0,2070,3
1993,0,1414,Bob Gilder,702.0,1404,2
1993,0,6589,Jeff Woodland,711.0,1422,2
1993,0,2303,Robert Wrenn,729.0,1458,2
1993,0,1475,Donnie Hammond,747.0,1494,2
1993,0,1755,Dick Mast,783.0,1566,2
1993,0,1771,Blaine McCallister,792.0,1584,2
1993,0,1307,Joel Edwards,810.0,1620,2
1993,0,1946,Peter Persons,810.0,1620,2
1993,0,1928,Corey Pavin,819.0,1638,2
1993,0,2067,Ted Schulz,855.0,1710,2
1993,0,1619,Skip Kendall,864.0,1728,2
1993,0,1435,Wayne Grady,936.0,936,1
1993,0,6144,John Dowdall,972.0,972,1
1993,0,1443,Hubert Green,972.0,972,1
1993,0,1876,Greg Norman,972.0,972,1
1993,0,2201,Jim Thorpe,1008.0,1008,1
1993,0,1934,Dave Peege,1026.0,1026,1
1993,0,1049,Ian Baker-Finch,1098.0,1098,1
1993,0,6691,Greg Cesario,1116.0,1116,1
1993,0,1390,Buddy Gardner,1170.0,1170,1
1993,0,1559,Hale Irwin,1206.0,1206,1
1993,0,2223,Bob Tway,1224.0,1224,1
1993,0,1725,John Mahaffey,1314.0,1314,1
1993,0,2267,D.A. Weibring,1350.0,1350,1
1993,0,1701,Bob Lohr,1530.0,1530,1
1993,0,2245,Grant Waite,1620.0,1620,1
1993,0,1891,David Ogrin,1656.0,1656,1
1993,0,1196,Brian Claar,1944.0,1944,1
1992,0,1690,Bruce Lietzke,84.9,1188,14
1992,0,1361,Dan Forsman,109.0,1962,18
1992,0,1958,Dan Pohl,120.0,1080,9
1992,0,2167,Mike Sullivan,120.0,1440,12
1992,0,1414,Bob Gilder,120.9,1692,14
1992,0,1161,Mark Calcavecchia,122.2,1711,14
1992,0,1035,Tommy Armour III,122.3,1467,12
1992,0,2321,Fuzzy Zoeller,124.0,1116,9
1992,0,1096,Phil Blackmar,130.9,1440,11
1992,0,1355,Raymond Floyd,135.0,1080,8
1992,0,1385,Jim Gallagher Jr.,135.0,1890,14
1992,0,1226,Fred Couples,137.5,1512,11
1992,0,1261,Jay Delsing,139.5,1674,12
1992,0,1249,John Daly,140.4,1404,10
1992,0,1313,Steve Elkington,140.7,1548,11
1992,0,1323,Brad Fabel,141.0,1692,12
1992,0,1723,Andrew Magee,144.0,1728,12
1992,0,2267,D.A. Weibring,145.8,1458,10
1992,0,1960,Don Pooley,146.6,1026,7
1992,0,1876,Greg Norman,149.1,1044,7
1992,0,1374,Robin Freeman,150.3,1503,10
1992,0,1408,Kelly Gibson,152.2,1674,11
1992,0,2049,Gene Sauers,155.1,1396,9
1992,0,8277,Greg Lesher,156.0,1404,9
1992,0,1143,Brad Bryant,156.5,2034,13
1992,0,1203,Russ Cochran,157.1,1728,11
1992,0,1388,Robert Gamez,158.0,1422,9
1992,0,1014,Fulton Allem,161.2,1773,11
1992,0,2095,Larry Silveira,162.0,972,6
1992,0,6122,Greg Hickman,164.6,1152,7
1992,0,1706,Davis Love III,165.6,1656,10
1992,0,1677,Tom Lehman,167.7,1845,11
1992,0,1185,Brandel Chamblee,169.7,1527,9
1992,0,6150,Carl Cooper,171.0,1368,8
1992,0,1042,Paul Azinger,172.0,1548,9
1992,0,2033,Dave Rummells,172.8,1728,10
1992,0,2067,Ted Schulz,173.5,1908,11
1992,0,1522,Lon Hinkle,174.0,1044,6
1992,0,1837,Gil Morgan,174.0,1566,9
1992,0,6072,Greg Whisman,175.5,1404,8
1992,0,2002,John Riegger,180.1,1261,7
1992,0,1006,John Adams,184.7,1662,9
1992,0,1945,Kenny Perry,185.6,1485,8
1992,0,2224,Greg Twiggs,187.2,936,5
1992,0,1132,Mark Brooks,192.6,1926,10
1992,0,2101,Joey Sindelar,192.6,1926,10
1992,0,1133,Billy Ray Brown,192.9,1350,7
1992,0,1550,Ed Humenik,199.4,1795,9
1992,0,1072,Chip Beck,200.3,1602,8
1992,0,1390,Buddy Gardner,200.3,1602,8
1992,0,1928,Corey Pavin,200.3,1602,8
1992,0,1098,Jay Don Blake,200.6,1404,7
1992,0,2322,Richard Zokol,201.0,1206,6
1992,0,2100,Tim Simpson,204.3,1226,6
1992,0,6034,Marco Dawson,205.7,1440,7
1992,0,6332,Neal Lancaster,206.5,2065,10
1992,0,1887,Mark O'Meara,208.3,1458,7
1992,0,1235,Ben Crenshaw,210.9,1476,7
1992,0,1306,David Edwards,211.5,1692,8
1992,0,7569,Mark Carnevale,213.4,1494,7
1992,0,6751,Chris Tucker,213.4,1494,7
1992,0,6284,Jim Hallet,224.0,2016,9
1992,0,2041,Bill Sander,228.3,913,4
1992,0,6124,Patrick Burke,229.3,1605,7
1992,0,1943,Chris Perry,234.2,1405,6
1992,0,1926,Steve Pate,236.3,1890,8
1992,0,1846,Jodie Mudd,237.6,1188,5
1992,0,2185,Lance Ten Broeck,240.8,1926,8
1992,0,6010,Brad Bell,243.0,972,4
1992,0,1797,Rocco Mediate,245.3,1472,6
1992,0,2133,Craig Stadler,246.0,1476,6
1992,0,2146,Payne Stewart,246.0,1476,6
1992,0,2214,Kirk Triplett,248.4,1242,5
1992,0,1682,Wayne Levi,249.0,1494,6
1992,0,2104,Jeff Sluman,249.8,1998,8
1992,0,2298,Jim Woodward,250.2,1251,5
1992,0,1129,Bill Britton,252.0,1512,6
1992,0,1435,Wayne Grady,252.0,1260,5
1992,0,1024,Billy Andrade,258.0,1548,6
1992,0,6040,John Ross,258.0,1548,6
1992,0,2246,Duffy Waldorf,258.0,1548,6
1992,0,1468,Gary Hallberg,261.0,1566,6
1992,0,2206,David Toms,261.0,1566,6
1992,0,1353,Bruce Fleisher,262.3,1836,7
1992,0,8537,J.P. Hayes,262.8,1314,5
1992,0,2099,Scott Simpson,262.8,1314,5
1992,0,1320,Bob Estes,267.0,1602,6
1992,0,1553,John Huston,268.9,1882,7
1992,0,1142,Bart Bryant,270.0,1080,4
1992,0,1200,Keith Clearwater,273.3,1913,7
1992,0,1288,Ed Dougherty,277.7,1944,7
1992,0,1219,John Cook,284.4,1422,5
1992,0,6575,Dudley Hart,284.8,1709,6
1992,0,1346,Ed Fiori,285.3,1712,6
1992,0,2313,Bruce Zabriski,285.8,1429,5
1992,0,1766,Billy Mayfair,293.1,2052,7
1992,0,1975,Tom Purtzer,293.4,1467,5
1992,0,1196,Brian Claar,297.0,1782,6
1992,0,1475,Donnie Hammond,297.0,1188,4
1992,0,2279,Mark Wiebe,298.8,1494,5
1992,0,1443,Hubert Green,300.0,900,3
1992,0,1284,Mike Donald,303.0,1818,6
1992,0,6090,Jim McGovern,303.0,1818,6
1992,0,2225,Howard Twitty,304.2,1521,5
1992,0,1444,Ken Green,311.4,1557,5
1992,0,1457,Jay Haas,312.0,1872,6
1992,0,6128,Steve Lamontagne,316.8,1584,5
1992,0,1040,Emlyn Aubrey,324.0,1296,4
1992,0,1139,Olin Browne,324.0,1620,5
1992,0,1569,Peter Jacobsen,334.8,1674,5
1992,0,2170,Hal Sutton,342.0,1368,4
1992,0,6383,E.J. Pfister,348.0,1044,3
1992,0,1376,Bob Friend,349.2,1746,5
1992,0,1527,Scott Hoch,354.0,1062,3
1992,0,1938,David Peoples,355.6,1778,5
1992,0,2135,Mike Standly,356.4,1782,5
1992,0,1891,David Ogrin,360.0,1440,4
1992,0,2159,Curtis Strange,360.0,1080,3
1992,0,1783,Mark McCumber,362.3,1449,4
1992,0,1978,Fran Quinn,363.0,1089,3
1992,0,1823,Larry Mize,364.5,1458,4
1992,0,2131,Mike Springer,380.3,1521,4
1992,0,1331,Rick Fehr,382.5,1530,4
1992,0,1510,Nolan Henke,387.0,1548,4
1992,0,2223,Bob Tway,390.0,1170,3
1992,0,1724,Jeff Maggert,400.5,1602,4
1992,0,2311,Kim Young,402.0,1206,3
1992,0,1489,Steve Hart,405.0,1620,4
1992,0,1934,Dave Peege,409.3,1228,3
1992,0,1060,Dave Barr,414.0,1656,4
1992,0,2195,Leonard Thompson,414.0,1242,3
1992,0,1771,Blaine McCallister,432.0,1728,4
1992,0,1755,Dick Mast,438.0,1314,3
1992,0,1533,P.H. Horgan III,450.0,1350,3
1992,0,1157,Tom Byrum,456.0,1368,3
1992,0,1725,John Mahaffey,456.0,1368,3
1992,0,1168,David Canipe,464.7,1394,3
1992,0,1577,Lee Janzen,468.0,1872,4
1992,0,1418,Bill Glasson,473.5,947,2
1992,0,2111,Mike Smith,477.0,1908,4
1992,0,6012,Greg Kraft,485.3,1456,3
1992,0,1307,Joel Edwards,486.0,972,2
1992,0,1378,David Frost,486.0,1458,3
1992,0,1381,Fred Funk,490.5,1962,4
1992,0,1639,Kenny Knox,492.0,1476,3
1992,0,2007,Larry Rinker,492.0,1476,3
1992,0,2303,Robert Wrenn,492.0,1476,3
1992,0,1549,Mike Hulbert,495.0,1980,4
1992,0,2201,Jim Thorpe,504.0,1008,2
1992,0,1748,Doug Martin,510.0,1530,3
1992,0,1469,Dan Halldorson,516.0,1548,3
1992,0,1214,Frank Conner,519.0,1557,3
1992,0,1093,Ronnie Black,534.0,1602,3
1992,0,1329,Brad Faxon,534.0,1602,3
1992,0,1049,Ian Baker-Finch,540.0,1080,2
1992,0,1633,Tom Kite,546.0,1638,3
1992,0,1557,John Inman,588.0,1764,3
1992,0,2226,Tray Tyner,590.5,1181,2
1992,0,1181,Jon Chaffee,594.0,1188,2
1992,0,2292,Bob Wolcott,612.0,1836,3
1992,0,6044,Scott Gump,666.0,1998,3
1992,0,6142,Mitch Adcock,675.0,1350,2
1992,0,1495,Morris Hatalsky,675.0,1350,2
1992,0,2190,Doug Tewell,684.0,1368,2
1992,0,1023,Jerry Anderson,783.0,1566,2
1992,0,2242,Lanny Wadkins,783.0,1566,2
1992,0,1701,Bob Lohr,801.0,1602,2
1992,0,1946,Peter Persons,891.0,1782,2
1992,0,1968,Nick Price,891.0,1782,2
1992,0,6599,John Elliott,1029.0,1029,1
1992,0,1458,Jerry Haas,1062.0,1062,1
1992,0,1736,Roger Maltbie,1152.0,1152,1
1992,0,1559,Hale Irwin,1170.0,1170,1
1992,0,2094,Tony Sills,1188.0,1188,1
1992,0,6048,Dicky Thompson,1245.0,1245,1
1992,0,2230,Stan Utley,1312.0,1312,1
1992,0,1996,Mike Reid,1386.0,1386,1
1992,0,1239,Michael Cunning,1476.0,1476,1
1992,0,1971,Dillard Pruitt,1638.0,1638,1
1992,0,2090,Tom Sieckmann,1674.0,1674,1
1991,40,1068,Andy Bean,87.6,1314,15
1991,40,1235,Ben Crenshaw,108.0,1080,10
1991,41,1876,Greg Norman,112.5,1125,10
1991,41,2133,Craig Stadler,114.5,1260,11
1991,41,2256,Tom Watson,114.8,918,8
1991,41,1553,John Huston,116.4,1746,15
1991,42,1035,Tommy Armour III,121.2,1576,13
1991,42,1156,Curt Byrum,124.7,1746,14
1991,43,2023,Clarence Rose,133.7,936,7
1991,46,1161,Mark Calcavecchia,140.4,1404,10
1991,46,1690,Bruce Lietzke,142.0,1278,9
1991,46,1388,Robert Gamez,142.2,1422,10
1991,46,2321,Fuzzy Zoeller,144.0,1008,7
1991,48,1599,Steve Jones,148.9,1638,11
1991,48,2224,Greg Twiggs,149.4,1494,10
1991,48,1846,Jodie Mudd,154.3,1080,7
1991,48,6197,Michael Allen,154.8,1548,10
1991,48,1106,Jim Booros,157.1,1728,11
1991,48,1249,John Daly,157.5,1890,12
1991,48,2167,Mike Sullivan,158.4,1584,10
1991,48,1151,Clark Burroughs,162.0,972,6
1991,49,1219,John Cook,165.6,1656,10
1991,49,2225,Howard Twitty,167.7,1845,11
1991,49,6072,Greg Whisman,168.0,1512,9
1991,49,1510,Nolan Henke,171.0,1710,10
1991,49,2246,Duffy Waldorf,172.8,1728,10
1991,49,1098,Jay Don Blake,180.0,1800,10
1991,53,1006,John Adams,184.0,1656,9
1991,53,1723,Andrew Magee,184.0,1656,9
1991,53,1096,Phil Blackmar,184.5,1476,8
1991,53,1837,Gil Morgan,184.5,1476,8
1991,53,1662,Greg Ladehoff,185.1,1296,7
1991,53,1072,Chip Beck,186.0,1674,9
1991,53,1444,Ken Green,186.0,1674,9
1991,53,1527,Scott Hoch,188.2,2070,11
1991,53,1797,Rocco Mediate,189.0,1512,8
1991,53,6575,Dudley Hart,190.0,1710,9
1991,53,6577,John Wilson,191.3,1530,8
1991,53,1926,Steve Pate,192.0,1728,9
1991,53,1468,Gary Hallberg,192.4,1539,8
1991,53,1469,Dan Halldorson,193.5,1548,8
1991,54,2099,Scott Simpson,195.0,1170,6
1991,54,1042,Paul Azinger,195.3,1367,7
1991,54,1143,Brad Bryant,195.4,1368,7
1991,54,1361,Dan Forsman,198.0,1584,8
1991,54,6332,Neal Lancaster,198.0,1980,10
1991,54,1975,Tom Purtzer,198.0,1584,8
1991,54,2135,Mike Standly,198.0,1584,8
1991,54,2159,Curtis Strange,198.0,1188,6
1991,54,1378,David Frost,202.5,1620,8
1991,54,1783,Mark McCumber,203.1,1422,7
1991,54,1945,Kenny Perry,203.1,1422,7
1991,54,1288,Ed Dougherty,205.2,2052,10
1991,54,2255,Denis Watson,205.2,1026,5
1991,55,1200,Keith Clearwater,208.0,1872,9
1991,55,1323,Brad Fabel,209.3,1674,8
1991,56,1226,Fred Couples,210.9,1476,7
1991,56,2146,Payne Stewart,213.0,1278,6
1991,56,6284,Jim Hallet,214.0,1926,9
1991,56,1355,Raymond Floyd,216.0,1080,5
1991,56,1559,Hale Irwin,216.0,1080,5
1991,58,2090,Tom Sieckmann,218.6,1530,7
1991,58,6090,Jim McGovern,220.5,1764,8
1991,58,1557,John Inman,222.8,1782,8
1991,58,1706,Davis Love III,222.8,1782,8
1991,58,1928,Corey Pavin,222.8,1782,8
1991,58,2067,Ted Schulz,222.8,1782,8
1991,58,1385,Jim Gallagher Jr.,224.0,2016,9
1991,58,1049,Ian Baker-Finch,225.0,1350,6
1991,58,1112,Charlie Bowles,225.0,1350,6
1991,58,6573,Brandt Jobe,226.8,1134,5
1991,58,1633,Tom Kite,228.9,1602,7
1991,58,1724,Jeff Maggert,231.4,1620,7
1991,58,1943,Chris Perry,231.8,1854,8
1991,58,2241,Bobby Wadkins,232.3,1858,8
1991,58,1201,Lennie Clements,234.0,936,4
1991,58,1414,Bob Gilder,234.0,1404,6
1991,58,1133,Billy Ray Brown,241.7,1692,7
1991,58,1132,Mark Brooks,243.0,1944,8
1991,58,2239,Scott Verplank,243.0,972,4
1991,58,2298,Jim Woodward,243.0,1458,6
1991,58,1755,Dick Mast,244.4,1222,5
1991,58,1331,Rick Fehr,246.0,1476,6
1991,58,1129,Bill Britton,246.9,1728,7
1991,58,2049,Gene Sauers,249.0,1494,6
1991,58,1306,David Edwards,249.4,1746,7
1991,58,1329,Brad Faxon,252.0,1764,7
1991,58,1024,Billy Andrade,254.6,1782,7
1991,58,6118,Greg Bruckner,254.6,1782,7
1991,58,2267,D.A. Weibring,255.0,1530,6
1991,58,1282,Trevor Dodds,258.0,1548,6
1991,58,2242,Lanny Wadkins,258.0,1548,6
1991,58,1284,Mike Donald,264.9,1854,7
1991,58,1303,Bob Eastwood,268.2,1341,5
1991,58,1682,Wayne Levi,270.0,1350,5
1991,60,1475,Donnie Hammond,271.6,1358,5
1991,60,1390,Buddy Gardner,272.6,1908,7
1991,60,1715,Mark Lye,273.0,1638,6
1991,60,1823,Larry Mize,273.0,1638,6
1991,60,2186,Brian Tennyson,273.0,1638,6
1991,60,6581,David Sutherland,273.6,1368,5
1991,60,2223,Bob Tway,273.6,1368,5
