YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2024,27,0,47504,Sam Burns,"43' 3""",103,4453.917,+2.00
2024,27,0,50095,Austin Smotherman,"43' 3""",78,3372.25,+5.00
2024,29,0,36801,Mark Hubbard,"43' 4""",167,7240.167,+9.00
2024,30,0,34098,Russell Henley,"43' 7""",74,3225.833,+9.00
2024,31,0,48699,Callum Tarren,"43' 8""",162,7074.5,+6.00
2024,32,0,27139,David Skinns,"43' 9""",135,5905.167,E
2024,32,0,39324,J.J. Spaun,"43' 9""",160,6998.667,+20.00
2024,32,0,57366,Cameron Young,"43' 9""",131,5729.167,-2.00
2024,35,0,33948,Byeong Hun An,"43' 10""",140,6132.25,-12.00
2024,35,0,47988,Nick Hardy,"43' 10""",192,8418.083,+10.00
2024,35,0,27214,Kevin Streelman,"43' 10""",105,4600.5,-1.00
2024,38,0,52955,Ludvig Åberg,"44' 0""",115,5058.0,+3.00
2024,39,0,35310,Lanto Griffin,"44' 1""",123,5420.0,+7.00
2024,40,0,51696,Rico Hoey,"44' 2""",144,6362.75,+11.00
2024,41,0,48084,Wesley Bryan,"44' 3""",70,3097.25,-8.00
2024,41,0,46113,Ryan McCormick,"44' 3""",104,4604.083,-6.00
2024,43,0,39997,Corey Conners,"44' 4""",141,6246.667,-2.00
2024,43,0,40162,Justin Lower,"44' 4""",145,6424.583,E
2024,43,0,51894,Vince Whaley,"44' 4""",112,4967.417,+10.00
2024,46,0,37455,Si Woo Kim,"44' 5""",130,5769.333,+8.00
2024,47,0,32367,Jorge Campillo,"44' 6""",78,3473.333,+7.00
2024,47,0,56149,Wilson Furr,"44' 6""",97,4320.083,+8.00
2024,47,0,34046,Jordan Spieth,"44' 6""",104,4630.917,-4.00
2024,50,0,55708,Hayden Buckley,"44' 7""",97,4328.417,+24.00
2024,50,0,48081,Xander Schauffele,"44' 7""",133,5931.5,-4.00
2024,50,0,50484,Hayden Springer,"44' 7""",143,6373.75,+15.00
2024,50,0,45242,Kevin Yu,"44' 7""",143,6377.083,+14.00
2024,54,0,40058,Zac Blair,"44' 8""",142,6348.25,+8.00
2024,54,0,46717,Viktor Hovland,"44' 8""",100,4470.0,+10.00
2024,54,0,54783,Dylan Wu,"44' 8""",115,5138.333,-10.00
2024,57,0,60767,Blaine Hale Jr.,"44' 9""",93,4158.333,+9.00
2024,57,0,27129,Luke List,"44' 9""",131,5864.75,+12.00
2024,59,0,47679,Victor Perez,"44' 11""",127,5700.417,+16.00
2024,59,0,34256,Andrew Putnam,"44' 11""",135,6065.417,+6.00
2024,61,0,37212,Paul Barjon,"45' 0""",109,4903.0,+5.00
2024,61,0,54576,Patrick Fishburn,"45' 0""",138,6208.167,-2.00
2024,61,0,35532,Tom Hoge,"45' 0""",203,9142.667,+6.00
2024,64,0,35450,Patrick Cantlay,"45' 1""",89,4012.75,-4.00
2024,64,0,32757,Patton Kizzire,"45' 1""",112,5049.917,-10.00
2024,64,0,33968,Thorbjørn Olesen,"45' 1""",94,4241.083,E
2024,67,0,29725,Tony Finau,"45' 2""",126,5690.833,-5.00
2024,67,0,29908,C.T. Pan,"45' 2""",98,4427.167,+12.00
2024,69,0,50497,Adrien Dumont de Chassart,"45' 3""",123,5565.0,+25.00
2024,69,0,50188,S.H. Kim,"45' 3""",163,7381.583,+5.00
2024,71,0,46046,Scottie Scheffler,"45' 4""",75,3402.5,-5.00
2024,72,0,40026,Daniel Berger,"45' 5""",103,4679.25,+10.00
2024,72,0,48153,Matthieu Pavon,"45' 5""",78,3542.417,+12.00
2024,74,0,34076,Joel Dahmen,"45' 7""",129,5875.917,+19.00
2024,74,0,32791,K.H. Lee,"45' 7""",102,4646.0,+9.00
2024,76,0,28775,Nate Lashley,"45' 8""",111,5071.417,-1.00
2024,76,0,51997,Andrew Novak,"45' 8""",157,7175.833,+14.00
2024,76,0,36699,Patrick Rodgers,"45' 8""",184,8401.417,+5.00
2024,76,0,58168,Davis Thompson,"45' 8""",129,5895.25,+14.00
2024,76,0,48319,Tom Whitney,"45' 8""",93,4248.75,+25.00
2024,81,0,31646,Emiliano Grillo,"45' 9""",120,5488.667,+17.00
2024,82,0,28237,Rory McIlroy,"45' 10""",130,5961.833,+4.00
2024,82,0,51070,Vincent Norrman,"45' 10""",99,4535.0,+17.00
2024,84,0,48867,Matti Schmid,"45' 11""",132,6061.5,+9.00
2024,85,0,51349,Nico Echavarria,"46' 0""",124,5708.417,-3.00
2024,85,0,27936,Martin Laird,"46' 0""",113,5201.083,-10.00
2024,85,0,55893,Sam Stevens,"46' 0""",154,7081.5,-11.00
2024,88,0,57975,Harry Hall,"46' 1""",136,6261.75,-16.00
2024,88,0,33448,Justin Thomas,"46' 1""",115,5296.667,-7.00
2024,90,0,52375,Doug Ghim,"46' 2""",117,5404.667,-6.00
2024,90,0,52374,Brandon Wu,"46' 2""",142,6555.917,E
2024,90,0,55454,Carl Yuan,"46' 2""",97,4476.833,+13.00
2024,93,0,33653,Thomas Detry,"46' 3""",144,6665.833,+22.00
2024,93,0,33204,Shane Lowry,"46' 3""",71,3284.083,+3.00
2024,93,0,27064,Jhonattan Vegas,"46' 3""",117,5414.0,-5.00
2024,96,0,28089,Jason Day,"46' 4""",113,5237.75,-6.00
2024,96,0,47995,Davis Riley,"46' 4""",123,5700.75,+11.00
2024,96,0,52513,Carson Young,"46' 4""",108,5005.75,+27.00
2024,99,0,22371,Aaron Baddeley,"46' 5""",123,5713.417,+15.00
2024,99,0,45522,Christiaan Bezuidenhout,"46' 5""",119,5527.5,+12.00
2024,101,0,47663,Kevin Dougherty,"46' 6""",119,5535.083,-2.00
2024,101,0,57362,Austin Eckroat,"46' 6""",113,5258.833,+21.00
2024,101,0,35461,Beau Hossler,"46' 6""",125,5812.583,+4.00
2024,101,0,55182,Tom Kim,"46' 6""",125,5810.417,+4.00
2024,101,0,59143,Mac Meissner,"46' 6""",107,4973.917,-2.00
2024,101,0,40250,Taylor Pendrith,"46' 6""",132,6136.083,+11.00
2024,101,0,46441,Robby Shelton,"46' 6""",131,6087.75,+10.00
2024,108,0,27770,Camilo Villegas,"46' 7""",106,4936.833,+12.00
2024,109,0,59866,Nick Dunlap,"46' 8""",127,5925.75,+20.00
2024,109,0,59095,Chris Gotterup,"46' 8""",189,8820.833,-4.00
2024,109,0,29420,Billy Horschel,"46' 8""",100,4669.833,E
2024,109,0,36799,Stephan Jaeger,"46' 8""",137,6398.667,+8.00
2024,109,0,24502,Adam Scott,"46' 8""",127,5928.583,-10.00
2024,114,0,37378,Min Woo Lee,"46' 9""",125,5843.167,+2.00
2024,114,0,26476,Chez Reavie,"46' 9""",94,4394.75,+7.00
2024,114,0,39327,Ben Silverman,"46' 9""",138,6452.5,+9.00
2024,114,0,40115,Adam Svensson,"46' 9""",172,8043.5,+9.00
2024,118,0,33408,Tyson Alexander,"46' 10""",139,6509.5,+12.00
2024,119,0,54421,Garrick Higgo,"47' 1""",129,6076.833,+9.00
2024,119,0,60067,Joe Highsmith,"47' 1""",108,5082.917,+1.00
2024,119,0,23320,Ryan Palmer,"47' 1""",64,3015.75,-4.00
2024,122,0,27649,Brandt Snedeker,"47' 3""",101,4775.917,+5.00
2024,123,0,47806,Raul Pereda,"47' 4""",86,4069.417,+15.00
2024,124,0,32102,Rickie Fowler,"47' 5""",132,6262.583,+17.00
2024,124,0,49771,J.T. Poston,"47' 5""",145,6873.917,+12.00
2024,124,0,47483,Will Zalatoris,"47' 5""",120,5689.667,+18.00
2024,127,0,51634,Sahith Theegala,"47' 7""",180,8557.75,-6.00
2024,128,0,59836,Pierceson Coody,"47' 8""",132,6290.417,+21.00
2024,129,0,33141,Keegan Bradley,"47' 9""",89,4249.5,+9.00
2024,130,0,54591,Ben Griffin,"47' 11""",197,9441.5,+6.00
2024,130,0,33399,Adam Hadwin,"47' 11""",106,5075.75,+11.00
2024,132,0,52372,Cameron Champ,"48' 1""",90,4327.25,+13.00
2024,132,0,24024,Zach Johnson,"48' 1""",73,3507.667,+8.00
2024,132,0,29478,Kevin Kisner,"48' 1""",96,4617.75,+14.00
2024,132,0,38991,Alejandro Tosti,"48' 1""",153,7356.5,+20.00
2024,136,0,36326,David Lipsky,"48' 2""",101,4861.75,+2.00
2024,136,0,47983,Chad Ramey,"48' 2""",122,5873.75,+11.00
2024,138,0,52215,Robert MacIntyre,"48' 3""",130,6272.417,-1.00
2024,138,0,46442,Maverick McNealy,"48' 3""",161,7772.0,+12.00
2024,140,0,60004,Jacob Bridgeman,"48' 4""",126,6091.583,-1.00
2024,140,0,49947,Taylor Moore,"48' 4""",181,8745.083,-1.00
2024,140,0,47347,Adam Schenk,"48' 4""",168,8126.583,+21.00
2024,143,0,32070,Rafael Campos,"48' 7""",78,3791.083,+4.00
2024,144,0,40098,Matt Fitzpatrick,"48' 8""",101,4915.667,+6.00
2024,144,0,48119,Ben Taylor,"48' 8""",129,6278.583,+2.00
2024,146,0,35617,Martin Trainer,"48' 9""",97,4728.333,+3.00
2024,147,0,27644,Brian Harman,"48' 10""",98,4787.833,+17.00
2024,147,0,51287,Ryo Hisatsune,"48' 10""",116,5669.083,+18.00
2024,147,0,36871,Matt NeSmith,"48' 10""",116,5663.667,+15.00
2024,147,0,40006,Erik van Rooyen,"48' 10""",141,6886.917,+4.00
2024,147,0,31323,Gary Woodland,"48' 10""",167,8151.75,+26.00
2024,152,0,59442,Parker Coody,"48' 11""",96,4694.75,+14.00
2024,152,0,29936,Ryan Fox,"48' 11""",149,7288.333,+11.00
2024,152,0,27330,Josh Teater,"48' 11""",94,4599.833,+6.00
2024,155,0,39977,Max Homa,"49' 0""",138,6762.083,+24.00
2024,156,0,45609,Tyler Duncan,"49' 2""",116,5700.833,+9.00
2024,157,0,45157,Cam Davis,"49' 4""",132,6508.167,+25.00
2024,158,0,51766,Wyndham Clark,"49' 5""",140,6923.917,+1.00
2024,159,0,56630,Akshay Bhatia,"49' 7""",122,6053.25,+6.00
2024,159,0,30911,Tommy Fleetwood,"49' 7""",90,4459.917,+10.00
2024,161,0,55789,Taylor Montgomery,"49' 8""",106,5260.833,+7.00
2024,161,0,25493,Nick Taylor,"49' 8""",130,6454.75,+4.00
2024,163,0,36884,Ben Kohles,"49' 9""",96,4774.083,+20.00
2024,164,0,54628,Lee Hodges,"50' 2""",146,7321.333,+32.00
2024,165,0,29535,Brice Garnett,"50' 3""",62,3113.5,+8.00
2024,165,0,47993,Denny McCarthy,"50' 3""",154,7738.833,+8.00
2024,167,0,28252,Seamus Power,"50' 7""",140,7083.5,+12.00
2024,168,0,29221,Webb Simpson,"50' 9""",89,4516.833,+14.00
2024,169,0,26596,Ryan Moore,"51' 1""",88,4494.75,+8.00
2024,169,0,46414,Aaron Rai,"51' 1""",105,5362.0,+7.00
2024,171,0,30927,Brendon Todd,"51' 2""",115,5888.5,+7.00
2024,172,0,48887,Matt Wallace,"51' 3""",95,4866.083,+6.00
2024,173,0,50525,Collin Morikawa,"51' 7""",99,5109.167,+8.00
2024,174,0,32333,Kevin Tway,"51' 8""",90,4647.0,+10.00
2024,175,0,35506,Mackenzie Hughes,"51' 11""",181,9397.083,+3.00
2024,176,0,28420,Ryan Brehm,"52' 5""",89,4663.0,+22.00
2024,177,0,47420,Jake Knapp,"52' 10""",120,6341.25,+11.00
2024,178,0,22405,Justin Rose,"53' 1""",97,5146.25,+13.00
2024,179,0,33486,Roger Sloan,"53' 6""",128,6846.083,+15.00
2024,180,0,34099,Harris English,"53' 7""",133,7122.583,+21.00
2024,181,0,51977,Max Greyserman,"54' 3""",122,6616.5,-10.00
2024,182,0,30163,Henrik Norlander,"55' 7""",84,4666.917,+4.00
2024,183,0,34021,Bud Cauley,"56' 2""",104,5842.417,+11.00
2024,184,0,49960,Sepp Straka,"56' 10""",92,5226.167,+11.00
2023,1,0,48084,Wesley Bryan,"38' 1""",60,2285.167,E
2023,2,0,23108,Matt Kuchar,"39' 5""",136,5362.167,-4.00
2023,3,0,46717,Viktor Hovland,"39' 7""",130,5142.833,-5.00
2023,4,0,32366,Kevin Chappell,"40' 1""",90,3608.667,-2.00
2023,4,0,27974,Sung Kang,"40' 1""",77,3088.25,+8.00
2023,6,0,39971,Sungjae Im,"40' 5""",164,6634.0,+13.00
2023,7,0,53165,Doc Redman,"40' 6""",135,5469.417,+10.00
2023,8,0,27129,Luke List,"40' 8""",167,6793.75,-9.00
2023,9,0,30926,Chris Kirk,"40' 11""",118,4827.0,+10.00
2023,10,0,39067,MJ Daffue,"41' 0""",159,6523.75,-9.00
2023,11,0,48867,Matti Schmid,"41' 1""",101,4152.833,E
2023,12,0,35879,Kelly Kraft,"41' 2""",124,5101.167,+10.00
2023,13,0,49766,Hank Lebioda,"41' 3""",79,3255.583,+9.00
2023,14,0,51491,Brandon Matthews,"41' 7""",141,5859.75,+16.00
2023,14,0,37275,Sam Ryder,"41' 7""",193,8033.5,+7.00
2023,16,0,25686,Jason Dufner,"41' 8""",128,5329.083,+5.00
2023,16,0,33122,Russell Knox,"41' 8""",163,6796.667,+27.00
2023,16,0,39335,Kevin Roy,"41' 8""",115,4792.583,+11.00
2023,19,0,49453,Trevor Cone,"41' 11""",145,6083.667,-2.00
2023,20,0,34076,Joel Dahmen,"42' 2""",124,5229.583,+24.00
2023,21,0,52955,Ludvig Åberg,"42' 3""",76,3208.583,+6.00
2023,22,0,40058,Zac Blair,"42' 4""",122,5162.333,+18.00
2023,22,0,34610,Matthias Schwab,"42' 4""",174,7364.583,+9.00
2023,22,0,46340,Alex Smalley,"42' 4""",186,7876.917,+14.00
2023,25,0,39997,Corey Conners,"42' 5""",141,5981.25,+9.00
2023,25,0,27644,Brian Harman,"42' 5""",116,4918.917,E
2023,25,0,30163,Henrik Norlander,"42' 5""",109,4625.167,+8.00
2023,28,0,25900,Lucas Glover,"42' 7""",121,5152.667,+11.00
2023,29,0,29970,Dylan Frittelli,"42' 8""",160,6828.5,+25.00
2023,30,0,40162,Justin Lower,"42' 9""",155,6632.083,+13.00
2023,30,0,55893,Sam Stevens,"42' 9""",159,6793.5,-1.00
2023,32,0,47591,Eric Cole,"42' 10""",210,8990.5,+4.00
2023,33,0,27936,Martin Laird,"42' 11""",129,5540.667,+6.00
2023,34,0,46046,Scottie Scheffler,"43' 1""",108,4652.667,-10.00
2023,35,0,27963,Chris Stroud,"43' 3""",96,4154.833,+9.00
2023,35,0,52513,Carson Young,"43' 3""",136,5883.667,+15.00
2023,37,0,29725,Tony Finau,"43' 4""",119,5153.917,-2.00
2023,37,0,28237,Rory McIlroy,"43' 4""",145,6277.5,+5.00
2023,39,0,19803,Ryan Armour,"43' 5""",88,3818.0,+18.00
2023,39,0,27214,Kevin Streelman,"43' 5""",183,7938.25,+10.00
2023,41,0,32640,Troy Merritt,"43' 6""",119,5179.667,+11.00
2023,42,0,55454,Carl Yuan,"43' 7""",145,6316.5,+2.00
2023,43,0,22405,Justin Rose,"43' 8""",89,3886.083,+11.00
2023,44,0,34563,Chesson Hadley,"43' 9""",151,6609.417,+14.00
2023,44,0,28775,Nate Lashley,"43' 9""",137,5992.083,+7.00
2023,44,0,24140,Sean O'Hair,"43' 9""",60,2623.0,+8.00
2023,47,0,47079,Harrison Endycott,"43' 10""",109,4779.583,+9.00
2023,48,0,52375,Doug Ghim,"43' 11""",120,5268.25,+13.00
2023,48,0,25818,Scott Piercy,"43' 11""",172,7548.083,+12.00
2023,48,0,27095,Nick Watney,"43' 11""",142,6238.583,+22.00
2023,51,0,32333,Kevin Tway,"44' 0""",200,8798.583,E
2023,51,0,52374,Brandon Wu,"44' 0""",198,8715.667,+26.00
2023,53,0,34409,David Lingmerth,"44' 1""",93,4101.833,+22.00
2023,54,0,31646,Emiliano Grillo,"44' 3""",144,6374.25,+9.00
2023,54,0,32757,Patton Kizzire,"44' 3""",190,8412.167,+24.00
2023,54,0,49947,Taylor Moore,"44' 3""",185,8184.833,+19.00
2023,54,0,47347,Adam Schenk,"44' 3""",229,10123.833,+11.00
2023,58,0,57366,Cameron Young,"44' 4""",123,5452.5,+10.00
2023,59,0,40006,Erik van Rooyen,"44' 5""",122,5423.5,+10.00
2023,60,0,33141,Keegan Bradley,"44' 6""",113,5031.917,+13.00
2023,60,0,32791,K.H. Lee,"44' 6""",144,6405.0,+7.00
2023,60,0,39546,Keith Mitchell,"44' 6""",124,5514.583,+14.00
2023,63,0,24024,Zach Johnson,"44' 7""",89,3964.583,+7.00
2023,64,0,54591,Ben Griffin,"44' 8""",210,9377.083,+11.00
2023,64,0,48699,Callum Tarren,"44' 8""",212,9460.917,+5.00
2023,64,0,31323,Gary Woodland,"44' 8""",154,6883.083,+8.00
2023,67,0,33204,Shane Lowry,"44' 9""",92,4119.0,E
2023,67,0,51997,Andrew Novak,"44' 9""",155,6936.583,+17.00
2023,69,0,46970,Jon Rahm,"44' 10""",121,5425.667,+8.00
2023,69,0,40115,Adam Svensson,"44' 10""",214,9598.417,+13.00
2023,71,0,33410,Andrew Landry,"44' 11""",135,6060.75,+22.00
2023,72,0,47993,Denny McCarthy,"45' 0""",162,7293.083,+12.00
2023,73,0,33399,Adam Hadwin,"45' 2""",148,6686.667,+7.00
2023,73,0,34363,Tyrrell Hatton,"45' 2""",135,6101.083,+10.00
2023,73,0,36871,Matt NeSmith,"45' 2""",155,7000.5,+11.00
2023,73,0,40250,Taylor Pendrith,"45' 2""",166,7495.0,+5.00
2023,77,0,37338,Zecheng Dou,"45' 3""",196,8876.75,+32.00
2023,78,0,46435,Austin Cook,"45' 4""",89,4035.5,+9.00
2023,78,0,47988,Nick Hardy,"45' 4""",231,10475.0,+15.00
2023,78,0,26476,Chez Reavie,"45' 4""",154,6976.583,+21.00
2023,78,0,31560,Brian Stuard,"45' 4""",104,4715.417,+24.00
2023,82,0,33653,Thomas Detry,"45' 5""",124,5636.667,+8.00
2023,82,0,30927,Brendon Todd,"45' 5""",124,5634.833,+6.00
2023,84,0,36801,Mark Hubbard,"45' 6""",198,9002.583,+14.00
2023,84,0,51890,Greyson Sigg,"45' 6""",176,8006.417,+14.00
2023,84,0,52411,Kyle Westmoreland,"45' 6""",185,8412.833,+30.00
2023,87,0,35450,Patrick Cantlay,"45' 7""",113,5147.75,+2.00
2023,87,0,54628,Lee Hodges,"45' 7""",161,7333.833,+17.00
2023,89,0,33597,Harry Higgs,"45' 8""",134,6121.083,+6.00
2023,90,0,28089,Jason Day,"45' 9""",107,4894.833,+1.00
2023,90,0,51414,Brent Grant,"45' 9""",118,5395.0,+17.00
2023,90,0,29420,Billy Horschel,"45' 9""",83,3798.0,+21.00
2023,93,0,27554,Scott Harrington,"45' 10""",143,6549.333,+21.00
2023,94,0,33948,Byeong Hun An,"45' 11""",221,10147.833,+17.00
2023,94,0,45157,Cam Davis,"45' 11""",168,7717.75,+16.00
2023,94,0,48119,Ben Taylor,"45' 11""",229,10521.833,+27.00
2023,97,0,47995,Davis Riley,"46' 0""",129,5934.083,+4.00
2023,98,0,32102,Rickie Fowler,"46' 1""",140,6454.75,+11.00
2023,98,0,46441,Robby Shelton,"46' 1""",172,7930.25,+5.00
2023,98,0,45242,Kevin Yu,"46' 1""",102,4702.0,+11.00
2023,101,0,46414,Aaron Rai,"46' 2""",146,6741.333,+19.00
2023,102,0,31577,Tano Goya,"46' 3""",165,7627.583,+10.00
2023,102,0,22056,Cameron Percy,"46' 3""",96,4438.25,+2.00
2023,104,0,39975,Michael Kim,"46' 4""",136,6304.333,+11.00
2023,104,0,36724,Augusto Núñez,"46' 4""",143,6629.5,-8.00
2023,104,0,29221,Webb Simpson,"46' 4""",68,3149.833,+10.00
2023,107,0,32139,Danny Willett,"46' 5""",118,5477.833,+20.00
2023,108,0,56762,Will Gordon,"46' 6""",184,8560.333,+21.00
2023,109,0,35901,Paul Haley II,"46' 8""",127,5924.917,+30.00
2023,109,0,39977,Max Homa,"46' 8""",158,7379.417,-1.00
2023,109,0,35461,Beau Hossler,"46' 8""",174,8116.417,+2.00
2023,109,0,35617,Martin Trainer,"46' 8""",91,4249.333,+4.00
2023,113,0,51766,Wyndham Clark,"46' 9""",203,9491.583,+8.00
2023,113,0,39954,Cody Gribble,"46' 9""",97,4536.25,+6.00
2023,113,0,34098,Russell Henley,"46' 9""",93,4350.833,+15.00
2023,116,0,57975,Harry Hall,"46' 10""",150,7029.917,+6.00
2023,116,0,51634,Sahith Theegala,"46' 10""",206,9649.583,+13.00
2023,118,0,32448,James Hahn,"46' 11""",133,6242.833,+20.00
2023,119,0,20229,Stewart Cink,"47' 0""",146,6859.583,+11.00
2023,119,0,12716,Charley Hoffman,"47' 0""",146,6864.667,+26.00
2023,119,0,50188,S.H. Kim,"47' 0""",202,9501.833,+9.00
2023,119,0,30692,Scott Stallings,"47' 0""",153,7192.667,+10.00
2023,123,0,40098,Matt Fitzpatrick,"47' 1""",98,4616.167,+7.00
2023,124,0,36326,David Lipsky,"47' 2""",146,6890.25,+13.00
2023,125,0,46601,Trey Mullinax,"47' 3""",140,6616.333,+10.00
2023,125,0,39324,J.J. Spaun,"47' 3""",148,6992.75,+20.00
2023,127,0,50525,Collin Morikawa,"47' 4""",93,4398.667,+15.00
2023,128,0,24502,Adam Scott,"47' 5""",125,5929.75,-2.00
2023,129,0,59018,Ryan Gerard,"47' 6""",102,4844.833,+9.00
2023,129,0,31557,Jim Herman,"47' 6""",100,4753.0,+22.00
2023,129,0,52453,Nicolai Hojgaard,"47' 6""",93,4417.0,+2.00
2023,129,0,33413,Ben Martin,"47' 6""",165,7832.667,+18.00
2023,129,0,51070,Vincent Norrman,"47' 6""",149,7083.25,+7.00
2023,129,0,54783,Dylan Wu,"47' 6""",142,6744.167,+13.00
2023,135,0,56630,Akshay Bhatia,"47' 7""",97,4616.083,+6.00
2023,135,0,24925,Jonathan Byrd,"47' 7""",73,3471.667,E
2023,135,0,35506,Mackenzie Hughes,"47' 7""",168,7995.167,+10.00
2023,135,0,34466,Peter Malnati,"47' 7""",177,8421.833,+22.00
2023,135,0,47983,Chad Ramey,"47' 7""",174,8284.917,+20.00
2023,135,0,25493,Nick Taylor,"47' 7""",148,7038.25,+22.00
2023,141,0,47128,Richy Werenski,"47' 10""",131,6263.167,+14.00
2023,142,0,54421,Garrick Higgo,"47' 11""",182,8716.75,+22.00
2023,142,0,26596,Ryan Moore,"47' 11""",110,5274.25,+9.00
2023,144,0,47504,Sam Burns,"48' 0""",181,8690.75,+22.00
2023,144,0,49298,Kramer Hickok,"48' 0""",146,7003.083,+24.00
2023,146,0,51950,Max McGreevy,"48' 2""",178,8575.667,+36.00
2023,146,0,29289,S.Y. Noh,"48' 2""",95,4579.75,+13.00
2023,148,0,36699,Patrick Rodgers,"48' 3""",206,9940.25,+31.00
2023,149,0,52372,Cameron Champ,"48' 6""",124,6008.917,+10.00
2023,149,0,23320,Ryan Palmer,"48' 6""",118,5726.333,+13.00
2023,149,0,49960,Sepp Straka,"48' 6""",128,6204.667,+8.00
2023,152,0,32816,Satoshi Kodaira,"48' 7""",55,2669.917,+5.00
2023,153,0,28252,Seamus Power,"48' 8""",126,6137.083,+6.00
2023,154,0,34431,Robert Streb,"48' 9""",124,6045.667,+7.00
2023,155,0,34255,Joseph Bramlett,"48' 10""",173,8453.583,+9.00
2023,156,0,33448,Justin Thomas,"48' 11""",136,6654.417,+7.00
2023,157,0,35532,Tom Hoge,"49' 0""",183,8969.667,+16.00
2023,157,0,29908,C.T. Pan,"49' 0""",79,3868.333,+11.00
2023,159,0,36799,Stephan Jaeger,"49' 2""",217,10670.833,+5.00
2023,160,0,34046,Jordan Spieth,"49' 4""",120,5922.0,+7.00
2023,161,0,50493,Justin Suh,"49' 5""",204,10084.667,+13.00
2023,162,0,27349,Alex Noren,"49' 7""",171,8476.833,+19.00
2023,163,0,28420,Ryan Brehm,"49' 8""",154,7650.667,+7.00
2023,163,0,58967,Trevor Werbylo,"49' 8""",149,7400.417,+8.00
2023,165,0,45522,Christiaan Bezuidenhout,"49' 10""",140,6974.833,-3.00
2023,165,0,58168,Davis Thompson,"49' 10""",195,9724.5,+28.00
2023,165,0,48887,Matt Wallace,"49' 10""",127,6333.5,+11.00
2023,168,0,32839,Hideki Matsuyama,"50' 0""",137,6853.5,+20.00
2023,169,0,55789,Taylor Montgomery,"50' 1""",198,9920.833,+19.00
2023,170,0,35449,Adam Long,"50' 2""",136,6821.333,+4.00
2023,171,0,29535,Brice Garnett,"50' 3""",114,5731.667,+9.00
2023,172,0,51349,Nico Echavarria,"50' 5""",112,5650.75,+19.00
2023,172,0,48081,Xander Schauffele,"50' 5""",109,5491.333,+10.00
2023,174,0,55182,Tom Kim,"50' 6""",135,6817.75,+6.00
2023,174,0,34256,Andrew Putnam,"50' 6""",189,9550.417,+9.00
2023,176,0,50095,Austin Smotherman,"50' 7""",151,7634.25,+21.00
2023,177,0,57362,Austin Eckroat,"50' 10""",135,6867.083,+8.00
2023,178,0,58696,Peter Kuest,"50' 11""",65,3307.167,+4.00
2023,179,0,22371,Aaron Baddeley,"51' 0""",144,7341.333,+14.00
2023,179,0,49771,J.T. Poston,"51' 0""",166,8470.167,+10.00
2023,181,0,34099,Harris English,"51' 1""",146,7452.083,+13.00
2023,182,0,33408,Tyson Alexander,"51' 2""",164,8397.667,+33.00
2023,182,0,35310,Lanto Griffin,"51' 2""",95,4861.417,+15.00
2023,184,0,45609,Tyler Duncan,"51' 3""",153,7838.0,+27.00
2023,185,0,39058,Lucas Herbert,"51' 4""",127,6518.167,+20.00
2023,186,0,25632,Jimmy Walker,"51' 5""",195,10026.917,+5.00
2023,187,0,55708,Hayden Buckley,"52' 2""",105,5473.583,+10.00
