YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
2023,0,52453,Nicolai Hojgaard,.89%,1239111,139600000
2023,0,54628,Lee Hodges,.88%,3749468,425000000
2023,0,57362,Austin Eckroat,.87%,2476429,283200000
2023,0,47679,Victor Perez,.87%,669594,77200000
2023,0,55708,Hayden Buckley,.85%,2929779,344100000
2023,0,39546,Keith Mitchell,.84%,3062484,365000000
2023,0,49120,Kensei Hirata,.83%,275188,33200000
2023,0,58696,Peter Kuest,.83%,950647,114700000
2023,0,55707,Calum Hill,.82%,73598,9000000
2023,0,27129,Luke List,.82%,3029125,368000000
2023,0,55789,Taylor Montgomery,.82%,3079378,376800000
2023,0,46340,Alex Smalley,.82%,3128514,380700000
2023,0,21209,Sergio Garcia,.80%,143295,18000000
2023,0,37250,Romain Langasque,.80%,202982,25500000
2023,0,50493,Justin Suh,.80%,3075821,385900000
2023,0,29936,Ryan Fox,.79%,1485104,188900000
2023,0,39975,Michael Kim,.79%,2206882,278600000
2023,0,36699,Patrick Rodgers,.79%,3026193,384000000
2023,0,55573,John VanDerLaan,.79%,145108,18400000
2023,0,39324,J.J. Spaun,.76%,3060779,401500000
2023,0,33974,Dean Burmester,.75%,612165,81300000
2023,0,45486,Joaquin Niemann,.75%,369001,49500000
2023,0,27349,Alex Noren,.75%,2591982,344500000
2023,0,33653,Thomas Detry,.74%,2481116,336200000
2023,0,38991,Alejandro Tosti,.74%,262242,35600000
2023,0,47988,Nick Hardy,.73%,2845184,390800000
2023,0,37275,Sam Ryder,.72%,2946215,407300000
2023,0,31323,Gary Woodland,.72%,2256535,314100000
2023,0,46646,Antoine Rozner,.71%,182237,25500000
2023,0,36801,Mark Hubbard,.70%,2932685,418100000
2023,0,32791,K.H. Lee,.70%,2883904,411300000
2023,0,31681,Louis de Jager,.69%,52345,7600000
2023,0,54591,Ben Griffin,.69%,2897799,418800000
2023,0,51070,Vincent Norrman,.69%,1628489,237300000
2023,0,47995,Davis Riley,.68%,2856707,421700000
2023,0,52374,Brandon Wu,.68%,2622608,384200000
2023,0,36799,Stephan Jaeger,.66%,2478083,373500000
2023,0,50188,S.H. Kim,.66%,2464522,371000000
2023,0,29908,C.T. Pan,.66%,1272421,192600000
2023,0,55893,Sam Stevens,.66%,2208792,332800000
2023,0,34409,David Lingmerth,.65%,2227332,341300000
2023,0,46414,Aaron Rai,.65%,2470341,378600000
2023,0,37189,Harold Varner III,.65%,215236,33000000
2023,0,51894,Vince Whaley,.64%,706130,110500000
2023,0,36871,Matt NeSmith,.62%,2410629,390100000
2023,0,58168,Davis Thompson,.62%,2191482,356300000
2023,0,45242,Kevin Yu,.62%,1232379,197500000
2023,0,20766,Padraig Harrington,.61%,528807,86200000
2023,0,55930,Fred Biondi,.60%,188234,31500000
2023,0,26476,Chez Reavie,.60%,2264759,375500000
2023,0,32139,Danny Willett,.60%,1791651,297200000
2023,0,54783,Dylan Wu,.60%,1757267,294600000
2023,0,50223,Ewen Ferguson,.59%,151007,25500000
2023,0,50823,Tom McKibbin,.59%,52811,9000000
2023,0,34076,Joel Dahmen,.58%,1996174,346700000
2023,0,29420,Billy Horschel,.58%,1810825,314600000
2023,0,22371,Aaron Baddeley,.57%,1337851,234800000
2023,0,34255,Joseph Bramlett,.57%,1597911,278800000
2023,0,31242,Marcel Schneider,.57%,73598,12800000
2023,0,50992,Brett White,.57%,160583,28200000
2023,0,52513,Carson Young,.57%,1707716,302200000
2023,0,46442,Maverick McNealy,.56%,1328512,239300000
2023,0,40250,Taylor Pendrith,.56%,1880027,336300000
2023,0,31569,Jason Scrivener,.56%,42560,7600000
2023,0,45609,Tyler Duncan,.55%,1917561,346700000
2023,0,59018,Ryan Gerard,.55%,912311,166700000
2023,0,49964,Aaron Wise,.55%,1020174,185000000
2023,0,45522,Christiaan Bezuidenhout,.54%,1886083,350900000
2023,0,57975,Harry Hall,.54%,1564358,290400000
2023,0,36521,Young-han Song,.54%,46167,8500000
2023,0,52514,Trace Crowe,.53%,151933,28400000
2023,0,47850,John Axelsen,.52%,19841,3800000
2023,0,55165,Noah Goodwin,.52%,19841,3800000
2023,0,28775,Nate Lashley,.52%,1749031,334000000
2023,0,48119,Ben Taylor,.52%,1912677,364800000
2023,0,45836,Richard Bland,.51%,84113,16500000
2023,0,22764,Michael Block,.50%,288333,57600000
2023,0,54421,Garrick Higgo,.50%,1784592,360200000
2023,0,46441,Robby Shelton,.49%,1743610,353300000
2023,0,34213,Grayson Murray,.48%,437066,91000000
2023,0,35174,Matthew Southgate,.48%,121500,25500000
2023,0,27214,Kevin Streelman,.48%,1636664,343600000
2023,0,55454,Carl Yuan,.48%,1167050,245300000
2023,0,48632,Yuto Katsuragawa,.47%,124460,26300000
2023,0,48867,Matti Schmid,.47%,1064025,227400000
2023,0,30692,Scott Stallings,.47%,1758306,370300000
2023,0,48699,Callum Tarren,.47%,1780943,382800000
2023,0,34563,Chesson Hadley,.46%,1503167,330100000
2023,0,46550,Brandon Hagy,.46%,36457,8000000
2023,0,51997,Andrew Novak,.46%,1173140,257300000
2023,0,45194,Marcus Armitage,.45%,57950,12800000
2023,0,36326,David Lipsky,.45%,1716258,384700000
2023,0,30163,Henrik Norlander,.45%,1158809,256600000
2023,0,51890,Greyson Sigg,.45%,1615856,362500000
2023,0,33408,Tyson Alexander,.44%,1433633,325100000
2023,0,34310,Alexander Björk,.44%,111536,25500000
2023,0,59836,Pierceson Coody,.44%,363960,83600000
2023,0,52375,Doug Ghim,.44%,1437263,325700000
2023,0,47987,Cole Hammer,.44%,413611,94700000
2023,0,39058,Lucas Herbert,.44%,1192273,272900000
2023,0,26596,Ryan Moore,.44%,1234755,279700000
2023,0,48887,Matt Wallace,.44%,1451971,332500000
2023,0,47125,Matt Atkins,.43%,35700,8400000
2023,0,33413,Ben Martin,.42%,1379841,325600000
2023,0,37338,Zecheng Dou,.41%,1099906,268700000
2023,0,56762,Will Gordon,.41%,1449632,353300000
2023,0,32816,Satoshi Kodaira,.41%,699577,171000000
2023,0,33674,Adrian Meronk,.41%,584369,142400000
2023,0,29256,James Morrison,.41%,31223,7600000
2023,0,46601,Trey Mullinax,.41%,1413549,347000000
2023,0,32394,Tapio Pulkkanen,.41%,52811,12800000
2023,0,47983,Chad Ramey,.41%,1513390,372200000
2023,0,23320,Ryan Palmer,.40%,1244899,313300000
2023,0,37278,Nicholas Lindheim,.39%,187577,48500000
2023,0,29221,Webb Simpson,.38%,908929,241600000
2023,0,27064,Jhonattan Vegas,.38%,375361,98200000
2023,0,39954,Cody Gribble,.37%,640107,171000000
2023,0,27936,Martin Laird,.37%,1258725,339900000
2023,0,40162,Justin Lower,.37%,1426711,390800000
2023,0,52372,Cameron Champ,.36%,1103852,308000000
2023,0,12716,Charley Hoffman,.36%,994186,273000000
2023,0,34466,Peter Malnati,.36%,1369804,380100000
2023,0,49228,Keita Nakajima,.36%,258303,72600000
2023,0,29485,Brett Stegmaier,.36%,104960,28800000
2023,0,25632,Jimmy Walker,.36%,1111220,309500000
2023,0,30957,Maximilian Kieffer,.35%,44729,12800000
2023,0,26329,Louis Oosthuizen,.35%,121500,34500000
2023,0,33486,Roger Sloan,.35%,65405,18500000
2023,0,45526,Abraham Ancer,.34%,170404,49500000
2023,0,24494,Erik Compton,.34%,43057,12500000
2023,0,51349,Nico Echavarria,.34%,1035131,304700000
2023,0,32640,Troy Merritt,.34%,1302362,380000000
2023,0,48822,Sebastián Muñoz,.34%,183818,54800000
2023,0,32757,Patton Kizzire,.33%,1161610,353800000
2023,0,22056,Cameron Percy,.33%,574605,174300000
2023,0,29518,Brendan Steele,.33%,350609,105400000
2023,0,27506,Oliver Wilson,.33%,84113,25500000
2023,0,34374,Erik Barnes,.32%,422239,134000000
2023,0,24140,Sean O'Hair,.32%,489032,154300000
2023,0,48640,Johannes Veerman,.32%,51566,16000000
2023,0,35376,Roberto Díaz,.31%,65788,20900000
2023,0,49298,Kramer Hickok,.30%,1017832,340200000
2023,0,33597,Harry Higgs,.30%,718748,236100000
2023,0,29531,Richie Ramsay,.30%,75280,25500000
2023,0,36837,Julien Brun,.29%,26190,9000000
2023,0,50762,Alejandro Del Rey,.29%,11172,3800000
2023,0,47079,Harrison Endycott,.29%,840303,290500000
2023,0,24024,Zach Johnson,.29%,807499,276300000
2023,0,35617,Martin Trainer,.29%,509265,178400000
2023,0,59652,Sam Bennett,.28%,303155,109700000
2023,0,39067,MJ Daffue,.28%,830919,292500000
2023,0,35110,Brett Drewitt,.28%,46426,16500000
2023,0,23481,Marcel Siem,.28%,94980,34500000
2023,0,27963,Chris Stroud,.28%,449238,161800000
2023,0,47393,Jeffrey Kang,.27%,46916,17700000
2023,0,34317,Joakim Lagergren,.27%,34664,12800000
2023,0,29926,Danny Lee,.27%,316795,116300000
2023,0,29289,S.Y. Noh,.27%,468487,170600000
2023,0,33293,Thomas Pieters,.27%,135210,49500000
2023,0,50095,Austin Smotherman,.27%,957049,353500000
2023,0,1226,Fred Couples,.26%,46080,18000000
2023,0,23983,Luke Donald,.26%,456642,178600000
2023,0,31577,Tano Goya,.26%,595760,226600000
2023,0,35901,Paul Haley II,.26%,755188,286000000
2023,0,39834,Guido Migliozzi,.26%,65215,25500000
2023,0,65280,Niklas Norgaard,.26%,19841,7600000
2023,0,35913,Michael Stewart,.26%,43433,16500000
2023,0,27895,Jonas Blixt,.25%,241393,95400000
2023,0,46435,Austin Cook,.25%,647085,263800000
2023,0,28300,Joost Luiten,.25%,63740,25500000
2023,0,48051,Yannik Paul,.25%,101598,40500000
2023,0,65374,Brandon Robinson Thompson,.25%,40500,16500000
2023,0,32366,Kevin Chappell,.24%,362455,153600000
2023,0,35310,Lanto Griffin,.24%,514634,215400000
2023,0,12195,Tom Johnson,.24%,42532,17400000
2023,0,46837,Yuxin Lin,.24%,20244,8400000
2023,0,25818,Scott Piercy,.24%,861981,352200000
2023,0,60004,Jacob Bridgeman,.23%,37190,16100000
2023,0,20229,Stewart Cink,.23%,743246,319600000
2023,0,29535,Brice Garnett,.23%,492959,210800000
2023,0,24980,Scott Gutschewski,.23%,14690,6500000
2023,0,35421,Brandon Harkins,.23%,8664,3800000
2023,0,35449,Adam Long,.23%,884088,388100000
2023,0,55509,Hurly Long,.23%,58725,25500000
2023,0,32797,Sanghyun Park,.23%,24010,10500000
2023,0,34610,Matthias Schwab,.23%,847328,365000000
2023,0,32150,Michael Thompson,.23%,438817,187200000
2023,0,50154,Joseph Winslow,.23%,18249,7900000
2023,0,27958,Ryan Blaum,.22%,52341,23800000
2023,0,49590,Frankie Capan III,.22%,17160,7800000
2023,0,64594,Angel Hidalgo Portillo,.22%,24890,11400000
2023,0,47056,Rikuya Hoshino,.22%,92740,42500000
2023,0,35879,Kelly Kraft,.22%,722098,326400000
2023,0,49766,Hank Lebioda,.22%,382836,173400000
2023,0,46368,Stuart Macdonald,.22%,20160,9000000
2023,0,25198,Francesco Molinari,.22%,566848,253200000
2023,0,47806,Raul Pereda,.22%,16940,7700000
2023,0,29476,Kyle Reifers,.22%,104076,47900000
2023,0,29425,Andrew Svoboda,.22%,43200,20000000
2023,0,32333,Kevin Tway,.22%,815058,373700000
2023,0,52666,Sami Valimaki,.22%,56033,25500000
2023,0,35469,Sebastián Vázquez,.22%,51817,24100000
2023,0,35490,Wil Bateman,.21%,18540,9000000
2023,0,51363,George Bryan IV,.21%,13325,6500000
2023,0,49453,Trevor Cone,.21%,494936,239200000
2023,0,47154,Martin Contini,.21%,13780,6500000
2023,0,31273,Gavin Green,.21%,19170,9000000
2023,0,27974,Sung Kang,.21%,292639,136900000
2023,0,32369,Sihwan Kim,.21%,31500,15000000
2023,0,22046,Geoff Ogilvy,.21%,173140,83200000
2023,0,57900,Chandler Phillips,.21%,18868,8900000
2023,0,48084,Wesley Bryan,.20%,297461,148100000
2023,0,28679,Fabián Gómez,.20%,143701,72200000
2023,0,46402,Talor Gooch,.20%,97200,49500000
2023,0,32448,James Hahn,.20%,576584,290700000
2023,0,52575,Paul O'Hara,.20%,17550,9000000
2023,0,39335,Kevin Roy,.20%,478670,235600000
2023,0,19803,Ryan Armour,.19%,539788,281200000
2023,0,60008,Ford Clegg,.19%,15580,8200000
2023,0,29970,Dylan Frittelli,.19%,683295,362700000
2023,0,24924,Bill Haas,.19%,170817,91100000
2023,0,47917,Takumi Kanaya,.19%,68754,36000000
2023,0,46879,Naoyuki Kataoka,.19%,20570,11000000
2023,0,33122,Russell Knox,.19%,692454,368300000
2023,0,31202,William McGirt,.19%,281110,149400000
2023,0,23814,Edoardo Molinari,.19%,40746,21400000
2023,0,33968,Thorbjørn Olesen,.19%,91916,49100000
2023,0,47128,Richy Werenski,.19%,617783,332500000
2023,0,24925,Jonathan Byrd,.18%,322026,182200000
2023,0,39412,Zack Fischer,.18%,60880,33100000
2023,0,51414,Brent Grant,.18%,466212,260000000
2023,0,59743,Aguri Iwasaki,.18%,34190,19500000
2023,0,8075,Jerry Kelly,.18%,58000,32900000
2023,0,51635,Chris Nido,.18%,34175,19500000
2023,0,53165,Doc Redman,.18%,595132,322600000
2023,0,33117,Dale Whitnell,.18%,23220,12800000
2023,0,56003,Yongjun Bae,.17%,17430,10500000
2023,0,28420,Ryan Brehm,.17%,596227,346400000
2023,0,25686,Jason Dufner,.17%,525090,317900000
2023,0,34174,John Huh,.17%,121256,70100000
2023,0,32775,Shugo Imahira,.17%,32645,19500000
2023,0,63371,Chanmin Jung,.17%,17850,10500000
2023,0,51366,Riki Kawamoto,.17%,18810,11000000
2023,0,27649,Brandt Snedeker,.17%,167113,97200000
2023,0,32070,Rafael Campos,.16%,25131,16000000
2023,0,59095,Chris Gotterup,.16%,83689,52300000
2023,0,36724,Augusto Núñez,.16%,382748,243800000
2023,0,31016,Tomoharu Otsuki,.16%,17820,11000000
2023,0,52583,Sanghun Shin,.16%,17220,10500000
2023,0,27330,Josh Teater,.16%,26030,16000000
2023,0,8793,Tiger Woods,.16%,59560,38000000
2023,0,33870,Ashun Wu,.16%,20340,12800000
2023,0,24846,Ricky Barnes,.15%,190721,124300000
2023,0,54869,Chase Johnson,.15%,35548,23500000
2023,0,27556,Ted Potter Jr.,.15%,112208,73500000
2023,0,29939,Fabrizio Zanotti,.15%,24352,16600000
2023,0,32367,Jorge Campillo,.14%,36255,25500000
2023,0,19846,Brian Gay,.14%,219638,156100000
2023,0,27466,Spencer Levin,.14%,23000,16700000
2023,0,31560,Brian Stuard,.14%,296420,219200000
2023,0,35314,Andy Sullivan,.14%,10627,7600000
2023,0,23788,D.J. Trahan,.14%,92850,66800000
2023,0,49303,Anders Albertson,.13%,87639,70100000
2023,0,33404,Chris Baker,.13%,18696,14700000
2023,0,6522,Ernie Els,.13%,46200,36500000
2023,0,27554,Scott Harrington,.13%,300546,235600000
2023,0,31557,Jim Herman,.13%,372745,276200000
2023,0,35087,Bio Kim,.13%,46830,36000000
2023,0,29478,Kevin Kisner,.13%,335671,267400000
2023,0,51491,Brandon Matthews,.13%,265711,212300000
2023,0,26331,Charl Schwartzel,.13%,46080,34500000
2023,0,58967,Trevor Werbylo,.13%,309436,235900000
2023,0,30750,Tommy Gainey,.12%,137388,111800000
2023,0,48098,Sebastian Garcia Rodriguez,.12%,9356,7600000
2023,0,48293,Mikael Lindberg,.12%,9006,7600000
2023,0,51950,Max McGreevy,.12%,422905,360100000
2023,0,55623,Kaito Onishi,.12%,50379,42600000
2023,0,40181,Clément Sordet,.12%,9006,7600000
2023,0,34431,Robert Streb,.12%,402060,335600000
2023,0,52411,Kyle Westmoreland,.12%,308365,260700000
2023,0,28259,Sangmoon Bae,.11%,57871,53400000
2023,0,49117,Isidro Benitez,.11%,17548,16400000
2023,0,59442,Parker Coody,.11%,20425,17900000
2023,0,25240,D.A. Points,.11%,83872,75000000
2023,0,23621,Rory Sabbatini,.11%,149009,138600000
2023,0,35557,Aaron Cockerill,.10%,16872,16600000
2023,0,49813,Daniel Hillier,.10%,26190,25500000
2023,0,59871,Greg Koch,.10%,56170,56100000
2023,0,33410,Andrew Landry,.10%,263815,277000000
2023,0,34575,Adrian Otaegui,.10%,41375,40500000
2023,0,47888,Taiga Semikawa,.10%,48903,49600000
2023,0,10381,Curtis Thompson,.10%,16296,16800000
2023,0,35778,Kazuki Higa,.09%,91177,97300000
2023,0,45523,Thriston Lawrence,.09%,68800,80500000
2023,0,49022,Yoseop Seo,.09%,16905,19500000
2023,0,20593,Greg Chalmers,.08%,88172,103800000
2023,0,24358,Robert Garrigus,.08%,48425,60200000
2023,0,27797,Derek Lamely,.08%,52205,64700000
2023,0,27095,Nick Watney,.08%,263725,312400000
2023,0,10423,Mike Weir,.08%,21438,27000000
2023,0,63459,Dan Bradbury,.07%,18180,25500000
2023,0,29479,Scott Brown,.07%,78995,117400000
2023,0,23541,Ben Crane,.07%,71025,101700000
2023,0,37273,Derek Ernst,.07%,52898,72300000
2023,0,32662,Michael Gligic,.07%,169449,243800000
2023,0,52462,Chase Hanna,.07%,8816,12800000
2023,0,27747,Hiroshi Iwata,.07%,19470,27500000
2023,0,54813,Philip Knowles,.07%,53421,71800000
2023,0,29670,Pablo Larrazabal,.07%,29750,40500000
2023,0,54364,Stephen Stallings Jr.,.07%,8360,11400000
2023,0,63455,Ross Steelman,.07%,17466,24400000
2023,0,50584,Connor Syme,.07%,18360,25500000
2023,0,60006,Ben Carr,.06%,17388,30200000
2023,0,33490,Bo Hoag,.06%,15390,23800000
2023,0,30110,Kyle Stanley,.06%,84721,140500000
2023,0,27141,J.B. Holmes,.05%,58884,119200000
2023,0,52096,Adri Arnaus,.04%,19170,48700000
2023,0,32776,Yeongsu Kim,.04%,16905,39500000
2023,0,24490,George McNeill,.04%,16834,40300000
2023,0,47102,David Micheluzzi,.03%,19855,61000000
2023,0,26679,Kevin Stadler,.03%,21318,61100000
2023,0,23623,Bo Van Pelt,.03%,11172,42900000
2023,0,21407,Arjun Atwal,.02%,16367,70200000
2023,0,26420,Richard Johnson,.02%,8208,35100000
2022,0,46046,Scottie Scheffler,5.68,14046910,247150000
2022,0,35891,Cameron Smith,5.63,10107897,179650000
2022,0,28237,Rory McIlroy,4.87,8654566,177850000
2022,0,35450,Patrick Cantlay,4.52,9369605,207200000
2022,0,55509,Hurly Long,4.14,306175,7400000
2022,0,47483,Will Zalatoris,3.77,9405082,249150000
2022,0,40098,Matt Fitzpatrick,3.41,7012672,205600000
2022,0,48081,Xander Schauffele,3.38,7427299,219500000
2022,0,33448,Justin Thomas,3.2,6829576,213250000
2022,0,25369,Jamie Donaldson,3.05,243700,8000000
2022,0,47504,Sam Burns,3.0,7073986,236150000
2022,0,32839,Hideki Matsuyama,2.92,5776298,197700000
2022,0,57366,Cameron Young,2.64,6520598,246800000
2022,0,46970,Jon Rahm,2.62,5248220,200200000
2022,0,55182,Tom Kim,2.51,2824580,112550000
2022,0,29725,Tony Finau,2.5,6117886,244550000
2022,0,54591,Ben Griffin,2.45,357700,14600000
2022,0,50525,Collin Morikawa,2.4,4837271,201900000
2022,0,25364,Paul Casey,2.39,1740282,72750000
2022,0,48372,Marcus Helligkilde,2.34,173283,7400000
2022,0,29420,Billy Horschel,2.24,4940600,221000000
2022,0,39971,Sungjae Im,2.24,5567974,248950000
2022,0,46717,Viktor Hovland,2.23,4868461,218350000
2022,0,34046,Jordan Spieth,2.21,5018444,227150000
2022,0,39977,Max Homa,2.17,5289842,243850000
2022,0,45486,Joaquin Niemann,2.11,5076060,240200000
2022,0,33204,Shane Lowry,1.86,3616679,194050000
2022,0,46402,Talor Gooch,1.73,3718990,214850000
2022,0,30925,Dustin Johnson,1.71,2302749,134550000
2022,0,32627,Espen Kofstad,1.66,122629,7400000
2022,0,30911,Tommy Fleetwood,1.62,2874008,177100000
2022,0,33653,Thomas Detry,1.61,409974,25400000
2022,0,48867,Matti Schmid,1.6,118400,7400000
2022,0,56676,John Augenstein,1.58,220850,14000000
2022,0,58594,Spencer Ralston,1.58,58275,3700000
2022,0,39997,Corey Conners,1.56,3876590,248000000
2022,0,45523,Thriston Lawrence,1.56,124400,8000000
2022,0,48018,Sadom Kaewkanjana,1.54,231000,15000000
2022,0,29478,Kevin Kisner,1.54,3757424,243650000
2022,0,49960,Sepp Straka,1.52,4722434,310950000
2022,0,49964,Aaron Wise,1.51,3454521,229350000
2022,0,31569,Jason Scrivener,1.47,238842,16300000
2022,0,33141,Keegan Bradley,1.43,3623137,254100000
2022,0,46464,Jordan L Smith,1.43,114000,8000000
2022,0,35532,Tom Hoge,1.41,4310046,306100000
2022,0,34363,Tyrrell Hatton,1.4,2849792,203050000
2022,0,24502,Adam Scott,1.39,2913198,209950000
2022,0,31420,Anirban Lahiri,1.38,3084598,224200000
2022,0,46594,Ricardo Gouveia,1.36,100825,7400000
2022,0,30692,Scott Stallings,1.36,3933593,289400000
2022,0,47154,Martin Contini,1.33,106533,8000000
2022,0,49771,J.T. Poston,1.3,3292443,252900000
2022,0,48117,Kurt Kitayama,1.27,2547912,201100000
2022,0,40026,Daniel Berger,1.26,1769539,140700000
2022,0,27644,Brian Harman,1.26,3226839,256950000
2022,0,39546,Keith Mitchell,1.25,3068341,246150000
2022,0,40250,Taylor Pendrith,1.25,2330840,186700000
2022,0,34098,Russell Henley,1.24,2837505,228150000
2022,0,54781,Grant Hirschman,1.24,86683,7000000
2022,0,39058,Lucas Herbert,1.22,2558440,210300000
2022,0,32791,K.H. Lee,1.22,3347180,273400000
2022,0,30944,Jason Kokrak,1.21,2339960,193050000
2022,0,47995,Davis Riley,1.2,3190793,265100000
2022,0,32775,Shugo Imahira,1.19,118718,9950000
2022,0,27747,Hiroshi Iwata,1.19,118718,9950000
2022,0,28252,Seamus Power,1.18,3100241,262800000
2022,0,51634,Sahith Theegala,1.16,3124668,269800000
2022,0,29518,Brendan Steele,1.11,2531909,227750000
2022,0,47529,Mito Pereira,1.09,2797925,255700000
2022,0,33419,Cameron Tringale,1.08,3050519,282600000
2022,0,39324,J.J. Spaun,1.07,2951152,276200000
2022,0,47993,Denny McCarthy,1.04,2882771,277100000
2022,0,46442,Maverick McNealy,1.04,2689754,259400000
2022,0,48822,Sebastián Muñoz,1.03,2545121,246900000
2022,0,45526,Abraham Ancer,1.02,1777504,173950000
2022,0,30926,Chris Kirk,1.02,2408913,235800000
2022,0,23108,Matt Kuchar,1.02,2051300,200700000
2022,0,45522,Christiaan Bezuidenhout,1.01,2233289,221700000
2022,0,33399,Adam Hadwin,1.01,2574396,254800000
2022,0,37189,Harold Varner III,0.99,2294141,232550000
2022,0,26300,Matt Jones,0.98,1914560,194400000
2022,0,27129,Luke List,0.97,2734720,281950000
2022,0,46601,Trey Mullinax,0.97,2172365,223500000
2022,0,33974,Dean Burmester,0.96,388800,40400000
2022,0,52666,Sami Valimaki,0.92,73400,8000000
2022,0,35296,Haotong Li,0.9,172155,19200000
2022,0,56278,Matthew Wolff,0.9,1485181,165100000
2022,0,34264,Hudson Swafford,0.88,1714926,195750000
2022,0,31323,Gary Woodland,0.88,1992732,227650000
2022,0,27349,Alex Noren,0.86,1971531,229700000
2022,0,31646,Emiliano Grillo,0.85,2094647,245000000
2022,0,52686,Rasmus Hojgaard,0.84,413120,49450000
2022,0,34174,John Huh,0.84,1631948,194600000
2022,0,35506,Mackenzie Hughes,0.83,2276212,274600000
2022,0,26851,Marc Leishman,0.83,2015561,243550000
2022,0,25396,Kevin Na,0.83,1155513,139650000
2022,0,36689,Brooks Koepka,0.81,1317085,163550000
2022,0,45157,Cam Davis,0.8,1989011,247150000
2022,0,21961,Charles Howell III,0.78,1026002,132100000
2022,0,35310,Lanto Griffin,0.77,1717566,224050000
2022,0,37455,Si Woo Kim,0.76,2234151,292800000
2022,0,26476,Chez Reavie,0.76,1908670,250200000
2022,0,34364,David Law,0.75,60163,8000000
2022,0,30927,Brendon Todd,0.75,1659052,221750000
2022,0,35461,Beau Hossler,0.74,1716430,233400000
2022,0,34360,Patrick Reed,0.74,1560485,210350000
2022,0,52374,Brandon Wu,0.74,1472515,198300000
2022,0,30957,Maximilian Kieffer,0.73,58100,8000000
2022,0,29370,Mikko Korhonen,0.73,58100,8000000
2022,0,22405,Justin Rose,0.73,1426994,196050000
2022,0,36801,Mark Hubbard,0.72,1179782,164800000
2022,0,32640,Troy Merritt,0.72,1906304,263650000
2022,0,25900,Lucas Glover,0.71,1941796,272050000
2022,0,34076,Joel Dahmen,0.7,1712942,245600000
2022,0,59095,Chris Gotterup,0.7,502471,72200000
2022,0,55789,Taylor Montgomery,0.7,180180,25900000
