YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
2024,0,33653,Thomas Detry,"25' 9""",9018.417,350
2024,0,56630,Akshay Bhatia,"25' 10""",9246.167,358
2024,0,28089,Jason Day,"25' 10""",7751.083,300
2024,0,50095,Austin Smotherman,"26' 1""",4823.583,185
2024,0,38991,Alejandro Tosti,"26' 2""",9616.167,367
2024,0,34021,Bud Cauley,"26' 3""",6878.75,262
2024,0,27936,Martin Laird,"26' 3""",8323.167,317
2024,0,32791,K.H. Lee,"26' 3""",8692.417,331
2024,0,45242,Kevin Yu,"26' 3""",9226.417,352
2024,0,51349,Nico Echavarria,"26' 4""",8646.167,328
2024,0,39324,J.J. Spaun,"26' 4""",9718.0,369
2024,0,39977,Max Homa,"26' 5""",10105.417,382
2024,0,55708,Hayden Buckley,"26' 6""",7200.917,272
2024,0,46340,Alex Smalley,"26' 6""",8285.0,313
2024,0,48081,Xander Schauffele,"26' 7""",9188.417,346
2024,0,22405,Justin Rose,"26' 9""",7012.5,262
2024,0,32102,Rickie Fowler,"26' 10""",8972.667,334
2024,0,36699,Patrick Rodgers,"26' 11""",12988.25,482
2024,0,27064,Jhonattan Vegas,"27' 0""",8943.167,331
2024,0,47504,Sam Burns,"27' 1""",8901.583,329
2024,0,34046,Jordan Spieth,"27' 1""",7936.5,293
2024,0,36326,David Lipsky,"27' 2""",8188.083,301
2024,0,48153,Matthieu Pavon,"27' 2""",7181.75,264
2024,0,54576,Patrick Fishburn,"27' 3""",8114.833,298
2024,0,34563,Chesson Hadley,"27' 3""",9289.5,341
2024,0,32839,Hideki Matsuyama,"27' 3""",9494.667,348
2024,0,35506,Mackenzie Hughes,"27' 4""",13028.417,477
2024,0,47347,Adam Schenk,"27' 5""",11770.667,429
2024,0,57900,Chandler Phillips,"27' 7""",9778.75,354
2024,0,24502,Adam Scott,"27' 9""",9388.0,338
2024,0,57366,Cameron Young,"27' 10""",10411.917,374
2024,0,51634,Sahith Theegala,"27' 11""",12925.75,463
2024,0,29221,Webb Simpson,"28' 0""",7427.583,265
2024,0,50493,Justin Suh,"28' 0""",8788.917,314
2024,0,27770,Camilo Villegas,"28' 0""",7274.75,260
2024,0,52374,Brandon Wu,"28' 0""",9411.333,336
2024,0,29478,Kevin Kisner,"28' 1""",6683.5,238
2024,0,23320,Ryan Palmer,"28' 3""",5029.833,178
2024,0,47679,Victor Perez,"28' 5""",9533.5,335
2024,0,27330,Josh Teater,"28' 5""",5715.5,201
2024,0,34587,Chan Kim,"28' 6""",9205.083,323
2024,0,35461,Beau Hossler,"28' 7""",12140.333,425
2024,0,40006,Erik van Rooyen,"28' 7""",10675.583,373
2024,0,46441,Robby Shelton,"28' 8""",10094.75,352
2024,0,51997,Andrew Novak,"28' 9""",11514.583,401
2024,0,49947,Taylor Moore,"28' 10""",13475.5,467
2024,0,36871,Matt NeSmith,"28' 10""",9340.333,324
2024,0,52215,Robert MacIntyre,"28' 11""",10177.833,352
2024,0,52453,Nicolai Højgaard,"29' 0""",8029.0,277
2024,0,27129,Luke List,"29' 1""",10459.75,360
2024,0,51890,Greyson Sigg,"29' 1""",8981.167,309
2024,0,54783,Dylan Wu,"29' 3""",10624.0,363
2024,0,54591,Ben Griffin,"29' 5""",14383.25,489
2024,0,47988,Nick Hardy,"29' 6""",12377.583,419
2024,0,59143,Mac Meissner,"29' 6""",9519.5,323
2024,0,51070,Vincent Norrman,"29' 6""",7377.25,250
2024,0,55893,Sam Stevens,"29' 6""",13216.0,448
2024,0,52666,Sami Valimaki,"29' 7""",8617.75,291
2024,0,32640,Troy Merritt,"29' 8""",8367.75,282
2024,0,32333,Kevin Tway,"29' 8""",7128.667,240
2024,0,47483,Will Zalatoris,"29' 8""",8898.917,300
2024,0,32366,Kevin Chappell,"29' 9""",6905.667,232
2024,0,52372,Cameron Champ,"29' 10""",7365.667,247
2024,0,58168,Davis Thompson,"29' 10""",11818.333,396
2024,0,47591,Eric Cole,"29' 11""",16052.667,537
2024,0,29725,Tony Finau,"30' 0""",11576.083,386
2024,0,51977,Max Greyserman,"30' 0""",11078.167,369
2024,0,33486,Roger Sloan,"30' 0""",8074.167,269
2024,0,60067,Joe Highsmith,"30' 1""",9047.917,301
2024,0,45157,Cam Davis,"30' 2""",10985.75,364
2024,0,37378,Min Woo Lee,"30' 2""",9995.917,331
2024,0,33448,Justin Thomas,"30' 2""",10310.917,342
2024,0,48084,Wesley Bryan,"30' 4""",6123.5,202
2024,0,37275,Sam Ryder,"30' 4""",8687.083,286
2024,0,39546,Keith Mitchell,"30' 5""",12425.25,408
2024,0,48867,Matti Schmid,"30' 5""",9787.083,322
2024,0,29936,Ryan Fox,"30' 7""",13027.25,426
2024,0,56149,Wilson Furr,"30' 7""",8124.5,266
2024,0,12716,Charley Hoffman,"30' 7""",10917.75,357
2024,0,59836,Pierceson Coody,"30' 8""",10757.083,351
2024,0,59866,Nick Dunlap,"30' 9""",11507.333,374
2024,0,51766,Wyndham Clark,"31' 0""",10823.833,349
2024,0,48887,Matt Wallace,"31' 2""",10119.417,325
2024,0,37212,Paul Barjon,"31' 6""",8153.5,259
2024,0,22371,Aaron Baddeley,"31' 9""",10610.833,334
2024,0,39975,Michael Kim,"31' 9""",11515.0,363
2024,0,34255,Joseph Bramlett,"32' 0""",13409.833,419
2024,0,32367,Jorge Campillo,"32' 1""",7190.917,224
2024,0,36799,Stephan Jaeger,"32' 1""",11551.75,360
2024,0,34466,Peter Malnati,"32' 3""",13297.083,412
2024,0,60004,Jacob Bridgeman,"32' 5""",10956.75,338
2024,0,47995,Davis Riley,"32' 6""",12492.333,384
2024,0,27139,David Skinns,"32' 8""",13756.833,421
2024,0,50188,S.H. Kim,"32' 9""",16476.75,503
2024,0,55454,Carl Yuan,"32' 9""",9467.417,289
2024,0,31323,Gary Woodland,"32' 11""",13401.5,407
2024,0,32757,Patton Kizzire,"33' 0""",8747.417,265
2024,0,33948,Byeong Hun An,"33' 3""",13582.25,409
2024,0,47806,Raul Pereda,"33' 5""",7119.75,213
2024,0,47663,Kevin Dougherty,"33' 7""",9202.583,274
2024,0,47420,Jake Knapp,"33' 7""",13160.917,392
2024,0,50484,Hayden Springer,"33' 7""",10441.75,311
2024,0,52514,Trace Crowe,"33' 10""",9337.75,276
2024,0,57975,Harry Hall,"33' 11""",13683.583,403
2024,0,48119,Ben Taylor,"33' 11""",11200.333,330
2024,0,33968,Thorbjørn Olesen,"34' 4""",8203.667,239
2024,0,54421,Garrick Higgo,"34' 5""",12344.167,359
2024,0,40250,Taylor Pendrith,"34' 8""",13706.75,395
2024,0,51894,Vince Whaley,"34' 8""",11658.167,336
2024,0,35617,Martin Trainer,"34' 9""",8511.25,245
2024,0,32070,Rafael Campos,"34' 11""",8558.833,245
2024,0,48699,Callum Tarren,"34' 11""",12943.417,371
2024,0,59442,Parker Coody,"36' 1""",11103.667,308
2024,0,60767,Blaine Hale Jr.,"36' 8""",8728.25,238
2024,0,28420,Ryan Brehm,"37' 5""",10000.25,267
2024,0,33408,Tyson Alexander,"37' 10""",13646.917,361
2024,0,34374,Erik Barnes,"37' 10""",9767.083,258
2024,0,46113,Ryan McCormick,"38' 1""",11078.333,291
2024,0,50497,Adrien Dumont de Chassart,"38' 7""",13320.167,345
2024,0,55789,Taylor Montgomery,"39' 3""",12914.417,329
2024,0,59095,Chris Gotterup,"40' 1""",17340.25,433
2023,0,50525,Collin Morikawa,"19' 4""",4897.5,253
2023,0,26596,Ryan Moore,"19' 11""",5262.75,264
2023,0,26476,Chez Reavie,"20' 9""",8480.25,408
2023,0,25900,Lucas Glover,"21' 1""",7333.583,348
2023,0,27644,Brian Harman,"21' 3""",7550.417,355
2023,0,34098,Russell Henley,"21' 3""",5946.333,280
2023,0,46414,Aaron Rai,"21' 3""",7634.333,359
2023,0,39971,Sungjae Im,"21' 6""",8929.75,415
2023,0,40058,Zac Blair,"21' 7""",6068.667,281
2023,0,37455,Si Woo Kim,"21' 7""",7781.917,360
2023,0,19803,Ryan Armour,"21' 10""",5852.583,268
2023,0,34409,David Lingmerth,"21' 11""",5779.833,264
2023,0,30927,Brendon Todd,"22' 1""",8488.667,384
2023,0,34256,Andrew Putnam,"22' 4""",9778.25,438
2023,0,40115,Adam Svensson,"22' 6""",11516.917,511
2023,0,39997,Corey Conners,"22' 7""",8556.75,379
2023,0,35879,Kelly Kraft,"22' 11""",8026.583,350
2023,0,55708,Hayden Buckley,"23' 2""",7098.083,306
2023,0,45609,Tyler Duncan,"23' 2""",8238.583,355
2023,0,46970,Jon Rahm,"23' 4""",7899.5,338
2023,0,35450,Patrick Cantlay,"23' 8""",6667.917,282
2023,0,52375,Doug Ghim,"23' 9""",7788.5,328
2023,0,55182,Tom Kim,"23' 10""",7757.583,325
2023,0,35449,Adam Long,"23' 10""",9063.833,380
2023,0,31557,Jim Herman,"23' 11""",6675.833,279
2023,0,24024,Zach Johnson,"23' 11""",6095.25,255
2023,0,39324,J.J. Spaun,"23' 11""",9664.25,404
2023,0,52513,Carson Young,"23' 11""",8576.0,359
2023,0,46717,Viktor Hovland,"24' 1""",7937.25,330
2023,0,49298,Kramer Hickok,"24' 5""",9743.917,399
2023,0,36326,David Lipsky,"24' 5""",9876.167,404
2023,0,28252,Seamus Power,"24' 7""",8867.333,361
2023,0,32839,Hideki Matsuyama,"24' 8""",9110.333,369
2023,0,25493,Nick Taylor,"24' 8""",10073.75,409
2023,0,34076,Joel Dahmen,"24' 9""",9014.083,364
2023,0,32791,K.H. Lee,"24' 9""",11219.25,453
2023,0,23108,Matt Kuchar,"24' 10""",9906.333,399
2023,0,46435,Austin Cook,"24' 11""",6997.25,281
2023,0,35532,Tom Hoge,"24' 11""",11656.0,468
2023,0,46340,Alex Smalley,"25' 1""",12808.0,510
2023,0,33399,Adam Hadwin,"25' 2""",9953.75,395
2023,0,54628,Lee Hodges,"25' 3""",11414.667,452
2023,0,56630,Akshay Bhatia,"25' 4""",7479.417,295
2023,0,57362,Austin Eckroat,"25' 6""",8659.333,340
2023,0,31202,William McGirt,"25' 6""",4417.25,173
2023,0,31560,Brian Stuard,"25' 6""",6529.417,256
2023,0,33410,Andrew Landry,"25' 7""",7868.583,308
2023,0,46046,Scottie Scheffler,"25' 7""",9283.667,363
2023,0,27214,Kevin Streelman,"25' 8""",11926.917,465
2023,0,32640,Troy Merritt,"25' 9""",8720.083,339
2023,0,36801,Mark Hubbard,"25' 10""",11777.0,456
2023,0,27936,Martin Laird,"25' 11""",8468.583,327
2023,0,36871,Matt NeSmith,"25' 11""",10350.5,400
2023,0,47983,Chad Ramey,"25' 11""",11751.833,454
2023,0,28775,Nate Lashley,"26' 0""",11371.167,438
2023,0,35310,Lanto Griffin,"26' 1""",5846.167,224
2023,0,34363,Tyrrell Hatton,"26' 1""",9155.167,351
2023,0,50493,Justin Suh,"26' 1""",12907.75,495
2023,0,45522,Christiaan Bezuidenhout,"26' 2""",10506.917,402
2023,0,32816,Satoshi Kodaira,"26' 2""",4206.75,161
2023,0,51890,Greyson Sigg,"26' 3""",12343.75,470
2023,0,53165,Doc Redman,"26' 4""",9085.833,345
2023,0,33448,Justin Thomas,"26' 4""",10089.167,383
2023,0,40098,Matt Fitzpatrick,"26' 5""",9291.333,352
2023,0,37275,Sam Ryder,"26' 6""",13572.667,512
2023,0,47993,Denny McCarthy,"26' 7""",11707.167,441
2023,0,30926,Chris Kirk,"26' 8""",10857.167,407
2023,0,24140,Sean O'Hair,"26' 9""",3881.083,145
2023,0,34046,Jordan Spieth,"26' 9""",9524.833,356
2023,0,29535,Brice Garnett,"26' 10""",8241.333,307
2023,0,33122,Russell Knox,"26' 10""",11965.917,446
2023,0,29420,Billy Horschel,"26' 11""",6719.0,250
2023,0,33204,Shane Lowry,"26' 11""",7571.583,281
2023,0,24502,Adam Scott,"26' 11""",8313.917,309
2023,0,58168,Davis Thompson,"26' 11""",12842.333,477
2023,0,35901,Paul Haley II,"27' 0""",9362.417,347
2023,0,40162,Justin Lower,"27' 0""",11976.333,443
2023,0,33141,Keegan Bradley,"27' 1""",9773.333,361
2023,0,31646,Emiliano Grillo,"27' 2""",12574.583,463
2023,0,49960,Sepp Straka,"27' 2""",9541.583,351
2023,0,27349,Alex Noren,"27' 4""",11541.0,422
2023,0,49771,J.T. Poston,"27' 5""",12058.583,440
2023,0,52955,Ludvig Åberg,"27' 7""",5905.167,214
2023,0,25818,Scott Piercy,"27' 7""",10682.833,387
2023,0,28237,Rory McIlroy,"27' 8""",9598.667,347
2023,0,30163,Henrik Norlander,"27' 8""",9595.5,347
2023,0,30911,Tommy Fleetwood,"27' 9""",8695.833,313
2023,0,39546,Keith Mitchell,"27' 10""",10029.667,360
2023,0,31323,Gary Woodland,"27' 10""",10953.833,393
2023,0,28089,Jason Day,"27' 11""",9118.083,327
2023,0,59018,Ryan Gerard,"27' 11""",7591.667,272
2023,0,36699,Patrick Rodgers,"27' 11""",14068.75,504
2023,0,45242,Kevin Yu,"27' 11""",6753.917,242
2023,0,52374,Brandon Wu,"28' 0""",12149.5,434
2023,0,39977,Max Homa,"28' 1""",11587.5,413
2023,0,32139,Danny Willett,"28' 1""",8391.083,299
2023,0,32102,Rickie Fowler,"28' 2""",12235.0,434
2023,0,23320,Ryan Palmer,"28' 2""",9229.083,328
2023,0,33413,Ben Martin,"28' 3""",11895.75,421
2023,0,52372,Cameron Champ,"28' 4""",8476.083,299
2023,0,51414,Brent Grant,"28' 4""",8111.333,286
2023,0,49766,Hank Lebioda,"28' 5""",6765.5,238
2023,0,22405,Justin Rose,"28' 5""",7861.417,277
2023,0,39067,MJ Daffue,"28' 6""",12202.75,428
2023,0,39954,Cody Gribble,"28' 7""",7855.5,275
2023,0,31577,Tano Goya,"28' 8""",10120.083,353
2023,0,50188,S.H. Kim,"28' 8""",16063.5,561
2023,0,55893,Sam Stevens,"28' 8""",13316.167,465
2023,0,25686,Jason Dufner,"28' 9""",11456.5,398
2023,0,12716,Charley Hoffman,"28' 9""",10050.167,350
2023,0,47347,Adam Schenk,"28' 9""",16616.833,578
2023,0,22371,Aaron Baddeley,"28' 10""",9852.583,342
2023,0,32448,James Hahn,"28' 10""",9975.667,346
2023,0,51997,Andrew Novak,"28' 10""",10802.75,375
2023,0,36799,Stephan Jaeger,"28' 11""",17242.167,597
2023,0,27963,Chris Stroud,"28' 11""",6588.167,228
2023,0,54783,Dylan Wu,"29' 0""",12006.833,414
2023,0,29908,C.T. Pan,"29' 1""",6103.167,210
2023,0,54421,Garrick Higgo,"29' 2""",14747.667,506
2023,0,29221,Webb Simpson,"29' 2""",7613.417,261
2023,0,34431,Robert Streb,"29' 2""",10645.083,365
2023,0,51349,Nico Echavarria,"29' 4""",8484.25,289
2023,0,47079,Harrison Endycott,"29' 4""",10535.25,359
2023,0,56762,Will Gordon,"29' 4""",13000.75,443
2023,0,46441,Robby Shelton,"29' 4""",13991.5,477
2023,0,37338,Zecheng Dou,"29' 5""",13703.75,466
2023,0,22056,Cameron Percy,"29' 6""",6782.083,230
2023,0,29725,Tony Finau,"29' 8""",11141.0,376
2023,0,47504,Sam Burns,"29' 9""",12496.75,420
2023,0,49947,Taylor Moore,"29' 9""",13795.083,464
2023,0,47591,Eric Cole,"29' 10""",19669.917,660
2023,0,51950,Max McGreevy,"29' 10""",10833.667,363
2023,0,50095,Austin Smotherman,"29' 10""",12330.667,413
2023,0,34099,Harris English,"29' 11""",12236.417,409
2023,0,39335,Kevin Roy,"30' 2""",9234.5,306
2023,0,34610,Matthias Schwab,"30' 2""",13118.333,435
2023,0,35461,Beau Hossler,"30' 3""",15276.5,505
2023,0,35506,Mackenzie Hughes,"30' 3""",12857.0,425
2023,0,40250,Taylor Pendrith,"30' 3""",14948.25,494
2023,0,48081,Xander Schauffele,"30' 3""",10381.667,343
2023,0,57366,Cameron Young,"30' 3""",11037.333,365
2023,0,27129,Luke List,"30' 4""",14482.417,478
2023,0,39975,Michael Kim,"30' 5""",12017.833,395
2023,0,30692,Scott Stallings,"30' 5""",11576.0,381
2023,0,55789,Taylor Montgomery,"31' 2""",16358.25,525
2023,0,39058,Lucas Herbert,"31' 4""",8795.25,281
2023,0,52453,Nicolai Hojgaard,"31' 4""",6925.667,221
2023,0,33653,Thomas Detry,"31' 5""",11925.75,380
2023,0,34563,Chesson Hadley,"31' 5""",13923.75,443
2023,0,40006,Erik van Rooyen,"31' 5""",10108.917,322
2023,0,34466,Peter Malnati,"31' 6""",16341.333,519
2023,0,51070,Vincent Norrman,"31' 6""",11110.75,353
2023,0,47988,Nick Hardy,"31' 8""",16314.0,515
2023,0,47995,Davis Riley,"31' 10""",12794.5,402
2023,0,48117,Kurt Kitayama,"31' 11""",10795.083,338
2023,0,47128,Richy Werenski,"32' 0""",12797.75,400
2023,0,33408,Tyson Alexander,"32' 2""",14520.75,451
2023,0,24925,Jonathan Byrd,"32' 3""",6540.083,203
2023,0,51634,Sahith Theegala,"32' 3""",17397.417,539
2023,0,54591,Ben Griffin,"32' 8""",17820.583,546
2023,0,45157,Cam Davis,"32' 10""",14942.0,455
2023,0,20229,Stewart Cink,"33' 3""",13754.25,414
2023,0,27974,Sung Kang,"33' 6""",6667.667,199
2023,0,48867,Matti Schmid,"33' 7""",9446.917,281
2023,0,32333,Kevin Tway,"33' 7""",17821.167,531
2023,0,32757,Patton Kizzire,"33' 8""",16243.417,482
2023,0,48887,Matt Wallace,"34' 0""",13206.167,388
2023,0,27554,Scott Harrington,"34' 5""",12246.083,356
2023,0,33948,Byeong Hun An,"34' 6""",19194.167,557
2023,0,34255,Joseph Bramlett,"34' 6""",14805.833,429
2023,0,46442,Maverick McNealy,"34' 7""",10226.75,296
2023,0,35617,Martin Trainer,"34' 7""",8510.833,246
2023,0,58967,Trevor Werbylo,"34' 9""",12814.583,369
2023,0,55454,Carl Yuan,"34' 9""",14584.0,420
2023,0,28420,Ryan Brehm,"34' 11""",16401.667,470
2023,0,32366,Kevin Chappell,"35' 2""",7849.083,223
2023,0,48119,Ben Taylor,"35' 3""",19997.917,567
2023,0,29289,S.Y. Noh,"35' 4""",9890.333,280
2023,0,49453,Trevor Cone,"35' 5""",14028.917,396
2023,0,48699,Callum Tarren,"35' 5""",18622.333,526
2023,0,36724,Augusto Núñez,"35' 7""",12444.75,350
2023,0,51766,Wyndham Clark,"36' 4""",17714.75,488
2023,0,33597,Harry Higgs,"36' 4""",13472.917,371
2023,0,32662,Michael Gligic,"37' 0""",12680.583,343
2023,0,25632,Jimmy Walker,"37' 1""",17866.417,482
2023,0,48084,Wesley Bryan,"37' 8""",7229.167,192
2023,0,46601,Trey Mullinax,"37' 10""",16335.167,432
2023,0,57975,Harry Hall,"39' 0""",18012.333,462
2023,0,29970,Dylan Frittelli,"39' 5""",16698.5,424
2023,0,58696,Peter Kuest,"39' 6""",7861.5,199
2023,0,27095,Nick Watney,"41' 3""",15926.667,386
2023,0,52411,Kyle Westmoreland,"43' 2""",18299.333,424
2023,0,51491,Brandon Matthews,"45' 4""",12636.583,279
2022,0,39997,Corey Conners,"18' 8""",5733.917,307
2022,0,30927,Brendon Todd,"19' 5""",5539.583,285
2022,0,32816,Satoshi Kodaira,"20' 3""",2731.083,135
2022,0,23325,Vaughn Taylor,"20' 4""",3515.917,173
2022,0,36326,David Lipsky,"20' 6""",7048.5,344
2022,0,45526,Abraham Ancer,"20' 7""",3662.417,178
2022,0,26476,Chez Reavie,"20' 8""",6135.5,297
2022,0,55708,Hayden Buckley,"21' 1""",6665.917,316
2022,0,27936,Martin Laird,"21' 3""",5409.75,255
2022,0,34076,Joel Dahmen,"21' 4""",6196.5,291
2022,0,39977,Max Homa,"21' 4""",7503.917,352
2022,0,25900,Lucas Glover,"21' 5""",7687.833,359
2022,0,50525,Collin Morikawa,"21' 6""",4196.083,195
2022,0,27644,Brian Harman,"21' 7""",7184.25,333
2022,0,34098,Russell Henley,"21' 9""",5529.083,254
2022,0,23108,Matt Kuchar,"21' 9""",6317.917,291
2022,0,19803,Ryan Armour,"21' 10""",2423.167,111
2022,0,33122,Russell Knox,"21' 11""",7089.75,324
2022,0,35449,Adam Long,"22' 0""",7553.167,343
2022,0,39971,Sungjae Im,"22' 1""",7510.333,340
2022,0,29535,Brice Garnett,"22' 2""",5822.75,263
2022,0,31557,Jim Herman,"22' 5""",4142.25,185
2022,0,39436,Joshua Creel,"22' 6""",3915.0,174
2022,0,31420,Anirban Lahiri,"22' 8""",7003.083,309
2022,0,45609,Tyler Duncan,"22' 9""",5962.5,262
2022,0,40115,Adam Svensson,"22' 10""",9393.667,411
2022,0,39953,Chase Seiffert,"23' 1""",3825.833,166
2022,0,35879,Kelly Kraft,"23' 3""",5788.417,249
2022,0,36801,Mark Hubbard,"23' 5""",6188.667,264
2022,0,34174,John Huh,"23' 5""",6771.167,289
2022,0,37455,Si Woo Kim,"23' 6""",8707.25,371
2022,0,35450,Patrick Cantlay,"23' 7""",5928.5,251
2022,0,46414,Aaron Rai,"23' 7""",6944.917,295
2022,0,39324,J.J. Spaun,"23' 9""",8611.417,363
2022,0,46340,Alex Smalley,"23' 10""",9409.167,395
2022,0,27214,Kevin Streelman,"23' 10""",7602.583,319
2022,0,33490,Bo Hoag,"23' 11""",4091.833,171
2022,0,47993,Denny McCarthy,"23' 11""",9421.667,394
2022,0,29420,Billy Horschel,"24' 0""",6002.417,250
2022,0,31560,Brian Stuard,"24' 0""",6315.583,263
2022,0,30926,Chris Kirk,"24' 1""",7081.833,294
2022,0,49947,Taylor Moore,"24' 2""",9583.667,396
2022,0,29478,Kevin Kisner,"24' 3""",5777.25,238
2022,0,32791,K.H. Lee,"24' 3""",9871.417,407
2022,0,33419,Cameron Tringale,"24' 3""",9206.583,380
2022,0,45522,Christiaan Bezuidenhout,"24' 4""",7019.25,288
2022,0,29974,Branden Grace,"24' 5""",5177.917,212
2022,0,49298,Kramer Hickok,"24' 5""",8190.75,336
2022,0,32640,Troy Merritt,"24' 5""",8355.333,342
2022,0,28775,Nate Lashley,"24' 6""",7230.167,295
2022,0,32150,Michael Thompson,"24' 7""",8373.25,341
2022,0,52374,Brandon Wu,"24' 7""",6091.167,248
2022,0,30978,Kiradech Aphibarnrat,"24' 8""",3800.5,154
2022,0,40006,Erik van Rooyen,"24' 8""",4339.5,176
2022,0,25198,Francesco Molinari,"24' 9""",4775.583,193
2022,0,48822,Sebastián Muñoz,"24' 10""",8193.417,330
2022,0,22056,Cameron Percy,"24' 10""",4171.5,168
2022,0,46970,Jon Rahm,"24' 10""",6259.167,252
2022,0,25686,Jason Dufner,"24' 11""",5406.333,217
2022,0,23621,Rory Sabbatini,"24' 11""",6529.25,262
2022,0,35532,Tom Hoge,"25' 0""",9305.75,372
2022,0,40098,Matt Fitzpatrick,"25' 2""",5378.167,214
2022,0,32839,Hideki Matsuyama,"25' 2""",7246.75,288
2022,0,49771,J.T. Poston,"25' 2""",11088.333,440
2022,0,47983,Chad Ramey,"25' 2""",7014.5,279
2022,0,37275,Sam Ryder,"25' 4""",10638.333,420
2022,0,34256,Andrew Putnam,"25' 5""",9077.583,357
2022,0,21961,Charles Howell III,"25' 6""",5893.75,231
2022,0,24024,Zach Johnson,"25' 6""",6911.417,271
2022,0,29518,Brendan Steele,"25' 6""",7848.417,308
2022,0,33141,Keegan Bradley,"25' 8""",8293.583,323
2022,0,35310,Lanto Griffin,"25' 8""",8975.667,350
2022,0,46717,Viktor Hovland,"25' 8""",6669.167,260
2022,0,36871,Matthew NeSmith,"25' 8""",8825.167,344
2022,0,29908,C.T. Pan,"25' 8""",9399.5,366
2022,0,46402,Talor Gooch,"25' 9""",6978.5,271
2022,0,46442,Maverick McNealy,"25' 9""",10054.917,391
2022,0,51997,Andrew Novak,"25' 9""",7622.083,296
