YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1998,0,1408,Kelly Gibson,1.627,3133,1926
1998,0,21007,Gabriel Hjertstedt,1.627,2108,1296
1998,0,1072,Chip Beck,1.628,1817,1116
1998,0,1139,Olin Browne,1.628,2257,1386
1998,0,1191,Barry Cheesman,1.628,2725,1674
1998,0,2008,Lee Rinker,1.628,3048,1872
1998,0,6090,Jim McGovern,1.629,2493,1530
1998,0,2002,John Riegger,1.629,2433,1494
1998,0,1116,Michael Bradley,1.63,2054,1260
1998,0,7457,Steve Flesch,1.63,2905,1782
1998,0,1006,John Adams,1.631,1820,1116
1998,0,1035,Tommy Armour III,1.632,2555,1566
1998,0,1098,Jay Don Blake,1.632,2292,1404
1998,0,6315,Pete Jordan,1.632,2615,1602
1998,0,1707,Steve Lowery,1.632,2527,1548
1998,0,6132,Sonny Skinner,1.632,2527,1548
1998,0,20099,Doug Barron,1.633,2616,1602
1998,0,1376,Bob Friend,1.633,2498,1530
1998,0,12782,Tim Herron,1.633,2763,1692
1998,0,7087,Hugh Royer III,1.633,2410,1476
1998,0,6078,Esteban Toledo,1.633,2734,1674
1998,0,6251,Chris DiMarco,1.634,2824,1728
1998,0,1334,Keith Fergus,1.634,1559,954
1998,0,1549,Mike Hulbert,1.634,2617,1602
1998,0,1607,Brian Kamm,1.634,2059,1260
1998,0,1323,Brad Fabel,1.635,2708,1656
1998,0,1361,Dan Forsman,1.636,2268,1386
1998,0,1475,Donnie Hammond,1.637,2564,1566
1998,0,1604,Steve Jurgensen,1.637,2121,1296
1998,0,2170,Hal Sutton,1.637,3065,1872
1998,0,1203,Russ Cochran,1.638,2594,1584
1998,0,1219,John Cook,1.639,2715,1656
1998,0,7235,John Morse,1.639,1741,1062
1998,0,10213,Dicky Pride,1.639,1741,1062
1998,0,1996,Mike Reid,1.639,2301,1404
1998,0,1093,Ronnie Black,1.64,2302,1404
1998,0,2023,Clarence Rose,1.64,2893,1764
1998,0,2099,Scott Simpson,1.64,1683,1026
1998,0,7707,Mike Small,1.641,1920,1170
1998,0,1797,Rocco Mediate,1.642,2424,1476
1998,0,6581,David Sutherland,1.642,2748,1674
1998,0,2214,Kirk Triplett,1.642,2424,1476
1998,0,1266,Clark Dennis,1.643,2218,1350
1998,0,6044,Scott Gump,1.643,2868,1746
1998,0,8545,Glen Hnatiuk,1.643,2454,1494
1998,0,1014,Fulton Allem,1.644,1746,1062
1998,0,1157,Tom Byrum,1.645,2724,1656
1998,0,8375,Paul Stankowski,1.646,2281,1386
1998,0,6791,Mark Wurtz,1.646,1630,990
1998,0,21584,Richie Coughlan,1.647,2786,1692
1998,0,1385,Jim Gallagher Jr.,1.647,2135,1296
1998,0,10733,Kent Jones,1.649,2583,1566
1998,0,10207,Jimmy Johnston,1.652,1725,1044
1998,0,2101,Joey Sindelar,1.652,2855,1728
1998,0,1771,Blaine McCallister,1.653,3095,1872
1998,0,7749,Brett Quigley,1.654,2620,1584
1998,0,1306,David Edwards,1.656,2265,1368
1998,0,2106,Chris Smith,1.656,2743,1656
1998,0,7569,Mark Carnevale,1.658,2776,1674
1998,0,1468,Gary Hallberg,1.658,1821,1098
1998,0,1388,Robert Gamez,1.66,2062,1242
1998,0,12755,Vance Veazey,1.661,2003,1206
1998,0,2241,Bobby Wadkins,1.662,2693,1620
1998,0,19824,Craig Barlow,1.665,2427,1458
1998,0,1705,Tim Loustalot,1.665,1918,1152
1998,0,2246,Duffy Waldorf,1.666,2459,1476
1998,0,2245,Grant Waite,1.668,2852,1710
1998,0,1068,Andy Bean,1.669,1442,864
1998,0,21593,Keith Nolan,1.672,1625,972
1998,0,19883,Joe Daley,1.676,2051,1224
1998,0,1060,Dave Barr,1.679,1813,1080
1998,0,1133,Billy Ray Brown,1.681,1937,1152
1998,0,10962,Bradley Hughes,1.697,1924,1134
1997,0,1876,Greg Norman,1.374,1261,918
1997,0,1326,Nick Faldo,1.382,1219,882
1997,0,12660,Jesper Parnevik,1.423,1793,1260
1997,0,1887,Mark O'Meara,1.437,1991,1386
1997,0,1329,Brad Faxon,1.438,1941,1350
1997,0,1810,Phil Mickelson,1.438,1967,1368
1997,0,1116,Michael Bradley,1.444,2288,1584
1997,0,1968,Nick Price,1.446,1510,1044
1997,0,6522,Ernie Els,1.455,1624,1116
1997,0,10809,Jim Furyk,1.455,2567,1764
1997,0,1457,Jay Haas,1.46,2103,1440
1997,0,1024,Billy Andrade,1.469,2671,1818
1997,0,9011,David Duval,1.469,2592,1764
1997,0,1905,Joe Ozaki,1.47,1746,1188
1997,0,1920,Craig Parry,1.47,1879,1278
1997,0,1096,Phil Blackmar,1.473,2440,1656
1997,0,8931,Glen Day,1.475,2177,1476
1997,0,2133,Craig Stadler,1.475,1832,1242
1997,0,6613,Tommy Tolles,1.476,2364,1602
1997,0,2239,Scott Verplank,1.478,1650,1116
1997,0,10860,Justin Leonard,1.479,2688,1818
1997,0,1723,Andrew Magee,1.48,2717,1836
1997,0,1975,Tom Purtzer,1.48,1758,1188
1997,0,1226,Fred Couples,1.485,1524,1026
1997,0,6567,Vijay Singh,1.486,2220,1494
1997,0,20098,Stuart Appleby,1.491,2093,1404
1997,0,1374,Robin Freeman,1.493,1747,1170
1997,0,8075,Jerry Kelly,1.495,2475,1656
1997,0,1378,David Frost,1.502,1866,1242
1997,0,6527,Steve Stricker,1.502,1595,1062
1997,0,1313,Steve Elkington,1.504,1678,1116
1997,0,2159,Curtis Strange,1.504,1706,1134
1997,0,10457,Frank Nobilo,1.507,1736,1152
1997,0,2010,Loren Roberts,1.508,2226,1476
1997,0,1864,Larry Nelson,1.509,1467,972
1997,0,1633,Tom Kite,1.511,2012,1332
1997,0,1132,Mark Brooks,1.512,2423,1602
1997,0,1682,Wayne Levi,1.513,1825,1206
1997,0,2256,Tom Watson,1.513,1416,936
1997,0,1599,Steve Jones,1.514,2125,1404
1997,0,2206,David Toms,1.515,2400,1584
1997,0,19881,Robert Damron,1.516,2675,1764
1997,0,1717,Sandy Lyle,1.519,1722,1134
1997,0,2146,Payne Stewart,1.523,2385,1566
1997,0,1928,Corey Pavin,1.524,1728,1134
1997,0,1042,Paul Azinger,1.528,1705,1116
1997,0,10569,Mike Brisky,1.529,2753,1800
1997,0,2007,Larry Rinker,1.529,2697,1764
1997,0,2223,Bob Tway,1.529,2559,1674
1997,0,12387,Michael Christie,1.533,2621,1710
1997,0,1527,Scott Hoch,1.533,2400,1566
1997,0,1014,Fulton Allem,1.537,1715,1116
1997,0,1161,Mark Calcavecchia,1.537,2683,1746
1997,0,20229,Stewart Cink,1.542,2748,1782
1997,0,1724,Jeff Maggert,1.542,2582,1674
1997,0,8375,Paul Stankowski,1.543,2805,1818
1997,0,6575,Dudley Hart,1.544,2196,1422
1997,0,1489,Steve Hart,1.544,1918,1242
1997,0,1418,Bill Glasson,1.545,1891,1224
1997,0,7235,John Morse,1.545,2558,1656
1997,0,1093,Ronnie Black,1.546,2337,1512
1997,0,6643,Paul Goydos,1.546,2783,1800
1997,0,2294,Willie Wood,1.547,2394,1548
1997,0,6332,Neal Lancaster,1.548,2814,1818
1997,0,1577,Lee Janzen,1.549,2760,1782
1997,0,8793,Tiger Woods,1.55,2260,1458
1997,0,1943,Chris Perry,1.551,2959,1908
1997,0,8547,John Maginnes,1.552,2822,1818
1997,0,1175,Jim Carter,1.553,2739,1764
1997,0,1219,John Cook,1.553,2767,1782
1997,0,10875,Todd Demsey,1.556,2072,1332
1997,0,6315,Pete Jordan,1.556,2829,1818
1997,0,1361,Dan Forsman,1.558,2356,1512
1997,0,1748,Doug Martin,1.558,2861,1836
1997,0,2115,Taylor Smith,1.559,2273,1458
1997,0,7003,David Berganio Jr.,1.56,2330,1494
1997,0,1143,Brad Bryant,1.56,2190,1404
1997,0,1201,Lennie Clements,1.56,2471,1584
1997,0,7749,Brett Quigley,1.56,3117,1998
1997,0,6012,Greg Kraft,1.561,2922,1872
1997,0,2267,D.A. Weibring,1.561,1742,1116
1997,0,1510,Nolan Henke,1.562,2305,1476
1997,0,1098,Jay Don Blake,1.563,2561,1638
1997,0,1707,Steve Lowery,1.563,2786,1782
1997,0,1331,Rick Fehr,1.564,1943,1242
1997,0,1320,Bob Estes,1.566,1945,1242
1997,0,2008,Lee Rinker,1.566,2678,1710
1997,0,10585,Scott McCarron,1.568,2286,1458
1997,0,2104,Jeff Sluman,1.569,2767,1764
1997,0,1706,Davis Love III,1.57,2544,1620
1997,0,1011,Rafael Alarcon,1.571,2234,1422
1997,0,6034,Marco Dawson,1.571,2403,1530
1997,0,6214,Guy Boros,1.572,2235,1422
1997,0,1677,Tom Lehman,1.572,2037,1296
1997,0,1945,Kenny Perry,1.572,2292,1458
1997,0,1960,Don Pooley,1.573,2039,1296
1997,0,1203,Russ Cochran,1.576,2921,1854
1997,0,1072,Chip Beck,1.578,2017,1278
1997,0,1196,Brian Claar,1.578,1676,1062
1997,0,1619,Skip Kendall,1.578,2898,1836
1997,0,2131,Mike Springer,1.578,1875,1188
1997,0,2218,Ted Tryba,1.578,2926,1854
1997,0,6124,Patrick Burke,1.579,1847,1170
1997,0,1157,Tom Byrum,1.58,2788,1764
1997,0,1891,David Ogrin,1.58,2731,1728
1997,0,1040,Emlyn Aubrey,1.581,2049,1296
1997,0,1185,Brandel Chamblee,1.583,2251,1422
1997,0,1323,Brad Fabel,1.583,2678,1692
1997,0,1569,Peter Jacobsen,1.584,2480,1566
1997,0,1766,Billy Mayfair,1.585,2567,1620
1997,0,1346,Ed Fiori,1.587,1428,900
1997,0,1385,Jim Gallagher Jr.,1.587,2485,1566
1997,0,2101,Joey Sindelar,1.587,2913,1836
1997,0,6090,Jim McGovern,1.589,2545,1602
1997,0,2245,Grant Waite,1.589,2917,1836
1997,0,1761,Len Mattiace,1.59,3063,1926
1997,0,2170,Hal Sutton,1.59,2747,1728
1997,0,2225,Howard Twitty,1.59,1374,864
1997,0,20099,Doug Barron,1.591,2950,1854
1997,0,1353,Bruce Fleisher,1.591,1747,1098
1997,0,6581,David Sutherland,1.591,2348,1476
1997,0,1006,John Adams,1.594,2324,1458
1997,0,1306,David Edwards,1.594,2009,1260
1997,0,1926,Steve Pate,1.594,2381,1494
1997,0,1408,Kelly Gibson,1.595,3473,2178
1997,0,8537,J.P. Hayes,1.595,2727,1710
1997,0,2279,Mark Wiebe,1.595,2210,1386
1997,0,1249,John Daly,1.596,1436,900
1997,0,12782,Tim Herron,1.596,2901,1818
1997,0,2242,Lanny Wadkins,1.596,2040,1278
1997,0,6036,Scott Dunlap,1.597,2645,1656
1997,0,1475,Donnie Hammond,1.597,1955,1224
1997,0,1549,Mike Hulbert,1.597,2817,1764
1997,0,7547,Craig Kanada,1.598,1553,972
1997,0,12663,Phil Tataurangi,1.598,2186,1368
1997,0,21007,Gabriel Hjertstedt,1.599,2072,1296
1997,0,12645,Brent Geiberger,1.601,2680,1674
1997,0,6044,Scott Gump,1.601,3113,1944
1997,0,6577,John Wilson,1.601,2622,1638
1997,0,1553,John Huston,1.602,2163,1350
1997,0,1307,Joel Edwards,1.603,2655,1656
1997,0,1288,Ed Dougherty,1.604,1877,1170
1997,0,2135,Mike Standly,1.604,2483,1548
1997,0,6617,Brian Henninger,1.605,2225,1386
1997,0,8385,Omar Uresti,1.605,2917,1818
1997,0,1533,P.H. Horgan III,1.606,2573,1602
1997,0,1941,Tom Pernice Jr.,1.606,2457,1530
1997,0,8553,Lee Porter,1.606,2341,1458
1997,0,8265,Eric Johnson,1.608,2403,1494
1997,0,8339,Spike McRoy,1.608,1968,1224
1997,0,11032,Frank Lickliter II,1.609,2462,1530
1997,0,2023,Clarence Rose,1.609,2664,1656
1997,0,2095,Larry Silveira,1.614,1714,1062
1997,0,1139,Olin Browne,1.615,2936,1818
1997,0,7087,Hugh Royer III,1.615,2413,1494
1997,0,1035,Tommy Armour III,1.619,2739,1692
1997,0,6595,Kevin Sutherland,1.62,2478,1530
1997,0,7101,Dave Stockton Jr.,1.621,2889,1782
1997,0,7867,Woody Austin,1.622,2540,1566
1997,0,6621,Joe Durant,1.622,2862,1764
1997,0,2214,Kirk Triplett,1.622,2570,1584
1997,0,12826,Paul Claxton,1.623,1928,1188
1997,0,2100,Tim Simpson,1.623,1841,1134
1997,0,1381,Fred Funk,1.625,3364,2070
1997,0,1771,Blaine McCallister,1.625,2487,1530
1997,0,10963,Jimmy Green,1.626,2400,1476
1997,0,1261,Jay Delsing,1.628,2461,1512
1997,0,1996,Mike Reid,1.628,2373,1458
1997,0,1444,Ken Green,1.63,1555,954
1997,0,2099,Scott Simpson,1.63,2347,1440
1997,0,2292,Bob Wolcott,1.632,2086,1278
1997,0,1388,Robert Gamez,1.633,2411,1476
1997,0,5466,Jack O'Keefe,1.633,2204,1350
1997,0,1133,Billy Ray Brown,1.634,2059,1260
1997,0,1797,Rocco Mediate,1.636,2356,1440
1997,0,10837,Kevin Burton,1.637,2181,1332
1997,0,7267,Allen Doyle,1.637,2504,1530
1997,0,1823,Larry Mize,1.637,2033,1242
1997,0,2049,Gene Sauers,1.637,1562,954
1997,0,1334,Keith Fergus,1.64,1712,1044
1997,0,20158,Anthony Rodriguez,1.64,1801,1098
1997,0,2166,Chip Sullivan,1.645,2280,1386
1997,0,10505,Shane Bertsch,1.649,2464,1494
1997,0,10207,Jimmy Johnston,1.65,2525,1530
1997,0,7363,Craig Bowden,1.652,1635,990
1997,0,1487,Jeff Hart,1.652,2349,1422
1997,0,6144,John Dowdall,1.655,1817,1098
1997,0,2246,Duffy Waldorf,1.655,2651,1602
1997,0,6132,Sonny Skinner,1.656,2116,1278
1997,0,10962,Bradley Hughes,1.657,2327,1404
1997,0,10213,Dicky Pride,1.659,2270,1368
1997,0,7465,Hideki Kase,1.661,2541,1530
1997,0,2226,Tray Tyner,1.665,2218,1332
1997,0,6515,Shaun Micheel,1.671,1594,954
1997,0,2321,Fuzzy Zoeller,1.696,1587,936
1996,0,1876,Greg Norman,1.218,1118,918
1996,0,1326,Nick Faldo,1.255,1265,1008
1996,0,1235,Ben Crenshaw,1.325,1407,1062
1996,0,1569,Peter Jacobsen,1.326,1552,1170
1996,0,1378,David Frost,1.351,1726,1278
1996,0,1928,Corey Pavin,1.353,1972,1458
1996,0,2010,Loren Roberts,1.359,1981,1458
1996,0,1968,Nick Price,1.362,1275,936
1996,0,1783,Mark McCumber,1.376,1263,918
1996,0,2159,Curtis Strange,1.379,1961,1422
1996,0,1810,Phil Mickelson,1.381,1914,1386
1996,0,1249,John Daly,1.383,1792,1296
1996,0,1313,Steve Elkington,1.384,1594,1152
1996,0,6522,Ernie Els,1.385,1621,1170
1996,0,1633,Tom Kite,1.386,1722,1242
1996,0,6613,Tommy Tolles,1.393,2382,1710
1996,0,10809,Jim Furyk,1.394,2510,1800
1996,0,1132,Mark Brooks,1.4,2546,1818
1996,0,1887,Mark O'Meara,1.401,2018,1440
1996,0,6567,Vijay Singh,1.401,2269,1620
1996,0,1457,Jay Haas,1.408,2255,1602
1996,0,1599,Steve Jones,1.41,2107,1494
1996,0,1329,Brad Faxon,1.412,2084,1476
1996,0,1577,Lee Janzen,1.414,2341,1656
1996,0,9011,David Duval,1.421,1918,1350
1996,0,1724,Jeff Maggert,1.422,2329,1638
1996,0,6527,Steve Stricker,1.43,2111,1476
1996,0,10860,Justin Leonard,1.431,2602,1818
1996,0,1156,Curt Byrum,1.434,1445,1008
1996,0,1766,Billy Mayfair,1.434,2400,1674
1996,0,2104,Jeff Sluman,1.437,2716,1890
1996,0,2099,Scott Simpson,1.44,1815,1260
1996,0,2223,Bob Tway,1.44,2074,1440
1996,0,2279,Mark Wiebe,1.441,1919,1332
1996,0,1226,Fred Couples,1.444,1716,1188
1996,0,1042,Paul Azinger,1.446,2004,1386
1996,0,12660,Jesper Parnevik,1.447,1771,1224
1996,0,1677,Tom Lehman,1.453,2066,1422
1996,0,2146,Payne Stewart,1.457,2281,1566
1996,0,8385,Omar Uresti,1.46,2471,1692
1996,0,1797,Rocco Mediate,1.461,1814,1242
1996,0,1116,Michael Bradley,1.471,2304,1566
1996,0,2267,D.A. Weibring,1.471,1403,954
1996,0,1706,Davis Love III,1.474,2123,1440
1996,0,7235,John Morse,1.482,2507,1692
1996,0,1219,John Cook,1.488,2383,1602
1996,0,1510,Nolan Henke,1.491,2147,1440
1996,0,19913,Ron Whittaker,1.492,1558,1044
1996,0,1161,Mark Calcavecchia,1.494,2743,1836
1996,0,10585,Scott McCarron,1.495,2315,1548
1996,0,6140,Sean Murphy,1.496,2181,1458
1996,0,7867,Woody Austin,1.497,3153,2106
1996,0,2242,Lanny Wadkins,1.497,1671,1116
1996,0,1096,Phil Blackmar,1.499,2537,1692
1996,0,1771,Blaine McCallister,1.499,2456,1638
1996,0,2133,Craig Stadler,1.5,1512,1008
1996,0,1920,Craig Parry,1.501,2189,1458
1996,0,1385,Jim Gallagher Jr.,1.502,1973,1314
1996,0,1331,Rick Fehr,1.506,2006,1332
1996,0,1553,John Huston,1.507,2279,1512
1996,0,1891,David Ogrin,1.507,2767,1836
1996,0,1320,Bob Estes,1.508,1737,1152
1996,0,1306,David Edwards,1.509,2228,1476
1996,0,1024,Billy Andrade,1.511,2366,1566
1996,0,1945,Kenny Perry,1.511,2203,1458
1996,0,1701,Bob Lohr,1.512,2450,1620
1996,0,2201,Jim Thorpe,1.512,1497,990
1996,0,8931,Glen Day,1.514,2425,1602
1996,0,1444,Ken Green,1.514,2207,1458
1996,0,2206,David Toms,1.517,2431,1602
1996,0,1346,Ed Fiori,1.521,1670,1098
1996,0,6332,Neal Lancaster,1.523,2796,1836
1996,0,2256,Tom Watson,1.523,1480,972
1996,0,1864,Larry Nelson,1.526,2088,1368
1996,0,1707,Steve Lowery,1.529,2752,1800
1996,0,1014,Fulton Allem,1.531,1488,972
1996,0,1723,Andrew Magee,1.532,2096,1368
1996,0,1408,Kelly Gibson,1.533,3146,2052
1996,0,1975,Tom Purtzer,1.533,2291,1494
1996,0,1040,Emlyn Aubrey,1.534,1602,1044
1996,0,1200,Keith Clearwater,1.534,2154,1404
1996,0,1414,Bob Gilder,1.535,2349,1530
1996,0,6643,Paul Goydos,1.536,2322,1512
1996,0,2214,Kirk Triplett,1.538,2021,1314
1996,0,2131,Mike Springer,1.539,2355,1530
1996,0,12626,Joey Gullion,1.54,2412,1566
1996,0,1381,Fred Funk,1.541,2996,1944
1996,0,1557,John Inman,1.541,2191,1422
1996,0,1072,Chip Beck,1.542,2553,1656
1996,0,6034,Marco Dawson,1.546,2421,1566
1996,0,1527,Scott Hoch,1.548,2675,1728
1996,0,10569,Mike Brisky,1.55,2315,1494
1996,0,1185,Brandel Chamblee,1.552,1956,1260
1996,0,1201,Lennie Clements,1.553,2320,1494
1996,0,6124,Patrick Burke,1.555,2015,1296
1996,0,1361,Dan Forsman,1.556,1821,1170
1996,0,1435,Wayne Grady,1.556,1793,1152
1996,0,6044,Scott Gump,1.556,2717,1746
1996,0,1905,Joe Ozaki,1.556,1904,1224
1996,0,2171,Mike Swartz,1.556,2044,1314
1996,0,1006,John Adams,1.557,2186,1404
1996,0,1682,Wayne Levi,1.557,1990,1278
1996,0,2245,Grant Waite,1.558,2103,1350
1996,0,1388,Robert Gamez,1.559,2104,1350
1996,0,8337,Mike Heinen,1.56,2667,1710
1996,0,1139,Olin Browne,1.562,2643,1692
1996,0,6617,Brian Henninger,1.562,2362,1512
1996,0,11032,Frank Lickliter II,1.562,2362,1512
1996,0,1960,Don Pooley,1.562,1771,1134
1996,0,10213,Dicky Pride,1.562,2278,1458
1996,0,12782,Tim Herron,1.563,2813,1800
1996,0,20505,Lucas Parsons,1.564,1577,1008
1996,0,2049,Gene Sauers,1.565,2197,1404
1996,0,1837,Gil Morgan,1.566,1719,1098
1996,0,20098,Stuart Appleby,1.567,2680,1710
1996,0,8075,Jerry Kelly,1.57,2571,1638
1996,0,7087,Hugh Royer III,1.571,2574,1638
1996,0,6595,Kevin Sutherland,1.571,3025,1926
1996,0,1549,Mike Hulbert,1.573,2661,1692
1996,0,8993,Franklin Langham,1.573,2605,1656
1996,0,1603,Jeff Julian,1.575,1956,1242
1996,0,2218,Ted Tryba,1.575,2920,1854
1996,0,6315,Pete Jordan,1.576,2071,1314
1996,0,2008,Lee Rinker,1.577,2839,1800
1996,0,1823,Larry Mize,1.578,2073,1314
1996,0,2241,Bobby Wadkins,1.579,2614,1656
1996,0,2321,Fuzzy Zoeller,1.579,1506,954
1996,0,2246,Duffy Waldorf,1.58,1905,1206
1996,0,10649,Tom Scherrer,1.582,2534,1602
1996,0,1143,Brad Bryant,1.586,2398,1512
1996,0,1748,Doug Martin,1.59,2633,1656
1996,0,1334,Keith Fergus,1.591,2405,1512
1996,0,10215,Charlie Rymer,1.591,2577,1620
1996,0,1604,Steve Jurgensen,1.595,2497,1566
1996,0,6012,Greg Kraft,1.595,2325,1458
1996,0,1761,Len Mattiace,1.595,2441,1530
1996,0,6577,John Wilson,1.595,2325,1458
1996,0,1098,Jay Don Blake,1.596,2614,1638
1996,0,7101,Dave Stockton Jr.,1.598,2646,1656
1996,0,2170,Hal Sutton,1.6,2535,1584
1996,0,20095,Carl Paulson,1.602,2509,1566
1996,0,2135,Mike Standly,1.602,2335,1458
1996,0,1175,Jim Carter,1.603,3088,1926
1996,0,1196,Brian Claar,1.603,3001,1872
1996,0,2186,Brian Tennyson,1.603,2164,1350
1996,0,6214,Guy Boros,1.605,2686,1674
1996,0,1996,Mike Reid,1.606,2081,1296
1996,0,1261,Jay Delsing,1.609,2490,1548
1996,0,6090,Jim McGovern,1.609,2520,1566
1996,0,2101,Joey Sindelar,1.609,2519,1566
1996,0,2167,Mike Sullivan,1.609,2462,1530
1996,0,6657,Steve Rintoul,1.61,2174,1350
1996,0,1374,Robin Freeman,1.611,2958,1836
1996,0,1068,Andy Bean,1.613,2177,1350
1996,0,2115,Taylor Smith,1.613,2207,1368
1996,0,1133,Billy Ray Brown,1.618,2243,1386
1996,0,7267,Allen Doyle,1.619,2565,1584
1996,0,6066,Gary Rusnak,1.619,2273,1404
1996,0,10505,Shane Bertsch,1.623,2133,1314
1996,0,1142,Bart Bryant,1.623,2250,1386
1996,0,1943,Chris Perry,1.624,1988,1224
1996,0,1093,Ronnie Black,1.625,2487,1530
1996,0,6036,Scott Dunlap,1.625,2340,1440
1996,0,20259,Hisayuki Sasaki,1.626,1873,1152
1996,0,10203,Bryan Gorman,1.627,2021,1242
1996,0,6064,Jeff Gallagher,1.628,2461,1512
1996,0,1971,Dillard Pruitt,1.628,2169,1332
1996,0,1607,Brian Kamm,1.63,2553,1566
1996,0,1035,Tommy Armour III,1.632,1586,972
1996,0,20051,Joe Acosta Jr.,1.634,2088,1278
1996,0,8547,John Maginnes,1.634,2383,1458
1996,0,8375,Paul Stankowski,1.635,2090,1278
1996,0,2303,Robert Wrenn,1.636,2120,1296
1996,0,10425,Jay Williamson,1.641,2275,1386
1996,0,1203,Russ Cochran,1.643,2454,1494
1996,0,1323,Brad Fabel,1.644,2545,1548
1996,0,1157,Tom Byrum,1.645,2251,1368
1996,0,1938,David Peoples,1.645,1658,1008
1996,0,1475,Donnie Hammond,1.648,1809,1098
1996,0,2023,Clarence Rose,1.65,2525,1530
1996,0,1307,Joel Edwards,1.651,2793,1692
1996,0,1725,John Mahaffey,1.653,1934,1170
1996,0,19883,Joe Daley,1.656,2295,1386
1996,0,6599,John Elliott,1.664,1528,918
1996,0,1487,Jeff Hart,1.668,1952,1170
1996,0,2226,Tray Tyner,1.672,1535,918
1996,0,1958,Dan Pohl,1.683,1757,1044
1996,0,2106,Chris Smith,1.7,2448,1440
1996,0,1060,Dave Barr,1.712,1787,1044
1996,0,12781,Scott Medlin,1.714,1635,954
1995,0,1876,Greg Norman,1.235,1289,1044
1995,0,2256,Tom Watson,1.299,1309,1008
1995,0,1329,Brad Faxon,1.333,2088,1566
1995,0,1249,John Daly,1.341,1811,1350
1995,0,1313,Steve Elkington,1.351,1726,1278
1995,0,1326,Nick Faldo,1.358,1760,1296
1995,0,1968,Nick Price,1.36,1616,1188
1995,0,1378,David Frost,1.362,1765,1296
1995,0,6522,Ernie Els,1.365,1474,1080
1995,0,1235,Ben Crenshaw,1.371,1974,1440
1995,0,1928,Corey Pavin,1.373,1953,1422
1995,0,2146,Payne Stewart,1.376,2403,1746
1995,0,1783,Mark McCumber,1.38,1640,1188
1995,0,1810,Phil Mickelson,1.382,1940,1404
1995,0,1706,Davis Love III,1.387,2222,1602
1995,0,1457,Jay Haas,1.388,2198,1584
1995,0,1418,Bill Glasson,1.39,1826,1314
1995,0,1890,Brett Ogle,1.4,1613,1152
1995,0,1320,Bob Estes,1.401,2295,1638
1995,0,1553,John Huston,1.402,2044,1458
1995,0,1724,Jeff Maggert,1.403,2045,1458
1995,0,1527,Scott Hoch,1.405,2529,1800
1995,0,2321,Fuzzy Zoeller,1.409,1395,990
1995,0,1569,Peter Jacobsen,1.41,2361,1674
1995,0,2159,Curtis Strange,1.422,2150,1512
1995,0,1577,Lee Janzen,1.425,2462,1728
1995,0,6567,Vijay Singh,1.425,2027,1422
1995,0,1042,Paul Azinger,1.436,1964,1368
1995,0,1219,John Cook,1.438,2174,1512
1995,0,1707,Steve Lowery,1.446,2785,1926
1995,0,1444,Ken Green,1.454,1806,1242
1995,0,1306,David Edwards,1.455,1938,1332
1995,0,1468,Gary Hallberg,1.457,2045,1404
1995,0,2131,Mike Springer,1.457,1757,1206
1995,0,1161,Mark Calcavecchia,1.46,2760,1890
1995,0,1226,Fred Couples,1.466,1425,972
1995,0,1633,Tom Kite,1.469,2300,1566
1995,0,2104,Jeff Sluman,1.47,2673,1818
1995,0,1331,Rick Fehr,1.471,2012,1368
1995,0,1385,Jim Gallagher Jr.,1.471,2622,1782
1995,0,1677,Tom Lehman,1.471,1721,1170
1995,0,1823,Larry Mize,1.477,1861,1260
1995,0,2010,Loren Roberts,1.478,2208,1494
1995,0,9011,David Duval,1.483,2375,1602
1995,0,2246,Duffy Waldorf,1.488,2410,1620
1995,0,1887,Mark O'Meara,1.491,2576,1728
1995,0,1143,Brad Bryant,1.492,2552,1710
1995,0,2099,Scott Simpson,1.495,2368,1584
1995,0,1330,David Feherty,1.498,1915,1278
1995,0,2218,Ted Tryba,1.502,2812,1872
1995,0,2223,Bob Tway,1.502,2541,1692
1995,0,1945,Kenny Perry,1.503,2543,1692
1995,0,2049,Gene Sauers,1.509,2037,1350
1995,0,6332,Neal Lancaster,1.51,2446,1620
1995,0,1072,Chip Beck,1.514,2535,1674
1995,0,1132,Mark Brooks,1.514,2535,1674
1995,0,6315,Pete Jordan,1.515,1609,1062
1995,0,1024,Billy Andrade,1.519,2460,1620
1995,0,10569,Mike Brisky,1.52,2380,1566
1995,0,1261,Jay Delsing,1.521,2108,1386
1995,0,12660,Jesper Parnevik,1.521,1780,1170
1995,0,1701,Bob Lohr,1.526,2610,1710
1995,0,6090,Jim McGovern,1.526,2664,1746
1995,0,10585,Scott McCarron,1.53,2121,1386
1995,0,10860,Justin Leonard,1.531,3031,1980
1995,0,6527,Steve Stricker,1.536,2295,1494
1995,0,1690,Bruce Lietzke,1.539,1468,954
1995,0,1960,Don Pooley,1.54,2134,1386
1995,0,1943,Chris Perry,1.543,2416,1566
1995,0,2239,Scott Verplank,1.545,2364,1530
1995,0,2170,Hal Sutton,1.547,2617,1692
1995,0,6124,Patrick Burke,1.552,2095,1350
1995,0,1185,Brandel Chamblee,1.552,2095,1350
1995,0,6617,Brian Henninger,1.552,2207,1422
1995,0,7235,John Morse,1.555,1987,1278
1995,0,1196,Brian Claar,1.556,2689,1728
1995,0,1361,Dan Forsman,1.556,2156,1386
1995,0,10809,Jim Furyk,1.557,2858,1836
