YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
2024,0,49947,Taylor Moore,10.17,1007,99
2024,0,47420,Jake Knapp,10.16,762,75
2024,0,32640,Troy Merritt,10.16,752,74
2024,0,27349,Alex Noren,10.16,701,69
2024,0,23320,Ryan Palmer,10.14,426,42
2024,0,34046,Jordan Spieth,10.14,710,70
2024,0,54591,Ben Griffin,10.13,1135,112
2024,0,48153,Matthieu Pavon,10.13,638,63
2024,0,47983,Chad Ramey,10.13,841,83
2024,0,58168,Davis Thompson,10.12,911,90
2024,0,25493,Nick Taylor,10.1,838,83
2024,0,32102,Rickie Fowler,10.09,777,77
2024,0,34587,Chan Kim,10.09,807,80
2024,0,12716,Charley Hoffman,10.07,705,70
2024,0,33399,Adam Hadwin,10.06,795,79
2024,0,24024,Zach Johnson,10.06,483,48
2024,0,48081,Xander Schauffele,10.06,795,79
2024,0,32070,Rafael Campos,10.05,603,60
2024,0,45157,Cam Davis,10.04,773,77
2024,0,52215,Robert MacIntyre,10.04,723,72
2024,0,50484,Hayden Springer,10.04,723,72
2024,0,51894,Vince Whaley,10.04,723,72
2024,0,47995,Davis Riley,10.03,732,73
2024,0,38991,Alejandro Tosti,10.03,692,69
2024,0,54783,Dylan Wu,10.03,802,80
2024,0,48084,Wesley Bryan,10.02,501,50
2024,0,27644,Brian Harman,10.02,872,87
2024,0,35461,Beau Hossler,10.02,852,85
2024,0,46717,Viktor Hovland,10.02,571,57
2024,0,47347,Adam Schenk,10.01,921,92
2024,0,33448,Justin Thomas,10.01,671,67
2024,0,56149,Wilson Furr,10.0,570,57
2024,0,52666,Sami Valimaki,10.0,600,60
2024,0,51634,Sahith Theegala,9.98,928,93
2024,0,35617,Martin Trainer,9.98,499,50
2024,0,30926,Chris Kirk,9.97,768,77
2024,0,27649,Brandt Snedeker,9.97,578,58
2024,0,34374,Erik Barnes,9.96,538,54
2024,0,52955,Ludvig Åberg,9.95,746,75
2024,0,33408,Tyson Alexander,9.95,746,75
2024,0,55182,Tom Kim,9.95,786,79
2024,0,32367,Jorge Campillo,9.94,517,52
2024,0,36799,Stephan Jaeger,9.94,785,79
2024,0,49771,J.T. Poston,9.94,845,85
2024,0,56630,Akshay Bhatia,9.93,854,86
2024,0,52514,Trace Crowe,9.93,675,68
2024,0,24502,Adam Scott,9.93,705,71
2024,0,34466,Peter Malnati,9.92,744,75
2024,0,46441,Robby Shelton,9.92,754,76
2024,0,60004,Jacob Bridgeman,9.91,773,78
2024,0,29420,Billy Horschel,9.89,752,76
2024,0,33486,Roger Sloan,9.89,653,66
2024,0,46442,Maverick McNealy,9.87,908,92
2024,0,22405,Justin Rose,9.87,602,61
2024,0,35532,Tom Hoge,9.86,996,101
2024,0,46046,Scottie Scheffler,9.85,699,71
2024,0,33948,Byeong Hun An,9.84,738,75
2024,0,34099,Harris English,9.84,915,93
2024,0,40250,Taylor Pendrith,9.84,748,76
2024,0,37275,Sam Ryder,9.83,737,75
2024,0,22371,Aaron Baddeley,9.82,717,73
2024,0,55454,Carl Yuan,9.81,628,64
2024,0,39977,Max Homa,9.8,774,79
2024,0,34098,Russell Henley,9.79,715,73
2024,0,37455,Si Woo Kim,9.78,861,88
2024,0,29221,Webb Simpson,9.73,496,51
2024,0,28237,Rory McIlroy,9.72,671,69
2024,0,59866,Nick Dunlap,9.69,649,67
2024,0,51977,Max Greyserman,9.69,746,77
2024,0,32839,Hideki Matsuyama,9.68,716,74
2024,0,35506,Mackenzie Hughes,9.66,918,95
2024,0,39971,Sungjae Im,9.66,840,87
2024,0,47806,Raul Pereda,9.66,454,47
2024,0,57366,Cameron Young,9.64,781,81
2024,0,40098,Matt Fitzpatrick,9.62,683,71
2024,0,35450,Patrick Cantlay,9.57,622,65
2024,0,47591,Eric Cole,9.56,1023,107
2024,0,30927,Brendon Todd,9.56,946,99
2024,0,45522,Christiaan Bezuidenhout,9.51,723,76
2024,0,51766,Wyndham Clark,9.49,636,67
2024,0,50525,Collin Morikawa,9.49,750,79
2024,0,33653,Thomas Detry,9.48,635,67
2024,0,57975,Harry Hall,9.48,758,80
2024,0,47993,Denny McCarthy,9.47,824,87
2024,0,57900,Chandler Phillips,9.46,785,83
2024,0,28089,Jason Day,9.43,651,69
2024,0,50188,S.H. Kim,9.41,988,105
2024,0,47504,Sam Burns,9.38,685,73
2024,0,55789,Taylor Montgomery,9.3,502,54
2023,0,33122,Russell Knox,11.18,1274,114
2023,0,32448,James Hahn,11.01,881,80
2023,0,31557,Jim Herman,11.01,848,77
2023,0,40250,Taylor Pendrith,10.98,1087,99
2023,0,52372,Cameron Champ,10.88,849,78
2023,0,19803,Ryan Armour,10.87,1000,92
2023,0,12716,Charley Hoffman,10.81,876,81
2023,0,56762,Will Gordon,10.77,1196,111
2023,0,27129,Luke List,10.73,1073,100
2023,0,32662,Michael Gligic,10.71,782,73
2023,0,30163,Henrik Norlander,10.71,975,91
2023,0,45242,Kevin Yu,10.69,759,71
2023,0,26476,Chez Reavie,10.68,1025,96
2023,0,28775,Nate Lashley,10.67,1142,107
2023,0,53165,Doc Redman,10.67,832,78
2023,0,39335,Kevin Roy,10.67,811,76
2023,0,36871,Matt NeSmith,10.66,1055,99
2023,0,39997,Corey Conners,10.64,915,86
2023,0,49766,Hank Lebioda,10.64,649,61
2023,0,49453,Trevor Cone,10.63,872,82
2023,0,48699,Callum Tarren,10.63,1052,99
2023,0,32333,Kevin Tway,10.63,1074,101
2023,0,29535,Brice Garnett,10.62,913,86
2023,0,51414,Brent Grant,10.62,892,84
2023,0,32366,Kevin Chappell,10.61,594,56
2023,0,52375,Doug Ghim,10.6,986,93
2023,0,24024,Zach Johnson,10.6,721,68
2023,0,51349,Nico Echavarria,10.59,826,78
2023,0,27974,Sung Kang,10.59,519,49
2023,0,52411,Kyle Westmoreland,10.59,837,79
2023,0,48867,Matti Schmid,10.57,835,79
2023,0,52513,Carson Young,10.57,1046,99
2023,0,33204,Shane Lowry,10.55,654,62
2023,0,46046,Scottie Scheffler,10.55,928,88
2023,0,35310,Lanto Griffin,10.54,601,57
2023,0,36326,David Lipsky,10.54,1086,103
2023,0,22056,Cameron Percy,10.54,706,67
2023,0,34431,Robert Streb,10.54,854,81
2023,0,39975,Michael Kim,10.53,1021,97
2023,0,36724,Augusto Núñez,10.53,895,85
2023,0,55708,Hayden Buckley,10.52,884,84
2023,0,56630,Akshay Bhatia,10.51,883,84
2023,0,28420,Ryan Brehm,10.51,904,86
2023,0,51491,Brandon Matthews,10.51,620,59
2023,0,45609,Tyler Duncan,10.5,987,94
2023,0,51890,Greyson Sigg,10.5,1103,105
2023,0,54783,Dylan Wu,10.5,1113,106
2023,0,55893,Sam Stevens,10.49,1112,106
2023,0,27214,Kevin Streelman,10.49,1007,96
2023,0,31323,Gary Woodland,10.49,871,83
2023,0,29908,C.T. Pan,10.48,566,54
2023,0,34610,Matthias Schwab,10.48,1079,103
2023,0,34256,Andrew Putnam,10.47,1162,111
2023,0,47347,Adam Schenk,10.46,1245,119
2023,0,46414,Aaron Rai,10.45,1097,105
2023,0,46340,Alex Smalley,10.44,1169,112
2023,0,27963,Chris Stroud,10.44,595,57
2023,0,33141,Keegan Bradley,10.43,855,82
2023,0,47988,Nick Hardy,10.43,1231,118
2023,0,58168,Davis Thompson,10.43,1001,96
2023,0,27936,Martin Laird,10.42,917,88
2023,0,27095,Nick Watney,10.42,792,76
2023,0,58967,Trevor Werbylo,10.42,865,83
2023,0,34076,Joel Dahmen,10.41,958,92
2023,0,23320,Ryan Palmer,10.41,822,79
2023,0,49960,Sepp Straka,10.39,956,92
2023,0,29289,S.Y. Noh,10.37,705,68
2023,0,25686,Jason Dufner,10.36,943,91
2023,0,31646,Emiliano Grillo,10.35,1170,113
2023,0,32791,K.H. Lee,10.35,1107,107
2023,0,30692,Scott Stallings,10.35,869,84
2023,0,51070,Vincent Norrman,10.32,877,85
2023,0,33408,Tyson Alexander,10.31,979,95
2023,0,34255,Joseph Bramlett,10.3,824,80
2023,0,57362,Austin Eckroat,10.3,1009,98
2023,0,27554,Scott Harrington,10.3,824,80
2023,0,36799,Stephan Jaeger,10.3,1257,122
2023,0,35879,Kelly Kraft,10.3,927,90
2023,0,58696,Peter Kuest,10.3,474,46
2023,0,20229,Stewart Cink,10.29,823,80
2023,0,39954,Cody Gribble,10.29,720,70
2023,0,51997,Andrew Novak,10.29,978,95
2023,0,39324,J.J. Spaun,10.29,1050,102
2023,0,26596,Ryan Moore,10.28,853,83
2023,0,40006,Erik van Rooyen,10.28,802,78
2023,0,52374,Brandon Wu,10.28,1182,115
2023,0,49298,Kramer Hickok,10.27,996,97
2023,0,52955,Ludvig Åberg,10.26,513,50
2023,0,37338,Zecheng Dou,10.26,995,97
2023,0,30926,Chris Kirk,10.25,943,92
2023,0,51950,Max McGreevy,10.25,943,92
2023,0,48119,Ben Taylor,10.25,1087,106
2023,0,29725,Tony Finau,10.24,860,84
2023,0,54421,Garrick Higgo,10.23,1054,103
2023,0,31202,William McGirt,10.23,542,53
2023,0,50525,Collin Morikawa,10.23,829,81
2023,0,46441,Robby Shelton,10.23,1064,104
2023,0,57366,Cameron Young,10.23,880,86
2023,0,34563,Chesson Hadley,10.22,961,94
2023,0,52453,Nicolai Hojgaard,10.22,470,46
2023,0,39067,MJ Daffue,10.2,1051,103
2023,0,46601,Trey Mullinax,10.2,724,71
2023,0,54628,Lee Hodges,10.19,1090,107
2023,0,29420,Billy Horschel,10.19,652,64
2023,0,36801,Mark Hubbard,10.19,1182,116
2023,0,33413,Ben Martin,10.19,1050,103
2023,0,32757,Patton Kizzire,10.18,1018,100
2023,0,45522,Christiaan Bezuidenhout,10.17,905,89
2023,0,34098,Russell Henley,10.17,854,84
2023,0,40115,Adam Svensson,10.17,1241,122
2023,0,27349,Alex Noren,10.15,934,92
2023,0,49771,J.T. Poston,10.13,1013,100
2023,0,40058,Zac Blair,10.12,789,78
2023,0,36699,Patrick Rodgers,10.12,1032,102
2023,0,48887,Matt Wallace,10.12,850,84
2023,0,33410,Andrew Landry,10.11,809,80
2023,0,28252,Seamus Power,10.11,829,82
2023,0,50493,Justin Suh,10.11,1152,114
2023,0,33399,Adam Hadwin,10.09,888,88
2023,0,45157,Cam Davis,10.07,916,91
2023,0,35532,Tom Hoge,10.07,1047,104
2023,0,39546,Keith Mitchell,10.07,947,94
2023,0,35506,Mackenzie Hughes,10.06,895,89
2023,0,28237,Rory McIlroy,10.06,644,64
2023,0,47995,Davis Riley,10.05,1025,102
2023,0,35901,Paul Haley II,10.04,924,92
2023,0,55182,Tom Kim,10.02,902,90
2023,0,50095,Austin Smotherman,10.02,1002,100
2023,0,35449,Adam Long,10.01,1131,113
2023,0,32839,Hideki Matsuyama,10.01,871,87
2023,0,55454,Carl Yuan,10.01,841,84
2023,0,47079,Harrison Endycott,10.0,890,89
2023,0,47983,Chad Ramey,10.0,1010,101
2023,0,23108,Matt Kuchar,9.99,909,91
2023,0,49947,Taylor Moore,9.99,1009,101
2023,0,24502,Adam Scott,9.99,679,68
2023,0,31560,Brian Stuard,9.99,729,73
2023,0,25632,Jimmy Walker,9.99,859,86
2023,0,24925,Jonathan Byrd,9.98,599,60
2023,0,31577,Tano Goya,9.97,897,90
2023,0,27644,Brian Harman,9.97,927,93
2023,0,32139,Danny Willett,9.97,668,67
2023,0,22371,Aaron Baddeley,9.96,797,80
2023,0,28089,Jason Day,9.95,796,80
2023,0,29970,Dylan Frittelli,9.94,775,78
2023,0,35617,Martin Trainer,9.94,626,63
2023,0,34099,Harris English,9.93,963,97
2023,0,25900,Lucas Glover,9.93,993,100
2023,0,57975,Harry Hall,9.93,1013,102
2023,0,29221,Webb Simpson,9.93,566,57
2023,0,35461,Beau Hossler,9.91,1090,110
2023,0,59018,Ryan Gerard,9.9,614,62
2023,0,33597,Harry Higgs,9.9,832,84
2023,0,39971,Sungjae Im,9.9,1030,104
2023,0,35450,Patrick Cantlay,9.89,712,72
2023,0,32640,Troy Merritt,9.89,910,92
2023,0,32102,Rickie Fowler,9.88,948,96
2023,0,47128,Richy Werenski,9.87,977,99
2023,0,48117,Kurt Kitayama,9.86,710,72
2023,0,54591,Ben Griffin,9.85,1172,119
2023,0,37455,Si Woo Kim,9.83,983,100
2023,0,37275,Sam Ryder,9.83,1091,111
2023,0,33653,Thomas Detry,9.81,971,99
2023,0,40098,Matt Fitzpatrick,9.81,716,73
2023,0,25493,Nick Taylor,9.81,912,93
2023,0,48081,Xander Schauffele,9.8,794,81
2023,0,51766,Wyndham Clark,9.77,997,102
2023,0,40162,Justin Lower,9.77,1065,109
2023,0,34363,Tyrrell Hatton,9.74,760,78
2023,0,30927,Brendon Todd,9.73,1012,104
2023,0,33448,Justin Thomas,9.71,699,72
2023,0,46970,Jon Rahm,9.7,689,71
2023,0,34409,David Lingmerth,9.69,853,88
2023,0,46435,Austin Cook,9.68,823,85
2023,0,39058,Lucas Herbert,9.68,600,62
2023,0,46717,Viktor Hovland,9.68,852,88
2023,0,34046,Jordan Spieth,9.68,697,72
2023,0,47504,Sam Burns,9.67,783,81
2023,0,24140,Sean O'Hair,9.67,503,52
2023,0,25818,Scott Piercy,9.65,955,99
2023,0,51634,Sahith Theegala,9.65,1023,106
2023,0,47993,Denny McCarthy,9.61,961,100
2023,0,39977,Max Homa,9.59,825,86
2023,0,22405,Justin Rose,9.56,650,68
2023,0,48084,Wesley Bryan,9.54,458,48
2023,0,32816,Satoshi Kodaira,9.54,601,63
2023,0,46442,Maverick McNealy,9.54,601,63
2023,0,33948,Byeong Hun An,9.5,997,105
2023,0,47591,Eric Cole,9.5,1197,126
2023,0,30911,Tommy Fleetwood,9.5,703,74
2023,0,34466,Peter Malnati,9.49,902,95
2023,0,50188,S.H. Kim,9.41,1045,111
2023,0,55789,Taylor Montgomery,8.98,916,102
2022,0,33122,Russell Knox,11.25,1001,89
2022,0,34255,Joseph Bramlett,10.95,887,81
2022,0,31557,Jim Herman,10.9,556,51
2022,0,54421,Garrick Higgo,10.86,630,58
2022,0,39997,Corey Conners,10.84,943,87
2022,0,54783,Dylan Wu,10.81,724,67
2022,0,46970,Jon Rahm,10.8,756,70
2022,0,55708,Hayden Buckley,10.79,982,91
2022,0,46414,Aaron Rai,10.79,960,89
2022,0,20229,Stewart Cink,10.77,829,77
2022,0,36871,Matthew NeSmith,10.75,989,92
2022,0,27095,Nick Watney,10.74,816,76
2022,0,45540,Jared Wolfe,10.73,633,59
2022,0,48887,Matt Wallace,10.68,598,56
2022,0,19803,Ryan Armour,10.64,532,50
2022,0,24980,Scott Gutschewski,10.64,596,56
2022,0,30163,Henrik Norlander,10.64,766,72
2022,0,36699,Patrick Rodgers,10.64,904,85
2022,0,33490,Bo Hoag,10.63,521,49
2022,0,29518,Brendan Steele,10.63,776,73
2022,0,23320,Ryan Palmer,10.6,710,67
2022,0,32448,James Hahn,10.59,752,71
2022,0,54628,Lee Hodges,10.59,985,93
2022,0,51890,Greyson Sigg,10.59,953,90
2022,0,25900,Lucas Glover,10.58,984,93
2022,0,50095,Austin Smotherman,10.57,814,77
2022,0,34076,Joel Dahmen,10.56,898,85
2022,0,27064,Jhonattan Vegas,10.56,813,77
2022,0,52375,Doug Ghim,10.54,885,84
2022,0,53165,Doc Redman,10.54,833,79
2022,0,27770,Camilo Villegas,10.52,726,69
2022,0,37212,Paul Barjon,10.51,746,71
2022,0,27649,Brandt Snedeker,10.51,620,59
2022,0,52374,Brandon Wu,10.51,778,74
2022,0,31646,Emiliano Grillo,10.5,882,84
2022,0,27129,Luke List,10.49,839,80
2022,0,36884,Ben Kohles,10.46,659,63
2022,0,40006,Erik van Rooyen,10.46,502,48
2022,0,24024,Zach Johnson,10.45,669,64
2022,0,27936,Martin Laird,10.45,690,66
2022,0,46340,Alex Smalley,10.45,972,93
2022,0,47988,Nick Hardy,10.44,616,59
2022,0,31323,Gary Woodland,10.42,719,69
2022,0,52372,Cameron Champ,10.41,583,56
2022,0,35110,Brett Drewitt,10.41,604,58
2022,0,12716,Charley Hoffman,10.39,717,69
2022,0,33419,Cameron Tringale,10.39,956,92
2022,0,29974,Branden Grace,10.38,540,52
2022,0,26476,Chez Reavie,10.38,882,85
2022,0,48081,Xander Schauffele,10.38,747,72
2022,0,49960,Sepp Straka,10.38,1017,98
2022,0,47483,Will Zalatoris,10.38,789,76
2022,0,27644,Brian Harman,10.36,943,91
2022,0,36326,David Lipsky,10.36,912,88
2022,0,47856,Seth Reeves,10.36,694,67
2022,0,33141,Keegan Bradley,10.35,828,80
2022,0,32366,Kevin Chappell,10.35,569,55
2022,0,29535,Brice Garnett,10.35,797,77
2022,0,46402,Talor Gooch,10.35,735,71
2022,0,33399,Adam Hadwin,10.34,931,90
2022,0,34610,Matthias Schwab,10.34,724,70
2022,0,29289,S.Y. Noh,10.33,651,63
2022,0,47529,Mito Pereira,10.33,919,89
2022,0,47347,Adam Schenk,10.31,928,90
2022,0,39953,Chase Seiffert,10.31,526,51
2022,0,29725,Tony Finau,10.28,884,86
2022,0,40250,Taylor Pendrith,10.28,730,71
2022,0,49298,Kramer Hickok,10.27,935,91
2022,0,47983,Chad Ramey,10.26,749,73
2022,0,24502,Adam Scott,10.26,739,72
2022,0,27139,David Skinns,10.26,677,66
2022,0,27214,Kevin Streelman,10.26,903,88
2022,0,32662,Michael Gligic,10.25,728,71
2022,0,30926,Chris Kirk,10.25,861,84
2022,0,34431,Robert Streb,10.25,851,83
2022,0,25686,Jason Dufner,10.24,512,50
2022,0,49947,Taylor Moore,10.24,860,84
2022,0,32102,Rickie Fowler,10.23,726,71
2022,0,29420,Billy Horschel,10.23,716,70
2022,0,24925,Jonathan Byrd,10.21,582,57
2022,0,29908,C.T. Pan,10.21,837,82
2022,0,34563,Chesson Hadley,10.2,816,80
2022,0,27349,Alex Noren,10.2,653,64
2022,0,34264,Hudson Swafford,10.19,652,64
2022,0,32333,Kevin Tway,10.19,785,77
2022,0,45609,Tyler Duncan,10.18,835,82
2022,0,31420,Anirban Lahiri,10.18,733,72
2022,0,46601,Trey Mullinax,10.18,835,82
2022,0,45526,Abraham Ancer,10.17,590,58
2022,0,23325,Vaughn Taylor,10.17,539,53
2022,0,48699,Callum Tarren,10.16,701,69
2022,0,30944,Jason Kokrak,10.15,619,61
2022,0,50525,Collin Morikawa,10.15,609,60
2022,0,39324,J.J. Spaun,10.15,964,95
2022,0,51634,Sahith Theegala,10.15,1147,113
2022,0,40115,Adam Svensson,10.14,1014,100
2022,0,34098,Russell Henley,10.13,790,78
2022,0,26300,Matt Jones,10.13,618,61
2022,0,32816,Satoshi Kodaira,10.12,516,51
2022,0,39971,Sungjae Im,10.11,890,88
2022,0,32791,K.H. Lee,10.11,991,98
2022,0,47504,Sam Burns,10.1,808,80
2022,0,35310,Lanto Griffin,10.1,788,78
2022,0,35879,Kelly Kraft,10.1,697,69
2022,0,51950,Max McGreevy,10.1,727,72
2022,0,31560,Brian Stuard,10.1,899,89
2022,0,32139,Danny Willett,10.1,626,62
2022,0,28089,Jason Day,10.09,575,57
2022,0,23983,Luke Donald,10.09,676,67
2022,0,33597,Harry Higgs,10.09,807,80
2022,0,21961,Charles Howell III,10.09,545,54
2022,0,36801,Mark Hubbard,10.09,686,68
2022,0,10381,Curtis Thompson,10.09,646,64
2022,0,35617,Martin Trainer,10.09,787,78
2022,0,28775,Nate Lashley,10.07,765,76
2022,0,49771,J.T. Poston,10.07,886,88
2022,0,34046,Jordan Spieth,10.07,745,74
2022,0,39436,Joshua Creel,10.06,473,47
2022,0,29478,Kevin Kisner,10.06,664,66
2022,0,35449,Adam Long,10.06,885,88
2022,0,46046,Scottie Scheffler,10.05,844,84
2022,0,28114,Dawie van der Walt,10.05,623,62
2022,0,46435,Austin Cook,10.04,693,69
2022,0,24924,Bill Haas,10.04,904,90
2022,0,39977,Max Homa,10.04,823,82
2022,0,33667,Carlos Ortiz,10.03,612,61
2022,0,28252,Seamus Power,10.03,782,78
2022,0,35461,Beau Hossler,10.01,701,70
2022,0,49766,Hank Lebioda,10.01,801,80
2022,0,48822,Sebastián Muñoz,10.01,831,83
2022,0,45522,Christiaan Bezuidenhout,10.0,800,80
2022,0,30911,Tommy Fleetwood,10.0,560,56
2022,0,46550,Brandon Hagy,10.0,780,78
2022,0,37275,Sam Ryder,10.0,880,88
2022,0,37455,Si Woo Kim,9.99,979,98
2022,0,48117,Kurt Kitayama,9.99,699,70
2022,0,45486,Joaquin Niemann,9.98,798,80
2022,0,34256,Andrew Putnam,9.98,938,94
2022,0,49964,Aaron Wise,9.97,857,86
2022,0,30978,Kiradech Aphibarnrat,9.96,528,53
2022,0,27974,Sung Kang,9.96,797,80
2022,0,36689,Brooks Koepka,9.96,458,46
2022,0,34174,John Huh,9.95,736,74
2022,0,22056,Cameron Percy,9.95,438,44
2022,0,45157,Cam Davis,9.94,815,82
2022,0,29970,Dylan Frittelli,9.94,924,93
2022,0,51766,Wyndham Clark,9.93,963,97
2022,0,33204,Shane Lowry,9.91,575,58
2022,0,40162,Justin Lower,9.9,713,72
2022,0,47995,Davis Riley,9.89,930,94
2022,0,51894,Vince Whaley,9.89,841,85
2022,0,37189,Harold Varner III,9.88,682,69
2022,0,32757,Patton Kizzire,9.87,888,90
2022,0,25198,Francesco Molinari,9.87,523,53
2022,0,34360,Patrick Reed,9.87,691,70
2022,0,26851,Marc Leishman,9.85,709,72
2022,0,28237,Rory McIlroy,9.85,591,60
2022,0,46442,Maverick McNealy,9.84,866,88
2022,0,29926,Danny Lee,9.83,511,52
2022,0,32839,Hideki Matsuyama,9.83,708,72
2022,0,39546,Keith Mitchell,9.83,845,86
2022,0,29221,Webb Simpson,9.83,580,59
2022,0,47128,Richy Werenski,9.83,619,63
2022,0,25493,Nick Taylor,9.82,864,88
2022,0,40098,Matt Fitzpatrick,9.81,687,70
2022,0,34363,Tyrrell Hatton,9.8,627,64
2022,0,22405,Justin Rose,9.8,529,54
2022,0,47993,Denny McCarthy,9.79,979,100
2022,0,24361,Pat Perez,9.79,607,62
2022,0,32150,Michael Thompson,9.79,822,84
2022,0,33486,Roger Sloan,9.78,714,73
2022,0,46717,Viktor Hovland,9.76,683,70
2022,0,35891,Cameron Smith,9.76,605,62
2022,0,51997,Andrew Novak,9.74,740,76
2022,0,30692,Scott Stallings,9.73,934,96
2022,0,30927,Brendon Todd,9.73,808,83
2022,0,27895,Jonas Blixt,9.72,486,50
2022,0,35532,Tom Hoge,9.72,933,96
2022,0,35506,Mackenzie Hughes,9.72,797,82
2022,0,56278,Matthew Wolff,9.72,457,47
2022,0,32640,Troy Merritt,9.69,882,91
2022,0,35450,Patrick Cantlay,9.65,656,68
2022,0,23621,Rory Sabbatini,9.64,530,55
2022,0,34466,Peter Malnati,9.63,992,103
2022,0,33448,Justin Thomas,9.57,727,76
2022,0,36852,Jim Knous,9.55,487,51
2022,0,25818,Scott Piercy,9.55,735,77
2022,0,24138,Ian Poulter,9.55,420,44
