YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
2013,105,0,29518,Brendan Steele,"31' 5""",1023,32166.417,-58.0
2013,109,0,20098,Stuart Appleby,"31' 6""",1082,34043.5,-81.0
2013,109,0,23353,J.J. Henry,"31' 6""",1028,32401.167,-49.0
2013,109,0,21878,Mark Wilson,"31' 6""",730,22998.583,-20.0
2013,112,0,25686,Jason Dufner,"31' 7""",828,26151.583,-60.0
2013,112,0,27963,Chris Stroud,"31' 7""",1064,33627.083,-64.0
2013,112,0,23788,D.J. Trahan,"31' 7""",496,15674.917,-19.0
2013,115,0,21731,Freddie Jacobson,"31' 8""",579,18339.0,-49.0
2013,116,0,24494,Erik Compton,"31' 9""",808,25684.333,-40.0
2013,116,0,24924,Bill Haas,"31' 9""",903,28667.167,-111.0
2013,116,0,26300,Matt Jones,"31' 9""",947,30046.5,-96.0
2013,116,0,30163,Henrik Norlander,"31' 9""",766,24342.0,-35.0
2013,116,0,25345,Carl Pettersson,"31' 9""",842,26723.5,-58.0
2013,116,0,21528,Henrik Stenson,"31' 9""",618,19632.833,-84.0
2013,122,0,28679,Fabián Gómez,"31' 10""",750,23861.917,-47.0
2013,122,0,30711,Colt Knost,"31' 10""",813,25893.333,-1.0
2013,122,0,10860,Justin Leonard,"31' 10""",1039,33113.0,-56.0
2013,122,0,31202,William McGirt,"31' 10""",921,29293.917,-81.0
2013,122,0,25818,Scott Piercy,"31' 10""",760,24172.667,-45.0
2013,127,0,32698,Bobby Gates,"31' 11""",452,14444.917,-7.0
2013,127,0,22792,Peter Hanson,"31' 11""",408,13015.583,-24.0
2013,127,0,34174,John Huh,"31' 11""",1034,33017.167,-66.0
2013,127,0,34360,Patrick Reed,"31' 11""",896,28602.417,-67.0
2013,131,0,23541,Ben Crane,"32' 0""",743,23801.25,-35.0
2013,131,0,31557,Jim Herman,"32' 0""",579,18528.667,-37.0
2013,131,0,27120,Troy Matteson,"32' 0""",750,24010.0,-27.0
2013,131,0,28475,Jeff Overton,"32' 0""",929,29728.75,-80.0
2013,135,0,28455,Will Claxton,"32' 1""",737,23643.75,-18.0
2013,135,0,28089,Jason Day,"32' 1""",774,24809.667,-71.0
2013,135,0,21209,Sergio Garcia,"32' 1""",608,19497.083,-77.0
2013,135,0,35539,Luke Guthrie,"32' 1""",846,27170.25,-36.0
2013,135,0,33869,Eric Meierdierks,"32' 1""",463,14846.417,12.0
2013,140,0,34099,Harris English,"32' 2""",1073,34510.917,-87.0
2013,141,0,32334,Charlie Beljan,"32' 3""",715,23068.167,2.0
2013,141,0,20766,Padraig Harrington,"32' 3""",446,14394.5,-21.0
2013,141,0,21099,David Lynn,"32' 3""",729,23525.5,-58.0
2013,141,0,33418,Shawn Stefani,"32' 3""",613,19762.667,-39.0
2013,145,0,24227,Justin Bolli,"32' 4""",608,19639.167,3.0
2013,145,0,22621,Ben Curtis,"32' 4""",609,19684.333,-19.0
2013,145,0,8725,Tom Gillis,"32' 4""",816,26403.333,-21.0
2013,145,0,26851,Marc Leishman,"32' 4""",815,26351.417,-44.0
2013,145,0,28135,Aaron Watkins,"32' 4""",463,14979.583,-22.0
2013,150,0,30750,Tommy Gainey,"32' 5""",937,30345.25,-12.0
2013,150,0,25240,D.A. Points,"32' 5""",923,29952.167,-31.0
2013,152,0,29289,S.Y. Noh,"32' 6""",735,23889.917,-30.0
2013,152,0,22056,Cameron Percy,"32' 6""",733,23838.583,-35.0
2013,152,0,25336,Alistair Presnell,"32' 6""",581,18885.0,-30.0
2013,155,0,28092,D.H. Lee,"32' 7""",795,25904.833,-33.0
2013,155,0,29425,Andrew Svoboda,"32' 7""",469,15300.333,-19.0
2013,157,0,32150,Michael Thompson,"32' 8""",702,22929.583,-27.0
2013,158,0,27644,Brian Harman,"32' 10""",971,31863.083,-58.0
2013,159,0,29479,Scott Brown,"32' 11""",736,24223.417,-41.0
2013,159,0,37273,Derek Ernst,"32' 11""",627,20624.75,-10.0
2013,159,0,24140,Sean O'Hair,"32' 11""",618,20357.5,-24.0
2013,159,0,22046,Geoff Ogilvy,"32' 11""",542,17846.917,-1.0
2013,159,0,33419,Cameron Tringale,"32' 11""",994,32681.5,-61.0
2013,159,0,10423,Mike Weir,"32' 11""",591,19436.5,-7.0
2013,165,0,27936,Martin Laird,"33' 0""",709,23414.167,-20.0
2013,165,0,24781,Hunter Mahan,"33' 0""",933,30794.833,-110.0
2013,167,0,12782,Tim Herron,"33' 2""",543,17989.917,-19.0
2013,167,0,21961,Charles Howell III,"33' 2""",970,32167.0,-117.0
2013,169,0,20572,Rod Pampling,"33' 3""",464,15422.583,-12.0
2013,170,0,25274,Steven Bowditch,"33' 6""",695,23293.0,-59.0
2013,170,0,20848,Ángel Cabrera,"33' 6""",702,23493.917,-36.0
2013,170,0,22806,Doug LaBelle II,"33' 6""",807,27049.75,-50.0
2013,170,0,20443,Jin Park,"33' 6""",596,19945.167,-17.0
2013,174,0,20593,Greg Chalmers,"33' 7""",926,31121.417,-61.0
2013,174,0,20645,John Senden,"33' 7""",801,26870.083,-32.0
2013,176,0,25562,Andres Romero,"33' 8""",650,21897.667,-21.0
2013,177,0,26951,Johnson Wagner,"33' 9""",668,22552.417,11.0
2013,178,0,27895,Jonas Blixt,"34' 1""",843,28766.167,-40.0
2013,179,0,22371,Aaron Baddeley,"34' 7""",707,24479.167,-24.0
2013,180,0,27129,Luke List,"34' 11""",562,19602.5,18.0
2012,1,0,24358,Robert Garrigus,"28' 2""",917,25804.5,-96.00
2012,1,0,28237,Rory McIlroy,"28' 2""",490,13797.667,-91.00
2012,3,0,6527,Steve Stricker,"28' 5""",734,20837.75,-104.00
2012,4,0,26287,Roland Thatcher,"28' 7""",585,16701.333,-20.00
2012,4,0,8793,Tiger Woods,"28' 7""",655,18723.5,-99.00
2012,6,0,23325,Vaughn Taylor,"28' 8""",834,23901.167,-67.00
2012,7,0,10809,Jim Furyk,"29' 6""",937,27666.25,-104.00
2012,8,0,30925,Dustin Johnson,"29' 8""",652,19339.333,-81.00
2012,9,0,32334,Charlie Beljan,"29' 9""",539,16027.167,-28.00
2012,9,0,33122,Russell Knox,"29' 9""",785,23358.0,-59.00
2012,9,0,26289,Boo Weekley,"29' 9""",797,23717.917,-27.00
2012,12,0,30110,Kyle Stanley,"29' 10""",882,26306.25,-45.00
2012,13,0,26331,Charl Schwartzel,"29' 11""",535,15985.5,-61.00
2012,13,0,22582,Kyle Thompson,"29' 11""",492,14724.333,E
2012,15,0,23135,Tim Clark,"30' 0""",714,21434.333,-51.00
2012,15,0,6034,Marco Dawson,"30' 0""",578,17343.417,-26.00
2012,15,0,27436,Graham DeLaet,"30' 0""",933,28028.5,-43.00
2012,15,0,23108,Matt Kuchar,"30' 0""",889,26665.833,-112.00
2012,15,0,20396,Lee Westwood,"30' 0""",520,15613.833,-53.00
2012,20,0,25686,Jason Dufner,"30' 1""",879,26478.833,-140.00
2012,20,0,1724,Jeff Maggert,"30' 1""",1068,32155.083,-60.00
2012,20,0,25572,Graeme McDowell,"30' 1""",537,16172.167,-59.00
2012,23,0,23638,Brendon de Jonge,"30' 2""",1368,41258.25,-159.00
2012,23,0,28307,Matt Every,"30' 2""",844,25435.0,-58.00
2012,23,0,26476,Chez Reavie,"30' 2""",935,28225.917,-51.00
2012,23,0,22293,Heath Slocum,"30' 2""",1073,32391.333,-71.00
2012,27,0,12510,Chad Campbell,"30' 3""",950,28768.167,-66.00
2012,27,0,23204,Gary Christian,"30' 3""",1040,31502.833,-108.00
2012,27,0,1706,Davis Love III,"30' 3""",675,20419.75,-46.00
2012,27,0,23548,Bill Lunde,"30' 3""",860,26044.833,-76.00
2012,27,0,23320,Ryan Palmer,"30' 3""",890,26937.667,-105.00
2012,27,0,23623,Bo Van Pelt,"30' 3""",871,26383.583,-107.00
2012,33,0,29420,Billy Horschel,"30' 4""",651,19744.75,-61.00
2012,33,0,26596,Ryan Moore,"30' 4""",1107,33597.167,-116.00
2012,35,0,24507,Jason Bohn,"30' 5""",912,27744.333,-55.00
2012,35,0,30926,Chris Kirk,"30' 5""",1089,33094.25,-96.00
2012,35,0,26679,Kevin Stadler,"30' 5""",944,28689.333,-68.00
2012,38,0,1320,Bob Estes,"30' 6""",877,26784.75,-54.00
2012,38,0,19970,Robert Karlsson,"30' 6""",502,15309.0,-33.00
2012,38,0,27214,Kevin Streelman,"30' 6""",1023,31229.917,-87.00
2012,41,0,12652,Cameron Beckman,"30' 7""",920,28131.667,-16.00
2012,41,0,24502,Adam Scott,"30' 7""",528,16157.917,-62.00
2012,43,0,22621,Ben Curtis,"30' 8""",671,20602.917,-71.00
2012,43,0,6036,Scott Dunlap,"30' 8""",618,18940.917,-24.00
2012,43,0,27770,Camilo Villegas,"30' 8""",980,30054.667,-69.00
2012,43,0,27095,Nick Watney,"30' 8""",991,30419.417,-97.00
2012,47,0,30750,Tommy Gainey,"30' 9""",1108,34052.667,-50.00
2012,48,0,33141,Keegan Bradley,"30' 10""",929,28659.417,-122.00
2012,48,0,34021,Bud Cauley,"30' 10""",1201,37000.25,-104.00
2012,48,0,10860,Justin Leonard,"30' 10""",908,28014.833,-10.00
2012,48,0,30692,Scott Stallings,"30' 10""",858,26486.75,-36.00
2012,52,0,24846,Ricky Barnes,"30' 11""",1045,32299.333,-66.00
2012,52,0,28455,Will Claxton,"30' 11""",1160,35902.5,-97.00
2012,52,0,32102,Rickie Fowler,"30' 11""",905,27993.5,-76.00
2012,52,0,30944,Jason Kokrak,"30' 11""",834,25758.417,-38.00
2012,52,0,23800,Bryce Molder,"30' 11""",947,29278.667,-69.00
2012,52,0,22046,Geoff Ogilvy,"30' 11""",711,21957.167,-80.00
2012,52,0,25345,Carl Pettersson,"30' 11""",1040,32194.25,-117.00
2012,52,0,25818,Scott Piercy,"30' 11""",1058,32710.917,-118.00
2012,60,0,10885,Robert Allenby,"31' 0""",857,26588.417,-31.00
2012,60,0,23983,Luke Donald,"31' 0""",647,20080.333,-79.00
2012,60,0,19846,Brian Gay,"31' 0""",1046,32420.667,-97.00
2012,60,0,21731,Freddie Jacobson,"31' 0""",549,17016.75,-39.00
2012,60,0,24024,Zach Johnson,"31' 0""",1029,31931.583,-140.00
2012,60,0,23621,Rory Sabbatini,"31' 0""",917,28427.333,-74.00
2012,66,0,31202,William McGirt,"31' 1""",1023,31795.0,-64.00
2012,66,0,24140,Sean O'Hair,"31' 1""",975,30333.75,-90.00
2012,66,0,22405,Justin Rose,"31' 1""",715,22247.333,-84.00
2012,69,0,6004,Stephen Ames,"31' 2""",511,15936.75,-4.00
2012,69,0,20623,Gavin Coles,"31' 2""",785,24491.25,-45.00
2012,69,0,27644,Brian Harman,"31' 2""",1199,37409.417,-92.00
2012,69,0,23353,J.J. Henry,"31' 2""",973,30320.583,-68.00
2012,69,0,27060,John Mallinger,"31' 2""",877,27320.167,-61.00
2012,74,0,27141,J.B. Holmes,"31' 3""",940,29371.917,-60.00
2012,74,0,27933,John Merrick,"31' 3""",957,29897.25,-76.00
2012,74,0,6567,Vijay Singh,"31' 3""",1056,33004.667,-94.00
2012,74,0,32150,Michael Thompson,"31' 3""",875,27322.75,-48.00
2012,78,0,29221,Webb Simpson,"31' 4""",841,26381.0,-97.00
2012,78,0,25804,Bubba Watson,"31' 4""",623,19512.083,-78.00
2012,80,0,21753,Brian Davis,"31' 5""",1108,34808.167,-85.00
2012,80,0,20104,Ken Duke,"31' 5""",1222,38423.333,-134.00
2012,82,0,30852,Ryo Ishikawa,"31' 6""",454,14311.5,-1.00
2012,82,0,26329,Louis Oosthuizen,"31' 6""",643,20248.167,-67.00
2012,82,0,25457,Alexandre Rocha,"31' 6""",678,21348.0,-23.00
2012,85,0,1116,Michael Bradley,"31' 7""",678,21412.917,-18.00
2012,85,0,32200,Roberto Castro,"31' 7""",1025,32349.083,-85.00
2012,85,0,20229,Stewart Cink,"31' 7""",650,20520.25,-21.00
2012,85,0,25240,D.A. Points,"31' 7""",1072,33832.5,-71.00
2012,85,0,22548,Patrick Sheehan,"31' 7""",569,17988.083,+3.00
2012,85,0,31323,Gary Woodland,"31' 7""",651,20553.667,-27.00
2012,91,0,20766,Padraig Harrington,"31' 8""",583,18471.75,-53.00
2012,91,0,26758,David Hearn,"31' 8""",1179,37366.917,-82.00
2012,93,0,29479,Scott Brown,"31' 9""",669,21263.417,-32.00
2012,93,0,1249,John Daly,"31' 9""",467,14827.25,-34.00
2012,93,0,28089,Jason Day,"31' 9""",570,18117.833,-63.00
2012,93,0,6522,Ernie Els,"31' 9""",824,26161.75,-53.00
2012,93,0,6573,Brandt Jobe,"31' 9""",622,19770.917,-5.00
2012,93,0,35139,Richard Lee,"31' 9""",790,25091.333,-75.00
2012,93,0,1797,Rocco Mediate,"31' 9""",759,24095.083,-61.00
2012,93,0,27963,Chris Stroud,"31' 9""",1006,31948.5,-57.00
2012,101,0,21805,Harrison Frazar,"31' 10""",586,18677.75,-33.00
2012,101,0,26851,Marc Leishman,"31' 10""",928,29565.083,-43.00
2012,101,0,25892,Steve Wheatcroft,"31' 10""",543,17286.5,-29.00
2012,104,0,21407,Arjun Atwal,"31' 11""",878,28043.917,-39.00
2012,104,0,24357,K.J. Choi,"31' 11""",760,24239.5,-57.00
2012,104,0,24781,Hunter Mahan,"31' 11""",868,27692.5,-59.00
2012,104,0,20691,Greg Owen,"31' 11""",985,31463.667,-57.00
2012,104,0,29476,Kyle Reifers,"31' 11""",999,31915.0,-58.00
2012,104,0,2206,David Toms,"31' 11""",626,19986.583,-42.00
2012,104,0,23788,D.J. Trahan,"31' 11""",812,25919.333,-10.00
2012,111,0,32698,Bobby Gates,"32' 0""",964,30867.583,-60.00
2012,111,0,22348,Nick O'Hern,"32' 0""",914,29229.833,-33.00
2012,111,0,10213,Dicky Pride,"32' 0""",652,20863.833,-43.00
2012,114,0,27895,Jonas Blixt,"32' 1""",804,25804.0,-98.00
2012,114,0,32366,Kevin Chappell,"32' 1""",903,28983.0,-62.00
2012,114,0,34099,Harris English,"32' 1""",1130,36252.583,-91.00
2012,114,0,12716,Charley Hoffman,"32' 1""",981,31451.583,-66.00
2012,114,0,21961,Charles Howell III,"32' 1""",951,30511.583,-93.00
2012,119,0,12782,Tim Herron,"32' 2""",983,31601.25,-69.00
2012,119,0,24490,George McNeill,"32' 2""",927,29802.083,-62.00
2012,119,0,29289,S.Y. Noh,"32' 2""",1076,34642.25,-74.00
2012,119,0,24361,Pat Perez,"32' 2""",932,30012.25,-70.00
2012,119,0,27649,Brandt Snedeker,"32' 2""",867,27862.75,-122.00
2012,124,0,20070,Matt Bettencourt,"32' 3""",713,22981.333,-23.00
2012,124,0,28087,Kris Blanks,"32' 3""",821,26481.333,-21.00
2012,124,0,30711,Colt Knost,"32' 3""",948,30553.75,-15.00
2012,124,0,27302,Garth Mulroy,"32' 3""",592,19083.75,-38.00
2012,124,0,24138,Ian Poulter,"32' 3""",537,17340.417,-40.00
2012,124,0,27330,Josh Teater,"32' 3""",1074,34631.667,-78.00
2012,130,0,22378,Trevor Immelman,"32' 4""",741,23963.167,-39.00
2012,130,0,26300,Matt Jones,"32' 4""",544,17604.583,-20.00
2012,130,0,28475,Jeff Overton,"32' 4""",1181,38222.833,-140.00
2012,130,0,26951,Johnson Wagner,"32' 4""",1001,32344.0,-80.00
2012,130,0,24663,Y.E. Yang,"32' 4""",614,19846.667,-37.00
2012,135,0,8075,Jerry Kelly,"32' 5""",1061,34427.0,-68.00
2012,135,0,27120,Troy Matteson,"32' 5""",998,32346.75,-44.00
2012,135,0,1810,Phil Mickelson,"32' 5""",728,23585.083,-99.00
2012,138,0,20574,Mathew Goggin,"32' 6""",684,22214.25,-43.00
2012,138,0,25562,Andres Romero,"32' 6""",665,21608.0,-18.00
2012,138,0,21878,Mark Wilson,"32' 6""",958,31138.0,-28.00
2012,141,0,24940,Edward Loar,"32' 7""",530,17258.167,-12.00
2012,141,0,25632,Jimmy Walker,"32' 7""",1096,35721.167,-108.00
2012,143,0,20098,Stuart Appleby,"32' 8""",881,28792.667,-47.00
2012,143,0,28093,Miguel Angel Carballo,"32' 8""",708,23131.0,-8.00
2012,143,0,23903,Stephen Gangluff,"32' 8""",511,16706.333,+5.00
2012,143,0,29926,Danny Lee,"32' 8""",742,24211.917,-34.00
2012,147,0,23542,Tommy Biershenk,"32' 9""",730,23923.167,-34.00
2012,147,0,8725,Tom Gillis,"32' 9""",949,31086.917,-71.00
2012,147,0,34174,John Huh,"32' 9""",1185,38775.667,-73.00
2012,147,0,29222,Billy Hurley III,"32' 9""",747,24494.167,+2.00
2012,147,0,1941,Tom Pernice Jr.,"32' 9""",685,22439.0,-17.00
2012,152,0,29910,Blake Adams,"32' 10""",1215,39923.167,-77.00
2012,152,0,28259,Sangmoon Bae,"32' 10""",719,23629.833,-10.00
2012,152,0,11123,Chris Couch,"32' 10""",728,23916.667,-44.00
2012,152,0,25396,Kevin Na,"32' 10""",887,29122.333,-69.00
2012,152,0,27556,Ted Potter Jr.,"32' 10""",808,26502.167,-3.00
2012,152,0,25834,Daniel Summerhays,"32' 10""",897,29439.667,-68.00
2012,158,0,29478,Kevin Kisner,"32' 11""",687,22629.5,-45.00
2012,158,0,33419,Cameron Tringale,"32' 11""",1040,34251.0,-64.00
2012,160,0,33120,Mark Anderson,"33' 0""",736,24283.333,-13.00
2012,160,0,28500,Martin Flores,"33' 0""",992,32700.75,-88.00
2012,160,0,24604,Hunter Haas,"33' 0""",659,21742.667,-27.00
2012,160,0,20572,Rod Pampling,"33' 0""",930,30720.75,-69.00
2012,160,0,20645,John Senden,"33' 0""",837,27633.417,-96.00
2012,160,0,30927,Brendon Todd,"33' 0""",821,27103.25,+2.00
2012,160,0,20160,Charlie Wi,"33' 0""",968,31906.667,-58.00
2012,167,0,21209,Sergio Garcia,"33' 1""",580,19170.917,-57.00
2012,168,0,22961,David Mathis,"33' 2""",917,30394.833,-49.00
2012,169,0,20848,Ángel Cabrera,"33' 3""",462,15344.333,-17.00
2012,169,0,21350,Ryuji Imada,"33' 3""",866,28800.333,-22.00
2012,169,0,31558,J.J. Killeen,"33' 3""",1041,34637.083,-19.00
2012,172,0,27466,Spencer Levin,"33' 4""",824,27448.083,-58.00
2012,172,0,22913,John Rollins,"33' 4""",949,31614.417,-79.00
2012,174,0,20850,Daniel Chopra,"33' 6""",488,16329.917,-21.00
2012,175,0,6251,Chris DiMarco,"33' 7""",1003,33665.75,-18.00
2012,176,0,27936,Martin Laird,"33' 8""",690,23203.417,-74.00
2012,177,0,23541,Ben Crane,"33' 9""",826,27872.917,-52.00
2012,178,0,20593,Greg Chalmers,"33' 10""",985,33343.167,-75.00
2012,178,0,29518,Brendan Steele,"33' 10""",845,28562.333,-21.00
2012,180,0,24925,Jonathan Byrd,"33' 11""",706,23954.75,-60.00
2012,180,0,24494,Erik Compton,"33' 11""",796,26976.917,-23.00
2012,182,0,23718,Nathan Green,"34' 0""",710,24165.417,-61.00
2012,182,0,28308,Troy Kelly,"34' 0""",620,21099.417,-21.00
2012,184,0,1766,Billy Mayfair,"34' 1""",1058,36090.583,-25.00
2012,185,0,22371,Aaron Baddeley,"34' 4""",667,22889.167,-34.00
2012,185,0,27064,Jhonattan Vegas,"34' 4""",820,28138.75,-46.00
2012,187,0,23409,James Driscoll,"34' 9""",847,29426.833,-44.00
2012,187,0,27797,Derek Lamely,"34' 9""",676,23512.583,-19.00
2012,189,0,24924,Bill Haas,"34' 11""",803,28007.25,-81.00
2012,190,0,27974,Sung Kang,"35' 1""",784,27526.083,+33.00
2012,191,0,21528,Henrik Stenson,"35' 7""",565,20128.083,-47.00
2011,1,0,6643,Paul Goydos,"28' 8""",1052,30155.667,-14.00
2011,1,0,30925,Dustin Johnson,"28' 8""",657,18853.75,-77.00
2011,3,0,12510,Chad Campbell,"28' 9""",1205,34666.083,-114.00
2011,4,0,22293,Heath Slocum,"28' 10""",1072,30922.0,-91.00
2011,5,0,20472,Alex Cejka,"29' 0""",644,18668.667,-32.00
2011,5,0,32102,Rickie Fowler,"29' 0""",832,24138.5,-81.00
2011,7,0,23983,Luke Donald,"29' 1""",729,21176.667,-115.00
2011,7,0,6522,Ernie Els,"29' 1""",780,22699.583,-76.00
2011,7,0,30110,Kyle Stanley,"29' 1""",1017,29542.75,-93.00
2011,10,0,26758,David Hearn,"29' 3""",1022,29905.583,-107.00
2011,11,0,10809,Jim Furyk,"29' 4""",1011,29671.917,-90.00
2011,11,0,8725,Tom Gillis,"29' 4""",658,19278.25,-22.00
2011,13,0,28087,Kris Blanks,"29' 5""",1120,32936.833,-95.00
2011,13,0,24358,Robert Garrigus,"29' 5""",823,24228.75,-62.00
2011,13,0,30926,Chris Kirk,"29' 5""",974,28625.75,-117.00
2011,13,0,2206,David Toms,"29' 5""",856,25155.583,-107.00
2011,17,0,10505,Shane Bertsch,"29' 6""",742,21859.25,-43.00
2011,18,0,6573,Brandt Jobe,"29' 7""",1127,33307.25,-110.00
2011,18,0,30692,Scott Stallings,"29' 7""",883,26134.917,-58.00
2011,20,0,20498,Briny Baird,"29' 9""",693,20616.75,-67.00
2011,20,0,25686,Jason Dufner,"29' 9""",893,26594.333,-75.00
2011,20,0,6621,Joe Durant,"29' 9""",951,28287.833,-32.00
2011,20,0,24140,Sean O'Hair,"29' 9""",756,22482.083,-43.00
2011,20,0,25818,Scott Piercy,"29' 9""",772,22984.417,-84.00
2011,20,0,24138,Ian Poulter,"29' 9""",535,15924.833,-37.00
2011,20,0,26679,Kevin Stadler,"29' 9""",975,28991.583,-60.00
2011,20,0,31323,Gary Woodland,"29' 9""",876,26052.833,-108.00
2011,28,0,32366,Kevin Chappell,"29' 11""",769,23004.333,-33.00
2011,28,0,30946,Alex Prugh,"29' 11""",906,27100.417,-37.00
2011,28,0,23788,D.J. Trahan,"29' 11""",1058,31612.583,-77.00
2011,31,0,24357,K.J. Choi,"30' 0""",791,23734.25,-86.00
2011,31,0,22913,John Rollins,"30' 0""",994,29780.833,-102.00
2011,31,0,29221,Webb Simpson,"30' 0""",1110,33281.833,-210.00
2011,31,0,27095,Nick Watney,"30' 0""",787,23593.75,-128.00
2011,35,0,24846,Ricky Barnes,"30' 1""",818,24619.417,-47.00
2011,35,0,27963,Chris Stroud,"30' 1""",1007,30255.083,-47.00
2011,37,0,30750,Tommy Gainey,"30' 2""",1186,35743.167,-92.00
2011,37,0,27974,Sung Kang,"30' 2""",661,19935.083,-47.00
2011,37,0,1706,Davis Love III,"30' 2""",678,20478.917,-71.00
2011,40,0,23108,Matt Kuchar,"30' 3""",958,28984.5,-140.00
2011,40,0,29518,Brendan Steele,"30' 3""",1041,31498.833,-89.00
2011,42,0,21753,Brian Davis,"30' 4""",1328,40280.083,-126.00
2011,42,0,19846,Brian Gay,"30' 4""",1096,33264.167,-87.00
2011,42,0,25900,Lucas Glover,"30' 4""",807,24491.083,-78.00
2011,42,0,6527,Steve Stricker,"30' 4""",723,21953.417,-119.00
2011,46,0,10885,Robert Allenby,"30' 5""",933,28373.083,-111.00
2011,46,0,27120,Troy Matteson,"30' 5""",1028,31277.583,-74.00
2011,46,0,26476,Chez Reavie,"30' 5""",1152,35046.583,-105.00
2011,49,0,21407,Arjun Atwal,"30' 6""",1035,31577.0,-79.00
2011,49,0,21805,Harrison Frazar,"30' 6""",507,15483.667,-8.00
2011,49,0,29720,Andres Gonzales,"30' 6""",625,19061.167,-31.00
2011,49,0,31193,Jim Renner,"30' 6""",686,20895.667,-56.00
2011,49,0,32150,Michael Thompson,"30' 6""",933,28470.167,-73.00
2011,49,0,23623,Bo Van Pelt,"30' 6""",939,28629.167,-109.00
2011,55,0,6004,Stephen Ames,"30' 7""",854,26091.333,-26.00
2011,55,0,7867,Woody Austin,"30' 7""",691,21139.667,-69.00
2011,55,0,24507,Jason Bohn,"30' 7""",947,28980.417,-83.00
2011,55,0,20766,Padraig Harrington,"30' 7""",563,17236.833,-41.00
2011,55,0,8075,Jerry Kelly,"30' 7""",990,30288.917,-106.00
2011,55,0,10860,Justin Leonard,"30' 7""",1063,32534.0,-30.00
2011,55,0,24361,Pat Perez,"30' 7""",959,29327.417,-71.00
2011,62,0,20229,Stewart Cink,"30' 8""",672,20609.25,-52.00
2011,62,0,27466,Spencer Levin,"30' 8""",1269,38875.75,-124.00
2011,62,0,22961,David Mathis,"30' 8""",975,29939.417,-36.00
2011,62,0,27939,Matt McQuillan,"30' 8""",675,20698.917,-38.00
2011,62,0,1810,Phil Mickelson,"30' 8""",709,21755.5,-82.00
2011,62,0,23621,Rory Sabbatini,"30' 8""",768,23577.75,-66.00
2011,62,0,23325,Vaughn Taylor,"30' 8""",1105,33881.083,-85.00
2011,62,0,27770,Camilo Villegas,"30' 8""",731,22401.75,-57.00
2011,62,0,12602,Dean Wilson,"30' 8""",772,23658.25,-49.00
2011,71,0,27141,J.B. Holmes,"30' 9""",557,17128.25,-45.00
2011,72,0,23638,Brendon de Jonge,"30' 10""",1251,38624.333,-137.00
2011,72,0,24024,Zach Johnson,"30' 10""",931,28703.417,-114.00
2011,72,0,6567,Vijay Singh,"30' 10""",926,28548.583,-82.00
2011,75,0,1577,Lee Janzen,"30' 11""",689,21291.0,-38.00
2011,75,0,26851,Marc Leishman,"30' 11""",968,29944.083,-79.00
2011,77,0,23800,Bryce Molder,"31' 0""",1007,31206.833,-107.00
2011,77,0,26596,Ryan Moore,"31' 0""",805,24923.667,-82.00
2011,77,0,22046,Geoff Ogilvy,"31' 0""",723,22441.667,-56.00
2011,77,0,24663,Y.E. Yang,"31' 0""",558,17307.917,-25.00
2011,81,0,9011,David Duval,"31' 1""",701,21787.167,-22.00
2011,81,0,25396,Kevin Na,"31' 1""",873,27121.583,-91.00
2011,83,0,19970,Robert Karlsson,"31' 2""",574,17867.25,-55.00
2011,83,0,20436,Garrett Willis,"31' 2""",884,27522.25,-60.00
2011,85,0,23673,Michael Connell,"31' 3""",989,30884.583,-48.00
2011,85,0,22621,Ben Curtis,"31' 3""",891,27873.833,-43.00
2011,85,0,6251,Chris DiMarco,"31' 3""",1123,35137.0,-73.00
2011,85,0,27936,Martin Laird,"31' 3""",804,25130.167,-104.00
2011,85,0,28158,Steve Marino,"31' 3""",813,25382.917,-68.00
2011,85,0,22348,Nick O'Hern,"31' 3""",1117,34862.5,-73.00
2011,85,0,22405,Justin Rose,"31' 3""",840,26260.25,-104.00
2011,85,0,26289,Boo Weekley,"31' 3""",771,24076.333,-54.00
2011,93,0,1116,Michael Bradley,"31' 4""",756,23660.25,-43.00
2011,93,0,20157,Retief Goosen,"31' 4""",531,16657.583,-37.00
2011,93,0,31557,Jim Herman,"31' 4""",725,22696.417,-54.00
2011,93,0,8375,Paul Stankowski,"31' 4""",829,25986.167,-64.00
2011,97,0,24925,Jonathan Byrd,"31' 5""",946,29756.167,-101.00
2011,97,0,21949,Joe Ogilvie,"31' 5""",747,23480.667,-45.00
2011,97,0,24502,Adam Scott,"31' 5""",606,19058.5,-65.00
2011,97,0,20645,John Senden,"31' 5""",1085,34102.0,-134.00
2011,97,0,27649,Brandt Snedeker,"31' 5""",892,28025.417,-104.00
2011,97,0,26668,Marc Turnesa,"31' 5""",621,19533.5,-9.00
2011,103,0,12652,Cameron Beckman,"31' 6""",841,26479.667,-40.00
2011,103,0,33141,Keegan Bradley,"31' 6""",1017,32052.0,-69.00
2011,103,0,34255,Joseph Bramlett,"31' 6""",793,24969.083,-27.00
2011,103,0,10733,Kent Jones,"31' 6""",920,29015.083,-45.00
2011,103,0,25804,Bubba Watson,"31' 6""",724,22830.083,-78.00
2011,108,0,23541,Ben Crane,"31' 7""",866,27339.25,-67.00
