YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
2024,0,35310,Lanto Griffin,59.98%,481,802,-0.21
2024,0,32333,Kevin Tway,59.97%,373,622,-0.21
2024,0,60067,Joe Highsmith,59.92%,477,796,-0.22
2024,0,47483,Will Zalatoris,59.90%,484,808,-0.15
2024,0,32367,Jorge Campillo,59.86%,340,568,-0.19
2024,0,46340,Alex Smalley,59.85%,489,817,-0.21
2024,0,48117,Kurt Kitayama,59.81%,579,968,-0.23
2024,0,52514,Trace Crowe,59.78%,434,726,-0.25
2024,0,46441,Robby Shelton,59.73%,540,904,-0.19
2024,0,27936,Martin Laird,59.48%,477,802,-0.15
2024,0,27330,Josh Teater,59.46%,311,523,-0.13
2024,0,55454,Carl Yuan,59.35%,435,733,-0.17
2024,0,32839,Hideki Matsuyama,59.33%,528,890,-0.28
2024,0,47347,Adam Schenk,59.31%,666,1123,-0.22
2024,0,51634,Sahith Theegala,59.13%,696,1177,-0.25
2024,0,51997,Andrew Novak,59.01%,619,1049,-0.25
2024,0,47679,Victor Perez,58.96%,487,826,-0.22
2024,0,54576,Patrick Fishburn,58.88%,454,771,-0.23
2024,0,35461,Beau Hossler,58.88%,643,1092,-0.27
2024,0,57366,Cameron Young,58.78%,589,1002,-0.25
2024,0,49947,Taylor Moore,58.75%,712,1212,-0.2
2024,0,54591,Ben Griffin,58.68%,730,1244,-0.22
2024,0,47988,Nick Hardy,58.67%,619,1055,-0.23
2024,0,29221,Webb Simpson,58.67%,396,675,-0.2
2024,0,39546,Keith Mitchell,58.62%,612,1044,-0.27
2024,0,40006,Erik van Rooyen,58.29%,566,971,-0.26
2024,0,51070,Vincent Norrman,58.24%,371,637,-0.14
2024,0,27064,Jhonattan Vegas,58.10%,484,833,-0.24
2024,0,24502,Adam Scott,58.09%,499,859,-0.26
2024,0,33653,Thomas Detry,58.07%,518,892,-0.19
2024,0,45242,Kevin Yu,58.05%,530,913,-0.21
2024,0,29725,Tony Finau,57.99%,570,983,-0.24
2024,0,40162,Justin Lower,57.91%,659,1138,-0.19
2024,0,37378,Min Woo Lee,57.74%,466,807,-0.26
2024,0,55893,Sam Stevens,57.65%,629,1091,-0.22
2024,0,52215,Robert MacIntyre,57.59%,497,863,-0.24
2024,0,34563,Chesson Hadley,57.55%,484,841,-0.2
2024,0,36699,Patrick Rodgers,57.55%,709,1232,-0.23
2024,0,50484,Hayden Springer,57.52%,440,765,-0.26
2024,0,47591,Eric Cole,57.41%,759,1322,-0.26
2024,0,35450,Patrick Cantlay,57.40%,442,770,-0.27
2024,0,50188,S.H. Kim,57.27%,705,1231,-0.2
2024,0,48887,Matt Wallace,57.22%,452,790,-0.25
2024,0,22371,Aaron Baddeley,57.09%,459,804,-0.14
2024,0,47663,Kevin Dougherty,57.02%,386,677,-0.23
2024,0,27129,Luke List,56.89%,520,914,-0.24
2024,0,48084,Wesley Bryan,56.79%,276,486,-0.21
2024,0,60004,Jacob Bridgeman,56.74%,467,823,-0.3
2024,0,57975,Harry Hall,56.60%,540,954,-0.26
2024,0,40250,Taylor Pendrith,56.57%,551,974,-0.29
2024,0,12716,Charley Hoffman,56.56%,470,831,-0.24
2024,0,47420,Jake Knapp,56.55%,535,946,-0.21
2024,0,59836,Pierceson Coody,56.52%,481,851,-0.25
2024,0,47995,Davis Riley,56.43%,540,957,-0.29
2024,0,33448,Justin Thomas,56.39%,463,821,-0.27
2024,0,32070,Rafael Campos,56.15%,338,602,-0.2
2024,0,32366,Kevin Chappell,55.95%,315,563,-0.2
2024,0,39977,Max Homa,55.94%,532,951,-0.19
2024,0,31323,Gary Woodland,55.89%,550,984,-0.2
2024,0,35506,Mackenzie Hughes,55.80%,649,1163,-0.28
2024,0,34255,Joseph Bramlett,55.70%,547,982,-0.25
2024,0,51977,Max Greyserman,55.61%,486,874,-0.25
2024,0,39975,Michael Kim,55.54%,476,857,-0.24
2024,0,59866,Nick Dunlap,55.51%,489,881,-0.25
2024,0,27770,Camilo Villegas,55.50%,343,618,-0.14
2024,0,51766,Wyndham Clark,55.43%,475,857,-0.29
2024,0,54421,Garrick Higgo,55.30%,475,859,-0.23
2024,0,28420,Ryan Brehm,55.23%,343,621,-0.13
2024,0,33968,Thorbjørn Olesen,54.75%,294,537,-0.21
2024,0,37212,Paul Barjon,54.65%,329,602,-0.17
2024,0,50497,Adrien Dumont de Chassart,54.63%,431,789,-0.19
2024,0,47806,Raul Pereda,54.27%,267,492,-0.06
2024,0,48119,Ben Taylor,53.80%,396,736,-0.19
2024,0,34374,Erik Barnes,53.57%,315,588,-0.16
2024,0,56149,Wilson Furr,53.48%,338,632,-0.21
2024,0,34466,Peter Malnati,53.38%,497,931,-0.22
2024,0,27139,David Skinns,53.29%,494,927,-0.2
2024,0,33408,Tyson Alexander,53.25%,443,832,-0.21
2024,0,33948,Byeong Hun An,53.22%,488,917,-0.25
2024,0,35617,Martin Trainer,53.13%,297,559,-0.14
2024,0,29936,Ryan Fox,52.82%,497,941,-0.25
2024,0,38991,Alejandro Tosti,52.68%,442,839,-0.19
2024,0,52453,Nicolai Højgaard,52.61%,322,612,-0.23
2024,0,46113,Ryan McCormick,52.24%,327,626,-0.19
2024,0,59442,Parker Coody,51.30%,335,653,-0.16
2024,0,51894,Vince Whaley,51.23%,376,734,-0.24
2024,0,48699,Callum Tarren,50.44%,398,789,-0.18
2024,0,59095,Chris Gotterup,50.34%,446,886,-0.16
2024,0,60767,Blaine Hale Jr.,50.19%,260,518,-0.12
2024,0,55789,Taylor Montgomery,46.67%,294,630,-0.24
2023,0,34098,Russell Henley,71.44%,728,1019,-0.23
2023,0,32816,Satoshi Kodaira,71.26%,424,595,-0.19
2023,0,19803,Ryan Armour,70.19%,650,926,-0.14
2023,0,26596,Ryan Moore,68.79%,615,894,-0.21
2023,0,46414,Aaron Rai,68.51%,829,1210,-0.21
2023,0,50525,Collin Morikawa,67.94%,589,867,-0.26
2023,0,37455,Si Woo Kim,67.56%,808,1196,-0.19
2023,0,40058,Zac Blair,67.24%,587,873,-0.21
2023,0,30927,Brendon Todd,67.17%,808,1203,-0.23
2023,0,25900,Lucas Glover,67.11%,749,1116,-0.18
2023,0,55182,Tom Kim,66.54%,704,1058,-0.27
2023,0,35449,Adam Long,66.47%,795,1196,-0.19
2023,0,31557,Jim Herman,66.28%,574,866,-0.09
2023,0,34409,David Lingmerth,66.18%,540,816,-0.11
2023,0,27644,Brian Harman,66.00%,724,1097,-0.2
2023,0,52375,Doug Ghim,65.92%,677,1027,-0.19
2023,0,45609,Tyler Duncan,65.73%,723,1100,-0.2
2023,0,24024,Zach Johnson,65.68%,509,775,-0.15
2023,0,31202,William McGirt,65.12%,336,516,-0.21
2023,0,49960,Sepp Straka,65.05%,696,1070,-0.23
2023,0,35450,Patrick Cantlay,64.74%,560,865,-0.3
2023,0,52513,Carson Young,64.39%,669,1039,-0.16
2023,0,26476,Chez Reavie,64.23%,765,1191,-0.17
2023,0,24140,Sean O'Hair,63.87%,274,429,-0.18
2023,0,32640,Troy Merritt,63.71%,618,970,-0.16
2023,0,32448,James Hahn,63.61%,603,948,-0.14
2023,0,35879,Kelly Kraft,63.61%,645,1014,-0.19
2023,0,52955,Ludvig Åberg,63.58%,398,626,-0.33
2023,0,55708,Hayden Buckley,63.58%,576,906,-0.15
2023,0,27936,Martin Laird,63.47%,596,939,-0.18
2023,0,22056,Cameron Percy,63.43%,392,618,-0.16
2023,0,33399,Adam Hadwin,63.29%,712,1125,-0.22
2023,0,34256,Andrew Putnam,63.26%,785,1241,-0.18
2023,0,39324,J.J. Spaun,63.25%,735,1162,-0.22
2023,0,33410,Andrew Landry,63.21%,555,878,-0.15
2023,0,57362,Austin Eckroat,63.20%,625,989,-0.19
2023,0,29535,Brice Garnett,63.16%,552,874,-0.18
2023,0,39971,Sungjae Im,63.16%,751,1189,-0.27
2023,0,35901,Paul Haley II,63.09%,600,951,-0.12
2023,0,46717,Viktor Hovland,62.86%,611,972,-0.29
2023,0,29420,Billy Horschel,62.69%,457,729,-0.2
2023,0,23108,Matt Kuchar,62.67%,690,1101,-0.19
2023,0,36871,Matt NeSmith,62.55%,730,1167,-0.16
2023,0,40115,Adam Svensson,62.54%,900,1439,-0.23
2023,0,47993,Denny McCarthy,62.27%,756,1214,-0.24
2023,0,31560,Brian Stuard,62.14%,430,692,-0.12
2023,0,46435,Austin Cook,62.10%,480,773,-0.11
2023,0,33204,Shane Lowry,62.03%,482,777,-0.18
2023,0,46046,Scottie Scheffler,62.01%,635,1024,-0.31
2023,0,39546,Keith Mitchell,61.97%,634,1023,-0.21
2023,0,34099,Harris English,61.95%,700,1130,-0.18
2023,0,29221,Webb Simpson,61.77%,454,735,-0.18
2023,0,35310,Lanto Griffin,61.74%,384,622,-0.18
2023,0,34076,Joel Dahmen,61.68%,623,1010,-0.17
2023,0,36326,David Lipsky,61.68%,692,1122,-0.18
2023,0,50493,Justin Suh,61.67%,827,1341,-0.15
2023,0,56630,Akshay Bhatia,61.66%,497,806,-0.21
2023,0,30163,Henrik Norlander,61.57%,580,942,-0.16
2023,0,39997,Corey Conners,61.49%,645,1049,-0.24
2023,0,45522,Christiaan Bezuidenhout,61.48%,675,1098,-0.19
2023,0,22405,Justin Rose,61.46%,456,742,-0.23
2023,0,30911,Tommy Fleetwood,61.40%,525,855,-0.26
2023,0,49298,Kramer Hickok,61.24%,662,1081,-0.18
2023,0,47983,Chad Ramey,61.19%,760,1242,-0.22
2023,0,45242,Kevin Yu,61.12%,404,661,-0.23
2023,0,28775,Nate Lashley,61.06%,712,1166,-0.23
2023,0,53165,Doc Redman,61.03%,567,929,-0.13
2023,0,50095,Austin Smotherman,61.00%,685,1123,-0.18
2023,0,54628,Lee Hodges,60.99%,752,1233,-0.19
2023,0,23320,Ryan Palmer,60.98%,547,897,-0.23
2023,0,52374,Brandon Wu,60.95%,715,1173,-0.23
2023,0,58696,Peter Kuest,60.93%,329,540,-0.26
2023,0,28089,Jason Day,60.86%,538,884,-0.23
2023,0,31646,Emiliano Grillo,60.82%,739,1215,-0.17
2023,0,36801,Mark Hubbard,60.73%,750,1235,-0.2
2023,0,51890,Greyson Sigg,60.68%,750,1236,-0.22
2023,0,29725,Tony Finau,60.58%,607,1002,-0.27
2023,0,56762,Will Gordon,60.55%,743,1227,-0.21
2023,0,33413,Ben Martin,60.42%,664,1099,-0.17
2023,0,51414,Brent Grant,60.35%,478,792,-0.16
2023,0,49771,J.T. Poston,60.34%,718,1190,-0.23
2023,0,54783,Dylan Wu,60.26%,655,1087,-0.23
2023,0,32839,Hideki Matsuyama,60.06%,585,974,-0.23
2023,0,33122,Russell Knox,60.05%,699,1164,-0.19
2023,0,47079,Harrison Endycott,60.00%,564,940,-0.16
2023,0,24925,Jonathan Byrd,59.80%,305,510,-0.15
2023,0,52372,Cameron Champ,59.71%,486,814,-0.19
2023,0,31577,Tano Goya,59.62%,533,894,-0.2
2023,0,29908,C.T. Pan,59.44%,321,540,-0.23
2023,0,27963,Chris Stroud,59.44%,337,567,-0.16
2023,0,39977,Max Homa,59.31%,634,1069,-0.27
2023,0,34363,Tyrrell Hatton,59.21%,543,917,-0.25
2023,0,59018,Ryan Gerard,59.19%,396,669,-0.2
2023,0,30926,Chris Kirk,59.09%,624,1056,-0.25
2023,0,25493,Nick Taylor,59.07%,612,1036,-0.25
2023,0,34610,Matthias Schwab,59.05%,659,1116,-0.18
2023,0,32102,Rickie Fowler,59.00%,659,1117,-0.28
2023,0,51349,Nico Echavarria,58.72%,441,751,-0.1
2023,0,46340,Alex Smalley,58.71%,755,1286,-0.2
2023,0,51070,Vincent Norrman,58.69%,527,898,-0.25
2023,0,27214,Kevin Streelman,58.69%,689,1174,-0.18
2023,0,35532,Tom Hoge,58.68%,693,1181,-0.26
2023,0,39954,Cody Gribble,58.58%,403,688,-0.18
2023,0,51997,Andrew Novak,58.47%,549,939,-0.22
2023,0,25818,Scott Piercy,58.43%,565,967,-0.18
2023,0,48867,Matti Schmid,58.39%,414,709,-0.21
2023,0,31323,Gary Woodland,58.39%,588,1007,-0.17
2023,0,47995,Davis Riley,58.33%,609,1044,-0.22
2023,0,40162,Justin Lower,58.19%,650,1117,-0.23
2023,0,33141,Keegan Bradley,58.15%,542,932,-0.26
2023,0,58168,Davis Thompson,58.10%,699,1203,-0.26
2023,0,47128,Richy Werenski,57.62%,571,991,-0.2
2023,0,48081,Xander Schauffele,57.61%,492,854,-0.34
2023,0,49766,Hank Lebioda,57.57%,331,575,-0.15
2023,0,45157,Cam Davis,57.51%,632,1099,-0.26
2023,0,28252,Seamus Power,57.41%,519,904,-0.16
2023,0,51950,Max McGreevy,57.37%,506,882,-0.13
2023,0,54421,Garrick Higgo,57.30%,710,1239,-0.25
2023,0,33653,Thomas Detry,57.27%,528,922,-0.22
2023,0,32139,Danny Willett,57.26%,422,737,-0.18
2023,0,22371,Aaron Baddeley,57.21%,468,818,-0.21
2023,0,39975,Michael Kim,57.20%,540,944,-0.22
2023,0,34563,Chesson Hadley,57.08%,613,1074,-0.24
2023,0,46441,Robby Shelton,56.97%,650,1141,-0.17
2023,0,57366,Cameron Young,56.97%,531,932,-0.26
2023,0,36799,Stephan Jaeger,56.88%,839,1475,-0.24
2023,0,32791,K.H. Lee,56.72%,646,1139,-0.2
2023,0,40098,Matt Fitzpatrick,56.51%,495,876,-0.22
2023,0,25686,Jason Dufner,56.44%,539,955,-0.2
2023,0,50188,S.H. Kim,56.43%,755,1338,-0.21
2023,0,47988,Nick Hardy,56.28%,690,1226,-0.19
2023,0,55893,Sam Stevens,56.28%,641,1139,-0.19
2023,0,35461,Beau Hossler,56.25%,684,1216,-0.22
2023,0,39067,MJ Daffue,56.05%,574,1024,-0.18
2023,0,34431,Robert Streb,56.05%,482,860,-0.13
2023,0,32757,Patton Kizzire,55.99%,640,1143,-0.23
2023,0,49947,Taylor Moore,55.97%,623,1113,-0.24
2023,0,39335,Kevin Roy,55.85%,406,727,-0.23
2023,0,30692,Scott Stallings,55.70%,518,930,-0.18
2023,0,33448,Justin Thomas,55.66%,516,927,-0.25
2023,0,47347,Adam Schenk,55.65%,753,1353,-0.22
2023,0,47504,Sam Burns,55.51%,559,1007,-0.26
2023,0,51766,Wyndham Clark,55.34%,642,1160,-0.26
2023,0,40006,Erik van Rooyen,55.27%,425,769,-0.22
2023,0,48887,Matt Wallace,55.24%,501,907,-0.19
2023,0,27349,Alex Noren,55.23%,554,1003,-0.23
2023,0,37275,Sam Ryder,55.20%,674,1221,-0.24
2023,0,34046,Jordan Spieth,55.17%,475,861,-0.24
2023,0,54591,Ben Griffin,55.09%,676,1227,-0.22
2023,0,48084,Wesley Bryan,55.02%,230,418,-0.15
2023,0,46970,Jon Rahm,54.98%,458,833,-0.31
2023,0,36724,Augusto Núñez,54.88%,433,789,-0.13
2023,0,39058,Lucas Herbert,54.32%,358,659,-0.21
2023,0,55454,Carl Yuan,53.76%,508,945,-0.24
2023,0,35506,Mackenzie Hughes,53.64%,523,975,-0.19
2023,0,27129,Luke List,53.58%,614,1146,-0.21
2023,0,40250,Taylor Pendrith,53.57%,592,1105,-0.22
2023,0,36699,Patrick Rodgers,53.56%,617,1152,-0.23
2023,0,47591,Eric Cole,53.50%,803,1501,-0.24
2023,0,28237,Rory McIlroy,53.50%,428,800,-0.3
2023,0,37338,Zecheng Dou,53.34%,559,1048,-0.26
2023,0,12716,Charley Hoffman,53.17%,419,788,-0.21
2023,0,32366,Kevin Chappell,53.16%,261,491,-0.24
2023,0,24502,Adam Scott,53.05%,383,722,-0.3
2023,0,55789,Taylor Montgomery,53.04%,620,1169,-0.26
2023,0,57975,Harry Hall,52.99%,532,1004,-0.28
2023,0,33948,Byeong Hun An,52.82%,637,1206,-0.26
2023,0,33597,Harry Higgs,52.71%,428,812,-0.2
2023,0,48117,Kurt Kitayama,52.51%,398,758,-0.23
2023,0,46442,Maverick McNealy,52.48%,349,665,-0.26
2023,0,29289,S.Y. Noh,52.46%,331,631,-0.24
2023,0,27974,Sung Kang,52.45%,225,429,-0.21
2023,0,20229,Stewart Cink,52.33%,472,902,-0.21
2023,0,49453,Trevor Cone,52.33%,449,858,-0.21
2023,0,25632,Jimmy Walker,52.15%,534,1024,-0.19
2023,0,27554,Scott Harrington,52.05%,407,782,-0.24
2023,0,34255,Joseph Bramlett,52.01%,478,919,-0.23
2023,0,58967,Trevor Werbylo,51.82%,413,797,-0.15
2023,0,51634,Sahith Theegala,51.73%,613,1185,-0.25
2023,0,35617,Martin Trainer,51.24%,268,523,-0.21
2023,0,33408,Tyson Alexander,51.04%,489,958,-0.19
2023,0,46601,Trey Mullinax,50.83%,462,909,-0.24
2023,0,32662,Michael Gligic,50.78%,360,709,-0.19
2023,0,48699,Callum Tarren,50.58%,571,1129,-0.2
2023,0,32333,Kevin Tway,50.32%,550,1093,-0.23
2023,0,51491,Brandon Matthews,50.00%,276,552,-0.09
2023,0,52453,Nicolai Hojgaard,49.24%,226,459,-0.23
2023,0,34466,Peter Malnati,49.14%,516,1050,-0.22
2023,0,48119,Ben Taylor,48.96%,564,1152,-0.17
2023,0,27095,Nick Watney,47.43%,350,738,-0.14
2023,0,28420,Ryan Brehm,47.17%,433,918,-0.22
2023,0,29970,Dylan Frittelli,46.23%,362,783,-0.22
2023,0,52411,Kyle Westmoreland,45.41%,351,773,-0.18
2022,0,19803,Ryan Armour,74.75,379,507,-0.13
2022,0,32816,Satoshi Kodaira,73.42,417,568,-0.13
2022,0,31560,Brian Stuard,71.13,675,949,-0.09
2022,0,26476,Chez Reavie,70.25,725,1032,-0.13
2022,0,45526,Abraham Ancer,70.09,450,642,-0.2
2022,0,27214,Kevin Streelman,69.77,771,1105,-0.16
2022,0,30927,Brendon Todd,69.45,673,969,-0.17
2022,0,45609,Tyler Duncan,69.27,620,895,-0.23
2022,0,34076,Joel Dahmen,68.5,722,1054,-0.16
2022,0,27936,Martin Laird,68.44,579,846,-0.17
2022,0,23325,Vaughn Taylor,67.88,374,551,-0.18
2022,0,31557,Jim Herman,67.62,401,593,-0.09
2022,0,46414,Aaron Rai,67.52,657,973,-0.16
2022,0,29535,Brice Garnett,67.43,563,835,-0.18
2022,0,55708,Hayden Buckley,67.29,718,1067,-0.2
2022,0,34098,Russell Henley,67.2,590,878,-0.21
2022,0,25900,Lucas Glover,66.78,784,1174,-0.16
2022,0,30978,Kiradech Aphibarnrat,66.73,347,520,-0.16
2022,0,35879,Kelly Kraft,66.71,521,781,-0.16
2022,0,46435,Austin Cook,66.21,484,731,-0.15
2022,0,39997,Corey Conners,66.03,686,1039,-0.22
2022,0,49298,Kramer Hickok,65.98,671,1017,-0.12
2022,0,29478,Kevin Kisner,65.84,503,764,-0.23
2022,0,32150,Michael Thompson,65.79,673,1023,-0.16
2022,0,33122,Russell Knox,65.77,709,1078,-0.17
2022,0,27644,Brian Harman,65.4,705,1078,-0.18
2022,0,50525,Collin Morikawa,65.37,455,696,-0.23
2022,0,35449,Adam Long,65.36,685,1048,-0.19
2022,0,34256,Andrew Putnam,65.24,732,1122,-0.18
2022,0,31646,Emiliano Grillo,64.83,623,961,-0.21
2022,0,52375,Doug Ghim,64.82,643,992,-0.15
2022,0,47993,Denny McCarthy,64.81,779,1202,-0.19
2022,0,34174,John Huh,64.68,542,838,-0.22
2022,0,39436,Joshua Creel,64.58,330,511,-0.11
2022,0,30926,Chris Kirk,64.58,598,926,-0.21
2022,0,36871,Matthew NeSmith,64.56,714,1106,-0.19
2022,0,39971,Sungjae Im,64.53,693,1074,-0.27
2022,0,36326,David Lipsky,64.15,655,1021,-0.19
2022,0,32640,Troy Merritt,64.07,690,1077,-0.19
2022,0,36801,Mark Hubbard,63.97,483,755,-0.2
2022,0,37455,Si Woo Kim,63.93,741,1159,-0.18
2022,0,29420,Billy Horschel,63.88,511,800,-0.23
2022,0,50095,Austin Smotherman,63.86,553,866,-0.23
2022,0,51950,Max McGreevy,63.51,489,770,-0.13
2022,0,29518,Brendan Steele,63.41,546,861,-0.19
2022,0,40115,Adam Svensson,63.39,734,1158,-0.2
2022,0,27649,Brandt Snedeker,63.2,426,674,-0.16
2022,0,33399,Adam Hadwin,63.18,664,1051,-0.22
2022,0,24024,Zach Johnson,63.03,479,760,-0.17
2022,0,23108,Matt Kuchar,62.97,556,883,-0.2
2022,0,32791,K.H. Lee,62.92,772,1227,-0.2
2022,0,30163,Henrik Norlander,62.92,521,828,-0.16
2022,0,29221,Webb Simpson,62.92,453,720,-0.22
2022,0,28775,Nate Lashley,62.89,527,838,-0.23
2022,0,40006,Erik van Rooyen,62.84,367,584,-0.16
2022,0,39324,J.J. Spaun,62.68,665,1061,-0.21
2022,0,40098,Matt Fitzpatrick,62.52,447,715,-0.2
2022,0,48081,Xander Schauffele,62.49,528,845,-0.29
2022,0,39953,Chase Seiffert,62.48,318,509,-0.14
2022,0,46970,Jon Rahm,62.39,511,819,-0.28
2022,0,21961,Charles Howell III,62.37,406,651,-0.23
2022,0,39546,Keith Mitchell,62.31,653,1048,-0.19
2022,0,47983,Chad Ramey,62.24,473,760,-0.15
2022,0,47995,Davis Riley,62.24,699,1123,-0.21
2022,0,52374,Brandon Wu,62.13,461,742,-0.19
2022,0,51890,Greyson Sigg,62.0,615,992,-0.17
2022,0,24138,Ian Poulter,61.95,324,523,-0.13
2022,0,54628,Lee Hodges,61.92,709,1145,-0.2
2022,0,45522,Christiaan Bezuidenhout,61.87,503,813,-0.2
2022,0,28252,Seamus Power,61.85,509,823,-0.21
2022,0,29908,C.T. Pan,61.76,604,978,-0.18
2022,0,31420,Anirban Lahiri,61.66,529,858,-0.19
2022,0,49947,Taylor Moore,61.63,665,1079,-0.2
2022,0,24925,Jonathan Byrd,61.53,363,590,-0.18
2022,0,33141,Keegan Bradley,61.42,578,941,-0.21
