YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SPIN SPEED,TOTAL ATTEMPTS
2024,9,33448,Justin Thomas,2343.2,1096629,468
2024,-17,46441,Robby Shelton,2342.9,1569729,670
2024,-17,34021,Bud Cauley,2341.1,1196283,511
2024,-12,55893,Sam Stevens,2335.4,1798282,770
2024,9,48117,Kurt Kitayama,2326.2,1004926,432
2024,-15,48887,Matt Wallace,2321.1,1197701,516
2024,4,51890,Greyson Sigg,2319.2,1528338,659
2024,4,28775,Nate Lashley,2318.2,1423398,614
2024,0,48319,Tom Whitney,2317.9,1219191,526
2024,7,36326,David Lipsky,2315.4,1280406,553
2024,-7,47806,Raul Pereda,2313.6,900000,389
2024,-18,51997,Andrew Novak,2309.9,1640023,710
2024,5,34587,Chan Kim,2307.0,1418826,615
2024,5,35532,Tom Hoge,2306.5,1854447,804
2024,-9,51287,Ryo Hisatsune,2305.5,1535489,666
2024,-3,27770,Camilo Villegas,2297.7,948934,413
2024,-29,50095,Austin Smotherman,2279.1,875185,384
2024,6,34563,Chesson Hadley,2275.5,1385800,609
2024,3,49960,Sepp Straka,2267.4,1349095,595
2024,0,29535,Brice Garnett,2257.6,945927,419
2024,-6,39975,Michael Kim,2255.8,1400825,621
2024,-6,34076,Joel Dahmen,2252.0,1743049,774
2024,0,45609,Tyler Duncan,2249.3,1304604,580
2024,1,32791,K.H. Lee,2232.3,1370638,614
2024,2,23108,Matt Kuchar,2229.2,1489077,668
2024,-5,52375,Doug Ghim,2226.4,1623068,729
2024,-1,48084,Wesley Bryan,2223.1,855895,385
2024,0,40162,Justin Lower,2206.4,1608493,729
2024,0,46340,Alex Smalley,2101.8,1105550,526
2024,0,29908,C.T. Pan,2073.3,1098846,530
2023,0,40058,Zac Blair,3082.9,2099474,681
2023,0,47347,Adam Schenk,2958.2,2224596,752
2023,0,27095,Nick Watney,2946.5,1261092,428
2023,0,39997,Corey Conners,2913.4,2129692,731
2023,0,50493,Justin Suh,2894.8,2214559,765
2023,0,46414,Aaron Rai,2879.5,2364053,821
2023,0,36801,Mark Hubbard,2871.4,2308583,804
2023,0,32333,Kevin Tway,2853.7,1703637,597
2023,0,31577,Tano Goya,2834.2,1456776,514
2023,0,34409,David Lingmerth,2828.2,1773303,627
2023,0,35310,Lanto Griffin,2801.3,952451,340
2023,0,34256,Andrew Putnam,2794.5,2283106,817
2023,0,39335,Kevin Roy,2789.8,1219130,437
2023,0,22371,Aaron Baddeley,2788.3,1279840,459
2023,0,34610,Matthias Schwab,2788.1,2135715,766
2023,0,27554,Scott Harrington,2785.7,1498712,538
2023,0,31202,William McGirt,2785.1,1097316,394
2023,0,35449,Adam Long,2784.7,2266721,814
2023,0,39058,Lucas Herbert,2779.3,961642,346
2023,0,27349,Alex Noren,2774.2,1720004,620
2023,0,27936,Martin Laird,2771.6,1665720,601
2023,0,33122,Russell Knox,2765.9,2190600,792
2023,0,28252,Seamus Power,2758.9,1575357,571
2023,0,34098,Russell Henley,2746.3,1903155,693
2023,0,33413,Ben Martin,2730.0,1949195,714
2023,0,51491,Brandon Matthews,2729.4,376653,138
2023,0,32640,Troy Merritt,2723.2,1854506,681
2023,0,52374,Brandon Wu,2722.2,2360140,867
2023,0,36799,Stephan Jaeger,2715.9,2707749,997
2023,0,29725,Tony Finau,2715.3,1789372,659
2023,0,33204,Shane Lowry,2710.6,1203517,444
2023,0,34099,Harris English,2708.1,1470479,543
2023,0,56762,Will Gordon,2704.7,1327996,491
2023,0,40115,Adam Svensson,2696.8,2532263,939
2023,0,36871,Matt NeSmith,2688.2,2061812,767
2023,0,58967,Trevor Werbylo,2685.8,1447637,539
2023,0,37275,Sam Ryder,2683.6,2345509,874
2023,0,51950,Max McGreevy,2678.1,1638986,612
2023,0,54591,Ben Griffin,2677.1,2117548,791
2023,0,32839,Hideki Matsuyama,2674.9,1744016,652
2023,0,35506,Mackenzie Hughes,2674.5,1794578,671
2023,0,46435,Austin Cook,2663.9,1518411,570
2023,0,33399,Adam Hadwin,2661.9,2132202,801
2023,0,34431,Robert Streb,2661.5,1564966,588
2023,0,35879,Kelly Kraft,2654.0,1881714,709
2023,0,32102,Rickie Fowler,2653.5,1525785,575
2023,0,31323,Gary Woodland,2647.1,1260035,476
2023,0,45242,Kevin Yu,2640.8,815993,309
2023,0,48081,Xander Schauffele,2638.4,1205752,457
2023,0,39977,Max Homa,2638.2,1735936,658
2023,0,49453,Trevor Cone,2637.7,1561536,592
2023,0,51414,Brent Grant,2636.5,1239135,470
2023,0,33653,Thomas Detry,2631.7,1323767,503
2023,0,47993,Denny McCarthy,2630.8,2012595,765
2023,0,52411,Kyle Westmoreland,2625.6,929454,354
2023,0,49960,Sepp Straka,2624.6,1923854,733
2023,0,39971,Sungjae Im,2623.9,2285435,871
2023,0,51070,Vincent Norrman,2622.3,1311138,500
2023,0,53165,Doc Redman,2622.2,1714894,654
2023,0,34466,Peter Malnati,2621.0,2060125,786
2023,0,57366,Cameron Young,2619.0,916650,350
2023,0,40006,Erik van Rooyen,2618.9,1251824,478
2023,0,51997,Andrew Novak,2617.6,1528661,584
2023,0,39324,J.J. Spaun,2617.0,2046520,782
2023,0,33141,Keegan Bradley,2616.6,1575218,602
2023,0,56630,Akshay Bhatia,2613.0,1340452,513
2023,0,35450,Patrick Cantlay,2606.4,1443959,554
2023,0,47591,Eric Cole,2605.6,2537903,974
2023,0,57975,Harry Hall,2602.5,1616164,621
2023,0,47504,Sam Burns,2599.7,1375229,529
2023,0,27974,Sung Kang,2598.0,665082,256
2023,0,25900,Lucas Glover,2596.5,1848674,712
2023,0,27129,Luke List,2594.0,1878022,724
2023,0,35617,Martin Trainer,2592.7,876342,338
2023,0,39546,Keith Mitchell,2589.2,1662297,642
2023,0,54628,Lee Hodges,2588.3,2153494,832
2023,0,36699,Patrick Rodgers,2588.1,2140387,827
2023,0,32662,Michael Gligic,2587.8,1112756,430
2023,0,27214,Kevin Streelman,2587.5,1904379,736
2023,0,35532,Tom Hoge,2587.4,1935386,748
2023,0,22405,Justin Rose,2585.9,1124856,435
2023,0,30911,Tommy Fleetwood,2579.3,1318042,511
2023,0,30927,Brendon Todd,2578.6,2091229,811
2023,0,25818,Scott Piercy,2574.7,1954229,759
2023,0,40250,Taylor Pendrith,2572.7,1795716,698
2023,0,23108,Matt Kuchar,2572.3,1972950,767
2023,0,39067,MJ Daffue,2569.3,1634058,636
2023,0,45522,Christiaan Bezuidenhout,2568.8,1877827,731
2023,0,32448,James Hahn,2564.0,1484567,579
2023,0,51766,Wyndham Clark,2562.5,978872,382
2023,0,29221,Webb Simpson,2561.4,1124439,439
2023,0,55454,Carl Yuan,2559.9,1607618,628
2023,0,27963,Chris Stroud,2559.2,977625,382
2023,0,33408,Tyson Alexander,2556.9,1623640,635
2023,0,27644,Brian Harman,2556.1,2170160,849
2023,0,36724,Augusto Núñez,2551.1,1206680,473
2023,0,29970,Dylan Frittelli,2550.8,1341702,526
2023,0,48867,Matti Schmid,2546.2,870807,342
2023,0,29420,Billy Horschel,2544.8,1208765,475
2023,0,52372,Cameron Champ,2541.7,574426,226
2023,0,23320,Ryan Palmer,2541.3,1702662,670
2023,0,47988,Nick Hardy,2540.8,1900524,748
2023,0,37338,Zecheng Dou,2540.4,1790947,705
2023,0,48699,Callum Tarren,2538.3,1604182,632
2023,0,25493,Nick Taylor,2536.9,1697201,669
2023,0,51349,Nico Echavarria,2536.4,1389950,548
2023,0,49947,Taylor Moore,2533.5,1915353,756
2023,0,47128,Richy Werenski,2532.9,1555221,614
2023,0,40162,Justin Lower,2530.8,1731047,684
2023,0,24925,Jonathan Byrd,2528.3,804012,318
2023,0,54421,Garrick Higgo,2526.8,1728316,684
2023,0,48119,Ben Taylor,2522.5,1538712,610
2023,0,32366,Kevin Chappell,2522.0,877640,348
2023,0,58696,Peter Kuest,2521.1,690794,274
2023,0,49298,Kramer Hickok,2520.4,1731539,687
2023,0,46601,Trey Mullinax,2515.6,1257787,500
2023,0,52513,Carson Young,2515.6,1660301,660
2023,0,39954,Cody Gribble,2513.8,1111085,442
2023,0,24024,Zach Johnson,2513.5,1296981,516
2023,0,54783,Dylan Wu,2511.6,1753107,698
2023,0,37455,Si Woo Kim,2509.2,2323558,926
2023,0,45609,Tyler Duncan,2505.4,1866505,745
2023,0,50188,S.H. Kim,2503.5,2065357,825
2023,0,52453,Nicolai Hojgaard,2500.8,682713,273
2023,0,55182,Tom Kim,2498.7,1766555,707
2023,0,28089,Jason Day,2496.7,1320741,529
2023,0,19803,Ryan Armour,2496.3,1774858,711
2023,0,55708,Hayden Buckley,2495.5,1427413,572
2023,0,55789,Taylor Montgomery,2494.4,1486678,596
2023,0,52955,Ludvig Åberg,2493.6,810424,325
2023,0,47995,Davis Riley,2493.4,1630653,654
2023,0,34255,Joseph Bramlett,2491.0,1098534,441
2023,0,24502,Adam Scott,2483.8,991044,399
2023,0,33410,Andrew Landry,2483.7,1557255,627
2023,0,26596,Ryan Moore,2482.8,1695776,683
2023,0,32139,Danny Willett,2481.0,1235552,498
2023,0,34046,Jordan Spieth,2478.6,1402904,566
2023,0,31560,Brian Stuard,2475.3,1195576,483
2023,0,30163,Henrik Norlander,2474.6,1440191,582
2023,0,12716,Charley Hoffman,2472.3,1300437,526
2023,0,46717,Viktor Hovland,2465.0,1456842,591
2023,0,34363,Tyrrell Hatton,2464.5,1505791,611
2023,0,55893,Sam Stevens,2463.0,1970368,800
2023,0,34076,Joel Dahmen,2462.8,1955485,794
2023,0,31646,Emiliano Grillo,2462.3,1873838,761
2023,0,46441,Robby Shelton,2461.7,1757636,714
2023,0,46442,Maverick McNealy,2461.5,935365,380
2023,0,35901,Paul Haley II,2460.6,1734689,705
2023,0,58168,Davis Thompson,2458.7,1679313,683
2023,0,28420,Ryan Brehm,2458.1,1258556,512
2023,0,48084,Wesley Bryan,2456.4,636216,259
2023,0,49766,Hank Lebioda,2451.1,926501,378
2023,0,32791,K.H. Lee,2450.3,1663724,679
2023,0,40098,Matt Fitzpatrick,2450.0,1445478,590
2023,0,48117,Kurt Kitayama,2449.1,646564,264
2023,0,24140,Sean O'Hair,2445.7,699477,286
2023,0,26476,Chez Reavie,2445.2,1963497,803
2023,0,47983,Chad Ramey,2438.9,2136475,876
2023,0,46046,Scottie Scheffler,2438.5,1567945,643
2023,0,29289,S.Y. Noh,2434.6,1022514,420
2023,0,39975,Michael Kim,2434.3,1472748,605
2023,0,46970,Jon Rahm,2428.2,1065959,439
2023,0,25632,Jimmy Walker,2426.0,1559930,643
2023,0,31557,Jim Herman,2422.0,1300629,537
2023,0,57362,Austin Eckroat,2419.3,1599129,661
2023,0,33948,Byeong Hun An,2418.5,1780018,736
2023,0,25686,Jason Dufner,2415.7,1521916,630
2023,0,51890,Greyson Sigg,2413.4,2092431,867
2023,0,32757,Patton Kizzire,2409.7,1821702,756
2023,0,20229,Stewart Cink,2409.6,1387916,576
2023,0,45157,Cam Davis,2405.9,1498870,623
2023,0,30926,Chris Kirk,2404.7,1777066,739
2023,0,35461,Beau Hossler,2400.3,1982650,826
2023,0,34563,Chesson Hadley,2397.4,1613473,673
2023,0,51634,Sahith Theegala,2396.7,1866996,779
2023,0,48887,Matt Wallace,2378.0,1243676,523
2023,0,59018,Ryan Gerard,2374.8,1071021,451
2023,0,49771,J.T. Poston,2374.0,1799498,758
2023,0,36326,David Lipsky,2366.6,1737109,734
2023,0,50525,Collin Morikawa,2362.7,1389272,588
2023,0,46340,Alex Smalley,2360.7,1801187,763
2023,0,32816,Satoshi Kodaira,2341.5,1037284,443
2023,0,50095,Austin Smotherman,2340.8,1654916,707
2023,0,29535,Brice Garnett,2339.0,1419761,607
2023,0,47079,Harrison Endycott,2336.0,1539421,659
2023,0,33597,Harry Higgs,2333.7,1376888,590
2023,0,22056,Cameron Percy,2332.8,1049757,450
2023,0,28775,Nate Lashley,2328.5,1827870,785
2023,0,28237,Rory McIlroy,2324.8,829963,357
2023,0,30692,Scott Stallings,2314.0,1346773,582
2023,0,33448,Justin Thomas,2313.9,1291141,558
2023,0,29908,C.T. Pan,2302.9,829031,360
2023,0,52375,Doug Ghim,2300.5,1414834,615
2022,0,47347,Adam Schenk,3040.5,1863841,613
2022,0,27095,Nick Watney,3033.8,1441039,475
2022,0,36799,Stephan Jaeger,2986.0,1908041,639
2022,0,39997,Corey Conners,2965.9,2004919,676
2022,0,30978,Kiradech Aphibarnrat,2959.0,1065252,360
2022,0,27139,David Skinns,2941.6,1188401,404
2022,0,24361,Pat Perez,2941.3,1305939,444
2022,0,34256,Andrew Putnam,2908.3,1931093,664
2022,0,39977,Max Homa,2902.0,1709276,589
2022,0,27349,Alex Noren,2880.8,1178241,409
2022,0,36801,Mark Hubbard,2846.9,1417758,498
2022,0,46414,Aaron Rai,2844.7,1698257,597
2022,0,27936,Martin Laird,2826.3,1596878,565
2022,0,40115,Adam Svensson,2807.2,2068901,737
2022,0,48822,Sebastián Muñoz,2794.3,1813518,649
2022,0,37275,Sam Ryder,2789.8,1930525,692
2022,0,47529,Mito Pereira,2785.8,1969537,707
2022,0,35310,Lanto Griffin,2774.4,1570334,566
2022,0,34431,Robert Streb,2767.2,1759969,636
2022,0,10381,Curtis Thompson,2765.5,873903,316
2022,0,33486,Roger Sloan,2764.4,1550807,561
2022,0,35449,Adam Long,2758.6,1914500,694
2022,0,35110,Brett Drewitt,2756.5,926178,336
2022,0,34466,Peter Malnati,2755.8,2381040,864
2022,0,21961,Charles Howell III,2749.8,1152166,419
2022,0,32333,Kevin Tway,2733.2,1473169,539
2022,0,39546,Keith Mitchell,2730.6,1657447,607
2022,0,24502,Adam Scott,2724.1,1386559,509
2022,0,54421,Garrick Higgo,2723.9,789942,290
2022,0,33419,Cameron Tringale,2723.9,1498144,550
2022,0,48084,Wesley Bryan,2723.2,797905,293
2022,0,28252,Seamus Power,2722.6,1154390,424
2022,0,31557,Jim Herman,2722.3,925565,340
2022,0,51997,Andrew Novak,2720.0,1229428,452
2022,0,32640,Troy Merritt,2719.5,1898224,698
2022,0,33490,Bo Hoag,2714.9,803599,296
2022,0,51766,Wyndham Clark,2714.0,1508981,556
2022,0,29289,S.Y. Noh,2713.9,1164244,429
2022,0,31323,Gary Woodland,2713.9,1115414,411
2022,0,34610,Matthias Schwab,2708.6,1291982,477
2022,0,48699,Callum Tarren,2705.4,1171438,433
2022,0,28114,Dawie van der Walt,2703.6,1230157,455
2022,0,36884,Ben Kohles,2700.9,1023642,379
2022,0,57366,Cameron Young,2690.8,1471868,547
2022,0,26300,Matt Jones,2687.0,1179611,439
2022,0,27129,Luke List,2686.7,1566354,583
2022,0,29725,Tony Finau,2685.2,1519836,566
2022,0,52372,Cameron Champ,2681.4,858035,320
2022,0,32150,Michael Thompson,2676.2,1857250,694
2022,0,32366,Kevin Chappell,2675.5,1040758,389
2022,0,34360,Patrick Reed,2673.4,1109467,415
2022,0,35617,Martin Trainer,2672.9,1381898,517
2022,0,48081,Xander Schauffele,2669.4,1041060,390
2022,0,39971,Sungjae Im,2668.0,1710193,641
2022,0,36852,Jim Knous,2667.8,821677,308
2022,0,35532,Tom Hoge,2667.0,1722910,646
2022,0,26851,Marc Leishman,2667.0,1224154,459
2022,0,33204,Shane Lowry,2666.1,887822,333
2022,0,33122,Russell Knox,2658.0,1709110,643
2022,0,51894,Vince Whaley,2654.3,1563411,589
2022,0,47995,Davis Riley,2650.9,1852965,699
2022,0,32839,Hideki Matsuyama,2650.4,1139683,430
2022,0,29970,Dylan Frittelli,2649.9,1571395,593
2022,0,24925,Jonathan Byrd,2648.6,1006459,380
2022,0,23983,Luke Donald,2648.1,1027476,388
2022,0,39058,Lucas Herbert,2647.4,778321,294
2022,0,36871,Matt NeSmith,2646.4,1458175,551
2022,0,49947,Taylor Moore,2644.5,1999271,756
2022,0,24980,Scott Gutschewski,2643.7,853929,323
2022,0,33399,Adam Hadwin,2641.8,1672239,633
2022,0,51950,Max McGreevy,2640.8,1264953,479
2022,0,34098,Russell Henley,2635.9,1402282,532
2022,0,45157,Cam Davis,2628.0,1471685,560
2022,0,27649,Brandt Snedeker,2626.9,1203115,458
2022,0,52374,Brandon Wu,2622.9,1093746,417
2022,0,27064,Jhonattan Vegas,2622.7,1177610,449
2022,0,47483,Will Zalatoris,2622.7,1222163,466
2022,0,47988,Nick Hardy,2622.6,967731,369
2022,0,36689,Brooks Koepka,2619.0,675701,258
2022,0,34076,Joel Dahmen,2618.3,1680945,642
2022,0,29926,Danny Lee,2614.4,826153,316
2022,0,24138,Ian Poulter,2613.8,755397,289
2022,0,46970,Jon Rahm,2613.8,1037668,397
2022,0,46402,Talor Gooch,2612.6,917017,351
2022,0,45609,Tyler Duncan,2611.9,1483549,568
2022,0,25198,Francesco Molinari,2607.7,933573,358
2022,0,48887,Matt Wallace,2605.0,1187867,456
2022,0,35450,Patrick Cantlay,2602.2,1040880,400
2022,0,29974,Branden Grace,2602.0,845634,325
2022,0,46442,Maverick McNealy,2601.1,1555437,598
2022,0,27214,Kevin Streelman,2600.3,1877409,722
2022,0,55708,Hayden Buckley,2598.9,1639936,631
2022,0,25686,Jason Dufner,2594.2,918335,354
2022,0,29478,Kevin Kisner,2589.5,1211877,468
2022,0,32662,Michael Gligic,2587.1,1267703,490
2022,0,40250,Taylor Pendrith,2581.1,1331861,516
2022,0,40006,Erik van Rooyen,2579.8,619151,240
2022,0,46435,Austin Cook,2579.4,1281978,497
2022,0,32448,James Hahn,2576.9,1378650,535
2022,0,34046,Jordan Spieth,2576.5,1306302,507
2022,0,51890,Greyson Sigg,2572.4,1772396,689
2022,0,46046,Scottie Scheffler,2568.5,1487137,579
2022,0,32757,Patton Kizzire,2565.6,1713822,668
2022,0,35879,Kelly Kraft,2565.1,1331285,519
2022,0,33667,Carlos Ortiz,2563.5,1261235,492
2022,0,39953,Chase Seiffert,2562.9,845744,330
2022,0,30692,Scott Stallings,2561.2,1723690,673
2022,0,23108,Matt Kuchar,2559.4,1302729,509
2022,0,49298,Kramer Hickok,2558.7,1606853,628
2022,0,49960,Sepp Straka,2557.0,1424234,557
2022,0,30163,Henrik Norlander,2556.2,1257637,492
2022,0,53165,Doc Redman,2556.1,1446750,566
2022,0,54628,Lee Hodges,2555.6,1947356,762
2022,0,45540,Jared Wolfe,2553.7,921878,361
2022,0,47504,Sam Burns,2551.5,1314041,515
2022,0,37455,Si Woo Kim,2548.0,1829459,718
2022,0,45522,Christiaan Bezuidenhout,2543.5,1236123,486
2022,0,33141,Keegan Bradley,2543.5,1312429,516
2022,0,28089,Jason Day,2538.5,1040784,410
2022,0,29420,Billy Horschel,2537.7,1103885,435
2022,0,48117,Kurt Kitayama,2537.7,994772,392
2022,0,31560,Brian Stuard,2537.6,1611374,635
2022,0,40098,Matt Fitzpatrick,2536.6,1007011,397
2022,0,32102,Rickie Fowler,2534.2,1267106,500
2022,0,22405,Justin Rose,2532.3,721697,285
2022,0,30927,Brendon Todd,2530.4,1543544,610
2022,0,39324,J.J. Spaun,2527.6,1599969,633
2022,0,31420,Anirban Lahiri,2524.3,1466601,581
