YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
2024,0,45609,Tyler Duncan,0.264,14.802,56
2024,0,49947,Taylor Moore,0.261,23.007,88
2024,0,48867,Matti Schmid,0.259,16.327,63
2024,0,59095,Chris Gotterup,0.253,16.717,66
2024,0,47988,Nick Hardy,0.253,19.195,76
2024,0,49960,Sepp Straka,0.253,16.706,66
2024,0,34587,Chan Kim,0.242,17.189,71
2024,0,50095,Austin Smotherman,0.236,8.951,38
2024,0,33204,Shane Lowry,0.234,14.286,61
2024,0,55454,Carl Yuan,0.23,12.409,54
2024,0,51070,Vincent Norrman,0.214,9.839,46
2024,0,35310,Lanto Griffin,0.204,11.854,58
2024,0,48319,Tom Whitney,0.197,9.829,50
2024,0,36699,Patrick Rodgers,0.189,16.783,89
2024,0,56630,Akshay Bhatia,0.188,14.831,79
2024,0,47347,Adam Schenk,0.188,15.237,81
2024,0,35450,Patrick Cantlay,0.187,10.309,55
2024,0,59143,Mac Meissner,0.184,11.988,65
2024,0,51977,Max Greyserman,0.18,11.525,64
2024,0,32333,Kevin Tway,0.177,7.972,45
2024,0,34021,Bud Cauley,0.176,8.989,51
2024,0,29936,Ryan Fox,0.175,12.102,69
2024,0,33141,Keegan Bradley,0.173,12.309,71
2024,0,29725,Tony Finau,0.161,11.455,71
2024,0,51997,Andrew Novak,0.159,12.277,77
2024,0,40250,Taylor Pendrith,0.149,10.587,71
2024,0,29420,Billy Horschel,0.146,9.763,67
2024,0,12716,Charley Hoffman,0.135,8.257,61
2024,0,33448,Justin Thomas,0.135,8.106,60
2024,0,28089,Jason Day,0.132,7.767,59
2024,0,55182,Tom Kim,0.132,9.504,72
2024,0,47483,Will Zalatoris,0.128,7.524,59
2024,0,23320,Ryan Palmer,0.125,4.507,36
2024,0,33653,Thomas Detry,0.12,7.791,65
2024,0,32791,K.H. Lee,0.118,8.023,68
2024,0,27349,Alex Noren,0.118,7.076,60
2024,0,28420,Ryan Brehm,0.103,4.721,46
2024,0,27129,Luke List,0.103,6.814,66
2024,0,39327,Ben Silverman,0.097,6.874,71
2024,0,34099,Harris English,0.095,7.425,78
2024,0,35461,Beau Hossler,0.086,6.798,79
2024,0,37212,Paul Barjon,0.085,3.737,44
2024,0,47679,Victor Perez,0.084,5.141,61
2024,0,27644,Brian Harman,0.083,6.522,79
2024,0,59836,Pierceson Coody,0.072,4.469,62
2024,0,55708,Hayden Buckley,0.069,4.135,60
2024,0,52666,Sami Valimaki,0.067,3.815,57
2024,0,60067,Joe Highsmith,0.066,3.846,58
2024,0,27214,Kevin Streelman,0.064,3.652,57
2024,0,34563,Chesson Hadley,0.062,3.808,61
2024,0,28252,Seamus Power,0.059,5.219,89
2024,0,40115,Adam Svensson,0.059,5.901,100
2024,0,31646,Emiliano Grillo,0.057,4.377,77
2024,0,36801,Mark Hubbard,0.054,4.767,88
2024,0,31323,Gary Woodland,0.053,3.827,72
2024,0,48084,Wesley Bryan,0.047,1.661,35
2024,0,51287,Ryo Hisatsune,0.041,2.888,70
2024,0,40098,Matt Fitzpatrick,0.036,2.227,62
2024,0,30163,Henrik Norlander,0.034,1.687,49
2024,0,48153,Matthieu Pavon,0.027,1.411,53
2024,0,36884,Ben Kohles,0.015,1.072,73
2024,0,34098,Russell Henley,0.014,0.91,64
2024,0,52453,Nicolai Højgaard,0.013,0.571,45
2024,0,57900,Chandler Phillips,0.005,0.369,75
2024,0,33399,Adam Hadwin,-0.002,-0.16,71
2024,0,49771,J.T. Poston,-0.011,-0.846,77
2024,0,39324,J.J. Spaun,-0.016,-1.158,73
2024,0,25900,Lucas Glover,-0.017,-1.286,77
2024,0,36871,Matt NeSmith,-0.02,-1.217,62
2024,0,54628,Lee Hodges,-0.023,-1.996,86
2024,0,29908,C.T. Pan,-0.023,-1.323,57
2024,0,51349,Nico Echavarria,-0.029,-2.027,70
2024,0,47420,Jake Knapp,-0.045,-3.127,69
2024,0,26596,Ryan Moore,-0.048,-3.085,64
2024,0,22405,Justin Rose,-0.061,-3.238,53
2024,0,35532,Tom Hoge,-0.062,-5.608,91
2024,0,32757,Patton Kizzire,-0.062,-3.304,53
2024,0,51890,Greyson Sigg,-0.066,-4.384,66
2024,0,32367,Jorge Campillo,-0.096,-4.029,42
2024,0,24024,Zach Johnson,-0.099,-4.258,43
2024,0,29221,Webb Simpson,-0.1,-4.907,49
2024,0,56149,Wilson Furr,-0.102,-4.694,46
2024,0,45157,Cam Davis,-0.109,-7.842,72
2024,0,32366,Kevin Chappell,-0.112,-4.609,41
2024,0,47983,Chad Ramey,-0.116,-8.006,69
2024,0,54591,Ben Griffin,-0.12,-10.887,91
2024,0,25493,Nick Taylor,-0.12,-9.084,76
2024,0,27330,Josh Teater,-0.122,-4.636,38
2024,0,32640,Troy Merritt,-0.123,-7.143,58
2024,0,52514,Trace Crowe,-0.134,-7.111,53
2024,0,59442,Parker Coody,-0.148,-7.103,48
2024,0,29535,Brice Garnett,-0.173,-7.444,43
2024,0,32070,Rafael Campos,-0.18,-7.926,44
2024,0,32102,Rickie Fowler,-0.18,-12.264,68
2024,0,57975,Harry Hall,-0.181,-12.883,71
2024,0,54421,Garrick Higgo,-0.184,-11.577,63
2024,0,50493,Justin Suh,-0.203,-12.592,62
2024,0,50188,S.H. Kim,-0.206,-18.521,90
2024,0,23108,Matt Kuchar,-0.228,-15.258,67
2024,0,45522,Christiaan Bezuidenhout,-0.233,-16.797,72
2024,0,40162,Justin Lower,-0.234,-19.415,83
2024,0,27139,David Skinns,-0.234,-15.879,68
2024,0,39975,Michael Kim,-0.239,-15.028,63
2024,0,28775,Nate Lashley,-0.243,-15.051,62
2024,0,59866,Nick Dunlap,-0.245,-15.703,64
2024,0,48887,Matt Wallace,-0.246,-14.262,58
2024,0,60004,Jacob Bridgeman,-0.251,-15.059,60
2024,0,54783,Dylan Wu,-0.287,-20.088,70
2024,0,35506,Mackenzie Hughes,-0.289,-24.289,84
2024,0,40058,Zac Blair,-0.294,-21.742,74
2024,0,47993,Denny McCarthy,-0.324,-25.585,79
2024,0,37275,Sam Ryder,-0.332,-19.938,60
2024,0,50497,Adrien Dumont de Chassart,-0.336,-19.459,58
2024,0,48699,Callum Tarren,-0.344,-19.957,58
2024,0,47591,Eric Cole,-0.346,-33.206,96
2024,0,33486,Roger Sloan,-0.348,-18.809,54
2024,0,27936,Martin Laird,-0.357,-20.705,58
2024,0,47995,Davis Riley,-0.36,-25.192,70
2024,0,33968,Thorbjørn Olesen,-0.372,-14.873,40
2024,0,39977,Max Homa,-0.383,-26.396,69
2024,0,60767,Blaine Hale Jr.,-0.384,-14.575,38
2024,0,30927,Brendon Todd,-0.398,-35.451,89
2024,0,36326,David Lipsky,-0.415,-24.055,58
2024,0,26476,Chez Reavie,-0.437,-24.482,56
2024,0,52374,Brandon Wu,-0.478,-30.1,63
2024,0,34256,Andrew Putnam,-0.485,-36.348,75
2024,0,46113,Ryan McCormick,-0.52,-24.45,47
2024,0,27649,Brandt Snedeker,-0.561,-29.148,52
2024,0,46441,Robby Shelton,-0.577,-38.084,66
2024,0,34466,Peter Malnati,-0.589,-40.079,68
2024,0,51894,Vince Whaley,-0.62,-33.486,54
2024,0,35617,Martin Trainer,-0.649,-26.606,41
2024,0,48119,Ben Taylor,-0.675,-36.472,54
2024,0,29478,Kevin Kisner,-0.732,-34.398,47
2024,0,33408,Tyson Alexander,-0.806,-49.191,61
2024,0,47806,Raul Pereda,-0.836,-30.089,36
2024,0,27770,Camilo Villegas,-0.96,-42.252,44
2024,0,22371,Aaron Baddeley,-1.031,-60.847,59
2024,0,34374,Erik Barnes,-1.143,-50.277,44
2024,0,55789,Taylor Montgomery,-1.352,-63.557,47
2023,0,46046,Scottie Scheffler,1.021,75.522,74
2023,0,52955,Ludvig Åberg,0.982,44.195,45
2023,0,28237,Rory McIlroy,0.907,52.595,58
2023,0,35450,Patrick Cantlay,0.852,52.812,62
2023,0,51414,Brent Grant,0.806,45.969,57
2023,0,45242,Kevin Yu,0.803,38.542,48
2023,0,39546,Keith Mitchell,0.743,55.008,74
2023,0,46717,Viktor Hovland,0.741,51.903,70
2023,0,27129,Luke List,0.641,53.236,83
2023,0,55708,Hayden Buckley,0.611,39.708,65
2023,0,39997,Corey Conners,0.586,43.956,75
2023,0,57366,Cameron Young,0.581,38.898,67
2023,0,39067,MJ Daffue,0.571,42.263,74
2023,0,49453,Trevor Cone,0.55,34.67,63
2023,0,34363,Tyrrell Hatton,0.533,35.166,66
2023,0,31323,Gary Woodland,0.533,39.447,74
2023,0,45157,Cam Davis,0.514,41.082,80
2023,0,54421,Garrick Higgo,0.509,45.83,90
2023,0,52372,Cameron Champ,0.49,28.887,59
2023,0,58696,Peter Kuest,0.488,19.018,39
2023,0,50525,Collin Morikawa,0.487,30.187,62
2023,0,45609,Tyler Duncan,0.484,38.207,79
2023,0,51070,Vincent Norrman,0.469,30.491,65
2023,0,39971,Sungjae Im,0.467,39.669,85
2023,0,37455,Si Woo Kim,0.462,39.719,86
2023,0,58168,Davis Thompson,0.449,39.048,87
2023,0,33948,Byeong Hun An,0.447,39.815,89
2023,0,24502,Adam Scott,0.421,21.907,52
2023,0,50188,S.H. Kim,0.412,39.946,97
2023,0,33204,Shane Lowry,0.408,22.856,56
2023,0,55893,Sam Stevens,0.4,33.211,83
2023,0,56630,Akshay Bhatia,0.389,22.574,58
2023,0,30911,Tommy Fleetwood,0.388,24.036,62
2023,0,57362,Austin Eckroat,0.363,26.137,72
2023,0,46970,Jon Rahm,0.36,21.626,60
2023,0,56762,Will Gordon,0.358,31.83,89
2023,0,28089,Jason Day,0.346,22.152,64
2023,0,46414,Aaron Rai,0.343,29.826,87
2023,0,36799,Stephan Jaeger,0.332,35.555,107
2023,0,40250,Taylor Pendrith,0.32,25.578,80
2023,0,39977,Max Homa,0.317,24.399,77
2023,0,32448,James Hahn,0.315,21.728,69
2023,0,39324,J.J. Spaun,0.293,24.338,83
2023,0,29725,Tony Finau,0.288,21.032,73
2023,0,25900,Lucas Glover,0.282,22.571,80
2023,0,47504,Sam Burns,0.266,19.409,73
2023,0,48081,Xander Schauffele,0.265,16.403,62
2023,0,27644,Brian Harman,0.254,20.059,79
2023,0,46340,Alex Smalley,0.254,23.616,93
2023,0,52375,Doug Ghim,0.247,18.257,74
2023,0,54628,Lee Hodges,0.245,21.809,89
2023,0,48867,Matti Schmid,0.237,12.343,52
2023,0,35461,Beau Hossler,0.23,20.224,88
2023,0,34255,Joseph Bramlett,0.226,15.376,68
2023,0,40098,Matt Fitzpatrick,0.211,13.286,63
2023,0,23320,Ryan Palmer,0.21,13.623,65
2023,0,31646,Emiliano Grillo,0.203,17.872,88
2023,0,33141,Keegan Bradley,0.202,13.503,67
2023,0,34046,Jordan Spieth,0.2,12.399,62
2023,0,40115,Adam Svensson,0.2,20.573,103
2023,0,36699,Patrick Rodgers,0.199,16.743,84
2023,0,33448,Justin Thomas,0.198,13.296,67
2023,0,34098,Russell Henley,0.197,14.412,73
2023,0,48699,Callum Tarren,0.188,15.455,82
2023,0,34076,Joel Dahmen,0.184,13.464,73
2023,0,39058,Lucas Herbert,0.181,8.711,48
2023,0,55454,Carl Yuan,0.171,11.813,69
2023,0,22056,Cameron Percy,0.17,7.635,45
2023,0,39954,Cody Gribble,0.16,8.011,50
2023,0,52374,Brandon Wu,0.159,13.516,85
2023,0,35310,Lanto Griffin,0.149,6.71,45
2023,0,27554,Scott Harrington,0.149,8.471,57
2023,0,31577,Tano Goya,0.145,9.422,65
2023,0,51766,Wyndham Clark,0.139,11.954,86
2023,0,55182,Tom Kim,0.128,9.746,76
2023,0,37338,Zecheng Dou,0.127,9.688,76
2023,0,32102,Rickie Fowler,0.126,10.206,81
2023,0,36724,Augusto Núñez,0.111,6.448,58
2023,0,52411,Kyle Westmoreland,0.093,5.422,58
2023,0,47988,Nick Hardy,0.09,7.968,89
2023,0,32839,Hideki Matsuyama,0.086,6.047,70
2023,0,52513,Carson Young,0.086,6.421,75
2023,0,51890,Greyson Sigg,0.064,5.681,89
2023,0,40006,Erik van Rooyen,0.063,3.546,56
2023,0,47347,Adam Schenk,0.056,5.495,98
2023,0,53165,Doc Redman,0.052,3.473,67
2023,0,50493,Justin Suh,0.052,5.002,97
2023,0,33413,Ben Martin,0.048,3.813,80
2023,0,32333,Kevin Tway,0.046,3.665,80
2023,0,32791,K.H. Lee,0.035,2.873,82
2023,0,47993,Denny McCarthy,0.035,3.042,88
2023,0,30692,Scott Stallings,0.031,2.061,67
2023,0,33653,Thomas Detry,0.029,1.947,67
2023,0,23108,Matt Kuchar,0.027,2.12,79
2023,0,49298,Kramer Hickok,0.024,1.879,78
2023,0,50095,Austin Smotherman,0.016,1.33,81
2023,0,30926,Chris Kirk,0.009,0.647,76
2023,0,27214,Kevin Streelman,0.007,0.567,85
2023,0,36871,Matt NeSmith,0.006,0.488,84
2023,0,54783,Dylan Wu,0.006,0.462,79
2023,0,51997,Andrew Novak,-0.01,-0.702,68
2023,0,49960,Sepp Straka,-0.01,-0.758,77
2023,0,33399,Adam Hadwin,-0.011,-0.903,81
2023,0,47983,Chad Ramey,-0.015,-1.376,89
2023,0,47995,Davis Riley,-0.017,-1.294,76
2023,0,39975,Michael Kim,-0.019,-1.332,69
2023,0,32640,Troy Merritt,-0.026,-1.829,70
2023,0,51491,Brandon Matthews,-0.029,-1.236,42
2023,0,24140,Sean O'Hair,-0.031,-0.957,31
2023,0,28252,Seamus Power,-0.034,-2.199,65
2023,0,12716,Charley Hoffman,-0.037,-2.152,58
2023,0,34431,Robert Streb,-0.037,-2.285,62
2023,0,31557,Jim Herman,-0.038,-2.383,62
2023,0,49947,Taylor Moore,-0.041,-3.298,81
2023,0,22405,Justin Rose,-0.044,-2.371,54
2023,0,52453,Nicolai Hojgaard,-0.061,-2.061,34
2023,0,54591,Ben Griffin,-0.066,-5.949,90
2023,0,32662,Michael Gligic,-0.081,-4.218,52
2023,0,49771,J.T. Poston,-0.081,-6.984,86
2023,0,25818,Scott Piercy,-0.098,-6.889,70
2023,0,28775,Nate Lashley,-0.105,-8.822,84
2023,0,25686,Jason Dufner,-0.111,-7.675,69
2023,0,46601,Trey Mullinax,-0.111,-7.414,67
2023,0,26596,Ryan Moore,-0.112,-7.153,64
2023,0,51349,Nico Echavarria,-0.113,-6.216,55
2023,0,48117,Kurt Kitayama,-0.117,-6.446,55
2023,0,29535,Brice Garnett,-0.118,-7.419,63
2023,0,25493,Nick Taylor,-0.123,-9.261,75
2023,0,32816,Satoshi Kodaira,-0.131,-5.614,43
2023,0,39335,Kevin Roy,-0.132,-7.02,53
2023,0,36326,David Lipsky,-0.133,-10.757,81
2023,0,58967,Trevor Werbylo,-0.137,-7.941,58
2023,0,47128,Richy Werenski,-0.137,-9.869,72
2023,0,51634,Sahith Theegala,-0.139,-11.976,86
2023,0,32139,Danny Willett,-0.147,-7.79,53
2023,0,59018,Ryan Gerard,-0.148,-7.274,49
2023,0,19803,Ryan Armour,-0.153,-10.271,67
2023,0,32366,Kevin Chappell,-0.165,-5.951,36
2023,0,34563,Chesson Hadley,-0.168,-13.113,78
2023,0,47079,Harrison Endycott,-0.169,-11.485,68
2023,0,36801,Mark Hubbard,-0.182,-16.184,89
2023,0,35449,Adam Long,-0.182,-15.69,86
2023,0,30163,Henrik Norlander,-0.182,-12.368,68
2023,0,27936,Martin Laird,-0.194,-13.202,68
2023,0,29908,C.T. Pan,-0.196,-7.66,39
2023,0,35879,Kelly Kraft,-0.198,-14.438,73
2023,0,24024,Zach Johnson,-0.199,-11.13,56
2023,0,55789,Taylor Montgomery,-0.206,-17.475,85
2023,0,33410,Andrew Landry,-0.208,-13.109,63
2023,0,25632,Jimmy Walker,-0.216,-16.439,76
2023,0,29221,Webb Simpson,-0.221,-11.69,53
2023,0,29420,Billy Horschel,-0.224,-11.898,53
2023,0,26476,Chez Reavie,-0.229,-19.47,85
2023,0,40162,Justin Lower,-0.243,-19.476,80
2023,0,35532,Tom Hoge,-0.253,-21.468,85
2023,0,40058,Zac Blair,-0.264,-16.652,63
2023,0,32757,Patton Kizzire,-0.266,-22.076,83
2023,0,47591,Eric Cole,-0.268,-29.25,109
2023,0,34099,Harris English,-0.288,-23.634,82
2023,0,46441,Robby Shelton,-0.296,-24.576,83
2023,0,24925,Jonathan Byrd,-0.299,-11.053,37
2023,0,20229,Stewart Cink,-0.317,-20.899,66
2023,0,35506,Mackenzie Hughes,-0.32,-22.733,71
2023,0,30927,Brendon Todd,-0.348,-29.956,86
2023,0,35901,Paul Haley II,-0.352,-24.299,69
2023,0,31202,William McGirt,-0.352,-13.041,37
2023,0,49766,Hank Lebioda,-0.359,-15.096,42
2023,0,35617,Martin Trainer,-0.364,-13.816,38
2023,0,28420,Ryan Brehm,-0.376,-25.217,67
2023,0,27349,Alex Noren,-0.378,-27.561,73
2023,0,45522,Christiaan Bezuidenhout,-0.38,-30.036,79
2023,0,37275,Sam Ryder,-0.385,-33.882,88
2023,0,57975,Harry Hall,-0.404,-29.894,74
2023,0,34256,Andrew Putnam,-0.411,-36.978,90
2023,0,27963,Chris Stroud,-0.412,-16.879,41
2023,0,48887,Matt Wallace,-0.423,-28.33,67
2023,0,33408,Tyson Alexander,-0.426,-29.822,70
2023,0,51950,Max McGreevy,-0.439,-28.103,64
2023,0,34610,Matthias Schwab,-0.443,-35.916,81
2023,0,48084,Wesley Bryan,-0.446,-13.819,31
2023,0,48119,Ben Taylor,-0.452,-38.425,85
2023,0,33597,Harry Higgs,-0.487,-28.709,59
2023,0,34409,David Lingmerth,-0.498,-29.365,59
2023,0,33122,Russell Knox,-0.511,-42.901,84
2023,0,46435,Austin Cook,-0.564,-31.59,56
2023,0,34466,Peter Malnati,-0.571,-43.434,76
2023,0,22371,Aaron Baddeley,-0.586,-34.569,59
2023,0,46442,Maverick McNealy,-0.601,-29.456,49
2023,0,27974,Sung Kang,-0.61,-18.922,31
2023,0,29289,S.Y. Noh,-0.624,-28.683,46
2023,0,29970,Dylan Frittelli,-0.695,-40.992,59
2023,0,31560,Brian Stuard,-1.077,-53.855,50
2023,0,27095,Nick Watney,-1.343,-73.874,55
2022,0,46970,Jon Rahm,1.025,56.372,55
2022,0,57366,Cameron Young,0.914,64.001,70
2022,0,28237,Rory McIlroy,0.771,40.068,52
2022,0,39546,Keith Mitchell,0.761,54.809,72
2022,0,39997,Corey Conners,0.7,49.724,71
2022,0,29518,Brendan Steele,0.694,43.003,62
2022,0,27129,Luke List,0.677,43.354,64
2022,0,39971,Sungjae Im,0.651,48.826,75
2022,0,52372,Cameron Champ,0.637,29.95,47
2022,0,40098,Matt Fitzpatrick,0.636,30.505,48
2022,0,47483,Will Zalatoris,0.602,34.29,57
2022,0,40250,Taylor Pendrith,0.591,34.873,59
2022,0,55708,Hayden Buckley,0.568,43.749,77
2022,0,45486,Joaquin Niemann,0.545,31.608,58
2022,0,29725,Tony Finau,0.543,38.535,71
2022,0,33448,Justin Thomas,0.538,32.8,61
2022,0,35450,Patrick Cantlay,0.526,27.343,52
2022,0,31646,Emiliano Grillo,0.48,33.632,70
2022,0,47856,Seth Reeves,0.475,23.279,49
2022,0,37212,Paul Barjon,0.454,28.601,63
2022,0,46601,Trey Mullinax,0.451,29.771,66
2022,0,31420,Anirban Lahiri,0.448,26.86,60
2022,0,33141,Keegan Bradley,0.433,28.609,66
2022,0,50095,Austin Smotherman,0.428,26.966,63
2022,0,39977,Max Homa,0.425,29.769,70
2022,0,46717,Viktor Hovland,0.423,23.71,56
2022,0,23320,Ryan Palmer,0.404,20.211,50
2022,0,21961,Charles Howell III,0.398,18.688,47
2022,0,45526,Abraham Ancer,0.395,18.163,46
2022,0,27064,Jhonattan Vegas,0.393,23.205,59
2022,0,49964,Aaron Wise,0.387,29.805,77
2022,0,47988,Nick Hardy,0.386,17.392,45
2022,0,47529,Mito Pereira,0.386,28.946,75
2022,0,48081,Xander Schauffele,0.372,21.217,57
2022,0,30926,Chris Kirk,0.367,23.123,63
2022,0,50525,Collin Morikawa,0.361,17.312,48
2022,0,46046,Scottie Scheffler,0.356,23.482,66
2022,0,34046,Jordan Spieth,0.335,20.438,61
2022,0,34255,Joseph Bramlett,0.332,22.253,67
2022,0,45609,Tyler Duncan,0.33,21.475,65
2022,0,47995,Davis Riley,0.312,25.624,82
2022,0,27214,Kevin Streelman,0.304,24.33,80
2022,0,31323,Gary Woodland,0.303,16.986,56
2022,0,37455,Si Woo Kim,0.287,23.212,81
2022,0,32448,James Hahn,0.286,17.184,60
2022,0,19803,Ryan Armour,0.28,9.807,35
2022,0,46442,Maverick McNealy,0.277,20.194,73
2022,0,26300,Matt Jones,0.253,12.911,51
2022,0,49947,Taylor Moore,0.243,18.948,78
2022,0,29420,Billy Horschel,0.237,13.008,55
2022,0,49298,Kramer Hickok,0.232,17.137,74
2022,0,48822,Sebastián Muñoz,0.232,16.014,69
2022,0,25900,Lucas Glover,0.23,18.822,82
2022,0,32791,K.H. Lee,0.22,18.929,86
2022,0,36689,Brooks Koepka,0.21,8.193,39
2022,0,51766,Wyndham Clark,0.209,15.642,75
2022,0,46340,Alex Smalley,0.207,15.505,75
2022,0,32640,Troy Merritt,0.201,14.882,74
2022,0,49771,J.T. Poston,0.18,14.439,80
2022,0,27936,Martin Laird,0.175,10.693,61
2022,0,32662,Michael Gligic,0.168,9.562,57
2022,0,36871,Matthew NeSmith,0.168,13.124,78
2022,0,52374,Brandon Wu,0.165,8.267,50
2022,0,28252,Seamus Power,0.163,9.634,59
2022,0,36699,Patrick Rodgers,0.163,11.254,69
2022,0,33204,Shane Lowry,0.16,7.702,48
2022,0,32816,Satoshi Kodaira,0.159,6.535,41
2022,0,24502,Adam Scott,0.158,9.956,63
2022,0,46414,Aaron Rai,0.146,10.084,69
2022,0,48117,Kurt Kitayama,0.142,6.53,46
2022,0,34076,Joel Dahmen,0.14,10.342,74
2022,0,33122,Russell Knox,0.139,10.296,74
2022,0,45157,Cam Davis,0.138,10.502,76
2022,0,52375,Doug Ghim,0.135,9.157,68
2022,0,27644,Brian Harman,0.127,9.66,76
2022,0,32839,Hideki Matsuyama,0.127,7.216,57
2022,0,39324,J.J. Spaun,0.124,9.03,73
2022,0,48699,Callum Tarren,0.122,6.589,54
2022,0,54628,Lee Hodges,0.119,9.914,83
2022,0,30944,Jason Kokrak,0.117,5.982,51
2022,0,20229,Stewart Cink,0.1,6.603,66
2022,0,40006,Erik van Rooyen,0.09,3.603,40
2022,0,35449,Adam Long,0.088,6.683,76
2022,0,46550,Brandon Hagy,0.079,4.752,60
2022,0,29926,Danny Lee,0.072,2.894,40
2022,0,47504,Sam Burns,0.067,4.628,69
2022,0,34098,Russell Henley,0.06,3.763,63
2022,0,35532,Tom Hoge,0.058,4.269,74
2022,0,29535,Brice Garnett,0.042,2.565,61
2022,0,34431,Robert Streb,0.037,2.678,73
2022,0,51634,Sahith Theegala,0.03,2.863,95
2022,0,29974,Branden Grace,0.028,1.186,43
2022,0,30911,Tommy Fleetwood,0.027,1.077,40
2022,0,49960,Sepp Straka,0.023,1.667,74
2022,0,25818,Scott Piercy,0.022,1.491,67
2022,0,22405,Justin Rose,0.022,0.826,38
2022,0,22056,Cameron Percy,0.021,0.663,32
2022,0,28089,Jason Day,0.018,0.921,51
2022,0,28775,Nate Lashley,0.017,1.033,61
2022,0,51890,Greyson Sigg,0.017,1.228,72
2022,0,32139,Danny Willett,0.016,0.657,42
2022,0,30978,Kiradech Aphibarnrat,0.015,0.541,36
2022,0,35310,Lanto Griffin,0.012,0.814,68
2022,0,12716,Charley Hoffman,0.008,0.484,58
2022,0,39953,Chase Seiffert,0.003,0.094,37
2022,0,32366,Kevin Chappell,0.001,0.028,44
2022,0,36326,David Lipsky,0.001,0.061,72
2022,0,27895,Jonas Blixt,-0.005,-0.229,42
2022,0,40115,Adam Svensson,-0.005,-0.454,84
2022,0,34264,Hudson Swafford,-0.008,-0.363,48
2022,0,34174,John Huh,-0.012,-0.746,61
2022,0,27349,Alex Noren,-0.019,-0.906,48
2022,0,26851,Marc Leishman,-0.021,-1.312,63
2022,0,32102,Rickie Fowler,-0.022,-1.259,56
2022,0,30692,Scott Stallings,-0.024,-2.023,84
2022,0,29908,C.T. Pan,-0.027,-1.922,71
2022,0,10381,Curtis Thompson,-0.029,-1.289,44
2022,0,28114,Dawie van der Walt,-0.03,-1.447,48
2022,0,45522,Christiaan Bezuidenhout,-0.035,-1.949,55
2022,0,31557,Jim Herman,-0.035,-1.514,43
2022,0,25493,Nick Taylor,-0.036,-2.487,69
2022,0,29221,Webb Simpson,-0.044,-2.291,52
2022,0,34363,Tyrrell Hatton,-0.047,-2.238,48
2022,0,47347,Adam Schenk,-0.052,-3.966,77
2022,0,51894,Vince Whaley,-0.052,-3.5,67
2022,0,37189,Harold Varner III,-0.058,-3.309,57
2022,0,33667,Carlos Ortiz,-0.069,-3.581,52
2022,0,45540,Jared Wolfe,-0.079,-3.736,47
2022,0,51997,Andrew Novak,-0.08,-4.298,54
2022,0,33399,Adam Hadwin,-0.084,-6.4,76
2022,0,23621,Rory Sabbatini,-0.087,-4.366,50
2022,0,35879,Kelly Kraft,-0.102,-5.81,57
2022,0,32333,Kevin Tway,-0.105,-7.009,67
