YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
2021,0,25804,Bubba Watson,"8' 8""",1799.583,208,50,"6"""
2021,0,31323,Gary Woodland,"8' 8""",1771.25,205,67,"2"""
2021,0,46717,Viktor Hovland,"8' 7""",2409.667,281,57,"1"""
2021,0,20396,Lee Westwood,"8' 7""",1513.833,176,31,"2"""
2021,0,46970,Jon Rahm,"8' 6""",2441.333,286,54,"1"""
2021,0,34360,Patrick Reed,"8' 6""",2093.667,247,45,"2"""
2021,0,51894,Vince Whaley,"8' 6""",1641.75,193,47,"4"""
2021,0,33948,Byeong Hun An,"8' 5""",1845.417,219,45,"2"""
2021,0,25818,Scott Piercy,"8' 5""",2014.083,239,45,"6"""
2021,0,35891,Cameron Smith,"8' 5""",2517.75,299,46,"4"""
2021,0,37455,Si Woo Kim,"8' 4""",2592.5,311,46,"2"""
2021,0,36689,Brooks Koepka,"8' 4""",1889.167,226,42,"2"""
2021,0,32839,Hideki Matsuyama,"8' 4""",2678.0,321,50,"2"""
2021,0,35617,Martin Trainer,"8' 4""",1108.5,133,38,"2"""
2021,0,34174,John Huh,"8' 3""",1349.5,163,42,"2"""
2021,0,50525,Collin Morikawa,"8' 3""",2243.917,272,38,"4"""
2021,0,25364,Paul Casey,"8' 2""",1858.5,228,40,"2"""
2021,0,27129,Luke List,"8' 1""",2228.5,276,49,"3"""
2021,0,33448,Justin Thomas,"8' 1""",2310.083,285,61,"3"""
2021,0,34255,Joseph Bramlett,"7' 11""",1477.167,186,40,"3"""
2021,0,21209,Sergio Garcia,"7' 11""",2033.917,258,42,"3"""
2021,0,52372,Cameron Champ,"7' 10""",1865.667,238,46,"5"""
2021,0,47959,Bryson DeChambeau,"7' 10""",2336.917,297,40,"1"""
2021,0,23320,Ryan Palmer,"7' 10""",2085.417,267,40,"3"""
2021,0,28252,Seamus Power,"7' 10""",1339.333,171,38,"3"""
2021,0,29970,Dylan Frittelli,"7' 9""",1464.25,189,35,"3"""
2020,2,10809,Jim Furyk,"12' 2""",1409.25,116,57,"4"""
2020,2,30911,Tommy Fleetwood,"11' 8""",1168.167,100,60,"3"""
2020,2,26758,David Hearn,"11' 7""",1322.917,114,42,"3"""
2020,2,32618,Rhein Gibson,"11' 6""",1309.583,114,55,"8"""
2020,3,51894,Vince Whaley,"11' 5""",1097.5,96,60,"4"""
2020,3,40098,Matt Fitzpatrick,"11' 4""",1829.25,161,48,"2"""
2020,0,30927,Brendon Todd,"11' 4""",2892.0,255,52,"2"""
2020,3,49964,Aaron Wise,"11' 4""",1374.667,121,70,"5"""
2020,7,35506,Mackenzie Hughes,"11' 3""",2402.833,213,67,"2"""
2020,1,21407,Arjun Atwal,"11' 2""",601.417,54,34,"5"""
2020,1,48045,Michael Gellerman,"11' 2""",1182.417,106,46,"2"""
2020,1,46442,Maverick McNealy,"11' 2""",2404.167,215,58,"2"""
2020,1,32640,Troy Merritt,"11' 2""",2070.833,185,49,"9"""
2020,1,47128,Richy Werenski,"11' 2""",2020.667,181,56,"5"""
2020,1,35732,Wes Roach,"11' 1""",731.75,66,68,1
2020,2,33490,Bo Hoag,"11' 0""",1770.0,161,66,"5"""
2020,2,24361,Pat Perez,"10' 11""",1486.417,136,44,"6"""
2020,2,27556,Ted Potter Jr.,"10' 11""",1283.833,118,63,"3"""
2020,2,34256,Andrew Putnam,"10' 11""",1039.167,95,49,"11"""
2020,2,40058,Zac Blair,"10' 10""",1750.917,162,62,"5"""
2020,2,29478,Kevin Kisner,"10' 10""",2206.917,204,50,"10"""
2020,2,47993,Denny McCarthy,"10' 10""",2852.25,264,62,"5"""
2020,2,29479,Scott Brown,"10' 8""",1722.917,162,56,"1"""
2020,3,28679,Fabián Gómez,"10' 7""",1362.583,129,44,"3"""
2020,3,35461,Beau Hossler,"10' 7""",1661.917,157,57,"7"""
2020,3,34466,Peter Malnati,"10' 7""",1709.75,162,57,"3"""
2020,3,24138,Ian Poulter,"10' 7""",1508.0,142,54,"7"""
2020,3,35658,Kris Ventura,"10' 7""",1284.917,121,39,"4"""
2020,-4,26851,Marc Leishman,"10' 6""",1716.583,163,61,"3"""
2020,3,27942,Rob Oppenheim,"10' 6""",1369.333,130,50,"2"""
2020,3,27649,Brandt Snedeker,"10' 6""",1799.083,172,70,"3"""
2020,3,23325,Vaughn Taylor,"10' 6""",1558.417,149,53,"7"""
2020,3,29535,Brice Garnett,"10' 5""",1548.667,149,42,"5"""
2020,7,25396,Kevin Na,"10' 5""",2247.5,215,58,"6"""
2020,3,26329,Louis Oosthuizen,"10' 5""",1394.917,134,35,"3"""
2020,3,27963,Chris Stroud,"10' 5""",1308.667,126,59,"9"""
2020,3,33120,Mark Anderson,"10' 4""",1077.5,104,43,"6"""
2020,3,34314,Sebastian Cappelen,"10' 4""",1119.25,108,38,"6"""
2020,3,25349,Tim Wilkinson,"10' 4""",1030.75,100,46,"7"""
2020,5,46435,Austin Cook,"10' 3""",1748.5,170,44,"1"""
2020,5,33410,Andrew Landry,"10' 3""",1843.083,180,78,"3"""
2020,5,49771,J.T. Poston,"10' 3""",2293.5,224,54,"6"""
2020,5,56762,Will Gordon,"10' 2""",813.25,80,45,"3"""
2020,5,28775,Nate Lashley,"10' 2""",1490.75,147,61,"5"""
2020,5,19803,Ryan Armour,"10' 1""",1591.333,158,46,"2"""
2020,5,32366,Kevin Chappell,"10' 1""",1085.5,108,52,"9"""
2020,5,52375,Doug Ghim,"10' 1""",864.583,86,46,"2"""
2020,5,24024,Zach Johnson,"10' 1""",1948.167,193,52,"3"""
2020,5,25572,Graeme McDowell,"10' 1""",1180.833,117,66,"7"""
2020,-5,46046,Scottie Scheffler,"10' 1""",2841.083,281,65,"3"""
2020,4,34255,Joseph Bramlett,"10' 0""",1297.417,130,64,"1"""
2020,4,29268,Bronson Burgoon,"10' 0""",1633.25,164,63,"2"""
2020,4,19846,Brian Gay,"10' 0""",1717.083,171,52,"3"""
2020,4,34098,Russell Henley,"10' 0""",1979.0,198,44,"3"""
2020,4,33597,Harry Higgs,"10' 0""",2271.417,227,57,"2"""
2020,16,30925,Dustin Johnson,"10' 0""",1917.333,191,54,"4"""
2020,4,49766,Hank Lebioda,"10' 0""",1378.25,138,45,"4"""
2020,4,36699,Patrick Rodgers,"10' 0""",2666.583,267,43,"1"""
2020,4,46441,Robby Shelton,"10' 0""",1999.333,200,59,"5"""
2020,4,27095,Nick Watney,"10' 0""",1393.0,139,34,"3"""
2020,6,21961,Charles Howell III,"9' 11""",1678.833,169,57,"2"""
2020,6,32757,Patton Kizzire,"9' 11""",1690.083,171,52,"3"""
2020,6,22056,Cameron Percy,"9' 11""",1103.833,111,38,"2"""
2020,12,34360,Patrick Reed,"9' 11""",2637.75,266,54,"4"""
2020,6,33486,Roger Sloan,"9' 11""",1153.667,116,37,"4"""
2020,-11,47959,Bryson DeChambeau,"9' 10""",2604.833,265,95,"1"""
2020,15,34099,Harris English,"9' 10""",2476.167,252,51,"1"""
2020,7,24924,Bill Haas,"9' 10""",1129.917,115,44,"1"""
2020,7,37455,Si Woo Kim,"9' 10""",2280.917,231,61,"5"""
2020,7,31420,Anirban Lahiri,"9' 10""",807.0,82,47,"8"""
2020,7,33667,Carlos Ortiz,"9' 10""",2137.583,218,47,"6"""
2020,1,29221,Webb Simpson,"9' 10""",2264.0,230,40,"5"""
2020,7,29518,Brendan Steele,"9' 10""",2037.083,207,43,"3"""
2020,7,27330,Josh Teater,"9' 10""",950.0,97,55,"7"""
2020,7,31323,Gary Woodland,"9' 10""",2032.167,206,58,"5"""
2020,5,40009,Dominic Bozzelli,"9' 9""",939.083,96,55,"10"""
2020,25,29725,Tony Finau,"9' 9""",2337.333,239,50,"3"""
2020,15,35310,Lanto Griffin,"9' 9""",2799.083,288,48,"1"""
2020,15,29420,Billy Horschel,"9' 9""",2065.333,212,41,"2"""
2020,5,30163,Henrik Norlander,"9' 9""",2007.167,206,67,"2"""
2020,5,28252,Seamus Power,"9' 9""",831.667,85,46,"4"""
2020,5,53165,Doc Redman,"9' 9""",2618.167,268,40,"2"""
2020,5,24502,Adam Scott,"9' 9""",1051.0,108,38,"4"""
2020,5,39953,Chase Seiffert,"9' 9""",1218.417,125,48,"1"""
2020,5,30692,Scott Stallings,"9' 9""",1857.917,191,42,"2"""
2020,5,33449,Zack Sucher,"9' 9""",798.25,82,44,"5"""
2020,5,32254,Xinjun Zhang,"9' 9""",2155.75,222,42,"3"""
2020,3,35450,Patrick Cantlay,"9' 8""",1649.333,171,46,"4"""
2020,3,28089,Jason Day,"9' 8""",1345.583,139,51,"4"""
2020,3,27936,Martin Laird,"9' 8""",973.333,101,54,"6"""
2020,3,35449,Adam Long,"9' 8""",2431.583,251,47,"1"""
2020,3,39546,Keith Mitchell,"9' 8""",1747.833,181,82,"3"""
2020,3,36871,Matthew NeSmith,"9' 8""",1766.25,182,44,"3"""
2020,3,31560,Brian Stuard,"9' 8""",2133.5,220,44,"2"""
2020,3,25493,Nick Taylor,"9' 8""",1570.917,163,51,"1"""
2020,5,45609,Tyler Duncan,"9' 7""",2348.0,246,53,"3"""
2020,5,32102,Rickie Fowler,"9' 7""",1440.5,150,70,"1"""
2020,5,46402,Talor Gooch,"9' 7""",2631.75,275,63,"2"""
2020,5,27554,Scott Harrington,"9' 7""",1711.833,178,69,"3"""
2020,5,34363,Tyrrell Hatton,"9' 7""",1394.917,145,41,"3"""
2020,5,31557,Jim Herman,"9' 7""",1540.25,161,37,"6"""
2020,5,29926,Danny Lee,"9' 7""",2009.5,209,46,"2"""
2020,5,27129,Luke List,"9' 7""",1943.417,202,54,"4"""
2020,6,51766,Wyndham Clark,"9' 6""",1536.167,162,64,"2"""
2020,6,32448,James Hahn,"9' 6""",941.583,99,69,"1"""
2020,6,36801,Mark Hubbard,"9' 6""",2515.0,264,44,"1"""
2020,30,32839,Hideki Matsuyama,"9' 6""",2111.833,222,67,"2"""
2020,6,32150,Michael Thompson,"9' 6""",1736.25,182,48,"2"""
2020,6,25632,Jimmy Walker,"9' 6""",1268.917,133,42,"10"""
2020,6,32139,Danny Willett,"9' 6""",1072.917,113,41,"5"""
2020,5,34021,Bud Cauley,"9' 5""",1720.25,183,41,"2"""
2020,5,34076,Joel Dahmen,"9' 5""",2044.0,218,55,"5"""
2020,5,29974,Branden Grace,"9' 5""",1179.75,125,45,"4"""
2020,5,33399,Adam Hadwin,"9' 5""",1813.667,193,52,"11"""
2020,5,35532,Tom Hoge,"9' 5""",2241.25,237,46,"3"""
2020,5,27974,Sung Kang,"9' 5""",1971.5,209,63,"1"""
2020,5,36689,Brooks Koepka,"9' 5""",1334.917,142,47,"3"""
2020,5,39324,J.J. Spaun,"9' 5""",1632.25,173,49,"2"""
2020,5,20229,Stewart Cink,"9' 4""",1403.25,151,42,"7"""
2020,5,25686,Jason Dufner,"9' 4""",1571.667,169,50,"3"""
2020,5,33122,Russell Knox,"9' 4""",1480.75,158,40,"2"""
2020,10,50525,Collin Morikawa,"9' 4""",2602.417,280,49,"1"""
2020,5,34046,Jordan Spieth,"9' 4""",1558.5,167,40,"5"""
2020,5,34431,Robert Streb,"9' 4""",914.583,98,45,"4"""
2020,4,45157,Cam Davis,"9' 3""",1693.917,183,56,"2"""
2020,4,23108,Matt Kuchar,"9' 3""",1569.583,169,33,"3"""
2020,4,27349,Alex Noren,"9' 3""",1436.833,156,44,"2"""
2020,4,29484,Peter Uihlein,"9' 3""",1110.0,120,46,"3"""
2020,5,47504,Sam Burns,"9' 2""",1872.167,205,55,"3"""
2020,5,26499,Rafa Cabrera Bello,"9' 2""",1232.0,135,35,"2"""
2020,5,28307,Matt Every,"9' 2""",1343.417,147,47,"2"""
2020,5,25900,Lucas Glover,"9' 2""",1757.333,191,49,"4"""
2020,5,26300,Matt Jones,"9' 2""",2055.667,224,61,"2"""
2020,5,30944,Jason Kokrak,"9' 2""",1610.25,175,52,"4"""
2020,24,48822,Sebastián Muñoz,"9' 2""",2699.0,295,51,"4"""
2020,5,49960,Sepp Straka,"9' 2""",2029.167,221,61,"1"""
2020,5,25804,Bubba Watson,"9' 2""",1884.917,205,45,"2"""
2020,8,33404,Chris Baker,"9' 1""",962.667,106,56,1
2020,8,29970,Dylan Frittelli,"9' 1""",2089.917,230,56,"2"""
2020,8,39971,Sungjae Im,"9' 1""",2756.667,304,56,"2"""
2020,8,26596,Ryan Moore,"9' 1""",1165.083,128,32,"5"""
2020,8,46970,Jon Rahm,"9' 1""",2114.917,233,48,"1"""
2020,8,37275,Sam Ryder,"9' 1""",1918.833,212,44,"2"""
2020,-4,48081,Xander Schauffele,"9' 1""",2224.667,244,59,"1"""
2020,15,35891,Cameron Smith,"9' 1""",1844.667,203,47,"3"""
2020,8,30110,Kyle Stanley,"9' 1""",1421.083,157,68,"3"""
2020,-13,45526,Abraham Ancer,"9' 0""",1862.0,207,55,"5"""
2020,6,22371,Aaron Baddeley,"9' 0""",1205.917,134,52,"7"""
2020,6,46550,Brandon Hagy,"9' 0""",1102.417,123,61,"2"""
2020,20,46717,Viktor Hovland,"9' 0""",1980.75,221,45,"3"""
2020,6,33204,Shane Lowry,"9' 0""",1120.75,125,31,"2"""
2020,6,40042,Tyler McCumber,"9' 0""",1118.333,124,52,"10"""
2020,6,27214,Kevin Streelman,"9' 0""",1902.333,211,36,"4"""
2020,6,23623,Bo Van Pelt,"9' 0""",783.167,87,31,"5"""
2020,6,27064,Jhonattan Vegas,"9' 0""",1288.5,143,47,"2"""
2020,6,12716,Charley Hoffman,"8' 11""",1711.583,192,56,"4"""
2020,6,35617,Martin Trainer,"8' 11""",926.583,104,55,"9"""
2020,6,48887,Matt Wallace,"8' 11""",1200.083,135,41,"2"""
2020,8,34563,Chesson Hadley,"8' 10""",1683.417,190,50,"3"""
2020,16,45486,Joaquin Niemann,"8' 10""",2170.333,246,39,"3"""
2020,1,40026,Daniel Berger,"8' 9""",2057.5,235,52,"3"""
2020,8,33141,Keegan Bradley,"8' 9""",1570.833,179,50,"2"""
2020,1,52372,Cameron Champ,"8' 9""",1995.083,228,57,"3"""
2020,8,39997,Corey Conners,"8' 9""",1897.25,217,63,"4"""
2020,8,32662,Michael Gligic,"8' 9""",1054.083,120,41,"4"""
2020,8,27644,Brian Harman,"8' 9""",2321.833,266,52,"1"""
2020,8,23320,Ryan Palmer,"8' 9""",1907.833,218,43,"2"""
2020,8,22405,Justin Rose,"8' 9""",1089.25,124,29,"5"""
2020,6,33948,Byeong Hun An,"8' 8""",1737.167,201,32,"2"""
2020,6,31646,Emiliano Grillo,"8' 8""",1451.333,167,44,"6"""
2020,6,35230,Nelson Ledesma,"8' 8""",657.5,76,39,"6"""
2020,6,34213,Grayson Murray,"8' 8""",992.0,114,43,"2"""
2020,6,26476,Chez Reavie,"8' 8""",1573.083,182,76,"2"""
2020,6,47347,Adam Schenk,"8' 8""",1787.167,207,34,"1"""
2020,6,48119,Ben Taylor,"8' 8""",774.0,89,42,"5"""
2020,7,29908,C.T. Pan,"8' 7""",1108.083,129,40,"8"""
2020,7,25818,Scott Piercy,"8' 7""",1429.083,166,37,"3"""
2020,7,23621,Rory Sabbatini,"8' 7""",1344.917,157,30,"3"""
2020,8,39977,Max Homa,"8' 6""",1608.75,190,39,"4"""
2020,8,32791,K.H. Lee,"8' 6""",1502.083,177,37,"3"""
2020,8,56278,Matthew Wolff,"8' 6""",2030.167,239,54,"2"""
2020,8,33413,Ben Martin,"8' 5""",600.417,71,32,"4"""
2020,8,1810,Phil Mickelson,"8' 5""",1106.917,131,38,"5"""
2020,16,33448,Justin Thomas,"8' 5""",2079.417,248,40,"2"""
2020,8,23788,D.J. Trahan,"8' 5""",904.083,107,34,"1"""
2020,7,28420,Ryan Brehm,"8' 4""",932.167,112,43,"5"""
2020,7,25364,Paul Casey,"8' 3""",1242.0,150,60,"1"""
2020,7,49298,Kramer Hickok,"8' 3""",859.667,104,40,"5"""
2020,7,37189,Harold Varner III,"8' 3""",1775.083,215,47,"1"""
2020,7,28237,Rory McIlroy,"8' 1""",1590.167,197,29,"5"""
2020,8,21209,Sergio Garcia,"8' 0""",950.75,119,38,"2"""
2020,8,33419,Cameron Tringale,"8' 0""",1561.083,196,29,"4"""
2020,8,32333,Kevin Tway,"7' 11""",819.583,103,35,"3"""
2019,0,27963,Chris Stroud,"11' 6""",1902.833,166,55,"5"""
2019,0,37380,Curtis Luck,"11' 4""",1662.75,147,56,"6"""
2019,0,35461,Beau Hossler,"11' 3""",2786.833,247,48,"7"""
2019,0,34046,Jordan Spieth,"11' 3""",2938.167,262,55,"4"""
2019,0,24361,Pat Perez,"11' 1""",1450.75,131,57,"2"""
2019,0,27556,Ted Potter Jr.,"11' 1""",2341.083,212,50,"6"""
2019,0,36699,Patrick Rodgers,"11' 1""",1770.167,160,85,"4"""
2019,0,28259,Sangmoon Bae,"10' 10""",1448.583,134,51,"6"""
2019,0,32200,Roberto Castro,"10' 10""",2387.5,220,56,"2"""
2019,0,21731,Freddie Jacobson,"10' 10""",1328.0,123,58,"2"""
2019,0,19803,Ryan Armour,"10' 8""",2764.083,260,45,"3"""
2019,0,35376,Roberto Díaz,"10' 8""",1982.167,186,70,"2"""
2019,0,47993,Denny McCarthy,"10' 8""",3004.417,282,48,"2"""
2019,0,39327,Ben Silverman,"10' 8""",1898.5,178,45,"8"""
2019,0,26951,Johnson Wagner,"10' 8""",1897.917,178,46,"6"""
2019,0,25396,Kevin Na,"10' 7""",1558.25,147,51,"1"""
2019,0,29420,Billy Horschel,"10' 6""",2503.167,238,72,"1"""
2019,0,32757,Patton Kizzire,"10' 6""",1924.75,183,39,"3"""
2019,0,36852,Jim Knous,"10' 6""",1313.417,125,47,"4"""
2019,0,34256,Andrew Putnam,"10' 6""",2361.167,225,56,"4"""
2019,0,29484,Peter Uihlein,"10' 6""",2201.667,209,46,"4"""
2019,0,23325,Vaughn Taylor,"10' 5""",3339.333,321,74,"4"""
2019,0,29268,Bronson Burgoon,"10' 4""",1647.417,160,60,"4"""
2019,0,12716,Charley Hoffman,"10' 4""",1730.75,167,69,"3"""
2019,0,29926,Danny Lee,"10' 4""",2692.083,261,56,"3"""
2019,0,37275,Sam Ryder,"10' 4""",2307.167,224,52,"2"""
2019,0,31560,Brian Stuard,"10' 4""",2705.917,261,40,"4"""
2019,0,47128,Richy Werenski,"10' 4""",2479.833,240,45,"5"""
2019,0,6522,Ernie Els,"10' 3""",811.417,79,50,"9"""
2019,0,32102,Rickie Fowler,"10' 3""",2396.833,234,57,"4"""
2019,0,29535,Brice Garnett,"10' 3""",2311.583,225,71,"2"""
2019,0,35879,Kelly Kraft,"10' 3""",2112.333,206,44,"7"""
2019,0,33418,Shawn Stefani,"10' 3""",2342.833,229,64,"5"""
2019,0,21961,Charles Howell III,"10' 2""",2704.333,267,74,"3"""
2019,0,32791,K.H. Lee,"10' 2""",2147.75,212,38,"7"""
2019,0,25818,Scott Piercy,"10' 2""",2522.5,249,55,"8"""
2019,0,32150,Michael Thompson,"10' 2""",2391.167,235,72,"2"""
2019,0,37340,Chase Wright,"10' 2""",2140.583,211,55,"4"""
2019,0,20472,Alex Cejka,"10' 1""",1126.0,112,48,"4"""
2019,0,19846,Brian Gay,"10' 1""",2202.833,219,44,"5"""
2019,0,31420,Anirban Lahiri,"10' 1""",1950.667,194,65,"5"""
2019,0,30786,Brady Schnell,"10' 1""",1255.75,125,51,"6"""
2019,0,40009,Dominic Bozzelli,"10' 0""",1896.333,189,51,"4"""
2019,0,34306,John Chin,"10' 0""",1306.333,131,44,"7"""
2019,0,34076,Joel Dahmen,"10' 0""",2727.167,273,46,"5"""
2019,0,40098,Matt Fitzpatrick,"10' 0""",1235.25,124,37,"4"""
2019,0,23353,J.J. Henry,"10' 0""",877.083,88,42,"2"""
2019,0,24502,Adam Scott,"10' 0""",1903.333,191,72,"5"""
2019,0,22371,Aaron Baddeley,"9' 11""",1429.333,144,35,1
2019,0,27895,Jonas Blixt,"9' 11""",2107.083,212,57,"7"""
2019,0,25572,Graeme McDowell,"9' 11""",1563.25,157,47,"5"""
2019,0,29908,C.T. Pan,"9' 11""",1676.667,169,63,"2"""
2019,0,23621,Rory Sabbatini,"9' 11""",2845.75,287,67,"4"""
2019,0,48081,Xander Schauffele,"9' 11""",1934.667,195,53,"2"""
2019,0,37454,Whee Kim,"9' 10""",1586.75,162,44,"3"""
2019,0,33122,Russell Knox,"9' 10""",1943.667,198,72,"3"""
2019,0,24781,Hunter Mahan,"9' 10""",1577.583,161,46,"3"""
2019,0,25686,Jason Dufner,"9' 9""",1839.583,188,66,"2"""
2019,0,29478,Kevin Kisner,"9' 9""",2367.75,242,55,"2"""
2019,0,34261,Scott Langley,"9' 9""",1982.25,204,47,"2"""
2019,0,46435,Austin Cook,"9' 8""",1860.583,192,51,"2"""
2019,0,34099,Harris English,"9' 8""",2455.667,253,49,"3"""
2019,0,25900,Lucas Glover,"9' 8""",2886.583,299,39,"3"""
2019,0,46402,Talor Gooch,"9' 8""",1708.5,176,56,"3"""
2019,0,34563,Chesson Hadley,"9' 8""",1849.333,192,42,"4"""
2019,0,34363,Tyrrell Hatton,"9' 8""",1378.25,143,41,"5"""
2019,0,26300,Matt Jones,"9' 8""",2226.25,231,52,"4"""
2019,0,39975,Michael Kim,"9' 8""",1198.333,124,37,"3"""
2019,0,33667,Carlos Ortiz,"9' 8""",2293.25,237,49,"2"""
2019,0,49771,J.T. Poston,"9' 8""",3092.417,321,49,"1"""
2019,0,27649,Brandt Snedeker,"9' 8""",2744.333,284,62,"2"""
2019,0,49960,Sepp Straka,"9' 8""",2304.583,238,35,"1"""
2019,0,39971,Sungjae Im,"9' 7""",3679.0,384,59,"2"""
2019,0,24024,Zach Johnson,"9' 7""",1581.167,165,54,"4"""
2019,0,20572,Rod Pampling,"9' 7""",1107.25,116,42,1
2019,0,22405,Justin Rose,"9' 7""",1852.333,193,63,"5"""
2019,0,39324,J.J. Spaun,"9' 7""",2124.917,221,49,"3"""
2019,0,33419,Cameron Tringale,"9' 7""",1983.917,207,63,"2"""
2019,0,39954,Cody Gribble,"9' 6""",1814.417,191,48,"1"""
2019,0,26758,David Hearn,"9' 6""",1022.083,108,41,"9"""
2019,0,49298,Kramer Hickok,"9' 6""",1798.083,189,78,"1"""
2019,0,27974,Sung Kang,"9' 6""",2280.25,239,43,"3"""
2019,0,45486,Joaquin Niemann,"9' 6""",2737.25,287,54,"2"""
2019,0,26476,Chez Reavie,"9' 6""",2421.5,256,49,"2"""
2019,0,25493,Nick Taylor,"9' 6""",2967.25,311,49,"3"""
2019,0,27330,Josh Teater,"9' 6""",1810.667,191,44,"2"""
2019,0,37189,Harold Varner III,"9' 6""",2372.917,250,44,"2"""
2019,0,33141,Keegan Bradley,"9' 5""",2163.0,230,61,"2"""
2019,0,52372,Cameron Champ,"9' 5""",2460.0,261,60,"2"""
2019,0,39997,Corey Conners,"9' 5""",2490.25,265,47,"1"""
2019,0,45609,Tyler Duncan,"9' 5""",1801.5,192,38,"2"""
2019,0,33399,Adam Hadwin,"9' 5""",2203.583,235,41,"1"""
2019,0,28775,Nate Lashley,"9' 5""",1962.417,208,40,"4"""
2019,0,46601,Trey Mullinax,"9' 5""",2094.75,223,51,"4"""
2019,0,27349,Alex Noren,"9' 5""",1278.917,136,50,"2"""
2019,0,29221,Webb Simpson,"9' 5""",2441.0,259,45,"5"""
2019,0,27214,Kevin Streelman,"9' 5""",2342.917,249,40,"4"""
2019,0,34264,Hudson Swafford,"9' 5""",1524.25,162,44,"3"""
2019,0,32333,Kevin Tway,"9' 5""",2080.917,221,50,"5"""
2019,0,45526,Abraham Ancer,"9' 4""",2433.417,260,67,"2"""
2019,0,28089,Jason Day,"9' 4""",1638.833,175,51,"3"""
2019,0,47959,Bryson DeChambeau,"9' 4""",2533.333,272,50,"7"""
2019,0,46523,Joey Garber,"9' 4""",1259.917,135,42,"2"""
2019,0,34098,Russell Henley,"9' 4""",1963.417,211,55,"1"""
2019,0,47990,Kyle Jones,"9' 4""",1571.833,169,82,"3"""
2019,0,49766,Hank Lebioda,"9' 4""",2088.417,224,48,"3"""
2019,0,1810,Phil Mickelson,"9' 4""",1640.583,175,50,"4"""
2019,0,48822,Sebastián Muñoz,"9' 4""",2281.917,244,40,"3"""
2019,0,46970,Jon Rahm,"9' 4""",2075.5,222,63,"2"""
2019,0,47347,Adam Schenk,"9' 4""",2905.417,312,60,"2"""
2019,0,40115,Adam Svensson,"9' 4""",1805.0,193,64,"2"""
2019,0,40026,Daniel Berger,"9' 3""",1849.167,200,50,"3"""
2019,0,27958,Ryan Blaum,"9' 3""",2307.083,250,44,"3"""
2019,0,29479,Scott Brown,"9' 3""",2099.917,227,34,"6"""
2019,0,35449,Adam Long,"9' 3""",1869.333,202,54,"5"""
2019,0,24138,Ian Poulter,"9' 3""",1659.833,179,39,"6"""
2019,0,28252,Seamus Power,"9' 3""",1724.333,187,69,"3"""
2019,0,33486,Roger Sloan,"9' 3""",2400.917,259,56,"1"""
2019,0,34431,Robert Streb,"9' 3""",1719.417,186,64,"8"""
2019,0,30978,Kiradech Aphibarnrat,"9' 2""",1353.083,148,46,1
2019,0,47504,Sam Burns,"9' 2""",2163.583,236,61,"2"""
2019,0,29970,Dylan Frittelli,"9' 2""",2111.583,230,75,"4"""
2019,0,39977,Max Homa,"9' 2""",2109.917,231,49,"6"""
2019,0,35506,Mackenzie Hughes,"9' 2""",2041.167,223,86,"2"""
2019,0,30925,Dustin Johnson,"9' 2""",2096.917,229,53,"2"""
2019,0,32816,Satoshi Kodaira,"9' 2""",1553.75,169,54,"5"""
2019,0,30944,Jason Kokrak,"9' 2""",2737.0,299,47,"4"""
2019,0,34466,Peter Malnati,"9' 2""",2556.167,280,50,"2"""
2019,0,30946,Alex Prugh,"9' 2""",1713.917,187,46,"2"""
2019,0,35891,Cameron Smith,"9' 2""",1680.917,184,53,"4"""
2019,0,29518,Brendan Steele,"9' 2""",1493.417,163,43,"4"""
2019,0,27064,Jhonattan Vegas,"9' 2""",2115.833,230,70,"3"""
2019,0,32839,Hideki Matsuyama,"9' 1""",2755.167,304,49,"1"""
2019,0,26596,Ryan Moore,"9' 1""",2180.667,241,54,"2"""
2019,0,27095,Nick Watney,"9' 1""",2281.25,251,54,"2"""
2019,0,10809,Jim Furyk,"9' 0""",1659.0,185,45,"3"""
2019,0,35532,Tom Hoge,"9' 0""",2157.333,239,55,"3"""
2019,0,36799,Stephan Jaeger,"9' 0""",1681.25,187,47,"6"""
2019,0,32139,Danny Willett,"9' 0""",1510.167,168,55,"2"""
2019,0,25364,Paul Casey,"8' 11""",1909.25,215,40,"2"""
2019,0,45157,Cam Davis,"8' 11""",1886.167,211,55,"2"""
2019,0,30911,Tommy Fleetwood,"8' 11""",1440.417,161,34,"2"""
2019,0,28679,Fabián Gómez,"8' 11""",1450.417,162,47,"7"""
2019,0,23108,Matt Kuchar,"8' 11""",2248.917,252,50,"2"""
2019,0,32058,José de Jesús Rodríguez,"8' 11""",1644.833,185,45,"3"""
2019,0,30692,Scott Stallings,"8' 11""",2214.667,248,47,"4"""
2019,0,30110,Kyle Stanley,"8' 11""",1653.333,186,44,"6"""
2019,0,25632,Jimmy Walker,"8' 11""",1553.917,175,53,"4"""
2019,0,26499,Rafa Cabrera Bello,"8' 10""",1480.5,167,49,"8"""
2019,0,51766,Wyndham Clark,"8' 10""",2540.167,287,62,"6"""
2019,0,26329,Louis Oosthuizen,"8' 10""",1507.333,171,34,"4"""
2019,0,35732,Wes Roach,"8' 10""",1494.167,169,42,"2"""
2019,0,46501,Ollie Schniederjans,"8' 10""",1870.833,212,66,"5"""
