YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
2024,0,35450,Patrick Cantlay,4.06,280,69
2024,0,45157,Cam Davis,4.06,325,80
2024,0,28237,Rory McIlroy,4.06,280,69
2024,0,50493,Justin Suh,4.05,312,77
2024,0,54783,Dylan Wu,4.05,336,83
2024,0,40026,Daniel Berger,4.04,323,80
2024,0,36699,Patrick Rodgers,4.04,404,100
2024,0,34046,Jordan Spieth,4.04,283,70
2024,0,38991,Alejandro Tosti,4.04,291,72
2024,0,45242,Kevin Yu,4.04,311,77
2024,0,39997,Corey Conners,4.02,350,87
2024,0,24024,Zach Johnson,4.02,209,52
2024,0,37455,Si Woo Kim,4.02,370,92
2024,0,52375,Doug Ghim,4.0,376,94
2024,0,33399,Adam Hadwin,4.0,332,83
2024,0,35310,Lanto Griffin,3.99,303,76
2024,0,59143,Mac Meissner,3.99,299,75
2024,0,47995,Davis Riley,3.99,303,76
2024,0,46340,Alex Smalley,3.99,311,78
2024,0,47591,Eric Cole,3.98,442,111
2024,0,25900,Lucas Glover,3.98,370,93
2024,0,57366,Cameron Young,3.98,322,81
2024,0,46441,Robby Shelton,3.97,314,79
2024,0,48887,Matt Wallace,3.97,266,67
2024,0,27936,Martin Laird,3.96,297,75
2024,0,33141,Keegan Bradley,3.95,312,79
2024,0,47983,Chad Ramey,3.95,340,86
2024,0,47988,Nick Hardy,3.94,343,87
2024,0,32640,Troy Merritt,3.94,303,77
2024,0,24502,Adam Scott,3.94,280,71
2024,0,35506,Mackenzie Hughes,3.93,373,95
2024,0,29535,Brice Garnett,3.92,188,48
2024,0,51287,Ryo Hisatsune,3.92,345,88
2024,0,52215,Robert MacIntyre,3.92,294,75
2024,0,57362,Austin Eckroat,3.91,368,94
2024,0,34563,Chesson Hadley,3.91,274,70
2024,0,37378,Min Woo Lee,3.91,274,70
2024,0,32839,Hideki Matsuyama,3.91,289,74
2024,0,56630,Akshay Bhatia,3.9,347,89
2024,0,39327,Ben Silverman,3.9,316,81
2024,0,48319,Tom Whitney,3.9,277,71
2024,0,27644,Brian Harman,3.89,338,87
2024,0,33204,Shane Lowry,3.89,284,73
2024,0,32070,Rafael Campos,3.88,233,60
2024,0,59095,Chris Gotterup,3.88,287,74
2024,0,46414,Aaron Rai,3.88,345,89
2024,0,40098,Matt Fitzpatrick,3.87,275,71
2024,0,54421,Garrick Higgo,3.87,317,82
2024,0,29420,Billy Horschel,3.87,306,79
2024,0,47993,Denny McCarthy,3.87,337,87
2024,0,34076,Joel Dahmen,3.86,355,92
2024,0,29936,Ryan Fox,3.86,301,78
2024,0,46113,Ryan McCormick,3.86,247,64
2024,0,55789,Taylor Montgomery,3.86,224,58
2024,0,34256,Andrew Putnam,3.86,320,83
2024,0,34255,Joseph Bramlett,3.85,335,87
2024,0,34098,Russell Henley,3.85,281,73
2024,0,48117,Kurt Kitayama,3.85,304,79
2024,0,47420,Jake Knapp,3.85,300,78
2024,0,33968,Thorbjørn Olesen,3.85,185,48
2024,0,52374,Brandon Wu,3.85,323,84
2024,0,32366,Kevin Chappell,3.82,214,56
2024,0,27139,David Skinns,3.82,325,85
2024,0,27214,Kevin Streelman,3.82,275,72
2024,0,27349,Alex Noren,3.81,278,73
2024,0,33486,Roger Sloan,3.81,263,69
2024,0,45522,Christiaan Bezuidenhout,3.8,304,80
2024,0,32791,K.H. Lee,3.79,311,82
2024,0,32102,Rickie Fowler,3.78,302,80
2024,0,36884,Ben Kohles,3.78,336,89
2024,0,49947,Taylor Moore,3.78,374,99
2024,0,32333,Kevin Tway,3.77,226,60
2024,0,29908,C.T. Pan,3.76,222,59
2024,0,28252,Seamus Power,3.75,360,96
2024,0,47347,Adam Schenk,3.75,356,95
2024,0,33408,Tyson Alexander,3.74,292,78
2024,0,50497,Adrien Dumont de Chassart,3.74,288,77
2024,0,27129,Luke List,3.74,288,77
2024,0,50095,Austin Smotherman,3.74,198,53
2024,0,31323,Gary Woodland,3.73,298,80
2024,0,34021,Bud Cauley,3.72,201,54
2024,0,32367,Jorge Campillo,3.71,193,52
2024,0,34099,Harris English,3.71,345,93
2024,0,39977,Max Homa,3.7,292,79
2024,0,52666,Sami Valimaki,3.7,233,63
2024,0,36326,David Lipsky,3.69,266,72
2024,0,48153,Matthieu Pavon,3.69,247,67
2024,0,49960,Sepp Straka,3.68,283,77
2024,0,22405,Justin Rose,3.66,223,61
2024,0,25493,Nick Taylor,3.66,315,86
2024,0,60767,Blaine Hale Jr.,3.65,201,55
2024,0,30927,Brendon Todd,3.65,361,99
2024,0,28775,Nate Lashley,3.64,280,77
2024,0,26476,Chez Reavie,3.64,262,72
2024,0,56149,Wilson Furr,3.63,214,59
2024,0,51890,Greyson Sigg,3.63,290,80
2024,0,47663,Kevin Dougherty,3.62,235,65
2024,0,54628,Lee Hodges,3.62,340,94
2024,0,26596,Ryan Moore,3.61,271,75
2024,0,31646,Emiliano Grillo,3.6,306,85
2024,0,22371,Aaron Baddeley,3.58,272,76
2024,0,55454,Carl Yuan,3.57,239,67
2024,0,37212,Paul Barjon,3.56,203,57
2024,0,30911,Tommy Fleetwood,3.56,253,71
2024,0,47679,Victor Perez,3.56,256,72
2024,0,40115,Adam Svensson,3.56,381,107
2024,0,34374,Erik Barnes,3.55,206,58
2024,0,48699,Callum Tarren,3.52,257,73
2024,0,27770,Camilo Villegas,3.52,215,61
2024,0,55708,Hayden Buckley,3.51,260,74
2024,0,23108,Matt Kuchar,3.51,267,76
2024,0,40058,Zac Blair,3.49,300,86
2024,0,52453,Nicolai Højgaard,3.49,199,57
2024,0,23320,Ryan Palmer,3.49,157,45
2024,0,29221,Webb Simpson,3.49,178,51
2024,0,27649,Brandt Snedeker,3.48,212,61
2024,0,52372,Cameron Champ,3.47,208,60
2024,0,27330,Josh Teater,3.44,189,55
2024,0,47483,Will Zalatoris,3.43,240,70
2024,0,59442,Parker Coody,3.4,197,58
2024,0,34466,Peter Malnati,3.4,265,78
2024,0,36871,Matt NeSmith,3.38,257,76
2024,0,45609,Tyler Duncan,3.36,249,74
2024,0,48119,Ben Taylor,3.35,218,65
2024,0,28420,Ryan Brehm,3.3,208,63
2024,0,35617,Martin Trainer,3.28,164,50
2024,0,29478,Kevin Kisner,3.19,182,57
2024,0,51070,Vincent Norrman,3.0,147,49
2024,0,47806,Raul Pereda,2.96,148,50
2023,0,52955,Ludvig Åberg,4.76,238,50
2023,0,35450,Patrick Cantlay,4.5,324,72
2023,0,46970,Jon Rahm,4.49,319,71
2023,0,46717,Viktor Hovland,4.41,388,88
2023,0,46046,Scottie Scheffler,4.41,388,88
2023,0,47591,Eric Cole,4.4,554,126
2023,0,58696,Peter Kuest,4.39,202,46
2023,0,55789,Taylor Montgomery,4.37,446,102
2023,0,39977,Max Homa,4.34,373,86
2023,0,57366,Cameron Young,4.34,373,86
2023,0,28237,Rory McIlroy,4.3,275,64
2023,0,24502,Adam Scott,4.29,292,68
2023,0,56630,Akshay Bhatia,4.25,357,84
2023,0,55182,Tom Kim,4.22,380,90
2023,0,31577,Tano Goya,4.21,379,90
2023,0,50525,Collin Morikawa,4.21,341,81
2023,0,48081,Xander Schauffele,4.21,341,81
2023,0,51634,Sahith Theegala,4.21,446,106
2023,0,45242,Kevin Yu,4.21,299,71
2023,0,37275,Sam Ryder,4.2,466,111
2023,0,33141,Keegan Bradley,4.17,342,82
2023,0,52453,Nicolai Hojgaard,4.17,192,46
2023,0,50493,Justin Suh,4.17,475,114
2023,0,32102,Rickie Fowler,4.16,399,96
2023,0,29725,Tony Finau,4.15,349,84
2023,0,39971,Sungjae Im,4.13,429,104
2023,0,51766,Wyndham Clark,4.11,419,102
2023,0,35532,Tom Hoge,4.11,427,104
2023,0,34563,Chesson Hadley,4.09,384,94
2023,0,40006,Erik van Rooyen,4.08,318,78
2023,0,57975,Harry Hall,4.07,415,102
2023,0,34363,Tyrrell Hatton,4.06,317,78
2023,0,36799,Stephan Jaeger,4.06,495,122
2023,0,28775,Nate Lashley,4.06,434,107
2023,0,56762,Will Gordon,4.05,450,111
2023,0,30927,Brendon Todd,4.05,421,104
2023,0,25900,Lucas Glover,4.04,404,100
2023,0,54591,Ben Griffin,4.04,481,119
2023,0,39067,MJ Daffue,4.03,415,103
2023,0,28089,Jason Day,4.03,322,80
2023,0,54783,Dylan Wu,4.03,427,106
2023,0,33653,Thomas Detry,4.02,398,99
2023,0,55454,Carl Yuan,4.02,338,84
2023,0,33413,Ben Martin,4.01,413,103
2023,0,22405,Justin Rose,4.01,273,68
2023,0,51070,Vincent Norrman,4.0,340,85
2023,0,25493,Nick Taylor,4.0,372,93
2023,0,33448,Justin Thomas,4.0,288,72
2023,0,32757,Patton Kizzire,3.99,399,100
2023,0,25818,Scott Piercy,3.99,395,99
2023,0,48867,Matti Schmid,3.99,315,79
2023,0,33948,Byeong Hun An,3.98,418,105
2023,0,34098,Russell Henley,3.98,334,84
2023,0,40162,Justin Lower,3.98,434,109
2023,0,52374,Brandon Wu,3.98,458,115
2023,0,45157,Cam Davis,3.97,361,91
2023,0,32816,Satoshi Kodaira,3.97,250,63
2023,0,49771,J.T. Poston,3.97,397,100
2023,0,35617,Martin Trainer,3.97,250,63
2023,0,39997,Corey Conners,3.95,340,86
2023,0,30911,Tommy Fleetwood,3.95,292,74
2023,0,23320,Ryan Palmer,3.95,312,79
2023,0,59018,Ryan Gerard,3.94,244,62
2023,0,54421,Garrick Higgo,3.94,406,103
2023,0,50095,Austin Smotherman,3.94,394,100
2023,0,40115,Adam Svensson,3.94,481,122
2023,0,47988,Nick Hardy,3.93,464,118
2023,0,27129,Luke List,3.93,393,100
2023,0,37338,Zecheng Dou,3.92,380,97
2023,0,31646,Emiliano Grillo,3.91,442,113
2023,0,48084,Wesley Bryan,3.9,187,48
2023,0,47995,Davis Riley,3.9,398,102
2023,0,58168,Davis Thompson,3.9,374,96
2023,0,34255,Joseph Bramlett,3.89,311,80
2023,0,33399,Adam Hadwin,3.89,342,88
2023,0,27554,Scott Harrington,3.89,311,80
2023,0,35461,Beau Hossler,3.89,428,110
2023,0,47983,Chad Ramey,3.89,393,101
2023,0,27644,Brian Harman,3.88,361,93
2023,0,29289,S.Y. Noh,3.88,264,68
2023,0,49960,Sepp Straka,3.88,357,92
2023,0,51414,Brent Grant,3.87,325,84
2023,0,39058,Lucas Herbert,3.87,240,62
2023,0,47993,Denny McCarthy,3.87,387,100
2023,0,39546,Keith Mitchell,3.87,364,94
2023,0,39335,Kevin Roy,3.87,294,76
2023,0,47504,Sam Burns,3.86,313,81
2023,0,23108,Matt Kuchar,3.85,350,91
2023,0,28252,Seamus Power,3.85,316,82
2023,0,46414,Aaron Rai,3.85,404,105
2023,0,36801,Mark Hubbard,3.84,446,116
2023,0,50188,S.H. Kim,3.84,426,111
2023,0,32839,Hideki Matsuyama,3.84,334,87
2023,0,39324,J.J. Spaun,3.84,392,102
2023,0,52372,Cameron Champ,3.83,299,78
2023,0,33597,Harry Higgs,3.83,322,84
2023,0,26596,Ryan Moore,3.83,318,83
2023,0,45609,Tyler Duncan,3.82,359,94
2023,0,52375,Doug Ghim,3.81,354,93
2023,0,39954,Cody Gribble,3.81,267,70
2023,0,37455,Si Woo Kim,3.81,381,100
2023,0,32791,K.H. Lee,3.81,408,107
2023,0,24140,Sean O'Hair,3.81,198,52
2023,0,34046,Jordan Spieth,3.81,274,72
2023,0,52513,Carson Young,3.8,376,99
2023,0,48699,Callum Tarren,3.79,375,99
2023,0,49453,Trevor Cone,3.78,310,82
2023,0,35506,Mackenzie Hughes,3.78,336,89
2023,0,53165,Doc Redman,3.78,295,78
2023,0,22371,Aaron Baddeley,3.76,301,80
2023,0,57362,Austin Eckroat,3.76,368,98
2023,0,27936,Martin Laird,3.76,331,88
2023,0,34466,Peter Malnati,3.76,357,95
2023,0,32640,Troy Merritt,3.76,346,92
2023,0,40250,Taylor Pendrith,3.75,371,99
2023,0,51890,Greyson Sigg,3.75,394,105
2023,0,47128,Richy Werenski,3.75,371,99
2023,0,20229,Stewart Cink,3.74,299,80
2023,0,40098,Matt Fitzpatrick,3.74,273,73
2023,0,30926,Chris Kirk,3.74,344,92
2023,0,36326,David Lipsky,3.73,384,103
2023,0,34256,Andrew Putnam,3.73,414,111
2023,0,46340,Alex Smalley,3.73,418,112
2023,0,40058,Zac Blair,3.72,290,78
2023,0,46441,Robby Shelton,3.72,387,104
2023,0,36699,Patrick Rodgers,3.71,378,102
2023,0,29535,Brice Garnett,3.69,317,86
2023,0,35449,Adam Long,3.69,417,113
2023,0,51997,Andrew Novak,3.69,351,95
2023,0,25686,Jason Dufner,3.68,335,91
2023,0,12716,Charley Hoffman,3.68,298,81
2023,0,47347,Adam Schenk,3.68,438,119
2023,0,55893,Sam Stevens,3.68,390,106
2023,0,47079,Harrison Endycott,3.67,327,89
2023,0,35879,Kelly Kraft,3.67,330,90
2023,0,29908,C.T. Pan,3.67,198,54
2023,0,31323,Gary Woodland,3.67,305,83
2023,0,46435,Austin Cook,3.66,311,85
2023,0,49947,Taylor Moore,3.65,369,101
2023,0,27349,Alex Noren,3.64,335,92
2023,0,27974,Sung Kang,3.63,178,49
2023,0,46442,Maverick McNealy,3.62,228,63
2023,0,33408,Tyson Alexander,3.61,343,95
2023,0,48117,Kurt Kitayama,3.61,260,72
2023,0,36871,Matt NeSmith,3.61,357,99
2023,0,52411,Kyle Westmoreland,3.61,285,79
2023,0,32366,Kevin Chappell,3.59,201,56
2023,0,39975,Michael Kim,3.59,348,97
2023,0,34076,Joel Dahmen,3.58,329,92
2023,0,32448,James Hahn,3.58,286,80
2023,0,48119,Ben Taylor,3.58,380,106
2023,0,31202,William McGirt,3.57,189,53
2023,0,25632,Jimmy Walker,3.56,306,86
2023,0,34099,Harris English,3.55,344,97
2023,0,29420,Billy Horschel,3.55,227,64
2023,0,46601,Trey Mullinax,3.55,252,71
2023,0,33122,Russell Knox,3.54,403,114
2023,0,48887,Matt Wallace,3.54,297,84
2023,0,27963,Chris Stroud,3.53,201,57
2023,0,45522,Christiaan Bezuidenhout,3.52,313,89
2023,0,34409,David Lingmerth,3.51,309,88
2023,0,36724,Augusto Núñez,3.51,298,85
2023,0,19803,Ryan Armour,3.5,322,92
2023,0,55708,Hayden Buckley,3.49,293,84
2023,0,29221,Webb Simpson,3.49,199,57
2023,0,33204,Shane Lowry,3.48,216,62
2023,0,26476,Chez Reavie,3.47,333,96
2023,0,51491,Brandon Matthews,3.46,204,59
2023,0,30163,Henrik Norlander,3.46,315,91
2023,0,49298,Kramer Hickok,3.45,335,97
2023,0,24925,Jonathan Byrd,3.43,206,60
2023,0,27214,Kevin Streelman,3.43,329,96
2023,0,35310,Lanto Griffin,3.42,195,57
2023,0,35901,Paul Haley II,3.42,315,92
2023,0,34431,Robert Streb,3.42,277,81
2023,0,51349,Nico Echavarria,3.41,266,78
2023,0,31560,Brian Stuard,3.41,249,73
2023,0,28420,Ryan Brehm,3.4,292,86
2023,0,22056,Cameron Percy,3.4,228,67
2023,0,32333,Kevin Tway,3.4,343,101
2023,0,30692,Scott Stallings,3.39,285,84
2023,0,54628,Lee Hodges,3.38,362,107
2023,0,29970,Dylan Frittelli,3.37,263,78
2023,0,34610,Matthias Schwab,3.36,346,103
2023,0,33410,Andrew Landry,3.35,268,80
2023,0,58967,Trevor Werbylo,3.35,278,83
2023,0,51950,Max McGreevy,3.34,307,92
2023,0,31557,Jim Herman,3.29,253,77
2023,0,49766,Hank Lebioda,3.26,199,61
2023,0,27095,Nick Watney,3.25,247,76
2023,0,24024,Zach Johnson,3.16,215,68
2023,0,32139,Danny Willett,3.16,212,67
2023,0,32662,Michael Gligic,3.11,227,73
2022,0,35891,Cameron Smith,4.63,287,62
2022,0,46046,Scottie Scheffler,4.6,386,84
2022,0,33448,Justin Thomas,4.58,348,76
2022,0,28237,Rory McIlroy,4.53,272,60
2022,0,35450,Patrick Cantlay,4.44,302,68
2022,0,57366,Cameron Young,4.41,362,82
2022,0,46717,Viktor Hovland,4.37,306,70
2022,0,47504,Sam Burns,4.33,346,80
2022,0,48081,Xander Schauffele,4.32,311,72
2022,0,47483,Will Zalatoris,4.32,328,76
2022,0,29725,Tony Finau,4.22,363,86
2022,0,34098,Russell Henley,4.21,328,78
2022,0,21961,Charles Howell III,4.19,226,54
2022,0,32839,Hideki Matsuyama,4.18,301,72
2022,0,46970,Jon Rahm,4.17,292,70
2022,0,45486,Joaquin Niemann,4.15,332,80
2022,0,47995,Davis Riley,4.15,390,94
2022,0,51894,Vince Whaley,4.14,352,85
2022,0,46402,Talor Gooch,4.1,291,71
2022,0,46442,Maverick McNealy,4.1,361,88
2022,0,34046,Jordan Spieth,4.07,301,74
2022,0,37189,Harold Varner III,4.07,281,69
2022,0,49964,Aaron Wise,4.07,350,86
2022,0,39546,Keith Mitchell,4.06,349,86
2022,0,31646,Emiliano Grillo,4.05,340,84
2022,0,28775,Nate Lashley,4.04,307,76
2022,0,46601,Trey Mullinax,4.04,331,82
2022,0,40250,Taylor Pendrith,4.04,287,71
2022,0,40115,Adam Svensson,4.04,404,100
2022,0,50525,Collin Morikawa,4.03,242,60
2022,0,34264,Hudson Swafford,4.03,258,64
2022,0,49947,Taylor Moore,4.01,337,84
2022,0,24502,Adam Scott,4.01,289,72
2022,0,45157,Cam Davis,4.0,328,82
2022,0,39971,Sungjae Im,3.99,351,88
2022,0,34174,John Huh,3.97,294,74
2022,0,26851,Marc Leishman,3.96,285,72
2022,0,28252,Seamus Power,3.95,308,78
2022,0,30692,Scott Stallings,3.95,379,96
2022,0,39977,Max Homa,3.94,323,82
2022,0,34466,Peter Malnati,3.93,405,103
2022,0,35532,Tom Hoge,3.92,376,96
2022,0,28089,Jason Day,3.91,223,57
2022,0,22405,Justin Rose,3.91,211,54
2022,0,29926,Danny Lee,3.9,203,52
2022,0,34363,Tyrrell Hatton,3.88,248,64
2022,0,40162,Justin Lower,3.88,279,72
2022,0,29289,S.Y. Noh,3.87,244,63
2022,0,47856,Seth Reeves,3.87,259,67
2022,0,39997,Corey Conners,3.86,336,87
2022,0,32816,Satoshi Kodaira,3.86,197,51
2022,0,36884,Ben Kohles,3.86,243,63
2022,0,35310,Lanto Griffin,3.85,300,78
2022,0,37455,Si Woo Kim,3.85,377,98
2022,0,45526,Abraham Ancer,3.84,223,58
2022,0,34076,Joel Dahmen,3.84,326,85
2022,0,47983,Chad Ramey,3.84,280,73
2022,0,29478,Kevin Kisner,3.83,253,66
2022,0,36689,Brooks Koepka,3.83,176,46
2022,0,51634,Sahith Theegala,3.83,433,113
2022,0,45609,Tyler Duncan,3.82,313,82
2022,0,33399,Adam Hadwin,3.82,344,90
2022,0,23621,Rory Sabbatini,3.82,210,55
2022,0,48117,Kurt Kitayama,3.81,267,70
2022,0,39324,J.J. Spaun,3.81,362,95
2022,0,56278,Matthew Wolff,3.81,179,47
2022,0,32366,Kevin Chappell,3.8,209,55
2022,0,47988,Nick Hardy,3.8,224,59
2022,0,29420,Billy Horschel,3.8,266,70
2022,0,22056,Cameron Percy,3.8,167,44
2022,0,33141,Keegan Bradley,3.79,303,80
2022,0,26300,Matt Jones,3.79,231,61
2022,0,27974,Sung Kang,3.78,302,80
2022,0,36852,Jim Knous,3.78,193,51
2022,0,29221,Webb Simpson,3.78,223,59
2022,0,33486,Roger Sloan,3.78,276,73
2022,0,30911,Tommy Fleetwood,3.77,211,56
2022,0,48822,Sebastián Muñoz,3.77,313,83
2022,0,33667,Carlos Ortiz,3.77,230,61
2022,0,24361,Pat Perez,3.77,234,62
2022,0,27139,David Skinns,3.77,249,66
2022,0,23325,Vaughn Taylor,3.77,200,53
2022,0,32150,Michael Thompson,3.76,316,84
2022,0,30927,Brendon Todd,3.76,312,83
2022,0,33419,Cameron Tringale,3.76,346,92
2022,0,36801,Mark Hubbard,3.75,255,68
2022,0,47529,Mito Pereira,3.75,334,89
2022,0,50095,Austin Smotherman,3.75,289,77
2022,0,39058,Lucas Herbert,3.74,202,54
2022,0,36799,Stephan Jaeger,3.74,318,85
2022,0,37275,Sam Ryder,3.74,329,88
2022,0,48699,Callum Tarren,3.74,258,69
2022,0,52374,Brandon Wu,3.74,277,74
2022,0,52372,Cameron Champ,3.73,209,56
2022,0,51766,Wyndham Clark,3.73,362,97
2022,0,34563,Chesson Hadley,3.73,298,80
2022,0,23108,Matt Kuchar,3.73,265,71
2022,0,46550,Brandon Hagy,3.72,290,78
2022,0,32757,Patton Kizzire,3.72,335,90
2022,0,30944,Jason Kokrak,3.72,227,61
2022,0,25198,Francesco Molinari,3.72,197,53
2022,0,49771,J.T. Poston,3.72,327,88
2022,0,25900,Lucas Glover,3.71,345,93
2022,0,12716,Charley Hoffman,3.71,256,69
2022,0,46340,Alex Smalley,3.71,345,93
2022,0,32791,K.H. Lee,3.7,363,98
2022,0,40098,Matt Fitzpatrick,3.69,258,70
2022,0,32662,Michael Gligic,3.69,262,71
2022,0,33204,Shane Lowry,3.69,214,58
2022,0,27064,Jhonattan Vegas,3.69,284,77
2022,0,37212,Paul Barjon,3.68,261,71
2022,0,35879,Kelly Kraft,3.68,254,69
2022,0,25818,Scott Piercy,3.68,283,77
2022,0,34255,Joseph Bramlett,3.67,297,81
2022,0,29908,C.T. Pan,3.67,301,82
2022,0,51890,Greyson Sigg,3.67,330,90
2022,0,20229,Stewart Cink,3.66,282,77
2022,0,23983,Luke Donald,3.66,245,67
2022,0,27129,Luke List,3.66,293,80
2022,0,32640,Troy Merritt,3.66,333,91
2022,0,34610,Matthias Schwab,3.66,256,70
2022,0,49766,Hank Lebioda,3.65,292,80
2022,0,36326,David Lipsky,3.65,321,88
2022,0,47128,Richy Werenski,3.65,230,63
2022,0,30978,Kiradech Aphibarnrat,3.64,193,53
2022,0,35449,Adam Long,3.63,319,88
2022,0,51950,Max McGreevy,3.63,261,72
2022,0,40006,Erik van Rooyen,3.63,174,48
2022,0,47993,Denny McCarthy,3.62,362,100
2022,0,24138,Ian Poulter,3.61,159,44
2022,0,53165,Doc Redman,3.61,285,79
2022,0,35506,Mackenzie Hughes,3.6,295,82
2022,0,36871,Matthew NeSmith,3.6,331,92
2022,0,27349,Alex Noren,3.59,230,64
2022,0,51997,Andrew Novak,3.59,273,76
2022,0,34360,Patrick Reed,3.59,251,70
2022,0,55708,Hayden Buckley,3.57,325,91
2022,0,48887,Matt Wallace,3.57,200,56
2022,0,29970,Dylan Frittelli,3.56,331,93
2022,0,54628,Lee Hodges,3.56,331,93
2022,0,30926,Chris Kirk,3.56,299,84
2022,0,49960,Sepp Straka,3.56,349,98
2022,0,35617,Martin Trainer,3.56,278,78
2022,0,28114,Dawie van der Walt,3.56,221,62
2022,0,54421,Garrick Higgo,3.55,206,58
2022,0,45522,Christiaan Bezuidenhout,3.54,283,80
2022,0,34256,Andrew Putnam,3.54,333,94
2022,0,27214,Kevin Streelman,3.53,311,88
2022,0,24980,Scott Gutschewski,3.52,197,56
2022,0,27644,Brian Harman,3.52,320,91
2022,0,23320,Ryan Palmer,3.52,236,67
2022,0,46414,Aaron Rai,3.51,312,89
2022,0,24925,Jonathan Byrd,3.49,199,57
2022,0,31420,Anirban Lahiri,3.49,251,72
2022,0,25493,Nick Taylor,3.49,307,88
2022,0,45540,Jared Wolfe,3.49,206,59
2022,0,46435,Austin Cook,3.48,240,69
2022,0,27770,Camilo Villegas,3.48,240,69
2022,0,29535,Brice Garnett,3.47,267,77
2022,0,35461,Beau Hossler,3.47,243,70
2022,0,32139,Danny Willett,3.47,215,62
2022,0,48084,Wesley Bryan,3.45,169,49
2022,0,32102,Rickie Fowler,3.45,245,71
2022,0,10381,Curtis Thompson,3.45,221,64
2022,0,27936,Martin Laird,3.44,227,66
2022,0,26476,Chez Reavie,3.44,292,85
2022,0,29518,Brendan Steele,3.44,251,73
2022,0,24924,Bill Haas,3.42,308,90
2022,0,24024,Zach Johnson,3.42,219,64
2022,0,47347,Adam Schenk,3.42,308,90
2022,0,32333,Kevin Tway,3.4,262,77
2022,0,32448,James Hahn,3.39,241,71
2022,0,39953,Chase Seiffert,3.39,173,51
2022,0,25686,Jason Dufner,3.38,169,50
2022,0,33122,Russell Knox,3.38,301,89
2022,0,49298,Kramer Hickok,3.37,307,91
2022,0,30163,Henrik Norlander,3.36,242,72
2022,0,36699,Patrick Rodgers,3.36,286,85
2022,0,27649,Brandt Snedeker,3.36,198,59
2022,0,31323,Gary Woodland,3.36,232,69
2022,0,29974,Branden Grace,3.35,174,52
2022,0,54783,Dylan Wu,3.34,224,67
2022,0,27895,Jonas Blixt,3.32,166,50
2022,0,34431,Robert Streb,3.31,275,83
2022,0,52375,Doug Ghim,3.29,276,84
2022,0,31560,Brian Stuard,3.29,293,89
2022,0,35110,Brett Drewitt,3.26,189,58
2022,0,27095,Nick Watney,3.26,248,76
2022,0,31557,Jim Herman,3.22,164,51
2022,0,19803,Ryan Armour,3.2,160,50
2022,0,33490,Bo Hoag,3.2,157,49
