YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
2007,0,22405,Justin Rose,3.81,225,59
2007,0,25900,Lucas Glover,3.77,366,97
2007,0,23349,Charles Warren,3.76,380,101
2007,0,25396,Kevin Na,3.74,314,84
2007,0,27141,J.B. Holmes,3.72,264,71
2007,0,10425,Jay Williamson,3.72,186,50
2007,0,21633,Steve Allan,3.71,234,63
2007,0,29718,Anthony Kim,3.71,345,93
2007,0,21949,Joe Ogilvie,3.71,378,102
2007,0,22046,Geoff Ogilvy,3.71,289,78
2007,0,12716,Charley Hoffman,3.7,359,97
2007,0,1810,Phil Mickelson,3.7,263,71
2007,0,23638,Brendon de Jonge,3.68,280,76
2007,0,25804,Bubba Watson,3.68,294,80
2007,0,20850,Daniel Chopra,3.67,389,106
2007,0,23325,Vaughn Taylor,3.67,334,91
2007,0,24358,Robert Garrigus,3.65,347,95
2007,0,10117,Bob Heintz,3.65,310,85
2007,0,28475,Jeff Overton,3.65,219,60
2007,0,25345,Carl Pettersson,3.65,401,110
2007,0,23621,Rory Sabbatini,3.65,288,79
2007,0,6522,Ernie Els,3.64,211,58
2007,0,12652,Cameron Beckman,3.63,348,96
2007,0,21350,Ryuji Imada,3.63,377,104
2007,0,23623,Bo Van Pelt,3.62,376,104
2007,0,23614,Rich Beem,3.61,321,89
2007,0,20472,Alex Cejka,3.61,289,80
2007,0,1249,John Daly,3.61,213,59
2007,0,10809,Jim Furyk,3.61,296,82
2007,0,21209,Sergio Garcia,3.61,238,66
2007,0,6567,Vijay Singh,3.61,361,100
2007,0,6527,Steve Stricker,3.61,289,80
2007,0,10885,Robert Allenby,3.6,320,89
2007,0,1320,Bob Estes,3.6,317,88
2007,0,22371,Aaron Baddeley,3.59,287,80
2007,0,1142,Bart Bryant,3.59,309,86
2007,0,19824,Craig Barlow,3.58,186,52
2007,0,8537,J.P. Hayes,3.58,319,89
2007,0,1707,Steve Lowery,3.58,265,74
2007,0,1797,Rocco Mediate,3.58,258,72
2007,0,27933,John Merrick,3.58,329,92
2007,0,23497,Tag Ridings,3.58,186,52
2007,0,8375,Paul Stankowski,3.58,186,52
2007,0,20498,Briny Baird,3.57,411,115
2007,0,28158,Steve Marino,3.57,378,106
2007,0,27095,Nick Watney,3.57,311,87
2007,0,24357,K.J. Choi,3.55,302,85
2007,0,20229,Stewart Cink,3.55,312,88
2007,0,21753,Brian Davis,3.55,359,101
2007,0,22892,Jason Gore,3.55,305,86
2007,0,24140,Sean O'Hair,3.55,348,98
2007,0,24781,Hunter Mahan,3.54,322,91
2007,0,20127,Chris Riley,3.54,209,59
2007,0,27770,Camilo Villegas,3.54,290,82
2007,0,7867,Woody Austin,3.53,335,95
2007,0,20378,Mathias Grönberg,3.53,335,95
2007,0,20766,Padraig Harrington,3.53,219,62
2007,0,10733,Kent Jones,3.53,342,97
2007,0,1948,Tim Petrovic,3.53,374,106
2007,0,25190,Jeff Quinney,3.52,334,95
2007,0,24912,Will MacKenzie,3.51,351,100
2007,0,26596,Ryan Moore,3.51,323,92
2007,0,23322,Brett Wetterich,3.51,305,87
2007,0,22293,Heath Slocum,3.5,354,101
2007,0,11032,Frank Lickliter II,3.49,332,95
2007,0,24361,Pat Perez,3.49,293,84
2007,0,20160,Charlie Wi,3.49,314,90
2007,0,22295,Darron Stiles,3.48,226,65
2007,0,21805,Harrison Frazar,3.47,305,88
2007,0,26881,Jarrod Lyle,3.47,267,77
2007,0,20645,John Senden,3.47,337,97
2007,0,19803,Ryan Armour,3.46,370,107
2007,0,19846,Brian Gay,3.46,370,107
2007,0,7363,Craig Bowden,3.45,269,78
2007,0,23718,Nathan Green,3.45,355,103
2007,0,1024,Billy Andrade,3.44,303,88
2007,0,23135,Tim Clark,3.44,220,64
2007,0,24924,Bill Haas,3.44,320,93
2007,0,2206,David Toms,3.44,265,77
2007,0,26289,Boo Weekley,3.44,347,101
2007,0,6197,Michael Allen,3.43,254,74
2007,0,24490,George McNeill,3.43,326,95
2007,0,1724,Jeff Maggert,3.42,270,79
2007,0,1945,Kenny Perry,3.42,284,83
2007,0,26951,Johnson Wagner,3.41,331,97
2007,0,23613,Rich Barcelo,3.4,272,80
2007,0,25273,Andrew Buckle,3.4,262,77
2007,0,6034,Marco Dawson,3.4,248,73
2007,0,6595,Kevin Sutherland,3.4,289,85
2007,0,24980,Scott Gutschewski,3.39,227,67
2007,0,12195,Tom Johnson,3.39,251,74
2007,0,7547,Craig Kanada,3.38,368,109
2007,0,27120,Troy Matteson,3.38,294,87
2007,0,27963,Chris Stroud,3.38,223,66
2007,0,23983,Luke Donald,3.37,226,67
2007,0,27649,Brandt Snedeker,3.37,354,105
2007,0,12705,Cliff Kresge,3.36,360,107
2007,0,2223,Bob Tway,3.36,346,103
2007,0,2246,Duffy Waldorf,3.36,232,69
2007,0,1766,Billy Mayfair,3.35,328,98
2007,0,24449,Parker McLachlin,3.35,278,83
2007,0,12782,Tim Herron,3.34,327,98
2007,0,22913,John Rollins,3.34,337,101
2007,0,25686,Jason Dufner,3.33,333,100
2007,0,1313,Steve Elkington,3.33,290,87
2007,0,20433,Mark Hensby,3.33,270,81
2007,0,1941,Tom Pernice Jr.,3.33,346,104
2007,0,21959,Ted Purdy,3.33,340,102
2007,0,26882,Michael Sim,3.33,173,52
2007,0,1035,Tommy Armour III,3.32,269,81
2007,0,11123,Chris Couch,3.32,252,76
2007,0,20104,Ken Duke,3.32,372,112
2007,0,10423,Mike Weir,3.32,269,81
2007,0,22212,Craig Lile,3.31,255,77
2007,0,20634,Peter Lonard,3.31,281,85
2007,0,20574,Mathew Goggin,3.3,320,97
2007,0,12680,Shigeki Maruyama,3.3,277,84
2007,0,28486,Michael Putnam,3.3,317,96
2007,0,27060,John Mallinger,3.29,316,96
2007,0,25892,Steve Wheatcroft,3.29,240,73
2007,0,1388,Robert Gamez,3.28,289,88
2007,0,8075,Jerry Kelly,3.28,331,101
2007,0,23108,Matt Kuchar,3.28,279,85
2007,0,2239,Scott Verplank,3.28,266,81
2007,0,8931,Glen Day,3.27,278,85
2007,0,23353,J.J. Henry,3.27,278,85
2007,0,24138,Ian Poulter,3.27,196,60
2007,0,20105,Jeff Gove,3.26,336,103
2007,0,12602,Dean Wilson,3.26,300,92
2007,0,24507,Jason Bohn,3.25,185,57
2007,0,20691,Greg Owen,3.25,263,81
2007,0,10213,Dicky Pride,3.25,231,71
2007,0,23788,D.J. Trahan,3.25,322,99
2007,0,7457,Steve Flesch,3.24,324,100
2007,0,10860,Justin Leonard,3.24,308,95
2007,0,23320,Ryan Palmer,3.24,295,91
2007,0,2101,Joey Sindelar,3.24,243,75
2007,0,20623,Gavin Coles,3.21,279,87
2007,0,1677,Tom Lehman,3.21,199,62
2007,0,20628,Arron Oberholser,3.21,218,68
2007,0,24024,Zach Johnson,3.2,240,75
2007,0,21878,Mark Wilson,3.2,278,87
2007,0,21961,Charles Howell III,3.19,274,86
2007,0,6515,Shaun Micheel,3.19,281,88
2007,0,2214,Kirk Triplett,3.19,246,77
2007,0,24290,D.J. Brigman,3.18,213,67
2007,0,12510,Chad Campbell,3.18,286,90
2007,0,26360,Bubba Dickerson,3.18,162,51
2007,0,20572,Rod Pampling,3.18,286,90
2007,0,6004,Stephen Ames,3.17,244,77
2007,0,1577,Lee Janzen,3.17,209,66
2007,0,20098,Stuart Appleby,3.16,231,73
2007,0,21806,Paul Gow,3.16,221,70
2007,0,7223,Brian Bateman,3.15,173,55
2007,0,20382,Stephen Leaney,3.15,258,82
2007,0,1706,Davis Love III,3.15,205,65
2007,0,19972,José Coceres,3.14,157,50
2007,0,23933,Michael Boyd,3.13,191,61
2007,0,26679,Kevin Stadler,3.13,297,95
2007,0,21470,Daisuke Maruyama,3.12,268,86
2007,0,6621,Joe Durant,3.11,271,87
2007,0,23800,Bryce Molder,3.11,174,56
2007,0,21660,Jason Schultz,3.1,195,63
2007,0,7749,Brett Quigley,3.09,241,78
2007,0,6643,Paul Goydos,3.08,182,59
2007,0,23048,Eric Axley,3.06,327,107
2007,0,27702,Matt Hendrix,3.06,193,63
2007,0,1381,Fred Funk,3.05,198,65
2007,0,8123,Jeff Brehaut,3.03,179,59
2007,0,29476,Kyle Reifers,3.03,215,71
2007,0,8881,Tripp Isenhour,3.02,260,86
2007,0,21528,Henrik Stenson,3.02,139,46
2007,0,22378,Trevor Immelman,2.99,203,68
2007,0,22348,Nick O'Hern,2.99,203,68
2007,0,1928,Corey Pavin,2.99,242,81
2007,0,22806,Doug LaBelle II,2.98,310,104
2007,0,12714,Chris Tidland,2.97,175,59
2007,0,21646,David Branshaw,2.93,243,83
2007,0,24457,Jaco Van Zyl,2.92,149,51
2007,0,20157,Retief Goosen,2.9,139,48
2007,0,20859,Anders Hansen,2.89,159,55
2007,0,22621,Ben Curtis,2.88,230,80
2007,0,26420,Richard Johnson,2.88,268,93
2007,0,2104,Jeff Sluman,2.88,173,60
2007,0,6251,Chris DiMarco,2.87,221,77
2007,0,6373,José María Olazábal,2.82,141,50
2007,0,1132,Mark Brooks,2.72,144,53
2007,0,1157,Tom Byrum,2.7,135,50
2007,0,2036,Jim Rutledge,2.66,157,59
2007,0,1473,Todd Hamilton,2.63,200,76
2006,0,8793,Tiger Woods,4.65,242,52
2006,0,1810,Phil Mickelson,4.38,302,69
2006,0,24925,Jonathan Byrd,4.24,280,66
2006,0,20850,Daniel Chopra,4.07,435,107
2006,0,10809,Jim Furyk,4.05,356,88
2006,0,22405,Justin Rose,4.04,384,95
2006,0,23322,Brett Wetterich,4.04,331,82
2006,0,23325,Vaughn Taylor,4.03,355,88
2006,0,25900,Lucas Glover,3.98,402,101
2006,0,8537,J.P. Hayes,3.96,218,55
2006,0,6567,Vijay Singh,3.94,394,100
2006,0,12716,Charley Hoffman,3.92,384,98
2006,0,6527,Steve Stricker,3.92,243,62
2006,0,21805,Harrison Frazar,3.89,354,91
2006,0,24781,Hunter Mahan,3.88,380,98
2006,0,1706,Davis Love III,3.87,294,76
2006,0,2206,David Toms,3.86,266,69
2006,0,24502,Adam Scott,3.85,262,68
2006,0,27095,Nick Watney,3.84,365,95
2006,0,24358,Robert Garrigus,3.83,318,83
2006,0,22378,Trevor Immelman,3.83,329,86
2006,0,23623,Bo Van Pelt,3.83,391,102
2006,0,21209,Sergio Garcia,3.82,210,55
2006,0,20608,David Howell,3.82,172,45
2006,0,20498,Briny Baird,3.77,290,77
2006,0,23320,Ryan Palmer,3.77,373,99
2006,0,23135,Tim Clark,3.76,297,79
2006,0,11123,Chris Couch,3.76,282,75
2006,0,23541,Ben Crane,3.76,301,80
2006,0,11032,Frank Lickliter II,3.76,365,97
2006,0,10885,Robert Allenby,3.74,288,77
2006,0,20098,Stuart Appleby,3.74,292,78
2006,0,6034,Marco Dawson,3.74,325,87
2006,0,10423,Mike Weir,3.74,318,85
2006,0,21878,Mark Wilson,3.74,284,76
2006,0,6197,Michael Allen,3.73,313,84
2006,0,19824,Craig Barlow,3.73,272,73
2006,0,23983,Luke Donald,3.73,235,63
2006,0,21949,Joe Ogilvie,3.73,339,91
2006,0,23048,Eric Axley,3.72,331,89
2006,0,20766,Padraig Harrington,3.72,186,50
2006,0,20472,Alex Cejka,3.71,338,91
2006,0,26360,Bubba Dickerson,3.71,356,96
2006,0,24361,Pat Perez,3.7,185,50
2006,0,2239,Scott Verplank,3.7,318,86
2006,0,25804,Bubba Watson,3.7,292,79
2006,0,20691,Greg Owen,3.69,284,77
2006,0,22913,John Rollins,3.69,336,91
2006,0,1941,Tom Pernice Jr.,3.68,383,104
2006,0,20628,Arron Oberholser,3.67,290,79
2006,0,6004,Stephen Ames,3.66,227,62
2006,0,20229,Stewart Cink,3.66,322,88
2006,0,6522,Ernie Els,3.66,234,64
2006,0,6350,Bob May,3.66,227,62
2006,0,27770,Camilo Villegas,3.66,340,93
2006,0,23718,Nathan Green,3.65,380,104
2006,0,27141,J.B. Holmes,3.65,281,77
2006,0,10505,Shane Bertsch,3.64,371,102
2006,0,19846,Brian Gay,3.64,389,107
2006,0,20378,Mathias Grönberg,3.64,324,89
2006,0,20572,Rod Pampling,3.64,306,84
2006,0,12680,Shigeki Maruyama,3.63,334,92
2006,0,24138,Ian Poulter,3.63,189,52
2006,0,6621,Joe Durant,3.62,366,101
2006,0,20157,Retief Goosen,3.62,217,60
2006,0,26596,Ryan Moore,3.62,235,65
2006,0,7749,Brett Quigley,3.62,380,105
2006,0,12660,Jesper Parnevik,3.61,303,84
2006,0,23621,Rory Sabbatini,3.61,300,83
2006,0,7867,Woody Austin,3.6,385,107
2006,0,8123,Jeff Brehaut,3.6,346,96
2006,0,1161,Mark Calcavecchia,3.6,335,93
2006,0,23497,Tag Ridings,3.6,360,100
2006,0,7013,Wes Short Jr.,3.6,338,94
2006,0,23614,Rich Beem,3.59,298,83
2006,0,22046,Geoff Ogilvy,3.59,251,70
2006,0,2214,Kirk Triplett,3.59,201,56
2006,0,8075,Jerry Kelly,3.58,358,100
2006,0,24912,Will MacKenzie,3.58,315,88
2006,0,1035,Tommy Armour III,3.57,232,65
2006,0,2104,Jeff Sluman,3.57,361,101
2006,0,6251,Chris DiMarco,3.55,277,78
2006,0,21731,Freddie Jacobson,3.55,199,56
2006,0,21959,Ted Purdy,3.55,359,101
2006,0,22293,Heath Slocum,3.55,330,93
2006,0,12602,Dean Wilson,3.55,394,111
2006,0,23353,J.J. Henry,3.54,329,93
2006,0,21470,Daisuke Maruyama,3.54,280,79
2006,0,20127,Chris Riley,3.54,290,82
2006,0,20645,John Senden,3.54,329,93
2006,0,2110,Jerry Smith,3.54,326,92
2006,0,1139,Olin Browne,3.53,367,104
2006,0,1577,Lee Janzen,3.53,279,79
2006,0,25240,D.A. Points,3.53,282,80
2006,0,21753,Brian Davis,3.52,317,90
2006,0,6575,Dudley Hart,3.51,291,83
2006,0,1553,John Huston,3.51,253,72
2006,0,24140,Sean O'Hair,3.51,344,98
2006,0,24507,Jason Bohn,3.49,363,104
2006,0,1249,John Daly,3.49,171,49
2006,0,20121,Todd Fischer,3.49,346,99
2006,0,24980,Scott Gutschewski,3.49,178,51
2006,0,24924,Bill Haas,3.49,335,96
2006,0,10733,Kent Jones,3.49,352,101
2006,0,6515,Shaun Micheel,3.49,325,93
2006,0,12510,Chad Campbell,3.48,303,87
2006,0,28475,Jeff Overton,3.48,324,93
2006,0,2246,Duffy Waldorf,3.48,320,92
2006,0,24357,K.J. Choi,3.47,319,92
2006,0,8835,Kris Cox,3.47,281,81
2006,0,1320,Bob Estes,3.47,295,85
2006,0,20105,Jeff Gove,3.47,302,87
2006,0,23788,D.J. Trahan,3.47,312,90
2006,0,23349,Charles Warren,3.47,312,90
2006,0,21407,Arjun Atwal,3.46,329,95
2006,0,7457,Steve Flesch,3.46,398,115
2006,0,20631,David McKenzie,3.46,277,80
2006,0,25345,Carl Pettersson,3.46,322,93
2006,0,26420,Richard Johnson,3.45,324,94
2006,0,20382,Stephen Leaney,3.45,290,84
2006,0,1707,Steve Lowery,3.45,335,97
2006,0,22371,Aaron Baddeley,3.43,261,76
2006,0,1666,Bernhard Langer,3.43,247,72
2006,0,27120,Troy Matteson,3.43,346,101
2006,0,2106,Chris Smith,3.42,229,67
2006,0,21646,David Branshaw,3.41,334,98
2006,0,9011,David Duval,3.41,235,69
2006,0,12760,Danny Ellis,3.41,218,64
2006,0,6573,Brandt Jobe,3.41,300,88
2006,0,6373,José María Olazábal,3.41,198,58
2006,0,21350,Ryuji Imada,3.4,347,102
2006,0,20574,Mathew Goggin,3.39,237,70
2006,0,1619,Skip Kendall,3.39,244,72
2006,0,12755,Vance Veazey,3.39,200,59
2006,0,12645,Brent Geiberger,3.38,328,97
2006,0,1024,Billy Andrade,3.36,249,74
2006,0,12823,Carlos Franco,3.36,289,86
2006,0,27943,Matt Hansen,3.36,222,66
2006,0,1724,Jeff Maggert,3.36,272,81
2006,0,1945,Kenny Perry,3.36,242,72
2006,0,2101,Joey Sindelar,3.36,302,90
2006,0,6595,Kevin Sutherland,3.36,323,96
2006,0,1388,Robert Gamez,3.35,315,94
2006,0,22892,Jason Gore,3.35,281,84
2006,0,6643,Paul Goydos,3.35,241,72
2006,0,19881,Robert Damron,3.34,304,91
2006,0,1381,Fred Funk,3.32,349,105
2006,0,20094,Jonathan Kaye,3.32,305,92
2006,0,8385,Omar Uresti,3.31,195,59
2006,0,25632,Jimmy Walker,3.31,192,58
2006,0,1766,Billy Mayfair,3.3,310,94
2006,0,28780,Nicholas Thompson,3.3,307,93
2006,0,1042,Paul Azinger,3.29,286,87
2006,0,10565,Ian Leggatt,3.29,250,76
2006,0,24024,Zach Johnson,3.28,289,88
2006,0,20099,Doug Barron,3.26,238,73
2006,0,23409,James Driscoll,3.26,261,80
2006,0,2223,Bob Tway,3.26,254,78
2006,0,20593,Greg Chalmers,3.25,218,67
2006,0,1219,John Cook,3.25,218,67
2006,0,21660,Jason Schultz,3.25,244,75
2006,0,21961,Charles Howell III,3.23,300,93
2006,0,6012,Greg Kraft,3.23,242,75
2006,0,8375,Paul Stankowski,3.23,226,70
2006,0,1226,Fred Couples,3.22,161,50
2006,0,1313,Steve Elkington,3.22,164,51
2006,0,22548,Patrick Sheehan,3.22,322,100
2006,0,22946,Henrik Bjornstad,3.19,303,95
2006,0,22621,Ben Curtis,3.19,274,86
2006,0,19913,Ron Whittaker,3.19,252,79
2006,0,11011,Mike Sposa,3.18,207,65
2006,0,1761,Len Mattiace,3.17,187,59
2006,0,25936,Alex Aragon,3.16,193,61
2006,0,1599,Steve Jones,3.15,258,82
2006,0,1142,Bart Bryant,3.14,270,86
2006,0,1948,Tim Petrovic,3.14,286,91
2006,0,23307,Roger Tambellini,3.13,191,61
2006,0,12782,Tim Herron,3.11,252,81
2006,0,10860,Justin Leonard,3.11,246,79
2006,0,7223,Brian Bateman,3.09,201,65
2006,0,1329,Brad Faxon,3.09,241,78
2006,0,23673,Michael Connell,3.08,148,48
2006,0,1887,Mark O'Meara,3.08,154,50
2006,0,1685,J.L. Lewis,3.07,175,57
2006,0,20634,Peter Lonard,3.04,231,76
2006,0,23616,Ryan Hietala,3.02,178,59
2006,0,20812,Tjaart van der Walt,3.02,172,57
2006,0,1677,Tom Lehman,2.95,177,60
2006,0,12662,Thomas Levet,2.9,148,51
2006,0,1473,Todd Hamilton,2.89,208,72
2006,0,1928,Corey Pavin,2.89,202,70
2006,0,1132,Mark Brooks,2.88,256,89
2006,0,25842,Jon Mills,2.83,187,66
2006,0,25935,John Engler Jr.,2.82,189,67
2006,0,1823,Larry Mize,2.75,140,51
2006,0,20548,Hidemichi Tanaka,2.64,193,73
2005,0,8793,Tiger Woods,4.57,338,74
2005,0,1810,Phil Mickelson,4.41,326,74
2005,0,21407,Arjun Atwal,4.06,264,65
2005,0,2239,Scott Verplank,4.05,348,86
2005,0,2206,David Toms,4.04,311,77
2005,0,20663,Brenden Pappas,4.0,204,51
2005,0,23497,Tag Ridings,4.0,364,91
2005,0,6567,Vijay Singh,3.96,432,109
2005,0,23320,Ryan Palmer,3.92,380,97
2005,0,23135,Tim Clark,3.91,340,87
2005,0,12782,Tim Herron,3.91,387,99
2005,0,22046,Geoff Ogilvy,3.88,361,93
2005,0,21805,Harrison Frazar,3.87,391,101
2005,0,24980,Scott Gutschewski,3.85,316,82
2005,0,6527,Steve Stricker,3.85,239,62
2005,0,10117,Bob Heintz,3.84,257,67
2005,0,26420,Richard Johnson,3.84,192,50
2005,0,1945,Kenny Perry,3.83,306,80
2005,0,10809,Jim Furyk,3.82,355,93
2005,0,23325,Vaughn Taylor,3.8,376,99
2005,0,23349,Charles Warren,3.8,331,87
2005,0,1226,Fred Couples,3.79,258,68
2005,0,23623,Bo Van Pelt,3.79,425,112
2005,0,23541,Ben Crane,3.78,280,74
2005,0,23322,Brett Wetterich,3.77,279,74
2005,0,6034,Marco Dawson,3.76,308,82
2005,0,1361,Dan Forsman,3.76,188,50
2005,0,20157,Retief Goosen,3.75,229,61
2005,0,1161,Mark Calcavecchia,3.74,337,90
2005,0,21209,Sergio Garcia,3.74,254,68
2005,0,24781,Hunter Mahan,3.74,378,101
2005,0,21949,Joe Ogilvie,3.74,370,99
2005,0,20572,Rod Pampling,3.74,314,84
2005,0,7867,Woody Austin,3.73,373,100
2005,0,24024,Zach Johnson,3.73,354,95
2005,0,20094,Jonathan Kaye,3.73,276,74
2005,0,1706,Davis Love III,3.73,280,75
2005,0,1766,Billy Mayfair,3.73,410,110
2005,0,1024,Billy Andrade,3.72,309,83
2005,0,1553,John Huston,3.72,320,86
2005,0,1249,John Daly,3.71,282,76
2005,0,10733,Kent Jones,3.71,360,97
2005,0,22295,Darron Stiles,3.71,282,76
2005,0,2246,Duffy Waldorf,3.71,304,82
2005,0,10885,Robert Allenby,3.7,329,89
2005,0,8123,Jeff Brehaut,3.7,248,67
2005,0,2101,Joey Sindelar,3.7,385,104
2005,0,2106,Chris Smith,3.7,344,93
2005,0,12602,Dean Wilson,3.69,317,86
2005,0,1142,Bart Bryant,3.68,335,91
2005,0,6575,Dudley Hart,3.68,309,84
2005,0,22405,Justin Rose,3.68,350,95
2005,0,22548,Patrick Sheehan,3.68,405,110
2005,0,1388,Robert Gamez,3.67,334,91
2005,0,25900,Lucas Glover,3.67,316,86
2005,0,11032,Frank Lickliter II,3.67,352,96
2005,0,1329,Brad Faxon,3.65,259,71
2005,0,24604,Hunter Haas,3.65,288,79
2005,0,7749,Brett Quigley,3.65,336,92
2005,0,20850,Daniel Chopra,3.64,379,104
2005,0,25345,Carl Pettersson,3.64,382,105
2005,0,6573,Brandt Jobe,3.63,334,92
2005,0,22371,Aaron Baddeley,3.62,297,82
2005,0,26679,Kevin Stadler,3.62,333,92
2005,0,6332,Neal Lancaster,3.61,343,95
2005,0,1707,Steve Lowery,3.61,347,96
2005,0,20645,John Senden,3.61,357,99
2005,0,12652,Cameron Beckman,3.6,331,92
2005,0,24912,Will MacKenzie,3.6,263,73
2005,0,6373,José María Olazábal,3.6,191,53
2005,0,1139,Olin Browne,3.59,341,95
2005,0,24925,Jonathan Byrd,3.59,355,99
2005,0,12510,Chad Campbell,3.59,330,92
2005,0,24140,Sean O'Hair,3.59,355,99
2005,0,20474,Phillip Price,3.59,262,73
2005,0,21878,Mark Wilson,3.59,251,70
2005,0,23063,Scott Hend,3.58,261,73
2005,0,21959,Ted Purdy,3.58,437,122
2005,0,20498,Briny Baird,3.57,343,96
2005,0,10860,Justin Leonard,3.57,268,75
2005,0,22913,John Rollins,3.57,339,95
2005,0,20548,Hidemichi Tanaka,3.57,364,102
2005,0,19824,Craig Barlow,3.56,274,77
2005,0,24361,Pat Perez,3.56,317,89
2005,0,24502,Adam Scott,3.56,242,68
2005,0,27095,Nick Watney,3.56,317,89
2005,0,1042,Paul Azinger,3.55,234,66
2005,0,21753,Brian Davis,3.55,266,75
2005,0,1724,Jeff Maggert,3.55,263,74
2005,0,20691,Greg Owen,3.55,284,80
2005,0,20099,Doug Barron,3.54,248,70
2005,0,8537,J.P. Hayes,3.54,223,63
2005,0,20433,Mark Hensby,3.54,241,68
2005,0,12680,Shigeki Maruyama,3.54,347,98
2005,0,22293,Heath Slocum,3.54,350,99
2005,0,20098,Stuart Appleby,3.53,282,80
2005,0,21350,Ryuji Imada,3.53,275,78
2005,0,20229,Stewart Cink,3.52,317,90
2005,0,2214,Kirk Triplett,3.52,183,52
2005,0,23552,Hank Kuehne,3.51,281,80
2005,0,1685,J.L. Lewis,3.51,344,98
2005,0,23621,Rory Sabbatini,3.51,274,78
2005,0,6595,Kevin Sutherland,3.51,305,87
2005,0,2223,Bob Tway,3.51,291,83
2005,0,6251,Chris DiMarco,3.49,262,75
2005,0,6621,Joe Durant,3.49,283,81
2005,0,20121,Todd Fischer,3.49,339,97
2005,0,8385,Omar Uresti,3.49,293,84
2005,0,7223,Brian Bateman,3.48,327,94
2005,0,24357,K.J. Choi,3.48,254,73
2005,0,1941,Tom Pernice Jr.,3.48,372,107
2005,0,24507,Jason Bohn,3.47,316,91
2005,0,23788,D.J. Trahan,3.47,267,77
2005,0,6197,Michael Allen,3.46,311,90
2005,0,23353,J.J. Henry,3.45,345,100
2005,0,20382,Stephen Leaney,3.45,297,86
2005,0,24227,Justin Bolli,3.44,217,63
2005,0,1577,Lee Janzen,3.44,251,73
2005,0,2010,Loren Roberts,3.43,182,53
2005,0,23983,Luke Donald,3.42,205,60
2005,0,23725,Brendan Jones,3.42,270,79
2005,0,10585,Scott McCarron,3.42,253,74
2005,0,1320,Bob Estes,3.41,314,92
2005,0,1473,Todd Hamilton,3.41,310,91
2005,0,21961,Charles Howell III,3.41,307,90
2005,0,20628,Arron Oberholser,3.41,215,63
2005,0,21951,Joey Snyder III,3.41,334,98
2005,0,26287,Roland Thatcher,3.41,249,73
2005,0,21633,Steve Allan,3.4,333,98
2005,0,20378,Mathias Grönberg,3.4,197,58
2005,0,8075,Jerry Kelly,3.4,337,99
2005,0,1797,Rocco Mediate,3.4,248,73
2005,0,25396,Kevin Na,3.4,292,86
2005,0,1928,Corey Pavin,3.4,248,73
2005,0,20623,Gavin Coles,3.39,237,70
2005,0,12823,Carlos Franco,3.39,258,76
2005,0,21806,Paul Gow,3.39,251,74
2005,0,1677,Tom Lehman,3.39,227,67
2005,0,20812,Tjaart van der Walt,3.39,190,56
2005,0,20766,Padraig Harrington,3.38,162,48
2005,0,2104,Jeff Sluman,3.38,318,94
2005,0,26758,David Hearn,3.37,229,68
2005,0,21731,Freddie Jacobson,3.37,239,71
2005,0,20634,Peter Lonard,3.36,282,84
2005,0,6004,Stephen Ames,3.35,265,79
2005,0,19972,José Coceres,3.35,181,54
2005,0,12660,Jesper Parnevik,3.34,274,82
2005,0,20160,Charlie Wi,3.34,217,65
2005,0,1219,John Cook,3.33,233,70
2005,0,8931,Glen Day,3.33,260,78
2005,0,19846,Brian Gay,3.33,330,99
2005,0,8725,Tom Gillis,3.33,250,75
2005,0,8545,Glen Hnatiuk,3.33,183,55
2005,0,25240,D.A. Points,3.33,300,90
2005,0,6599,John Elliott,3.32,186,56
2005,0,1948,Tim Petrovic,3.32,309,93
2005,0,12454,Mario Tiziani,3.32,216,65
2005,0,1313,Steve Elkington,3.31,222,67
2005,0,1035,Tommy Armour III,3.29,339,103
2005,0,1457,Jay Haas,3.29,168,51
2005,0,1723,Andrew Magee,3.29,257,78
2005,0,23036,Chris Anderson,3.26,202,62
2005,0,10423,Mike Weir,3.26,215,66
2005,0,1666,Bernhard Langer,3.25,218,67
2005,0,20396,Lee Westwood,3.23,155,48
2005,0,10425,Jay Williamson,3.23,171,53
2005,0,19881,Robert Damron,3.22,287,89
2005,0,7457,Steve Flesch,3.22,274,85
2005,0,10201,Matt Gogel,3.22,245,76
2005,0,20472,Alex Cejka,3.21,260,81
2005,0,12826,Paul Claxton,3.2,253,79
2005,0,1157,Tom Byrum,3.19,265,83
2005,0,24290,D.J. Brigman,3.18,229,72
2005,0,23409,James Driscoll,3.18,226,71
2005,0,6515,Shaun Micheel,3.18,251,79
2005,0,24138,Ian Poulter,3.18,178,56
2005,0,1823,Larry Mize,3.16,158,50
2005,0,23108,Matt Kuchar,3.15,189,60
2005,0,1927,Dennis Paulson,3.14,198,63
2005,0,23614,Rich Beem,3.11,193,62
2005,0,10962,Bradley Hughes,3.1,161,52
2005,0,20502,Michael Long,3.09,216,70
2005,0,1381,Fred Funk,3.08,311,101
2005,0,23540,Jason Allred,3.07,224,73
2005,0,1127,Danny Briggs,3.07,209,68
2005,0,1619,Skip Kendall,3.06,239,78
2005,0,28088,Matt Davidson,3.04,161,53
2005,0,8993,Franklin Langham,3.03,264,87
2005,0,12645,Brent Geiberger,3.0,177,59
