RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
88,0,27649,Brandt Snedeker,.282,18.917,10.780,8.142,67
89,0,22293,Heath Slocum,.277,23.807,61.801,-37.987,86
90,0,28475,Jeff Overton,.247,22.504,5.319,17.192,91
91,0,25349,Tim Wilkinson,.234,18.728,4.835,13.897,80
92,0,20572,Rod Pampling,.225,15.299,36.064,-20.759,68
93,0,24358,Robert Garrigus,.210,18.088,30.868,-12.773,86
94,0,08075,Jerry Kelly,.200,14.814,11.458,3.359,74
95,0,27936,Martin Laird,.185,15.752,14.120,1.637,85
96,0,26668,Marc Turnesa,.183,13.928,-46.029,59.961,76
97,0,12660,Jesper Parnevik,.180,13.467,-28.602,42.075,75
98,0,21949,Joe Ogilvie,.157,13.701,-25.129,38.835,87
99,0,01473,Todd Hamilton,.123,9.067,-13.803,22.876,74
100,0,10505,Shane Bertsch,.121,10.897,-1.413,12.314,90
101,0,20634,Peter Lonard,.114,9.121,11.243,-2.120,80
102,0,23353,J.J. Henry,.098,9.676,.871,8.809,99
103,0,01948,Tim Petrovic,.077,6.272,-6.341,12.618,81
104,0,01161,Mark Calcavecchia,.067,3.624,32.231,-28.604,54
105,0,23614,Rich Beem,.066,5.211,18.547,-13.330,79
106,0,22892,Jason Gore,.064,5.439,5.105,.339,85
107,0,20850,Daniel Chopra,.061,4.196,-50.067,54.267,69
108,0,12823,Carlos Franco,.040,2.500,-11.976,14.478,63
109,0,10733,Kent Jones,.027,1.474,3.772,-2.297,55
110,0,01797,Rocco Mediate,.023,1.596,19.810,-18.208,69
111,0,22548,Patrick Sheehan,.020,2.078,-39.352,41.437,105
112,0,23718,Nathan Green,-.006,-.524,-49.522,49.003,91
112,0,22378,Trevor Immelman,-.006,-.311,36.168,-36.472,54
114,0,07457,Steve Flesch,-.007,-.553,7.281,-7.828,81
115,0,20472,Alex Cejka,-.010,-.571,26.053,-26.621,60
116,0,02002,John Riegger,-.014,-.881,26.202,-27.080,64
117,0,08845,Scott Sterling,-.016,-1.193,6.376,-7.565,74
118,0,27933,John Merrick,-.019,-1.459,30.737,-32.189,77
118,0,23623,Bo Van Pelt,-.019,-1.753,12.068,-13.813,93
120,0,26951,Johnson Wagner,-.022,-1.502,-11.098,9.598,68
121,0,20663,Brenden Pappas,-.033,-1.872,-20.631,18.760,56
122,0,20848,Ángel Cabrera,-.037,-1.456,8.691,-10.143,39
123,0,26476,Chez Reavie,-.056,-5.067,12.384,-17.448,90
124,0,26596,Ryan Moore,-.061,-3.871,-17.074,13.208,63
125,0,27120,Troy Matteson,-.067,-5.976,7.522,-13.494,89
126,0,12716,Charley Hoffman,-.079,-6.829,3.305,-10.125,86
127,0,28089,Jason Day,-.083,-6.411,-22.905,16.500,77
128,0,10585,Scott McCarron,-.084,-4.557,-14.095,9.539,54
129,0,23497,Tag Ridings,-.101,-8.183,-4.917,-3.259,81
130,0,08385,Omar Uresti,-.104,-6.558,26.209,-32.763,63
131,0,12652,Cameron Beckman,-.111,-8.218,12.690,-20.902,74
132,0,12705,Cliff Kresge,-.118,-8.649,-.023,-8.619,73
132,0,28780,Nicholas Thompson,-.118,-11.364,28.286,-39.646,96
134,0,01035,Tommy Armour III,-.124,-8.210,-9.390,1.183,66
135,0,20105,Jeff Gove,-.142,-6.246,18.189,-24.435,44
136,0,06643,Paul Goydos,-.181,-12.148,-13.080,.938,67
137,0,06251,Chris DiMarco,-.183,-13.918,-24.037,10.122,76
138,0,23778,Brad Adamonis,-.200,-15.200,10.018,-25.211,76
139,0,07547,Craig Kanada,-.208,-11.432,-33.838,22.408,55
140,0,06573,Brandt Jobe,-.224,-10.520,-5.496,-5.023,47
141,0,23409,James Driscoll,-.238,-18.082,-34.396,16.318,76
142,0,01724,Jeff Maggert,-.260,-20.506,-6.492,-14.010,79
143,0,26420,Richard Johnson,-.262,-12.858,-31.643,18.787,49
144,0,30925,Dustin Johnson,-.280,-22.713,3.095,-25.803,81
145,0,22806,Doug LaBelle II,-.290,-14.793,-35.529,20.739,51
146,0,01577,Lee Janzen,-.291,-21.796,-28.825,7.033,75
147,0,12680,Shigeki Maruyama,-.299,-12.577,-21.557,8.979,42
148,0,11032,Frank Lickliter II,-.307,-30.714,-28.881,-1.826,100
149,0,06621,Joe Durant,-.314,-24.786,52.518,-77.297,79
149,0,06012,Greg Kraft,-.314,-15.715,-40.759,25.047,50
151,0,26300,Matt Jones,-.332,-27.903,-30.483,2.586,84
152,0,26679,Kevin Stadler,-.347,-25.323,-6.683,-18.633,73
153,0,10425,Jay Williamson,-.358,-28.624,8.674,-37.294,80
154,0,23048,Eric Axley,-.384,-37.640,-96.947,59.313,98
155,0,24663,Y.E. Yang,-.397,-31.753,-23.950,-7.797,80
156,0,23125,Brad Elder,-.406,-21.918,-36.330,14.414,54
156,0,25562,Andres Romero,-.406,-19.886,-20.273,.389,49
158,0,06034,Marco Dawson,-.407,-21.957,-19.707,-2.246,54
159,0,26500,Alejandro Cañizares,-.426,-17.478,-21.588,4.111,41
160,0,20127,Chris Riley,-.454,-18.170,-26.671,8.503,40
161,0,20378,Mathias Grönberg,-.475,-37.516,-35.034,-2.477,79
162,0,25632,Jimmy Walker,-.476,-29.513,-34.452,4.943,62
163,0,25720,Chad Collins,-.483,-30.450,-71.274,40.826,63
164,0,20382,Stephen Leaney,-.508,-22.869,-36.556,13.689,45
164,0,01707,Steve Lowery,-.508,-34.004,-40.405,6.405,67
166,0,20433,Mark Hensby,-.520,-33.256,-34.667,1.413,64
167,0,21805,Harrison Frazar,-.545,-33.781,22.786,-56.564,62
168,0,10875,Todd Demsey,-.556,-39.444,-37.170,-2.272,71
168,0,25842,Jon Mills,-.556,-43.336,-20.973,-22.361,78
168,0,27963,Chris Stroud,-.556,-36.726,-9.467,-27.256,66
171,0,21959,Ted Purdy,-.590,-34.811,-1.885,-32.925,59
172,0,23157,Richard Johnson,-.624,-42.441,-76.436,33.999,68
173,0,24912,Will MacKenzie,-.667,-38.020,-10.113,-27.901,57
174,0,21461,Kenneth Ferrie,-.681,-40.858,-30.434,-10.420,60
175,0,10649,Tom Scherrer,-.716,-31.514,-28.134,-3.378,44
176,0,19913,Ron Whittaker,-.747,-30.642,-19.493,-11.146,41
177,0,21633,Steve Allan,-.776,-37.232,-45.084,7.853,48
178,0,19803,Ryan Armour,-.780,-59.247,-60.743,1.500,76
179,0,01388,Robert Gamez,-.783,-55.568,8.641,-64.205,71
180,0,27561,Nick Flanagan,-.796,-63.658,-40.382,-23.271,80
181,0,01139,Olin Browne,-.807,-56.501,-26.990,-29.508,70
182,0,24227,Justin Bolli,-.828,-60.466,-33.302,-27.159,73
183,0,12309,Bob Sowards,-.847,-44.069,-49.296,5.228,52
184,0,20443,Jin Park,-.852,-59.667,-60.611,.947,70
185,0,23797,Brett Rumford,-.873,-53.237,-32.964,-20.271,61
186,0,08537,J.P. Hayes,-.889,-55.977,-52.055,-3.917,63
187,0,23349,Charles Warren,-.916,-67.799,2.310,-70.103,74
188,0,06090,Jim McGovern,-.955,-60.156,-36.903,-23.252,63
189,0,01024,Billy Andrade,-.963,-59.732,-40.473,-19.253,62
190,0,12826,Paul Claxton,-1.054,-52.703,-48.601,-4.100,50
191,0,23540,Jason Allred,-1.137,-56.861,-39.006,-17.853,50
192,0,26631,Cody Freeman,-1.226,-67.409,-48.668,-18.738,55
193,0,30750,Tommy Gainey,-1.401,-64.454,-22.183,-42.268,46
194,0,22582,Kyle Thompson,-1.527,-87.012,-68.211,-18.799,57
195,0,27613,David Lutterus,-1.701,-85.063,-39.913,-45.148,50
196,0,25594,Travis Perkins,-1.756,-70.243,-47.232,-23.009,40
197,0,09011,David Duval,-1.876,-76.906,-70.351,-6.553,41
