RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
153,0,26300,Matt Jones,18.24,174,954
155,0,20098,Stuart Appleby,18.23,233,1278
156,0,20572,Rod Pampling,18.19,275,1512
157,0,27556,Ted Potter Jr.,18.18,252,1386
158,0,29476,Kyle Reifers,18.15,281,1548
159,0,20848,Ángel Cabrera,18.11,176,972
160,0,01116,Michael Bradley,18.08,205,1134
161,0,10885,Robert Allenby,18.06,247,1368
161,0,21350,Ryuji Imada,18.06,247,1368
163,0,30927,Brendon Todd,18.02,240,1332
164,0,22961,David Mathis,17.90,261,1458
165,0,21731,Freddie Jacobson,17.87,193,1080
166,0,22293,Heath Slocum,17.85,286,1602
167,0,28308,Troy Kelly,17.80,205,1152
167,0,26476,Chez Reavie,17.80,266,1494
169,0,01766,Billy Mayfair,17.76,275,1548
170,0,06036,Scott Dunlap,17.71,169,954
171,0,25892,Steve Wheatcroft,17.63,165,936
172,0,30711,Colt Knost,17.60,244,1386
173,0,20229,Stewart Cink,17.58,212,1206
174,0,21407,Arjun Atwal,17.56,237,1350
175,0,23353,J.J. Henry,17.54,281,1602
175,0,22378,Trevor Immelman,17.54,240,1368
177,0,23135,Tim Clark,17.41,188,1080
177,0,10860,Justin Leonard,17.41,235,1350
179,0,21878,Mark Wilson,17.38,244,1404
180,0,29518,Brendan Steele,17.35,228,1314
181,0,22582,Kyle Thompson,17.23,152,882
182,0,22348,Nick O'Hern,17.19,229,1332
183,0,31558,J.J. Killeen,17.18,300,1746
184,0,01941,Tom Pernice Jr.,17.15,179,1044
185,0,30852,Ryo Ishikawa,17.09,160,936
186,0,22548,Patrick Sheehan,17.06,172,1008
187,0,23903,Stephen Gangluff,16.77,166,990
188,0,25457,Alexandre Rocha,16.76,175,1044
189,0,06004,Stephen Ames,16.56,161,972
190,0,27974,Sung Kang,16.36,215,1314
191,0,29222,Billy Hurley III,16.26,199,1224
