RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
134,0,36799,Stephan Jaeger,-.127,-7.262,57
135,0,32757,Patton Kizzire,-.132,-6.987,53
136,0,27556,Ted Potter Jr.,-.140,-8.381,60
137,0,26300,Matt Jones,-.148,-9.781,66
138,0,21731,Freddie Jacobson,-.151,-6.027,40
139,0,45609,Tyler Duncan,-.152,-9.869,65
140,0,47128,Richy Werenski,-.163,-11.935,73
141,0,29484,Peter Uihlein,-.168,-9.759,58
142,0,24924,Bill Haas,-.169,-10.315,61
143,0,37455,Si Woo Kim,-.177,-10.471,59
144,0,35879,Kelly Kraft,-.189,-12.292,65
145,0,34046,Jordan Spieth,-.198,-13.077,66
146,0,37454,Whee Kim,-.217,-10.197,47
147,0,27963,Chris Stroud,-.229,-11.918,52
148,0,29535,Brice Garnett,-.253,-16.442,65
149,0,49298,Kramer Hickok,-.264,-15.562,59
150,0,23353,J.J. Henry,-.273,-11.191,41
151,0,28679,Fabián Gómez,-.286,-13.715,48
152,0,30191,Julián Etulain,-.289,-14.749,51
153,0,27958,Ryan Blaum,-.292,-21.006,72
154,0,47504,Sam Burns,-.293,-19.928,68
155,0,31420,Anirban Lahiri,-.298,-17.608,59
156,0,27644,Brian Harman,-.301,-21.355,71
157,0,46501,Ollie Schniederjans,-.308,-18.817,61
158,0,29518,Brendan Steele,-.316,-16.134,51
159,0,30786,Brady Schnell,-.318,-12.402,39
160,0,39327,Ben Silverman,-.330,-18.500,56
161,0,52372,Cameron Champ,-.335,-22.805,68
162,0,22371,Aaron Baddeley,-.340,-14.277,42
163,0,06522,Ernie Els,-.355,-10.658,30
164,0,27349,Alex Noren,-.366,-15.745,43
165,0,36699,Patrick Rodgers,-.383,-17.214,45
166,0,19846,Brian Gay,-.392,-28.196,72
167,0,32816,Satoshi Kodaira,-.399,-20.327,51
168,0,47990,Kyle Jones,-.403,-21.767,54
169,0,39954,Cody Gribble,-.427,-24.775,58
170,0,30978,Kiradech Aphibarnrat,-.433,-19.482,45
171,0,34099,Harris English,-.437,-34.518,79
172,0,47993,Denny McCarthy,-.448,-30.940,69
173,0,32058,José de Jesús Rodríguez,-.455,-22.286,49
174,0,35376,Roberto Díaz,-.466,-23.741,51
175,0,20572,Rod Pampling,-.473,-19.383,41
176,0,34261,Scott Langley,-.483,-30.933,64
177,0,46523,Joey Garber,-.501,-21.534,43
178,0,39975,Michael Kim,-.545,-24.507,45
179,0,24781,Hunter Mahan,-.563,-26.471,47
180,0,28259,Sangmoon Bae,-.568,-22.717,40
181,0,51766,Wyndham Clark,-.572,-41.761,73
182,0,28252,Seamus Power,-.676,-41.913,62
183,0,34306,John Chin,-.760,-28.864,38
184,0,35461,Beau Hossler,-.765,-52.016,68
185,0,40009,Dominic Bozzelli,-.766,-37.519,49
186,0,37380,Curtis Luck,-.847,-37.262,44
187,0,47856,Seth Reeves,-.941,-49.880,53
188,0,35617,Martin Trainer,-1.378,-68.886,50
