RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
98,0,24846,Ricky Barnes,49.25,98,101
99,0,33399,Adam Hadwin,49.22,127,131
100,0,27095,Nick Watney,48.84,126,132
101,0,23638,Brendon de Jonge,48.63,142,150
102,0,31416,Derek Fathauer,48.34,102,109
103,0,34174,John Huh,48.24,137,147
104,0,35451,Scott Pinckney,48.23,109,117
105,0,27933,John Merrick,48.11,89,96
106,0,24925,Jonathan Byrd,48.10,76,82
107,0,25369,Jamie Donaldson,48.08,50,54
108,0,25892,Steve Wheatcroft,47.84,111,121
109,0,24490,George McNeill,47.79,130,142
110,0,29476,Kyle Reifers,47.77,118,129
111,0,31557,Jim Herman,47.70,114,125
112,0,35545,Blayne Barber,47.57,98,108
113,0,27963,Chris Stroud,47.44,102,113
114,0,36801,Mark Hubbard,47.34,89,99
115,0,26476,Chez Reavie,47.06,72,81
116,0,25834,Daniel Summerhays,46.52,127,146
117,0,29425,Andrew Svoboda,46.36,102,118
118,0,25686,Jason Dufner,46.31,69,80
119,0,27466,Spencer Levin,46.25,117,136
120,0,29479,Scott Brown,46.18,115,134
121,0,32150,Michael Thompson,46.15,108,126
122,0,01706,Davis Love III,45.90,56,66
123,0,34409,David Lingmerth,45.13,102,124
124,0,30926,Chris Kirk,45.05,82,100
125,0,31193,Jim Renner,44.97,76,93
126,0,29535,Brice Garnett,44.90,88,108
127,0,23048,Eric Axley,44.88,57,70
128,0,33413,Ben Martin,44.78,103,127
129,0,20766,Padraig Harrington,44.52,69,86
130,0,35539,Luke Guthrie,44.13,94,119
131,0,26951,Johnson Wagner,43.45,73,95
132,0,20472,Alex Cejka,43.31,110,144
133,0,32448,James Hahn,43.03,105,139
134,0,10885,Robert Allenby,42.76,65,87
135,0,24361,Pat Perez,42.65,116,156
136,0,20691,Greg Owen,42.64,55,74
137,0,29926,Danny Lee,42.63,133,179
138,0,33419,Cameron Tringale,42.58,109,147
139,0,34261,Scott Langley,42.39,103,140
140,0,24024,Zach Johnson,41.95,86,119
141,0,34256,Andrew Putnam,41.90,75,104
142,0,25396,Kevin Na,41.74,91,127
143,0,37454,Whee Kim,41.52,71,100
144,0,26596,Ryan Moore,41.46,85,120
145,0,27649,Brandt Snedeker,41.13,95,136
146,0,23353,J.J. Henry,41.10,97,139
147,0,12510,Chad Campbell,40.79,113,164
148,0,28679,Fabián Gómez,40.69,83,121
149,0,20771,Steven Alker,40.67,61,89
150,0,20104,Ken Duke,40.59,97,142
151,0,34130,Sung Joon Park,40.00,78,117
152,0,25240,D.A. Points,39.90,77,116
153,0,08075,Jerry Kelly,39.70,79,120
154,0,25720,Chad Collins,39.69,77,117
155,0,28132,Tyrone Van Aswegen,39.53,51,78
156,0,24138,Ian Poulter,39.47,60,92
157,0,23623,Bo Van Pelt,39.44,84,129
158,0,20229,Stewart Cink,39.30,79,122
159,0,33122,Russell Knox,39.27,108,167
160,0,27895,Jonas Blixt,38.04,62,101
161,0,32640,Troy Merritt,37.97,101,165
162,0,23983,Luke Donald,37.74,60,99
163,0,30927,Brendon Todd,37.44,85,142
164,0,22293,Heath Slocum,36.89,45,77
165,0,20593,Greg Chalmers,36.44,43,75
166,0,25198,Francesco Molinari,36.43,51,89
167,0,24507,Jason Bohn,36.23,100,176
168,0,21753,Brian Davis,35.62,78,141
169,0,28780,Nicholas Thompson,35.32,77,141
170,0,40058,Zac Blair,33.83,90,176
171,0,24357,K.J. Choi,33.67,66,130
172,0,10809,Jim Furyk,33.33,60,120
173,0,31202,William McGirt,32.78,98,201
174,0,21878,Mark Wilson,32.66,81,167
175,0,30711,Colt Knost,32.61,75,155
176,0,26758,David Hearn,32.13,89,188
176,0,31560,Brian Stuard,32.13,80,169
178,0,25349,Tim Wilkinson,31.49,57,124
179,0,29222,Billy Hurley III,30.81,61,137
180,0,23800,Bryce Molder,27.47,64,169
181,0,23541,Ben Crane,26.67,44,121
182,0,34262,Jon Curran,23.08,45,150
183,0,02206,David Toms,22.73,40,136
184,0,10860,Justin Leonard,20.25,33,130
