RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
44,2,46442,Maverick McNealy,69.75,1674,24
48,3,46717,Viktor Hovland,69.76,2023,29
48,3,47128,Richy Werenski,69.76,1465,21
50,3,33413,Ben Martin,69.80,698,10
51,3,33486,Roger Sloan,69.81,1117,16
52,3,31323,Gary Woodland,69.84,2235,32
53,3,56762,Will Gordon,69.86,978,14
53,23,28237,Rory McIlroy,69.86,2445,35
55,2,33410,Andrew Landry,69.87,1048,15
55,2,30110,Kyle Stanley,69.87,1048,15
57,4,30927,Brendon Todd,69.88,2376,34
58,1,52372,Cameron Champ,69.89,1258,18
58,1,32150,Michael Thompson,69.89,1258,18
60,2,29974,Branden Grace,69.92,909,13
60,2,29478,Kevin Kisner,69.92,1818,26
62,2,33404,Chris Baker,69.93,979,14
62,2,30692,Scott Stallings,69.93,1049,15
62,2,27095,Nick Watney,69.93,1049,15
65,2,33490,Bo Hoag,69.95,1329,19
65,2,27349,Alex Noren,69.95,1469,21
67,5,50525,Collin Morikawa,69.98,2869,41
68,1,45157,Cam Davis,70.00,1400,20
69,2,32839,Hideki Matsuyama,70.03,2521,36
70,2,32254,Xinjun Zhang,70.05,1541,22
71,3,26596,Ryan Moore,70.06,1121,16
72,3,33597,Harry Higgs,70.08,1752,25
73,4,27942,Rob Oppenheim,70.13,1122,16
74,4,45609,Tyler Duncan,70.14,1473,21
74,4,36801,Mark Hubbard,70.14,2034,29
74,7,48822,Sebastián Muñoz,70.14,1964,28
74,4,24138,Ian Poulter,70.14,982,14
78,3,31560,Brian Stuard,70.15,1403,20
79,4,56278,Matthew Wolff,70.18,1965,28
80,4,33204,Shane Lowry,70.19,1123,16
81,11,35310,Lanto Griffin,70.20,2457,35
82,3,27936,Martin Laird,70.21,983,14
83,3,35450,Patrick Cantlay,70.22,1615,23
83,3,28089,Jason Day,70.22,1264,18
85,3,33948,Byeong Hun An,70.24,1756,25
86,3,19803,Ryan Armour,70.25,843,12
86,3,24924,Bill Haas,70.25,562,8
86,3,26300,Matt Jones,70.25,1124,16
89,3,29518,Brendan Steele,70.27,1546,22
89,3,29484,Peter Uihlein,70.27,773,11
91,4,36871,Matthew NeSmith,70.29,984,14
92,4,45486,Joaquin Niemann,70.30,1617,23
92,4,34256,Andrew Putnam,70.30,703,10
94,4,33399,Adam Hadwin,70.32,1336,19
94,4,49771,J.T. Poston,70.32,1547,22
96,4,40009,Dominic Bozzelli,70.33,633,9
96,4,49960,Sepp Straka,70.33,1688,24
96,4,27214,Kevin Streelman,70.33,1688,24
99,5,29926,Danny Lee,70.35,1618,23
100,5,33449,Zack Sucher,70.36,774,11
101,5,46441,Robby Shelton,70.39,1267,18
102,5,30911,Tommy Fleetwood,70.41,1197,17
103,5,49766,Hank Lebioda,70.43,986,14
103,5,25818,Scott Piercy,70.43,986,14
105,5,35506,Mackenzie Hughes,70.45,1550,22
105,5,37275,Sam Ryder,70.45,1409,20
107,5,34466,Peter Malnati,70.47,1198,17
107,5,23325,Vaughn Taylor,70.47,1339,19
109,5,28679,Fabián Gómez,70.50,846,12
109,5,22405,Justin Rose,70.50,1410,20
109,5,27649,Brandt Snedeker,70.50,1410,20
112,5,34431,Robert Streb,70.56,1270,18
113,5,47504,Sam Burns,70.58,1341,19
113,5,26499,Rafa Cabrera Bello,70.58,847,12
113,5,33667,Carlos Ortiz,70.58,1835,26
113,5,35732,Wes Roach,70.58,847,12
117,5,27974,Sung Kang,70.62,1483,21
117,5,23108,Matt Kuchar,70.62,1483,21
119,5,31646,Emiliano Grillo,70.63,1342,19
119,5,26329,Louis Oosthuizen,70.63,1130,16
121,5,34046,Jordan Spieth,70.64,1766,25
122,5,23788,D.J. Trahan,70.67,636,9
123,5,39997,Corey Conners,70.68,1343,19
124,5,34255,Joseph Bramlett,70.69,919,13
125,5,28420,Ryan Brehm,70.70,707,10
125,5,27330,Josh Teater,70.70,707,10
127,5,33120,Mark Anderson,70.71,990,14
128,5,19846,Brian Gay,70.72,1273,18
129,5,29970,Dylan Frittelli,70.76,1769,25
129,5,12716,Charley Hoffman,70.76,1486,21
131,5,33122,Russell Knox,70.77,920,13
132,5,39977,Max Homa,70.78,1628,23
133,6,29908,C.T. Pan,70.80,708,10
133,6,48119,Ben Taylor,70.80,708,10
133,6,35658,Kris Ventura,70.80,1062,15
136,7,24024,Zach Johnson,70.83,1275,18
137,7,35532,Tom Hoge,70.85,1417,20
138,7,22056,Cameron Percy,70.91,780,11
139,7,23621,Rory Sabbatini,70.94,1135,16
140,7,48045,Michael Gellerman,71.00,639,9
140,7,46402,Talor Gooch,71.00,1562,22
140,7,49298,Kramer Hickok,71.00,1136,16
140,-2,26851,Marc Leishman,71.00,1420,20
140,7,25493,Nick Taylor,71.00,1065,15
145,6,24502,Adam Scott,71.05,1350,19
146,6,26758,David Hearn,71.08,924,13
147,6,26476,Chez Reavie,71.10,1493,21
148,6,25900,Lucas Glover,71.11,640,9
149,6,33141,Keegan Bradley,71.19,1139,16
150,6,27064,Jhonattan Vegas,71.20,1068,15
150,6,51894,Vince Whaley,71.20,356,5
152,6,27556,Ted Potter Jr.,71.22,641,9
153,6,39546,Keith Mitchell,71.25,855,12
153,6,39324,J.J. Spaun,71.25,855,12
155,6,51766,Wyndham Clark,71.27,1069,15
155,6,36699,Patrick Rodgers,71.27,1853,26
157,6,37455,Si Woo Kim,71.30,1426,20
158,6,25686,Jason Dufner,71.31,927,13
158,6,27129,Luke List,71.31,1141,16
160,6,27963,Chris Stroud,71.36,999,14
161,6,20229,Stewart Cink,71.38,928,13
161,6,32791,K.H. Lee,71.38,1499,21
163,6,29479,Scott Brown,71.41,1214,17
164,6,39953,Chase Seiffert,71.45,786,11
165,6,35461,Beau Hossler,71.47,1215,17
165,6,01810,Phil Mickelson,71.47,1358,19
167,6,10809,Jim Furyk,71.50,715,10
168,6,34314,Sebastian Cappelen,71.54,930,13
169,6,30163,Henrik Norlander,71.55,1431,20
170,6,23623,Bo Van Pelt,71.64,1003,14
171,6,32102,Rickie Fowler,71.67,1505,21
171,6,32662,Michael Gligic,71.67,645,9
173,6,34021,Bud Cauley,71.71,1004,14
173,6,40042,Tyler McCumber,71.71,1004,14
175,6,27554,Scott Harrington,71.75,1148,16
175,6,31420,Anirban Lahiri,71.75,574,8
177,6,32448,James Hahn,71.78,646,9
178,6,48887,Matt Wallace,71.79,1005,14
179,7,32333,Kevin Tway,72.00,504,7
180,7,34213,Grayson Murray,72.20,361,5
181,7,32139,Danny Willett,72.22,650,9
182,7,32640,Troy Merritt,72.30,723,10
183,7,31557,Jim Herman,72.38,579,8
183,7,35230,Nelson Ledesma,72.38,579,8
185,7,40058,Zac Blair,72.43,1014,14
186,7,25572,Graeme McDowell,72.50,870,12
186,7,25349,Tim Wilkinson,72.50,580,8
188,7,32366,Kevin Chappell,72.63,581,8
189,7,35617,Martin Trainer,72.67,218,3
190,7,25632,Jimmy Walker,72.90,729,10
191,8,32618,Rhein Gibson,73.11,658,9
192,8,28252,Seamus Power,73.20,366,5
193,8,28307,Matt Every,73.45,808,11
