RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
171,0,01139,Olin Browne,80' 5",4987' 1",62
172,0,20160,Charlie Wi,80' 3",6663' 0",83
173,0,26420,Richard Johnson,80' 2",3766' 8",47
174,0,06004,Stephen Ames,79' 10",5830' 9",73
175,0,22371,Aaron Baddeley,79' 7",4060' 3",51
175,0,07547,Craig Kanada,79' 7",3820' 1",48
177,0,21961,Charles Howell III,79' 1",6328' 3",80
178,0,01948,Tim Petrovic,78' 9",5593' 6",71
179,0,12680,Shigeki Maruyama,78' 4",3368' 8",43
180,0,22378,Trevor Immelman,77' 8",3806' 6",49
180,0,25190,Jeff Quinney,77' 8",4737' 4",61
182,0,24449,Parker McLachlin,77' 5",5184' 4",67
183,0,01313,Steve Elkington,77' 0",4698' 2",61
184,0,07457,Steve Flesch,76' 9",5832',76
185,0,20623,Gavin Coles,76' 0",2811' 5",37
186,0,25396,Kevin Na,75' 11",6072' 8",80
187,0,02223,Bob Tway,75' 5",3621',48
188,0,08845,Scott Sterling,74' 5",4688' 0",63
189,0,20127,Chris Riley,73' 6",2278' 1",31
190,0,25720,Chad Collins,73' 3",4322' 1",59
191,0,10423,Mike Weir,72' 5",4708' 6",65
192,0,20104,Ken Duke,69' 4",6311' 7",91
193,0,01142,Bart Bryant,67' 3",4439' 7",66
194,0,01320,Bob Estes,66' 10",4745' 2",71
195,0,06197,Michael Allen,66' 8",4600' 2",69
196,0,01928,Corey Pavin,66' 5",3255' 9",49
197,0,10505,Shane Bertsch,65' 3",5610' 4",86
