RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
70,0,01945,Kenny Perry,53.21,141,124,-85,-21
71,0,01226,Fred Couples,53.06,78,69,-45,-9
72,0,20766,Padraig Harrington,52.94,90,80,-59,-3
73,0,22046,Geoff Ogilvy,52.70,117,105,-85,-14
74,0,06595,Kevin Sutherland,52.13,147,135,-89,-5
75,0,27963,Chris Stroud,52.00,143,132,-96,-12
76,0,23353,J.J. Henry,51.69,153,143,-87,+5
77,0,20572,Rod Pampling,51.65,125,117,-72,-6
78,0,21731,Freddie Jacobson,51.54,134,126,-75,-23
79,0,20229,Stewart Cink,51.52,102,96,-51,-16
79,0,22405,Justin Rose,51.52,102,96,-61,-6
81,0,06004,Stephen Ames,51.39,111,105,-79,-14
82,0,01948,Tim Petrovic,51.24,165,157,-88,-31
83,0,25345,Carl Pettersson,51.11,138,132,-75,-15
84,0,25919,Brian Vranesh,50.96,80,77,-48,+3
85,0,01161,Mark Calcavecchia,50.63,120,117,-59,+10
86,0,09011,David Duval,50.57,88,86,-39,-2
87,0,20157,Retief Goosen,50.50,101,99,-76,-13
88,0,23718,Nathan Green,50.30,168,166,-95,-13
89,0,25686,Jason Dufner,49.81,134,135,-77,-9
90,0,01724,Jeff Maggert,49.44,132,135,-58,-9
91,0,26498,Matt Weibring,49.22,95,98,-53,-17
92,0,20593,Greg Chalmers,48.85,128,134,-77,-18
93,0,24138,Ian Poulter,48.75,78,82,-45,-9
94,0,12510,Chad Campbell,48.56,135,143,-70,-21
95,0,20098,Stuart Appleby,48.36,118,126,-54,-12
95,0,07749,Brett Quigley,48.36,133,142,-80,-12
97,0,25240,D.A. Points,48.10,152,164,-72,-27
98,0,23325,Vaughn Taylor,48.06,136,147,-73,-21
99,0,28087,Kris Blanks,48.04,86,93,-54,+2
100,0,01766,Billy Mayfair,47.92,127,138,-65,-3
101,0,02239,Scott Verplank,47.55,126,139,-68,-18
102,0,21753,Brian Davis,47.53,154,170,-93,-35
103,0,25396,Kevin Na,47.52,134,148,-100,-19
104,0,07867,Woody Austin,47.25,129,144,-61,-33
105,0,06197,Michael Allen,47.06,96,108,-53,-3
106,0,23614,Rich Beem,46.95,100,113,-59,-9
107,0,26679,Kevin Stadler,46.77,94,107,-53,-5
108,0,23778,Brad Adamonis,46.73,100,114,-64,-4
109,0,27683,Leif Olson,46.50,73,84,-47,+8
110,0,08075,Jerry Kelly,46.39,122,141,-79,-30
111,0,20472,Alex Cejka,46.03,116,136,-68,-23
112,0,02206,David Toms,45.65,126,150,-70,-31
113,0,24024,Zach Johnson,45.49,131,157,-86,-35
114,0,26497,Casey Wittenberg,45.27,91,110,-46,-8
115,0,23108,Matt Kuchar,45.08,119,145,-71,-19
115,0,21949,Joe Ogilvie,45.08,133,162,-82,-7
117,0,21350,Ryuji Imada,45.04,118,144,-56,-23
118,0,01313,Steve Elkington,45.00,108,132,-58,-18
119,0,20498,Briny Baird,44.91,119,146,-74,-14
120,0,02214,Kirk Triplett,44.81,95,117,-46,-15
121,0,21878,Mark Wilson,44.01,136,173,-86,-26
122,0,26881,Jarrod Lyle,43.85,82,105,-35,-10
123,0,01797,Rocco Mediate,43.39,105,137,-65,-8
124,0,23541,Ben Crane,43.34,127,166,-78,-16
125,0,12652,Cameron Beckman,43.32,120,157,-72,-11
126,0,06539,Rick Price,43.04,68,90,-32,-2
127,0,22293,Heath Slocum,42.95,128,170,-67,-12
128,0,24449,Parker McLachlin,42.91,115,153,-58,-8
129,0,06621,Joe Durant,42.77,74,99,-30,-11
130,0,24357,K.J. Choi,42.72,88,118,-47,-13
131,0,06527,Steve Stricker,42.04,95,131,-63,-45
132,0,20160,Charlie Wi,42.03,124,171,-67,-22
133,0,01035,Tommy Armour III,41.80,79,110,-41,-9
134,0,27466,Spencer Levin,41.60,104,146,-49,-14
135,0,22621,Ben Curtis,41.49,78,110,-45,-15
136,0,01941,Tom Pernice Jr.,41.34,117,166,-71,-28
137,0,29221,Webb Simpson,40.95,129,186,-74,-18
138,0,10425,Jay Williamson,40.64,89,130,-46,-15
139,0,20104,Ken Duke,40.36,111,164,-57,-22
140,0,06643,Paul Goydos,40.08,95,142,-44,-25
141,0,01577,Lee Janzen,40.00,86,129,-43,-14
142,0,07457,Steve Flesch,39.74,93,141,-50,-8
143,0,07223,Brian Bateman,39.56,72,110,-32,-7
144,0,01473,Todd Hamilton,39.39,91,140,-44,-2
145,0,22961,David Mathis,39.36,98,151,-42,-15
146,0,10809,Jim Furyk,38.75,93,147,-64,-21
147,0,24503,Jeff Klauk,38.67,128,203,-66,-18
148,0,31416,Derek Fathauer,38.59,71,113,-37,+5
149,0,27060,John Mallinger,38.58,103,164,-62,-29
150,0,24507,Jason Bohn,38.54,116,185,-61,-22
151,0,27649,Brandt Snedeker,38.50,87,139,-55,-25
152,0,20127,Chris Riley,37.97,90,147,-57,-29
153,0,10860,Justin Leonard,37.94,107,175,-67,-40
154,0,12705,Cliff Kresge,37.83,87,143,-43,-26
155,0,06251,Chris DiMarco,37.54,116,193,-63,-26
156,0,01320,Bob Estes,37.40,92,154,-66,-21
157,0,23983,Luke Donald,37.26,79,133,-46,-33
158,0,28620,Aron Price,37.15,107,181,-62,-20
159,0,10423,Mike Weir,36.40,83,145,-58,-31
160,0,26476,Chez Reavie,36.26,95,167,-50,-22
161,0,22548,Patrick Sheehan,36.24,54,95,-33,-17
162,0,25190,Jeff Quinney,36.16,98,173,-57,-20
163,0,23048,Eric Axley,35.96,82,146,-39,+18
164,0,22348,Nick O'Hern,35.62,104,188,-62,-18
165,0,26668,Marc Turnesa,35.48,88,160,-34,-4
166,0,23135,Tim Clark,35.15,71,131,-51,-23
167,0,22295,Darron Stiles,34.97,57,106,-34,-8
168,0,10733,Kent Jones,34.76,81,152,-42,-16
169,0,20634,Peter Lonard,34.31,94,180,-39,-27
170,0,23800,Bryce Molder,34.27,61,117,-45,-19
171,0,08845,Scott Sterling,33.56,49,97,-27,-11
172,0,30711,Colt Knost,33.33,69,138,-34,-6
173,0,10117,Bob Heintz,33.16,63,127,-37,-18
174,0,08931,Glen Day,32.62,76,157,-37,-25
175,0,01329,Brad Faxon,32.46,62,129,-31,+1
176,0,01142,Bart Bryant,32.12,53,112,-27,-11
177,0,12602,Dean Wilson,30.45,81,185,-55,-32
178,0,06012,Greg Kraft,30.32,47,108,-19,-12
179,0,26420,Richard Johnson,29.74,80,189,-27,-21
180,0,01677,Tom Lehman,28.33,34,86,-11,-9
181,0,01132,Mark Brooks,27.81,42,109,-19,-11
182,0,19846,Brian Gay,25.52,73,213,-37,-56
183,0,30927,Brendon Todd,24.71,42,128,-19,-4
184,0,01928,Corey Pavin,22.34,42,146,-20,-25
