RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
162,0,40115,Adam Svensson,169.1,11189840.000,1838
162,0,51634,Sahith Theegala,169.1,9330315.000,1533
166,0,50525,Collin Morikawa,169.3,6760693.000,1109
167,0,35310,Lanto Griffin,169.4,4910225.000,805
167,0,33399,Adam Hadwin,169.4,8816759.000,1446
167,0,24502,Adam Scott,169.4,5609493.000,920
170,0,29725,Tony Finau,169.5,7950732.000,1303
171,0,57362,Austin Eckroat,169.6,7857906.000,1287
171,0,33204,Shane Lowry,169.6,6106858.000,1000
173,0,36871,Matt NeSmith,169.7,9173960.000,1502
174,0,54628,Lee Hodges,170.2,9763378.000,1593
175,0,46717,Viktor Hovland,170.4,7647677.000,1247
176,0,28089,Jason Day,170.6,7021043.000,1143
176,0,46046,Scottie Scheffler,170.6,8138044.000,1325
178,0,59018,Ryan Gerard,170.7,5395316.000,878
178,0,31323,Gary Woodland,170.7,8125702.000,1322
180,0,40098,Matt Fitzpatrick,170.8,6904989.000,1123
181,0,55182,Tom Kim,170.9,8356200.000,1358
181,0,28252,Seamus Power,170.9,7094182.000,1153
183,0,34256,Andrew Putnam,171.2,9920376.000,1610
184,0,35450,Patrick Cantlay,171.3,6821645.000,1106
185,0,36801,Mark Hubbard,171.6,9822437.000,1590
185,0,27129,Luke List,171.6,9111308.000,1475
187,0,56762,Will Gordon,171.7,9819317.000,1589
187,0,37455,Si Woo Kim,171.7,9494277.000,1536
189,0,52372,Cameron Champ,172.0,6562211.000,1060
190,0,48081,Xander Schauffele,172.3,6885071.000,1110
191,0,46414,Aaron Rai,172.8,9659162.000,1553
192,0,30911,Tommy Fleetwood,173.3,6944170.000,1113
193,0,34099,Harris English,174.0,9158639.000,1462
