RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
143,0,25396,Kevin Na,276.0,299736,1086
145,0,31560,Brian Stuard,275.8,284577,1032
146,0,34174,John Huh,275.7,269653,978
147,0,24507,Jason Bohn,275.3,279658,1016
147,0,20160,Charlie Wi,275.3,249455,906
149,0,30927,Brendon Todd,275.2,348951,1268
149,0,21878,Mark Wilson,275.2,218823,795
151,0,22293,Heath Slocum,275.0,238388,867
152,0,26758,David Hearn,274.9,314201,1143
153,0,34261,Scott Langley,274.8,302225,1100
154,0,21753,Brian Davis,274.6,310279,1130
155,0,20098,Stuart Appleby,274.0,320613,1170
156,0,24357,K.J. Choi,273.9,255783,934
156,0,27466,Spencer Levin,273.9,190640,696
156,0,27556,Ted Potter Jr.,273.9,228685,835
159,0,01724,Jeff Maggert,273.8,168410,615
160,0,23541,Ben Crane,273.6,297107,1086
161,0,08075,Jerry Kelly,273.4,250940,918
162,0,22621,Ben Curtis,273.3,243525,891
162,0,10809,Jim Furyk,273.3,251459,920
164,0,20498,Briny Baird,273.2,171324,627
164,0,25572,Graeme McDowell,273.2,175917,644
166,0,07867,Woody Austin,273.1,217914,798
166,0,23800,Bryce Molder,273.1,243629,892
168,0,29222,Billy Hurley III,272.5,273910,1005
169,0,28092,D.H. Lee,272.2,170389,626
170,0,20104,Ken Duke,271.9,250941,923
171,0,02206,David Toms,271.5,204439,753
172,0,25720,Chad Collins,270.8,229632,848
173,0,23135,Tim Clark,269.4,233063,865
174,0,23983,Luke Donald,269.0,164647,612
175,0,19846,Brian Gay,268.9,237160,882
176,0,10423,Mike Weir,267.0,197340,739
177,0,10860,Justin Leonard,266.6,229795,862
