RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
54,0,27120,Troy Matteson,34.09,45,132,-0.31
54,0,22056,Cameron Percy,34.09,45,132,-0.40
56,0,24361,Pat Perez,34.06,47,138,-0.26
57,0,28475,Jeff Overton,33.97,53,156,-0.45
58,0,37273,Derek Ernst,33.93,38,112,-0.16
59,0,20229,Stewart Cink,33.90,40,118,-0.35
60,0,24494,Erik Compton,33.78,50,148,-0.42
61,0,34360,Patrick Reed,33.73,56,166,-0.21
62,0,25345,Carl Pettersson,33.33,44,132,-0.05
63,0,23621,Rory Sabbatini,33.13,53,160,-0.21
64,0,26679,Kevin Stadler,33.12,51,154,-0.43
65,0,34098,Russell Henley,33.09,45,136,-0.36
66,0,21209,Sergio Garcia,32.98,31,94,-0.42
67,0,22913,John Rollins,32.88,48,146,-0.29
68,0,23788,D.J. Trahan,32.61,30,92,-0.43
69,0,26851,Marc Leishman,32.31,42,130,-0.29
70,0,24399,Scott Gardiner,32.20,38,118,-0.32
71,0,27770,Camilo Villegas,32.19,47,146,-0.30
72,0,27408,Martin Kaymer,32.14,27,84,-0.33
73,0,24781,Hunter Mahan,31.69,45,142,-0.27
74,0,28780,Nicholas Thompson,31.58,60,190,-0.20
75,0,01810,Phil Mickelson,31.45,39,124,-0.33
76,0,20396,Lee Westwood,31.13,33,106,-0.21
77,0,24924,Bill Haas,30.56,44,144,-0.27
78,0,24846,Ricky Barnes,30.00,42,140,-0.29
79,0,30852,Ryo Ishikawa,29.84,37,124,-0.11
80,0,20766,Padraig Harrington,29.73,22,74,-0.09
80,0,34046,Jordan Spieth,29.73,44,148,-0.48
80,0,27214,Kevin Streelman,29.73,44,148,-0.18
83,0,20645,John Senden,29.69,38,128,-0.39
84,0,12510,Chad Campbell,29.61,45,152,-0.29
85,0,30926,Chris Kirk,29.41,50,170,-0.34
86,0,30750,Tommy Gainey,29.38,47,160,-0.15
87,0,28679,Fabián Gómez,28.46,37,130,-0.43
88,0,26289,Boo Weekley,28.33,51,180,-0.33
89,0,21731,Freddie Jacobson,28.13,27,96,-0.22
90,0,28307,Matt Every,27.01,47,174,-0.28
91,0,08725,Tom Gillis,26.92,35,130,-0.11
92,0,23638,Brendon de Jonge,26.42,56,212,-0.36
93,0,34021,Bud Cauley,26.27,31,118,-0.35
94,0,29479,Scott Brown,26.23,32,122,-0.34
95,0,29425,Andrew Svoboda,26.19,22,84,-0.50
96,0,28259,Sangmoon Bae,25.95,41,158,-0.34
97,0,25834,Daniel Summerhays,25.90,43,166,-0.35
98,0,26596,Ryan Moore,25.44,29,114,-0.24
99,0,06522,Ernie Els,25.00,24,96,-0.08
100,0,06567,Vijay Singh,24.51,25,102,-0.32
101,0,29518,Brendan Steele,23.75,38,160,-0.45
102,0,23353,J.J. Henry,23.38,36,154,-0.31
103,0,27644,Brian Harman,22.94,39,170,-0.15
104,0,06527,Steve Stricker,22.86,16,70,-0.25
105,0,19970,Robert Karlsson,22.83,21,92,-0.43
105,0,23325,Vaughn Taylor,22.83,21,92,-0.19
105,0,24663,Y.E. Yang,22.83,21,92,-0.24
108,0,32102,Rickie Fowler,22.50,27,120,-0.26
109,0,23409,James Driscoll,22.22,32,144,-0.34
110,0,24490,George McNeill,22.06,30,136,-0.40
111,0,23623,Bo Van Pelt,21.93,25,114,-0.36
112,0,25336,Alistair Presnell,21.70,23,106,-0.17
113,0,25686,Jason Dufner,21.31,26,122,-0.19
114,0,01116,Michael Bradley,21.15,22,104,-0.05
115,0,34409,David Lingmerth,20.97,26,124,-0.19
116,0,20098,Stuart Appleby,20.83,35,168,-0.23
117,0,25240,D.A. Points,20.67,31,150,-0.42
118,0,10885,Robert Allenby,20.54,23,112,-0.09
119,0,29221,Webb Simpson,20.27,30,148,E
120,0,26476,Chez Reavie,20.14,29,144,-0.34
121,0,27933,John Merrick,19.86,29,146,-0.69
122,0,27895,Jonas Blixt,19.85,27,136,-0.04
123,0,27649,Brandt Snedeker,19.84,25,126,-0.04
124,0,06004,Stephen Ames,19.39,19,98,-0.32
125,0,01320,Bob Estes,18.94,25,132,-0.24
126,0,32200,Roberto Castro,18.82,35,186,-0.49
127,0,34174,John Huh,18.42,28,152,-0.29
128,0,33419,Cameron Tringale,18.13,29,160,-0.34
129,0,24138,Ian Poulter,17.95,14,78,-0.21
130,0,20572,Rod Pampling,17.86,15,84,-0.47
131,0,35539,Luke Guthrie,17.57,26,148,-0.27
132,0,28455,Will Claxton,17.46,22,126,-0.36
133,0,22046,Geoff Ogilvy,17.02,16,94,-0.25
134,0,26951,Johnson Wagner,16.96,19,112,E
135,0,23108,Matt Kuchar,16.90,24,142,-0.54
136,0,22378,Trevor Immelman,16.15,21,130,-0.10
137,0,31202,William McGirt,16.00,24,150,-0.33
138,0,24024,Zach Johnson,15.94,22,138,-0.27
139,0,26758,David Hearn,15.63,25,160,-0.32
140,0,12782,Tim Herron,15.56,14,90,-0.29
141,0,23541,Ben Crane,15.52,18,116,-0.39
142,0,32150,Michael Thompson,14.81,16,108,-0.44
143,0,26497,Casey Wittenberg,14.71,20,136,-0.25
144,0,23983,Luke Donald,14.13,13,92,-0.15
145,0,34261,Scott Langley,14.08,20,142,-0.35
145,0,20160,Charlie Wi,14.08,20,142,-0.30
147,0,27556,Ted Potter Jr.,14.04,16,114,-0.44
148,0,20593,Greg Chalmers,13.70,20,146,-0.15
149,0,24227,Justin Bolli,13.64,15,110,+0.13
150,0,25572,Graeme McDowell,13.51,10,74,-0.20
151,0,21753,Brian Davis,13.48,24,178,-0.33
152,0,21878,Mark Wilson,13.46,14,104,-0.21
153,0,28092,D.H. Lee,13.08,17,130,-0.71
154,0,20104,Ken Duke,12.03,19,158,-0.37
155,0,22961,David Mathis,11.94,16,134,-0.19
156,0,25444,Justin Hicks,11.64,17,146,-0.41
157,0,36884,Ben Kohles,11.27,16,142,+0.06
158,0,22295,Darron Stiles,11.22,11,98,-0.18
159,0,31560,Brian Stuard,11.11,16,144,-0.25
160,0,35139,Richard Lee,11.04,17,154,-0.53
161,0,24357,K.J. Choi,11.03,15,136,+0.07
162,0,19846,Brian Gay,10.96,16,146,-0.25
163,0,28310,Lee Williams,10.83,13,120,-0.23
164,0,22806,Doug LaBelle II,10.29,14,136,-0.43
164,0,02206,David Toms,10.29,7,68,E
166,0,21099,David Lynn,10.17,12,118,-0.42
167,0,23800,Bryce Molder,9.38,15,160,-0.13
168,0,27963,Chris Stroud,8.72,15,172,-0.13
169,0,23135,Tim Clark,8.51,8,94,-0.38
169,0,22621,Ben Curtis,8.51,8,94,-0.25
171,0,20443,Jin Park,8.00,8,100,-0.50
172,0,01724,Jeff Maggert,7.94,10,126,-0.50
173,0,10860,Justin Leonard,7.93,13,164,-0.46
174,0,08075,Jerry Kelly,7.75,11,142,-0.36
175,0,24507,Jason Bohn,7.14,10,140,+0.10
176,0,10809,Jim Furyk,6.82,9,132,-0.22
176,0,28135,Aaron Watkins,6.82,6,88,-0.50
178,0,10213,Dicky Pride,6.72,9,134,-0.11
179,0,10423,Mike Weir,3.85,4,104,+0.25
180,0,30711,Colt Knost,3.08,4,130,-0.50
