RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
153,0,36884,Ben Kohles,51.35,38,74,-43,-4.00
154,0,24507,Jason Bohn,51.32,39,76,-39,-26.00
155,0,26851,Marc Leishman,51.13,68,133,-71,+1.00
156,0,24140,Sean O'Hair,51.00,51,100,-56,+3.00
157,0,26758,David Hearn,50.55,46,91,-46,-22.00
158,0,27770,Camilo Villegas,50.47,54,107,-59,-21.00
159,0,22056,Cameron Percy,50.45,56,111,-58,+3.00
160,0,21753,Brian Davis,50.00,50,100,-54,-35.00
160,0,01724,Jeff Maggert,50.00,40,80,-42,-11.00
162,0,27556,Ted Potter Jr.,49.32,36,73,-40,-10.00
163,0,22621,Ben Curtis,49.02,25,51,-26,+1.00
163,0,25686,Jason Dufner,49.02,50,102,-51,-20.00
163,0,28475,Jeff Overton,49.02,75,153,-79,-7.00
166,0,24924,Bill Haas,48.85,64,131,-69,-16.00
167,0,22046,Geoff Ogilvy,48.65,36,74,-37,+18.00
168,0,33869,Eric Meierdierks,48.15,39,81,-39,+2.00
169,0,25444,Justin Hicks,47.67,41,86,-45,-8.00
169,0,26951,Johnson Wagner,47.67,41,86,-43,+8.00
171,0,26476,Chez Reavie,46.99,39,83,-42,-11.00
172,0,10885,Robert Allenby,46.97,31,66,-32,+6.00
173,0,24846,Ricky Barnes,46.67,49,105,-50,-12.00
174,0,22961,David Mathis,46.59,41,88,-42,-11.00
175,0,30852,Ryo Ishikawa,45.10,46,102,-48,+1.00
176,0,10213,Dicky Pride,44.44,28,63,-28,-25.00
177,0,24227,Justin Bolli,42.86,21,49,-21,-2.00
178,0,24494,Erik Compton,42.34,47,111,-50,-7.00
179,0,32698,Bobby Gates,41.38,24,58,-24,+4.00
179,0,02206,David Toms,41.38,12,29,-15,-6.00
