RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
143,0,01960,Don Pooley,.99,185,186
145,0,01385,Jim Gallagher Jr.,.98,213,218
145,0,02135,Mike Standly,.98,258,263
147,0,19824,Craig Barlow,.97,255,264
147,0,10733,Kent Jones,.97,267,276
149,0,01132,Mark Brooks,.96,287,300
149,0,06315,Pete Jordan,.96,283,295
151,0,01096,Phil Blackmar,.95,258,272
151,0,10569,Mike Brisky,.95,270,284
151,0,02159,Curtis Strange,.95,166,175
151,0,02241,Bobby Wadkins,.95,272,287
155,0,01306,David Edwards,.94,217,231
156,0,01093,Ronnie Black,.93,247,265
156,0,06132,Sonny Skinner,.93,258,278
156,0,07707,Mike Small,.93,210,226
159,0,01014,Fulton Allem,.92,184,200
159,0,01060,Dave Barr,.92,175,191
159,0,01717,Sandy Lyle,.92,196,212
162,0,01607,Brian Kamm,.91,218,240
162,0,07087,Hugh Royer III,.91,261,287
164,0,01378,David Frost,.90,220,244
164,0,07235,John Morse,.90,158,176
166,0,01006,John Adams,.89,193,217
166,0,10195,Tim Conley,.89,227,256
168,0,06056,Jim Estes,.88,195,221
169,0,06791,Mark Wurtz,.86,173,202
170,0,06270,Bobby Gage,.85,167,197
170,0,10457,Frank Nobilo,.85,182,214
172,0,01201,Lennie Clements,.84,190,227
172,0,10207,Jimmy Johnston,.84,174,206
174,0,06214,Guy Boros,.83,277,333
175,0,01633,Tom Kite,.82,202,245
176,0,19883,Joe Daley,.81,207,254
177,0,01068,Andy Bean,.80,140,176
177,0,12755,Vance Veazey,.80,217,271
179,0,01604,Steve Jurgensen,.79,212,268
180,0,01133,Billy Ray Brown,.78,177,226
180,0,02099,Scott Simpson,.78,175,225
182,0,20154,Guy Hill,.76,192,252
182,0,21593,Keith Nolan,.76,146,193
184,0,21007,Gabriel Hjertstedt,.74,213,286
185,0,01326,Nick Faldo,.73,133,181
185,0,21631,Iain Steel,.73,179,245
187,0,10213,Dicky Pride,.72,152,211
188,0,01072,Chip Beck,.62,174,281
