RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
67,0,54591,Ben Griffin,61.84%,128,207,-139,-18.00
67,0,28252,Seamus Power,61.84%,128,207,-142,-12.00
69,0,47988,Nick Hardy,61.73%,121,196,-124,-2.00
70,0,39975,Michael Kim,61.70%,87,141,-93,-6.00
71,0,27349,Alex Noren,61.64%,90,146,-97,-5.00
72,0,39997,Corey Conners,61.50%,131,213,-144,E
73,0,48699,Callum Tarren,61.49%,91,148,-101,-3.00
74,0,35450,Patrick Cantlay,61.44%,94,153,-101,-13.00
74,0,60067,Joe Highsmith,61.44%,94,153,-97,-11.00
76,0,36799,Stephan Jaeger,61.43%,129,210,-133,-9.00
77,0,51977,Max Greyserman,61.38%,89,145,-97,-4.00
78,0,47663,Kevin Dougherty,61.33%,92,150,-99,+9.00
78,0,29420,Billy Horschel,61.33%,92,150,-97,-17.00
80,0,33141,Keegan Bradley,61.21%,101,165,-107,-11.00
81,0,37455,Si Woo Kim,61.17%,126,206,-135,-10.00
82,0,52514,Trace Crowe,60.94%,78,128,-81,E
83,0,40098,Matt Fitzpatrick,60.76%,96,158,-103,-13.00
84,0,35506,Mackenzie Hughes,60.75%,130,214,-143,-15.00
85,0,35532,Tom Hoge,60.66%,128,211,-137,-24.00
85,0,47806,Raul Pereda,60.66%,37,61,-41,+1.00
87,0,22405,Justin Rose,60.63%,77,127,-81,-9.00
88,0,40006,Erik van Rooyen,60.53%,115,190,-129,-6.00
89,0,39324,J.J. Spaun,60.43%,113,187,-120,-14.00
90,0,45242,Kevin Yu,60.34%,105,174,-110,-5.00
91,0,51634,Sahith Theegala,60.25%,147,244,-156,-11.00
92,0,28237,Rory McIlroy,60.21%,115,191,-124,-1.00
93,0,52372,Cameron Champ,60.14%,83,138,-93,+5.00
94,0,51766,Wyndham Clark,60.11%,107,178,-122,-8.00
94,0,51696,Rico Hoey,60.11%,107,178,-118,-15.00
94,0,38991,Alejandro Tosti,60.11%,107,178,-114,+15.00
94,0,31323,Gary Woodland,60.11%,113,188,-119,+1.00
98,0,59836,Pierceson Coody,60.00%,93,155,-100,+5.00
98,0,51894,Vince Whaley,60.00%,75,125,-78,-3.00
100,0,52513,Carson Young,59.74%,92,154,-101,-25.00
101,0,33399,Adam Hadwin,59.64%,99,166,-103,-9.00
102,0,29221,Webb Simpson,59.63%,65,109,-73,E
102,0,54783,Dylan Wu,59.63%,96,161,-98,-28.00
104,0,40026,Daniel Berger,59.62%,93,156,-98,-8.00
105,0,47993,Denny McCarthy,59.60%,90,151,-94,-26.00
106,0,32102,Rickie Fowler,59.51%,97,163,-100,-10.00
107,0,50525,Collin Morikawa,59.43%,104,175,-106,-8.00
108,0,46441,Robby Shelton,59.40%,79,133,-85,-9.00
109,0,48117,Kurt Kitayama,59.39%,117,197,-125,-2.00
110,0,36326,David Lipsky,59.38%,76,128,-83,-6.00
111,0,37275,Sam Ryder,59.33%,89,150,-93,-4.00
112,0,45522,Christiaan Bezuidenhout,59.17%,71,120,-72,-32.00
113,0,59095,Chris Gotterup,59.06%,101,171,-105,-8.00
114,0,27644,Brian Harman,58.82%,100,170,-107,-9.00
114,0,27649,Brandt Snedeker,58.82%,50,85,-51,-4.00
114,0,33448,Justin Thomas,58.82%,100,170,-104,-6.00
117,0,24024,Zach Johnson,58.57%,41,70,-41,-13.00
118,0,33408,Tyson Alexander,58.55%,89,152,-96,-4.00
119,0,33653,Thomas Detry,58.50%,86,147,-90,-12.00
119,0,40162,Justin Lower,58.50%,86,147,-88,-31.00
121,0,23320,Ryan Palmer,58.33%,49,84,-50,-3.00
122,0,52955,Ludvig Åberg,58.29%,109,187,-123,-6.00
123,0,46717,Viktor Hovland,58.11%,86,148,-90,-19.00
124,0,34099,Harris English,58.06%,126,217,-136,+1.00
124,0,32791,K.H. Lee,58.06%,90,155,-103,-12.00
126,0,46113,Ryan McCormick,58.04%,65,112,-69,-3.00
127,0,27064,Jhonattan Vegas,57.95%,102,176,-110,-12.00
128,0,59442,Parker Coody,57.89%,55,95,-60,-10.00
128,0,52374,Brandon Wu,57.89%,77,133,-83,-13.00
130,0,34256,Andrew Putnam,57.82%,85,147,-86,-19.00
131,0,30911,Tommy Fleetwood,57.69%,105,182,-111,-6.00
132,0,39977,Max Homa,57.63%,102,177,-106,-8.00
133,0,29936,Ryan Fox,57.61%,106,184,-113,-8.00
134,0,35310,Lanto Griffin,57.43%,85,148,-94,-19.00
134,0,30927,Brendon Todd,57.43%,85,148,-91,-38.00
136,0,23108,Matt Kuchar,57.28%,59,103,-63,-15.00
137,0,51349,Nico Echavarria,57.06%,93,163,-102,+3.00
138,0,51890,Greyson Sigg,57.03%,73,128,-75,-19.00
139,0,32070,Rafael Campos,57.02%,65,114,-68,+2.00
139,0,34021,Bud Cauley,57.02%,65,114,-67,-16.00
141,0,22371,Aaron Baddeley,56.99%,53,93,-56,-21.00
141,0,27129,Luke List,56.99%,106,186,-119,+2.00
143,0,55708,Hayden Buckley,56.82%,75,132,-80,-12.00
143,0,33204,Shane Lowry,56.82%,75,132,-82,-15.00
145,0,52666,Sami Valimaki,56.69%,72,127,-83,-3.00
146,0,26596,Ryan Moore,56.62%,77,136,-80,-9.00
146,0,55454,Carl Yuan,56.62%,77,136,-86,+3.00
148,0,26476,Chez Reavie,56.60%,60,106,-63,-12.00
149,0,56630,Akshay Bhatia,56.54%,108,191,-116,-11.00
150,0,54576,Patrick Fishburn,56.41%,88,156,-94,-10.00
151,0,55789,Taylor Montgomery,56.38%,53,94,-57,+9.00
152,0,56149,Wilson Furr,56.36%,62,110,-69,+15.00
153,0,34076,Joel Dahmen,56.34%,80,142,-84,-9.00
154,0,34374,Erik Barnes,56.32%,49,87,-49,+1.00
154,0,27770,Camilo Villegas,56.32%,49,87,-51,E
156,0,32333,Kevin Tway,56.25%,63,112,-71,-9.00
157,0,49947,Taylor Moore,56.07%,134,239,-143,-9.00
158,0,47420,Jake Knapp,55.93%,99,177,-108,-2.00
159,0,48153,Matthieu Pavon,55.83%,67,120,-76,-5.00
160,0,47483,Will Zalatoris,55.71%,78,140,-82,-6.00
161,0,40115,Adam Svensson,55.51%,136,245,-149,-4.00
162,0,47347,Adam Schenk,55.45%,117,211,-125,+3.00
163,0,54628,Lee Hodges,55.07%,114,207,-118,-7.00
164,0,34466,Peter Malnati,54.96%,72,131,-77,+6.00
165,0,57362,Austin Eckroat,54.82%,108,197,-112,-12.00
166,0,27139,David Skinns,54.79%,80,146,-84,-8.00
167,0,57366,Cameron Young,54.72%,116,212,-128,+2.00
168,0,31646,Emiliano Grillo,54.34%,94,173,-100,-15.00
169,0,47679,Victor Perez,54.17%,65,120,-72,-9.00
170,0,36871,Matt NeSmith,53.97%,68,126,-77,-11.00
171,0,29478,Kevin Kisner,53.75%,43,80,-47,-7.00
172,0,36884,Ben Kohles,53.57%,75,140,-78,-20.00
173,0,30926,Chris Kirk,53.29%,89,167,-90,-20.00
174,0,28420,Ryan Brehm,53.17%,67,126,-68,+2.00
175,0,60767,Blaine Hale Jr.,52.58%,51,97,-55,E
176,0,49960,Sepp Straka,52.50%,84,160,-87,-10.00
177,0,25493,Nick Taylor,52.30%,91,174,-96,-8.00
178,0,45609,Tyler Duncan,52.17%,72,138,-78,-4.00
179,0,50497,Adrien Dumont de Chassart,52.07%,63,121,-69,-12.00
180,0,33486,Roger Sloan,51.02%,50,98,-54,-19.00
181,0,52453,Nicolai Højgaard,50.45%,56,111,-60,+9.00
182,0,27330,Josh Teater,50.00%,42,84,-45,+3.00
183,0,51070,Vincent Norrman,49.57%,57,115,-59,+6.00
184,0,40058,Zac Blair,47.86%,67,140,-71,-12.00
