RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
156,0,20029,Notah Begay III,18.95,307,1620,143
157,0,02101,Joey Sindelar,18.86,309,1638,17
158,0,01157,Tom Byrum,18.84,329,1746,156
159,0,23036,Chris Anderson,18.81,325,1728,133
160,0,25450,Ty Tryon,18.67,168,900,189
161,0,23108,Matt Kuchar,18.58,204,1098,133
162,0,06527,Steve Stricker,18.55,187,1008,186
163,0,06575,Dudley Hart,18.52,220,1188,120
164,0,01132,Mark Brooks,18.45,289,1566,172
165,0,08547,John Maginnes,18.33,287,1566,147
165,0,01887,Mark O'Meara,18.33,221,1206,179
167,0,26489,Cameron Yancey,18.25,184,1008,190
168,0,01666,Bernhard Langer,18.23,210,1152,166
169,0,24356,Jason Buha,18.20,190,1044,125
170,0,20568,Anthony Painter,18.17,278,1530,182
171,0,21878,Mark Wilson,18.13,261,1440,139
172,0,06809,Bob Burns,18.12,274,1512,142
173,0,23656,Jason Caron,18.08,231,1278,173
174,0,19881,Robert Damron,18.06,312,1728,150
175,0,02049,Gene Sauers,18.04,276,1530,138
176,0,01042,Paul Azinger,17.88,235,1314,135
177,0,23177,Kenneth Staton,17.84,183,1026,89
178,0,10425,Jay Williamson,17.81,295,1656,116
179,0,01175,Jim Carter,17.80,298,1674,157
179,0,01761,Len Mattiace,17.80,298,1674,177
181,0,08545,Glen Hnatiuk,17.79,285,1602,73
182,0,01928,Corey Pavin,17.76,275,1548,178
183,0,20566,Kaname Yokoo,17.70,172,972,185
184,0,01307,Joel Edwards,17.69,191,1080,118
185,0,22621,Ben Curtis,17.63,219,1242,114
186,0,23125,Brad Elder,17.23,152,882,146
187,0,21633,Steve Allan,17.01,150,882,167
188,0,20771,Steven Alker,16.93,259,1530,175
189,0,06475,Jeff Klein,15.90,166,1044,188
190,0,20623,Gavin Coles,14.23,169,1188,187
