RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
65,0,22293,Heath Slocum,.123,10.228,83
66,0,20433,Mark Hensby,.122,10.012,82
66,0,12680,Shigeki Maruyama,.122,9.543,78
68,0,07457,Steve Flesch,.121,9.954,82
68,0,21878,Mark Wilson,.121,7.009,58
70,0,20121,Todd Fischer,.113,10.407,92
71,0,12645,Brent Geiberger,.104,8.767,84
72,0,20628,Arron Oberholser,.100,6.222,62
73,0,21961,Charles Howell III,.095,7.195,76
74,0,23623,Bo Van Pelt,.094,7.718,82
75,0,01473,Todd Hamilton,.093,6.484,70
75,0,10107,Deane Pappas,.093,5.944,64
77,0,21209,Sergio Garcia,.091,4.559,50
77,0,23108,Matt Kuchar,.091,7.033,77
79,0,01887,Mark O'Meara,.087,3.578,41
80,0,19972,José Coceres,.085,5.158,61
81,0,07721,Pat Bates,.083,7.503,90
82,0,20029,Notah Begay III,.077,4.843,63
82,0,01927,Dennis Paulson,.077,5.067,66
84,0,07363,Craig Bowden,.070,5.213,75
85,0,23614,Rich Beem,.067,4.069,61
86,0,06515,Shaun Micheel,.064,4.511,70
86,0,22046,Geoff Ogilvy,.064,4.888,76
88,0,12394,Tom Carter,.059,5.701,96
89,0,01666,Bernhard Langer,.055,2.293,42
90,0,21949,Joe Ogilvie,.051,4.369,85
91,0,02099,Scott Simpson,.046,2.350,51
92,0,01527,Scott Hoch,.045,2.048,46
93,0,01313,Steve Elkington,.044,2.442,56
94,0,01771,Blaine McCallister,.040,2.449,62
95,0,20593,Greg Chalmers,.038,2.474,65
95,0,20663,Brenden Pappas,.038,3.717,99
97,0,01024,Billy Andrade,.034,3.133,92
98,0,23552,Hank Kuehne,.030,2.539,84
99,0,20585,Niclas Fasth,.028,1.480,52
99,0,01619,Skip Kendall,.028,2.257,80
101,0,19881,Robert Damron,.026,2.166,84
101,0,21893,Brian Kortan,.026,1.503,57
103,0,20472,Alex Cejka,.020,1.144,57
103,0,24357,K.J. Choi,.020,1.240,63
105,0,12753,David Morland IV,.015,.932,62
106,0,06809,Bob Burns,.012,.971,78
107,0,20382,Stephen Leaney,.011,.645,57
108,0,01941,Tom Pernice Jr.,.005,.411,86
109,0,21805,Harrison Frazar,.002,.163,71
110,0,20634,Peter Lonard,.001,.027,54
111,0,10201,Matt Gogel,.000,-.029,70
112,0,24290,D.J. Brigman,-.002,-.131,69
113,0,01035,Tommy Armour III,-.004,-.327,76
114,0,20850,Daniel Chopra,-.006,-.537,92
115,0,01381,Fred Funk,-.011,-.937,83
116,0,21731,Freddie Jacobson,-.014,-.880,63
117,0,02239,Scott Verplank,-.016,-1.105,68
118,0,01945,Kenny Perry,-.017,-1.030,62
119,0,23063,Scott Hend,-.018,-1.238,70
119,0,23325,Vaughn Taylor,-.018,-1.372,77
121,0,02206,David Toms,-.024,-1.439,59
122,0,12652,Cameron Beckman,-.026,-2.299,87
122,0,08537,J.P. Hayes,-.026,-1.667,64
124,0,23307,Roger Tambellini,-.033,-2.281,70
125,0,06197,Michael Allen,-.037,-2.842,77
126,0,01161,Mark Calcavecchia,-.039,-2.366,60
127,0,20498,Briny Baird,-.041,-3.295,81
128,0,07867,Woody Austin,-.045,-3.735,83
129,0,06332,Neal Lancaster,-.049,-4.555,93
130,0,06575,Dudley Hart,-.051,-2.335,46
131,0,12705,Cliff Kresge,-.052,-3.865,75
131,0,08339,Spike McRoy,-.052,-4.002,77
133,0,01388,Robert Gamez,-.056,-5.039,90
134,0,02223,Bob Tway,-.057,-3.760,66
135,0,02049,Gene Sauers,-.062,-4.530,73
136,0,20378,Mathias Grönberg,-.064,-4.726,74
137,0,24024,Zach Johnson,-.066,-5.861,89
138,0,23353,J.J. Henry,-.071,-6.495,91
139,0,06004,Stephen Ames,-.078,-6.254,80
140,0,21959,Ted Purdy,-.081,-8.361,103
141,0,21633,Steve Allan,-.087,-7.695,88
141,0,24361,Pat Perez,-.087,-7.451,86
143,0,20645,John Senden,-.094,-8.124,86
144,0,20094,Jonathan Kaye,-.096,-5.955,62
145,0,23135,Tim Clark,-.099,-7.062,71
146,0,01142,Bart Bryant,-.100,-6.516,65
147,0,12760,Danny Ellis,-.102,-7.026,69
148,0,23338,David Gossett,-.109,-5.553,51
149,0,02246,Duffy Waldorf,-.114,-6.735,59
150,0,21407,Arjun Atwal,-.116,-8.695,75
150,0,10733,Kent Jones,-.116,-10.068,87
152,0,10585,Scott McCarron,-.130,-9.768,75
152,0,01797,Rocco Mediate,-.130,-4.676,36
154,0,12510,Chad Campbell,-.132,-10.149,77
155,0,20104,Ken Duke,-.134,-10.758,80
156,0,20580,Andre Stolz,-.137,-6.554,48
157,0,23613,Rich Barcelo,-.140,-8.277,59
158,0,23497,Tag Ridings,-.142,-6.374,45
159,0,24502,Adam Scott,-.147,-5.894,40
160,0,24507,Jason Bohn,-.150,-13.227,88
161,0,01261,Jay Delsing,-.159,-10.178,64
162,0,11032,Frank Lickliter II,-.163,-12.742,78
163,0,08123,Jeff Brehaut,-.166,-15.581,94
164,0,26420,Richard Johnson,-.167,-15.498,93
165,0,01203,Russ Cochran,-.172,-9.450,55
166,0,25237,Kevin Muncrief,-.175,-7.858,45
167,0,20548,Hidemichi Tanaka,-.176,-13.744,78
168,0,01724,Jeff Maggert,-.177,-8.838,50
169,0,24781,Hunter Mahan,-.181,-14.996,83
170,0,01127,Danny Briggs,-.186,-13.949,75
171,0,22913,John Rollins,-.187,-13.458,72
172,0,06621,Joe Durant,-.190,-14.413,76
173,0,10425,Jay Williamson,-.194,-17.459,90
174,0,12682,Hirofumi Miyase,-.200,-11.400,57
175,0,01139,Olin Browne,-.202,-15.988,79
176,0,07223,Brian Bateman,-.206,-15.007,73
177,0,06613,Tommy Tolles,-.210,-12.831,61
178,0,10885,Robert Allenby,-.215,-15.482,72
179,0,08835,Kris Cox,-.216,-13.162,61
180,0,01685,J.L. Lewis,-.219,-19.446,89
181,0,02002,John Riegger,-.221,-10.810,49
182,0,23320,Ryan Palmer,-.235,-21.126,90
183,0,22548,Patrick Sheehan,-.244,-24.354,100
184,0,01707,Steve Lowery,-.255,-18.889,74
185,0,08881,Tripp Isenhour,-.285,-13.413,47
186,0,07939,Dan Olsen,-.287,-18.624,65
187,0,21646,David Branshaw,-.288,-20.735,72
188,0,08337,Mike Heinen,-.299,-15.270,51
189,0,10213,Dicky Pride,-.305,-17.966,59
190,0,26287,Roland Thatcher,-.312,-19.029,61
191,0,02101,Joey Sindelar,-.327,-29.066,89
192,0,06214,Guy Boros,-.341,-20.108,59
193,0,19825,Darren Clarke,-.352,-12.334,35
194,0,25900,Lucas Glover,-.358,-30.091,84
195,0,02106,Chris Smith,-.430,-40.019,93
196,0,11123,Chris Couch,-1.269,-58.387,46
