RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
66,0,24490,George McNeill,23.45,34,145,-36,-24.00
67,0,27936,Martin Laird,23.38,36,154,-36,-2.00
68,0,22056,Cameron Percy,23.36,25,107,-28,-3.00
68,0,26289,Boo Weekley,23.36,32,137,-33,-12.00
70,0,34431,Robert Streb,23.32,45,193,-48,-19.00
71,0,24924,Bill Haas,23.31,31,133,-33,-25.00
72,0,20157,Retief Goosen,23.26,30,129,-27,-5.00
73,0,25632,Jimmy Walker,23.19,32,138,-30,-16.00
74,0,23048,Eric Axley,23.08,15,65,-16,+5.00
74,0,34262,Jon Curran,23.08,12,52,-12,-13.00
76,0,29479,Scott Brown,22.92,33,144,-28,-13.00
77,0,30925,Dustin Johnson,22.79,31,136,-36,-7.00
78,0,23800,Bryce Molder,22.78,18,79,-20,-18.00
79,0,32839,Hideki Matsuyama,22.64,36,159,-39,-16.00
80,0,34256,Andrew Putnam,22.62,19,84,-15,+7.00
81,0,22892,Jason Gore,22.55,23,102,-27,E
81,0,26329,Louis Oosthuizen,22.55,23,102,-26,-12.00
83,0,40026,Daniel Berger,22.51,43,191,-45,-11.00
84,0,32200,Roberto Castro,22.41,13,58,-16,-11.00
85,0,34099,Harris English,22.40,43,192,-46,-15.00
86,0,23541,Ben Crane,22.22,10,45,-11,-23.00
86,0,20396,Lee Westwood,22.22,14,63,-11,+10.00
88,0,37273,Derek Ernst,21.97,29,132,-31,+8.00
89,0,06567,Vijay Singh,21.90,30,137,-29,-17.00
90,0,30692,Scott Stallings,21.82,24,110,-24,+14.00
91,0,35451,Scott Pinckney,21.71,28,129,-30,-3.00
92,0,23638,Brendon de Jonge,21.69,36,166,-36,-18.00
93,0,30944,Jason Kokrak,21.61,43,199,-45,-1.00
94,0,29535,Brice Garnett,21.57,22,102,-24,-10.00
94,0,27644,Brian Harman,21.57,33,153,-33,-14.00
96,0,32102,Rickie Fowler,21.49,26,121,-29,-14.00
97,0,36801,Mark Hubbard,21.43,21,98,-20,-14.00
98,0,25818,Scott Piercy,21.34,35,164,-41,-22.00
99,0,27466,Spencer Levin,21.32,29,136,-28,-5.00
100,0,27436,Graham DeLaet,21.30,23,108,-29,-3.00
101,0,26331,Charl Schwartzel,21.00,21,100,-21,+3.00
102,0,34130,Sung Joon Park,20.88,19,91,-19,-8.00
103,0,21528,Henrik Stenson,20.75,22,106,-27,-13.00
104,0,28259,Sangmoon Bae,20.71,35,169,-36,-16.00
105,0,24507,Jason Bohn,20.69,24,116,-24,-35.00
106,0,25198,Francesco Molinari,20.63,13,63,-14,-28.00
107,0,29720,Andres Gonzales,20.59,28,136,-32,+2.00
108,0,22293,Heath Slocum,20.41,10,49,-10,-5.00
109,0,33418,Shawn Stefani,20.11,38,189,-40,-2.00
110,0,24358,Robert Garrigus,20.00,24,120,-27,+2.00
110,0,34563,Chesson Hadley,20.00,36,180,-41,-8.00
112,0,12510,Chad Campbell,19.70,26,132,-27,-29.00
113,0,23548,Bill Lunde,19.67,12,61,-12,+4.00
114,0,31416,Derek Fathauer,19.66,23,117,-27,-2.00
115,0,28307,Matt Every,19.63,21,107,-18,+13.00
116,0,25274,Steven Bowditch,19.60,39,199,-46,+2.00
117,0,29476,Kyle Reifers,19.57,27,138,-25,-13.00
118,0,26300,Matt Jones,19.54,34,174,-38,-15.00
119,0,33419,Cameron Tringale,19.53,25,128,-23,-30.00
120,0,37454,Whee Kim,19.48,15,77,-15,-9.00
120,0,28023,Byron Smith,19.48,15,77,-13,E
122,0,34360,Patrick Reed,19.46,29,149,-28,-18.00
123,0,35541,John Peterson,19.35,30,155,-29,-8.00
124,0,25396,Kevin Na,19.27,21,109,-22,-24.00
125,0,12716,Charley Hoffman,19.23,35,182,-36,-19.00
126,0,39977,Max Homa,19.08,25,131,-21,-1.00
126,0,25493,Nick Taylor,19.08,33,173,-33,-16.00
126,0,31323,Gary Woodland,19.08,25,131,-29,E
129,0,24846,Ricky Barnes,19.05,20,105,-20,-1.00
130,0,25191,Gonzalo Fernandez-Castaño,18.94,25,132,-23,+1.00
131,0,32448,James Hahn,18.90,24,127,-27,-27.00
132,0,35545,Blayne Barber,18.87,20,106,-21,-12.00
133,0,29478,Kevin Kisner,18.82,32,170,-34,-34.00
133,0,25240,D.A. Points,18.82,16,85,-18,-22.00
135,0,31193,Jim Renner,18.68,17,91,-20,+6.00
136,0,24781,Hunter Mahan,18.67,28,150,-29,-4.00
137,0,22405,Justin Rose,18.52,20,108,-21,-13.00
138,0,20645,John Senden,18.49,22,119,-23,+5.00
139,0,01810,Phil Mickelson,18.46,24,130,-23,-15.00
140,0,34046,Jordan Spieth,18.38,25,136,-27,-18.00
141,0,32640,Troy Merritt,18.33,22,120,-18,-8.00
142,0,25686,Jason Dufner,18.29,15,82,-17,-12.00
143,0,30852,Ryo Ishikawa,18.25,25,137,-30,-17.00
144,0,25834,Daniel Summerhays,18.12,27,149,-30,-24.00
145,0,27933,John Merrick,18.00,18,100,-17,-14.00
146,0,23108,Matt Kuchar,17.95,28,156,-32,-33.00
147,0,27963,Chris Stroud,17.86,20,112,-18,-5.00
148,0,28475,Jeff Overton,17.69,23,130,-25,-14.00
149,0,29425,Andrew Svoboda,17.39,20,115,-24,+10.00
150,0,25562,Andres Romero,17.21,21,122,-23,-2.00
151,0,26851,Marc Leishman,16.96,19,112,-20,E
152,0,24140,Sean O'Hair,16.86,29,172,-33,-7.00
153,0,24361,Pat Perez,16.79,23,137,-25,-24.00
153,0,28486,Michael Putnam,16.79,22,131,-22,-16.00
155,0,40058,Zac Blair,16.67,17,102,-19,-42.00
155,0,29926,Danny Lee,16.67,27,162,-26,-3.00
155,0,30927,Brendon Todd,16.67,16,96,-17,-29.00
158,0,34409,David Lingmerth,16.53,20,121,-21,-19.00
158,0,27649,Brandt Snedeker,16.53,20,121,-22,-25.00
160,0,24024,Zach Johnson,16.36,18,110,-22,-25.00
161,0,20593,Greg Chalmers,16.33,8,49,-9,-8.00
162,0,22046,Geoff Ogilvy,16.09,14,87,-14,+4.00
163,0,34174,John Huh,15.38,24,156,-27,-15.00
164,0,28679,Fabián Gómez,15.15,15,99,-12,-10.00
165,0,35539,Luke Guthrie,15.09,16,106,-18,+2.00
166,0,25369,Jamie Donaldson,14.81,8,54,-7,-8.00
167,0,20771,Steven Alker,14.71,10,68,-13,-15.00
168,0,21753,Brian Davis,14.61,13,89,-15,-25.00
168,0,28780,Nicholas Thompson,14.61,13,89,-16,-20.00
170,0,26758,David Hearn,14.29,15,105,-16,-35.00
171,0,33461,Morgan Hoffmann,14.02,23,164,-24,-3.00
172,0,29222,Billy Hurley III,13.85,9,65,-10,-13.00
173,0,21209,Sergio Garcia,13.83,13,94,-14,-8.00
173,0,08075,Jerry Kelly,13.83,13,94,-13,-32.00
175,0,20691,Greg Owen,13.64,9,66,-11,-8.00
176,0,10885,Robert Allenby,13.51,10,74,-8,+10.00
177,0,31202,William McGirt,13.22,16,121,-16,-38.00
178,0,25720,Chad Collins,13.10,11,84,-13,-17.00
179,0,21878,Mark Wilson,12.50,12,96,-14,-26.00
180,0,31560,Brian Stuard,9.68,9,93,-9,-21.00
181,0,30736,Oscar Fraustro,9.33,7,75,-7,+5.00
182,0,25349,Tim Wilkinson,8.96,6,67,-6,-8.00
183,0,24138,Ian Poulter,7.04,5,71,-5,-10.00
184,0,02206,David Toms,6.38,3,47,-2,-23.00
