RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
40,0,21878,Mark Wilson,70.27,1827,26
41,0,25720,Chad Collins,70.29,1968,28
41,0,20686,Jeev Milkha Singh,70.29,984,14
41,0,23623,Bo Van Pelt,70.29,2952,42
44,0,21961,Charles Howell III,70.30,2109,30
45,0,23638,Brendon de Jonge,70.32,3094,44
45,0,27936,Martin Laird,70.32,1969,28
47,0,24507,Jason Bohn,70.35,1829,26
47,0,01577,Lee Janzen,70.35,1407,20
47,0,22046,Geoff Ogilvy,70.35,1829,26
50,0,27214,Kevin Streelman,70.36,1548,22
51,0,24924,Bill Haas,70.38,2393,34
52,0,10809,Jim Furyk,70.40,2957,42
53,0,25364,Paul Casey,70.41,2042,29
54,0,01313,Steve Elkington,70.42,1690,24
54,0,06522,Ernie Els,70.42,2324,33
54,0,26420,Richard Johnson,70.42,1690,24
54,0,32640,Troy Merritt,70.42,1831,26
58,0,08725,Tom Gillis,70.43,1620,23
59,0,26596,Ryan Moore,70.44,2254,32
60,0,26301,James Nitties,70.45,2043,29
61,0,20098,Stuart Appleby,70.46,1691,24
61,0,26289,Boo Weekley,70.46,1832,26
63,0,24358,Robert Garrigus,70.48,1480,21
63,0,27120,Troy Matteson,70.48,1480,21
63,0,06515,Shaun Micheel,70.48,1903,27
66,0,27095,Nick Watney,70.49,2608,37
67,0,23307,Roger Tambellini,70.50,1269,18
68,0,01706,Davis Love III,70.52,2327,33
69,0,27141,J.B. Holmes,70.53,2257,32
70,0,24357,K.J. Choi,70.56,2258,32
71,0,23541,Ben Crane,70.57,1482,21
72,0,25190,Jeff Quinney,70.58,1694,24
73,0,24024,Zach Johnson,70.60,2471,35
73,0,25632,Jimmy Walker,70.60,1412,20
75,0,29221,Webb Simpson,70.61,2330,33
75,0,20436,Garrett Willis,70.61,1624,23
77,0,20070,Matt Bettencourt,70.64,1766,25
77,0,23673,Michael Connell,70.64,1766,25
79,0,06621,Joe Durant,70.65,1201,17
79,0,07749,Brett Quigley,70.65,1837,26
79,0,22913,John Rollins,70.65,1837,26
79,0,25562,Andres Romero,70.65,1625,23
79,0,06595,Kevin Sutherland,70.65,2190,31
84,0,10885,Robert Allenby,70.66,2261,32
84,0,01945,Kenny Perry,70.66,2049,29
86,0,27060,John Mallinger,70.67,2120,30
87,0,12510,Chad Campbell,70.68,1767,25
88,0,24846,Ricky Barnes,70.70,2121,30
89,0,11123,Chris Couch,70.71,1485,21
89,0,20645,John Senden,70.71,2404,34
91,0,24361,Pat Perez,70.72,1768,25
92,0,20572,Rod Pampling,70.74,1344,19
92,0,01941,Tom Pernice Jr.,70.74,1344,19
92,0,22293,Heath Slocum,70.74,2405,34
92,0,26951,Johnson Wagner,70.74,1627,23
96,0,27770,Camilo Villegas,70.75,2264,32
96,0,23322,Brett Wetterich,70.75,1132,16
98,0,24781,Hunter Mahan,70.76,2406,34
98,0,23349,Charles Warren,70.76,1486,21
100,0,26881,Jarrod Lyle,70.78,1274,18
100,0,33419,Cameron Tringale,70.78,1274,18
102,0,08537,J.P. Hayes,70.82,1983,28
102,0,27933,John Merrick,70.82,1983,28
104,0,07867,Woody Austin,70.83,2054,29
104,0,09011,David Duval,70.83,1700,24
106,0,23320,Ryan Palmer,70.84,1771,25
107,0,23135,Tim Clark,70.86,2055,29
108,0,20378,Mathias Grönberg,70.87,1063,15
109,0,20691,Greg Owen,70.90,1489,21
109,0,10425,Jay Williamson,70.90,1489,21
111,0,25900,Lucas Glover,70.93,2128,30
111,0,10860,Justin Leonard,70.93,2128,30
111,0,01948,Tim Petrovic,70.93,2128,30
114,0,24140,Sean O'Hair,70.94,2483,35
115,0,30925,Dustin Johnson,70.95,2838,40
115,0,01810,Phil Mickelson,70.95,2980,42
117,0,23718,Nathan Green,70.96,1987,28
118,0,20848,Ángel Cabrera,70.97,2200,31
118,0,20229,Stewart Cink,70.97,2200,31
120,0,06004,Stephen Ames,71.00,1562,22
120,0,20593,Greg Chalmers,71.00,1988,28
120,0,12716,Charley Hoffman,71.00,2201,31
120,0,21350,Ryuji Imada,71.00,1562,22
120,0,23800,Bryce Molder,71.00,2130,30
125,0,30946,Alex Prugh,71.03,2202,31
126,0,23409,James Driscoll,71.04,1634,23
126,0,31560,Brian Stuard,71.04,1989,28
128,0,01797,Rocco Mediate,71.05,1492,21
129,0,01707,Steve Lowery,71.06,1208,17
129,0,28237,Rory McIlroy,71.06,1279,18
131,0,24912,Will MacKenzie,71.08,1706,24
132,0,01320,Bob Estes,71.13,1636,23
133,0,23548,Bill Lunde,71.14,1494,21
133,0,12714,Chris Tidland,71.14,1565,22
135,0,28089,Jason Day,71.16,2206,31
135,0,28307,Matt Every,71.16,1352,19
135,0,01766,Billy Mayfair,71.16,1352,19
135,0,24502,Adam Scott,71.16,2206,31
139,0,12705,Cliff Kresge,71.18,783,11
140,0,20663,Brenden Pappas,71.20,1068,15
141,0,27963,Chris Stroud,71.24,2066,29
142,0,21209,Sergio Garcia,71.29,1212,17
143,0,26851,Marc Leishman,71.30,2139,30
144,0,26679,Kevin Stadler,71.32,1569,22
145,0,01116,Michael Bradley,71.33,1070,15
145,0,06012,Greg Kraft,71.33,1070,15
145,0,01724,Jeff Maggert,71.33,1712,24
145,0,28158,Steve Marino,71.33,2354,33
149,0,01619,Skip Kendall,71.35,1213,17
150,0,20766,Padraig Harrington,71.37,1927,27
151,0,24490,George McNeill,71.39,1999,28
152,0,08075,Jerry Kelly,71.40,2499,35
153,0,29910,Blake Adams,71.43,1500,21
154,0,22621,Ben Curtis,71.44,1286,18
155,0,22378,Trevor Immelman,71.47,1358,19
156,0,21959,Ted Purdy,71.48,1501,21
157,0,27613,David Lutterus,71.50,858,12
158,0,19846,Brian Gay,71.52,1788,25
159,0,22122,Andrew McLardy,71.56,644,9
160,0,26695,Michael Letzig,71.58,1360,19
161,0,20574,Mathew Goggin,71.59,1575,22
162,0,21753,Brian Davis,71.62,2435,34
163,0,25892,Steve Wheatcroft,71.71,1506,21
164,0,07363,Craig Bowden,71.72,1291,18
164,0,21949,Joe Ogilvie,71.72,2080,29
166,0,20105,Jeff Gove,71.75,861,12
167,0,22056,Cameron Percy,71.77,1579,22
168,0,01329,Brad Faxon,71.79,1005,14
168,0,06567,Vijay Singh,71.79,2010,28
170,0,27302,Garth Mulroy,71.82,1221,17
171,0,22946,Henrik Bjornstad,71.90,1510,21
171,0,10423,Mike Weir,71.90,1510,21
173,0,06514,Kevin Johnson,71.92,935,13
174,0,23613,Rich Barcelo,72.00,936,13
174,0,01249,John Daly,72.00,1224,17
176,0,20472,Alex Cejka,72.04,1729,24
176,0,28780,Nicholas Thompson,72.04,1801,25
178,0,20850,Daniel Chopra,72.05,1441,20
178,0,27797,Derek Lamely,72.05,1441,20
180,0,26287,Roland Thatcher,72.13,1082,15
181,0,23621,Rory Sabbatini,72.23,1589,22
182,0,24138,Ian Poulter,72.28,1301,18
183,0,12755,Vance Veazey,72.53,1233,17
184,0,24227,Justin Bolli,72.64,799,11
185,0,06643,Paul Goydos,72.72,1818,25
186,0,24663,Y.E. Yang,72.76,1237,17
187,0,07457,Steve Flesch,72.80,1092,15
188,0,25686,Jason Dufner,72.83,1675,23
189,0,29285,Brent Delahoussaye,72.92,948,13
190,0,26392,Chris Wilson,73.23,952,13
191,0,01161,Mark Calcavecchia,73.33,880,12
192,0,32617,Jerod Turner,75.00,375,5
