RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
60,0,21350,Ryuji Imada,70.53,3033,43
63,0,28087,Kris Blanks,70.55,3598,51
63,0,06251,Chris DiMarco,70.55,2822,40
63,0,25562,Andres Romero,70.55,2328,33
66,0,21878,Mark Wilson,70.56,2893,41
67,0,12782,Tim Herron,70.60,2824,40
67,0,26596,Ryan Moore,70.60,3036,43
67,0,29221,Webb Simpson,70.60,3389,48
70,0,22293,Heath Slocum,70.61,3248,46
71,0,29910,Blake Adams,70.63,2825,40
71,0,23135,Tim Clark,70.63,3037,43
71,0,23353,J.J. Henry,70.63,2896,41
71,0,23800,Bryce Molder,70.63,3249,46
71,0,27214,Kevin Streelman,70.63,2825,40
76,0,28089,Jason Day,70.64,3108,44
76,0,24024,Zach Johnson,70.64,3179,45
78,0,20098,Stuart Appleby,70.67,3180,45
78,0,24358,Robert Garrigus,70.67,2332,33
78,0,27936,Martin Laird,70.67,3180,45
81,0,27436,Graham DeLaet,70.68,3110,44
81,0,01766,Billy Mayfair,70.68,2898,41
83,0,24781,Hunter Mahan,70.69,3181,45
84,0,01948,Tim Petrovic,70.70,3535,50
85,0,27933,John Merrick,70.72,3324,47
86,0,10585,Scott McCarron,70.73,3112,44
86,0,23320,Ryan Palmer,70.73,2829,40
88,0,27120,Troy Matteson,70.74,2688,38
88,0,24490,George McNeill,70.74,2759,39
88,0,20686,Jeev Milkha Singh,70.74,1627,23
91,0,23322,Brett Wetterich,70.76,2052,29
92,0,20593,Greg Chalmers,70.77,3114,44
93,0,23718,Nathan Green,70.79,3044,43
94,0,01810,Phil Mickelson,70.80,3186,45
95,0,01706,Davis Love III,70.81,2974,42
95,0,25190,Jeff Quinney,70.81,2974,42
97,0,22621,Ben Curtis,70.82,2337,33
97,0,30946,Alex Prugh,70.82,3187,45
99,0,32640,Troy Merritt,70.83,2833,40
99,0,26301,James Nitties,70.83,3329,47
99,0,01941,Tom Pernice Jr.,70.83,2550,36
99,0,20436,Garrett Willis,70.83,2550,36
103,0,27330,Josh Teater,70.86,3543,50
104,0,20229,Stewart Cink,70.88,2835,40
105,0,10860,Justin Leonard,70.89,3119,44
106,0,01320,Bob Estes,70.90,2836,40
106,0,01797,Rocco Mediate,70.90,2198,31
108,0,28307,Matt Every,70.91,2340,33
108,0,26289,Boo Weekley,70.91,3049,43
110,0,23409,James Driscoll,70.92,2695,38
110,0,30925,Dustin Johnson,70.92,3404,48
110,0,27770,Camilo Villegas,70.92,2695,38
113,0,06595,Kevin Sutherland,70.93,3121,44
113,0,33419,Cameron Tringale,70.93,2128,30
115,0,26851,Marc Leishman,70.95,2696,38
115,0,24502,Adam Scott,70.95,2838,40
117,0,09011,David Duval,70.97,2342,33
118,0,24140,Sean O'Hair,70.98,3407,48
118,0,26679,Kevin Stadler,70.98,3052,43
120,0,12652,Cameron Beckman,71.00,2627,37
120,0,19846,Brian Gay,71.00,3195,45
120,0,26881,Jarrod Lyle,71.00,1704,24
120,0,24912,Will MacKenzie,71.00,2485,35
124,0,07867,Woody Austin,71.02,3125,44
125,0,01577,Lee Janzen,71.03,2628,37
125,0,08385,Omar Uresti,71.03,2415,34
125,0,25632,Jimmy Walker,71.03,2699,38
125,0,10425,Jay Williamson,71.03,2344,33
129,0,27963,Chris Stroud,71.04,3197,45
130,0,22122,Andrew McLardy,71.08,1848,26
131,0,27060,John Mallinger,71.09,3270,46
132,0,28500,Martin Flores,71.13,2774,39
132,0,23349,Charles Warren,71.13,2276,32
134,0,01116,Michael Bradley,71.14,2063,29
134,0,21209,Sergio Garcia,71.14,1494,21
136,0,20070,Matt Bettencourt,71.16,3131,44
137,0,06004,Stephen Ames,71.17,2491,35
138,0,20848,Ángel Cabrera,71.18,2705,38
138,0,08075,Jerry Kelly,71.18,3630,51
138,0,20663,Brenden Pappas,71.18,2349,33
141,0,01249,John Daly,71.22,1923,27
142,0,20766,Padraig Harrington,71.25,2280,32
142,0,01724,Jeff Maggert,71.25,2565,36
142,0,20572,Rod Pampling,71.25,2280,32
145,0,26695,Michael Letzig,71.29,2709,38
146,0,20691,Greg Owen,71.30,2638,37
147,0,28237,Rory McIlroy,71.31,1854,26
148,0,12714,Chris Tidland,71.32,2425,34
149,0,25900,Lucas Glover,71.33,2782,39
150,0,20378,Mathias Grönberg,71.44,1929,27
151,0,23307,Roger Tambellini,71.46,2787,39
152,0,06567,Vijay Singh,71.47,2573,36
153,0,23548,Bill Lunde,71.50,2574,36
154,0,21949,Joe Ogilvie,71.54,3434,48
155,0,21753,Brian Davis,71.55,3506,49
156,0,20472,Alex Cejka,71.56,2791,39
157,0,01619,Skip Kendall,71.64,2006,28
158,0,28780,Nicholas Thompson,71.67,3010,42
159,0,20105,Jeff Gove,71.68,1792,25
159,0,12705,Cliff Kresge,71.68,1792,25
159,0,28158,Steve Marino,71.68,3154,44
162,0,27302,Garth Mulroy,71.70,1936,27
162,0,31560,Brian Stuard,71.70,3083,43
162,0,24663,Y.E. Yang,71.70,2151,30
165,0,22378,Trevor Immelman,71.76,2081,29
166,0,07457,Steve Flesch,71.81,2226,31
167,0,27613,David Lutterus,71.86,2084,29
168,0,20574,Mathew Goggin,71.87,2803,39
169,0,22056,Cameron Percy,71.89,2732,38
170,0,23621,Rory Sabbatini,71.91,2445,34
171,0,27797,Derek Lamely,71.92,2589,36
172,0,01707,Steve Lowery,71.93,2014,28
173,0,25686,Jason Dufner,71.95,2662,37
173,0,24138,Ian Poulter,71.95,1583,22
175,0,22946,Henrik Bjornstad,71.97,2303,32
176,0,25892,Steve Wheatcroft,72.00,2448,34
177,0,24227,Justin Bolli,72.03,2089,29
178,0,23613,Rich Barcelo,72.06,2378,33
179,0,20850,Daniel Chopra,72.17,2526,35
180,0,26287,Roland Thatcher,72.19,2599,36
181,0,06012,Greg Kraft,72.29,2024,28
181,0,21959,Ted Purdy,72.29,2747,38
183,0,07363,Craig Bowden,72.31,2097,29
184,0,10423,Mike Weir,72.32,2025,28
185,0,29285,Brent Delahoussaye,72.35,1881,26
185,0,26392,Chris Wilson,72.35,2460,34
187,0,12755,Vance Veazey,72.36,1809,25
188,0,06643,Paul Goydos,72.41,2824,39
189,0,06514,Kevin Johnson,72.53,2176,30
190,0,01161,Mark Calcavecchia,73.04,1826,25
191,0,32617,Jerod Turner,73.10,1462,20
192,0,01329,Brad Faxon,73.11,1974,27
