RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
38,0,35450,Patrick Cantlay,21.88,315,1440,7
39,0,26499,Rafa Cabrera Bello,21.83,275,1260,19
40,0,37275,Sam Ryder,21.81,314,1440,2
41,0,31646,Emiliano Grillo,21.80,361,1656,41
42,0,22056,Cameron Percy,21.78,196,900,28
43,0,29926,Danny Lee,21.71,336,1548,131
44,0,46601,Trey Mullinax,21.66,269,1242,122
44,0,25804,Bubba Watson,21.66,308,1422,57
46,0,27958,Ryan Blaum,21.65,304,1404,108
47,0,19846,Brian Gay,21.62,393,1818,145
48,0,35461,Beau Hossler,21.58,404,1872,65
48,0,34360,Patrick Reed,21.58,334,1548,160
48,0,29485,Brett Stegmaier,21.58,237,1098,15
51,0,35532,Tom Hoge,21.57,361,1674,158
51,0,48081,Xander Schauffele,21.57,361,1674,119
53,0,24361,Pat Perez,21.56,291,1350,74
54,0,32366,Kevin Chappell,21.55,287,1332,99
54,0,35310,Lanto Griffin,21.55,287,1332,81
56,0,30110,Kyle Stanley,21.53,341,1584,6
56,0,32333,Kevin Tway,21.53,403,1872,93
58,0,25364,Paul Casey,21.52,275,1278,72
58,0,24781,Hunter Mahan,21.52,244,1134,39
60,0,30926,Chris Kirk,21.49,410,1908,55
61,0,23621,Rory Sabbatini,21.47,344,1602,71
62,0,29908,C.T. Pan,21.43,378,1764,5
63,0,32757,Patton Kizzire,21.41,343,1602,37
64,0,29461,Jamie Lovemark,21.40,339,1584,143
65,0,34409,David Lingmerth,21.37,300,1404,168
66,0,25198,Francesco Molinari,21.35,269,1260,16
67,0,35545,Blayne Barber,21.31,257,1206,22
67,0,34076,Joel Dahmen,21.31,326,1530,42
69,0,34174,John Huh,21.30,345,1620,111
69,0,24502,Adam Scott,21.30,299,1404,8
71,0,49771,J.T. Poston,21.28,272,1278,52
72,0,24358,Robert Garrigus,21.27,291,1368,124
73,0,32640,Troy Merritt,21.24,325,1530,130
74,0,33141,Keegan Bradley,21.15,354,1674,36
75,0,27644,Brian Harman,21.11,342,1620,77
76,0,26476,Chez Reavie,21.06,326,1548,47
77,0,34466,Peter Malnati,21.02,314,1494,171
78,0,20229,Stewart Cink,21.01,329,1566,49
78,0,29974,Branden Grace,21.01,242,1152,86
78,0,29221,Webb Simpson,21.01,348,1656,66
78,0,35891,Cameron Smith,21.01,295,1404,167
82,0,34264,Hudson Swafford,20.98,253,1206,38
83,0,29484,Peter Uihlein,20.94,294,1404,68
84,0,24138,Ian Poulter,20.92,241,1152,90
85,0,39997,Corey Conners,20.91,350,1674,17
85,0,36699,Patrick Rodgers,20.91,350,1674,114
87,0,26300,Matt Jones,20.88,233,1116,101
88,0,34098,Russell Henley,20.87,278,1332,45
89,0,26951,Johnson Wagner,20.85,259,1242,69
90,0,33948,Byeong Hun An,20.83,315,1512,63
90,0,39327,Ben Silverman,20.83,315,1512,134
92,0,27649,Brandt Snedeker,20.80,307,1476,132
92,0,27095,Nick Watney,20.80,337,1620,64
94,0,32150,Michael Thompson,20.79,217,1044,21
95,0,27141,J.B. Holmes,20.74,280,1350,126
96,0,21528,Henrik Stenson,20.73,209,1008,1
97,0,37454,Whee Kim,20.72,332,1602,161
97,0,33418,Shawn Stefani,20.72,276,1332,79
99,0,25818,Scott Piercy,20.69,298,1440,24
100,0,19803,Ryan Armour,20.66,398,1926,56
100,0,34099,Harris English,20.66,290,1404,164
102,0,26758,David Hearn,20.65,223,1080,40
103,0,35506,Mackenzie Hughes,20.61,282,1368,109
104,0,32448,James Hahn,20.60,304,1476,53
105,0,25632,Jimmy Walker,20.56,285,1386,180
106,0,37278,Nicholas Lindheim,20.53,255,1242,61
107,0,28252,Seamus Power,20.51,288,1404,128
108,0,45526,Abraham Ancer,20.49,354,1728,101
109,0,34256,Andrew Putnam,20.47,328,1602,12
110,0,34021,Bud Cauley,20.44,195,954,147
111,0,33399,Adam Hadwin,20.35,326,1602,61
111,0,12716,Charley Hoffman,20.35,293,1440,98
113,0,27556,Ted Potter Jr.,20.31,318,1566,168
114,0,32254,Xinjun Zhang,20.30,274,1350,88
115,0,28500,Martin Flores,20.28,314,1548,105
116,0,40009,Dominic Bozzelli,20.26,237,1170,185
117,0,29479,Scott Brown,20.24,357,1764,114
118,0,33413,Ben Martin,20.23,233,1152,150
119,0,40058,Zac Blair,20.21,211,1044,103
120,0,37455,Si Woo Kim,20.19,378,1872,153
121,0,40026,Daniel Berger,20.18,276,1368,92
122,0,28307,Matt Every,20.15,272,1350,144
123,0,23108,Matt Kuchar,20.14,290,1440,94
124,0,31420,Anirban Lahiri,20.12,297,1476,141
125,0,21961,Charles Howell III,20.11,362,1800,33
126,0,45609,Tyler Duncan,20.07,336,1674,25
127,0,30978,Kiradech Aphibarnrat,20.05,166,828,178
127,0,27214,Kevin Streelman,20.05,332,1656,4
129,0,39328,Conrad Shindler,20.04,202,1008,107
130,0,39954,Cody Gribble,20.00,234,1170,176
130,0,33410,Andrew Landry,20.00,288,1440,116
132,0,47125,Matt Atkins,19.98,187,936,162
132,0,24925,Jonathan Byrd,19.98,223,1116,59
134,0,26596,Ryan Moore,19.94,280,1404,44
135,0,29518,Brendan Steele,19.90,240,1206,35
136,0,33122,Russell Knox,19.88,322,1620,27
136,0,30692,Scott Stallings,19.88,322,1620,117
138,0,27963,Chris Stroud,19.86,261,1314,172
139,0,37189,Harold Varner III,19.79,317,1602,73
140,0,29535,Brice Garnett,19.77,338,1710,95
140,0,27942,Rob Oppenheim,19.77,242,1224,149
142,0,25900,Lucas Glover,19.76,217,1098,83
143,0,47993,Denny McCarthy,19.75,224,1134,60
144,0,20472,Alex Cejka,19.73,245,1242,154
144,0,29478,Kevin Kisner,19.73,277,1404,122
146,0,31416,Derek Fathauer,19.72,284,1440,189
146,0,27349,Alex Noren,19.72,213,1080,136
148,0,32876,Martin Piller,19.70,273,1386,188
149,0,33204,Shane Lowry,19.64,198,1008,48
150,0,47128,Richy Werenski,19.63,325,1656,91
151,0,39975,Michael Kim,19.60,247,1260,186
152,0,27974,Sung Kang,19.54,299,1530,165
152,0,25892,Steve Wheatcroft,19.54,204,1044,97
154,0,28775,Nate Lashley,19.50,165,846,58
155,0,23541,Ben Crane,19.49,207,1062,137
155,0,24140,Sean O'Hair,19.49,221,1134,151
157,0,36799,Stephan Jaeger,19.48,263,1350,85
157,0,27064,Jhonattan Vegas,19.48,312,1602,128
159,0,46402,Talor Gooch,19.44,252,1296,159
159,0,25493,Nick Taylor,19.44,315,1620,76
161,0,28679,Fabián Gómez,19.38,293,1512,70
162,0,47287,Ethan Tracy,19.36,237,1224,139
163,0,28132,Tyrone Van Aswegen,19.30,323,1674,127
164,0,48084,Wesley Bryan,19.24,232,1206,183
164,0,26329,Louis Oosthuizen,19.24,187,972,112
166,0,31560,Brian Stuard,19.19,335,1746,83
167,0,22371,Aaron Baddeley,19.16,269,1404,163
168,0,34363,Tyrrell Hatton,19.03,185,972,104
169,0,25686,Jason Dufner,19.01,219,1152,148
170,0,25572,Graeme McDowell,18.93,201,1062,146
171,0,35879,Kelly Kraft,18.84,312,1656,152
172,0,31202,William McGirt,18.80,264,1404,77
173,0,47347,Adam Schenk,18.75,270,1440,67
174,0,29222,Billy Hurley III,18.66,215,1152,170
175,0,34431,Robert Streb,18.62,248,1332,135
176,0,26331,Charl Schwartzel,18.49,193,1044,184
177,0,33419,Cameron Tringale,18.43,209,1134,121
178,0,20157,Retief Goosen,18.16,170,936,182
179,0,23353,J.J. Henry,18.15,245,1350,10
179,0,25834,Daniel Summerhays,18.15,147,810,193
181,0,22582,Kyle Thompson,18.12,150,828,177
182,0,27895,Jonas Blixt,18.03,198,1098,179
183,0,35376,Roberto Díaz,17.97,220,1224,156
184,0,34358,Jonathan Randolph,17.95,210,1170,187
185,0,25240,D.A. Points,17.85,196,1098,191
186,0,20572,Rod Pampling,17.82,186,1044,174
187,0,37338,Zecheng Dou,17.80,157,882,157
188,0,20593,Greg Chalmers,17.63,165,936,192
189,0,10809,Jim Furyk,17.59,152,864,166
190,0,12510,Chad Campbell,17.58,250,1422,120
191,0,35544,Andrew Yun,17.53,142,810,181
192,0,24924,Bill Haas,17.49,233,1332,140
193,0,32816,Satoshi Kodaira,17.25,149,864,190
