RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
353,0,21731,Freddie Jacobson,30' 4",Byron Nelson,2,14 - Par 4
354,0,40055,Daniel Obremski,30' 3",The Greenbrier,2,2 - Par 4 -
355,0,32334,Charlie Beljan,30' 1",The Greenbrier,1,8 - Par 3 -
356,0,29939,Fabrizio Zanotti,29' 11",Byron Nelson,2,12 - Par 4
357,0,39337,Derek Rende,29' 11",Barbasol Champ,1,10 - Par 4
358,0,22293,Heath Slocum,29' 10",Sanderson Farms,1,7 - Par 3 -
359,0,49773,Chase Koepka,29' 7",Wells Fargo,2,6 - Par 5 -
360,0,08075,Jerry Kelly,29' 5",Sanderson Farms,2,2 - Par 4 -
361,0,49826,Brad Dalke,29' 4",U.S. Open,1,1 - Par 5 -
362,0,46464,Jordan L Smith,29' 4",PGA Championshi,4,7 - Par 5 -
363,0,29670,Pablo Larrazabal,29' 2",PGA Championshi,2,8 - Par 4 -
364,0,36478,Riley Arp,29' 0",Shell Houston,1,1 - Par 4 -
365,0,29484,Peter Uihlein,29' 0",St. Jude,1,8 - Par 3 -
366,0,48117,Kurt Kitayama,28' 10",Shriners Hosp.,2,8 - Par 3 -
367,0,35261,Miguel Tabuena,28' 10",Sony Open,4,17 - Par 3
368,0,29535,Brice Garnett,28' 10",U.S. Open,1,16 - Par 3
369,0,35225,Brandon Stone,28' 8",PGA Championshi,1,17 - Par 3
370,0,47989,Sam Horsfield,28' 5",Wyndham Champ,1,7 - Par 3 -
371,0,46523,Joey Garber,28' 4",Honda Classic,2,9 - Par 4 -
372,0,31273,Gavin Kyle Green,28' 4",Quicken Loans,1,4 - Par 4 -
373,0,40188,David McNabb,28' 2",PGA Championshi,2,9 - Par 4 -
374,0,50735,Scott Gregory,27' 11",U.S. Open,2,2 - Par 4 -
375,0,27114,Ben Willman,27' 9",Shell Houston,2,6 - Par 4 -
376,0,50095,Austin Smotherman,27' 2",Byron Nelson,2,16 - Par 5
377,0,49932,Jonathan Garrick,27' 0",Genesis Open,3,1 - Par 5 -
378,0,28937,George Coetzee,27' 0",U.S. Open,2,12 - Par 4
379,0,01761,Len Mattiace,27' 0",Barbasol Champ,1,2 - Par 4 -
380,0,10860,Justin Leonard,26' 11",Texas Open,2,9 - Par 4 -
381,0,37157,Renato Paratore,26' 8",WGC-Bridgestone,2,12 - Par 3
382,0,02106,Chris Smith,26' 7",Barbasol Champ,1,12 - Par 3
383,0,39953,Chase Seiffert,26' 6",Travelers Champ,1,16 - Par 3
384,0,52562,Kurt Slattery,26' 3",John Deere,1,7 - Par 3 -
385,0,23548,Bill Lunde,26' 2",Barbasol Champ,2,3 - Par 4 -
386,0,48095,Garrett Rank,25' 11",Canadian Open,1,4 - Par 3 -
387,0,51414,Brent Grant,25' 8",Sony Open,2,2 - Par 4 -
388,0,34579,Alexander Levy,25' 8",U.S. Open,1,12 - Par 4
389,0,23614,Rich Beem,25' 7",PGA Championshi,1,5 - Par 4 -
390,0,24461,Thomas Aiken,25' 3",U.S. Open,2,7 - Par 5 -
391,0,39356,Alex Moon,25' 0",Byron Nelson,2,1 - Par 4 -
392,0,12652,Cameron Beckman,25' 0",Barbasol Champ,1,14 - Par 4
393,0,47125,Matt Atkins,24' 11",Sanderson Farms,3,7 - Par 3 -
394,0,23903,Stephen Gangluff,24' 11",Honda Classic,1,5 - Par 3 -
395,0,52370,Mason Andersen,24' 8",U.S. Open,1,16 - Par 3
396,0,01249,John Daly,24' 4",The Greenbrier,1,16 - Par 4
397,0,46414,Aaron Rai,24' 1",U.S. Open,2,9 - Par 3 -
398,0,47238,Jazz Janewattananond,24' 0",DEAN & DELUCA,1,9 - Par 4 -
399,0,40104,Joel Stalter,23' 10",U.S. Open,2,16 - Par 3
400,0,48052,Max Rottluff,23' 8",Farmers Ins.,1,13 - Par 5
401,0,06332,Neal Lancaster,23' 8",AT&T Pebble,2,16 - Par 4
402,0,32369,Sihwan Kim,23' 6",Shriners Hosp.,1,18 - Par 4
403,0,23091,Alan Morin,23' 6",Honda Classic,2,3 - Par 5 -
404,0,35475,Jamie Sadlowski,23' 3",DEAN & DELUCA,1,16 - Par 3
405,0,47994,Lee McCoy,23' 2",Shriners Hosp.,1,2 - Par 4 -
406,0,52560,David Lawrence,23' 1",John Deere,2,4 - Par 4 -
407,0,26949,Josh Broadaway,23' 0",The RSM Classic,1,5 - Par 4 -
408,0,51282,Drew Goff,22' 11",Sanderson Farms,1,13 - Par 3
409,0,50092,Zach Wright,22' 10",The RSM Classic,1,14 - Par 4
410,0,01388,Robert Gamez,22' 10",Arnold Palmer,1,12 - Par 5
411,0,36799,Stephan Jaeger,22' 8",U.S. Open,2,1 - Par 5 -
412,0,06575,Dudley Hart,22' 8",Barbasol Champ,2,15 - Par 4
413,0,34709,Eddie Pepperell,22' 7",U.S. Open,3,1 - Par 5 -
414,0,37273,Derek Ernst,22' 6",Wells Fargo,1,13 - Par 4
415,0,01116,Michael Bradley,22' 5",Sanderson Farms,2,16 - Par 4
416,0,28783,Sam Brazel,22' 3",WGC-Mexico,2,6 - Par 5 -
417,0,52584,Brad Sill,22' 1",Barbasol Champ,2,10 - Par 4
418,0,34130,Sung Joon Park,21' 9",St. Jude,1,12 - Par 4
419,0,24866,Jamie Broce,21' 5",PGA Championshi,2,9 - Par 4 -
420,0,49298,Kramer Hickok,21' 4",Canadian Open,1,16 - Par 5
421,0,07707,Mike Small,21' 4",PGA Championshi,1,13 - Par 3
422,0,47663,Kevin Dougherty,21' 3",Genesis Open,2,12 - Par 4
423,0,52514,Trace Crowe,21' 2",Barbasol Champ,1,5 - Par 5 -
424,0,46340,Alex Smalley,21' 1",U.S. Open,2,16 - Par 3
425,0,32505,Ryan Williams,21' 1",Canadian Open,2,1 - Par 4 -
426,0,26735,Marty Jertson,21' 0",Shriners Hosp.,1,4 - Par 4 -
427,0,21409,Chris Evans,20' 10",CareerBuilder,4,8 - Par 5 -
428,0,45729,Drew Nesbitt,20' 9",Canadian Open,2,18 - Par 5
429,0,33904,Grant Leaver,20' 7",Barbasol Champ,3,7 - Par 4 -
430,0,12826,Paul Claxton,20' 6",PGA Championshi,1,17 - Par 3
431,0,29378,Daisuke Kataoka,19' 7",Sony Open,1,6 - Par 4 -
432,0,35947,John Oda,19' 6",U.S. Open,2,10 - Par 4
433,0,28300,Joost Luiten,19' 6",PGA Championshi,2,14 - Par 4
434,0,12794,Tim Weinhart,19' 5",The RSM Classic,1,7 - Par 5 -
435,0,52091,Blake Kennedy,19' 1",Wells Fargo,1,18 - Par 5
436,0,32881,Hugo León,19' 1",Barbasol Champ,2,17 - Par 3
437,0,37092,Hyung-Sung Kim,19' 0",Sony Open,1,11 - Par 3
438,0,51586,Stewart Hagestad,18' 11",U.S. Open,1,2 - Par 4 -
439,0,29970,Dylan Frittelli,18' 11",PGA Championshi,3,13 - Par 3
440,0,46435,Austin Cook,18' 9",Sanderson Farms,1,17 - Par 4
441,0,34306,John Chin,18' 9",Sony Open,1,14 - Par 4
442,0,35409,Craig Hocknull,18' 9",Phoenix Open,2,17 - Par 4
443,0,32876,Martin Piller,18' 9",DEAN & DELUCA,2,14 - Par 4
444,0,20850,Daniel Chopra,18' 8",U.S. Open,1,3 - Par 4 -
445,0,23452,Nicolas Colsaerts,18' 8",PGA Championshi,2,14 - Par 4
446,0,51975,Zach Cabra,18' 7",Texas Open,1,4 - Par 4 -
447,0,46046,Scottie Scheffler,18' 2",U.S. Open,1,8 - Par 4 -
448,0,34643,Michael Johnson,17' 10",Sanderson Farms,2,3 - Par 5 -
449,0,20070,Matt Bettencourt,17' 10",Barbasol Champ,2,10 - Par 4
450,0,29936,Ryan Fox,17' 7",PGA Championshi,1,16 - Par 4
451,0,28618,Savio Nazareth,17' 5",Wyndham Champ,2,17 - Par 4
452,0,01381,Fred Funk,17' 4",Sony Open,2,12 - Par 4
453,0,37275,Sam Ryder,17' 3",U.S. Open,1,14 - Par 5
454,0,24511,Thongchai Jaidee,17' 2",WGC-Bridgestone,1,4 - Par 4 -
455,0,22752,Greg Gregory,17' 2",PGA Championshi,1,14 - Par 4
456,0,39359,Brad Miller,17' 2",Wyndham Champ,2,15 - Par 5
457,0,45535,Michael Hebert,17' 1",Safeway Open,1,14 - Par 4
458,0,51827,Brooks Blackburn,16' 11",RBC Heritage,1,11 - Par 4
459,0,39882,Alex Kim,16' 9",Phoenix Open,1,13 - Par 5
460,0,51933,Casey Russell,16' 7",Texas Open,1,4 - Par 4 -
461,0,50488,Chris Crawford,16' 7",U.S. Open,2,10 - Par 4
462,0,22913,John Rollins,16' 6",Sanderson Farms,1,1 - Par 4 -
463,0,49303,Anders Albertson,16' 6",The RSM Classic,1,17 - Par 3
464,0,48887,Matt Wallace,16' 2",U.S. Open,1,1 - Par 5 -
465,0,40189,David Muttitt,16' 2",PGA Championshi,1,13 - Par 3
466,0,52664,Chris Moody,16' 1",PGA Championshi,1,16 - Par 4
467,0,37214,Jordan Russell,15' 11",St. Jude,2,12 - Par 4
468,0,50666,Matt Gilchrest,15' 10",Barbasol Champ,4,15 - Par 4
469,0,50527,Jared du Toit,15' 10",Canadian Open,1,11 - Par 4
470,0,10944,Thomas Bjørn,15' 10",PGA Championshi,1,7 - Par 5 -
471,0,24964,Ryan Vermeer,15' 10",PGA Championshi,1,12 - Par 4
472,0,33936,Gunner Wiebe,15' 9",Safeway Open,1,14 - Par 4
473,0,22582,Kyle Thompson,15' 9",U.S. Open,1,7 - Par 5 -
474,0,22378,Trevor Immelman,15' 7",Arnold Palmer,2,15 - Par 4
475,0,23477,Scott Hebert,15' 5",PGA Championshi,1,12 - Par 4
476,0,26328,Shaun Norris,15' 4",WGC-Bridgestone,3,9 - Par 4 -
477,0,36884,Ben Kohles,14' 6",U.S. Open,2,1 - Par 5 -
478,0,33409,Josh Brock,14' 5",Texas Open,1,10 - Par 4
479,0,25661,Bryn Parry,14' 4",Canadian Open,1,17 - Par 4
480,0,51977,Max Greyserman,14' 2",U.S. Open,2,16 - Par 3
481,0,31678,Oliver Bekker,14' 1",U.S. Open,1,2 - Par 4 -
482,0,50491,Richie Schembechler II,14' 0",St. Jude,2,5 - Par 4 -
483,0,46103,Daniel Kim,14' 0",Canadian Open,1,17 - Par 4
484,0,33115,Jinho Choi,13' 11",Genesis Open,1,4 - Par 3 -
485,0,52330,Dylan Meyer,13' 11",John Deere,1,2 - Par 5 -
486,0,51600,Jimmy Stanger,13' 9",Valspar Champ,2,14 - Par 5
487,0,51316,Kenny Pigman,13' 8",PGA Championshi,2,3 - Par 4 -
488,0,25863,Rod Perry,13' 7",PGA Championshi,2,12 - Par 4
489,0,51522,Zach Zaback,13' 6",Travelers Champ,2,15 - Par 4
490,0,40056,Ryan Zylstra,13' 1",The Greenbrier,2,5 - Par 4 -
491,0,22764,Michael Block,12' 11",Genesis Open,2,8 - Par 4 -
492,0,01200,Keith Clearwater,12' 11",DEAN & DELUCA,1,8 - Par 3 -
493,0,02246,Duffy Waldorf,12' 9",Barbasol Champ,1,17 - Par 3
494,0,39826,Cheng Jin,12' 5",RBC Heritage,1,12 - Par 4
495,0,47662,Mookie DeMoss,12' 5",Barbasol Champ,1,3 - Par 4 -
496,0,01577,Lee Janzen,12' 4",Barbasol Champ,1,14 - Par 4
497,0,19911,Billy Downes,12' 0",Travelers Champ,1,2 - Par 4 -
498,0,24494,Erik Compton,11' 11",Sanderson Farms,2,18 - Par 4
499,0,33451,Matt Hill,11' 11",Canadian Open,2,11 - Par 4
500,0,52634,Jaysen Hansen,11' 11",PGA Championshi,1,9 - Par 4 -
501,0,12705,Cliff Kresge,11' 7",John Deere,1,14 - Par 4
502,0,52497,Darin Fisher,11' 7",John Deere,2,14 - Par 4
503,0,47624,Johnny Ruiz,11' 7",Canadian Open,1,12 - Par 3
504,0,35572,Christian Brand,11' 5",The Greenbrier,2,9 - Par 4 -
505,0,34017,Jhared Hack,11' 0",Canadian Open,2,9 - Par 4 -
506,0,24610,Stuart Deane,10' 10",Byron Nelson,2,11 - Par 4
507,0,27804,Neil Johnson,10' 8",Travelers Champ,2,16 - Par 3
508,0,08793,Tiger Woods,10' 7",Farmers Ins.,1,11 - Par 3
509,0,23225,Paul Earnest,10' 7",Byron Nelson,1,5 - Par 3 -
510,0,47567,Ben Polland,10' 4",Byron Nelson,1,13 - Par 3
511,0,34587,Chan Kim,10' 2",U.S. Open,1,2 - Par 4 -
512,0,12397,Jason Widener,10' 1",Wyndham Champ,1,11 - Par 4
513,0,10733,Kent Jones,9' 7",Barbasol Champ,2,1 - Par 4 -
514,0,35408,Riley Wheeldon,9' 7",Canadian Open,1,8 - Par 4 -
515,0,21753,Brian Davis,9' 7",Wyndham Champ,2,18 - Par 4
516,0,29419,Tadd Fujikawa,9' 6",Sony Open,1,10 - Par 4
517,0,47622,Roman Robledo,9' 3",U.S. Open,1,11 - Par 4
518,0,52635,JJ Wood,9' 3",PGA Championshi,2,8 - Par 4 -
519,0,50523,Ray Otis,9' 0",AT&T Pebble,3,15 - Par 4
520,0,49743,Sean Kelly,8' 10",Byron Nelson,1,10 - Par 4
521,0,51511,Clayton Portz,8' 7",The Greenbrier,2,2 - Par 4 -
522,0,22294,Brian Smock,8' 5",PGA Championshi,1,15 - Par 5
523,0,51567,Will Cannon,8' 4",Barbasol Champ,2,7 - Par 4 -
524,0,52373,Walker Lee,8' 1",U.S. Open,1,3 - Par 4 -
525,0,47369,Chris Gilley,7' 10",Farmers Ins.,1,9 - Par 5 -
526,0,23322,Brett Wetterich,7' 6",Barbasol Champ,1,2 - Par 4 -
527,0,46736,Austin James,6' 11",Canadian Open,2,10 - Par 4
528,0,01132,Mark Brooks,6' 9",CareerBuilder,1,10 - Par 4
529,0,36983,Matt Dobyns,6' 4",PGA Championshi,1,6 - Par 3 -
530,0,52633,Alex Beach,6' 1",PGA Championshi,1,9 - Par 4 -
531,0,24808,Kevin Shields,5' 4",The Greenbrier,1,3 - Par 3 -
532,0,31627,Todd Baek,4' 8",Farmers Ins.,1,7 - Par 4 -
533,0,30736,Oscar Fraustro,0",Mayakoba,1,1 - Par 4 -
534,0,33667,Carlos Ortiz,0",Mayakoba,1,1 - Par 4 -
535,0,35469,Sebastián Vázquez,0",Mayakoba,1,1 - Par 4 -
536,0,36871,Matthew NeSmith,0",Mayakoba,1,1 - Par 4 -
537,0,45157,Cam Davis,0",Mayakoba,1,1 - Par 4 -
538,0,45526,Abraham Ancer,0",Mayakoba,1,1 - Par 4 -
539,0,45702,Rodolfo Cazaubòn,0",Mayakoba,1,1 - Par 4 -
540,0,27171,Jay McLuen,0",Puerto Rico,1,1 - Par 4 -
541,0,30947,Martín Ureta,0",Puerto Rico,1,1 - Par 4 -
542,0,31190,Peter Williamson,0",Puerto Rico,1,1 - Par 4 -
543,0,36299,Edward Figueroa,0",Puerto Rico,1,1 - Par 4 -
544,0,36389,Robi Calvesbert,0",Puerto Rico,1,1 - Par 4 -
545,0,37076,Marcelo Rozo,0",Puerto Rico,1,1 - Par 4 -
546,0,39460,Cyril Bouniol,0",Puerto Rico,1,1 - Par 4 -
547,0,46113,Ryan McCormick,0",Puerto Rico,1,1 - Par 4 -
548,0,46290,Wade Binfield,0",Puerto Rico,1,1 - Par 4 -
549,0,49758,Colin Monagle,0",Puerto Rico,1,1 - Par 4 -
550,0,51635,Chris Nido,0",Puerto Rico,1,1 - Par 4 -
