RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
146,0,33667,Carlos Ortiz,-.141,-7.356,52
147,0,25198,Francesco Molinari,-.142,-5.689,40
148,0,54421,Garrick Higgo,-.155,-5.895,38
149,0,24024,Zach Johnson,-.159,-8.769,55
150,0,32102,Rickie Fowler,-.161,-8.989,56
151,0,29478,Kevin Kisner,-.171,-9.380,55
152,0,52372,Cameron Champ,-.178,-8.353,47
153,0,31420,Anirban Lahiri,-.180,-10.815,60
154,0,45540,Jared Wolfe,-.189,-8.899,47
155,0,49947,Taylor Moore,-.196,-15.312,78
156,0,54783,Dylan Wu,-.204,-10.414,51
157,0,35506,Mackenzie Hughes,-.206,-13.611,66
158,0,25818,Scott Piercy,-.217,-14.531,67
158,0,24138,Ian Poulter,-.217,-7.818,36
160,0,51950,Max McGreevy,-.225,-12.626,56
161,0,28114,Dawie van der Walt,-.240,-11.500,48
162,0,33486,Roger Sloan,-.241,-14.962,62
163,0,37212,Paul Barjon,-.245,-15.455,63
164,0,49960,Sepp Straka,-.247,-18.253,74
165,0,31557,Jim Herman,-.259,-11.143,43
166,0,29535,Brice Garnett,-.266,-16.234,61
167,0,46435,Austin Cook,-.272,-14.430,53
168,0,33490,Bo Hoag,-.306,-11.321,37
169,0,34360,Patrick Reed,-.317,-16.186,51
170,0,29974,Branden Grace,-.318,-13.675,43
171,0,35879,Kelly Kraft,-.323,-18.408,57
172,0,23621,Rory Sabbatini,-.337,-16.833,50
173,0,51766,Wyndham Clark,-.375,-28.115,75
174,0,30978,Kiradech Aphibarnrat,-.409,-14.711,36
174,0,39436,Joshua Creel,-.409,-15.131,37
176,0,32139,Danny Willett,-.458,-19.251,42
177,0,51894,Vince Whaley,-.466,-31.232,67
178,0,35110,Brett Drewitt,-.482,-20.262,42
179,0,27974,Sung Kang,-.488,-30.284,62
180,0,10381,Curtis Thompson,-.505,-22.201,44
181,0,24924,Bill Haas,-.513,-34.895,68
181,0,47128,Richy Werenski,-.513,-26.155,51
183,0,47856,Seth Reeves,-.533,-26.141,49
184,0,46550,Brandon Hagy,-.539,-32.320,60
185,0,36852,Jim Knous,-.555,-19.991,36
186,0,32366,Kevin Chappell,-.590,-25.971,44
187,0,33597,Harry Higgs,-.600,-40.807,68
188,0,56278,Matthew Wolff,-.632,-24.009,38
189,0,32333,Kevin Tway,-.654,-43.788,67
190,0,35461,Beau Hossler,-.666,-43.294,65
191,0,35617,Martin Trainer,-.938,-58.174,62
192,0,39058,Lucas Herbert,-.979,-39.172,40
193,0,27895,Jonas Blixt,-1.352,-56.764,42
