RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
60,0,27936,Martin Laird,.175,10.693,61
61,0,32662,Michael Gligic,.168,9.562,57
61,0,36871,Matthew NeSmith,.168,13.124,78
63,0,52374,Brandon Wu,.165,8.267,50
64,0,28252,Seamus Power,.163,9.634,59
64,0,36699,Patrick Rodgers,.163,11.254,69
66,0,33204,Shane Lowry,.160,7.702,48
67,0,32816,Satoshi Kodaira,.159,6.535,41
68,0,24502,Adam Scott,.158,9.956,63
69,0,46414,Aaron Rai,.146,10.084,69
70,0,48117,Kurt Kitayama,.142,6.530,46
71,0,34076,Joel Dahmen,.140,10.342,74
72,0,33122,Russell Knox,.139,10.296,74
73,0,45157,Cam Davis,.138,10.502,76
74,0,52375,Doug Ghim,.135,9.157,68
75,0,27644,Brian Harman,.127,9.660,76
75,0,32839,Hideki Matsuyama,.127,7.216,57
77,0,39324,J.J. Spaun,.124,9.030,73
78,0,48699,Callum Tarren,.122,6.589,54
79,0,54628,Lee Hodges,.119,9.914,83
80,0,30944,Jason Kokrak,.117,5.982,51
81,0,20229,Stewart Cink,.100,6.603,66
82,0,40006,Erik van Rooyen,.090,3.603,40
83,0,35449,Adam Long,.088,6.683,76
84,0,46550,Brandon Hagy,.079,4.752,60
85,0,29926,Danny Lee,.072,2.894,40
86,0,47504,Sam Burns,.067,4.628,69
87,0,34098,Russell Henley,.060,3.763,63
88,0,35532,Tom Hoge,.058,4.269,74
89,0,29535,Brice Garnett,.042,2.565,61
90,0,34431,Robert Streb,.037,2.678,73
91,0,51634,Sahith Theegala,.030,2.863,95
92,0,29974,Branden Grace,.028,1.186,43
93,0,30911,Tommy Fleetwood,.027,1.077,40
94,0,49960,Sepp Straka,.023,1.667,74
95,0,25818,Scott Piercy,.022,1.491,67
95,0,22405,Justin Rose,.022,.826,38
97,0,22056,Cameron Percy,.021,.663,32
98,0,28089,Jason Day,.018,.921,51
99,0,28775,Nate Lashley,.017,1.033,61
99,0,51890,Greyson Sigg,.017,1.228,72
101,0,32139,Danny Willett,.016,.657,42
102,0,30978,Kiradech Aphibarnrat,.015,.541,36
103,0,35310,Lanto Griffin,.012,.814,68
104,0,12716,Charley Hoffman,.008,.484,58
105,0,39953,Chase Seiffert,.003,.094,37
106,0,32366,Kevin Chappell,.001,.028,44
106,0,36326,David Lipsky,.001,.061,72
108,0,27895,Jonas Blixt,-.005,-.229,42
108,0,40115,Adam Svensson,-.005,-.454,84
110,0,34264,Hudson Swafford,-.008,-.363,48
111,0,34174,John Huh,-.012,-.746,61
112,0,27349,Alex Noren,-.019,-.906,48
113,0,26851,Marc Leishman,-.021,-1.312,63
114,0,32102,Rickie Fowler,-.022,-1.259,56
115,0,30692,Scott Stallings,-.024,-2.023,84
116,0,29908,C.T. Pan,-.027,-1.922,71
117,0,10381,Curtis Thompson,-.029,-1.289,44
118,0,28114,Dawie van der Walt,-.030,-1.447,48
119,0,45522,Christiaan Bezuidenhout,-.035,-1.949,55
119,0,31557,Jim Herman,-.035,-1.514,43
121,0,25493,Nick Taylor,-.036,-2.487,69
122,0,29221,Webb Simpson,-.044,-2.291,52
123,0,34363,Tyrrell Hatton,-.047,-2.238,48
124,0,47347,Adam Schenk,-.052,-3.966,77
124,0,51894,Vince Whaley,-.052,-3.500,67
126,0,37189,Harold Varner III,-.058,-3.309,57
127,0,33667,Carlos Ortiz,-.069,-3.581,52
128,0,45540,Jared Wolfe,-.079,-3.736,47
129,0,51997,Andrew Novak,-.080,-4.298,54
130,0,33399,Adam Hadwin,-.084,-6.400,76
131,0,23621,Rory Sabbatini,-.087,-4.366,50
132,0,35879,Kelly Kraft,-.102,-5.810,57
133,0,32333,Kevin Tway,-.105,-7.009,67
134,0,53165,Doc Redman,-.114,-7.168,63
135,0,35461,Beau Hossler,-.121,-7.855,65
136,0,35891,Cameron Smith,-.125,-6.142,49
137,0,54421,Garrick Higgo,-.128,-4.853,38
138,0,36801,Mark Hubbard,-.130,-7.141,55
139,0,33419,Cameron Tringale,-.135,-9.863,73
140,0,46402,Talor Gooch,-.138,-7.574,55
141,0,23325,Vaughn Taylor,-.150,-6.016,40
142,0,37275,Sam Ryder,-.153,-11.919,78
143,0,32757,Patton Kizzire,-.160,-13.090,82
144,0,39436,Joshua Creel,-.163,-6.020,37
145,0,24980,Scott Gutschewski,-.164,-6.219,38
146,0,47993,Denny McCarthy,-.183,-15.927,87
147,0,29970,Dylan Frittelli,-.192,-14.008,73
147,0,47983,Chad Ramey,-.192,-10.572,55
149,0,26476,Chez Reavie,-.209,-15.652,75
150,0,24138,Ian Poulter,-.219,-7.880,36
151,0,30163,Henrik Norlander,-.222,-13.301,60
152,0,33486,Roger Sloan,-.232,-14.354,62
153,0,56278,Matthew Wolff,-.234,-8.899,38
154,0,49766,Hank Lebioda,-.235,-15.947,68
155,0,33490,Bo Hoag,-.237,-8.755,37
156,0,34256,Andrew Putnam,-.238,-19.247,81
157,0,54783,Dylan Wu,-.239,-12.201,51
158,0,34610,Matthias Schwab,-.241,-13.240,55
159,0,39058,Lucas Herbert,-.247,-9.882,40
160,0,32150,Michael Thompson,-.255,-18.889,74
161,0,25198,Francesco Molinari,-.267,-10.694,40
162,0,34466,Peter Malnati,-.268,-23.283,87
163,0,23108,Matt Kuchar,-.272,-16.319,60
164,0,24924,Bill Haas,-.276,-18.737,68
165,0,25686,Jason Dufner,-.287,-11.194,39
166,0,35506,Mackenzie Hughes,-.289,-19.075,66
167,0,36852,Jim Knous,-.290,-10.433,36
168,0,51950,Max McGreevy,-.316,-17.690,56
169,0,29478,Kevin Kisner,-.317,-17.439,55
170,0,27770,Camilo Villegas,-.331,-16.882,51
171,0,40162,Justin Lower,-.334,-18.022,54
172,0,24024,Zach Johnson,-.338,-18.567,55
173,0,30927,Brendon Todd,-.340,-23.820,70
173,0,35617,Martin Trainer,-.340,-21.101,62
175,0,46435,Austin Cook,-.348,-18.453,53
176,0,33597,Harry Higgs,-.350,-23.785,68
177,0,27649,Brandt Snedeker,-.355,-17.380,49
178,0,27974,Sung Kang,-.386,-23.905,62
179,0,24361,Pat Perez,-.402,-20.509,51
180,0,34563,Chesson Hadley,-.433,-27.684,64
181,0,48887,Matt Wallace,-.450,-22.043,49
182,0,31560,Brian Stuard,-.475,-32.762,69
183,0,34360,Patrick Reed,-.503,-25.641,51
184,0,36799,Stephan Jaeger,-.506,-36.929,73
185,0,36884,Ben Kohles,-.546,-24.586,45
186,0,27095,Nick Watney,-.553,-34.292,62
187,0,24925,Jonathan Byrd,-.591,-25.393,43
188,0,47128,Richy Werenski,-.689,-35.144,51
189,0,35110,Brett Drewitt,-.726,-30.500,42
190,0,27139,David Skinns,-.819,-42.580,52
191,0,23983,Luke Donald,-.840,-43.705,52
192,0,29289,S.Y. Noh,-1.137,-52.297,46
193,0,48084,Wesley Bryan,-1.574,-61.380,39
