RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
87,0,30163,Henrik Norlander,.061,3.677,60
88,0,32333,Kevin Tway,.058,3.860,67
89,0,35532,Tom Hoge,.056,4.117,74
90,0,25493,Nick Taylor,.051,3.491,69
91,0,47529,Mito Pereira,.047,3.505,75
92,0,27139,David Skinns,.045,2.341,52
93,0,27349,Alex Noren,.042,2.038,48
93,0,46414,Aaron Rai,.042,2.919,69
95,0,27649,Brandt Snedeker,.040,1.973,49
96,0,51766,Wyndham Clark,.039,2.950,75
97,0,45157,Cam Davis,.038,2.895,76
97,0,23325,Vaughn Taylor,.038,1.500,40
99,0,45609,Tyler Duncan,.036,2.330,65
100,0,36326,David Lipsky,.026,1.907,72
101,0,51997,Andrew Novak,.024,1.313,54
102,0,48117,Kurt Kitayama,.016,.743,46
103,0,45522,Christiaan Bezuidenhout,.015,.830,55
103,0,49766,Hank Lebioda,.015,1.013,68
105,0,46435,Austin Cook,.013,.678,53
106,0,51950,Max McGreevy,.009,.489,56
107,0,40250,Taylor Pendrith,.005,.271,59
107,0,33486,Roger Sloan,.005,.329,62
109,0,54628,Lee Hodges,.002,.155,83
110,0,29974,Branden Grace,.001,.023,43
110,0,39953,Chase Seiffert,.001,.030,37
112,0,35449,Adam Long,.000,-.003,76
113,0,36801,Mark Hubbard,-.003,-.179,55
113,0,47995,Davis Riley,-.003,-.239,82
115,0,25686,Jason Dufner,-.014,-.562,39
116,0,32640,Troy Merritt,-.018,-1.302,74
117,0,24980,Scott Gutschewski,-.023,-.866,38
118,0,36871,Matthew NeSmith,-.024,-1.893,78
119,0,28775,Nate Lashley,-.026,-1.571,61
120,0,48822,Sebastián Muñoz,-.027,-1.879,69
121,0,33122,Russell Knox,-.030,-2.256,74
122,0,22405,Justin Rose,-.032,-1.234,38
123,0,39324,J.J. Spaun,-.043,-3.136,73
124,0,46442,Maverick McNealy,-.044,-3.210,73
125,0,52375,Doug Ghim,-.045,-3.044,68
126,0,34255,Joseph Bramlett,-.046,-3.115,67
126,0,37275,Sam Ryder,-.046,-3.561,78
128,0,36699,Patrick Rodgers,-.051,-3.553,69
129,0,31646,Emiliano Grillo,-.054,-3.814,70
130,0,30944,Jason Kokrak,-.058,-2.964,51
131,0,39997,Corey Conners,-.060,-4.279,71
132,0,12716,Charley Hoffman,-.061,-3.527,58
132,0,32757,Patton Kizzire,-.061,-4.998,82
134,0,51890,Greyson Sigg,-.071,-5.110,72
135,0,26476,Chez Reavie,-.074,-5.575,75
136,0,24502,Adam Scott,-.075,-4.702,63
137,0,32448,James Hahn,-.079,-4.730,60
138,0,19803,Ryan Armour,-.082,-2.875,35
139,0,33597,Harry Higgs,-.089,-6.051,68
140,0,49960,Sepp Straka,-.090,-6.664,74
141,0,32662,Michael Gligic,-.097,-5.555,57
141,0,48699,Callum Tarren,-.097,-5.244,54
143,0,46970,Jon Rahm,-.098,-5.400,55
144,0,46340,Alex Smalley,-.115,-8.594,75
145,0,46601,Trey Mullinax,-.118,-7.780,66
146,0,48887,Matt Wallace,-.123,-6.019,49
147,0,35617,Martin Trainer,-.127,-7.860,62
148,0,29518,Brendan Steele,-.135,-8.380,62
149,0,47128,Richy Werenski,-.137,-6.978,51
149,0,54783,Dylan Wu,-.137,-6.979,51
151,0,27974,Sung Kang,-.138,-8.584,62
152,0,50525,Collin Morikawa,-.149,-7.173,48
153,0,47983,Chad Ramey,-.167,-9.177,55
154,0,32366,Kevin Chappell,-.174,-7.657,44
155,0,40115,Adam Svensson,-.178,-14.916,84
156,0,27064,Jhonattan Vegas,-.182,-10.752,59
157,0,33490,Bo Hoag,-.201,-7.453,37
158,0,55708,Hayden Buckley,-.207,-15.964,77
159,0,32816,Satoshi Kodaira,-.211,-8.642,41
160,0,45540,Jared Wolfe,-.218,-10.261,47
161,0,25900,Lucas Glover,-.224,-18.408,82
162,0,34076,Joel Dahmen,-.229,-16.950,74
163,0,31557,Jim Herman,-.236,-10.155,43
164,0,34563,Chesson Hadley,-.248,-15.855,64
165,0,30978,Kiradech Aphibarnrat,-.249,-8.957,36
165,0,20229,Stewart Cink,-.249,-16.447,66
167,0,27895,Jonas Blixt,-.253,-10.645,42
168,0,35879,Kelly Kraft,-.268,-15.296,57
169,0,40162,Justin Lower,-.272,-14.664,54
170,0,52374,Brandon Wu,-.276,-13.815,50
171,0,35310,Lanto Griffin,-.279,-18.981,68
172,0,49298,Kramer Hickok,-.283,-20.933,74
173,0,36689,Brooks Koepka,-.284,-11.057,39
174,0,46550,Brandon Hagy,-.290,-17.417,60
175,0,10381,Curtis Thompson,-.299,-13.166,44
176,0,27095,Nick Watney,-.306,-18.985,62
177,0,47988,Nick Hardy,-.312,-14.023,45
178,0,36884,Ben Kohles,-.319,-14.355,45
179,0,39436,Joshua Creel,-.321,-11.865,37
180,0,33667,Carlos Ortiz,-.351,-18.238,52
181,0,50095,Austin Smotherman,-.356,-22.429,63
182,0,52372,Cameron Champ,-.365,-17.155,47
183,0,29926,Danny Lee,-.379,-15.141,40
184,0,28114,Dawie van der Walt,-.384,-18.413,48
185,0,47347,Adam Schenk,-.386,-29.754,77
186,0,54421,Garrick Higgo,-.394,-14.980,38
187,0,53165,Doc Redman,-.421,-26.494,63
188,0,47856,Seth Reeves,-.429,-21.011,49
189,0,45526,Abraham Ancer,-.447,-20.567,46
190,0,40006,Erik van Rooyen,-.460,-18.389,40
191,0,46717,Viktor Hovland,-.651,-36.432,56
192,0,37212,Paul Barjon,-.740,-46.628,63
193,0,34264,Hudson Swafford,-.747,-35.862,48
