RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
30,0,29223,Sam Saunders,2.632,296.004,112.479,57,0228703300
33,0,31420,Anirban Lahiri,2.631,297.975,113.246,45,0224703204
34,0,30110,Kyle Stanley,2.630,296.329,112.694,83,0222903108
35,0,48081,Xander Schauffele,2.628,310.943,118.336,47,0211702929
36,0,35450,Patrick Cantlay,2.627,299.311,113.943,36,0231902904
36,0,32448,James Hahn,2.627,297.835,113.378,69,0198603160
36,0,27644,Brian Harman,2.627,287.229,109.352,66,0217003057
36,0,26596,Ryan Moore,2.627,284.547,108.329,60,0201502987
36,0,46970,Jon Rahm,2.627,306.517,116.677,54,0202402928
41,0,30692,Scott Stallings,2.626,301.906,114.957,56,0189403006
42,0,33141,Keegan Bradley,2.625,303.602,115.667,72,0198003044
43,0,30926,Chris Kirk,2.623,289.223,110.272,65,0212003221
44,0,34466,Peter Malnati,2.622,283.714,108.214,74,0232402890
45,0,35545,Blayne Barber,2.621,291.654,111.271,64,0224902957
45,0,25240,D.A. Points,2.621,283.714,108.259,52,0216603067
47,0,34098,Russell Henley,2.620,296.997,113.374,73,0230303042
47,0,26951,Johnson Wagner,2.620,289.914,110.661,49,0215203074
49,0,34021,Bud Cauley,2.619,295.363,112.763,68,0201103053
50,0,37454,Whee Kim,2.618,295.716,112.952,51,0228202966
50,0,23108,Matt Kuchar,2.618,284.274,108.568,65,0218502966
50,0,29289,S.Y. Noh,2.618,305.325,116.616,71,0233503152
53,0,27895,Jonas Blixt,2.617,291.298,111.313,53,0234902910
53,0,39975,Michael Kim,2.617,290.751,111.104,75,0199003159
53,0,22056,Cameron Percy,2.617,290.035,110.838,51,0227503058
56,0,20593,Greg Chalmers,2.616,283.240,108.272,63,0149603036
57,0,46732,Rick Lamb,2.615,302.810,115.787,36,0223302894
57,0,29926,Danny Lee,2.615,294.970,112.812,62,0229003131
59,0,26300,Matt Jones,2.612,309.008,118.293,46,0232402987
60,0,27958,Ryan Blaum,2.611,284.818,109.095,72,0195603078
60,0,24358,Robert Garrigus,2.611,306.067,117.236,55,0179003006
62,0,27436,Graham DeLaet,2.609,304.456,116.694,61,0205102972
62,0,23353,J.J. Henry,2.609,297.824,114.167,69,0221002948
64,0,34409,David Lingmerth,2.606,291.260,111.772,60,0230302925
65,0,23497,Tag Ridings,2.605,303.285,116.430,42,0230502902
66,0,29420,Billy Horschel,2.603,302.228,116.117,64,0195403146
66,0,37278,Nicholas Lindheim,2.603,289.452,111.220,39,0212302939
66,0,34046,Jordan Spieth,2.603,294.469,113.114,58,0229203007
69,0,27129,Luke List,2.602,314.105,120.715,69,0220902978
70,0,27466,Spencer Levin,2.601,280.589,107.862,63,0213103066
71,0,26499,Rafa Cabrera Bello,2.600,289.058,111.174,35,0232602926
72,0,34099,Harris English,2.599,306.279,117.825,61,0202803057
72,0,25834,Daniel Summerhays,2.599,288.735,111.095,70,0223903011
74,0,01810,Phil Mickelson,2.598,296.848,114.244,57,0193103013
75,0,33948,Byeong Hun An,2.597,299.753,115.412,48,0226903092
75,0,28132,Tyrone Van Aswegen,2.597,293.653,113.073,61,0187003016
77,0,40058,Zac Blair,2.596,274.814,105.847,76,0204803040
77,0,30191,Julián Etulain,2.596,295.688,113.899,49,0223002927
79,0,20771,Steven Alker,2.595,276.900,106.686,43,0221703012
79,0,23541,Ben Crane,2.595,278.579,107.371,65,0205603048
79,0,22046,Geoff Ogilvy,2.595,290.609,111.969,64,0207303113
79,0,26476,Chez Reavie,2.595,282.584,108.882,71,0224702961
79,0,33418,Shawn Stefani,2.595,296.715,114.325,54,0176303151
84,0,20157,Retief Goosen,2.594,292.550,112.799,35,0180802976
85,0,28093,Miguel Angel Carballo,2.593,289.120,111.489,38,0218302852
85,0,30944,Jason Kokrak,2.593,310.001,119.537,69,0227003137
85,0,29461,Jamie Lovemark,2.593,307.363,118.536,57,0223102949
88,0,27936,Martin Laird,2.590,298.986,115.455,52,0216403221
88,0,22405,Justin Rose,2.590,302.596,116.844,42,0218603019
90,0,25198,Francesco Molinari,2.589,290.509,112.216,47,0222903020
90,0,29518,Brendan Steele,2.589,303.937,117.374,59,0228903183
90,0,27214,Kevin Streelman,2.589,295.236,114.042,72,0224203119
90,0,33419,Cameron Tringale,2.589,286.992,110.851,59,0221403057
90,0,27770,Camilo Villegas,2.589,285.009,110.085,52,0185302970
95,0,25720,Chad Collins,2.588,284.811,110.035,47,0187302910
95,0,39954,Cody Gribble,2.588,301.242,116.394,53,0208803191
95,0,37189,Harold Varner III,2.588,307.554,118.818,76,0205003006
98,0,27963,Chris Stroud,2.587,289.130,111.746,37,0210102973
99,0,26289,Boo Weekley,2.586,292.246,113.021,52,0189802902
100,0,34213,Grayson Murray,2.585,311.486,120.481,64,0225103090
100,0,35891,Cameron Smith,2.585,295.359,114.271,64,0218702996
102,0,25900,Lucas Glover,2.584,300.674,116.349,65,0217102897
102,0,26329,Louis Oosthuizen,2.584,295.125,114.231,36,0194102979
102,0,31560,Brian Stuard,2.584,273.258,105.746,64,0212502907
105,0,12510,Chad Campbell,2.583,288.536,111.707,72,0205802927
105,0,20104,Ken Duke,2.583,274.993,106.447,45,0208602871
105,0,25396,Kevin Na,2.583,288.694,111.772,51,0232702991
108,0,29720,Andres Gonzales,2.581,300.204,116.298,50,0225002812
109,0,35879,Kelly Kraft,2.578,287.742,111.603,57,0165103146
109,0,33413,Ben Martin,2.578,291.757,113.164,66,0213902967
111,0,25686,Jason Dufner,2.577,291.711,113.197,64,0191002944
111,0,26758,David Hearn,2.577,283.047,109.851,61,0226802993
113,0,33122,Russell Knox,2.575,287.165,111.534,46,0193503174
113,0,26851,Marc Leishman,2.575,305.174,118.533,59,0210203040
115,0,31202,William McGirt,2.574,285.007,110.729,65,0218902965
116,0,20229,Stewart Cink,2.572,298.032,115.875,70,0228503055
117,0,29478,Kevin Kisner,2.571,288.531,112.222,66,0203003080
118,0,33120,Mark Anderson,2.570,290.026,112.849,42,0215602852
118,0,28252,Seamus Power,2.570,303.079,117.928,48,0153302821
120,0,32757,Patton Kizzire,2.568,291.431,113.475,70,0176202881
121,0,25345,Carl Pettersson,2.565,277.627,108.236,39,0215902891
122,0,33399,Adam Hadwin,2.563,294.606,114.967,70,0204202976
122,0,27649,Brandt Snedeker,2.563,287.806,112.298,34,0145503003
124,0,25892,Steve Wheatcroft,2.562,285.442,111.433,31,0230402761
125,0,24924,Bill Haas,2.561,292.843,114.333,56,0230202875
126,0,22371,Aaron Baddeley,2.560,296.459,115.800,44,0178503335
127,0,24502,Adam Scott,2.559,303.374,118.553,30,0233502829
128,0,47959,Bryson DeChambeau,2.558,301.183,117.743,63,0212303203
128,0,35506,Mackenzie Hughes,2.558,295.979,115.691,90,0200603073
128,0,32839,Hideki Matsuyama,2.558,302.202,118.131,47,0214402951
131,0,21961,Charles Howell III,2.557,296.734,116.053,59,0222402953
131,0,39324,J.J. Spaun,2.557,294.807,115.302,60,0182503019
133,0,29479,Scott Brown,2.556,288.299,112.780,64,0227402973
133,0,28089,Jason Day,2.556,305.357,119.470,46,0214103046
133,0,35532,Tom Hoge,2.556,287.147,112.351,40,0185502848
136,0,27095,Nick Watney,2.555,305.000,119.358,57,0189903160
137,0,25364,Paul Casey,2.553,296.802,116.271,51,0223303006
137,0,31646,Emiliano Grillo,2.553,292.059,114.386,60,0209202934
137,0,48822,Sebastián Muñoz,2.553,301.561,118.111,35,0223203061
140,0,48084,Wesley Bryan,2.552,279.467,109.525,58,0220902990
141,0,28307,Matt Every,2.551,298.862,117.144,54,0185503059
141,0,29222,Billy Hurley III,2.551,277.344,108.707,67,0134902994
141,0,30925,Dustin Johnson,2.551,309.139,121.168,44,0219903003
144,0,10809,Jim Furyk,2.550,273.729,107.332,37,0233502918
145,0,19803,Ryan Armour,2.549,280.110,109.892,43,0209102876
146,0,24361,Pat Perez,2.543,292.849,115.151,56,0224802942
147,0,34358,Jonathan Randolph,2.542,289.828,114.018,46,0217103015
148,0,37455,Si Woo Kim,2.541,290.228,114.205,51,0184103053
149,0,46443,Brian Campbell,2.539,297.877,117.306,38,0193302836
150,0,29974,Branden Grace,2.537,293.342,115.632,34,0210102874
151,0,49771,J.T. Poston,2.536,293.011,115.533,68,0200002967
152,0,32366,Kevin Chappell,2.535,304.033,119.949,55,0211602912
152,0,21209,Sergio Garcia,2.535,303.586,119.762,34,0218002967
152,0,24138,Ian Poulter,2.535,280.793,110.759,50,0165002845
155,0,29725,Tony Finau,2.534,311.978,123.114,78,0187903110
155,0,28500,Martin Flores,2.534,298.609,117.851,64,0185903069
155,0,24781,Hunter Mahan,2.534,292.897,115.580,57,0139502984
155,0,32333,Kevin Tway,2.534,310.605,122.565,53,0208403095
159,0,32200,Roberto Castro,2.531,285.436,112.798,48,0216102736
159,0,36699,Patrick Rodgers,2.531,307.651,121.551,47,0193202965
161,0,40026,Daniel Berger,2.529,300.379,118.779,52,0200602974
161,0,35110,Brett Drewitt,2.529,289.231,114.350,36,0218702766
163,0,34431,Robert Streb,2.528,293.324,116.042,71,0146203059
164,0,28679,Fabián Gómez,2.527,285.941,113.148,47,0193402927
164,0,12716,Charley Hoffman,2.527,296.235,117.226,74,0185103093
164,0,31323,Gary Woodland,2.527,309.992,122.674,51,0219502850
167,0,20572,Rod Pampling,2.525,285.809,113.202,49,0203703175
168,0,27141,J.B. Holmes,2.524,307.188,121.684,41,0199203124
168,0,32150,Michael Thompson,2.524,282.621,111.993,40,0202102875
170,0,36689,Brooks Koepka,2.523,313.570,124.281,47,0215503009
171,0,23800,Bryce Molder,2.522,277.216,109.933,61,0136102909
172,0,31557,Jim Herman,2.521,292.744,116.112,55,0205402952
172,0,34360,Patrick Reed,2.521,294.644,116.863,66,0213202864
174,0,25572,Graeme McDowell,2.515,275.665,109.610,37,0203902897
175,0,35300,Andrew Loupe,2.513,313.263,124.633,42,0216202892
176,0,46550,Brandon Hagy,2.510,317.538,126.491,57,0204602927
176,0,22986,Søren Kjeldsen,2.510,274.582,109.395,27,0220102759
176,0,34264,Hudson Swafford,2.510,307.945,122.667,60,0189602924
179,0,25191,Gonzalo Fernandez-Castaño,2.509,290.528,115.798,35,0217402843
180,0,25804,Bubba Watson,2.495,302.985,121.458,42,0216602897
181,0,24846,Ricky Barnes,2.494,289.231,115.954,50,0193403035
181,0,23983,Luke Donald,2.494,283.139,113.538,29,0229402854
183,0,25274,Steven Bowditch,2.483,289.424,116.555,43,0135402866
183,0,29740,Brad Fritsch,2.483,288.081,116.032,39,0188802901
185,0,28420,Ryan Brehm,2.481,318.073,128.179,31,0203302828
186,0,36801,Mark Hubbard,2.477,285.880,115.409,57,0204602781
187,0,27064,Jhonattan Vegas,2.476,304.922,123.165,49,0214602822
188,0,30852,Ryo Ishikawa,2.464,287.584,116.705,40,0211102867
189,0,46501,Ollie Schniederjans,2.451,302.279,123.341,59,0192703107
190,0,26331,Charl Schwartzel,2.450,292.414,119.353,37,0185902776
