RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
96,0,28307,Matt Every,11.07,597.95,54
97,0,36689,Brooks Koepka,11.05,519.23,47
98,0,27436,Graham DeLaet,10.99,670.29,61
99,0,27963,Chris Stroud,10.98,406.25,37
100,0,34409,David Lingmerth,10.94,656.64,60
101,0,31560,Brian Stuard,10.93,699.65,64
102,0,46732,Rick Lamb,10.89,392.22,36
103,0,23541,Ben Crane,10.88,707.46,65
104,0,34264,Hudson Swafford,10.85,650.74,60
105,0,27214,Kevin Streelman,10.84,780.61,72
106,0,48822,Sebastián Muñoz,10.81,378.37,35
107,0,32757,Patton Kizzire,10.80,755.94,70
108,0,24924,Bill Haas,10.78,603.90,56
108,0,27936,Martin Laird,10.78,560.70,52
110,0,46601,Trey Mullinax,10.77,667.46,62
111,0,28132,Tyrone Van Aswegen,10.74,655.19,61
112,0,25892,Steve Wheatcroft,10.72,332.40,31
113,0,31323,Gary Woodland,10.71,546.02,51
114,0,27129,Luke List,10.69,737.36,69
114,0,25834,Daniel Summerhays,10.69,748.57,70
116,0,35300,Andrew Loupe,10.68,437.78,41
117,0,33418,Shawn Stefani,10.67,576.10,54
118,0,25345,Carl Pettersson,10.66,415.73,39
119,0,25720,Chad Collins,10.58,497.36,47
119,0,30926,Chris Kirk,10.58,687.95,65
121,0,25686,Jason Dufner,10.52,673.14,64
121,0,25572,Graeme McDowell,10.52,389.35,37
123,0,35506,Mackenzie Hughes,10.51,946.11,90
124,0,36699,Patrick Rodgers,10.47,492.09,47
125,0,20593,Greg Chalmers,10.46,658.74,63
126,0,28093,Miguel Angel Carballo,10.43,396.27,38
127,0,28679,Fabián Gómez,10.42,489.84,47
128,0,35891,Cameron Smith,10.41,666.42,64
129,0,30852,Ryo Ishikawa,10.37,414.89,40
130,0,26499,Rafa Cabrera Bello,10.34,362.07,35
131,0,10809,Jim Furyk,10.32,381.98,37
132,0,27466,Spencer Levin,10.27,647.14,63
133,0,27770,Camilo Villegas,10.26,523.19,51
134,0,25191,Gonzalo Fernandez-Castaño,10.25,358.86,35
135,0,28500,Martin Flores,10.23,654.70,64
136,0,31202,William McGirt,10.22,664.13,65
137,0,20104,Ken Duke,10.20,459.07,45
138,0,31646,Emiliano Grillo,10.19,611.42,60
139,0,26331,Charl Schwartzel,10.15,375.67,37
140,0,26851,Marc Leishman,10.03,591.82,59
141,0,47959,Bryson DeChambeau,10.02,631.35,63
141,0,25396,Kevin Na,10.02,511.06,51
143,0,20229,Stewart Cink,10.01,700.73,70
143,0,25804,Bubba Watson,10.01,410.41,41
145,0,34099,Harris English,9.96,607.46,61
146,0,33399,Adam Hadwin,9.93,695.45,70
146,0,32150,Michael Thompson,9.93,397.16,40
148,0,29518,Brendan Steele,9.92,585.44,59
149,0,29725,Tony Finau,9.91,772.62,78
150,0,24502,Adam Scott,9.89,296.68,30
151,0,34360,Patrick Reed,9.86,640.95,65
152,0,40026,Daniel Berger,9.78,508.33,52
153,0,48084,Wesley Bryan,9.75,565.24,58
153,0,33122,Russell Knox,9.75,448.51,46
155,0,49771,J.T. Poston,9.70,649.59,67
156,0,31557,Jim Herman,9.59,527.56,55
157,0,32200,Roberto Castro,9.57,459.30,48
158,0,36801,Mark Hubbard,9.54,534.47,56
159,0,29740,Brad Fritsch,9.52,371.41,39
160,0,28252,Seamus Power,9.51,456.54,48
161,0,34213,Grayson Murray,9.50,607.91,64
162,0,25364,Paul Casey,9.47,483.13,51
162,0,33413,Ben Martin,9.47,624.83,66
164,0,29720,Andres Gonzales,9.42,471.12,50
165,0,46550,Brandon Hagy,9.37,533.93,57
166,0,21209,Sergio Garcia,9.31,316.53,34
167,0,23800,Bryce Molder,9.26,555.54,60
168,0,33120,Mark Anderson,9.19,386.08,42
169,0,25900,Lucas Glover,9.14,594.26,65
170,0,24138,Ian Poulter,9.02,451.03,50
171,0,21961,Charles Howell III,8.95,519.06,58
172,0,19803,Ryan Armour,8.94,375.69,42
173,0,25274,Steven Bowditch,8.93,384.01,43
174,0,35110,Brett Drewitt,8.82,308.75,35
174,0,34358,Jonathan Randolph,8.82,405.64,46
176,0,28420,Ryan Brehm,8.79,272.48,31
176,0,27095,Nick Watney,8.79,501.04,57
178,0,32333,Kevin Tway,8.77,464.59,53
179,0,34098,Russell Henley,8.73,637.62,73
180,0,46443,Brian Campbell,8.54,324.52,38
181,0,26289,Boo Weekley,8.47,440.61,52
182,0,22986,Søren Kjeldsen,8.42,227.42,27
183,0,26300,Matt Jones,8.37,385.02,46
184,0,22371,Aaron Baddeley,8.32,366.30,44
185,0,20572,Rod Pampling,8.17,400.31,49
186,0,34431,Robert Streb,8.08,573.52,71
187,0,27064,Jhonattan Vegas,8.00,392.13,49
188,0,29974,Branden Grace,7.92,269.17,34
189,0,46501,Ollie Schniederjans,6.71,375.95,56
190,0,24846,Ricky Barnes,6.36,311.54,49
