RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
53,0,30110,Kyle Stanley,110' 11",9203' 4",83
53,0,37189,Harold Varner III,110' 11",8319' 9",75
55,0,37454,Whee Kim,110' 10",5650',51
55,0,29485,Brett Stegmaier,110' 10",5874' 6",53
57,0,39975,Michael Kim,110' 8",8300' 9",75
58,0,32102,Rickie Fowler,110' 7",5639' 7",51
59,0,28420,Ryan Brehm,110' 6",3425' 0",31
60,0,33204,Shane Lowry,110' 5",2319' 4",21
61,0,33948,Byeong Hun An,109' 10",5273' 4",48
62,0,20472,Alex Cejka,109' 8",5812' 7",53
63,0,23983,Luke Donald,109' 6",3065' 7",28
64,0,32640,Troy Merritt,109' 2",6986' 3",64
64,0,26331,Charl Schwartzel,109' 2",4038' 4",37
66,0,22046,Geoff Ogilvy,109' 1",6874' 9",63
67,0,27936,Martin Laird,108' 10",5440' 9",50
68,0,40009,Dominic Bozzelli,108' 9",5435' 7",50
69,0,35532,Tom Hoge,108' 7",4343' 7",40
70,0,27895,Jonas Blixt,108' 3",5737' 6",53
71,0,27649,Brandt Snedeker,108' 1",3674' 1",34
72,0,27064,Jhonattan Vegas,107' 9",5280' 3",49
73,0,25198,Francesco Molinari,107' 6",5051' 2",47
73,0,34046,Jordan Spieth,107' 6",6235',58
75,0,28307,Matt Every,107' 5",5801' 7",54
75,0,34213,Grayson Murray,107' 5",6661' 7",62
77,0,26329,Louis Oosthuizen,107' 4",3863' 3",36
78,0,26851,Marc Leishman,107' 3",6221' 7",58
79,0,47128,Richy Werenski,106' 11",5772' 1",54
80,0,23621,Rory Sabbatini,106' 9",5018' 1",47
81,0,30852,Ryo Ishikawa,106' 7",4156' 1",39
81,0,22056,Cameron Percy,106' 7",5435',51
83,0,35506,Mackenzie Hughes,106' 6",9476' 6",89
83,0,30692,Scott Stallings,106' 6",5964' 5",56
85,0,29420,Billy Horschel,106' 5",6810',64
86,0,31420,Anirban Lahiri,106' 1",4561' 1",43
86,0,34360,Patrick Reed,106' 1",6576',62
88,0,23108,Matt Kuchar,106' 0",6678' 3",63
89,0,23325,Vaughn Taylor,105' 10",7620' 0",72
90,0,24502,Adam Scott,105' 8",3169' 6",30
91,0,21209,Sergio Garcia,105' 6",3588' 4",34
92,0,34174,John Huh,105' 5",7692',73
93,0,23353,J.J. Henry,105' 1",7042' 8",67
93,0,46732,Rick Lamb,105' 1",3679' 2",35
95,0,35545,Blayne Barber,105' 0",6615' 8",63
96,0,30191,Julián Etulain,104' 6",5017' 9",48
97,0,29518,Brendan Steele,104' 5",6162' 9",59
98,0,29908,C.T. Pan,104' 2",6667' 7",64
99,0,48822,Sebastián Muñoz,104' 1",3643' 9",35
100,0,47959,Bryson DeChambeau,104' 0",6549',63
100,0,29222,Billy Hurley III,104' 0",6968' 9",67
102,0,32200,Roberto Castro,103' 10",4879',47
102,0,32757,Patton Kizzire,103' 10",7265' 9",70
104,0,24024,Zach Johnson,103' 6",5693' 7",55
105,0,25493,Nick Taylor,103' 2",7635' 8",74
106,0,40058,Zac Blair,102' 6",7690' 0",75
107,0,40026,Daniel Berger,102' 5",5327' 7",52
107,0,29479,Scott Brown,102' 5",6557' 3",64
109,0,33419,Cameron Tringale,102' 0",5915' 4",58
110,0,27214,Kevin Streelman,101' 7",7315' 1",72
110,0,27963,Chris Stroud,101' 7",3760' 1",37
112,0,29478,Kevin Kisner,101' 6",6596' 6",65
113,0,27436,Graham DeLaet,101' 5",6188' 0",61
114,0,35879,Kelly Kraft,101' 2",5764' 7",57
114,0,26951,Johnson Wagner,101' 2",4956' 9",49
116,0,27095,Nick Watney,101' 0",5755' 6",57
117,0,33399,Adam Hadwin,100' 11",7061' 4",70
118,0,26476,Chez Reavie,100' 10",6959' 6",69
119,0,28500,Martin Flores,100' 9",6345',63
120,0,06522,Ernie Els,100' 7",2715' 9",27
121,0,33418,Shawn Stefani,100' 6",5425',54
122,0,35891,Cameron Smith,99' 10",6389',64
123,0,28093,Miguel Angel Carballo,99' 8",3788' 2",38
123,0,36801,Mark Hubbard,99' 8",5581' 3",56
125,0,20771,Steven Alker,99' 3",4269' 4",43
126,0,29476,Kyle Reifers,98' 5",6690' 9",68
127,0,31202,William McGirt,98' 3",6386' 9",65
128,0,29740,Brad Fritsch,98' 1",3826' 9",39
128,0,25834,Daniel Summerhays,98' 1",6866' 7",70
130,0,25364,Paul Casey,97' 9",4985',51
130,0,27644,Brian Harman,97' 9",6253' 7",64
132,0,31646,Emiliano Grillo,97' 4",5741' 3",59
133,0,25686,Jason Dufner,97' 3",6223' 8",64
134,0,46443,Brian Campbell,97' 2",3692' 6",38
135,0,20229,Stewart Cink,96' 10",6778',70
135,0,28252,Seamus Power,96' 10",4646' 3",48
137,0,24357,K.J. Choi,96' 8",5122' 4",53
137,0,28679,Fabián Gómez,96' 8",4444',46
139,0,12510,Chad Campbell,96' 6",6950' 4",72
139,0,28132,Tyrone Van Aswegen,96' 6",5695',59
141,0,25892,Steve Wheatcroft,96' 1",2979' 3",31
142,0,31557,Jim Herman,95' 10",5174',54
143,0,34466,Peter Malnati,95' 8",6984',73
144,0,19846,Brian Gay,95' 5",6299',66
145,0,26596,Ryan Moore,95' 3",5713' 2",60
146,0,23541,Ben Crane,95' 1",6180' 9",65
147,0,25191,Gonzalo Fernandez-Castaño,94' 10",3223' 8",34
148,0,29720,Andres Gonzales,94' 9",4737' 8",50
149,0,26300,Matt Jones,94' 7",4349' 6",46
150,0,26499,Rafa Cabrera Bello,94' 6",3306' 9",35
150,0,29221,Webb Simpson,94' 6",6614' 8",70
152,0,25720,Chad Collins,94' 3",4430' 9",47
153,0,32333,Kevin Tway,94' 1",4984' 9",53
154,0,25240,D.A. Points,93' 6",4673',50
154,0,49771,J.T. Poston,93' 6",6262' 4",67
156,0,25396,Kevin Na,93' 5",4762' 2",51
157,0,31560,Brian Stuard,93' 3",5690' 6",61
158,0,25274,Steven Bowditch,92' 11",3901' 3",42
159,0,30926,Chris Kirk,92' 4",5999' 5",65
160,0,25572,Graeme McDowell,92' 1",3407' 1",37
161,0,22371,Aaron Baddeley,91' 5",4021',44
162,0,32150,Michael Thompson,91' 4",3654' 4",40
163,0,35110,Brett Drewitt,91' 2",3192' 1",35
164,0,33120,Mark Anderson,90' 3",3791',42
165,0,19803,Ryan Armour,90' 1",3785' 2",42
166,0,33122,Russell Knox,89' 10",4133' 5",46
167,0,25349,Tim Wilkinson,89' 1",3829' 9",43
168,0,33413,Ben Martin,88' 9",5855' 3",66
169,0,25900,Lucas Glover,88' 0",5633',64
170,0,29974,Branden Grace,87' 6",2973' 8",34
171,0,34098,Russell Henley,87' 0",6351',73
171,0,25345,Carl Pettersson,87' 0",3391' 6",39
173,0,48084,Wesley Bryan,86' 9",4942' 5",57
174,0,37278,Nicholas Lindheim,86' 8",3378',39
175,0,10809,Jim Furyk,86' 6",3201' 7",37
176,0,21961,Charles Howell III,86' 0",4987' 9",58
177,0,22986,Søren Kjeldsen,85' 7",2311' 5",27
177,0,27770,Camilo Villegas,85' 7",4363',51
179,0,23800,Bryce Molder,85' 5",5122' 9",60
180,0,24507,Jason Bohn,83' 10",4860' 2",58
181,0,20593,Greg Chalmers,83' 7",5267',63
182,0,34431,Robert Streb,83' 2",5820' 5",70
183,0,26289,Boo Weekley,82' 9",4219' 3",51
184,0,27466,Spencer Levin,82' 8",5207' 8",63
185,0,24138,Ian Poulter,82' 1",4023' 4",49
186,0,34358,Jonathan Randolph,80' 9",3713' 5",46
187,0,20104,Ken Duke,80' 6",3540' 4",44
188,0,46501,Ollie Schniederjans,73' 9",4353' 8",59
189,0,20572,Rod Pampling,72' 0",3527' 0",49
190,0,24846,Ricky Barnes,67' 10",3390' 2",50
