RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
128,0,20229,Stewart Cink,47.22,102,114
129,0,10809,Jim Furyk,47.20,101,113
129,0,10423,Mike Weir,47.20,101,113
131,0,23541,Ben Crane,47.12,98,110
132,0,06034,Marco Dawson,47.01,126,142
133,0,12680,Shigeki Maruyama,46.85,119,135
133,0,22548,Patrick Sheehan,46.85,134,152
135,0,06515,Shaun Micheel,46.59,123,141
136,0,23353,J.J. Henry,46.43,117,135
137,0,06197,Michael Allen,46.34,114,132
138,0,01685,J.L. Lewis,46.20,79,92
139,0,12510,Chad Campbell,46.19,97,113
140,0,01042,Paul Azinger,46.18,121,141
141,0,02101,Joey Sindelar,46.15,120,140
142,0,21350,Ryuji Imada,45.89,134,158
143,0,06575,Dudley Hart,45.83,99,117
144,0,06251,Chris DiMarco,44.95,89,109
145,0,01024,Billy Andrade,44.90,88,108
146,0,01313,Steve Elkington,44.74,68,84
147,0,20127,Chris Riley,44.25,100,126
148,0,02223,Bob Tway,44.09,97,123
149,0,20634,Peter Lonard,43.94,87,111
150,0,25935,John Engler Jr.,43.93,94,120
151,0,12645,Brent Geiberger,43.75,126,162
152,0,01473,Todd Hamilton,43.16,82,108
153,0,08075,Jerry Kelly,42.91,121,161
154,0,11011,Mike Sposa,42.78,83,111
155,0,26420,Richard Johnson,42.45,118,160
156,0,02104,Jeff Sluman,41.90,119,165
157,0,01761,Len Mattiace,41.76,71,99
158,0,08537,J.P. Hayes,41.67,70,98
159,0,08385,Omar Uresti,41.36,67,95
160,0,01142,Bart Bryant,40.71,92,134
161,0,06527,Steve Stricker,40.70,70,102
162,0,20593,Greg Chalmers,40.22,74,110
163,0,01577,Lee Janzen,39.83,94,142
164,0,19881,Robert Damron,39.49,109,167
165,0,19913,Ron Whittaker,39.22,91,141
166,0,23135,Tim Clark,39.11,79,123
167,0,01035,Tommy Armour III,38.98,69,108
168,0,21878,Mark Wilson,38.80,97,153
169,0,01599,Steve Jones,38.79,90,142
170,0,20812,Tjaart van der Walt,38.69,65,103
171,0,01388,Robert Gamez,38.37,99,159
172,0,02239,Scott Verplank,37.93,88,144
173,0,06643,Paul Goydos,37.38,80,134
174,0,10860,Justin Leonard,37.37,74,124
175,0,01329,Brad Faxon,37.19,90,152
176,0,12755,Vance Veazey,36.76,68,117
177,0,24024,Zach Johnson,36.36,88,154
178,0,20121,Todd Fischer,36.33,113,198
179,0,01381,Fred Funk,36.09,96,170
180,0,02214,Kirk Triplett,35.98,59,105
181,0,20099,Doug Barron,35.87,80,143
182,0,01139,Olin Browne,35.40,97,177
183,0,20382,Stephen Leaney,35.27,91,167
184,0,01619,Skip Kendall,34.95,72,134
185,0,01132,Mark Brooks,34.25,87,167
186,0,23673,Michael Connell,34.06,47,91
187,0,22621,Ben Curtis,32.86,69,141
188,0,10505,Shane Bertsch,32.45,98,204
189,0,01928,Corey Pavin,32.35,55,115
190,0,20548,Hidemichi Tanaka,32.26,70,147
191,0,06012,Greg Kraft,32.14,72,152
192,0,01219,John Cook,32.07,59,125
193,0,19846,Brian Gay,31.63,105,227
194,0,02110,Jerry Smith,31.29,87,191
195,0,01823,Larry Mize,30.71,43,97
196,0,01887,Mark O'Meara,26.98,34,92
