RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
131,0,34431,Robert Streb,2.575,293.711,114.048,101,0198802967
133,0,20572,Rod Pampling,2.574,290.488,112.835,94,0207902920
134,0,52372,Cameron Champ,2.571,329.111,128.008,80,0203002931
134,0,27064,Jhonattan Vegas,2.571,320.618,124.700,64,0209503021
136,0,31323,Gary Woodland,2.570,314.077,122.196,63,0217302944
137,0,24925,Jonathan Byrd,2.569,285.264,111.046,61,0154503072
137,0,34363,Tyrrell Hatton,2.569,296.746,115.531,34,0217003015
139,0,29725,Tony Finau,2.568,312.804,121.798,87,0205202980
139,0,39977,Max Homa,2.568,305.086,118.782,97,0145903039
141,0,10809,Jim Furyk,2.566,275.973,107.529,70,0176702864
141,0,30944,Jason Kokrak,2.566,307.610,119.869,88,0177703008
143,0,36799,Stephan Jaeger,2.565,293.336,114.371,91,0103302829
144,0,31557,Jim Herman,2.562,290.187,113.273,70,0164602935
144,0,27141,J.B. Holmes,2.562,307.718,120.088,63,0215602926
144,0,37455,Si Woo Kim,2.562,291.504,113.764,76,0199803026
147,0,26300,Matt Jones,2.559,297.648,116.312,94,0217702904
148,0,33418,Shawn Stefani,2.558,299.345,117.036,84,0206203039
149,0,37275,Sam Ryder,2.553,296.498,116.115,116,0155803024
150,0,34264,Hudson Swafford,2.550,299.111,117.314,76,0222903134
151,0,48822,Sebastián Muñoz,2.549,303.824,119.178,110,0194602980
152,0,32757,Patton Kizzire,2.548,292.507,114.787,75,0206202953
153,0,33448,Justin Thomas,2.546,298.422,117.202,58,0226802877
154,0,22371,Aaron Baddeley,2.544,289.834,113.931,59,0209102901
155,0,34261,Scott Langley,2.542,272.827,107.327,107,0199603149
156,0,25364,Paul Casey,2.540,295.518,116.347,47,0204602888
156,0,31646,Emiliano Grillo,2.540,292.153,115.036,73,0217602950
158,0,47959,Bryson DeChambeau,2.538,300.129,118.239,59,0218802999
159,0,29478,Kevin Kisner,2.537,284.670,112.197,85,0217202918
160,0,30978,Kiradech Aphibarnrat,2.536,287.191,113.225,43,0222002952
160,0,21731,Freddie Jacobson,2.536,289.770,114.260,94,0195002986
160,0,36699,Patrick Rodgers,2.536,304.854,120.229,38,0225303058
160,0,34046,Jordan Spieth,2.536,287.813,113.500,59,0111003057
164,0,30911,Tommy Fleetwood,2.535,292.983,115.582,42,0183602859
164,0,46970,Jon Rahm,2.535,300.573,118.558,28,0225102810
166,0,21209,Sergio Garcia,2.532,306.372,121.013,44,0216602812
166,0,28252,Seamus Power,2.532,303.098,119.702,118,0175302979
166,0,48081,Xander Schauffele,2.532,304.749,120.377,29,0228602846
169,0,26329,Louis Oosthuizen,2.531,286.563,113.202,34,0211502826
170,0,29974,Branden Grace,2.530,291.440,115.216,47,0188602866
171,0,32333,Kevin Tway,2.529,307.325,121.515,83,0157802945
172,0,46501,Ollie Schniederjans,2.521,308.190,122.245,89,0084702952
173,0,21528,Henrik Stenson,2.519,291.218,115.615,19,0231202863
173,0,33419,Cameron Tringale,2.519,302.112,119.939,126,0202903109
175,0,33122,Russell Knox,2.517,283.385,112.603,87,0203702894
176,0,34360,Patrick Reed,2.516,293.804,116.791,102,0163402950
177,0,24361,Pat Perez,2.515,290.559,115.511,56,0199102990
178,0,40098,Matt Fitzpatrick,2.513,283.905,112.958,45,0184102961
179,0,25396,Kevin Na,2.511,286.786,114.191,40,0221602829
180,0,25804,Bubba Watson,2.509,304.863,121.500,35,0225002831
181,0,36689,Brooks Koepka,2.507,306.083,122.085,83,0219302790
182,0,26851,Marc Leishman,2.504,293.208,117.084,49,0190803083
183,0,27349,Alex Noren,2.502,301.664,120.584,61,0206102860
184,0,29484,Peter Uihlein,2.498,308.224,123.386,87,0210702891
185,0,46402,Talor Gooch,2.495,299.747,120.162,87,0187702983
186,0,47347,Adam Schenk,2.486,306.350,123.251,140,0204902954
187,0,24502,Adam Scott,2.468,296.915,120.290,22,0195302765
188,0,34256,Andrew Putnam,2.428,279.507,115.139,51,0197903125
